geo,time,se_prm_tchr
kir,1972,531
kir,1973,371
kir,1975,449
kir,1976,418
kir,1977,435
kir,1978,429
kir,1979,429
kir,1980,435
kir,1981,447
kir,1982,450
kir,1983,453
kir,1984,471
kir,1985,460
kir,1986,467
kir,1987,455
kir,1988,459
kir,1989,507
kir,1990,514
kir,1991,533
kir,1992,545
kir,1993,537
kir,1994,542
kir,1995,624
kir,1996,732
kir,1997,727
kir,1998,720
kir,1999,581
kir,2000,460
kir,2001,664
kir,2002,660
kir,2003,596
kir,2004,633
kir,2005,654
kir,2006,606
kir,2007,639
kir,2008,645
kir,2014,614
kir,2016,656
kir,2017,655
kir,2020,704
kna,1980,331
kna,1984,357
kna,1985,339
kna,1986,353
kna,1987,266
kna,1988,263
kna,1989,331
kna,1990,346
kna,1991,363
kna,1992,350
kna,1994,378
kna,1995,368
kna,1998,320
kna,2000,356
kna,2001,355
kna,2002,386
kna,2003,368
kna,2004,367
kna,2005,360
kna,2007,372
kna,2008,401
kna,2009,443
kna,2010,443
kna,2011,459
kna,2012,385
kna,2013,385
kna,2014,401
kna,2015,362
kna,2016,393
kor,1971,101095
kor,1972,103756
kor,1973,105672
kor,1974,107259
kor,1975,107436
kor,1976,108126
kor,1977,109530
kor,1978,112997
kor,1979,115245
kor,1980,117290
kor,1981,119064
kor,1982,122727
kor,1983,124572
kor,1984,126163
kor,1985,126233
kor,1986,126785
kor,1987,126677
kor,1988,130142
kor,1989,132527
kor,1990,134898
kor,1991,136800
kor,1992,138207
kor,1993,138945
kor,1994,139096
kor,1995,138369
kor,1996,137912
kor,1997,122743
kor,1998,124412
kor,1999,122449
kor,2000,125477
kor,2001,128018
kor,2002,132716
kor,2003,139057
kor,2004,142153
kor,2005,144338
kor,2006,147728
kor,2007,149945
kor,2008,152891
kor,2009,155554
kor,2010,158056
kor,2011,164820
kor,2012,165536
kor,2013,165615
kor,2014,165786
kor,2015,164415
kor,2016,164354
kor,2017,164663
kor,2018,165837
kor,2019,166710
kwt,1971,3555
kwt,1972,4084
kwt,1973,4580
kwt,1974,5053
kwt,1975,5729
kwt,1976,6360
kwt,1977,7269
kwt,1978,7920
kwt,1979,7947
kwt,1980,7722
kwt,1981,8035
kwt,1982,8385
kwt,1983,8346
kwt,1984,8968
kwt,1985,9448
kwt,1986,9623
kwt,1987,9690
kwt,1988,10099
kwt,1989,10288
kwt,1990,10310
kwt,1991,7034
kwt,1992,6967
kwt,1993,7526
kwt,1994,8229
kwt,1995,9021
kwt,1996,9747
kwt,1997,10180
kwt,1998,10798
kwt,1999,10389
kwt,2000,10176
kwt,2001,10489
kwt,2002,10940
kwt,2003,11594
kwt,2004,12321
kwt,2005,16815
kwt,2006,20056
kwt,2007,22016
kwt,2008,22895
kwt,2009,24605
kwt,2010,25520
kwt,2011,25983
kwt,2012,26775
kwt,2013,27801
kwt,2014,28610
kwt,2015,29810
kwt,2016,30635
kwt,2017,31081
kwt,2018,31524
kwt,2019,33015
kwt,2020,34105
lao,1971,6796
lao,1972,7038
lao,1973,7340
lao,1976,11848
lao,1977,13898
lao,1978,14218
lao,1979,14416
lao,1980,14983
lao,1981,16109
lao,1982,16130
lao,1983,16454
lao,1984,17789
lao,1985,18070
lao,1986,21033
lao,1988,20384
lao,1990,19970
lao,1991,21039
lao,1992,21036
lao,1993,21652
lao,1994,22649
lao,1995,23455
lao,1996,24455
lao,1997,25831
lao,1998,26382
lao,1999,27083
lao,2000,27592
lao,2001,27665
lao,2002,28545
lao,2003,28571
lao,2004,28150
lao,2005,28299
lao,2006,28741
lao,2007,29604
lao,2008,29541
lao,2009,31176
lao,2010,31782
lao,2011,33576
lao,2012,32586
lao,2013,34311
lao,2014,34619
lao,2015,35206
lao,2016,36069
lao,2017,36204
lao,2018,35199
lao,2019,35891
lao,2020,34743
lbn,1981,22646
lbn,1982,22810
lbn,1999,29034
lbn,2000,28393
lbn,2001,27464
lbn,2002,27586
lbn,2003,27163
lbn,2004,32972
lbn,2005,32646
lbn,2006,33117
lbn,2007,33202
lbn,2008,32875
lbn,2009,33302
lbn,2010,32649
lbn,2011,32112
lbn,2012,31816
lbn,2013,39149
lbn,2014,39017
lbn,2016,39967
lbn,2017,40256
lbn,2019,40600
lbn,2020,40911
lbr,1998,6586
lbr,1999,10055
lbr,2000,12966
lbr,2006,17460
lbr,2008,22237
lbr,2009,22120
lbr,2011,25137
lbr,2014,25812
lbr,2015,22479
lbr,2016,30434
lbr,2017,28468
lby,1971,12304
lby,1972,14421
lby,1973,17767
lby,1974,20580
lby,1975,22842
lby,1976,24331
lby,1977,28627
lby,1978,26182
lby,1979,30946
lby,1980,32168
lby,1981,36591
lby,1983,42696
lca,1972,888
lca,1973,829
lca,1974,892
lca,1975,919
lca,1976,953
lca,1977,947
lca,1978,953
lca,1979,999
lca,1980,942
lca,1981,957
lca,1982,1012
lca,1983,985
lca,1984,1084
lca,1985,1107
lca,1986,1084
lca,1987,1103
lca,1988,1066
lca,1989,1082
lca,1990,1137
lca,1991,1127
lca,1992,1181
lca,1993,1204
lca,1994,1174
lca,1995,1142
lca,1996,1180
lca,1997,1214
lca,1998,1175
lca,1999,1168
lca,2000,1091
lca,2001,1052
lca,2002,1091
lca,2003,1103
lca,2004,1050
lca,2005,1073
lca,2006,1022
lca,2007,969
lca,2008,978
lca,2009,1011
lca,2010,1051
lca,2011,1071
lca,2012,1054
lca,2013,1065
lca,2014,1216
lca,2015,1088
lca,2016,1087
lca,2017,1054
lca,2018,1077
lca,2019,1081
lca,2020,1077
lie,2003,242
lie,2004,260
lie,2005,260
lie,2006,268
lie,2007,315
lie,2008,332
lie,2009,328
lie,2010,337
lie,2011,257
lie,2012,266
lie,2013,261
lie,2014,247.10823
lie,2015,252
lie,2016,260
lie,2017,257
lie,2018,257
lie,2019,263
lka,1976,48096
lka,1977,50665
lka,1978,60835
lka,1992,69965
lka,1993,70008
lka,1994,70108
lka,1995,70537
lka,1996,66339
lka,2001,67265
lka,2002,69570
lka,2003,71201
lka,2004,70236
lka,2005,73471
lka,2006,68657
lka,2007,68114
lka,2008,69436
lka,2009,69948
lka,2010,71957
lka,2011,72114
lka,2012,71721
lka,2013,74415
lka,2014,75143
lka,2015,76803
lka,2016,76426
lka,2017,76173
lka,2018,78389
lka,2019,78641
lso,1970,3964
lso,1971,3877
lso,1972,3936
lso,1973,3951
lso,1974,4139
lso,1975,4226
lso,1976,4233
lso,1977,4304
lso,1978,4421
lso,1979,4782
lso,1980,5097
lso,1981,5350
lso,1982,5295
lso,1983,5670
lso,1984,5648
lso,1985,5663
lso,1986,5773
lso,1987,5880
lso,1988,6210
lso,1989,6275
lso,1990,6448
lso,1991,6685
lso,1992,7051
lso,1993,7292
lso,1994,7433
lso,1995,7923
lso,1996,7898
lso,1997,8089
lso,1999,8225
lso,2000,8578
lso,2001,8762
lso,2002,8908
lso,2003,9294
lso,2004,9993
lso,2005,10154
lso,2006,10418
lso,2007,10778
lso,2008,11301
lso,2009,11536
lso,2010,11508
lso,2011,11378
lso,2012,11200
lso,2013,11324
lso,2014,11167
lso,2015,10930
lso,2016,10687
lso,2017,11167
ltu,1981,6800
ltu,1986,6800
ltu,1989,9400
ltu,1990,10378
ltu,1991,11319
ltu,1992,12158
ltu,1993,12500
ltu,1994,12881
ltu,1995,13444
ltu,1996,13697
ltu,1997,14095
ltu,1998,14401
ltu,1999,13285
ltu,2000,13265
ltu,2001,13265
ltu,2002,12104
ltu,2003,11800
ltu,2004,11561
ltu,2005,11237
ltu,2006,11024
ltu,2007,10843
ltu,2008,10441
ltu,2009,10111
ltu,2010,9531
ltu,2011,9312
ltu,2012,8961
ltu,2013,8642
ltu,2014,8441
ltu,2015,8401
ltu,2016,8330
ltu,2017,8425
ltu,2018,8501
ltu,2019,8507
lux,1970,1597
lux,1971,1750
lux,1972,1723
lux,1973,1757
lux,1974,1857
lux,1975,1484
lux,1976,1521
lux,1978,1437
lux,1979,1449
lux,1980,1795
lux,1981,1765
lux,1982,1734
lux,1983,1685
lux,1984,1660
lux,1986,1745
lux,1987,1768
lux,1988,1762
lux,1989,1790
lux,1990,1770
lux,1991,1764
lux,2001,2834
lux,2002,2893
lux,2003,2966
lux,2004,3002
lux,2005,3091
lux,2006,3191
lux,2007,3218
lux,2008,2992
lux,2010,3786
lux,2011,3903
lux,2012,4228
lux,2013,4330
lux,2014,4338
lux,2015,4247
lux,2016,4411
lux,2018,4718
lux,2019,4916
lva,1981,7102
lva,1982,7142
lva,1983,7142
lva,1984,7283
lva,1985,7507
lva,1986,7788
lva,1987,8236
lva,1988,8592
lva,1989,9181
lva,1990,9309
lva,1991,9475
lva,1992,9468
lva,1993,9889
lva,1994,9329
lva,1995,10056
lva,1996,10357
lva,1997,10883
lva,1998,9489
lva,1999,9191
lva,2000,8935
lva,2001,8379
lva,2002,7942
lva,2003,7544
lva,2004,7124
lva,2005,6915
lva,2006,6699
lva,2007,10989
lva,2008,10541
lva,2009,10934
lva,2010,9566
lva,2011,9959
lva,2012,10296
lva,2013,10221
lva,2014,10338
lva,2015,10537
lva,2016,10619
lva,2017,10532
lva,2018,10622
lva,2019,10563
mac,1971,886
mac,1972,812
mac,1974,676
mac,1975,610
mac,1976,753
mac,1977,1196
mac,1978,829
mac,1979,801
mac,1999,1505
mac,2000,1578
mac,2001,1613
mac,2002,1616
mac,2003,1615
mac,2004,1632
mac,2005,1609
mac,2006,1617
mac,2007,1618
mac,2008,1671
mac,2009,1585
mac,2010,1577
mac,2011,1602
mac,2012,1606
mac,2013,1622
mac,2014,1669
mac,2015,1722
mac,2016,1908
mac,2017,2105
mac,2018,2235
mac,2019,2402
mac,2020,2540
mar,1971,34277
mar,1972,34882
mar,1973,36446
mar,1974,37585
mar,1975,38486
mar,1980,54361
mar,1981,56908
mar,1982,63675
mar,1983,67682
mar,1984,71731
mar,1985,82874
mar,1986,81867
mar,1987,82438
mar,1988,83787
mar,1989,84411
mar,1990,86588
mar,1991,91680
mar,1992,95206
mar,1993,98734
mar,1994,102452
mar,1995,106393
mar,1996,109817
mar,1997,114406
mar,1998,117481
mar,1999,123021
mar,2000,127582
mar,2001,136558
mar,2002,142335
mar,2003,145553
mar,2004,147730
mar,2005,148438
mar,2006,146298
mar,2007,143846
mar,2008,146187
mar,2009,144722
mar,2010,150367
mar,2011,151477
mar,2012,155481
mar,2013,154754
mar,2014,157019
mar,2015,156072
mar,2016,154252
mar,2017,150198
mar,2018,161288
mar,2019,171812
mar,2020,166728
mco,1972,71
mco,1995,106
mco,1996,102
mco,1999,90
mco,2001,89
mco,2015,155
mco,2016,146
mco,2017,193
mco,2018,193
mco,2019,170
mco,2020,176
mco,2021,182
mda,1981,8003
mda,1986,9500
mda,1989,11105
mda,1990,12070
mda,1991,13024
mda,1992,13415
mda,1993,13295
mda,1994,13230
mda,1995,13322
mda,1996,14209
mda,1997,14097
mda,1999,12367
mda,2000,12080
mda,2001,11648
mda,2002,11654
mda,2003,11087
mda,2004,10493
mda,2005,10259
mda,2006,10033
mda,2007,9876
mda,2008,9566
mda,2009,9231
mda,2010,9160
mda,2011,9037
mda,2012,8747
mda,2013,8468
mda,2014,8235
mda,2015,7936
mda,2016,7913
mda,2017,7880
mda,2018,7819
mda,2019,7771
mda,2020,7744
mdg,1971,14424
mdg,1972,15553
mdg,1973,16579
mdg,1974,16351
mdg,1975,18688
mdg,1976,20134
mdg,1977,23937
mdg,1978,27371
mdg,1979,31601
mdg,1980,34467
mdg,1981,39474
mdg,1982,42197
mdg,1983,43898
mdg,1984,43157
mdg,1985,42462
mdg,1988,37439
mdg,1989,37894
mdg,1990,37932
mdg,1991,38933
mdg,1992,39637
mdg,1993,38743
mdg,1994,37676
mdg,1995,39713
mdg,1996,44145
mdg,1998,40591
mdg,1999,42678
mdg,2000,46051
mdg,2001,49413
mdg,2002,50700
mdg,2003,55309
mdg,2004,64270
mdg,2005,67137
mdg,2006,76831
mdg,2007,78743
mdg,2008,85257
mdg,2009,90265
mdg,2010,105673
mdg,2011,99551
mdg,2012,102229
mdg,2013,112734
mdg,2014,110528
mdg,2015,115640
mdg,2016,116577
mdg,2017,120351
mdg,2018,122097
mdg,2019,126649
mdv,1998,2805
mdv,1999,3051
mdv,2000,3246
mdv,2001,3155
mdv,2002,3411
mdv,2003,3644
mdv,2004,2786
mdv,2005,2882
mdv,2006,3336
mdv,2007,3463
mdv,2008,3551
mdv,2009,3524
mdv,2010,3602
mdv,2011,3275
mdv,2012,3405
mdv,2013,3411
mdv,2014,3292
mdv,2015,4075
mdv,2016,4252
mdv,2017,4460
mdv,2018,4582
mdv,2019,5084
mex,1971,201453
mex,1972,208257
mex,1974,243735
mex,1975,242029
mex,1976,255939
mex,1977,274717
mex,1978,286156
mex,1981,375220
mex,1982,400417
mex,1983,415425
mex,1984,428029
mex,1985,437408
mex,1986,449760
mex,1987,456919
mex,1988,463115
mex,1989,468044
mex,1990,466532
mex,1991,471625
mex,1992,479616
mex,1993,486686
mex,1994,496472
mex,1995,507669
mex,1996,516051
mex,1997,524927
mex,1998,531389
mex,1999,539853
mex,2000,543694
mex,2001,548215
mex,2002,552409
mex,2003,557278
mex,2004,519161
mex,2005,519112
mex,2006,521183
mex,2007,522733
mex,2008,524517
mex,2009,528555
mex,2010,529599
mex,2011,531256
mex,2012,533866
mex,2013,575337
mex,2014,573238
mex,2015,574276
mex,2016,574210
mex,2017,573284
mex,2018,571520
mex,2019,572104
mhl,1999,550
mhl,2002,517
mkd,1998,5855
mkd,1999,5865
mkd,2000,5884
mkd,2001,5729
mkd,2002,5718
mkd,2003,5766
mkd,2004,5681
mkd,2005,5684
mkd,2006,5492
mkd,2007,5519
mkd,2008,6661
mkd,2009,6859
mkd,2010,6949
mkd,2011,6999
mkd,2012,7081
mkd,2013,7060
mkd,2014,7137
mkd,2015,7554
mkd,2016,7357
mkd,2017,7317
mkd,2018,7457
mli,1971,5086
mli,1972,5305
mli,1973,5570
mli,1974,5498
mli,1975,5866
mli,1976,6213
mli,1977,6530
mli,1978,6540
mli,1979,6877
mli,1980,7054
mli,1981,6862
mli,1982,7278
mli,1983,7932
mli,1984,8356
mli,1985,8442
mli,1986,8593
mli,1987,8560
mli,1988,8124
mli,1989,8440
mli,1990,8405
mli,1991,8156
mli,1992,7963
mli,1993,8688
mli,1994,8363
mli,1995,8274
mli,1996,8718
mli,1997,9677
mli,1998,10853
mli,1999,15447
mli,2000,15567
mli,2001,17788
mli,2002,21756
mli,2003,22577
mli,2004,26737
mli,2005,27688
mli,2006,30515
mli,2007,33230
mli,2008,35442
mli,2009,38413
mli,2010,40052
mli,2011,43629
mli,2013,50095
mli,2014,51363
mli,2015,52148
mli,2016,60288
mli,2017,66418
mli,2018,65485
mlt,1971,1569
mlt,1972,1492
mlt,1973,1434
mlt,1974,1718
mlt,1976,1421
mlt,1977,1529
mlt,1980,1569
mlt,1981,1538
mlt,1982,1588
mlt,1983,1604
mlt,1984,1391
mlt,1985,1523
mlt,1986,1534
mlt,1987,1521
mlt,1988,1572
mlt,1989,1686
mlt,1990,1601
mlt,1991,1607
mlt,1992,1514
mlt,1993,1554
mlt,1994,1579
mlt,1995,1595
mlt,1996,1618
mlt,1997,1675
mlt,1998,1691
mlt,1999,1779
mlt,2000,1790
mlt,2001,1765
mlt,2002,1716
mlt,2003,1745
mlt,2004,1654
mlt,2005,1608
mlt,2006,1611
mlt,2007,1650
mlt,2008,1528
mlt,2010,1748
mlt,2011,1909
mlt,2012,2058
mlt,2013,1701.80005
mlt,2014,1798.83105
mlt,2015,1824.75
mlt,2016,1932.69995
mlt,2017,1993.61499
mlt,2019,2102.04004
mmr,1971,68156
mmr,1972,71136
mmr,1973,71136
mmr,1975,65079
mmr,1976,66251
mmr,1977,67093
mmr,1978,76253
mmr,1979,80343
mmr,1980,82543
mmr,1981,80343
mmr,1982,78265
mmr,1983,82799
mmr,1984,89539
mmr,1985,87631
mmr,1986,87482
mmr,1987,86171
mmr,1988,97763
mmr,1989,96139
mmr,1990,107867
mmr,1991,111470
mmr,1992,115793
mmr,1993,118684
mmr,1994,119725
mmr,1995,119942
mmr,1999,154686
mmr,2000,148254
mmr,2001,148231
mmr,2002,146747
mmr,2003,149001
mmr,2004,154151
mmr,2005,160110
mmr,2006,166195
mmr,2007,172209
mmr,2008,177331
mmr,2009,179268
mmr,2010,181666
mmr,2014,187828
mmr,2016,241433
mmr,2017,233815
mmr,2018,217561
mng,1971,4800
mng,1972,4921
mng,1975,4144
mng,1980,4482
mng,1981,4496
mng,1983,4700
mng,1986,5064
mng,1987,5045
mng,1988,5140
mng,1989,5409
mng,1990,5550
mng,1991,5917
mng,1992,6230
mng,1993,6165
mng,1994,6299
mng,1995,6704
mng,1996,7088
mng,1997,7587
mng,1998,7730
mng,1999,7750
mng,2000,7778
mng,2001,7755
mng,2002,7591
mng,2003,7757
mng,2004,7172
mng,2005,7338
mng,2006,7562
mng,2007,7572
mng,2008,7694
mng,2009,8320
mng,2010,9060
mng,2011,9059
mng,2012,8916
mng,2013,8895
mng,2014,8795
mng,2015,8901
mng,2016,9241
mng,2017,9564
mng,2018,10238
mng,2019,10736
moz,1971,7220
moz,1972,7493
moz,1973,8345
moz,1977,15000
moz,1978,16142
moz,1979,16308
moz,1981,17030
moz,1982,18751
moz,1983,20769
moz,1984,21903
moz,1985,20286
moz,1986,20756
moz,1987,20884
moz,1988,21410
moz,1989,21031
moz,1990,23107
moz,1991,22236
moz,1992,22474
moz,1993,22396
moz,1994,22544
moz,1995,24575
moz,1998,34114
moz,1999,37440
moz,2000,39754
moz,2001,42914
moz,2002,44960
moz,2004,54721
moz,2005,59434
moz,2006,61932
moz,2007,70389
moz,2008,76558
moz,2009,82753
moz,2010,90236
moz,2011,94798
moz,2012,97717
moz,2013,101372
moz,2014,104051
moz,2015,107976
moz,2016,112730
moz,2017,117065
moz,2018,118743
moz,2019,121488
moz,2020,124777
mrt,1971,1331
mrt,1972,1585
mrt,1975,1352
mrt,1976,1439
mrt,1977,1668
mrt,1978,1765
mrt,1979,1857
mrt,1980,1865
mrt,1981,2183
mrt,1982,2335
mrt,1983,2401
mrt,1984,2629
mrt,1985,2738
mrt,1986,2785
mrt,1987,3023
mrt,1988,3166
mrt,1989,3254
mrt,1990,3497
mrt,1991,3741
mrt,1992,4039
mrt,1993,4276
mrt,1994,4686
mrt,1995,5224
mrt,1996,5659
mrt,1997,6225
mrt,1998,7064
mrt,1999,7366
mrt,2000,7909
mrt,2001,8636
mrt,2002,9604
mrt,2003,9606
mrt,2004,10652
mrt,2005,11001
mrt,2006,11252
mrt,2007,11379
mrt,2008,12724
mrt,2009,13131
mrt,2010,14303
mrt,2011,13640
mrt,2012,13795
mrt,2013,16082
mrt,2014,17227
mrt,2015,17669
mrt,2016,16536
mrt,2017,16964
mrt,2018,19116
mrt,2019,16630
mus,1970,4731
mus,1971,4815
mus,1972,4952
mus,1973,5278
mus,1974,5568
mus,1975,5791
mus,1976,5848
mus,1977,6088
mus,1978,6352
mus,1979,6567
mus,1980,6379
mus,1981,6638
mus,1982,6623
mus,1983,6572
mus,1984,6465
mus,1985,6450
mus,1986,6371
mus,1987,6504
mus,1988,6404
mus,1989,6324
mus,1990,6507
mus,1991,6369
mus,1992,6272
mus,1993,5931
mus,1994,5483
mus,1995,5137
mus,1996,5215
mus,1997,5200
mus,1998,5065
mus,1999,5107
mus,2000,5178
mus,2001,5379
mus,2002,5256
mus,2003,5620
mus,2004,5741
mus,2005,5531
mus,2006,5598
mus,2007,5548
mus,2008,5495
mus,2009,5454
mus,2010,5472
mus,2011,5701
mus,2012,5427
mus,2013,5512
mus,2014,5629
mus,2015,5400
mus,2016,5468
mus,2017,5184
mus,2018,5534
mus,2019,5639
mus,2021,5903
mwi,1999,40836
mwi,2007,37675
mwi,2008,40787
mwi,2009,40284
mwi,2010,43110
mwi,2011,46852
mwi,2012,49775
mwi,2013,57148
mwi,2014,56336
mwi,2015,60488
mwi,2018,75697
mwi,2019,83431
mys,1970,54366
mys,1975,59343
mys,1977,61267
mys,1978,63636
mys,1979,64270
mys,1980,73664
mys,1981,77100
mys,1982,79796
mys,1983,81664
mys,1984,83760
mys,1985,91424
mys,1987,102356
mys,1988,109563
mys,1989,112204
mys,1990,120505
mys,1991,126139
mys,1992,130482
mys,1993,134579
mys,1994,139343
mys,1995,140430
mys,1996,147128
mys,1998,132443
mys,1999,142996
mys,2000,154720
mys,2001,154233
mys,2002,159041
mys,2003,174504
mys,2004,180682
mys,2005,189521
mys,2006,205513
mys,2007,214984
mys,2008,223335
mys,2009,245871
mys,2010,256615
mys,2011,262707
mys,2012,270069
mys,2013,274348
mys,2014,278496
mys,2015,269757
mys,2016,267060
mys,2017,264648
mys,2018,258596
mys,2019,250694
nam,1992,10912
nam,1995,12381
nam,1996,12902
nam,1997,13026
nam,1998,13124
nam,1999,12062
nam,2000,12327
nam,2001,12579
nam,2002,12970
nam,2003,12926
nam,2004,12191
nam,2005,13113
nam,2006,12800
nam,2007,13675
nam,2008,13854
nam,2009,13516
nam,2010,13652
nam,2018,19557
ncl,1970,940
ncl,1971,1087
ncl,1972,1040
ncl,1973,1117
ncl,1974,1149
ncl,1975,1231
ncl,1976,1275
ncl,1977,1265
ncl,1978,1322
ncl,1979,1318
ncl,1981,1288
ncl,1982,1305
ncl,1983,1226
ncl,1984,1175
ncl,1985,1131
ncl,1986,1153
ncl,1987,1143
ncl,1988,1128
ncl,1989,1155
ncl,1990,1147
ncl,1991,1096
ner,1971,2275
ner,1972,2524
ner,1973,2517
ner,1974,2736
ner,1975,2974
ner,1976,3617
ner,1977,4019
ner,1978,4298
ner,1979,4567
ner,1980,5358
ner,1981,5518
ner,1982,5608
ner,1983,6005
ner,1984,6327
ner,1985,7052
ner,1986,7383
ner,1987,7690
ner,1989,8019
ner,1990,8462
ner,1991,8835
ner,1992,8835
ner,1993,10027
ner,1995,10820
ner,1996,11285
ner,1997,11376
ner,1998,11545
ner,1999,12901
ner,2000,14249
ner,2001,15668
ner,2002,18441
ner,2003,20553
ner,2004,22429
ner,2005,24362
ner,2006,28163
ner,2007,31131
ner,2008,34117
ner,2009,40021
ner,2010,44710
ner,2011,48976
ner,2012,52913
ner,2013,59653
ner,2014,63688
ner,2015,66750
ner,2016,72021
ner,2017,76185
ner,2018,68975
ner,2019,67285
nga,1970,103152
nga,1971,116640
nga,1972,130434
nga,1973,136142
nga,1976,144351
nga,1977,177221
nga,1978,251362
nga,1979,291457
nga,1980,301427
nga,1981,343551
nga,1982,369636
nga,1983,386826
nga,1984,383989
nga,1985,359701
nga,1986,308072
nga,1987,292821
nga,1988,308182
nga,1989,344221
nga,1990,331915
nga,1991,353600
nga,1992,384212
nga,1993,428097
nga,1994,435210
nga,1995,423059
nga,1996,416745
nga,1999,432096
nga,2000,446405
nga,2001,488164
nga,2002,491751
nga,2003,590655
nga,2004,597532
nga,2005,599172
nga,2006,565646
nga,2007,466784
nga,2010,574078
nga,2018,913579
nic,1970,7645
nic,1971,8053
nic,1972,8139
nic,1973,7914
nic,1974,8494
nic,1975,8817
nic,1976,9486
nic,1977,9759
nic,1978,9986
nic,1979,11894
nic,1980,13318
nic,1982,14105
nic,1983,15329
nic,1984,15534
nic,1985,16872
nic,1986,17199
nic,1987,18137
nic,1988,17783
nic,1989,18746
nic,1990,19022
nic,1991,18646
nic,1992,18901
nic,1993,19913
nic,1994,20626
nic,1995,20116
nic,1996,21020
nic,1997,21807
nic,1998,21061
nic,1999,24144
nic,2000,23510
nic,2001,23643
nic,2002,26226
nic,2003,26899
nic,2004,26899
nic,2005,28163
nic,2006,29039
nic,2007,31188
nic,2008,32349
nic,2010,30571
nld,1971,49243
nld,1972,50141
nld,1973,50182
nld,1974,50988
nld,1975,52503
nld,1976,52700
nld,1977,52718
nld,1978,53720
nld,1979,55362
nld,1980,56730
nld,1981,57536
nld,1982,55874
nld,1983,60434
nld,1984,57293
nld,1985,56371
nld,1986,66388
nld,1987,64429
nld,1988,64130
nld,1989,62784
nld,1990,62319
nld,1991,63022
nld,1992,63100
nld,1993,64700
nld,1994,63872
nld,2011,111752
nld,2012,111039
nld,2013,107656
nld,2014,104815.46875
nld,2015,103930.11719
nld,2016,101643.10156
nld,2017,100110.17188
nld,2018,100658.02344
nld,2019,101033.74219
nor,1971,19713
nor,1972,21489
nor,1973,22303
nor,2013,47444
nor,2014,48123.60156
nor,2015,48583.28125
nor,2016,48644.48047
nor,2017,51737.12109
nor,2018,52720.39844
nor,2019,51481.44141
npl,1970,17988
npl,1972,20467
npl,1973,20084
npl,1974,17526
npl,1975,18874
npl,1976,20775
npl,1977,23395
npl,1978,24652
npl,1979,26384
npl,1980,27805
npl,1981,29134
npl,1982,32259
npl,1983,38131
npl,1984,46484
npl,1985,51266
npl,1986,53405
npl,1987,55207
npl,1988,57204
npl,1989,63945
npl,1990,71213
npl,1991,74495
npl,1992,77948
npl,1993,79590
npl,1994,81544
npl,1995,82645
npl,1996,89378
npl,1997,91464
npl,1999,91878
npl,2000,99382
npl,2001,97879
npl,2002,96659
npl,2003,110173
npl,2004,112360
npl,2005,101483
npl,2007,112827
npl,2008,116846
npl,2009,143574
npl,2010,153536
npl,2011,167216
npl,2012,173714
npl,2013,178534
npl,2014,183922
npl,2015,187684
npl,2016,190219
npl,2017,197797
npl,2019,201075
npl,2020,201296
nru,1971,65
nru,1985,71
nru,1998,71
nru,2000,74
nru,2001,64
nru,2002,61
nru,2003,63
nru,2004,58
nru,2005,65
nru,2006,52
nru,2007,62
nru,2008,56
nru,2014,40
nru,2016,45
nru,2019,69
nru,2020,63
nzl,1971,19163
nzl,1972,19499
nzl,1973,19831
nzl,1974,20086
nzl,1976,21339
nzl,1977,21297
nzl,1978,21273
nzl,1979,20063
nzl,1981,22277
nzl,1982,17306
nzl,1984,16728
nzl,1987,16169
nzl,1988,16057
nzl,1989,16154
nzl,1990,17729
nzl,1991,18960
nzl,1992,19583
nzl,1994,19443
nzl,1996,18146
nzl,1997,19523
nzl,1998,18654
nzl,1999,19739
nzl,2000,19490
nzl,2001,20368
nzl,2002,20363
nzl,2003,20053
nzl,2004,21562
nzl,2005,21681
nzl,2006,22083
nzl,2007,22257
nzl,2008,22730
nzl,2009,23800
nzl,2010,24053
nzl,2011,23872
nzl,2012,23829
nzl,2014,25071.83008
nzl,2015,25406.92578
nzl,2016,25787.17578
nzl,2017,25761.83008
nzl,2018,26126.47266
nzl,2019,26808.57031
omn,1971,196
omn,1972,445
omn,1973,722
omn,1974,1164
omn,1975,2008
omn,1976,2055
omn,1977,2523
omn,1978,2932
omn,1979,3464
omn,1980,3588
omn,1981,3959
omn,1982,4130
omn,1983,4649
omn,1984,5101
omn,1985,5476
omn,1986,6681
omn,1987,7716
omn,1988,8306
omn,1989,8529
omn,1990,8972
omn,1991,9551
omn,1992,10184
omn,1993,10839
omn,1994,11158
omn,1995,11586
omn,1996,11925
omn,1998,12053
omn,1999,12421
omn,2000,12598
omn,2001,13394
omn,2002,14728
omn,2003,15775
omn,2017,37916
omn,2018,28814
omn,2019,28044
omn,2020,28143
pak,1971,96288
pak,1972,105679
pak,1973,108035
pak,1974,115698
pak,1975,123361
pak,1976,130295
pak,1977,133295
pak,1978,134370
pak,1979,136876
pak,1980,140949
pak,1981,150004
pak,1982,159062
pak,1983,176700
pak,1984,177298
pak,1985,179000
pak,1986,180622
pak,1987,189400
pak,1988,196200
pak,1989,203449
pak,1990,209754
pak,2000,423855
pak,2001,408871
pak,2002,413920
pak,2003,433461
pak,2004,432222
pak,2005,450136
pak,2006,427830
pak,2007,450027
pak,2008,446925
pak,2009,465334
pak,2010,463674
pak,2011,453164
pak,2012,438161
pak,2013,426575
pak,2014,417675
pak,2015,428281
pak,2016,452414
pak,2017,484267
