geo,time,sp_pop_totl_ma_in
lbn,2007,2429879
lbn,2008,2427254
lbn,2009,2448762
lbn,2010,2515674
lbn,2011,2636642
lbn,2012,2800438
lbn,2013,2984100
lbn,2014,3154600
lbn,2015,3287820
lbn,2016,3377146
lbn,2017,3429311
lbn,2018,3449884
lbn,2019,3449246
lbn,2020,3435746
lbr,1960,565937
lbr,1961,576691
lbr,1962,587818
lbr,1963,599381
lbr,1964,611493
lbr,1965,624202
lbr,1966,637569
lbr,1967,651616
lbr,1968,666407
lbr,1969,682026
lbr,1970,698545
lbr,1971,715987
lbr,1972,734366
lbr,1973,753774
lbr,1974,774280
lbr,1975,795946
lbr,1976,818257
lbr,1977,841083
lbr,1978,865166
lbr,1979,891556
lbr,1980,920689
lbr,1981,953382
lbr,1982,988504
lbr,1983,1022219
lbr,1984,1049329
lbr,1985,1066317
lbr,1986,1072675
lbr,1987,1070192
lbr,1988,1060700
lbr,1989,1046989
lbr,1990,1031842
lbr,1991,1014044
lbr,1992,994874
lbr,1993,982507
lbr,1994,987511
lbr,1995,1016729
lbr,1996,1074792
lbr,1997,1157841
lbr,1998,1253717
lbr,1999,1345191
lbr,2000,1420069
lbr,2001,1473500
lbr,2002,1509735
lbr,2003,1536817
lbr,2004,1566996
lbr,2005,1608994
lbr,2006,1665168
lbr,2007,1732039
lbr,2008,1805491
lbr,2009,1879141
lbr,2010,1948395
lbr,2011,2012214
lbr,2012,2072203
lbr,2013,2129524
lbr,2014,2186166
lbr,2015,2243640
lbr,2016,2302083
lbr,2017,2361022
lbr,2018,2420654
lbr,2019,2481116
lbr,2020,2542539
lby,1960,743196
lby,1961,768978
lby,1962,796287
lby,1963,825434
lby,1964,856829
lby,1965,890818
lby,1966,927412
lby,1967,966573
lby,1968,1008412
lby,1969,1053027
lby,1970,1100451
lby,1971,1150837
lby,1972,1204072
lby,1973,1259601
lby,1974,1316680
lby,1975,1374791
lby,1976,1433296
lby,1977,1492313
lby,1978,1553029
lby,1979,1617098
lby,1980,1685501
lby,1981,1758832
lby,1982,1836007
lby,1983,1914267
lby,1984,1989838
lby,1985,2060026
lby,1986,2123618
lby,1987,2181364
lby,1988,2234915
lby,1989,2286823
lby,1990,2338935
lby,1991,2391872
lby,1992,2444909
lby,1993,2496927
lby,1994,2546249
lby,1995,2591816
lby,1996,2633127
lby,1997,2670928
lby,1998,2706802
lby,1999,2742972
lby,2000,2780979
lby,2001,2821267
lby,2002,2863225
lby,2003,2906061
lby,2004,2948555
lby,2005,2989680
lby,2006,3029857
lby,2007,3069170
lby,2008,3105960
lby,2009,3138059
lby,2010,3164248
lby,2011,3183328
lby,2012,3196569
lby,2013,3208236
lby,2014,3224186
lby,2015,3248490
lby,2016,3282817
lby,2017,3325600
lby,2018,3373758
lby,2019,3422619
lby,2020,3468737
lca,1960,43165
lca,1961,43511
lca,1962,44037
lca,1963,44724
lca,1964,45471
lca,1965,46237
lca,1966,47012
lca,1967,47802
lca,1968,48593
lca,1969,49351
lca,1970,50061
lca,1971,50692
lca,1972,51267
lca,1973,51827
lca,1974,52434
lca,1975,53134
lca,1976,53946
lca,1977,54847
lca,1978,55796
lca,1979,56759
lca,1980,57663
lca,1981,58510
lca,1982,59310
lca,1983,60105
lca,1984,60971
lca,1985,61947
lca,1986,63047
lca,1987,64257
lca,1988,65506
lca,1989,66709
lca,1990,67799
lca,1991,68764
lca,1992,69606
lca,1993,70384
lca,1994,71185
lca,1995,72050
lca,1996,73005
lca,1997,74023
lca,1998,75060
lca,1999,76030
lca,2000,76880
lca,2001,77578
lca,2002,78157
lca,2003,78700
lca,2004,79340
lca,2005,80137
lca,2006,81149
lca,2007,82322
lca,2008,83549
lca,2009,84709
lca,2010,85678
lca,2011,86419
lca,2012,86985
lca,2013,87410
lca,2014,87806
lca,2015,88211
lca,2016,88655
lca,2017,89117
lca,2018,89580
lca,2019,90021
lca,2020,90422
lka,1960,5183210
lka,1961,5293565
lka,1962,5405863
lka,1963,5520966
lka,1964,5640271
lka,1965,5764542
lka,1966,5894166
lka,1967,6028103
lka,1968,6163959
lka,1969,6298494
lka,1970,6429436
lka,1971,6555550
lka,1972,6677436
lka,1973,6796984
lka,1974,6917011
lka,1975,7039446
lka,1976,7164989
lka,1977,7292586
lka,1978,7420352
lka,1979,7545578
lka,1980,7666367
lka,1981,7781786
lka,1982,7892526
lka,1983,8000189
lka,1984,8107220
lka,1985,8215210
lka,1986,8324425
lka,1987,8433795
lka,1988,8542031
lka,1989,8647297
lka,1990,8748041
lka,1991,8844569
lka,1992,8936786
lka,1993,9022352
lka,1994,9098312
lka,1995,9162935
lka,1996,9214803
lka,1997,9255497
lka,1998,9289996
lka,1999,9325165
lka,2000,9365939
lka,2001,9414298
lka,2002,9468821
lka,2003,9526937
lka,2004,9584487
lka,2005,9638477
lka,2006,9688299
lka,2007,9735055
lka,2008,9779518
lka,2009,9822961
lka,2010,9866313
lka,2011,9909583
lka,2012,9900223
lka,2013,9956946
lka,2014,10031412
lka,2015,10107534
lka,2016,10205812
lka,2017,10310132
lka,2018,10408791
lka,2019,10463418
lka,2020,10509851
lso,1960,371284
lso,1961,378004
lso,1962,385050
lso,1963,392460
lso,1964,400311
lso,1965,408639
lso,1966,417532
lso,1967,426993
lso,1968,436900
lso,1969,447057
lso,1970,457374
lso,1971,467713
lso,1972,478195
lso,1973,489297
lso,1974,501656
lso,1975,515702
lso,1976,531622
lso,1977,549166
lso,1978,567769
lso,1979,586579
lso,1980,605004
lso,1981,622999
lso,1982,640703
lso,1983,658036
lso,1984,674887
lso,1985,691294
lso,1986,706752
lso,1987,721452
lso,1988,736905
lso,1989,755179
lso,1990,777547
lso,1991,804681
lso,1992,835576
lso,1993,867712
lso,1994,897591
lso,1995,922645
lso,1996,942159
lso,1997,956728
lso,1998,966770
lso,1999,973155
lso,2000,976684
lso,2001,977323
lso,2002,975179
lso,2003,971369
lso,2004,967346
lso,2005,964204
lso,2006,962394
lso,2007,961930
lso,2008,962997
lso,2009,965656
lso,2010,969901
lso,2011,975951
lso,2012,983782
lso,2013,992872
lso,2014,1002448
lso,2015,1011929
lso,2016,1021145
lso,2017,1030162
lso,2018,1039049
lso,2019,1047944
lso,2020,1056950
ltu,1960,1280904
ltu,1961,1304457
ltu,1962,1325783
ltu,1963,1345222
ltu,1964,1364876
ltu,1965,1384348
ltu,1966,1403772
ltu,1967,1422893
ltu,1968,1440939
ltu,1969,1456010
ltu,1970,1472735
ltu,1971,1492564
ltu,1972,1509978
ltu,1973,1525472
ltu,1974,1540176
ltu,1975,1553960
ltu,1976,1567280
ltu,1977,1580203
ltu,1978,1592169
ltu,1979,1601224
ltu,1980,1608895
ltu,1981,1618650
ltu,1982,1630516
ltu,1983,1644223
ltu,1984,1658532
ltu,1985,1673616
ltu,1986,1690816
ltu,1987,1709598
ltu,1988,1728886
ltu,1989,1743329
ltu,1990,1749805
ltu,1991,1752186
ltu,1992,1749101
ltu,1993,1739184
ltu,1994,1725251
ltu,1995,1710001
ltu,1996,1694963
ltu,1997,1680307
ltu,1998,1665912
ltu,1999,1651822
ltu,2000,1637906
ltu,2001,1622163
ltu,2002,1606951
ltu,2003,1591684
ltu,2004,1571493
ltu,2005,1543478
ltu,2006,1516124
ltu,2007,1495115
ltu,2008,1476779
ltu,2009,1457867
ltu,2010,1425736
ltu,2011,1392825
ltu,2012,1373912
ltu,2013,1360334
ltu,2014,1349379
ltu,2015,1337721
ltu,2016,1322120
ltu,2017,1305326
ltu,2018,1294538
ltu,2019,1292438
ltu,2020,1293586
lux,1960,155067
lux,1961,156217
lux,1962,158007
lux,1963,159605
lux,1964,161361
lux,1965,163126
lux,1966,164157
lux,1967,164522
lux,1968,164757
lux,1969,165431
lux,1970,166192
lux,1971,167817
lux,1972,169971
lux,1973,171990
lux,1974,174335
lux,1975,176250
lux,1976,177022
lux,1977,177147
lux,1978,177220
lux,1979,177374
lux,1980,177757
lux,1981,178028
lux,1982,177932
lux,1983,177776
lux,1984,177842
lux,1985,178180
lux,1986,179115
lux,1987,180524
lux,1988,182156
lux,1989,184248
lux,1990,186834
lux,1991,189550
lux,1992,192232
lux,1993,194938
lux,1994,197708
lux,1995,200623
lux,1996,203502
lux,1997,206212
lux,1998,208946
lux,1999,211911
lux,2000,214883
lux,2001,217532
lux,2002,219873
lux,2003,222621
lux,2004,225900
lux,2005,229542
lux,2006,233442
lux,2007,237340
lux,2008,241939
lux,2009,246842
lux,2010,251832
lux,2011,257987
lux,2012,264801
lux,2013,271572
lux,2014,278639
lux,2015,285878
lux,2016,292674
lux,2017,300425
lux,2018,306776
lux,2019,313268
lux,2020,318834
lva,1960,936052
lva,1961,953451
lva,1962,970348
lva,1963,987921
lva,1964,1005754
lva,1965,1021416
lva,1966,1033185
lva,1967,1045016
lva,1968,1058523
lva,1969,1070377
lva,1970,1080192
lva,1971,1090135
lva,1972,1100575
lva,1973,1111020
lva,1974,1121716
lva,1975,1131057
lva,1976,1138299
lva,1977,1144992
lva,1978,1151001
lva,1979,1154744
lva,1980,1157472
lva,1981,1161084
lva,1982,1166522
lva,1983,1173683
lva,1984,1181858
lva,1985,1191061
lva,1986,1203049
lva,1987,1218335
lva,1988,1233715
lva,1989,1242033
lva,1990,1240828
lva,1991,1233804
lva,1992,1214301
lva,1993,1187128
lva,1994,1164042
lva,1995,1144946
lva,1996,1130502
lva,1997,1118480
lva,1998,1107754
lva,1999,1098704
lva,2000,1087942
lva,2001,1073570
lva,2002,1060685
lva,2003,1049950
lva,2004,1038040
lva,2005,1026448
lva,2006,1016712
lva,2007,1008133
lva,2008,997341
lva,2009,980825
lva,2010,960511
lva,2011,943129
lva,2012,931522
lva,2013,921725
lva,2014,913405
lva,2015,906491
lva,2016,899037
lva,2017,892116
lva,2018,886304
lva,2019,881209
lva,2020,875902
mac,1960,82459
mac,1961,84053
mac,1962,87204
mac,1963,91577
mac,1964,96659
mac,1965,102022
mac,1966,107648
mac,1967,113492
mac,1968,119005
mac,1969,123536
mac,1970,126625
mac,1971,128088
mac,1972,128077
mac,1973,127008
mac,1974,125500
mac,1975,124032
mac,1976,122700
mac,1977,121481
mac,1978,120725
mac,1979,120810
mac,1980,122001
mac,1981,124429
mac,1982,128024
mac,1983,132547
mac,1984,137610
mac,1985,142907
mac,1986,148409
mac,1987,154098
mac,1988,159743
mac,1989,165049
mac,1990,169833
mac,1991,173977
mac,1992,177531
mac,1993,180687
mac,1994,183722
mac,1995,186848
mac,1996,190112
mac,1997,193504
mac,1998,197062
mac,1999,200854
mac,2000,204900
mac,2001,209259
mac,2002,213930
mac,2003,218876
mac,2004,224048
mac,2005,229402
mac,2006,234898
mac,2007,240530
mac,2008,246309
mac,2009,252255
mac,2010,258323
mac,2011,264555
mac,2012,270883
mac,2013,277154
mac,2014,283190
mac,2015,288841
mac,2016,294035
mac,2017,298830
mac,2018,303321
mac,2019,307706
mac,2020,312100
mar,1960,6142937
mar,1961,6323295
mar,1962,6500307
mar,1963,6675054
mar,1964,6849419
mar,1965,7024820
mar,1966,7201871
mar,1967,7380196
mar,1968,7559070
mar,1969,7737416
mar,1970,7914740
mar,1971,8090715
mar,1972,8266569
mar,1973,8445259
mar,1974,8630710
mar,1975,8825801
mar,1976,9031086
mar,1977,9245822
mar,1978,9469782
mar,1979,9702307
mar,1980,9942465
mar,1981,10190417
mar,1982,10445130
mar,1983,10702987
mar,1984,10959297
mar,1985,11210534
mar,1986,11454797
mar,1987,11692229
mar,1988,11923764
mar,1989,12151260
mar,1990,12375888
mar,1991,12597978
mar,1992,12816343
mar,1993,13028959
mar,1994,13233124
mar,1995,13427079
mar,1996,13610482
mar,1997,13784497
mar,1998,13950703
mar,1999,14111427
mar,2000,14268731
mar,2001,14423684
mar,2002,14577127
mar,2003,14730678
mar,2004,14886096
mar,2005,15045104
mar,2006,15207578
mar,2007,15374596
mar,2008,15550344
mar,2009,15740013
mar,2010,15946819
mar,2011,16172843
mar,2012,16415742
mar,2013,16668892
mar,2014,16922959
mar,2015,17171039
mar,2016,17410483
mar,2017,17642593
mar,2018,17869042
mar,2019,18093063
mar,2020,18316887
mda,1960,956097
mda,1961,979265
mda,1962,1001639
mda,1963,1022820
mda,1964,1043132
mda,1965,1062186
mda,1966,1079944
mda,1967,1096455
mda,1968,1111865
mda,1969,1127496
mda,1970,1143487
mda,1971,1160262
mda,1972,1177782
mda,1973,1195218
mda,1974,1212081
mda,1975,1227147
mda,1976,1241163
mda,1977,1253373
mda,1978,1265233
mda,1979,1277047
mda,1980,1289907
mda,1981,1303766
mda,1982,1318253
mda,1983,1333032
mda,1984,1347792
mda,1985,1361819
mda,1986,1375131
mda,1987,1388085
mda,1988,1399484
mda,1989,1408515
mda,1990,1415132
mda,1991,1418929
mda,1992,1420317
mda,1993,1418947
mda,1994,1415261
mda,1995,1410107
mda,1996,1407908
mda,1997,1403382
mda,1998,1403475
mda,1999,1401837
mda,2000,1399394
mda,2001,1396458
mda,2002,1393248
mda,2003,1389329
mda,2004,1386071
mda,2005,1383189
mda,2006,1380211
mda,2007,1378182
mda,2008,1376847
mda,2009,1376267
mda,2010,1375727
mda,2011,1375384
mda,2012,1375322
mda,2013,1374779
mda,2014,1373537
mda,2015,1362196
mda,2016,1345926
mda,2017,1322475
mda,2018,1298980
mda,2019,1277266
mda,2020,1255012
mdg,1960,2592804
mdg,1961,2653459
mdg,1962,2716485
mdg,1963,2781962
mdg,1964,2849969
mdg,1965,2920600
mdg,1966,2993914
mdg,1967,3070027
mdg,1968,3149138
mdg,1969,3231472
mdg,1970,3317225
mdg,1971,3406505
mdg,1972,3499337
mdg,1973,3595745
mdg,1974,3695685
mdg,1975,3799161
mdg,1976,3906190
mdg,1977,4016838
mdg,1978,4131134
mdg,1979,4249102
mdg,1980,4370750
mdg,1981,4496332
mdg,1982,4625888
mdg,1983,4759078
mdg,1984,4895430
mdg,1985,5034745
mdg,1986,5176994
mdg,1987,5322707
mdg,1988,5472828
mdg,1989,5628626
mdg,1990,5791130
mdg,1991,5960566
mdg,1992,6137058
mdg,1993,6321291
mdg,1994,6514029
mdg,1995,6715768
mdg,1996,6926851
mdg,1997,7147002
mdg,1998,7375228
mdg,1999,7610083
mdg,2000,7850485
mdg,2001,8096108
mdg,2002,8347056
mdg,2003,8603150
mdg,2004,8864314
mdg,2005,9130493
mdg,2006,9401627
mdg,2007,9677684
mdg,2008,9958741
mdg,2009,10244892
mdg,2010,10536295
mdg,2011,10832943
mdg,2012,11135051
mdg,2013,11443331
mdg,2014,11758685
mdg,2015,12081791
mdg,2016,12412889
mdg,2017,12751850
mdg,2018,13098600
mdg,2019,13452929
mdg,2020,13814619
mdv,1960,48940
mdv,1961,50111
mdv,1962,51358
mdv,1963,52611
mdv,1964,53803
mdv,1965,54860
mdv,1966,55744
mdv,1967,56508
mdv,1968,57299
mdv,1969,58341
mdv,1970,59786
mdv,1971,61715
mdv,1972,64054
mdv,1973,66649
mdv,1974,69246
mdv,1975,71703
mdv,1976,73924
mdv,1977,75994
mdv,1978,78029
mdv,1979,80247
mdv,1980,82747
mdv,1981,85575
mdv,1982,88673
mdv,1983,91967
mdv,1984,95306
mdv,1985,98626
mdv,1986,101876
mdv,1987,105084
mdv,1988,108241
mdv,1989,111343
mdv,1990,114398
mdv,1991,117416
mdv,1992,120414
mdv,1993,123323
mdv,1994,126070
mdv,1995,128629
mdv,1996,130937
mdv,1997,133097
mdv,1998,135342
mdv,1999,138015
mdv,2000,141340
mdv,2001,145513
mdv,2002,150489
mdv,2003,155980
mdv,2004,161553
mdv,2005,166948
mdv,2006,171979
mdv,2007,176872
mdv,2008,182346
mdv,2009,189402
mdv,2010,198701
mdv,2011,210247
mdv,2012,223632
mdv,2013,238587
mdv,2014,254672
mdv,2015,271367
mdv,2016,288938
mdv,2017,306973
mdv,2018,323527
mdv,2019,336070
mdv,2020,342928
mex,1960,18846658
mex,1961,19443746
mex,1962,20058271
mex,1963,20691692
mex,1964,21346079
mex,1965,22022718
mex,1966,22721204
mex,1967,23440180
mex,1968,24178643
mex,1969,24935223
mex,1970,25708317
mex,1971,26496787
mex,1972,27298750
mex,1973,28110740
mex,1974,28928604
mex,1975,29748700
mex,1976,30570189
mex,1977,31391722
mex,1978,32208749
mex,1979,33015936
mex,1980,33809817
mex,1981,34586679
mex,1982,35347917
mex,1983,36101414
mex,1984,36858473
mex,1985,37626647
mex,1986,38409614
mex,1987,39203285
mex,1988,39998090
mex,1989,40780317
mex,1990,41540390
mex,1991,42274502
mex,1992,42986384
mex,1993,43683138
mex,1994,44375432
mex,1995,45070878
mex,1996,45774072
mex,1997,46482687
mex,1998,47189374
mex,1999,47883302
mex,2000,48558034
mex,2001,49208752
mex,2002,49841883
mex,2003,50475626
mex,2004,51134956
mex,2005,51836847
mex,2006,52588297
mex,2007,53381477
mex,2008,54200255
mex,2009,55020935
mex,2010,55825784
mex,2011,56609424
mex,2012,57375324
mex,2013,58125266
mex,2014,58863834
mex,2015,59594171
mex,2016,60315359
mex,2017,61024503
mex,2018,61720819
mex,2019,62403393
mex,2020,63071486
mkd,1960,753385
mkd,1961,763091
mkd,1962,773008
mkd,1963,783370
mkd,1964,794455
mkd,1965,806428
mkd,1966,819533
mkd,1967,833622
mkd,1968,847897
mkd,1969,861286
mkd,1970,873043
mkd,1971,882729
mkd,1972,890668
mkd,1973,897838
mkd,1974,905641
mkd,1975,915008
mkd,1976,926325
mkd,1977,939086
mkd,1978,952327
mkd,1979,964666
mkd,1980,975095
mkd,1981,983294
mkd,1982,989566
mkd,1983,994203
mkd,1984,997717
mkd,1985,1000512
mkd,1986,1002730
mkd,1987,1004306
mkd,1988,1005141
mkd,1989,1005076
mkd,1990,1004092
mkd,1991,1002047
mkd,1992,999221
mkd,1993,996457
mkd,1994,994899
mkd,1995,995293
mkd,1996,998032
mkd,1997,1001426
mkd,1998,1006432
mkd,1999,1010893
mkd,2000,1015097
mkd,2001,1018900
mkd,2002,1011012
mkd,2003,1013801
mkd,2004,1016239
mkd,2005,1018059
mkd,2006,1019538
mkd,2007,1021104
mkd,2008,1022777
mkd,2009,1024749
mkd,2010,1027062
mkd,2011,1029038
mkd,2012,1030560
mkd,2013,1032338
mkd,2014,1034296
mkd,2015,1035842
mkd,2016,1037047
mkd,2017,1038035
mkd,2018,1038805
mkd,2019,1038921
mkd,2020,1036704
mli,1960,2660859
mli,1961,2687429
mli,1962,2714127
mli,1963,2741319
mli,1964,2769488
mli,1965,2799071
mli,1966,2830085
mli,1967,2862692
mli,1968,2897614
mli,1969,2935744
mli,1970,2977674
mli,1971,3023848
mli,1972,3074022
mli,1973,3127223
mli,1974,3182051
mli,1975,3237544
mli,1976,3292936
mli,1977,3348570
mli,1978,3405710
mli,1979,3466227
mli,1980,3531231
mli,1981,3602166
mli,1982,3678131
mli,1983,3755155
mli,1984,3827791
mli,1985,3892622
mli,1986,3947657
mli,1987,3995472
mli,1988,4042839
mli,1989,4099150
mli,1990,4171132
mli,1991,4261651
mli,1992,4368696
mli,1993,4488149
mli,1994,4613582
mli,1995,4740470
mli,1996,4867719
mli,1997,4997386
mli,1998,5131841
mli,1999,5274653
mli,2000,5428430
mli,2001,5593382
mli,2002,5768646
mli,2003,5954495
mli,2004,6151064
mli,2005,6358115
mli,2006,6576448
mli,2007,6805329
mli,2008,7041275
mli,2009,7279572
mli,2010,7517023
mli,2011,7752072
mli,2012,7986050
mli,2013,8222328
mli,2014,8465828
mli,2015,8720125
mli,2016,8986333
mli,2017,9263399
mli,2018,9550134
mli,2019,9844537
mli,2020,10145174
mlt,1960,158234
mlt,1961,157596
mlt,1962,156873
mlt,1963,156118
mlt,1964,155404
mlt,1965,154177
mlt,1966,152444
mlt,1967,150731
mlt,1968,149028
mlt,1969,147362
mlt,1970,146629
mlt,1971,146707
mlt,1972,146642
mlt,1973,146574
mlt,1974,146509
mlt,1975,147609
mlt,1976,148367
mlt,1977,148934
mlt,1978,150498
mlt,1979,152093
mlt,1980,153853
mlt,1981,155254
mlt,1982,158977
mlt,1983,161630
mlt,1984,162033
mlt,1985,165194
mlt,1986,168177
mlt,1987,169454
mlt,1988,170921
mlt,1989,172640
mlt,1990,174397
mlt,1991,179236
mlt,1992,181177
mlt,1993,183088
mlt,1994,184926
mlt,1995,186360
mlt,1996,187760
mlt,1997,189390
mlt,1998,190831
mlt,1999,192139
mlt,2000,193497
mlt,2001,195014
mlt,2002,196482
mlt,2003,197752
mlt,2004,199043
mlt,2005,200281
mlt,2006,200977
mlt,2007,201641
mlt,2008,202952
mlt,2009,204563
mlt,2010,205733
mlt,2011,206885
mlt,2012,209132
mlt,2013,212506
mlt,2014,217176
mlt,2015,222723
mlt,2016,228085
mlt,2017,234531
mlt,2018,242929
mlt,2019,252711
mlt,2020,258425
mmr,1960,10705078
mmr,1961,10928086
mmr,1962,11156963
mmr,1963,11393416
mmr,1964,11639807
mmr,1965,11897753
mmr,1966,12167782
mmr,1967,12449075
mmr,1968,12740218
mmr,1969,13039159
mmr,1970,13344299
mmr,1971,13654990
mmr,1972,13971339
mmr,1973,14293440
mmr,1974,14621658
mmr,1975,14956092
mmr,1976,15295973
mmr,1977,15640474
mmr,1978,15989612
mmr,1979,16343551
mmr,1980,16701977
mmr,1981,17064240
mmr,1982,17428698
mmr,1983,17792719
mmr,1984,18153028
mmr,1985,18506798
mmr,1986,18853939
mmr,1987,19193632
mmr,1988,19521618
mmr,1989,19832720
mmr,1990,20123771
mmr,1991,20391882
mmr,1992,20639309
mmr,1993,20874433
mmr,1994,21109000
mmr,1995,21351267
mmr,1996,21604122
mmr,1997,21864456
mmr,1998,22127132
mmr,1999,22384217
mmr,2000,22629738
mmr,2001,22863845
mmr,2002,23088026
mmr,2003,23299378
mmr,2004,23494534
mmr,2005,23671965
mmr,2006,23828900
mmr,2007,23968105
mmr,2008,24100378
mmr,2009,24240435
mmr,2010,24398508
mmr,2011,24579872
mmr,2012,24780911
mmr,2013,24992008
mmr,2014,25198879
mmr,2015,25391577
mmr,2016,25566371
mmr,2017,25727603
mmr,2018,25883168
mmr,2019,26044666
mmr,2020,26220190
mne,1960,233976
mne,1961,239658
mne,1962,245801
mne,1963,251633
mne,1964,256088
mne,1965,258479
mne,1966,258419
mne,1967,256322
mne,1968,253290
mne,1969,250881
mne,1970,250199
mne,1971,251664
mne,1972,254902
mne,1973,259274
mne,1974,263777
mne,1975,267685
mne,1976,270796
mne,1977,273344
mne,1978,275616
mne,1979,278063
mne,1980,280985
mne,1981,284488
mne,1982,288358
mne,1983,292264
mne,1984,295717
mne,1985,298376
mne,1986,300107
mne,1987,301030
mne,1988,301404
mne,1989,301613
mne,1990,301929
mne,1991,302461
mne,1992,303116
mne,1993,303733
mne,1994,304061
mne,1995,303936
mne,1996,303318
mne,1997,302312
mne,1998,301119
mne,1999,300001
mne,2000,299160
mne,2001,300017
mne,2002,300853
mne,2003,301727
mne,2004,302023
mne,2005,302363
mne,2006,302798
mne,2007,303395
mne,2008,304200
mne,2009,305113
mne,2010,305883
mne,2011,306343
mne,2012,306681
mne,2013,307025
mne,2014,307342
mne,2015,307537
mne,2016,307637
mne,2017,307690
mne,2018,307635
mne,2019,307559
mne,2020,307222
mng,1960,469847
mng,1961,482992
mng,1962,497421
mng,1963,512830
mng,1964,528767
mng,1965,544929
mng,1966,561182
mng,1967,577618
mng,1968,594389
mng,1969,611745
mng,1970,629853
mng,1971,648773
mng,1972,668396
mng,1973,688513
mng,1974,708875
mng,1975,729286
mng,1976,749691
mng,1977,770151
mng,1978,790793
mng,1979,811761
mng,1980,833204
mng,1981,854905
mng,1982,876821
mng,1983,899343
mng,1984,923030
mng,1985,948154
mng,1986,975053
mng,1987,1003241
mng,1988,1031148
mng,1989,1056644
mng,1990,1078252
mng,1991,1095367
mng,1992,1108543
mng,1993,1118995
mng,1994,1128511
mng,1995,1138455
mng,1996,1149256
mng,1997,1160636
mng,1998,1172398
mng,1999,1184139
mng,2000,1195603
mng,2001,1206871
mng,2002,1218267
mng,2003,1230139
mng,2004,1242912
mng,2005,1256920
mng,2006,1272209
mng,2007,1288798
mng,2008,1306944
mng,2009,1326945
mng,2010,1348960
mng,2011,1373060
mng,2012,1399039
mng,2013,1426337
mng,2014,1454226
mng,2015,1482075
mng,2016,1509700
mng,2017,1537060
mng,2018,1563881
mng,2019,1589932
mng,2020,1615039
moz,1960,3514658
moz,1961,3591987
moz,1962,3673264
moz,1963,3757997
moz,1964,3845433
moz,1965,3935074
moz,1966,4026947
moz,1967,4121305
moz,1968,4218164
moz,1969,4317565
moz,1970,4419679
moz,1971,4523567
moz,1972,4629386
moz,1973,4739610
moz,1974,4857621
moz,1975,4985328
moz,1976,5122709
moz,1977,5267339
moz,1978,5415577
moz,1979,5562496
moz,1980,5703742
moz,1981,5842620
moz,1982,5978529
moz,1983,6099106
moz,1984,6188131
moz,1985,6236602
moz,1986,6235595
moz,1987,6195190
moz,1988,6148572
moz,1989,6141249
moz,1990,6204936
moz,1991,6353666
moz,1992,6575649
moz,1993,6845011
moz,1994,7122916
moz,1995,7381268
moz,1996,7611917
moz,1997,7823994
moz,1998,8027423
moz,1999,8238565
moz,2000,8469139
moz,2001,8721329
moz,2002,8990042
moz,2003,9271281
moz,2004,9558746
moz,2005,9848006
moz,2006,10138375
moz,2007,10431938
moz,2008,10730317
moz,2009,11036074
moz,2010,11351293
moz,2011,11676141
moz,2012,12010643
moz,2013,12356719
moz,2014,12716664
moz,2015,13092038
moz,2016,13483761
moz,2017,13891296
moz,2018,14312882
moz,2019,14745851
moz,2020,15188235
mrt,1960,420864
mrt,1961,433546
mrt,1962,446649
mrt,1963,460208
mrt,1964,474255
mrt,1965,488827
mrt,1966,503917
mrt,1967,519526
mrt,1968,535614
mrt,1969,552145
mrt,1970,569079
mrt,1971,586412
mrt,1972,604170
mrt,1973,622377
mrt,1974,641078
mrt,1975,660305
mrt,1976,680062
mrt,1977,700325
mrt,1978,721150
mrt,1979,742616
mrt,1980,764742
mrt,1981,787557
mrt,1982,811015
mrt,1983,835005
mrt,1984,859319
mrt,1985,883845
mrt,1986,908564
mrt,1987,933517
mrt,1988,958715
mrt,1989,984187
mrt,1990,1009971
mrt,1991,1036101
mrt,1992,1062645
mrt,1993,1089762
mrt,1994,1117635
mrt,1995,1146437
mrt,1996,1176240
mrt,1997,1207112
mrt,1998,1239220
mrt,1999,1272764
mrt,2000,1307875
mrt,2001,1344669
mrt,2002,1383149
mrt,2003,1423277
mrt,2004,1464936
mrt,2005,1508076
mrt,2006,1552649
mrt,2007,1598694
mrt,2008,1646338
mrt,2009,1695724
mrt,2010,1746942
mrt,2011,1800006
mrt,2012,1854815
mrt,2013,1911187
mrt,2014,1968829
mrt,2015,2027548
mrt,2016,2087250
mrt,2017,2147920
mrt,2018,2209465
mrt,2019,2271843
mrt,2020,2334981
mus,1960,328768
mus,1961,339616
mus,1962,349573
mus,1963,359020
mus,1964,367995
mus,1965,376536
mus,1966,384721
mus,1967,392580
mus,1968,400020
mus,1969,406937
mus,1970,413260
mus,1971,418947
mus,1972,424062
mus,1973,428970
mus,1974,434209
mus,1975,440118
mus,1976,446677
mus,1977,453738
mus,1978,459725
mus,1979,468020
mus,1980,476337
mus,1981,483939
mus,1982,490517
mus,1983,495764
mus,1984,501706
mus,1985,506528
mus,1986,511054
mus,1987,515473
mus,1988,519532
mus,1989,523937
mus,1990,527992
mus,1991,533937
mus,1992,541116
mus,1993,547550
mus,1994,555094
mus,1995,559549
mus,1996,564789
mus,1997,571240
mus,1998,576555
mus,1999,583281
mus,2000,588549
mus,2001,592920
mus,2002,596917
mus,2003,601249
mus,2004,605075
mus,2005,608714
mus,2006,611590
mus,2007,614411
mus,2008,616660
mus,2009,618313
mus,2010,619791
mus,2011,620784
mus,2012,622483
