geo,time,ne_gdi_totl_cn
est,2002,2576785000
est,2003,3077796000
est,2004,3388526000
est,2005,3783800000
est,2006,5404809000
est,2007,6561832000
est,2008,5257131000
est,2009,2969074000
est,2010,3197550000
est,2011,4282397000
est,2012,5260615000
est,2013,5143305000
est,2014,5432809000
est,2015,5158039000
est,2016,5462795000
est,2017,6287939000
est,2018,6948419000
est,2019,7231441000
est,2020,8115809000
eth,1981,0
eth,1982,0
eth,1983,0
eth,1984,0
eth,1985,0
eth,1986,0
eth,1987,0
eth,1988,0
eth,1989,0
eth,1990,0
eth,1991,0
eth,1992,0
eth,1993,0
eth,1994,0
eth,1995,0
eth,1996,0
eth,1997,0
eth,1998,0
eth,1999,0
eth,2000,0
eth,2001,0
eth,2002,0
eth,2003,0
eth,2004,0
eth,2005,0
eth,2006,0
eth,2007,0
eth,2008,0
eth,2009,0
eth,2010,0
eth,2011,165379700000
eth,2012,277242900000
eth,2013,295456400000
eth,2014,403042900000
eth,2015,527897440500
eth,2016,585665000000
eth,2017,704596000000
eth,2018,764076000000
eth,2019,948866000000
eth,2020,1037685000000
fin,1970,2553265000
fin,1971,2816500000
fin,1972,3024522000
fin,1973,3866765000
fin,1974,5840131000
fin,1975,6595282000
fin,1976,6049871000
fin,1977,6354043000
fin,1978,6125389000
fin,1979,8090968000
fin,1980,10517000000
fin,1981,10810000000
fin,1982,12273000000
fin,1983,13559000000
fin,1984,14557000000
fin,1985,15695000000
fin,1986,16336000000
fin,1987,18151000000
fin,1988,22330000000
fin,1989,27485000000
fin,1990,27414000000
fin,1991,20936000000
fin,1992,17866000000
fin,1993,15928000000
fin,1994,17933000000
fin,1995,20052000000
fin,1996,20662000000
fin,1997,24106000000
fin,1998,27727000000
fin,1999,28436000000
fin,2000,32561000000
fin,2001,33521000000
fin,2002,32745000000
fin,2003,33729000000
fin,2004,36308000000
fin,2005,40520000000
fin,2006,41489000000
fin,2007,47800000000
fin,2008,49046000000
fin,2009,39026000000
fin,2010,41547000000
fin,2011,47607000000
fin,2012,47024000000
fin,2013,45634000000
fin,2014,45354000000
fin,2015,45898000000
fin,2016,50627000000
fin,2017,54328000000
fin,2018,58968000000
fin,2019,57762000000
fin,2020,57722000000
fji,1980,313221000
fji,1981,362167000
fji,1982,284522000
fji,1983,241517000
fji,1984,241213000
fji,1985,251301000
fji,1986,266526000
fji,1987,234455000
fji,1988,204100000
fji,1989,235622000
fji,1990,282838000
fji,1991,320942000
fji,1992,293891000
fji,1993,402918000
fji,1994,360475000
fji,1995,380040000
fji,1996,498950000
fji,1997,553650000
fji,1998,927640000
fji,1999,871599000
fji,2000,618800000
fji,2001,609600000
fji,2002,795830000
fji,2003,965700000
fji,2004,904300000
fji,2005,1060432300
fji,2006,993192700
fji,2007,849353500
fji,2008,1315185300
fji,2009,1067728400
fji,2010,1128862100
fji,2011,1421284400
fji,2012,1227970300
fji,2013,2132136500
fji,2014,1655075800
fji,2015,2066421800
fji,2016,2097825100
fji,2017,2241393300
fji,2018,2238100000
fji,2019,1881700000
fji,2020,1599445000
fra,1960,11979000000
fra,1961,12829000000
fra,1962,14783000000
fra,1963,16591000000
fra,1964,19448000000
fra,1965,20773000000
fra,1966,23163000000
fra,1967,25056000000
fra,1968,26874000000
fra,1969,31922000000
fra,1970,35437000000
fra,1971,38399000000
fra,1972,43273000000
fra,1973,50663000000
fra,1974,60961000000
fra,1975,58718000000
fra,1976,72131000000
fra,1977,78494000000
fra,1978,84760000000
fra,1979,98985000000
fra,1980,116322000000
fra,1981,119941000000
fra,1982,139453000000
fra,1983,141489000000
fra,1984,150097000000
fra,1985,160392000000
fra,1986,177231000000
fra,1987,190567000000
fra,1988,215970000000
fra,1989,241985000000
fra,1990,257167000000
fra,1991,257666000000
fra,1992,248364000000
fra,1993,223209000000
fra,1994,239718000000
fra,1995,249906000000
fra,1996,245723000000
fra,1997,251471000000
fra,1998,279579000000
fra,1999,299308000000
fra,2000,332505000000
fra,2001,340940000000
fra,2002,338455000000
fra,2003,345475000000
fra,2004,373003000000
fra,2005,396492000000
fra,2006,429468000000
fra,2007,469126000000
fra,2008,480759000000
fra,2009,413100000000
fra,2010,437892000000
fra,2011,477972000000
fra,2012,472626000000
fra,2013,471862000000
fra,2014,488208000000
fra,2015,499315000000
fra,2016,505123000000
fra,2017,538386000000
fra,2018,563820000000
fra,2019,593921000000
fra,2020,548354000000
fro,1998,1541000000
fro,1999,1792000000
fro,2000,2547800000
fro,2001,2399400000
fro,2002,2295600000
fro,2003,2909100000
fro,2004,1939700000
fro,2005,2073100000
fro,2006,3122100000
fro,2007,4038800000
fro,2008,2676900000
fro,2009,2038900000
fro,2010,2405500000
fro,2011,2118800000
fro,2012,3546300000
fro,2013,3270000000
fro,2014,3588800000
fro,2015,3641100000
fro,2016,3917300000
fro,2017,4176200000
fro,2018,5540700000
fro,2019,5340600000
fsm,1983,40200000
gab,1970,28600000000
gab,1971,33599990000
gab,1972,52200000000
gab,1973,60500000000
gab,1974,192400000000
gab,1975,289800000000
gab,1976,528500000000
gab,1977,400800000000
gab,1978,188800000000
gab,1979,212200000000
gab,1980,249000000000
gab,1981,381500000000
gab,1982,416300000000
gab,1983,454700000000
gab,1984,513000000000
gab,1985,630100000000
gab,1986,546500000000
gab,1987,260000000500
gab,1988,428000001300
gab,1989,351300000000
gab,1990,351300000000
gab,1991,403426004900
gab,1992,331949999500
gab,1993,343650987700
gab,1994,508807014600
gab,1995,576799980300
gab,1996,723799970800
gab,1997,956400008700
gab,1998,1046300020500
gab,1999,751299985400
gab,2000,790270000000
gab,2001,836812176000
gab,2002,929282226000
gab,2003,854905900000
gab,2004,880807600000
gab,2005,1079465000000
gab,2006,1297335000000
gab,2007,1483163000000
gab,2008,1742448716300
gab,2009,1594082069500
gab,2010,2112187745300
gab,2011,2286338641000
gab,2012,2363984632300
gab,2013,2535948872800
gab,2014,3158417895600
gab,2015,2485643132800
gab,2016,2242397531000
gab,2017,1846356703000
gab,2018,1804283903600
gab,2019,2165112118300
gab,2020,1754098546400
gbr,1970,13215435000
gbr,1971,14418218000
gbr,1972,15700681000
gbr,1973,21265607000
gbr,1974,24341494000
gbr,1975,26029943000
gbr,1976,33567888000
gbr,1977,38164012000
gbr,1978,43243272000
gbr,1979,51488216000
gbr,1980,51905585000
gbr,1981,51827171000
gbr,1982,59123548000
gbr,1983,67745389000
gbr,1984,76611329000
gbr,1985,83476424000
gbr,1986,88836460000
gbr,1987,103004256000
gbr,1988,129423744000
gbr,1989,146906466000
gbr,1990,141912503000
gbr,1991,127409442000
gbr,1992,127042027000
gbr,1993,130530011000
gbr,1994,144922107000
gbr,1995,158281000000
gbr,1996,170767000000
gbr,1997,167404000000
gbr,1998,180082000000
gbr,1999,186745000000
gbr,2000,200182000000
gbr,2001,206012000000
gbr,2002,215553000000
gbr,2003,223536000000
gbr,2004,231736000000
gbr,2005,248072000000
gbr,2006,266369000000
gbr,2007,285717000000
gbr,2008,278770000000
gbr,2009,232408000000
gbr,2010,259081000000
gbr,2011,264335000000
gbr,2012,274063000000
gbr,2013,294940000000
gbr,2014,329516000000
gbr,2015,342362000000
gbr,2016,359171000000
gbr,2017,382288000000
gbr,2018,391325000000
gbr,2019,402888000000
gbr,2020,359475000000
geo,1980,3300
geo,1981,3100
geo,1982,3400
geo,1983,4100
geo,1984,4600
geo,1985,4800
geo,1986,4100
geo,1987,4100
geo,1988,4500
geo,1989,4000
geo,1990,4600
geo,1991,5400
geo,1992,34900
geo,1993,983800
geo,1994,23880000
geo,1995,98088400
geo,1996,758060900
geo,1997,812478400
geo,1998,1364527300
geo,1999,1499541000
geo,2000,1606335500
geo,2001,2024073800
geo,2002,2125048200
geo,2003,2491800000
geo,2004,3044300000
geo,2005,3873200000
geo,2006,4100400000
geo,2007,5685200000
geo,2008,5281800000
geo,2009,2515500000
geo,2010,4478700000
geo,2011,5657100000
geo,2012,7045300000
geo,2013,6002000000
geo,2014,7907400000
geo,2015,8923000000
geo,2016,10805300000
geo,2017,11123900000
geo,2018,12542700000
geo,2019,12460393400
geo,2020,11753401601.8507
gha,1960,21200
gha,1961,18700
gha,1962,16900
gha,1963,20600
gha,1964,24100
gha,1965,26200
gha,1966,19500
gha,1967,15500
gha,1968,18900
gha,1969,23600
gha,1970,32000
gha,1971,35300
gha,1972,20000
gha,1973,31600
gha,1974,60800
gha,1975,67200
gha,1983,690100
gha,1984,1860600
gha,1985,3283000
gha,1986,4787700
gha,1987,7783800
gha,1988,11874300
gha,1989,18720000
gha,1990,27743900
gha,1991,38546700
gha,1992,35876800
gha,1993,86000000
gha,1994,124700000
gha,1995,155200000
gha,1996,240380400
gha,1997,350100000
gha,1998,399700000
gha,1999,432186800
gha,2000,651622000
gha,2001,1012658600
gha,2002,962581400
gha,2003,1517454400
gha,2004,2267019700
gha,2005,2820771400
gha,2006,4293674700
gha,2007,3562206500
gha,2008,4977043500
gha,2009,6013640600
gha,2010,6031604300
gha,2011,7662466500
gha,2012,12779301900
gha,2013,30835344584.02069
gha,2014,43158372930.0175
gha,2015,51086000496.4122
gha,2016,56463425190.1247
gha,2017,54120131289.417
gha,2018,69892993688.2085
gha,2019,70112368654.623
gha,2020,74751194916.8999
gin,1986,99329400000
gin,1987,142236400000
gin,1988,193269000000
gin,1989,247245464200
gin,1990,353992010000
gin,1991,413732000000
gin,1992,519920000000
gin,1993,556400000000
gin,1994,616200000000
gin,1995,797978198900
gin,1996,807298247800
gin,1997,870681493500
gin,1998,852502930500
gin,1999,953108935600
gin,2000,1071239989100
gin,2001,909410984500
gin,2002,847446396600
gin,2003,1478740000000
gin,2004,1690900000000
gin,2005,2090943630000
gin,2006,5337092600900
gin,2007,6175752599100
gin,2008,8401986714600
gin,2009,6871046152700
gin,2010,7976386532300
gin,2011,10866250758400
gin,2012,13884586278500
gin,2013,13594692649200
gin,2014,14048909377100
gin,2015,15906537639200
gin,2016,40602076866400
gin,2017,20897197377200
gin,2018,20885385512900
gin,2019,31064247883300
gin,2020,30300843686600
gmb,1966,6456600
gmb,1967,7873900
gmb,1968,9081200
gmb,1969,9448700
gmb,1970,7506500
gmb,1971,6404100
gmb,1972,8556300
gmb,1973,10393600
gmb,1974,9763700
gmb,1975,17795000
gmb,1976,29343400
gmb,1977,42046600
gmb,1978,82908400
gmb,1979,113774000
gmb,1980,110759500
gmb,1981,110300000
gmb,1982,111100000
gmb,1983,106350000
gmb,1984,116400000
gmb,1985,132600000
gmb,1986,213400000
gmb,1987,267300000
gmb,1988,292600000
gmb,1989,438800100
gmb,1990,558200000
gmb,1991,1226078100
gmb,1992,1575065000
gmb,1993,363202500
gmb,1994,335140900
gmb,1995,517901400
gmb,1996,563375200
gmb,1997,424218700
gmb,1998,436823800
gmb,1999,441451700
gmb,2000,456779400
gmb,2001,1204814600
gmb,2002,838258800
gmb,2003,1394949500
gmb,2004,4136000000
gmb,2005,4062000000
gmb,2006,4642000000
gmb,2007,4000000000
gmb,2008,3647000000
gmb,2009,4981000000
gmb,2010,5999000000
gmb,2011,5356000000
gmb,2012,9476000000
gmb,2013,7276853400
gmb,2014,8544303500
gmb,2015,11921136600
gmb,2016,16045930500
gmb,2017,16104456900
gmb,2018,16795815400
gmb,2019,22384152300
gmb,2020,31918568000
gnb,1970,12784600
gnb,1971,11841500
gnb,1972,10744600
gnb,1973,11015400
gnb,1974,10098500
gnb,1975,10690800
gnb,1976,12026200
gnb,1977,13998500
gnb,1978,18469200
gnb,1979,19772300
gnb,1980,23920000
gnb,1981,26292300
gnb,1982,35046200
gnb,1983,33476900
gnb,1984,96923100
gnb,1985,124292300
gnb,1986,177846100
gnb,1987,526461500
gnb,1988,1255076900
gnb,1989,2313846200
gnb,1990,2454692300
gnb,1991,4485415400
gnb,1992,11684000000
gnb,1993,11337553800
gnb,1994,10174107700
gnb,1995,15747384600
gnb,1996,25293076900
gnb,1997,37617632000
gnb,1998,13845000000
gnb,1999,21489000000
gnb,2000,30943854300
gnb,2001,29401356000
gnb,2002,21492839800
gnb,2003,25148168500
gnb,2004,24759660000
gnb,2005,34128295000
gnb,2006,30918000000
gnb,2007,41762274400
gnb,2008,49507148300
gnb,2009,42171844000
gnb,2010,45353537000
gnb,2011,51491866700
gnb,2012,33835415100
gnb,2013,37325766000
gnb,2014,59465919700
gnb,2015,50108244000
gnb,2016,54658777100
gnb,2017,70566732800
gnb,2018,144231442400
gnb,2019,171377318000
gnb,2020,138013397100
gnq,2005,1711080225600
gnq,2006,1397708000000
gnq,2007,1853510000000
gnq,2008,2435822000000
gnq,2009,2795283000000
gnq,2010,3072016000000
gnq,2011,3225637000000
gnq,2012,4703443000000
gnq,2013,3285550000000
gnq,2014,3085346000000
gnq,2015,1925582000000
gnq,2016,1112358000000
gnq,2017,994083000000
gnq,2018,909445000000
gnq,2019,515806000000
gnq,2020,306330000000
grc,1960,62919600
grc,1961,97261600
grc,1962,107514300
grc,1963,140875300
grc,1964,186461400
grc,1965,235873900
grc,1966,237712600
grc,1967,241292900
grc,1968,285028200
grc,1969,375926700
grc,1970,421565000
grc,1971,488179000
grc,1972,620329000
grc,1973,937681000
grc,1974,853390000
grc,1975,977557000
grc,1976,1276067000
grc,1977,1319611000
grc,1978,1564480000
grc,1979,1900586000
grc,1980,2176460000
grc,1981,2129604000
grc,1982,3188734000
grc,1983,3658404000
grc,1984,4734575000
grc,1985,6075044000
grc,1986,7025487000
grc,1987,6021893000
grc,1988,8442370000
grc,1989,10134298000
grc,1990,12549059000
grc,1991,15975313000
grc,1992,16520436000
grc,1993,17702831000
grc,1994,18919666000
grc,1995,20912873000
grc,1996,24063043000
grc,1997,25742425000
grc,1998,31535474000
grc,1999,32309587000
grc,2000,36478079000
grc,2001,39100629000
grc,2002,40456056000
grc,2003,48975012000
grc,2004,49023992000
grc,2005,44031113000
grc,2006,56974943000
grc,2007,63132598000
grc,2008,59314972000
grc,2009,43558774000
grc,2010,40311530000
grc,2011,28525418000
grc,2012,22790160000
grc,2013,21485296000
grc,2014,21077405000
grc,2015,21300039000
grc,2016,22399639000
grc,2017,21268501000
grc,2018,23611934000
grc,2019,23099493000
grc,2020,24795774000
grl,2003,1987600000
grl,2004,1781600000
grl,2005,2679900000
grl,2006,2770100000
grl,2007,3735200000
grl,2008,5134300000
grl,2009,4368900000
grl,2010,7370300000
grl,2011,9225000000
grl,2012,5694700000
grl,2013,4538200000
grl,2014,3604600000
grl,2015,4040300000
grl,2016,4464200000
grl,2017,4446500000
grl,2018,4170300000
grl,2019,6252600000
gtm,1960,107500000
gtm,1961,96000000
gtm,1962,100400000
gtm,1963,133300000
gtm,1964,166500000
gtm,1965,177200000
gtm,1966,149600000
gtm,1967,188100000
gtm,1968,243900000
gtm,1969,195700000
gtm,1970,244200000
gtm,1971,285500000
gtm,1972,254800000
gtm,1973,351600000
gtm,1974,588000000
gtm,1975,586800000
gtm,1976,934400000
gtm,1977,1098200000
gtm,1978,1312400000
gtm,1979,1293900000
gtm,1980,1250000000
gtm,1981,1466000100
gtm,1982,1232999900
gtm,1983,1002000000
gtm,1984,1095900000
gtm,1985,1285400000
gtm,1986,1636500000
gtm,1987,2463700000
gtm,1988,2814500000
gtm,1989,3201000000
gtm,1990,4668000000
gtm,1991,6762000000
gtm,1992,9893000000
gtm,1993,11079571800
gtm,1994,11709098500
gtm,1995,12820432700
gtm,1996,12113156700
gtm,1997,14761978000
gtm,1998,21574360000
gtm,1999,23477691600
gtm,2000,26707248300
gtm,2001,28894624800
gtm,2002,33401530000
gtm,2003,35331993100
gtm,2004,39700190100
gtm,2005,40997138300
gtm,2006,47861392700
gtm,2007,54527791000
gtm,2008,48529123700
gtm,2009,40198744500
gtm,2010,46424923000
gtm,2011,56502091300
gtm,2012,59029138400
gtm,2013,65966039100
gtm,2014,67417276900
gtm,2015,70585402200
gtm,2016,69587319400
gtm,2017,71584508600
gtm,2018,75947422300
gtm,2019,84834188900
gtm,2020,77505924100
guy,1960,82500000
guy,1961,76400000
guy,1962,55600000
guy,1963,50900000
guy,1964,53600000
guy,1965,80600000
guy,1966,92800000
guy,1967,109800000
guy,1968,102300000
guy,1969,103800000
guy,1970,121900000
guy,1971,105100000
guy,1972,118900000
guy,1973,175500000
guy,1974,252100000
guy,1975,392600000
guy,1976,425500000
guy,1977,327000000
guy,1978,260000000
guy,1979,411000000
guy,1980,494000000
guy,1981,501000000
guy,1982,361000000
guy,1983,314000000
guy,1984,456000000
guy,1985,698000000
guy,1986,871000000
guy,1987,1080999900
guy,1988,875000000
guy,1989,2296999900
guy,1990,4876999700
guy,1991,15494109200
guy,1992,24185464800
guy,1993,23902734300
guy,1994,20363530200
guy,1995,29331292200
guy,1996,31551060000
guy,1997,34017419300
guy,1998,31234994200
guy,1999,30913720300
guy,2000,30911631400
guy,2001,28775659500
guy,2002,28880912400
guy,2003,30184456200
guy,2004,36785299500
guy,2005,40863399900
hkg,1960,1970379000
hkg,1961,1788000000
hkg,1962,2471000000
hkg,1963,3492000000
hkg,1964,4309000000
hkg,1965,4869000000
hkg,1966,3948000000
hkg,1967,3112000000
hkg,1968,2747000000
hkg,1969,3179000000
hkg,1970,4715000000
hkg,1971,6495000000
hkg,1972,7544000000
hkg,1973,9457000000
hkg,1974,11424000000
hkg,1975,11379000000
hkg,1976,16030000000
hkg,1977,19436000000
hkg,1978,24645000000
hkg,1979,36777000000
hkg,1980,50056000000
hkg,1981,60647000000
hkg,1982,60729000000
hkg,1983,57948000000
hkg,1984,63973000000
hkg,1985,59798000000
hkg,1986,75107000000
hkg,1987,102908000000
hkg,1988,132142000000
hkg,1989,142314000000
hkg,1990,162821000000
hkg,1991,186114000000
hkg,1992,227424000000
hkg,1993,253699000000
hkg,1994,329360000000
hkg,1995,383715000000
hkg,1996,392830000000
hkg,1997,469597000000
hkg,1998,379392000000
hkg,1999,321223000000
hkg,2000,368915000000
hkg,2001,336775000000
hkg,2002,300736000000
hkg,2003,281238000000
hkg,2004,294436000000
hkg,2005,297391000000
hkg,2006,335024000000
hkg,2007,353197000000
hkg,2008,359276000000
hkg,2009,362493000000
hkg,2010,424374000000
hkg,2011,467033000000
hkg,2012,513749000000
hkg,2013,513843000000
hkg,2014,538389000000
hkg,2015,516625000000
hkg,2016,535663000000
hkg,2017,586950000000
hkg,2018,623643000000
hkg,2019,517507000000
hkg,2020,509509000000
hnd,1960,93300000
hnd,1961,86800000
hnd,1962,115500000
hnd,1963,130900000
hnd,1964,133600000
hnd,1965,148700000
hnd,1966,176400000
hnd,1967,235100000
hnd,1968,239300000
hnd,1969,258800000
hnd,1970,302000000
hnd,1971,250000000
hnd,1972,256000000
hnd,1973,348000000
hnd,1974,542000000
hnd,1975,426000000
hnd,1976,518000000
hnd,1977,770000000
hnd,1978,1508196125.58772
hnd,1979,1740232231.42486
hnd,1980,1801696620.50159
hnd,1981,1561880434.69288
hnd,1982,1103158118.91285
hnd,1983,1136248708.22935
hnd,1984,1569297357.4036
hnd,1985,1676317453.01558
hnd,1986,1441731510.86061
hnd,1987,1976011443.43579
hnd,1988,2646500739.30726
hnd,1989,2764055435.93853
hnd,1990,4264194465.56537
hnd,1991,5585421100
hnd,1992,6468499200
hnd,1993,9875236700
hnd,1994,13465187200
hnd,1995,14834098100
hnd,1996,17618663900
hnd,1997,22245734600
hnd,1998,24436708500
hnd,1999,29256292700
hnd,2000,30170800000
hnd,2001,30789200000
hnd,2002,31333800000
hnd,2003,36105600000
hnd,2004,47912100000
hnd,2005,50756500000
hnd,2006,58466000000
hnd,2007,78631100000
hnd,2008,94643200000
hnd,2009,56778700000
hnd,2010,65483300000
hnd,2011,87107200000
hnd,2012,88762400000
hnd,2013,81936300000
hnd,2014,91981600000
hnd,2015,115644500000
hnd,2016,115932300000
hnd,2017,134876500000
hnd,2018,152865200000
hnd,2019,139777500000
hnd,2020,109656000000
hrv,1995,20308484510.03049
hrv,1996,26610454122.5838
hrv,1997,37687847478.2719
hrv,1998,35583916506.3172
hrv,1999,35644361804.3359
hrv,2000,36194053516.1054
hrv,2001,41227674568.4742
hrv,2002,52183526423.6203
hrv,2003,65415529828.14831
hrv,2004,67517020952.1227
hrv,2005,72894441006.88029
hrv,2006,85940153566.19859
hrv,2007,93679090794.77521
hrv,2008,106549050165.267
hrv,2009,83231082518.67868
hrv,2010,69568844446.1181
hrv,2011,66665121547.3614
hrv,2012,62301288543.7546
hrv,2013,64380465999.6708
hrv,2014,62923269395.8956
hrv,2015,70027248788.9093
hrv,2016,73794829060.75569
hrv,2017,80779626252.0305
hrv,2018,90592658149.573
hrv,2019,93937097423.2336
hrv,2020,90459000000
hti,1988,2308189000
hti,1989,2576155000
hti,1990,3083915000
hti,1991,4405000000
hti,1992,4578000000
hti,1993,3205000000
hti,1994,3260000000
hti,1995,10626000000
hti,1996,13122000000
hti,1997,13247000000
hti,1998,16382000000
hti,1999,19182000000
hti,2000,11492028400
hti,2001,12502198400
hti,2002,13614220300
hti,2003,24354991500
hti,2004,25826633000
hti,2005,32898507700
hti,2006,40444279200
hti,2007,42835900500
hti,2008,52371740900
hti,2009,59479318500
hti,2010,119457197900
hti,2011,99974962900
hti,2012,99800820600
hti,2013,112493417900
hti,2014,111609220200
hti,2015,101212450800
hti,2016,143013217400
hti,2017,199480827200
hti,2018,201394833900
hti,2019,252809321300
hti,2020,256674873600
hun,1991,544071563000
hun,1992,503701192000
hun,1993,753881224000
hun,1994,1031293901000
hun,1995,1350920000000
hun,1996,1766975000000
hun,1997,2321874000000
hun,1998,2998693000000
hun,1999,3161239000000
hun,2000,3739382000000
hun,2001,4039882000000
hun,2002,4463664000000
hun,2003,4708399000000
hun,2004,5780982000000
hun,2005,5868282000000
hun,2006,6385384000000
hun,2007,6389706000000
hun,2008,6830151000000
hun,2009,5584917000000
hun,2010,5822530000000
hun,2011,5934220000000
hun,2012,5845936000000
hun,2013,6562036000000
hun,2014,7891339000000
hun,2015,8221129000000
hun,2016,7802016000000
hun,2017,9073745000000
hun,2018,11632210000000
hun,2019,13532984000000
hun,2020,13192657000000
idn,1960,30700000000
idn,1961,48110000000
idn,1962,74800000000
idn,1963,263000000000
idn,1964,862000000000
idn,1965,1586700000000
idn,1966,14300000000
idn,1967,67900000000
idn,1968,184600000000
idn,1969,317000000000
idn,1970,455000000000
idn,1971,580000000000
idn,1972,857000000000
idn,1973,1208000000000
idn,1974,1797000000000
idn,1975,2571700000000
idn,1976,3204900000000
idn,1977,3826400000000
idn,1978,4670700000000
idn,1979,6704300000000
idn,1980,9485200000000
idn,1981,11553400000000
idn,1982,13467100000000
idn,1983,21668400000000
idn,1984,21663304000000
idn,1985,24008830000000
idn,1986,28350370000000
idn,1987,34008510000000
idn,1988,41349686000000
idn,1989,51297336000000
idn,1990,63975326000000
idn,1991,72487072000000
idn,1992,78422298000000
idn,1993,93262816000000
idn,1994,113024994000000
idn,1995,138307782000000
idn,1996,168304060000000
idn,1997,190240008000000
idn,1998,262158470000000
idn,1999,243466932000000
idn,2000,309164000000000
idn,2001,371068900000000
idn,2002,389946500000000
idn,2003,515470460000000
idn,2004,552292362000000
idn,2005,695828815550000
idn,2006,848168323129600
idn,2007,984573800000000
idn,2008,1376539268064700
idn,2009,1737092900000000
idn,2010,2256935300000000
idn,2011,2583242603795600
idn,2012,3021664868955000
idn,2013,3229586652991200
idn,2014,3657154384599900
idn,2015,3926190787678200
idn,2016,4199068921998300
idn,2017,4581211075179100
idn,2018,5129844879376700
idn,2019,5348294322786000
idn,2020,4995643346720200
ind,1960,27667407199.4005
ind,1961,27621449219.5537
ind,1962,32991685311.5863
ind,1963,36222177353.0889
ind,1964,42768474767.1244
ind,1965,50624014489.291
ind,1966,58886040071.9297
ind,1967,59065142189.2034
ind,1968,57240417695.2221
ind,1969,70522518287.7495
ind,1970,77964782738.0282
ind,1971,88233654743.0603
ind,1972,89143620593.41049
ind,1973,128147491423.985
ind,1974,152752455779.284
ind,1975,161541661294.89401
ind,1976,175848561028.436
ind,1977,204028936897.09601
ind,1978,261929124630.21399
ind,1979,277161103156.32898
ind,1980,309973919244.85901
ind,1981,359891984880.23602
ind,1982,405484062080.89093
ind,1983,451232687838.396
ind,1984,530360995779.99799
ind,1985,644583885105.78296
ind,1986,702936551908.72717
ind,1987,870269797059.45789
ind,1988,1078440324640.23999
ind,1989,1286065722556.6499
ind,1990,1649107808858.17993
ind,1991,1587549085600
ind,1992,1928269004500
ind,1993,2137353277400
ind,1994,2794128018600
ind,1995,3350488111800
ind,1996,3632319261500
ind,1997,4345187108700
ind,1998,4717246160900
ind,1999,5822881036400
ind,2000,5709040254100
ind,2001,6172066814200
ind,2002,6783678458100
ind,2003,8239016706800
ind,2004,11498508140700
ind,2005,13829602494800
ind,2006,16549359044700
ind,2007,20540495067500
ind,2008,20871370050700
ind,2009,25537080059600
ind,2010,30706074922300
ind,2011,34587493554023.60156
ind,2012,38132720396279.89844
ind,2013,38220037590465.39844
ind,2014,42724960546122.79688
ind,2015,44230755683225.79688
ind,2016,46440808348094.89844
ind,2017,52948669622929.39844
ind,2018,60570379611236.60156
ind,2019,62404537650256.20312
ind,2020,57810683538878.89844
irl,1970,558536000
irl,1971,626152000
irl,1972,789698000
irl,1973,1020720000
irl,1974,1221032000
irl,1975,1246388000
irl,1976,1664480000
irl,1977,2242597000
irl,1978,2763381000
irl,1979,3682253000
irl,1980,3668449000
irl,1981,4539286000
irl,1982,5235026000
irl,1983,4959491000
irl,1984,5259114000
irl,1985,5000342000
irl,1986,4980339000
irl,1987,4850873000
irl,1988,5136842000
irl,1989,6471779000
irl,1990,8148430000
irl,1991,7726926000
irl,1992,6942924000
irl,1993,6972552000
irl,1994,8005303000
irl,1995,10334617000
irl,1996,12348667000
irl,1997,15427095000
irl,1998,19382188000
irl,1999,22859416000
irl,2000,26589972000
irl,2001,29614245000
irl,2002,32751825000
irl,2003,37477630000
irl,2004,42531245000
irl,2005,51619554000
irl,2006,58975717000
irl,2007,57639065000
irl,2008,46197269000
irl,2009,34418721000
irl,2010,28920669000
irl,2011,29469595000
irl,2012,35430342000
irl,2013,33687345000
irl,2014,43338426000
irl,2015,67752297000
irl,2016,101467897000
irl,2017,102931714000
irl,2018,93091203000
irl,2019,195010959000
irl,2020,152436095000
irn,1960,79997990808.6416
irn,1961,84444915633.7289
irn,1962,86854324667.40089
irn,1963,71838927957.36301
irn,1964,108449166937.334
irn,1965,149549364521.73199
irn,1966,175999178175.44299
irn,1967,195428180324.59695
irn,1968,270437874928.13101
irn,1969,296356460483.62097
irn,1970,337871609558.992
irn,1971,362042228286.38599
irn,1972,521122436302.88397
irn,1973,654267429180.18005
irn,1974,969631005283.00403
irn,1975,1460991348648.47998
irn,1976,2308470888859.47998
irn,1977,2754962348220
irn,1978,2150570650246.01001
irn,1979,1593112415540.81006
irn,1980,3232785248257.91992
irn,1981,3223161459634.60938
irn,1982,2847763410518.58008
irn,1983,4946778959582.87988
irn,1984,4928224533273.09961
irn,1985,3837402339002.54004
irn,1986,3555473624860.35986
irn,1987,3901933419307.8999
irn,1988,3752436961423.92969
irn,1989,6276455622753.83984
irn,1990,12543856262484.19922
irn,1991,22683782509700
irn,1992,30325355931900
irn,1993,32259474551700
irn,1994,32549909878700
irn,1995,59566652017500
irn,1996,102183864984600
irn,1997,112542248035600
irn,1998,119707513777400
irn,1999,154565013931600
irn,2000,220455947859000
irn,2001,260266788176400
irn,2002,399762960907700
irn,2003,529738466415300
irn,2004,753014925623300
irn,2005,785932818909400
irn,2006,943893425866600
irn,2007,1290119725953000
irn,2008,1623414221330700
irn,2009,1679878555803700
irn,2010,2027541367015900
irn,2011,2359037270835400
irn,2012,2961759870138100
irn,2013,3843594468565800
irn,2014,4596156653036900
irn,2015,3884653407709100
irn,2016,4369876037891200
irn,2017,5320653824951300
