geo,time,ny_gds_totl_cn
esp,2009,239869000000
esp,2010,228253000000
esp,2011,221780000000
esp,2012,211384000000
esp,2013,215748000000
esp,2014,216769000000
esp,2015,237465000000
esp,2016,253297000000
esp,2017,267433000000
esp,2018,279096000000
esp,2019,296409000000
esp,2020,248672000000
est,1995,558521000
est,1996,715469000
est,1997,988312000
est,1998,1118042000
est,1999,1183734000
est,2000,1606997000
est,2001,1857716000
est,2002,2064648000
est,2003,2350695000
est,2004,2659674000
est,2005,3265008000
est,2006,4074419000
est,2007,5198367000
est,2008,4694917000
est,2009,3691778000
est,2010,4128844000
est,2011,5233727000
est,2012,5556294000
est,2013,5656577000
est,2014,6142799000
est,2015,5988883000
est,2016,6265508000
est,2017,7273851000
est,2018,7911470000
est,2019,8493159000
est,2020,7769496000
eth,2011,88843017000
eth,2012,143745694900
eth,2013,152382896800
eth,2014,217847600000
eth,2015,256240640500
eth,2016,351233000000
eth,2017,409812000000
eth,2018,529906000000
eth,2019,595319000000
eth,2020,705684000000
fin,1970,2524872000
fin,1971,2769760000
fin,1972,3174643000
fin,1973,4060149000
fin,1974,5359324000
fin,1975,5518547000
fin,1976,5948684000
fin,1977,6317436000
fin,1978,7074044000
fin,1979,8639772000
fin,1980,10234000000
fin,1981,11365000000
fin,1982,12316000000
fin,1983,13671000000
fin,1984,15649000000
fin,1985,16442000000
fin,1986,17498000000
fin,1987,18649000000
fin,1988,22703000000
fin,1989,26041000000
fin,1990,26446000000
fin,1991,19907000000
fin,1992,18411000000
fin,1993,19565000000
fin,1994,22731000000
fin,1995,26753000000
fin,1996,26843000000
fin,1997,31683000000
fin,1998,36548000000
fin,1999,39212000000
fin,2000,44292000000
fin,2001,47036000000
fin,2002,46208000000
fin,2003,44386000000
fin,2004,46732000000
fin,2005,47679000000
fin,2006,49900000000
fin,2007,57352000000
fin,2008,56557000000
fin,2009,43232000000
fin,2010,44559000000
fin,2011,46483000000
fin,2012,43948000000
fin,2013,43480000000
fin,2014,43389000000
fin,2015,44696000000
fin,2016,47848000000
fin,2017,54432000000
fin,2018,56039000000
fin,2019,58136000000
fin,2020,57537000000
fji,1980,252304100
fji,1981,222951000
fji,1982,224985000
fji,1983,162421100
fji,1984,236298000
fji,1985,225890000
fji,1986,335882000
fji,1987,250444000
fji,1988,230660000
fji,1989,176689000
fji,1990,190889000
fji,1991,210241000
fji,1992,309852000
fji,1993,427266000
fji,1994,541135000
fji,1995,547778000
fji,1996,760200000
fji,1997,733600000
fji,1998,935600000
fji,1999,1298000000
fji,2000,912800000
fji,2001,1006800000
fji,2002,1202900000
fji,2003,1387600000
fji,2004,1635200000
fji,2005,357846100
fji,2006,271724800
fji,2007,554429200
fji,2008,374821000
fji,2009,427119800
fji,2010,764689400
fji,2011,1020932300
fji,2012,1010149200
fji,2013,1159788300
fji,2014,2019584300
fji,2015,2224910300
fji,2016,2030698800
fji,2017,2200651600
fji,2018,2231755594.7145
fji,2019,2205230401.2719
fji,2020,1614522146.99711
fra,1960,13119000000
fra,1961,13919000000
fra,1962,15473000000
fra,1963,17035000000
fra,1964,19577000000
fra,1965,21679000000
fra,1966,23664000000
fra,1967,25389000000
fra,1968,27037000000
fra,1969,31474000000
fra,1970,36120000000
fra,1971,39737000000
fra,1972,44486000000
fra,1973,51818000000
fra,1974,58668000000
fra,1975,61018000000
fra,1976,69597000000
fra,1977,77977000000
fra,1978,88410000000
fra,1979,100571000000
fra,1980,109375000000
fra,1981,112439000000
fra,1982,125067000000
fra,1983,139750000000
fra,1984,151011000000
fra,1985,157604000000
fra,1986,176245000000
fra,1987,181168000000
fra,1988,209875000000
fra,1989,235151000000
fra,1990,248902000000
fra,1991,254239000000
fra,1992,255936000000
fra,1993,242397000000
fra,1994,257351000000
fra,1995,269396000000
fra,1996,268038000000
fra,1997,290421000000
fra,1998,316706000000
fra,1999,332821000000
fra,2000,352151000000
fra,2001,365127000000
fra,2002,370054000000
fra,2003,368730000000
fra,2004,390260000000
fra,2005,398001000000
fra,2006,425157000000
fra,2007,455260000000
fra,2008,457680000000
fra,2009,397775000000
fra,2010,412128000000
fra,2011,437876000000
fra,2012,445555000000
fra,2013,449958000000
fra,2014,463584000000
fra,2015,486862000000
fra,2016,491605000000
fra,2017,513930000000
fra,2018,539936000000
fra,2019,570584000000
fra,2020,501833000000
fro,1998,1718600000
fro,1999,1551600000
fro,2000,1872300000
fro,2001,2277600000
fro,2002,2194300000
fro,2003,1578200000
fro,2004,1552700000
fro,2005,1036300000
fro,2006,1930100000
fro,2007,1985700000
fro,2008,1597100000
fro,2009,1267700000
fro,2010,2014700000
fro,2011,1678200000
fro,2012,2138800000
fro,2013,2760200000
fro,2014,3586300000
fro,2015,3779900000
fro,2016,5401000000
fro,2017,5616100000
fro,2018,5876400000
fro,2019,6620800000
fsm,1983,-45000000
gab,1970,39100000000
gab,1971,48299890000
gab,1972,53100070000
gab,1973,62400020000
gab,1974,245500000000
gab,1975,297300000000
gab,1976,524800000000
gab,1977,403100000000
gab,1978,268800000000
gab,1979,348100000000
gab,1980,548200000000
gab,1981,619400000000
gab,1982,677000000000
gab,1983,684500000000
gab,1984,807000000000
gab,1985,709500000000
gab,1986,316500000000
gab,1987,235100000500
gab,1988,370200001300
gab,1989,412700000000
gab,1990,597300000000
gab,1991,628671899700
gab,1992,516372435600
gab,1993,555992382400
gab,1994,1046728668100
gab,1995,1162210000000
gab,1996,1445008000000
gab,1997,1726915000000
gab,1998,1003163000000
gab,1999,1304380000000
gab,2000,2102299000000
gab,2001,1763536000000
gab,2002,1710757000000
gab,2003,1755341000000
gab,2004,2042436000000
gab,2005,2901825000000
gab,2006,3050529000000
gab,2007,3386381000000
gab,2008,4200954000000
gab,2009,2781272000000
gab,2010,3973212946300
gab,2011,5117434196500
gab,2012,4955172467300
gab,2013,4628609415500
gab,2014,4553539437900
gab,2015,4025980190300
gab,2016,3733102386400
gab,2017,4056923186000
gab,2018,4761253417000
gab,2019,5075227900300
gab,2020,3952705406300
gbr,1970,8561547000
gbr,1971,9219068000
gbr,1972,9479795000
gbr,1973,11559140000
gbr,1974,9476356000
gbr,1975,9540921000
gbr,1976,13225045000
gbr,1977,19676406000
gbr,1978,24737372000
gbr,1979,29858312000
gbr,1980,32765806000
gbr,1981,34022850000
gbr,1982,37594739000
gbr,1983,41561280000
gbr,1984,45382158000
gbr,1985,53971192000
gbr,1986,50103060000
gbr,1987,62054189000
gbr,1988,71627747000
gbr,1989,85275974000
gbr,1990,88531669000
gbr,1991,82978232000
gbr,1992,75508977000
gbr,1993,78293272000
gbr,1994,85548288000
gbr,1995,160967000000
gbr,1996,172765000000
gbr,1997,170411000000
gbr,1998,172409000000
gbr,1999,171860000000
gbr,2000,182043000000
gbr,2001,182111000000
gbr,2002,184242000000
gbr,2003,195488000000
gbr,2004,198094000000
gbr,2005,215208000000
gbr,2006,235959000000
gbr,2007,254013000000
gbr,2008,245803000000
gbr,2009,209455000000
gbr,2010,228864000000
gbr,2011,247567000000
gbr,2012,252859000000
gbr,2013,271505000000
gbr,2014,296417000000
gbr,2015,312430000000
gbr,2016,326144000000
gbr,2017,355793000000
gbr,2018,363027000000
gbr,2019,382200000000
gbr,2020,358625000000
geo,1980,3500
geo,1981,4000
geo,1982,4500
geo,1983,4600
geo,1984,4900
geo,1985,4300
geo,1986,4000
geo,1987,4200
geo,1988,3900
geo,1989,3700
geo,1990,3400
geo,1991,4800
geo,1992,8500
geo,1993,-3092800
geo,1994,-439526900
geo,1995,-311127100
geo,1996,-503487500
geo,1997,-555707300
geo,1998,240826700
geo,1999,465538700
geo,2000,57308700
geo,2001,726311700
geo,2002,924162200
geo,2003,990600000
geo,2004,1119600000
geo,2005,1453600000
geo,2006,378400000
geo,2007,661200000
geo,2008,-932700000
geo,2009,-1425200000
geo,2010,771400000
geo,2011,1027400000
geo,2012,1896700000
geo,2013,2525600000
geo,2014,2645400000
geo,2015,3139100000
geo,2016,5348800000
geo,2017,6646300000
geo,2018,7798100000
geo,2019,8046182400
geo,2020,2248464463.7403
gha,1960,14900
gha,1961,9100
gha,1962,12700
gha,1963,13700
gha,1964,19200
gha,1965,12100
gha,1966,11900
gha,1967,11700
gha,1968,18100
gha,1969,22400
gha,1970,28900
gha,1971,24100
gha,1972,35400
gha,1973,49300
gha,1974,44600
gha,1975,72100
gha,1976,55700
gha,1977,111700
gha,1978,84900
gha,1979,186500
gha,1980,211500
gha,1981,290900
gha,1982,322800
gha,1983,610400
gha,1984,1122900
gha,1985,2276100
gha,1986,2967300
gha,1987,2917600
gha,1988,5694700
gha,1989,7948300
gha,1990,10509900
gha,1991,17764000
gha,1992,3526900
gha,1993,23421900
gha,1994,64822300
gha,1995,89851500
gha,1996,149891000
gha,1997,59628600
gha,1998,177328100
gha,1999,71043700
gha,2000,150823600
gha,2001,267241100
gha,2002,363692600
gha,2003,463624400
gha,2004,584286100
gha,2005,362685600
gha,2006,1387368600
gha,2007,-212927400
gha,2008,-894303100
gha,2009,1251944800
gha,2010,-314556800
gha,2011,231941600
gha,2012,3402841100
gha,2013,18539754200
gha,2014,31458985800
gha,2015,34829553900
gha,2016,44406537400
gha,2017,46775937900
gha,2018,66656755800
gha,2019,63246741500
gha,2020,60936625500
gin,1986,119372000000
gin,1987,150343400000
gin,1988,145734500000
gin,1989,266101600000
gin,1990,390113900000
gin,1991,502985690200
gin,1992,593187488900
gin,1993,630730088600
gin,1994,590854188700
gin,1995,659244009800
gin,1996,607718572100
gin,1997,734733903900
gin,1998,602249687800
gin,1999,742175120900
gin,2000,839232080300
gin,2001,829922712100
gin,2002,702159421300
gin,2003,1531554802100
gin,2004,1593772342200
gin,2005,2056111779800
gin,2006,613967369500
gin,2007,-158073283300
gin,2008,1703098853800
gin,2009,-1121328096800
gin,2010,2928047624000
gin,2011,1492215584600
gin,2012,2999783611100
gin,2013,-2309517938800
gin,2014,-356119046800
gin,2015,-3479478545100
gin,2016,-328854965700
gin,2017,9701842095200
gin,2018,11728828990500
gin,2019,15767690809100
gin,2020,47422247045100
gmb,1966,609000
gmb,1967,2159000
gmb,1968,-353800
gmb,1969,-618900
gmb,1970,4110000
gmb,1971,892000
gmb,1972,288900
gmb,1973,1077000
gmb,1974,1990800
gmb,1975,20073200
gmb,1976,16114200
gmb,1977,7906600
gmb,1978,-11016700
gmb,1979,3105400
gmb,1980,24201900
gmb,1981,11049900
gmb,1982,35399900
gmb,1983,38800100
gmb,1984,29550000
gmb,1985,44250100
gmb,1986,91600100
gmb,1987,113267600
gmb,1988,147917600
gmb,1989,218650100
gmb,1990,266399900
gmb,1991,270701100
gmb,1992,392779200
gmb,1993,-248808700
gmb,1994,-390147500
gmb,1995,361719600
gmb,1996,-405053900
gmb,1997,494410600
gmb,1998,142136400
gmb,1999,222847200
gmb,2000,-110476700
gmb,2001,801067300
gmb,2002,179574200
gmb,2003,543804000
gmb,2004,384956400
gmb,2005,-360997000
gmb,2006,1720431200
gmb,2007,1527608000
gmb,2008,-1003721100
gmb,2009,1120500
gmb,2010,-1490293500
gmb,2011,2005716100
gmb,2012,5837296600
gmb,2013,2563133900
gmb,2014,1918645000
gmb,2015,5865248400
gmb,2016,8093971800
gmb,2017,4285483000
gmb,2018,3762029000
gmb,2019,4804738300
gmb,2020,9409618900
gnb,1970,1463100
gnb,1971,-910700
gnb,1972,-4024600
gnb,1973,-7264600
gnb,1974,-10458400
gnb,1975,-3724600
gnb,1976,-4737000
gnb,1977,-2489300
gnb,1978,-4953800
gnb,1979,-9719900
gnb,1981,1246200
gnb,1982,-6430800
gnb,1983,-5292300
gnb,1984,-400000
gnb,1985,-79676900
gnb,1986,-21092300
gnb,1987,113999600
gnb,1988,167747300
gnb,1989,99921000
gnb,1990,231911400
gnb,1991,460381600
gnb,1992,700137800
gnb,1993,2575607200
gnb,1994,1829943900
gnb,1995,-829727000
gnb,1996,1909934900
gnb,1997,8045538100
gnb,1998,-12258120900
gnb,1999,-1596519700
gnb,2000,-18160194700
gnb,2001,-4392333700
gnb,2002,257853300
gnb,2003,1614294200
gnb,2004,-7932538400
gnb,2005,-12642454000
gnb,2006,-14734156000
gnb,2007,-4135445600
gnb,2008,-599348700
gnb,2009,-21749621000
gnb,2010,-40087719000
gnb,2011,24162576700
gnb,2012,-17796584900
gnb,2013,-1764934000
gnb,2014,1241699700
gnb,2015,21009247400
gnb,2016,21150304100
gnb,2017,29022572800
gnb,2018,98550432300
gnb,2019,46567269300
gnb,2020,15537693800
gnq,2005,3609993655600
gnq,2006,3830066000000
gnq,2007,4557340000000
gnq,2008,6836711000000
gnq,2009,4673739000000
gnq,2010,5239317000000
gnq,2011,6830107000000
gnq,2012,7805062000000
gnq,2013,6365705000000
gnq,2014,6045822000000
gnq,2015,3051154000000
gnq,2016,1793478440400
gnq,2017,2077873000000
gnq,2018,2043088036200
gnq,2019,1258883235400
gnq,2020,126055487100
grc,1960,48165500
grc,1961,75667200
grc,1962,74560600
grc,1963,101668600
grc,1964,118168500
grc,1965,151179000
grc,1966,174312600
grc,1967,175655600
grc,1968,194897900
grc,1969,260424200
grc,1970,298763000
grc,1971,353195000
grc,1972,454866000
grc,1973,675003000
grc,1974,633000000
grc,1975,721330000
grc,1976,955163000
grc,1977,978845000
grc,1978,1199482000
grc,1979,1506663000
grc,1980,1700706000
grc,1981,1811217000
grc,1982,2290858000
grc,1983,2495129000
grc,1984,3417200000
grc,1985,4227346000
grc,1986,5115166000
grc,1987,4561793000
grc,1988,6083809000
grc,1989,6527938000
grc,1990,7259505000
grc,1991,9543269000
grc,1992,10276781000
grc,1993,10870108000
grc,1994,12891053000
grc,1995,13228320000
grc,1996,14869785000
grc,1997,17907929000
grc,1998,19416180000
grc,1999,20448627000
grc,2000,20970659000
grc,2001,23025185000
grc,2002,23908453000
grc,2003,29115126000
grc,2004,32592605000
grc,2005,27541016000
grc,2006,34094639000
grc,2007,34083390000
grc,2008,28808266000
grc,2009,20329182000
grc,2010,23275678000
grc,2011,16622908000
grc,2012,14169623000
grc,2013,17056382000
grc,2014,18321148000
grc,2015,19495119000
grc,2016,19879434000
grc,2017,18595900000
grc,2018,19725911000
grc,2019,19935622000
grc,2020,12206303000
grl,2003,785500000
grl,2004,735600000
grl,2005,729000000
grl,2006,1083500000
grl,2007,971900000
grl,2008,877000000
grl,2009,1073800000
grl,2010,1406900000
grl,2011,1363000000
grl,2012,1771300000
grl,2013,1445400000
grl,2014,1986700000
grl,2015,2705100000
grl,2016,3679200000
grl,2017,3915000000
grl,2018,3973600000
grl,2019,3803400000
gtm,1960,87699900
gtm,1961,79399900
gtm,1962,81700000
gtm,1963,112500000
gtm,1964,131399900
gtm,1965,139599900
gtm,1966,146900000
gtm,1967,140100000
gtm,1968,216800000
gtm,1969,202099900
gtm,1970,259300000
gtm,1971,257500000
gtm,1972,262600000
gtm,1973,369000100
gtm,1974,484999900
gtm,1975,520799900
gtm,1976,672000200
gtm,1977,999500100
gtm,1978,961100200
gtm,1979,983100400
gtm,1980,1034700100
gtm,1981,905500200
gtm,1982,892999500
gtm,1983,861000200
gtm,1984,892399800
gtm,1985,1169599800
gtm,1986,1867700600
gtm,1987,1322199200
gtm,1988,1616198400
gtm,1989,1977301100
gtm,1990,3359000200
gtm,1991,5052000100
gtm,1992,4909998300
gtm,1993,5700573100
gtm,1994,6235099699.99999
gtm,1995,7565124700
gtm,1996,7556231300
gtm,1997,8678202900
gtm,1998,11552693300
gtm,1999,12180338000
gtm,2000,13596469100
gtm,2001,7258254199.99998
gtm,2002,8972063100
gtm,2003,7539741000
gtm,2004,7808934100
gtm,2005,4620591100
gtm,2006,5191743800
gtm,2007,6452154600
gtm,2008,287137800
gtm,2009,7044301500
gtm,2010,6107831500
gtm,2011,10617888300
gtm,2012,8418395200
gtm,2013,13131548000
gtm,2014,15551787000
gtm,2015,21870951000
gtm,2016,25077041000
gtm,2017,23781175000
gtm,2018,17099481999.9999
gtm,2019,23786021000
gtm,2020,29267551000
guy,1960,58500000
guy,1961,73500000
guy,1962,94900000
guy,1963,101500000
guy,1964,65600000
guy,1965,71900000
guy,1966,72700000
guy,1967,99800000
guy,1968,116500000
guy,1969,122800000
guy,1970,119000000
guy,1971,126100000
guy,1972,111100000
guy,1973,67800000
guy,1974,270500000
guy,1975,392300000
guy,1976,142300000
guy,1977,152000000
guy,1978,259800000
guy,1979,286100000
guy,1980,307700000
guy,1981,127499900
guy,1982,110800000
guy,1983,39500000
guy,1984,336300100
guy,1985,429000100
guy,1986,721099900
guy,1987,692000000
guy,1988,697000000
guy,1989,1553999900
guy,1990,2189999100
guy,1991,8488010100
guy,1992,13214093200
guy,1993,14014686500
guy,1994,10655576100
guy,1995,19704430500
guy,1996,25515720700
guy,1997,23545331700
guy,1998,18298880000
guy,1999,20968120300
guy,2000,11918631000
guy,2001,10328003000
guy,2002,12102822400
guy,2003,16053071900
guy,2004,21787360400
guy,2005,-528000000
hkg,1960,1530213400
hkg,1961,1222000000
hkg,1962,1749000000
hkg,1963,2750000000
hkg,1964,3398000000
hkg,1965,4389000000
hkg,1966,3443000000
hkg,1967,3832000000
hkg,1968,3637000000
hkg,1969,4894000000
hkg,1970,6495000000
hkg,1971,7616000000
hkg,1972,10103000000
hkg,1973,12066000000
hkg,1974,13688000000
hkg,1975,14152000000
hkg,1976,22775000000
hkg,1977,24224000000
hkg,1978,25515000000
hkg,1979,38234000000
hkg,1980,49314000000
hkg,1981,58012000000
hkg,1982,61835000000
hkg,1983,61870000000
hkg,1984,84939000000
hkg,1985,87720000000
hkg,1986,104286000000
hkg,1987,144018000000
hkg,1988,173744000000
hkg,1989,203819000000
hkg,1990,213985000000
hkg,1991,233121000000
hkg,1992,269396000000
hkg,1993,316507000000
hkg,1994,341506000000
hkg,1995,333572000000
hkg,1996,374489000000
hkg,1997,423498000000
hkg,1998,386405000000
hkg,1999,387640000000
hkg,2000,427884000000
hkg,2001,398742000000
hkg,2002,406561000000
hkg,2003,395561000000
hkg,2004,409152000000
hkg,2005,469905000000
hkg,2006,502823000000
hkg,2007,529421000000
hkg,2008,532988000000
hkg,2009,493118000000
hkg,2010,528727000000
hkg,2011,541511000000
hkg,2012,536780000000
hkg,2013,526675000000
hkg,2014,543021000000
hkg,2015,573926000000
hkg,2016,592524000000
hkg,2017,613789000000
hkg,2018,617582000000
hkg,2019,561685000000
hkg,2020,558498000000
hnd,1960,82300000
hnd,1961,89600000
hnd,1962,118700000
hnd,1963,109300000
hnd,1964,112800000
hnd,1965,153300000
hnd,1966,160400000
hnd,1967,210900000
hnd,1968,223700000
hnd,1969,220200100
hnd,1970,212400000
hnd,1971,238000000
hnd,1972,272999900
hnd,1973,331999900
hnd,1974,295000000
hnd,1975,224000000
hnd,1976,397999900
hnd,1977,621999900
hnd,1978,1013459182.08425
hnd,1979,1166349496.4702
hnd,1980,940981566.13944
hnd,1981,722415350.61217
hnd,1982,602041205.26035
hnd,1983,484461020.13233
hnd,1984,644012133.62183
hnd,1985,810257271.05042
hnd,1986,752743770.0308
hnd,1987,1235426446.6966
hnd,1988,1803388884.4308
hnd,1989,1571325055.5044
hnd,1990,2766332805.6149
hnd,1991,3865666600
hnd,1992,4100200700
hnd,1993,6865937800
hnd,1994,9529959900
hnd,1995,11449273100
hnd,1996,12996458000
hnd,1997,17147533300
hnd,1998,17381981300
hnd,1999,16917747500
hnd,2000,16894800000
hnd,2001,15182300000
hnd,2002,15141100000
hnd,2003,16025100000
hnd,2004,17846200000
hnd,2005,16803800000
hnd,2006,15098600000
hnd,2007,13109200000
hnd,2008,7787400000.00003
hnd,2009,7594000000
hnd,2010,11839200000
hnd,2011,21101300000
hnd,2012,18723800000
hnd,2013,5035200000
hnd,2014,17970400000
hnd,2015,37693800000
hnd,2016,44581500000
hnd,2017,49967500000
hnd,2018,34117500000
hnd,2019,27920500000
hnd,2020,20062800000
hrv,1995,10609447704.917
hrv,1996,18208893363.596
hrv,1997,18743511045.434
hrv,1998,24592446682.516
hrv,1999,25576736354.504
hrv,2000,28067062630.988
hrv,2001,31159657840.608
hrv,2002,32102490908.299
hrv,2003,41070250767.519
hrv,2004,45916183947.079
hrv,2005,49173223122.283
hrv,2006,60796753382.955
hrv,2007,66522729207.813
hrv,2008,71060037139.783
hrv,2009,64660777129.103
hrv,2010,64019877042.196
hrv,2011,60924513610.302
hrv,2012,56938758231.254
hrv,2013,57657815312.459
hrv,2014,61658266455.563
hrv,2015,70773173137.47501
hrv,2016,77806864190.57101
hrv,2017,83088793879.64398
hrv,2018,87342102580.36099
hrv,2019,92664569271.44701
hrv,2020,64889977268.077
hti,1988,194295000
hti,1989,587959000
hti,1990,-414040000
hti,1991,937000000
hti,1992,978000000
hti,1993,-3063000000
hti,1994,-2586000000
hti,1995,2650899000
hti,1996,4928000000
hti,1997,4613000000
hti,1998,5849000000
hti,1999,7097000000
hti,2000,-5503843700
hti,2001,-8253815400
hti,2002,-8831279500
hti,2003,-13964952000
hti,2004,-15584342700
hti,2005,-15746426200
hti,2006,-19759529800
hti,2007,-17200944500
hti,2008,-21735090100
hti,2009,-12537020300
hti,2010,-12393592000
hti,2011,-15727625900.0001
hti,2012,-19601514300
hti,2013,-11520946500
hti,2014,-26330261100
hti,2015,-31987715300
hti,2016,-42823329500
hti,2017,-33603211100
hti,2018,-74510895600
hti,2019,-67322545100
hti,2020,-63922875900
hun,1991,521892159000
hun,1992,503080689000
hun,1993,458128706000
hun,1994,742113902000
hun,1995,1350468000000
hun,1996,1800690000000
hun,1997,2406873000000
hun,1998,2834790000000
hun,1999,2842549000000
hun,2000,3247615000000
hun,2001,3841173000000
hun,2002,4106939000000
hun,2003,3954554000000
hun,2004,4868650000000
hun,2005,5239532000000
hun,2006,6032994000000
hun,2007,6425971000000
hun,2008,6840108000000
hun,2009,6499515000000
hun,2010,7127988000000
hun,2011,7567236000000
hun,2012,7617669000000
hun,2013,8527484000000
hun,2014,9811181000000
hun,2015,10924799000000
hun,2016,10845385000000
hun,2017,11670047000000
hun,2018,13476197000000
hun,2019,14633625000000
hun,2020,14009255000000
idn,1960,33700000000
idn,1961,29100000000
idn,1962,71800000000
idn,1963,254000000000
idn,1964,804000000000
idn,1965,1477700000000
idn,1966,-15200000000
idn,1967,-700000000
idn,1968,85900000000
idn,1969,159000000000
idn,1970,355000000000
idn,1971,498400000000
idn,1972,748400000000
idn,1973,1246700000000
idn,1974,2608400000000
idn,1975,2644300000000
idn,1976,3412400000000
idn,1977,4475000000000
idn,1978,4902600000000
idn,1979,8778300000000
idn,1980,13254600000000
idn,1981,12679100000000
idn,1982,11130600000000
idn,1983,20881000000000
idn,1984,24068300000000
idn,1985,26119300000000
idn,1986,25422400000000
idn,1987,35683200000000
idn,1988,39626700000000
idn,1989,51253100000000
idn,1990,52763900000000
idn,1991,60593400000000
idn,1992,71841900000000
idn,1993,107060700000000
idn,1994,123086400000000
idn,1995,139053500000000
idn,1996,160174400000000
idn,1997,197573100000000
idn,1998,253514000000000
idn,1999,213917000000000
idn,2000,442191900000000
idn,2001,493250900000000
idn,2002,457650100000000
idn,2003,477895200000000
idn,2004,571882274000000
idn,2005,763704160000000
idn,2006,958481260000000
idn,2007,1110629297000000
idn,2008,1531864828216100
idn,2009,1777618637757500
idn,2010,2387133336217300
idn,2011,2781669799479200
idn,2012,2960525376765900
idn,2013,3212543070383600
idn,2014,3534071622930900
idn,2015,3780702666314800
idn,2016,4048592523428400
idn,2017,4566705441725200
idn,2018,5045009742459500
idn,2019,5265809511141700
idn,2020,4899178098636400
ind,1960,10655047809.84
ind,1961,12816494388.68
ind,1962,15458327981.88
ind,1963,22113312783.81
ind,1964,25535614106.49
ind,1965,24573259938.44
ind,1966,21100933271.12
ind,1967,20564128377.49
ind,1968,39641787360.68
ind,1969,49246926336.13
ind,1970,53221820766.73
ind,1971,50353435079.19009
ind,1972,57415625160.1001
ind,1973,81267460054.72998
ind,1974,77484432169.91
ind,1975,108882262861.58
ind,1976,139652361861.57999
ind,1977,151395429492
ind,1978,157871409774.01999
ind,1979,176798348063.45001
ind,1980,183857694274.32999
ind,1981,245883628742.60001
ind,1982,283708507718.47998
ind,1983,323299998324.78003
ind,1984,379277867792.53003
ind,1985,457840715031.63
ind,1986,486801381255.56
ind,1987,601469212205.18994
ind,1988,784708656093.33984
ind,1989,999619545235.76001
ind,1990,1246664285990.61011
ind,1991,1450562372500
ind,1992,1776678107700
ind,1993,2062592316000
ind,1994,2540497074400
ind,1995,3105493158700
ind,1996,3502925796200
ind,1997,3872420144500
ind,1998,4303381055500
ind,1999,4735049678300
ind,2000,5202743323700
ind,2001,5577812181100
ind,2002,6395114279200
ind,2003,7712977319500
ind,2004,9955295712600
ind,2005,11715465262400
ind,2006,14503002341400
ind,2007,16840313376500
ind,2008,18077984746700
ind,2009,20742035254500
ind,2010,26161453523700
ind,2011,28575063363200
ind,2012,32671243968900
ind,2013,36013629801300
ind,2014,39188574100400
ind,2015,42092945052900
ind,2016,46784779861800
ind,2017,52137705423400
ind,2018,56272574912000
ind,2019,57569780242900
ind,2020,57100245185100
irl,1970,316802000
irl,1971,368607000
irl,1972,543815000
irl,1973,668086000
irl,1974,490326000
irl,1975,782059000
irl,1976,972634000
irl,1977,1307867000
irl,1978,1581703000
irl,1979,1557087000
irl,1980,1522607000
irl,1981,1816819000
irl,1982,3383634000
irl,1983,3868061000
irl,1984,4648953000
irl,1985,4882067000
irl,1986,5027499000
irl,1987,5890185000
irl,1988,6941003000
irl,1989,8329250000
irl,1990,9681932000
irl,1991,9509777000
irl,1992,10021434000
irl,1993,11613703000
irl,1994,12666864000
irl,1995,16632067000
irl,1996,18450604000
irl,1997,23378496000
irl,1998,28860375000
irl,1999,34816717000
irl,2000,41586954000
irl,2001,47648256000
irl,2002,53899363000
irl,2003,57472958000
irl,2004,62611637000
irl,2005,68647677000
irl,2006,73881147000
irl,2007,74813257000
irl,2008,61739712000
irl,2009,55405451000
irl,2010,56896032000
irl,2011,59854702000
irl,2012,64281185000
irl,2013,68081293000
irl,2014,79614239000
irl,2015,143489194000
irl,2016,144520540000
irl,2017,166435758000
irl,2018,187890877000
irl,2019,209575645000
irl,2020,232296257000
irn,1960,24304965706.61
irn,1961,32524380397.535
irn,1962,41903422436.426
irn,1963,48370686461.0031
irn,1964,69881617622.07091
irn,1965,100995938467.817
irn,1966,111222534785.84599
irn,1967,122782351583.261
irn,1968,179748422082.88101
irn,1969,186958973740.70096
irn,1970,206880374466.056
irn,1971,264855075278.14896
irn,1972,389032969210.23602
irn,1973,713643146510.84998
irn,1974,1317915640406.59009
irn,1975,1080713999727.81006
irn,1976,1953589663289.70972
irn,1977,2134526944714.96948
irn,1978,1453825227744.30005
irn,1979,1772367671769.37988
irn,1980,1438298734853.37988
irn,1981,1163072074749.53003
irn,1982,2088886177575.79004
irn,1983,2892444263424.2002
irn,1984,2873750105266.7998
irn,1985,2700056644224.2002
irn,1986,2086629001594
irn,1987,3248186487792.5
irn,1988,2166165487727
irn,1989,4487317507267.09961
irn,1990,8082810724526.88965
irn,1991,14692849223400
irn,1992,20858781484200
irn,1993,35385784625700
irn,1994,47890593717100
irn,1995,70492316133200
irn,1996,108838483060400
irn,1997,114012121818700
irn,1998,102622264875700
irn,1999,171519058607800
irn,2000,234525882892300
irn,2001,272491943072400
irn,2002,426727137121900
irn,2003,555315140425500
irn,2004,754435572968000
irn,2005,948380844716800
irn,2006,1125798225392600
irn,2007,1594350477782200
irn,2008,1877260664114600
irn,2009,1820515139174200
irn,2010,2330244150981400
irn,2011,3005464178572700
irn,2012,3147767295024900
irn,2013,4489474673042300
irn,2014,4999594393019800
irn,2015,4223985503690800
irn,2016,4904430393026800
irn,2017,5965212799032600
irn,2018,7504646080774701
irn,2019,9457452156701500
irn,2020,14195003463669200
