geo,time,ny_tax_nind_cn
gin,2002,444810000000
gin,2003,474566000000
gin,2004,565496000000
gin,2005,831676000000
gin,2006,1137146000000
gin,2007,1806279000000
gin,2008,2363044000000
gin,2009,2280087319600
gin,2010,2667379204200
gin,2011,3360768000000
gin,2012,4998873000000
gin,2013,5374795000000
gin,2014,5805513561300
gin,2015,6379431000000
gin,2016,7999334005000
gin,2017,9267064324000
gin,2018,9236830000000
gin,2019,11085374758100
gin,2020,12159609694000
gmb,2004,1729520700
gmb,2005,1666454200
gmb,2006,1973787400
gmb,2007,2290819500
gmb,2008,2105076700
gmb,2009,2687030400
gmb,2010,2497893100
gmb,2011,2651682900
gmb,2012,2812703700
gmb,2013,3342197900
gmb,2014,4047052200
gmb,2015,5130455300
gmb,2016,5411970100
gmb,2017,5386915300
gmb,2018,6365367600
gmb,2019,6479731300
gmb,2020,8286063600
gnb,1970,0
gnb,1971,0
gnb,1972,0
gnb,1973,0
gnb,1974,0
gnb,1975,0
gnb,1976,0
gnb,1977,0
gnb,1978,0
gnb,1979,100
gnb,1982,15400
gnb,1983,30800
gnb,1984,0
gnb,1985,0
gnb,1986,200000
gnb,1987,105415400
gnb,1988,200323100
gnb,1989,178923100
gnb,1990,521692300
gnb,1991,758615400
gnb,1992,749230800
gnb,1993,1584000000
gnb,1994,2802243000
gnb,1995,4178107700
gnb,1996,6391645600
gnb,1997,2753000000
gnb,1998,1887000000
gnb,1999,8600000000
gnb,2000,6224000000
gnb,2001,6262000000
gnb,2002,9260000000
gnb,2003,5263000000
gnb,2004,8510000000
gnb,2005,7870000000
gnb,2006,8647000000
gnb,2007,8954000000
gnb,2008,9831000000
gnb,2009,12920000000
gnb,2010,16693000000
gnb,2011,20213000000
gnb,2012,18465000000
gnb,2013,17087068700
gnb,2014,23753905500
gnb,2015,37844397300
gnb,2016,42926871900
gnb,2017,54660462700
gnb,2018,53105821400
gnb,2019,43051049900
gnb,2020,45069000000
gnq,2005,33441138700
gnq,2006,18523000000
gnq,2007,26113000000
gnq,2008,-6948000000
gnq,2009,53902000000
gnq,2010,27614000000
gnq,2011,-25405000000
gnq,2012,-33482000000
gnq,2013,12535000000
gnq,2014,69449000000
gnq,2015,97722584700
gnq,2016,98886000000
gnq,2017,80444000000
gnq,2018,68925000000
gnq,2019,79059000000
gnq,2020,68618000000
grc,1970,103768000
grc,1971,108741000
grc,1972,121094000
grc,1973,141855000
grc,1974,144244000
grc,1975,200291000
grc,1976,243962000
grc,1977,302045000
grc,1978,366925000
grc,1979,465545000
grc,1980,474776000
grc,1981,482070000
grc,1982,669429000
grc,1983,877311000
grc,1984,1123725000
grc,1985,1219755000
grc,1986,1628244000
grc,1987,2013211000
grc,1988,2413216000
grc,1989,2451339000
grc,1990,3377321000
grc,1991,4608205000
grc,1992,5835913000
grc,1993,6089730000
grc,1994,7317400000
grc,1995,8384353000
grc,1996,9760642000
grc,1997,11275020000
grc,1998,11838848000
grc,1999,13827881000
grc,2000,15065879000
grc,2001,16723544000
grc,2002,17663377000
grc,2003,18391535000
grc,2004,18942794000
grc,2005,20421804000
grc,2006,24814439000
grc,2007,27427632000
grc,2008,28171528000
grc,2009,25143316000
grc,2010,26394876000
grc,2011,25127681000
grc,2012,22229972000
grc,2013,20417614000
grc,2014,20743478000
grc,2015,20533254000
grc,2016,22297574000
grc,2017,22559161000
grc,2018,23946738000
grc,2019,24488110000
grc,2020,20193150000
grd,1977,23200000
grd,1978,31100000
grd,1979,36600000
grd,1980,34400000
grd,1981,35900000
grd,1982,42800000
grd,1983,48400000
grd,1984,51500000
grd,1985,65000000
grd,1986,68400000
grd,1987,85600000
grd,1988,98500000
grd,1989,115000000
grd,1990,119100000
grd,1991,123400000
grd,1992,120500000
grd,1993,112000000
grd,1994,115460000
grd,1995,118860000
grd,1996,141740000
grd,1997,159060000
grd,1998,176470000
grd,1999,187020000
grd,2000,192790000
grd,2001,181580000
grd,2002,189940000
grd,2003,219320000
grd,2004,211600600
grd,2005,256927800
grd,2006,264769400
grd,2007,284832700
grd,2008,296049400
grd,2009,257503800
grd,2010,284470000
grd,2011,298474900
grd,2012,295758100
grd,2013,295586500
grd,2014,336862500
grd,2015,386767900
grd,2016,449310000
grd,2017,486941600
grd,2018,520895600
grd,2019,527326100
grd,2020,452439400
grl,2003,233600000
grl,2004,275600000
grl,2005,341800000
grl,2006,375000000
grl,2007,424600000
grl,2008,442800000
grl,2009,426300000
grl,2010,407600000
grl,2011,417800000
grl,2012,491000000
grl,2013,442600000
grl,2014,544600000
grl,2015,501100000
grl,2016,632000000
grl,2017,637500000
grl,2018,771300000
grl,2019,769400000
gtm,2001,5339300100
gtm,2002,6886990600
gtm,2003,7270458700
gtm,2004,7638491200
gtm,2005,7334172700
gtm,2006,8043530500
gtm,2007,8923562700
gtm,2008,7306378900
gtm,2009,5115092300
gtm,2010,5914225100
gtm,2011,6644653600
gtm,2012,6316765900
gtm,2013,24364957000
gtm,2014,26097966000
gtm,2015,27830646000
gtm,2016,29303407000
gtm,2017,31193781000
gtm,2018,33518164000
gtm,2019,36138578000
gtm,2020,34819496000
guy,1960,29400000
guy,1961,30700000
guy,1962,29000000
guy,1963,28200000
guy,1964,33700000
guy,1965,37400000
guy,1966,46700000
guy,1967,50400000
guy,1968,54300000
guy,1969,60700000
guy,1970,65600000
guy,1971,65700000
guy,1972,68600000
guy,1973,68400000
guy,1974,84900000
guy,1975,90000000
guy,1976,97800000
guy,1977,105300000
guy,1978,132000000
guy,1979,147000000
guy,1980,172000000
guy,1981,247000000
guy,1982,196000000
guy,1983,268000000
guy,1984,259000000
guy,1985,314000000
guy,1986,333000000
guy,1987,473000000
guy,1988,538000000
guy,1989,1256000000
guy,1990,1850000000
guy,1991,5344000000
guy,1992,6343000000
guy,1993,9592000000
guy,1994,12267000000
guy,1995,14344000000
guy,1996,16780000000
guy,1997,16934000000
guy,1998,17531000000
guy,1999,18570000000
guy,2000,21926400000
guy,2001,21185000000
guy,2002,20685420000
guy,2003,20803000000
guy,2004,25824400000
guy,2005,27240400000
guy,2006,23132402700
guy,2007,36875000000
guy,2008,33430000000
guy,2009,42604000000
guy,2010,47046000000
guy,2011,52147000000
guy,2012,56725000000
guy,2013,66219000000
guy,2014,69963000000
guy,2015,68975000000
guy,2016,73857000000
guy,2017,84043000000
guy,2018,99597000000
guy,2019,115956000000
guy,2020,80714000000
hkg,2000,31231000000
hkg,2001,26433000000
hkg,2002,24406000000
hkg,2003,25428000000
hkg,2004,33296000000
hkg,2005,35305000000
hkg,2006,40348000000
hkg,2007,64634000000
hkg,2008,58233000000
hkg,2009,54689000000
hkg,2010,68707000000
hkg,2011,69401000000
hkg,2012,63575000000
hkg,2013,75314000000
hkg,2014,83236000000
hkg,2015,95433000000
hkg,2016,83743000000
hkg,2017,110698000000
hkg,2018,117825000000
hkg,2019,93623000000
hkg,2020,103627000000
hnd,1960,64500000
hnd,1961,65000000
hnd,1962,67300000
hnd,1963,69600000
hnd,1964,81400000
hnd,1965,91300000
hnd,1966,94900000
hnd,1967,101000000
hnd,1968,113200000
hnd,1969,117200100
hnd,1970,138999900
hnd,1971,142999900
hnd,1972,150999900
hnd,1973,169999900
hnd,1974,199000000
hnd,1975,220999900
hnd,1976,286000000
hnd,1977,406999900
hnd,1978,403095304.00726
hnd,1979,460005434.66059
hnd,1980,502738351.29206
hnd,1981,548272928.96659
hnd,1982,550071251.47004
hnd,1983,550829823.95463
hnd,1984,672130621.38924
hnd,1985,777344625.00081
hnd,1986,868687877.8743
hnd,1987,959408089.88045
hnd,1988,1007764557.19763
hnd,1989,1058072072.94515
hnd,1990,1521584135.34447
hnd,1991,2047179800
hnd,1992,2229791500
hnd,1993,2489484200
hnd,1994,3411851700
hnd,1995,4680506500
hnd,1996,5742831700
hnd,1997,7141156900
hnd,1998,7986274400
hnd,1999,9151467000
hnd,2000,10118300000
hnd,2001,11548800000
hnd,2002,12181200000
hnd,2003,12817900000
hnd,2004,14397000000
hnd,2005,15901200000
hnd,2006,17901800000
hnd,2007,19686200000
hnd,2008,19223400000
hnd,2009,19999900000
hnd,2010,21563600000
hnd,2011,23640200000
hnd,2012,25744300000
hnd,2013,26559600000
hnd,2014,35146400000
hnd,2015,41136800000
hnd,2016,46204500000
hnd,2017,50225700000
hnd,2018,55060100000
hnd,2019,58737500000
hnd,2020,51257600000
hrv,1995,20604083745.6595
hrv,1996,21298322469.329
hrv,1997,23641580359.0716
hrv,1998,28369137352.7492
hrv,1999,28215143801.1593
hrv,2000,31163969481.8441
hrv,2001,32883216747.3302
hrv,2002,36471522692.9642
hrv,2003,38610101351.25929
hrv,2004,40052139128.3663
hrv,2005,42865612402.9508
hrv,2006,47179951931.9527
hrv,2007,50054193815.973
hrv,2008,53687466633.0153
hrv,2009,48252744277.4498
hrv,2010,49968690445.6013
hrv,2011,49035639886.901
hrv,2012,52459024519.3817
hrv,2013,55378060347.9325
hrv,2014,55621953514.4343
hrv,2015,58348991773.0504
hrv,2016,60207703414.5209
hrv,2017,63813886213.033
hrv,2018,68695836316.4992
hrv,2019,72827850183.545
hrv,2020,61589000000
hti,1988,689100000
hti,1989,1061600000
hti,1990,738000000
hti,1991,892400000
hti,1992,606700000
hti,1993,751700000
hti,1994,530100000
hti,1995,1616400000
hti,1996,2508900000
hti,1997,3236700000
hti,1998,2272700000
hti,1999,3096900000
hti,2000,3467800000
hti,2001,3865600000
hti,2002,4559800000
hti,2003,5896400000
hti,2004,7501800000
hti,2005,7163600000
hti,2006,9938200000
hti,2007,12173000000
hti,2008,14795200000
hti,2009,15707800000
hti,2010,17848200000
hti,2011,21647800000
hti,2012,23630380400
hti,2013,25086770200
hti,2014,25324674200
hti,2015,30888099700
hti,2016,32199050300
hti,2017,35298251300
hti,2018,42665603900
hti,2019,38737957900
hti,2020,34645702400
hun,1991,308860529000
hun,1992,421489557000
hun,1993,533472835000
hun,1994,648223181000
hun,1995,893761000000
hun,1996,1046067000000
hun,1997,1204714000000
hun,1998,1433241000000
hun,1999,1653193000000
hun,2000,1966294000000
hun,2001,2090844000000
hun,2002,2299370000000
hun,2003,2687674000000
hun,2004,3038820000000
hun,2005,3121686000000
hun,2006,3204596000000
hun,2007,3599535000000
hun,2008,3903775000000
hun,2009,3972632000000
hun,2010,4152310000000
hun,2011,4253042000000
hun,2012,4587216000000
hun,2013,4719774000000
hun,2014,5085994000000
hun,2015,5505448000000
hun,2016,5492305000000
hun,2017,5965756000000
hun,2018,6744544000000
hun,2019,7300398000000
hun,2020,7421329000000
idn,2000,124851152077800
idn,2001,-37958650000000
idn,2002,-75966520000000
idn,2010,180453300000000
idn,2011,155826700000000
idn,2012,186005000000000
idn,2013,237802400000000
idn,2014,263472900000000
idn,2015,363127100000000
idn,2016,442873000000000
idn,2017,523229900000000
idn,2018,601997600000000
idn,2019,651107600000000
idn,2020,561146500000000
ind,1960,9691460468.66829
ind,1961,10970504083.33
ind,1962,12737597298.0061
ind,1963,15686038783.5774
ind,1964,17899335064.4431
ind,1965,20725834540.83509
ind,1966,21849221459.97589
ind,1967,24387673730.7116
ind,1968,27333240010.2796
ind,1969,30573112834.30989
ind,1970,34381647138.8705
ind,1971,39664103079.6209
ind,1972,44762671026.3907
ind,1973,50216995444.8943
ind,1974,61416388955.8008
ind,1975,74294677636.62498
ind,1976,82005216923.34019
ind,1977,85975953181.83998
ind,1978,101128882175.98199
ind,1979,116502084527.29601
ind,1980,133179928066.886
ind,1981,161834429721.87299
ind,1982,183155991103.97696
ind,1983,204500882003.07697
ind,1984,223897805193.13101
ind,1985,277554844575.79303
ind,1986,320629670603.01599
ind,1987,373029170532.61902
ind,1988,420259633336.96399
ind,1989,470568597599.38599
ind,1990,563166905002.51294
ind,1991,626008915100
ind,1992,733796064800
ind,1993,765206068000
ind,1994,937796914200
ind,1995,1122808073300
ind,1996,1224532511900
ind,1997,1304024912800
ind,1998,1412777902800
ind,1999,1720596507700
ind,2000,1843675458800
ind,2001,1891520923400
ind,2002,2017306448000
ind,2003,2260653122000
ind,2004,2820332019000
ind,2005,3052109195700
ind,2006,3497340019200
ind,2007,4084741552100
ind,2008,3413143697600
ind,2009,3915005736100
ind,2010,5508014490600
ind,2011,6293827178400
ind,2012,7413210000000
ind,2013,8703690000000
ind,2014,9636798092700
ind,2015,11973752326500
ind,2016,14264688252400
ind,2017,15843771496100
ind,2018,17257441677100
ind,2019,18896696381100
ind,2020,18305033761700
irl,1970,302389000
irl,1971,343457000
irl,1972,388592000
irl,1973,391981000
irl,1974,296832000
irl,1975,527385000
irl,1976,803750000
irl,1977,721748000
irl,1978,653165000
irl,1979,711447000
irl,1980,1125521000
irl,1981,1660089000
irl,1982,2124854000
irl,1983,2403388000
irl,1984,2539470000
irl,1985,2462619000
irl,1986,2694121000
irl,1987,2783437000
irl,1988,3087645000
irl,1989,3404906000
irl,1990,3470534000
irl,1991,3453134000
irl,1992,4001746000
irl,1993,3892315000
irl,1994,4826800000
irl,1995,5616494000
irl,1996,6149603000
irl,1997,7192953000
irl,1998,8407417000
irl,1999,9968643000
irl,2000,11771732000
irl,2001,12253647000
irl,2002,13176584000
irl,2003,14530437000
irl,2004,16466899000
irl,2005,19283157000
irl,2006,22362373000
irl,2007,22866760000
irl,2008,19333344000
irl,2009,15250090000
irl,2010,15197886000
irl,2011,14857285000
irl,2012,15213707000
irl,2013,15917273000
irl,2014,17546368000
irl,2015,18759698000
irl,2016,19949037000
irl,2017,20768693000
irl,2018,21453524000
irl,2019,23238748000
irl,2020,20411992000
irn,1960,18215967302.4523
irn,1961,17762833787.4659
irn,1962,18306594005.4496
irn,1963,20391008174.3869
irn,1964,20753514986.376
irn,1965,25103596730.2452
irn,1966,31900599455.0409
irn,1967,34438147138.9646
irn,1968,40510136239.782
irn,1969,46400871934.6049
irn,1970,51475967302.4523
irn,1971,58997983651.2261
irn,1972,69238801089.9182
irn,1973,69873188010.8992
irn,1974,35706920980.9264
irn,1975,67879400544.9591
irn,1976,97151825613.07901
irn,1977,169381307901.90701
irn,1978,159956130790.19101
irn,1979,4350081743.86921
irn,1980,146180871934.60501
irn,1981,113283378746.59399
irn,1982,185240980926.43097
irn,1983,404376348773.84198
irn,1984,508687683923.70599
irn,1985,550647847411.44397
irn,1986,555451062670.30005
irn,1987,602667574931.88
irn,1988,498900000000
irn,1989,685300000000
irn,1990,809300000000
irn,1991,1343300000000
irn,1992,1953200000000
irn,1993,-77300000000
irn,1994,-1207000000000
irn,1995,-2256300000000
irn,1996,-623700000000
irn,1997,909200000000
irn,1998,612300000000
irn,1999,2240430000000
irn,2000,3979900000000
irn,2001,7116137687000
irn,2002,9441132207600
irn,2003,14159218227700
irn,2004,6012319740000
irn,2005,-30849741944100
irn,2006,-44649547736600
irn,2007,-15772641212800
irn,2008,-6171131022700
irn,2009,34287350188000
irn,2010,45408479256200
irn,2011,31962360812100
irn,2012,57951400414200
irn,2013,91349202356000
irn,2014,257398399819900
irn,2015,285134149931900
irn,2016,428409000000000
irn,2017,509428000000000
irn,2018,510235000000000
irn,2019,559283125812900
irn,2020,744888500000000
isl,1995,62344935000
isl,1996,68728144000
isl,1997,72734238000
isl,1998,77189142000
isl,1999,90247482000
isl,2000,92431207000
isl,2001,88676918000
isl,2002,95334285000
isl,2003,104307461000
isl,2004,123144125000
isl,2005,147445814000
isl,2006,171985102000
isl,2007,180193959000
isl,2008,170407244000
isl,2009,154559781000
isl,2010,164284273000
isl,2011,175454258000
isl,2012,190690508000
isl,2013,198776936000
isl,2014,212038250000
isl,2015,233086186000
isl,2016,259038359000
isl,2017,293187408000
isl,2018,306480047000
isl,2019,301204357000
isl,2020,286947654000
isr,1995,36204817000
isr,1996,41671367000
isr,1997,46120463000
isr,1998,48915554000
isr,1999,53875202000
isr,2000,56761077000
isr,2001,56676453000
isr,2002,62761479000
isr,2003,62759698000
isr,2004,65779165000
isr,2005,68863585000
isr,2006,71496365000
isr,2007,77745035000
isr,2008,81057999000
isr,2009,84366160000
isr,2010,94531987000
isr,2011,100158653000
isr,2012,102515268000
isr,2013,110526673000
isr,2014,119077972000
isr,2015,121552833000
isr,2016,127013031000
isr,2017,124139102000
isr,2018,128725951000
isr,2019,130658349000
isr,2020,124158442000
ita,1970,3141622000
ita,1971,3290069000
ita,1972,3277951000
ita,1973,3783883000
ita,1974,4705869000
ita,1975,3943438000
ita,1976,5681378000
ita,1977,7350649000
ita,1978,8476624000
ita,1979,9308735000
ita,1980,12668483000
ita,1981,14040860000
ita,1982,18169099000
ita,1983,23473806000
ita,1984,26522523000
ita,1985,28972402000
ita,1986,32984509000
ita,1987,39463664000
ita,1988,47183915000
ita,1989,52106901000
ita,1990,63390889000
ita,1991,73306540000
ita,1992,79014174000
ita,1993,78593069000
ita,1994,83702876000
ita,1995,95206000000
ita,1996,98183000000
ita,1997,107760000000
ita,1998,117256000000
ita,1999,123171000000
ita,2000,129057000000
ita,2001,128660000000
ita,2002,132959000000
ita,2003,133215000000
ita,2004,142026000000
ita,2005,147530000000
ita,2006,161501000000
ita,2007,165123000000
ita,2008,160430000000
ita,2009,152099000000
ita,2010,161849000000
ita,2011,167881000000
ita,2012,166352000000
ita,2013,161237000000
ita,2014,164661000000
ita,2015,167306000000
ita,2016,173033000000
ita,2017,178797000000
ita,2018,181815000000
ita,2019,185280000000
ita,2020,160460000000
jam,1960,39300000
jam,1961,42600000
jam,1962,43500000
jam,1963,45400000
jam,1964,57100000
jam,1965,60900000
jam,1966,66800000
jam,1967,87600000
jam,1968,83400000
jam,1969,87400000
jam,1970,97800000
jam,1971,113700000
jam,1972,125400000
jam,1973,146300000
jam,1974,179600000
jam,1975,238700000
jam,1976,236700000
jam,1977,215700000
jam,1978,271900000
jam,1979,358100000
jam,1980,468700000
jam,1981,622000000
jam,1982,732200000
jam,1983,794500000
jam,1984,1114200100
jam,1985,1555900000
jam,1986,2041600000
jam,1987,2529600000
jam,1988,2775300100
jam,1989,3277799900
jam,1990,3879300100
jam,1991,5140400100
jam,1992,10070899700
jam,1993,14670000000
jam,1994,18393000000
jam,1995,25871000000
jam,1996,29271000000
jam,1997,30244000000
jam,1998,35433000000
jam,1999,39600000000
jam,2000,44109000000
jam,2001,49042000000
jam,2002,53518000000
jam,2003,66976000000
jam,2004,79395000000
jam,2005,88581000000
jam,2006,101696000000
jam,2007,118381000000
jam,2008,130824000000
jam,2009,136525000000
jam,2010,162648000000
jam,2011,172790000000
jam,2012,189725000000
jam,2013,217382000000
jam,2014,236156000000
jam,2015,265777000000
jam,2016,295876000000
jam,2017,346386000000
jam,2018,371084000000
jam,2019,395919000000
jam,2020,324414000000
jor,1965,17900000
jor,1966,20800000
jor,1967,15900000
jor,1968,16900000
jor,1969,20300000
jor,1970,17100000
jor,1971,17400000
jor,1972,20600000
jor,1973,25300000
jor,1974,38200000
jor,1975,53700000
jor,1976,58282000
jor,1977,82995000
jor,1978,83025000
jor,1979,81375000
jor,1980,106092000
jor,1981,136531000
jor,1982,143201000
jor,1983,185266000
jor,1984,179104000
jor,1985,202783000
jor,1986,303319000
jor,1987,286811000
jor,1988,286768000
jor,1989,225917000
jor,1990,297196000
jor,1991,325380000
jor,1992,481581000
jor,1993,549806000
jor,1994,667074000
jor,1995,695481000
jor,1996,768703000
jor,1997,686168000
jor,1998,889661000
jor,1999,913195000
jor,2000,845007000
jor,2001,893762000
jor,2002,944556000
jor,2003,927479000
jor,2004,895684000
jor,2005,961756000
jor,2006,1312585000
jor,2007,1326293000
jor,2008,1815632900
jor,2009,2090391400
jor,2010,2624411900
jor,2011,2785692900
jor,2012,2985340700
jor,2013,3212419000
jor,2014,3437391400
jor,2015,3538560200
jor,2016,3645045000
jor,2017,3759352100
jor,2018,3865800000
jor,2019,3944246700
jor,2020,3799079100
jpn,1970,516964598000
jpn,1971,496518498000
jpn,1972,529419076000
jpn,1973,671088756000
jpn,1974,663512282000
jpn,1975,567716594000
jpn,1976,737512635000
jpn,1977,804974388000
jpn,1978,786707821000
jpn,1979,980374944000
jpn,1980,1362208463000
jpn,1981,1315089023000
jpn,1982,1359821354000
jpn,1983,1232059174000
jpn,1984,1387947716000
jpn,1985,1404449898000
jpn,1986,1085615278000
jpn,1987,1210263839000
jpn,1988,1263091580000
jpn,1989,747787579000
jpn,1990,500566203000
jpn,1991,547166706000
jpn,1992,860915748000
jpn,1993,711358233000
jpn,1994,970100000000
jpn,1995,917500000000
jpn,1996,912800000000
jpn,1997,318300000000
jpn,1998,34800000000
jpn,1999,392100000000
jpn,2000,396400000000
jpn,2001,550600000000
jpn,2002,858700000000
jpn,2003,932600000000
jpn,2004,887500000000
jpn,2005,1561600000000
jpn,2006,2164900000000
jpn,2007,2072100000000
jpn,2008,2336100000000
jpn,2009,1775900000000
jpn,2010,2085400000000
jpn,2011,2819200000000
jpn,2012,2862400000000
jpn,2013,3526900000000
jpn,2014,3995700000000
jpn,2015,3104700000000
jpn,2016,1975000000000
jpn,2017,2640000000000
jpn,2018,2977000000000
jpn,2019,2423300000000
kaz,1992,304000000
kaz,1993,1796900000
kaz,1994,13838600000
kaz,1995,44333600000
kaz,1996,70408500000
kaz,1997,76885100000
kaz,1998,103670900000
kaz,1999,113528000000
kaz,2000,172682400000
kaz,2001,224626500000
kaz,2002,271781700000
kaz,2003,313022700000
kaz,2004,353323300000
kaz,2005,467849900000
kaz,2006,665834200000
kaz,2007,919585000000
kaz,2008,1125255400000
kaz,2009,782282700000
kaz,2010,1166485400000
kaz,2011,2501177900000
kaz,2012,2487096500000
kaz,2013,3102424100000
kaz,2014,3024260700000
kaz,2015,2100233200000
kaz,2016,2633564500000
kaz,2017,3182998500000
kaz,2018,4112983100000
kaz,2019,4851021700000
kaz,2020,3820798100000
ken,1960,420900000
ken,1961,421900000
ken,1962,461800000
ken,1963,493000000
ken,1964,532000000
ken,1965,578400000
ken,1966,695800100
ken,1967,687800100
ken,1968,808399900
ken,1969,890400000
ken,1970,1074400000
ken,1971,1301600000
ken,1972,1276000000
ken,1973,1776000000
ken,1974,2438000000
ken,1975,2790000000
ken,1976,3510000000
ken,1977,4384002000
ken,1978,5394002000
ken,1979,5939999000
ken,1980,7942001000
ken,1981,8827998000
ken,1982,9259800000
ken,1983,10119600000
ken,1984,11718600000
ken,1985,12333400000
ken,1986,15161000000
ken,1987,18191200000
ken,1988,21579800000
ken,1989,23831600000
ken,1990,27978800000
ken,1991,30442000000
ken,1992,36421400000
ken,1993,49903080000
ken,1994,62593100000
ken,1995,71484340000
ken,1996,72666000000
ken,1997,80044000000
ken,1998,94981200000
ken,1999,101933630000
ken,2000,108918930000
ken,2001,113348000000
ken,2002,116460000000
ken,2003,125721000000
ken,2004,141478000000
ken,2005,154197000000
ken,2006,212044000000
ken,2007,247878000000
ken,2008,271611000000
ken,2009,298418000000
ken,2010,332688000000
ken,2011,367642000000
ken,2012,431721000000
ken,2013,479390000000
ken,2014,520857000000
ken,2015,595080000000
ken,2016,667408000000
ken,2017,729074000000
ken,2018,808805000000
ken,2019,865790000000
ken,2020,860805000000
kgz,1987,700000
kgz,1988,800000
kgz,1989,900000
kgz,1990,1098000
kgz,1991,4305000
kgz,1992,33848000
kgz,1993,248600000
kgz,1994,740000000
kgz,1995,1184300000
kgz,1996,1612800000
kgz,1997,2355800000
kgz,1998,3007000000
kgz,1999,3618696000
kgz,2000,4555400000
kgz,2001,5356300000
kgz,2002,6556300000
kgz,2003,7789000000
kgz,2004,9553600000
kgz,2005,10936200000
kgz,2006,14202000000
kgz,2007,19157800000
kgz,2008,24693300000
kgz,2009,22152800000
kgz,2010,22582400000
kgz,2011,31567600000
kgz,2012,40748000000
kgz,2013,49415500000
kgz,2014,55931100000
kgz,2015,50727200000
kgz,2016,62532000000
kgz,2017,69330100000
kgz,2018,80566200000
kgz,2019,82325100000
kgz,2020,64670300000
khm,1993,194500000000
khm,1994,334374000000
khm,1995,395285000000
khm,1996,483470000000
khm,1997,536920000000
khm,1998,594100000000
khm,1999,865301000000
khm,2000,870232000000
khm,2001,920702000000
khm,2002,1040437000000
khm,2003,1065160141900
khm,2004,1423182627700
khm,2005,1597535801500
khm,2006,1795189049000
khm,2007,2787618283800
khm,2008,2953947374700
khm,2009,3131263672500
khm,2010,3381764766300
khm,2011,3672288795600
khm,2012,4005768682100
khm,2013,4404260382200
khm,2014,4882552041500
khm,2015,5385020565700
khm,2016,5981932028700
khm,2017,6749942112500
khm,2018,7616555705500
khm,2019,8408203265300
khm,2020,8186501647400
kir,1977,-108000
kir,1978,2300000
kir,1979,1949000
kir,1980,10571000
kir,1981,10671000
kir,1982,10700000
kir,1983,10316000
kir,1984,17710000
kir,1985,19211000
kir,1986,21492000
kir,1987,19223000
kir,1988,20724000
kir,1989,19960000
kir,1990,20477000
kir,1991,3240800
kir,1992,579400
kir,1993,2117300
kir,1994,2219300
kir,1995,2663300
kir,1996,4011500
kir,1997,5934000
kir,1998,4531400
kir,1999,1959000
kir,2000,13061100
kir,2001,11805000
kir,2002,15096800
kir,2003,14057500
kir,2004,14946700
kir,2005,20019400
kir,2006,9799000
kir,2007,11988000
kir,2008,8835000
kir,2009,9788000
kir,2010,7647300
kir,2011,6623000
kir,2012,7712000
kir,2013,8622000
kir,2014,6080000
kir,2015,12722000
kir,2016,205000
kir,2017,-7023000
kir,2018,-2325000
kir,2019,10226666.66667
kna,1977,11520000
kna,1978,16020000
kna,1979,19860000
kna,1980,26130000
kna,1981,28880000
kna,1982,20340000
kna,1983,21810000
kna,1984,26650000
kna,1985,29620000
kna,1986,41310000
kna,1987,48440000
kna,1988,53380000
kna,1989,65190000
kna,1990,69530000
kna,1991,47450000
kna,1992,53670000
kna,1993,63630000
kna,1994,69450000
kna,1995,94720000
kna,1996,105170000
kna,1997,118840000
kna,1998,123370000
kna,1999,128930000
kna,2000,118650000
kna,2001,126850000
kna,2002,140120000
kna,2003,156050000
kna,2004,176510000
kna,2005,197570000
kna,2006,249940000
kna,2007,238330000
kna,2008,267680000
kna,2009,226270000
kna,2010,231240000
kna,2011,303750000
kna,2012,298740000
kna,2013,316190000
kna,2014,360830000
kna,2015,349970000
kna,2016,348692100
kna,2017,335585200
kna,2018,352826100
kna,2019,376098800
kna,2020,327109300
kor,1960,17600000000
kor,1961,17950000000
kor,1962,26120000000
kor,1963,28910000000
kor,1964,31670000000
kor,1965,44850000000
kor,1966,68720000000
kor,1967,95410000000
kor,1968,144330000000
kor,1969,192350000000
kor,1970,245600000000
kor,1971,289500000000
kor,1972,311100000000
kor,1973,407000000000
kor,1974,660800000000
kor,1975,975000000000
kor,1976,1465700000000
kor,1977,1937200000000
kor,1978,2722900000000
kor,1979,3468800000000
kor,1980,4293900000000
kor,1981,5297600000000
kor,1982,6121000000000
kor,1983,7733600000000
kor,1984,8298600000000
kor,1985,8891100000000
kor,1986,10186100000000
kor,1987,11829300000000
kor,1988,13752300000000
kor,1989,14884800000000
kor,1990,19223800000000
kor,1991,21530100000000
kor,1992,24986000000000
kor,1993,27574400000000
kor,1994,33315400000000
kor,1995,38977300000000
kor,1996,45712000000000
kor,1997,50784700000000
kor,1998,44420600000000
kor,1999,55797700000000
kor,2000,63654500000000
kor,2001,71616200000000
kor,2002,81402900000000
kor,2003,84179200000000
kor,2004,83668800000000
kor,2005,89528700000000
kor,2006,93380900000000
kor,2007,100076100000000
kor,2008,105729500000000
kor,2009,106739700000000
kor,2010,119575300000000
kor,2011,120698400000000
kor,2012,123934800000000
kor,2013,123660400000000
kor,2014,128264300000000
kor,2015,137112500000000
kor,2016,147696800000000
kor,2017,156679600000000
kor,2018,161651900000000
kor,2019,161865100000000
kor,2020,163618900000000
kos,2008,592000000
kos,2009,610835000
kos,2010,711223000
kos,2011,865533000
kos,2012,886346000
kos,2013,891722000
kos,2014,965993000
kos,2015,1063402000
