geo,time,se_sec_uner_lo_zs
tcd,2017,65.9924
tcd,2018,60.58884
tcd,2019,62.22386
tgo,1991,42.52619
tgo,1999,34.20488
tgo,2000,39.56705
tgo,2001,37.65794
tgo,2003,33.97518
tgo,2004,33.82508
tgo,2005,32.61732
tgo,2007,37.36376
tgo,2017,21.44502
tha,1973,77.44822
tha,1974,74.61485
tha,2006,4.29639
tha,2007,3.92156
tha,2008,4.50341
tha,2009,3.55742
tjk,1999,26.54834
tjk,2000,17.34071
tjk,2001,17.8406
tjk,2002,13.4005
tjk,2004,8.43185
tjk,2005,9.11134
tjk,2006,7.89399
tjk,2007,6.2607
tjk,2008,6.37197
tjk,2009,6.2544
tjk,2010,5.35697
tjk,2011,5.83234
tls,2008,29.66756
tls,2009,27.18317
tls,2010,24.9481
tls,2011,20.22767
tls,2012,17.50889
tls,2013,16.95734
tls,2014,14.91476
tls,2015,14.80836
tls,2016,13.36877
tls,2017,12.64856
tls,2018,12.61658
tls,2019,10.22936
ton,1998,3.13759
ton,1999,3.61907
ton,2001,18.81569
ton,2012,2.37825
ton,2013,7.45849
ton,2014,1.67461
ton,2015,4.92003
ton,2018,8.18694
ton,2019,6.43389
ton,2020,10.88344
tto,1971,13.97985
tto,1972,14.54251
tto,1993,13.96886
tto,2004,11.73352
tun,1978,38.39164
tun,1979,38.93947
tun,1980,40.46076
tun,1983,34.90514
tun,1984,33.74172
tun,1985,30.62299
tur,1974,34.45362
tur,1986,36.36179
tur,1987,34.92206
tur,1988,33.90077
tur,1989,35.46256
tur,1990,36.02752
tur,1991,33.8256
tur,1992,32.88975
tur,1993,30.92308
tur,1997,32.83684
tur,1999,21.10596
tur,2000,11.80478
tur,2001,7.79516
tur,2002,6.64304
tur,2003,6.44075
tur,2004,5.79236
tur,2005,5.3028
tur,2006,4.65163
tur,2007,4.11295
tur,2008,3.50067
tur,2009,2.91323
tur,2010,1.9426
tur,2011,1.20498
tur,2012,0.96928
tur,2013,3.18261
tur,2014,5.48738
tur,2015,8.0051
tur,2016,9.79805
tur,2017,8.91418
tur,2018,6.21765
tur,2019,3.48943
tuv,2014,18.18182
tuv,2015,7.92338
tuv,2016,30.16043
tuv,2017,26.73684
tuv,2018,22.78876
tuv,2019,30.93525
tuv,2020,33.19797
tza,2012,58.74207
tza,2013,58.79951
tza,2014,62.37899
tza,2015,67.7383
tza,2016,71.75247
uga,2012,40.25212
uga,2013,44.94984
uga,2014,40.20537
uga,2015,47.20235
uga,2016,45.9859
uga,2017,48.75536
ukr,2002,2.36733
ukr,2003,2.18208
ukr,2004,2.37779
ukr,2005,4.13767
ukr,2006,3.66205
ukr,2007,3.97141
ukr,2008,4.50019
ukr,2009,4.81603
ukr,2010,5.2377
ukr,2011,5.31427
ukr,2012,5.99774
ukr,2013,5.18096
ukr,2014,3.64492
ury,1984,0
ury,2007,8.32334
ury,2008,8.21191
ury,2009,7.73761
ury,2011,12.06095
ury,2012,12.39074
ury,2014,4.98443
ury,2015,0.47832
ury,2016,0.74884
ury,2017,0.26134
ury,2019,0.83821
uzb,2007,3.28637
uzb,2008,4.36255
uzb,2009,4.8612
uzb,2010,5.29455
uzb,2011,6.80205
uzb,2012,7.58687
uzb,2013,8.25147
uzb,2014,6.73705
uzb,2015,6.68974
uzb,2016,4.83374
uzb,2017,3.92283
uzb,2018,2.41642
uzb,2019,1.21014
vct,2001,32.90883
vct,2002,1.78256
vct,2003,3.12968
vct,2004,2.45356
vct,2007,3.23607
vct,2008,3.35246
vct,2009,2.37591
vct,2010,5.50661
vct,2013,1.16456
vct,2014,0.60209
vct,2015,3.38655
vct,2016,2.44763
vct,2017,0.67671
vct,2018,1.53783
vct,2019,3.0051
ven,1971,48.2786
ven,1972,47.0518
ven,1999,24.88911
ven,2000,23.5609
ven,2001,19.87591
ven,2002,17.68649
ven,2003,16.31355
ven,2004,13.92424
ven,2005,12.4981
ven,2006,9.68628
ven,2007,6.32018
ven,2008,8.08175
ven,2009,6.57074
ven,2010,8.08083
ven,2011,9.36149
ven,2012,7.6142
ven,2013,5.50335
ven,2014,7.0618
ven,2015,8.44659
ven,2016,9.71155
ven,2017,14.0777
vgb,1985,0.06591
vgb,1992,9.06863
vgb,1994,0.24172
vgb,2000,4.09234
vgb,2011,7.85953
vgb,2012,4.64371
vgb,2013,7.30949
vgb,2014,4.8855
vgb,2015,4.82655
vgb,2020,11.99021
vnm,1977,36.92884
vnm,2000,14.84456
vnm,2001,14.36677
vnm,2002,11.92571
vut,1989,42.71011
vut,1999,28.98501
vut,2000,18.40743
vut,2001,17.25595
vut,2002,11.35023
vut,2003,13.83365
vut,2004,12.32955
vut,2011,5.67386
vut,2012,0.24338
vut,2015,3.40197
vut,2018,12.07261
vut,2019,15.63428
vut,2020,25.13063
wsm,1998,9.19197
wsm,1999,8.32637
wsm,2000,3.90542
wsm,2001,23.91911
wsm,2009,1.12169
wsm,2012,1.15006
wsm,2013,1.23899
wsm,2014,0.31976
wsm,2015,0.47346
wsm,2016,0.06398
wsm,2017,0.99125
wsm,2019,2.12679
yem,1999,37.07803
yem,2010,39.02241
yem,2012,36.56271
yem,2013,31.51896
yem,2016,28.44315
zaf,1994,13.3758
zaf,1999,13.11821
zaf,2000,14.47151
zaf,2001,16.19524
zaf,2002,14.76321
zaf,2003,12.94764
zaf,2004,10.39032
zaf,2005,8.7015
zaf,2017,19.1391
zaf,2018,14.36363
zaf,2019,10.32395
zwe,1999,8.95042
zwe,2000,9.6835
zwe,2001,8.64472
zwe,2002,16.85919
zwe,2003,21.5783
zwe,2012,4.7274
zwe,2013,2.25417
zwe,2014,2.62632
zwe,2015,3.03256
zwe,2016,2.26147
zwe,2017,2.35679
zwe,2018,6.22607
zwe,2019,7.54431
