geo,time,ne_con_totl_zs
fin,1981,70.14474
fin,1982,71.22632
fin,1983,71.37083
fin,1984,70.72765
fin,1985,71.77097
fin,1986,72.08939
fin,1987,72.45998
fin,1988,70.40913
fin,1989,69.68134
fin,1990,70.92536
fin,1991,77.0918
fin,1992,78.28431
fin,1993,77.17249
fin,1994,74.95179
fin,1995,72.8531
fin,1996,73.70473
fin,1997,71.40704
fin,1998,69.66316
fin,1999,69.10397
fin,2000,67.53785
fin,2001,67.47794
fin,2002,68.88057
fin,2003,70.75038
fin,2004,70.564
fin,2005,71.04872
fin,2006,71.13889
fin,2007,69.34229
fin,2008,70.88668
fin,2009,76.21309
fin,2010,76.31642
fin,2011,76.5235
fin,2012,78.13935
fin,2013,78.71976
fin,2014,79.0287
fin,2015,78.85564
fin,2016,78.00274
fin,2017,75.94708
fin,2018,75.99714
fin,2019,75.76172
fin,2020,75.62322
fji,1980,74.35152
fji,1981,78.88722
fji,1982,79.79298
fji,1983,85.77998
fji,1984,81.47118
fji,1985,82.84032
fji,1986,77.02114
fji,1987,82.90718
fji,1988,85.47115
fji,1989,89.92811
fji,1990,90.35914
fji,1991,89.70416
fji,1992,86.54689
fji,1993,83.0618
fji,1994,79.75628
fji,1995,80.23104
fji,1996,74.55142
fji,1997,75.68929
fji,1998,71.51469
fji,1999,65.96838
fji,2000,74.44783
fji,2001,73.23764
fji,2002,69.99651
fji,2003,68.18307
fji,2004,65.15736
fji,2005,92.89988
fji,2006,94.89786
fji,2007,89.80847
fji,2008,93.32453
fji,2009,92.39199
fji,2010,87.30688
fji,2011,84.91639
fji,2012,85.79157
fji,2013,84.96852
fji,2014,77.96905
fji,2015,77.34794
fji,2016,80.33659
fji,2017,80.11151
fji,2018,80.84421
fji,2019,81.42828
fji,2020,83.58072
fra,1960,71.9883
fra,1961,72.5869
fra,1962,72.80955
fra,1963,73.29686
fra,1964,72.33128
fra,1965,71.63251
fra,1966,71.42926
fra,1967,71.64666
fra,1968,72.32169
fra,1969,71.98975
fra,1970,71.26446
fra,1971,71.6553
fra,1972,71.57208
fra,1973,71.13123
fra,1974,71.97839
fra,1975,74.13132
fra,1976,74.47031
fra,1977,74.58435
fra,1978,74.63965
fra,1979,74.74423
fra,1980,75.78967
fra,1981,77.95249
fra,1982,78.65711
fra,1983,78.51692
fra,1984,78.6415
fra,1985,79.19938
fra,1986,78.36412
fra,1987,78.83509
fra,1988,77.31608
fra,1989,76.417
fra,1990,76.37483
fra,1991,76.71175
fra,1992,77.37048
fra,1993,78.77655
fra,1994,78.18813
fra,1995,77.88706
fra,1996,78.59576
fra,1997,77.5351
fra,1998,76.5732
fra,1999,76.24402
fra,2000,76.18324
fra,2001,76.26271
fra,2002,76.69434
fra,2003,77.38777
fra,2004,77.09767
fra,2005,77.46192
fra,2006,76.99555
fra,2007,76.54943
fra,2008,77.02848
fra,2009,79.45825
fra,2010,79.34495
fra,2011,78.72704
fra,2012,78.66937
fra,2013,78.74739
fra,2014,78.4356
fra,2015,77.85413
fra,2016,77.99568
fra,2017,77.62839
fra,2018,77.15336
fra,2019,76.59272
fra,2020,78.20827
fro,1998,76.84982
fro,1999,80.14664
fro,2000,78.1212
fro,2001,76.15503
fro,2002,77.98744
fro,2003,83.9648
fro,2004,84.64862
fro,2005,89.99846
fro,2006,83.64474
fro,2007,84.0721
fro,2008,87.12089
fro,2009,89.57535
fro,2010,84.56204
fro,2011,87.45027
fro,2012,84.39607
fro,2013,81.29223
fro,2014,77.58534
fro,2015,77.68852
fro,2016,70.70565
fro,2017,70.66284
fro,2018,69.50176
fro,2019,68.24633
fsm,1983,142.25352
gab,1970,56.31286
gab,1971,54.04387
gab,1972,51.05984
gab,1973,61.26628
gab,1974,33.95211
gab,1975,35.70502
gab,1976,27.01989
gab,1977,41.59664
gab,1978,50.14837
gab,1979,45.99752
gab,1980,39.37182
gab,1981,40.98142
gab,1982,43.05661
gab,1983,47.03242
gab,1984,48.14291
gab,1985,52.71576
gab,1986,73.14838
gab,1987,76.16344
gab,1988,67.58603
gab,1989,69.09772
gab,1990,63.14328
gab,1991,58.754
gab,1992,65.1161
gab,1993,63.68057
gab,1994,55.01352
gab,1995,53.04581
gab,1996,50.3911
gab,1997,44.45611
gab,1998,62.07323
gab,1999,54.56705
gab,2000,41.73552
gab,2001,52.06517
gab,2002,53.77923
gab,2003,53.51612
gab,2004,50.15448
gab,2005,42.56772
gab,2006,43.46058
gab,2007,43.19658
gab,2008,39.50955
gab,2009,51.18
gab,2010,44.12956
gab,2011,40.36724
gab,2012,43.47598
gab,2013,46.73963
gab,2014,49.3395
gab,2015,52.65481
gab,2016,55.08043
gab,2017,53.20145
gab,2018,49.18021
gab,2019,48.66715
gab,2020,55.16518
gbr,1970,84.2766
gbr,1971,84.85201
gbr,1972,86.07019
gbr,1973,85.29259
gbr,1974,89.25376
gbr,1975,91.26881
gbr,1976,89.78367
gbr,1977,86.95337
gbr,1978,85.87751
gbr,1979,85.59608
gbr,1980,86.52151
gbr,1981,87.3561
gbr,1982,87.24798
gbr,1983,87.13277
gbr,1984,86.91953
gbr,1985,85.84366
gbr,1986,87.789
gbr,1987,86.39058
gbr,1988,86.00121
gbr,1989,84.94719
gbr,1990,85.62034
gbr,1991,87.19405
gbr,1992,88.76639
gbr,1993,88.93747
gbr,1994,88.52003
gbr,1995,81.13435
gbr,1996,81.03965
gbr,1997,82.11068
gbr,1998,82.73005
gbr,1999,83.50624
gbr,2000,83.42804
gbr,2001,84.05365
gbr,2002,84.52185
gbr,2003,84.48471
gbr,2004,85.02459
gbr,2005,84.62422
gbr,2006,84.02143
gbr,2007,83.63814
gbr,2008,84.62532
gbr,2009,86.54856
gbr,2010,85.8042
gbr,2011,85.17127
gbr,2012,85.31047
gbr,2013,84.85881
gbr,2014,84.20088
gbr,2015,83.85552
gbr,2016,83.82734
gbr,2017,83.03439
gbr,2018,83.30434
gbr,2019,83.05312
gbr,2020,83.34027
geo,1980,69.02655
geo,1981,67.47967
geo,1982,65.38462
geo,1983,65.15152
geo,1984,65
geo,1985,69.28571
geo,1986,70.80292
geo,1987,70.42254
geo,1988,73.28767
geo,1989,74.30556
geo,1990,77.33333
geo,1991,75
geo,1992,94.30295
geo,1993,118.8621
geo,1994,148.71184
geo,1995,112.79198
geo,1996,113.01506
geo,1997,112.20021
geo,1998,95.20466
geo,1999,91.78756
geo,2000,99.05167
geo,2001,89.1173
geo,2002,87.60512
geo,2003,88.43311
geo,2004,88.60377
geo,2005,87.4915
geo,2006,97.25596
geo,2007,96.10917
geo,2008,104.88967
geo,2009,107.92394
geo,2010,96.46497
geo,2011,95.96761
geo,2012,93.03383
geo,2013,91.1671
geo,2014,91.50045
geo,2015,90.74967
geo,2016,85.07423
geo,2017,83.6947
geo,2018,82.51524
geo,2019,83.66345
geo,2020,95.43614
gha,1960,82.85386
gha,1961,90.21505
gha,1962,87.13273
gha,1963,87.54545
gha,1964,84.46602
gha,1965,91.74625
gha,1966,92.16074
gha,1967,92.22074
gha,1968,89.35294
gha,1969,88.8056
gha,1970,87.20673
gha,1971,90.36
gha,1972,87.42451
gha,1973,85.91831
gha,1974,90.42918
gha,1975,86.35245
gha,1976,91.46491
gha,1977,89.99373
gha,1978,95.95445
gha,1979,93.39168
gha,1980,95.06441
gha,1981,95.99455
gha,1982,96.26609
gha,1983,96.68329
gha,1984,95.84973
gha,1985,93.36507
gha,1986,94.19761
gha,1987,96.08901
gha,1988,94.58265
gha,1989,94.3916
gha,1990,94.52835
gha,1991,92.68227
gha,1992,98.74168
gha,1993,93.95111
gha,1994,87.54615
gha,1995,88.4088
gha,1996,86.78058
gha,1997,95.77504
gha,1998,89.74745
gha,1999,96.54789
gha,2000,94.44531
gha,2001,92.9804
gha,2002,92.55674
gha,2003,92.99213
gha,2004,92.68618
gha,2005,96.271
gha,2006,92.58308
gha,2007,100.9196
gha,2008,102.96337
gha,2009,96.57916
gha,2010,100.68319
gha,2011,99.61224
gha,2012,95.48188
gha,2013,85.10595
gha,2014,80.17507
gha,2015,81.02197
gha,2016,79.77795
gha,2017,82.2008
gha,2018,78.39939
gha,2019,82.26118
gha,2020,84.10982
gin,1986,82.05742
gin,1987,82.81004
gin,1988,87.11568
gin,1989,81.5066
gin,1990,77.84073
gin,1991,77.87056
gin,1992,79.97836
gin,1993,79.86911
gin,1994,82.11728
gin,1995,81.99764
gin,1996,84.35533
gin,1997,82.27158
gin,1998,86.43037
gin,1999,84.54506
gin,2000,83.96118
gin,2001,84.96239
gin,2002,87.95431
gin,2003,77.61196
gin,2004,80.46301
gin,2005,80.79059
gin,2006,97.17428
gin,2007,100.59945
gin,2008,94.68562
gin,2009,103.47716
gin,2010,92.53876
gin,2011,96.69686
gin,2012,94.37801
gin,2013,103.99124
gin,2014,100.57837
gin,2015,105.28562
gin,2016,100.4266
gin,2017,89.66062
gin,2018,89.02261
gin,2019,87.2953
gin,2020,68.38323
gmb,1966,99.22863
gmb,1967,97.48075
gmb,1968,100.41259
gmb,1969,100.6577
gmb,1970,96.22763
gmb,1971,99.22096
gmb,1972,99.756
gmb,1973,99.15859
gmb,1974,98.78536
gmb,1975,90.36101
gmb,1976,93.54658
gmb,1977,97.50305
gmb,1978,103.07386
gmb,1979,99.20601
gmb,1980,94.16681
gmb,1981,97.46204
gmb,1982,92.84344
gmb,1983,93.11078
gmb,1984,95.35085
gmb,1985,94.96557
gmb,1986,92.87491
gmb,1987,92.74298
gmb,1988,91.7316
gmb,1989,89.85218
gmb,1990,89.33675
gmb,1991,95.50971
gmb,1992,93.8182
gmb,1993,103.61548
gmb,1994,105.45452
gmb,1995,95.17822
gmb,1996,104.87409
gmb,1997,93.96854
gmb,1998,98.41068
gmb,1999,97.59963
gmb,2000,101.10349
gmb,2001,92.57137
gmb,2002,98.44082
gmb,2003,96.08646
gmb,2004,98.66732
gmb,2005,101.22926
gmb,2006,94.18467
gmb,2007,95.20082
gmb,2008,102.89597
gmb,2009,99.9971
gmb,2010,103.4473
gmb,2011,95.17064
gmb,2012,87.13949
gmb,2013,94.81814
gmb,2014,96.26061
gmb,2015,89.98781
gmb,2016,87.42976
gmb,2017,93.89029
gmb,2018,95.32352
gmb,2019,94.70492
gmb,2020,90.21967
gnb,1970,96.61561
gnb,1971,102.15342
gnb,1972,108.52225
gnb,1973,113.77677
gnb,1974,117.41459
gnb,1975,105.36436
gnb,1976,106.40416
gnb,1977,103.51749
gnb,1978,105.81905
gnb,1979,110.73492
gnb,1981,98.77971
gnb,1982,105.18549
gnb,1983,103.58258
gnb,1984,100.15569
gnb,1985,122.50075
gnb,1986,102.82023
gnb,1987,92.37469
gnb,1988,94.02545
gnb,1989,98.31661
gnb,1990,97.17271
gnb,1991,96.81926
gnb,1992,97.09993
gnb,1993,92.98996
gnb,1994,96.08426
gnb,1995,101.17504
gnb,1996,98.25929
gnb,1997,94.86712
gnb,1998,110.06414
gnb,1999,101.15529
gnb,2000,106.89048
gnb,2001,101.52748
gnb,2002,99.91104
gnb,2003,99.41696
gnb,2004,102.82722
gnb,2005,104.08459
gnb,2006,104.76114
gnb,2007,101.23977
gnb,2008,100.15479
gnb,2009,105.57107
gnb,2010,109.53301
gnb,2011,95.338
gnb,2012,103.52353
gnb,2013,100.3416
gnb,2014,99.76161
gnb,2015,96.60991
gnb,2016,96.97284
gnb,2017,96.29809
gnb,2018,88.20803
gnb,2019,94.47928
gnb,2020,98.11459
gnq,2005,16.71296
gnq,2006,27.38036
gnq,2007,27.25529
gnq,2008,22.69755
gnq,2009,34.13483
gnq,2010,35.09506
gnq,2011,32.13745
gnq,2012,31.7173
gnq,2013,41.27861
gnq,2014,43.74332
gnq,2015,60.85966
gnq,2016,73.07642
gnq,2017,70.67033
gnq,2018,71.91512
gnq,2019,81.18123
gnq,2020,97.81474
grc,1960,87.38048
grc,1961,82.6772
grc,1962,83.75453
grc,1963,80.41168
grc,1964,79.87612
grc,1965,77.66801
grc,1966,76.95517
grc,1967,78.49029
grc,1968,78.06177
grc,1969,74.5345
grc,1970,74.16233
grc,1971,72.49419
grc,1972,69.38836
grc,1973,65.24237
grc,1974,71.62599
grc,1975,73.12767
grc,1976,71.39874
grc,1977,74.96977
grc,1978,74.86589
grc,1979,74.55898
grc,1980,76.07804
grc,1981,78.72046
grc,1982,78.60036
grc,1983,80.46471
grc,1984,78.48791
grc,1985,78.18908
grc,1986,77.91449
grc,1987,82.51544
grc,1988,80.83693
grc,1989,82.69918
grc,1990,84.05869
grc,1991,83.03151
grc,1992,84.19348
grc,1993,85.15149
grc,1994,84.47244
grc,1995,85.78572
grc,1996,85.56845
grc,1997,84.38882
grc,1998,84.49961
grc,1999,84.71573
grc,2000,85.15323
grc,2001,84.87115
grc,2002,85.37358
grc,2003,83.72592
grc,2004,83.17504
grc,2005,86.17712
grc,2006,84.35032
grc,2007,85.35274
grc,2008,88.09529
grc,2009,91.44158
grc,2010,89.61482
grc,2011,91.82379
grc,2012,92.4782
grc,2013,90.51814
grc,2014,89.66285
grc,2015,88.94639
grc,2016,88.60739
grc,2017,89.4881
grc,2018,89.01416
grc,2019,89.1211
grc,2020,92.61685
grl,2003,92.35047
grl,2004,93.26293
grl,2005,93.42835
grl,2006,90.94934
grl,2007,92.06437
grl,2008,93.11655
grl,2009,92.08276
grl,2010,90.00639
grl,2011,90.54267
grl,2012,88.28234
grl,2013,90.4148
grl,2014,87.54498
grl,2015,83.91143
grl,2016,79.81091
grl,2017,79.20749
grl,2018,79.30309
grl,2019,80.87764
gtm,1960,91.59641
gtm,1961,92.62562
gtm,1962,92.85589
gtm,1963,91.09123
gtm,1964,89.88531
gtm,1965,89.5148
gtm,1966,89.43697
gtm,1967,90.3612
gtm,1968,86.53834
gtm,1969,88.2185
gtm,1970,86.3813
gtm,1971,87.0264
gtm,1972,87.50297
gtm,1973,85.63755
gtm,1974,84.65918
gtm,1975,85.71546
gtm,1976,84.60587
gtm,1977,81.76261
gtm,1978,84.16795
gtm,1979,85.75754
gtm,1980,86.86712
gtm,1981,89.4801
gtm,1982,89.75566
gtm,1983,90.48619
gtm,1984,90.57656
gtm,1985,89.53837
gtm,1986,88.20747
gtm,1987,92.53459
gtm,1988,92.13337
gtm,1989,91.65153
gtm,1990,90.21183
gtm,1991,89.31976
gtm,1992,90.90495
gtm,1993,91.12658
gtm,1994,91.6497
gtm,1995,91.11623
gtm,1996,92.08594
gtm,1997,91.9552
gtm,1998,90.685
gtm,1999,90.99667
gtm,2000,90.92013
gtm,2001,94.98182
gtm,2002,94.38925
gtm,2003,95.59943
gtm,2004,95.83205
gtm,2005,97.74013
gtm,2006,97.70413
gtm,2007,97.49505
gtm,2008,99.90136
gtm,2009,97.6752
gtm,2010,98.13651
gtm,2011,97.09059
gtm,2012,97.8331
gtm,2013,96.84628
gtm,2014,96.52339
gtm,2015,95.40548
gtm,2016,95.00459
gtm,2017,95.48322
gtm,2018,96.89366
gtm,2019,95.98751
gtm,2020,95.11585
guy,1960,79.95202
guy,1961,76.93032
guy,1962,71.60383
guy,1963,66.31265
guy,1964,80.3534
guy,1965,80.16552
guy,1966,81.30144
guy,1967,76.53421
guy,1968,74.64635
guy,1969,75.37104
guy,1970,77.78193
guy,1971,77.64581
guy,1972,81.46171
guy,1973,89.48511
guy,1974,71.66649
guy,1975,66.96421
guy,1976,87.47469
guy,1977,86.48528
guy,1978,79.50619
guy,1979,78.42546
guy,1980,79.59549
guy,1981,92.01629
guy,1982,92.33748
guy,1983,97.30926
guy,1984,79.77751
guy,1985,77.99999
guy,1986,66.76959
guy,1987,80.08633
guy,1988,83.15611
guy,1989,84.95644
guy,1990,86.01979
guy,1991,78.21688
guy,1992,71.72488
guy,1993,76.29611
guy,1994,85.75515
guy,1995,77.67735
guy,1996,74.23669
guy,1997,77.9286
guy,1998,83.05691
guy,1999,83.04442
guy,2000,90.83267
guy,2001,92.25809
guy,2002,91.25821
guy,2003,88.85699
guy,2004,86.05426
guy,2005,100.32025
hkg,1960,78.49673
hkg,1961,83.60832
hkg,1962,79.86647
hkg,1963,73.62616
hkg,1964,71.41655
hkg,1965,68.5444
hkg,1966,75.89273
hkg,1967,75.23748
hkg,1968,78.00157
hkg,1969,74.82122
hkg,1970,71.89042
hkg,1971,71.45534
hkg,1972,68.63689
hkg,1973,70.80359
hkg,1974,71.02456
hkg,1975,71.46141
hkg,1976,63.9385
hkg,1977,66.94504
hkg,1978,70.256
hkg,1979,66.07182
hkg,1980,65.66332
hkg,1981,66.57871
hkg,1982,68.45234
hkg,1983,71.52535
hkg,1984,67.57954
hkg,1985,68.46056
hkg,1986,67.464
hkg,1987,63.5185
hkg,1988,62.72196
hkg,1989,62.01361
hkg,1990,64.29155
hkg,1991,66.279
hkg,1992,66.62297
hkg,1993,66.00391
hkg,1994,67.46353
hkg,1995,70.19033
hkg,1996,69.68439
hkg,1997,69.15714
hkg,1998,70.46
hkg,1999,69.85565
hkg,2000,68.0087
hkg,2001,69.81838
hkg,2002,68.66198
hkg,2003,68.52306
hkg,2004,68.93183
hkg,2005,66.72355
hkg,2006,66.55319
hkg,2007,67.92857
hkg,2008,68.78524
hkg,2009,70.28058
hkg,2010,70.2349
hkg,2011,72.00669
hkg,2012,73.64927
hkg,2013,75.36951
hkg,2014,75.97258
hkg,2015,76.06927
hkg,2016,76.20804
hkg,2017,76.91988
hkg,2018,78.21672
hkg,2019,80.25406
hkg,2020,79.22669
hnd,1960,87.74021
hnd,1961,87.4228
hnd,1962,84.69375
hnd,1963,86.67723
hnd,1964,87.65864
hnd,1965,84.9307
hnd,1966,85.41686
hnd,1967,82.36917
hnd,1968,82.70717
hnd,1969,83.51796
hnd,1970,85.3112
hnd,1971,83.72093
hnd,1972,83.00125
hnd,1973,81.80822
hnd,1974,85.7419
hnd,1975,90.03559
hnd,1976,85.23739
hnd,1977,81.37167
hnd,1978,83.63933
hnd,1979,83.54604
hnd,1980,88.14335
hnd,1981,91.06783
hnd,1982,92.94456
hnd,1983,94.58908
hnd,1984,93.44892
hnd,1985,92.32438
hnd,1986,93.3712
hnd,1987,90.02163
hnd,1988,86.88762
hnd,1989,90.02574
hnd,1990,86.33465
hnd,1991,84.35939
hnd,1992,84.91462
hnd,1993,78.61282
hnd,1994,75.58675
hnd,1995,77.67389
hnd,1996,78.95172
hnd,1997,77.27083
hnd,1998,79.83535
hnd,1999,81.62081
hnd,2000,84.15927
hnd,2001,87.17881
hnd,2002,88.27785
hnd,2003,88.77934
hnd,2004,88.95023
hnd,2005,90.85495
hnd,2006,92.68082
hnd,2007,94.3874
hnd,2008,97.03243
hnd,2009,97.24488
hnd,2010,96.04419
hnd,2011,93.70163
hnd,2012,94.81835
hnd,2013,98.66277
hnd,2014,95.66596
hnd,2015,91.81291
hnd,2016,91.01038
hnd,2017,90.80471
hnd,2018,94.06946
hnd,2019,95.45947
hnd,2020,96.57476
hrv,1995,91.07156
hrv,1996,86.08184
hrv,1997,87.37093
hrv,1998,85.01625
hrv,1999,84.81073
hrv,2000,84.47467
hrv,2001,83.94974
hrv,2002,84.93705
hrv,2003,82.49188
hrv,2004,81.86521
hrv,2005,81.94534
hrv,2006,79.52384
hrv,2007,79.51781
hrv,2008,79.64813
hrv,2009,80.60172
hrv,2010,80.72984
hrv,2011,81.95213
hrv,2012,82.98263
hrv,2013,82.83765
hrv,2014,81.61058
hrv,2015,79.42846
hrv,2016,78.13925
hrv,2017,77.68559
hrv,2018,77.65364
hrv,2019,77.52106
hrv,2020,82.84917
hti,1988,98.51339
hti,1989,95.70244
hti,1990,102.67443
hti,1991,94.81662
hti,1992,95.27445
hti,1993,113.22425
hti,1994,108.09162
hti,1995,93.49136
hti,1996,89.43555
hti,1997,91.45836
hti,1998,90.71543
hti,1999,89.75222
hti,2000,104.11681
hti,2001,105.47027
hti,2002,105.38309
hti,2003,107.15171
hti,2004,106.50529
hti,2005,105.62245
hti,2006,106.34101
hti,2007,104.8297
hti,2008,105.41706
hti,2009,102.6573
hti,2010,102.59256
hti,2011,103.00075
hti,2012,103.43891
hti,2013,101.79266
hti,2014,103.89748
hti,2015,104.44117
hti,2016,105.07098
hti,2017,103.40486
hti,2018,106.92215
hti,2019,105.41172
hti,2020,104.40882
hun,1991,79.90642
hun,1992,83.55549
hun,1993,87.58072
hun,1994,83.64579
hun,1995,76.86161
hun,1996,74.71759
hun,1997,72.75616
hun,1998,72.85417
hun,1999,75.57433
hun,2000,75.62592
hun,2001,75.05521
hun,2002,76.44274
hun,2003,79.33212
hun,2004,76.9413
hun,2005,76.8163
hun,2006,75.2268
hun,2007,75.04419
hun,2008,74.90637
hun,2009,75.50115
hun,2010,74.07693
hun,2011,73.49461
hun,2012,73.73791
hun,2013,71.91461
hun,2014,70.10172
hun,2015,68.76426
hun,2016,70.05201
hun,2017,70.29113
hun,2018,68.94344
hun,2019,69.21221
hun,2020,70.80705
idn,1960,91.3634
idn,1961,93.80983
idn,1962,94.62213
idn,1963,92.08427
idn,1964,88.72924
idn,1965,93.76761
idn,1966,104.81165
idn,1967,100.08257
idn,1968,95.90309
idn,1969,94.15011
idn,1970,89.37126
idn,1971,86.42702
idn,1972,83.6021
idn,1973,81.53967
idn,1974,75.64064
idn,1975,79.08404
idn,1976,77.93712
idn,1977,76.46062
idn,1978,78.44632
idn,1979,72.58957
idn,1980,70.8342
idn,1981,76.53192
idn,1982,81.33471
idn,1983,71.66665
idn,1984,72.3527
idn,1985,72.42496
idn,1986,75.20876
idn,1987,71.41156
idn,1988,72.11445
idn,1989,69.34343
idn,1990,73.0242
idn,1991,73.35971
idn,1992,72.35622
idn,1993,67.53531
idn,1994,67.79695
idn,1995,69.40612
idn,1996,69.92414
idn,1997,68.52407
idn,1998,73.47496
idn,1999,80.54825
idn,2000,68.18237
idn,2001,70.03922
idn,2002,74.8797
idn,2003,76.26751
idn,2004,75.09035
idn,2005,72.472
idn,2006,71.29623
idn,2007,71.88916
idn,2008,69.04503
idn,2009,68.29193
idn,2010,65.22309
idn,2011,64.48203
idn,2012,65.63803
idn,2013,66.34718
idn,2014,66.56414
idn,2015,67.19943
idn,2016,67.35461
idn,2017,66.39614
idn,2018,66.00113
idn,2019,66.74058
idn,2020,68.25755
ind,1960,93.95741
ind,1961,93.13969
ind,1962,92.30043
ind,1963,90.40972
ind,1964,90.50557
ind,1965,91.33525
ind,1966,93.42769
ind,1967,94.53099
ind,1968,90.04328
ind,1969,88.76564
ind,1970,88.63191
ind,1971,89.95341
ind,1972,89.60715
ind,1973,87.91394
ind,1974,90.23854
ind,1975,87.22226
ind,1976,84.78926
ind,1977,85.44604
ind,1978,85.98833
ind,1979,85.69155
ind,1980,87.49802
ind,1981,85.76861
ind,1982,85.31944
ind,1983,85.63585
ind,1984,84.96053
ind,1985,83.90911
ind,1986,84.70938
ind,1987,83.37862
ind,1988,81.72389
ind,1989,79.73515
ind,1990,78.36063
ind,1991,78.0968
ind,1992,76.65939
ind,1993,76.45422
ind,1994,75.27665
ind,1995,74.24073
ind,1996,74.88611
ind,1997,74.94056
ind,1998,75.71862
ind,1999,76.18498
ind,2000,75.68682
ind,2001,75.90831
ind,2002,74.34374
ind,2003,72.37997
ind,2004,68.75625
ind,2005,67.74487
ind,2006,65.91242
ind,2007,65.62263
ind,2008,67.2153
ind,2009,67.41956
ind,2010,65.73247
ind,2011,67.29168
ind,2012,67.14481
ind,2013,67.94093
ind,2014,68.56857
ind,2015,69.43557
ind,2016,69.60383
ind,2017,69.49235
ind,2018,70.20559
ind,2019,71.71159
ind,2020,71.08214
irl,1970,86.3795
irl,1971,86.14398
irl,1972,83.06981
irl,1973,82.77015
irl,1974,88.56725
irl,1975,85.6337
irl,1976,85.43966
irl,1977,84.02638
irl,1978,83.69362
irl,1979,86.29966
irl,1980,88.66939
irl,1981,88.85846
irl,1982,82.38728
irl,1983,81.76877
irl,1984,80.26168
irl,1985,80.8838
irl,1986,81.44497
irl,1987,79.67619
irl,1988,77.95367
irl,1989,76.30618
irl,1990,74.42157
irl,1991,75.78815
irl,1992,75.98621
irl,1993,74.23402
irl,1994,73.86978
irl,1995,69.62664
irl,1996,69.32444
irl,1997,66.31376
irl,1998,64.11776
irl,1999,62.47816
irl,2000,61.66935
irl,2001,60.97258
irl,2002,60.3675
irl,2003,60.52054
irl,2004,59.9311
irl,2005,59.69175
irl,2006,60.04616
irl,2007,62.0371
irl,2008,67.034
irl,2009,67.31622
irl,2010,66.00443
irl,2011,65.13657
irl,2012,63.37521
irl,2013,62.05293
irl,2014,59.15831
irl,2015,45.39986
irl,2016,46.48539
irl,2017,43.94691
irl,2018,42.37233
irl,2019,41.21733
irl,2020,37.70022
irn,1960,92.35896
irn,1961,90.30111
irn,1962,88.21407
irn,1963,87.04392
irn,1964,82.85212
irn,1965,78.48619
irn,1966,78.37559
irn,1967,78.54657
irn,1968,72.4821
irn,1969,74.66815
irn,1970,75.11814
irn,1971,74.53767
irn,1972,70.05999
irn,1973,61.74401
irn,1974,57.82521
irn,1975,69.37948
irn,1976,59.30259
irn,1977,62.47761
irn,1978,73.5507
irn,1979,72.17794
irn,1980,78.70443
irn,1981,85.53871
irn,1982,80.36138
irn,1983,78.79349
irn,1984,80.73062
irn,1985,82.91974
irn,1986,86.96361
irn,1987,83.27349
irn,1988,90.10911
irn,1989,83.522
irn,1990,78.72191
irn,1991,72.68248
irn,1992,70.97352
irn,1993,66.65906
irn,1994,65.72674
irn,1995,64.28421
irn,1996,59.75313
irn,1997,63.99295
irn,1998,70.97358
irn,1999,63.88888
irn,2000,62.65928
irn,2001,63.09235
irn,2002,58.31167
irn,2003,55.86182
irn,2004,53.91443
irn,2005,53.27961
irn,2006,53.90252
irn,2007,50.90234
irn,2008,51.71311
irn,2009,55.6779
irn,2010,53.72655
irn,2011,53.01268
irn,2012,57.12623
irn,2013,54.80683
irn,2014,56.59128
irn,2015,62.99348
irn,2016,62.70752
irn,2017,61.05376
irn,2018,60.7679
irn,2019,61.25991
irn,2020,59.54079
irq,1970,72.82191
irq,1971,70.6089
irq,1972,70.89449
irq,1973,60.12731
irq,1974,43.52377
irq,1975,57.44911
irq,1976,56.1091
irq,1977,62.28193
irq,1978,57.18968
irq,1979,41.35414
irq,1980,38.38194
irq,1981,66.9998
irq,1982,82.61147
irq,1983,97.6444
irq,1984,87.99662
irq,1985,83.471
irq,1986,93.16476
irq,1987,84.53523
irq,1988,84.19736
irq,1989,107.6784
irq,1990,56.21128
irq,1991,110.85471
irq,1992,62.57632
irq,1993,36.0662
irq,1994,36.57258
irq,1995,43.91689
irq,1996,39.27313
irq,1997,39.25217
irq,1998,49.47171
irq,1999,29.53276
irq,2000,25.37919
irq,2001,35.36926
irq,2002,43.57708
irq,2003,58.29858
irq,2004,62.26636
irq,2005,57.49294
irq,2006,52.84222
irq,2007,57.27337
irq,2008,47.90958
irq,2009,73.30956
irq,2010,63.36183
irq,2011,54.76316
irq,2012,56.42951
irq,2013,56.08899
irq,2014,60.06894
irq,2015,74.34515
irq,2016,75.22227
irq,2017,67.76038
irq,2018,59.41757
irq,2019,61.89554
isl,1970,71.32945
isl,1971,71.42235
isl,1972,71.70726
isl,1973,68.17473
isl,1974,72.06988
isl,1975,71.56708
isl,1976,69.33144
isl,1977,69.29952
isl,1978,70.62775
isl,1979,72.15182
isl,1980,71.39143
isl,1981,73.09258
isl,1982,75.04807
isl,1983,75.18619
isl,1984,75.23875
isl,1985,77.3802
isl,1986,76.06713
isl,1987,78.63361
isl,1988,78.36339
isl,1989,77.27216
isl,1990,78.03142
isl,1991,79.48843
isl,1992,80.24499
isl,1993,78.23992
isl,1994,77.17982
isl,1995,78.35866
isl,1996,78.74879
isl,1997,77.7628
isl,1998,78.48324
isl,1999,80.946
isl,2000,81.94738
isl,2001,77.95246
isl,2002,78.59122
