geo,time,gc_rev_xgrt_gd_zs
usa,1996,18.95215
usa,1997,19.41591
usa,1998,19.82871
usa,1999,19.78316
usa,2000,20.57334
usa,2001,19.51506
usa,2002,17.3833
usa,2003,16.78245
usa,2004,16.85159
usa,2005,17.93532
usa,2006,18.6329
usa,2007,18.68888
usa,2008,17.78742
usa,2009,15.70414
usa,2010,16.47165
usa,2011,16.69501
usa,2012,16.81042
usa,2013,18.87142
usa,2014,18.94285
usa,2015,19.07097
usa,2016,18.6504
usa,2017,19.49452
usa,2018,17.48543
usa,2019,17.45472
usa,2020,17.62658
uzb,2011,22.90589
uzb,2012,25.02592
uzb,2013,21.7003
uzb,2014,20.90608
uzb,2015,19.64547
uzb,2016,19.72878
uzb,2017,17.45913
uzb,2018,21.39183
uzb,2019,20.28262
vct,1990,21.10972
vct,1991,24.66426
vct,1992,23.39836
vct,1993,23.89299
vct,1994,24.50479
vct,1995,23.65158
vct,1996,24.49107
vct,1997,25.38925
vct,1998,25.18909
vct,1999,25.70762
vct,2000,24.35083
vct,2001,23.39925
vct,2002,24.50818
vct,2003,24.46283
vct,2004,23.05322
vct,2005,22.70826
vct,2006,23.79628
vct,2007,23.45901
vct,2008,26.07227
vct,2009,25.60022
vct,2010,26.3035
vct,2011,25.33362
vct,2012,25.26155
vct,2013,23.75556
vct,2014,27.23798
vct,2015,25.4371
vct,2016,28.34009
vct,2017,27.23949
vut,1990,24.50959
vut,1995,22.02984
vut,1996,21.75342
vut,1997,19.63235
vut,1998,19.95695
vut,1999,19.42879
vut,2009,19.42868
vut,2010,18.74931
vut,2011,19.05653
vut,2012,19.64897
vut,2013,20.3417
vut,2014,20.422
vut,2015,20.93477
vut,2016,23.17831
vut,2017,24.15737
vut,2018,30.2747
vut,2019,31.31371
wsm,2012,27.33999
wsm,2013,28.96087
wsm,2014,31.31977
wsm,2015,29.89821
wsm,2016,30.4011
wsm,2017,32.05765
wsm,2018,33.0385
wsm,2019,35.64138
zaf,1972,20.05725
zaf,1973,20.5755
zaf,1974,20.43982
zaf,1975,21.24104
zaf,1976,20.94945
zaf,1977,21.49424
zaf,1978,21.94966
zaf,1979,22.05649
zaf,1980,22.26125
zaf,1981,21.37133
zaf,1982,22.53825
zaf,1983,22.32981
zaf,1984,23.19375
zaf,1985,25.15189
zaf,1986,24.46707
zaf,1987,23.88169
zaf,1988,24.7762
zaf,1989,27.77696
zaf,1990,25.47839
zaf,1991,24.71621
zaf,1992,22.84122
zaf,1993,21.62832
zaf,1994,21.31895
zaf,1995,22.02357
zaf,1996,22.96475
zaf,1997,23.05487
zaf,1998,23.5981
zaf,1999,24.08549
zaf,2000,23.06982
zaf,2001,24.002
zaf,2002,22.70168
zaf,2003,22.70249
zaf,2004,24.08078
zaf,2005,25.73014
zaf,2006,26.92927
zaf,2007,27.25831
zaf,2008,26.87129
zaf,2009,24.65092
zaf,2010,25.28017
zaf,2011,25.62658
zaf,2012,25.96347
zaf,2013,26.97291
zaf,2014,28.53418
zaf,2015,29.04856
zaf,2016,28.60511
zaf,2017,28.50657
zaf,2018,28.44034
zaf,2019,29.3559
zmb,1990,20.40798
zmb,1991,19.01507
zmb,1992,19.92545
zmb,1993,17.96158
zmb,1994,19.13
zmb,1995,18.25943
zmb,1996,17.14812
zmb,1997,16.71126
zmb,1998,16.65877
zmb,1999,17.59272
zmb,2001,17.45586
zmb,2002,15.7352
zmb,2003,15.33468
zmb,2004,15.71607
zmb,2005,15.1978
zmb,2006,14.23346
zmb,2007,15.22519
zmb,2008,14.99943
zmb,2009,13.20582
zmb,2010,14.36259
zmb,2011,17.46838
zmb,2012,16.66809
zmb,2013,16.23621
zmb,2014,17.73763
zmb,2015,18.29577
zmb,2016,18.13244
zmb,2017,16.85121
zmb,2018,19.41096
zmb,2019,19.5961
zwe,2009,9.77081
zwe,2010,19.4073
zwe,2011,20.6728
zwe,2012,20.39505
zwe,2015,19.0034
zwe,2016,17.19472
zwe,2017,17.30454
zwe,2018,15.30417
