geo,time,se_sec_enrl_vo_fe_zs
uga,1997,32.03758
uga,1998,29.69066
uga,1999,30.09295
uga,2004,33.17274
uga,2007,35.13166
ukr,1981,51.7914
ukr,1982,51.82418
ukr,1983,51.43928
ukr,1984,51.27232
ukr,1985,51.41143
ukr,1986,51.34559
ukr,1987,51.38574
ukr,1988,51.44594
ukr,1990,51.58485
ukr,1991,51.52318
ukr,1992,51.60494
ukr,1993,51.6535
ukr,1994,51.57845
ukr,1999,40.49998
ukr,2000,32.38074
ukr,2001,32.49987
ukr,2002,32.6999
ukr,2003,33.09985
ukr,2004,33.00003
ukr,2005,33.69986
ukr,2006,34.20005
ukr,2007,34.50014
ukr,2008,34.70148
ukr,2009,34.87202
ukr,2010,35.52994
ukr,2011,35.38424
ukr,2012,35.9489
ukr,2013,35.64724
ukr,2014,36.42616
ukr,2015,36.72061
ukr,2016,38.50025
ukr,2017,38.70014
ukr,2018,38.50003
ury,1970,41.1202
ury,1971,39.05281
ury,1972,36.44638
ury,1973,37.71553
ury,1974,35.94746
ury,1975,38.30177
ury,1978,45.87069
ury,1979,46.36656
ury,1980,26.67571
ury,1981,47.51509
ury,1982,47.51509
ury,1983,44.80619
ury,1984,42.67659
ury,1985,43.53465
ury,1986,38.26816
ury,1987,43.8578
ury,1988,47.07717
ury,1989,46.66915
ury,1990,47.99764
ury,1991,48.9262
ury,1992,47.68447
ury,1994,47.00773
ury,1995,46.40063
ury,1996,44.70012
ury,1998,58.7591
ury,1999,43.37494
ury,2000,41.85397
ury,2001,42.79321
ury,2002,44.91528
ury,2004,45.33511
ury,2005,45.76836
ury,2006,45.8692
ury,2007,42.87705
ury,2008,43.91966
ury,2009,45.72301
ury,2010,45.82527
ury,2011,42.25305
ury,2012,42.38298
ury,2013,42.71107
ury,2014,42.32058
ury,2015,41.52997
ury,2016,40.6832
ury,2017,40.48367
uzb,1999,45.14746
uzb,2000,43.96225
uzb,2001,45.37922
uzb,2002,43.54549
uzb,2003,42.89591
uzb,2004,44.58555
uzb,2005,46.89727
uzb,2006,47.64947
uzb,2012,49.15327
uzb,2013,49.10878
uzb,2014,49.13458
uzb,2015,49.07323
uzb,2016,49.1113
uzb,2017,49.00815
vct,1971,47.05882
vct,1972,61.87845
vct,1974,59.22619
vct,1975,62.91793
vct,1976,50.87719
vct,1982,55.4007
vct,1983,56.13383
vct,1984,41.74757
vct,1985,48.77193
vct,1986,56.68016
vct,1987,53.91304
vct,1988,62.10526
vct,1990,72.50608
vct,1991,68.35749
vct,2000,54.31034
vct,2001,49.67855
vct,2002,36.24504
vct,2003,33.5277
vct,2004,31.76936
vct,2005,33.59173
ven,1971,51.09479
ven,1972,50.99265
ven,1973,49.24296
ven,1974,58.98509
ven,1975,56.77774
ven,1984,55.81304
ven,1985,61.29316
ven,1986,54.92047
ven,1987,53.44391
ven,1988,52.98907
ven,1989,52.89419
ven,1991,53.72789
ven,1992,53.66671
ven,1993,54.62057
ven,1999,49.53357
ven,2000,48.37949
ven,2001,49.64103
ven,2002,50.71612
ven,2003,51.19832
ven,2004,50.99602
ven,2005,49.88089
ven,2006,50.58716
ven,2007,49.90539
ven,2008,49.33729
ven,2009,49.87854
ven,2010,49.52592
ven,2011,49.71815
ven,2012,52.47115
ven,2013,52.58806
ven,2014,50.31447
ven,2015,49.05538
ven,2016,49.11393
ven,2017,48.3904
vgb,1979,57.50799
vgb,1981,60.14235
vgb,1984,65.69579
vgb,2002,27.27273
vgb,2003,20
vgb,2004,18.51852
vgb,2005,70
vgb,2006,71.42857
vgb,2007,70
vgb,2009,22.36842
vgb,2010,19.31818
vgb,2011,19.31818
vgb,2012,22.09302
vgb,2013,22.41379
vgb,2014,38.88889
vgb,2015,42.5
vgb,2016,52.08333
vgb,2017,54.43038
vir,1981,0
vir,1997,0
vnm,1977,44.20641
vut,1970,52.26337
vut,1971,51.34228
vut,1972,41.19718
vut,1973,32.28346
vut,1974,31.1828
vut,1975,33.47107
vut,1976,35.71429
vut,1977,33.92857
vut,1978,31.95592
vut,1980,33.33333
vut,1981,30.98827
vut,1983,24.09471
vut,1989,39.47368
vut,1990,38.22526
vut,1991,40.25974
vut,1999,40.94319
vut,2000,40.94319
vut,2001,34.91773
vut,2002,37.10692
vut,2003,27.76724
vut,2004,29.54405
vut,2010,39.35255
vut,2015,51.4
wsm,1970,38.13953
wsm,1975,41.42012
wsm,1976,40
wsm,1977,43.46505
wsm,1978,42.31928
wsm,1979,49.68288
wsm,1980,47.73663
yem,1997,15.27628
yem,1999,16.58324
yem,2003,5.31788
yem,2004,5.34805
yem,2005,5.80157
yem,2010,4.90233
yem,2011,4.98934
yem,2012,5.10262
yem,2013,7.1882
yem,2016,14.8581
zaf,1989,37.2782
zaf,1990,38.55554
zaf,1991,38.05706
zaf,1994,40.68116
zaf,1998,43.99973
zaf,1999,43.99973
zaf,2000,42.00012
zaf,2001,42.00011
zaf,2002,39.99992
zaf,2003,40.00015
zaf,2004,40.00015
zaf,2005,39.07149
zaf,2006,39.92859
zaf,2007,40.7857
zaf,2008,41.64295
zaf,2009,42.50002
zaf,2010,45.11122
zaf,2011,45.02689
zaf,2012,43.48539
zaf,2014,46.75108
zaf,2015,48.44477
zaf,2016,49.64048
zaf,2017,48.50326
zmb,1970,27.68194
zmb,1972,28.66064
zmb,1974,27.51585
zmb,1979,39.47651
zmb,1980,38.55634
zmb,1981,40.82902
zmb,1982,33.25535
zmb,1986,35.06365
zmb,1988,34.34637
zwe,1970,74.93473
zwe,1971,75.54535
zwe,1972,86.1629
zwe,1973,85.28265
zwe,1974,74.79748
zwe,1975,81.40244
zwe,1976,84.8257
zwe,1977,85.45067
zwe,1978,100
zwe,1979,100
zwe,1980,100
zwe,1981,100
zwe,1982,100
zwe,1983,100
zwe,1984,100
zwe,1985,100
zwe,1986,100
