geo,time,bn_gsr_mrch_cd
fji,1997,-283235492.75287
fji,1998,-185623568.69028
fji,1999,-115554991.43238
fji,2000,-232911927.73246
fji,2001,-271639549.82111
fji,2002,-330377458.12041
fji,2003,-399829607.37882
fji,2004,-639714950.30365
fji,2005,-684668994.86314
fji,2006,-896402174.83151
fji,2007,-852777938.9908
fji,2008,-1081208974.87956
fji,2009,-629479330.4159
fji,2010,-738754167.05703
fji,2011,-854700237.58376
fji,2012,-769464804.28354
fji,2013,-1157840889.78852
fji,2014,-1028424583.84757
fji,2015,-909256250.97121
fji,2016,-998719530.63919
fji,2017,-1091572722.24383
fji,2018,-1358649572.24732
fji,2019,-1388063990.48549
fji,2020,-656417451.58101
fra,1975,1518192448.04837
fra,1976,-4583297926.7428
fra,1977,-2821529057.58046
fra,1978,769072445.47212
fra,1979,-2136831422.82188
fra,1980,-13047343255.3309
fra,1981,-10190764847.3395
fra,1982,-15543565189.0729
fra,1983,-8576320792.65432
fra,1984,-4228956943.93859
fra,1985,-5233316648.03012
fra,1986,-2689588350.30831
fra,1987,-9203305576.92331
fra,1988,-8507002124.89716
fra,1989,-10142509957.5788
fra,1990,-13122732975.9374
fra,1991,-9100210198.93042
fra,1992,2880149007.38016
fra,1993,8680460779.21532
fra,1994,6858340635.87129
fra,1995,11403188440.5715
fra,1996,15274871075.2848
fra,1997,29293099884.3736
fra,1998,27055328185.6119
fra,1999,22803285501.965
fra,2000,858566422.4466
fra,2001,4681414166.46352
fra,2002,9470602405.46186
fra,2003,7666237670.43032
fra,2004,147358282.06299
fra,2005,-19194469793.49089
fra,2006,-27305300917.71009
fra,2007,-45898193443.6757
fra,2008,-71360709201.6093
fra,2009,-50697034287.6996
fra,2010,-63521453980.5978
fra,2011,-90358200049.54048
fra,2012,-69611528578.90829
fra,2013,-56628976455.4339
fra,2014,-56490401093.2856
fra,2015,-32061697861.14149
fra,2016,-35747477329.6041
fra,2017,-51541127195.7908
fra,2018,-60733808101.1686
fra,2019,-52359798072.7896
fra,2020,-67741312349.9474
fra,2021,-80212784835.13699
fro,1998,69240000
fro,1999,17330000
fro,2000,-37810000
fro,2001,37320000
fro,2002,65770000
fro,2003,-89800000
fro,2004,10178388.69048
fro,2005,-75632543.89677
fro,2006,-100890629.91255
fro,2007,-225550805.8052
fro,2008,-89607591.45163
fro,2009,13060645.99504
fro,2010,90419571.19171
fro,2011,56966108.54226
fsm,2009,-108394300
fsm,2010,-102995600
fsm,2011,-115764200
fsm,2012,-99189400
fsm,2013,-86438700
fsm,2014,-66358900
gab,1978,750744961.04093
gab,1979,1260191462.55449
gab,1980,1398336906.85359
gab,1981,1359025598.74479
gab,1982,1437769355.02436
gab,1983,1274634719.65948
gab,1984,1284635397.39735
gab,1985,1096685106.25986
gab,1986,95089340.55702
gab,1987,554541512.91371
gab,1988,404333457.07879
gab,1989,874334619.02949
gab,1990,1683655104.44482
gab,1991,1366857698.12648
gab,1992,1372917479.76143
gab,1993,1481127911.53597
gab,1994,1588603278.93725
gab,1995,1845897837.57461
gab,1996,2371223218.22184
gab,1997,2001898772.39702
gab,1998,744401523.87384
gab,1999,1584173095.83197
gab,2000,2517944859.09398
gab,2001,1762821444.62651
gab,2002,1618410461.11662
gab,2003,2133861545.52189
gab,2004,2853517597.79577
gab,2005,4098031377.51901
gab,2007,4945445507.83107
gab,2008,6959639888.76643
gab,2009,3798918291.61796
gab,2010,5731871006.22441
gab,2011,6494827470.07433
gab,2012,6137252615.30787
gab,2013,5309298439.76754
gab,2014,4438350796.80419
gab,2015,1941269686.48701
gbr,1970,-33599973.16706
gbr,1971,520443545.37393
gbr,1972,-1843860849.68966
gbr,1973,-6255733327.99458
gbr,1974,-12241824923.2924
gbr,1975,-7272498847.70596
gbr,1976,-7069934746.92636
gbr,1977,-4004451961.70518
gbr,1978,-3063606710.31211
gbr,1979,-6972966171.40713
gbr,1980,3352967863.53519
gbr,1981,6959577032.47674
gbr,1982,3167233655.02974
gbr,1983,-2376939979.74557
gbr,1984,-7114234876.2208
gbr,1985,-3955189671.37469
gbr,1986,-14058473623.0983
gbr,1987,-19208575204.5261
gbr,1988,-38291290969.7523
gbr,1989,-40615609560.65089
gbr,1990,-32548589086.1174
gbr,1991,-18167985740.7813
gbr,1992,-23332078377.0962
gbr,1993,-19648141094.276
gbr,1994,-16947269952.3288
gbr,1995,-19005967487.8993
gbr,1996,-21228440867.6505
gbr,1997,-20202529919.4856
gbr,1998,-36127373161.1121
gbr,1999,-53682258502.8565
gbr,2000,-59636621273.3751
gbr,2001,-69308405384.5939
gbr,2002,-81416526383.11591
gbr,2003,-92578882041.7364
gbr,2004,-121829459905.27901
gbr,2005,-132377991462.282
gbr,2006,-149517297465.25299
gbr,2007,-185084614880.84601
gbr,2008,-176161179697.47699
gbr,2009,-137682356867.90701
gbr,2010,-152060047089.18301
gbr,2011,-165166212480.04599
gbr,2012,-175400747112.33899
gbr,2013,-193704275387.05399
gbr,2014,-214679841660.04199
gbr,2015,-191864236427.69101
gbr,2016,-187986069830.15497
gbr,2017,-180950990359.23495
gbr,2018,-189751300507.27896
gbr,2019,-176787463298.88
gbr,2020,-167507408740.40601
geo,1997,-786400000
geo,1998,-694600000
geo,1999,-533900000
geo,2000,-535033627.25
geo,2001,-516702117.56
geo,2002,-496517092.3
geo,2003,-658890972.29
geo,2004,-930818240
geo,2005,-1217505609.85
geo,2006,-2056533596.06
geo,2007,-2888752033.65
geo,2008,-3836878229.23
geo,2009,-2416733688.42
geo,2010,-2628089550.04
geo,2011,-3499614501.77
geo,2012,-4226108805.15
geo,2013,-3506245786.52
geo,2014,-4285641962.75
geo,2015,-3951941699.87
geo,2016,-3882529720.18
geo,2017,-3809199319.4
geo,2018,-4115776441.47
geo,2019,-3736442922.43
geo,2020,-3164995916.86
gha,1975,150435609.99854
gha,1976,88783096.99805
gha,1977,29391439.0603
gha,1978,112499025.40845
gha,1979,262600000
gha,1980,195300000
gha,1981,-243600000
gha,1982,18300000
gha,1983,-60600000
gha,1984,32900000
gha,1985,-36300000
gha,1986,14200000
gha,1987,-107100000
gha,1988,-112400000
gha,1989,-203400000
gha,1990,-308200000
gha,1991,-321000000
gha,1992,-470200000
gha,1993,-664400000
gha,1994,-342200000
gha,1995,-256600000
gha,1996,-380650000
gha,1997,-653860000
gha,1998,-900800000
gha,1999,-1274400000
gha,2000,-830233759.02862
gha,2001,-1101397844.96244
gha,2002,-691828995.93
gha,2003,-670263124.92295
gha,2004,-1592811401.78735
gha,2005,-2545113868.08925
gha,2006,-3027000496.07917
gha,2007,-3893975747.27405
gha,2008,-4998768803.0424
gha,2009,-2206560000
gha,2010,-2962020000
gha,2011,-3052326680.16609
gha,2012,-4210816026.87161
gha,2013,-3848317611.53111
gha,2014,-1383251077.13604
gha,2015,-3143866544.49158
gha,2016,-1773326761.34828
gha,2017,1187080000
gha,2018,1808644837.53569
gha,2019,2256825173.00379
gha,2020,2042966219.13875
gin,1986,83940000
gin,1987,164370000
gin,1988,1250000
gin,1989,64020000
gin,1990,85460000
gin,1991,-7770000
gin,1992,-91200000
gin,1993,-21550000
gin,1994,-169680000
gin,1995,-38980000
gin,1996,112145000
gin,1997,113600000
gin,1998,121000000
gin,1999,54736445
gin,2000,81626427.52586
gin,2001,196219443.31426
gin,2002,61408000
gin,2003,-7816716.14525
gin,2004,44880000
gin,2005,103310000
gin,2006,81940000
gin,2007,-3240000
gin,2008,-22220000
gin,2009,-4790000
gin,2010,72720000
gin,2011,-668760000
gin,2012,-316390000
gin,2013,-252790000
gin,2014,-306076064.62255
gin,2015,-410606937.7071
gin,2016,-2015080312.38338
gin,2017,1111030000
gin,2018,592430000
gin,2019,475350000
gin,2020,5203770000
gmb,1978,-43001415.43798
gmb,1979,-43385572.19047
gmb,1980,-93150260.58466
gmb,1981,-73641942.44005
gmb,1982,-34125203.06806
gmb,1983,-33063305.98649
gmb,1984,-7128790.85946
gmb,1985,-12704571.97241
gmb,1986,-14189228.91484
gmb,1987,-21100022.30242
gmb,1988,-22999443.31631
gmb,1989,-23331979.27668
gmb,1990,-30841507.9521
gmb,1991,-38310386.39299
gmb,1992,-31644449.3502
gmb,1993,-55746830.78664
gmb,1994,-56127411.33541
gmb,1995,-39300041.13477
gmb,1996,-97069833.75968
gmb,1997,-85224097.64546
gmb,2003,-65692530.18917
gmb,2004,-95965990.10437
gmb,2005,-118282992.96715
gmb,2006,-113351105.66358
gmb,2007,-145239356.21821
gmb,2008,-68711639.12411
gmb,2009,-85752141.47577
gmb,2010,-105838655.77601
gmb,2011,-178501031.85437
gmb,2012,-200085722.86814
gmb,2013,-166879777.28623
gmb,2014,-206554569.17521
gmb,2015,-226866612.07331
gmb,2016,-219299822.73694
gmb,2017,-330570808.90241
gmb,2018,-421358292.20264
gmb,2019,-378011289.74377
gmb,2020,-511759816.44488
gmb,2021,-575703444.29814
gnb,1982,-49700000
gnb,1983,-49800000
gnb,1984,-42700000
gnb,1985,-47900000
gnb,1986,-41500000
gnb,1987,-29300000
gnb,1988,-43000000
gnb,1989,-54700000
gnb,1990,-48810000
gnb,1991,-47030000
gnb,1992,-77040000
gnb,1993,-37860000
gnb,1994,-20590000
gnb,1995,-35440000
gnb,1996,-35190000
gnb,1997,-13630000
gnb,2001,1170470.57109
gnb,2002,-4119151.4937
gnb,2003,-294218.69865
gnb,2004,-7124376.72579
gnb,2005,-16309800.15908
gnb,2006,-52905953.83529
gnb,2007,-60860380.95675
gnb,2008,-70660788.95948
gnb,2009,-80680683.45948
gnb,2010,-69970423.82344
gnb,2011,-2217154.33416
gnb,2012,-50402766.45538
gnb,2013,-30038860.97307
gnb,2014,-48195569.04969
gnb,2015,45314265.47843
gnb,2016,27491130
gnb,2017,48740155.04011
gnb,2018,46280788.38441
gnb,2019,-86428312.25364
gnb,2020,-93481598.88932
gnq,1987,-9383217.72721
gnq,1988,-11858388.85994
gnq,1989,-10905672.37776
gnq,1990,-15356374.32741
gnq,1991,-29892922.63563
gnq,1992,-6467899.62948
gnq,1993,10033105.38072
gnq,1994,25046618.13708
gnq,1995,-30644191.59968
gnq,1996,-116727038.0637
grc,1976,-2739000000
grc,1977,-3145000000
grc,1978,-3494000000
grc,1979,-5006000000
grc,1980,-5542000000
grc,1981,-5337000000
grc,1982,-4699000000
grc,1983,-4270000000
grc,1984,-4222000000
grc,1985,-5013000000
grc,1986,-4375000000
grc,1987,-5435000000
grc,1988,-6027000000
grc,1989,-7327000000
grc,1990,-10106000000
grc,1991,-10021630000
grc,1992,-11561000000
grc,1993,-10499000000
grc,1994,-11273000000
grc,1995,-14425000000
grc,1996,-15505000000
grc,1997,-15375000000
grc,1999,-17982368579.669
grc,2000,-20200797572.265
grc,2001,-19118732705.3772
grc,2002,-21490270102.96749
grc,2003,-25597543053.3066
grc,2004,-31611218930.6178
grc,2005,-34218738826.24649
grc,2006,-44050578971.5779
grc,2007,-56914603182.5608
grc,2008,-64899521188.12849
grc,2009,-42891859290.3898
grc,2010,-37541321399.7339
grc,2011,-37909431516.4804
grc,2012,-25272646680.2252
grc,2013,-27615840125.3014
grc,2014,-29549383718.5539
grc,2015,-19602740553.7209
grc,2016,-19858204213.5887
grc,2017,-22389144869.1273
grc,2018,-26532107326.62049
grc,2019,-25572170056.0102
grc,2020,-21135301378.405
grd,1977,-14281481.48148
grd,1978,-16451851.85185
grd,1979,-21244444.44444
grd,1980,-31392592.59259
grd,1981,-37070370.37037
grd,1982,-40525925.92593
grd,1983,-38577777.77778
grd,1984,-32922222.22222
grd,1985,-43255555.55556
grd,1986,-51925925.92593
grd,1987,-56814814.81481
grd,1988,-59000000
grd,1989,-67925925.92593
grd,1990,-76977777.77778
grd,1991,-88262962.96296
grd,1992,-79659259.25926
grd,1993,-95385185.18519
grd,1994,-94207407.40741
grd,1995,-105207407.40741
grd,1996,-122488888.88889
grd,1997,-122103703.7037
grd,1998,-137062962.96296
grd,1999,-110277777.77778
grd,2000,-137981481.48148
grd,2001,-133225118.51852
grd,2002,-140007407.40741
grd,2003,-182929629.62963
grd,2004,-189237925.92593
grd,2005,-267097825.92593
grd,2006,-264799692.59259
grd,2007,-287157347.40741
grd,2008,-298296609.62963
grd,2009,-227584729.62963
grd,2010,-254446688.14815
grd,2011,-258141744.07407
grd,2012,-257501796.2963
grd,2013,-277704134.81481
grd,2014,-258986682.80326
grd,2015,-263361092.63363
grd,2016,-269154280.02898
grd,2017,-328544740.15784
grd,2018,-365388898.03704
grd,2019,-369729067.94652
grd,2020,-317249762.16271
gtm,1977,73200000
gtm,1978,-191400000
gtm,1979,-180300000
gtm,1980,47200000
gtm,1981,-248700000
gtm,1982,-113900000
gtm,1983,35700000
gtm,1984,-50000000
gtm,1985,-17000000
gtm,1986,168100000
gtm,1987,-355300000
gtm,1988,-339900000
gtm,1989,-358300000
gtm,1990,-216600000
gtm,1991,-443000000
gtm,1992,-1044100000
gtm,1993,-1020800000
gtm,1994,-996500000
gtm,1995,-1041600000
gtm,1996,-819000000
gtm,1997,-1152000000
gtm,1998,-1693800000
gtm,1999,-1732800000
gtm,2000,-2029000000
gtm,2001,-2677232266.9
gtm,2002,-3317851355
gtm,2003,-3543984301
gtm,2004,-3631900000
gtm,2005,-4190600000
gtm,2006,-4852300000
gtm,2007,-5487000000
gtm,2008,-5765141270
gtm,2009,-3865367360
gtm,2010,-4682567520
gtm,2011,-5339951130
gtm,2012,-6428200740
gtm,2013,-6749027780
gtm,2014,-6782069190
gtm,2015,-6439153300
gtm,2016,-6077063670
gtm,2017,-6791459130
gtm,2018,-7984866840
gtm,2019,-7966906040
gtm,2020,-6296802370
guy,1977,-27372549.03034
guy,1978,42117647.07534
guy,1979,3921568.62899
guy,1980,2431372.54997
guy,1981,-53226666.68559
guy,1982,-12733333.33758
guy,1983,-32400000.0108
guy,1984,15241787.2056
guy,1985,4939020.7334
guy,1992,-61000000
guy,1993,-68300000
guy,1994,-40600000
guy,1995,-40800000
guy,1996,22500000
guy,1997,-100000
guy,1998,-7800000
guy,1999,3600000
guy,2000,-47200000
guy,2001,-55600000
guy,2002,-23800000
guy,2003,-17300000
guy,2004,-7793600
guy,2005,-171449000
guy,2006,-230155000
guy,2007,-307973000
guy,2008,-522092602.1
guy,2009,-411214582.4
guy,2010,-534098866.59911
guy,2011,-641445907.48
guy,2012,-581281277.26678
guy,2013,-499790361.35333
guy,2014,-624079765.1326
guy,2015,-201557074.97592
guy,2016,93780461.22096
guy,2017,10686572.70379
guy,2018,-710206018.91744
guy,2019,-2042798476.61376
guy,2020,700123149.37953
hkg,1998,16515751420.21
hkg,1999,21304800359.3585
hkg,2000,20485086921.4676
hkg,2001,20781534795.9527
hkg,2002,24176639101.4047
hkg,2003,24215274772.8153
hkg,2004,24227979194.3026
hkg,2005,31067637830.3826
hkg,2006,30856959323.2503
hkg,2007,26860969916.269
hkg,2008,25029002700.2614
hkg,2009,13288275707.8072
hkg,2010,3292143709.26492
hkg,2011,-7481974206.09142
hkg,2012,-18912698210.3191
hkg,2013,-27920889805.612
hkg,2014,-32358676195.2317
hkg,2015,-22870031241.6466
hkg,2016,-16704486413.0847
hkg,2017,-22927264441.20869
hkg,2018,-32271922448.01789
hkg,2019,-15361570826.42
hkg,2020,-5314818877.44147
hnd,1974,-83549999.98269
hnd,1975,-59250000
hnd,1976,-16950000
hnd,1977,-15700000
hnd,1978,-23300000
hnd,1979,-19700000
hnd,1980,-93950000
hnd,1981,-105650000
hnd,1982,4350000
hnd,1983,-49050000
hnd,1984,-138600000
hnd,1985,-86050000
hnd,1986,22600000
hnd,1987,-40900000
hnd,1988,-33950000
hnd,1989,-44500000
hnd,1990,-11800000
hnd,1991,-71900000
hnd,1992,-150900000
hnd,1993,-330300000
hnd,1994,-411600000
hnd,1995,-328900000
hnd,1996,-489600000
hnd,1997,-599900000
hnd,1998,-758600000
hnd,1999,-1291800000
hnd,2000,-1365239230.2842
hnd,2001,-1476672364.07251
hnd,2002,-1512487839.58343
hnd,2003,-1814634171.09156
hnd,2004,-2240469450.86077
hnd,2005,-2570251558.37932
hnd,2006,-3110141750.24977
hnd,2007,-4164515126.70582
hnd,2008,-5360478642.71242
hnd,2009,-3470127020.649
hnd,2010,-3774002206.39838
hnd,2011,-4378381506.24074
hnd,2012,-4200353103.60174
hnd,2013,-4468656593.66336
hnd,2014,-4426821039.06602
hnd,2015,-4668104989.45064
hnd,2016,-4225992190.38766
hnd,2017,-4212994011.37228
hnd,2018,-5376473019.21267
hnd,2019,-5140519149.69407
hnd,2020,-3820203077.31117
hrv,1993,-709274794.10398
hrv,1994,-1278491068.84863
hrv,1995,-3227618260.7507
hrv,1996,-3503548178.85178
hrv,1997,-5403178496.64978
hrv,1998,-4108192893.69367
hrv,1999,-3331923339.556
hrv,2000,-3469150347.1099
hrv,2001,-4425758058.61515
hrv,2002,-5871336359.32843
hrv,2003,-8060568972.7898
hrv,2004,-8566972017.9841
hrv,2005,-9498909121.87231
hrv,2006,-10661122679.2559
hrv,2007,-13154516212.3614
hrv,2008,-15907666930.8912
hrv,2009,-10385377076.8155
hrv,2010,-7838180130.9748
hrv,2011,-8894248212.48919
hrv,2012,-8092659773.60538
hrv,2013,-8769638591.07544
hrv,2014,-8843504855.91856
hrv,2015,-7909090518.9377
hrv,2016,-8437250301.96294
hrv,2017,-9519809549.47479
hrv,2018,-11409597379.9117
hrv,2019,-11705662666.9157
hrv,2020,-9911745954.93524
hti,1971,-7900000.00158
hti,1972,-14719945.75756
hti,1973,-12079999.99189
hti,1974,-26479978.04337
hti,1975,-41760000.00835
hti,1976,-46740000.00935
hti,1977,-62280000.01246
hti,1978,-57540000.01151
hti,1979,-82080000.01642
hti,1980,-103200000.02064
hti,1981,-209020000.0418
hti,1982,-124780000.02496
hti,1983,-139340000.02787
hti,1984,-123280000.01027
hti,1985,-121700000
hti,1986,-112460000
hti,1987,-101060000
hti,1988,-103480000
hti,1989,-111000000
hti,1990,-176800000
hti,1991,-282020000
hti,1992,-139140000
hti,1993,-180230000
hti,1994,-111190000
hti,1995,-428850000
hti,1996,-416120000
hti,1997,-354200000
hti,1998,-527280000
hti,1999,-674280000
hti,2000,-755020000
hti,2001,-750220000
hti,2002,-705990000
hti,2003,-782200000
hti,2004,-833140000
hti,2005,-848890000
hti,2006,-1053020000
hti,2007,-1182120000
hti,2008,-1617541048.00891
hti,2009,-1481132045.84599
hti,2010,-2446688364.77292
hti,2011,-2546371493.51027
hti,2012,-2300485277.08497
hti,2013,-2425733160.78843
hti,2014,-2705222230.89654
hti,2015,-2425092219.80733
hti,2016,-2670449633.44175
hti,2017,-3151981515.78537
hti,2018,-3731633377.83399
hti,2019,-3318193909.40655
hti,2020,-2878972462.87383
hti,2021,-3473956524.49902
hun,1982,410012953.67965
hun,1983,433993459.29121
hun,1984,780001613.17158
hun,1985,448010151.7576
hun,1986,-465001096.39194
hun,1987,80007593.41183
hun,1988,582982138.44421
hun,1989,1042996709.49092
hun,1990,534202975.35388
hun,1991,357961082.40874
hun,1992,-11104080.94876
hun,1993,-4021176189.10417
hun,1994,-3715892232.10404
hun,1995,-2499542736.53198
hun,1996,-2773505252.89623
hun,1997,-2358417692.56382
hun,1998,-3452126852.31356
hun,1999,-3755757410.91984
hun,2000,-4285348856.57863
hun,2001,-3523597979.67215
hun,2002,-2924420005.09723
hun,2003,-4580545031.61294
hun,2004,-4594326793.02354
hun,2005,-2523103329.54242
hun,2006,-2751578973.17939
hun,2007,-731364188.39012
hun,2008,-1463505495.71769
hun,2009,3653874617.69593
hun,2010,3350762726.44337
hun,2011,3971293699.96706
hun,2012,3730985677.82791
hun,2013,4429253940.37193
hun,2014,2836666026.5278
hun,2015,4504456526.12
hun,2016,4390799084.80376
hun,2017,1896037171.56766
hun,2018,-2629192065.63294
hun,2019,-4099484855.15767
hun,2020,-1320130751.50034
hun,2021,-4398867474.46286
idn,1981,6806000000
idn,1982,1893000000
idn,1983,963000000
idn,1984,5707000000
idn,1985,5822000000
idn,1986,2458000000
idn,1987,4674000000
idn,1988,5678000000
idn,1989,6664000000
idn,1990,5352000000
idn,1991,4801000000
idn,1992,7022000000
idn,1993,8231000000
idn,1994,7901000000
idn,1995,6533000000
idn,1996,5948000000
idn,1997,10075000000
idn,1998,18428826100
idn,1999,20643437521.75
idn,2000,25042000000
idn,2001,22696090000
idn,2002,23513250000
idn,2003,24563070000
idn,2004,19468280000
idn,2005,17610890000
idn,2006,32197860000
idn,2007,34525719992.494
idn,2008,24542404510.88589
idn,2009,32287432062.5692
idn,2010,31002654998.9368
idn,2011,33824995304.4828
idn,2012,8679594718.64488
idn,2013,5833232478.6168
idn,2014,6982569777.34674
idn,2015,14048569144.2135
idn,2016,15317989719.1129
idn,2017,18813932315.7261
idn,2018,-228302712.77437
idn,2019,3507733912.24965
idn,2020,28301275850.4687
idn,2021,43806016676.3865
ind,1975,-286205132.89449
ind,1976,787005792.9072
ind,1977,932137783.53
ind,1978,-884155916.28736
ind,1979,-2221565914.98765
ind,1980,-5643555549.39019
ind,1981,-5711148536.64992
ind,1982,-4819968799.13706
ind,1983,-4097695768.23893
ind,1984,-4024728084.30488
ind,1985,-5616169909.77247
ind,1986,-5438418172.88048
ind,1987,-5776859516.98525
ind,1988,-6581412615.22567
ind,1989,-6110394114.59845
ind,1990,-5150872511.21878
ind,1991,-2991949366.93857
ind,1992,-2911157011.12736
ind,1993,-2092517089.18445
ind,1994,-4150091576.57651
ind,1995,-6718787334.88536
ind,1996,-10051664888.8454
ind,1997,-10028030527.9397
ind,1998,-10752254720.2107
ind,1999,-8678932808.29459
ind,2000,-10640580424.1163
ind,2001,-6419076589.96891
ind,2002,-3561161456.47842
ind,2003,-7187862551.22968
ind,2004,-17617201854.3481
ind,2005,-32288927607.9989
ind,2006,-42695648387.8613
ind,2007,-55081319692.8388
ind,2008,-124851420880.8
ind,2009,-107269363653.16701
ind,2010,-129179002739.22701
ind,2011,-167456559193.64899
ind,2012,-201668377075.134
ind,2013,-162576463202.91199
ind,2014,-144047356696.901
ind,2015,-136884248922.58701
ind,2016,-107475549275.98399
ind,2017,-148134484997.108
ind,2018,-186691649287.93799
ind,2019,-157678010763.17899
ind,2020,-95449862090.4169
irl,2005,40017994163.7271
irl,2006,38113650751.1332
irl,2007,39236005523.0475
irl,2008,45519984660.1219
irl,2009,55494181498.1546
irl,2010,56654462130.4473
irl,2011,60316632292.74889
irl,2012,47356205305.2234
irl,2013,45759993465.1351
irl,2014,54174979661.9363
irl,2015,125778291157.02299
irl,2016,117313005009.282
irl,2017,123713642632.92799
irl,2018,129048225358.84599
irl,2019,133368399442.722
irl,2020,165471356224.57599
irl,2021,204693305488.74399
irn,1976,10859000000
irn,1977,7358000000
irn,1978,5872000000
irn,1979,15650000000
irn,1980,1450000000
irn,1981,-1307000000
irn,1982,7900000000
irn,1983,3480000000
irn,1984,2358000000
irn,1985,2169000000
irn,1986,-3414000000
irn,1987,-89000000
irn,1988,101000000
irn,1989,-367000000
irn,1990,975000000
irn,1991,-6529000000
irn,1992,-3406000000
irn,1993,-1207000000
irn,1994,6817000000
irn,1995,5586000000
irn,1996,7402000000
irn,1997,4258000000
irn,1998,-1168000000
irn,1999,7597000000
irn,2000,13138000000
irq,2005,3695200000
irq,2006,11821900000
irq,2007,22964500000
irq,2008,33966800000
irq,2009,4144500000
irq,2010,14432300000
irq,2011,39051000000
irq,2012,44052000000
irq,2013,36765082324.13
irq,2014,35558000000
irq,2015,10990385777.87
irq,2016,12221300000
irq,2017,25373500000
irq,2018,47484200000
irq,2019,32167600000
irq,2020,5883200000
isl,1976,-25900000
isl,1977,-52100000
isl,1978,21900000
isl,1979,25500000
isl,1980,19900000
isl,1981,-29100000
isl,1982,-152100000
isl,1983,20400000
isl,1984,-13400000
isl,1985,-300000
isl,1986,96800000
isl,1987,-52100000
isl,1988,-14000000
isl,1989,134200000
isl,1990,79300657.72988
isl,1991,-47907588.74391
isl,1992,1966975.97817
isl,1993,180681813.565
isl,1994,271879797.12955
isl,1995,177860021.10795
isl,1996,-16711709.06293
isl,1997,-30006316.84267
isl,1998,-391758745.27925
isl,1999,-377936074.83422
isl,2000,-586247324.35595
isl,2001,-206726253.75862
isl,2002,10916708.65049
isl,2003,-369260999.93656
isl,2004,-756188522.13076
isl,2005,-1783244010.74912
isl,2006,-2691361894.08564
isl,2007,-2096824505.49332
isl,2008,-990577455.76615
isl,2009,349957708.94051
isl,2010,523791505.85495
isl,2011,315676105.55583
isl,2012,98616633.85645
isl,2013,62488328.43056
isl,2014,-65457299.21792
isl,2015,-244562432.83464
isl,2016,-799309180.06338
isl,2017,-1525100604.89658
isl,2018,-1507462379.78752
isl,2019,-1001687438.45535
isl,2020,-675843565.05047
isl,2021,-1294481115.29055
isr,1960,-280000000
isr,1961,-366000000
isr,1965,-432000000
isr,1966,-385000000
isr,1967,-442000000
isr,1968,-608000000
isr,1969,-770000000
isr,1970,-1130000000
isr,1971,-1212000000
isr,1972,-1080000000
isr,1973,-2416000000
isr,1974,-3031000000
isr,1975,-3408000000
isr,1976,-2657000000
isr,1977,-2062000000
isr,1978,-2710000000
isr,1979,-3247000000
isr,1980,-3255000000
isr,1981,-3599200000
isr,1982,-3236700000
isr,1983,-3249700000
isr,1984,-2578600000
isr,1985,-2376200000
isr,1986,-1840600000
isr,1987,-3706800000
isr,1988,-2890200000
isr,1989,-1904800000
isr,1990,-2563500000
isr,1991,-4860600000
isr,1992,-4768600000
isr,1993,-5606700000
isr,1994,-5485800000
isr,1995,-7438200000
isr,1996,-7365000000
isr,1997,-5583100000
isr,1998,-3839600000
isr,1999,-5109700000
isr,2000,-3857000000
isr,2001,-3770300000
isr,2002,-4346700000
isr,2003,-2920300000
isr,2004,-2349700000
isr,2005,-3161600000
isr,2006,-3391100000
isr,2007,-4703200000
isr,2008,-5848200000
isr,2009,715399999.99999
isr,2010,-2040700000
isr,2011,-9592100000
isr,2012,-9793600000
isr,2013,-7634700000
isr,2014,-8249900000
isr,2015,-3710800000
isr,2016,-8221300000
isr,2017,-10343600000
isr,2018,-16909900000
isr,2019,-15423200000
isr,2020,-11603700000
isr,2021,-19450500000
ita,1970,-223519839.77648
ita,1971,328290636.83348
ita,1972,220968538.82997
ita,1973,-3722193118.9154
ita,1974,-8057060099.46523
ita,1975,-951324152.85901
ita,1976,-3653621519.54964
ita,1977,392938532.84677
ita,1978,3393179698.40292
ita,1979,-118413034.89925
ita,1980,-16040403208.4121
ita,1981,-11330296398.9355
ita,1982,-8090427882.02004
ita,1983,-1894341035.76691
ita,1984,-5164570228.05481
ita,1985,-5550502784.31734
ita,1986,5111070217.24828
ita,1987,353301863.91019
ita,1988,-856199160.2969
ita,1989,-1747173314.18977
ita,1990,-1441176674.91718
ita,1991,-1985705481.85688
ita,1992,252201484.69616
ita,1993,28424289475.6295
ita,1994,30812195596.9095
ita,1995,37947877351.8802
ita,1996,53337519976.216
ita,1997,39147359743.7878
ita,1998,35048394405.2174
ita,1999,21916401433.1868
ita,2000,8815236964.80839
ita,2001,15199203223.9901
ita,2002,13001947588.4496
ita,2003,10701141109.571
ita,2004,9645042006.56567
ita,2005,-520361862.60182
ita,2006,-13369139297.4434
ita,2007,3057133914.7255
ita,2008,-2906003767.47617
ita,2009,866195255.79571
ita,2010,-26631476574.8918
ita,2011,-22220611318.7703
ita,2012,23926500133.6756
ita,2013,50635466946.7771
ita,2014,65127558362.9909
ita,2015,59969555027.6215
ita,2016,66385652854.8363
ita,2017,61798029411.2548
ita,2018,54145722907.2986
ita,2019,67884830597.6462
ita,2020,78466906798.72231
jam,1976,-135200000
jam,1977,71100000
jam,1978,81000000
jam,1979,-64300000
jam,1980,-75500000
jam,1981,-322700000
jam,1982,-441500000
jam,1983,-438500000
jam,1984,-334700000
