geo,time,ip_tmk_nres
phl,2013,10773
phl,2014,11528
phl,2015,11528
phl,2016,17034
phl,2017,12572
phl,2018,13647
phl,2019,14397
png,1985,271
png,1986,222
png,1987,253
png,1988,258
png,1989,279
png,1990,224
png,1991,276
png,1992,313
png,1993,360
png,1994,368
png,1995,602
png,1996,581
png,2000,900
png,2001,476
png,2002,420
png,2003,315
png,2004,371
png,2005,447
png,2006,553
png,2007,536
png,2012,860
png,2013,789
png,2014,796
png,2015,862
png,2016,753
pol,1980,579
pol,1981,591
pol,1982,413
pol,1983,402
pol,1984,443
pol,1985,541
pol,1986,451
pol,1987,525
pol,1988,770
pol,1989,973
pol,1990,3554
pol,1991,6631
pol,1992,8400
pol,1993,8185
pol,1994,9529
pol,1995,10146
pol,1996,10415
pol,1997,11072
pol,1998,11503
pol,1999,11740
pol,2000,13749
pol,2001,12290
pol,2002,10789
pol,2003,10852
pol,2004,8408
pol,2005,6544
pol,2006,6460
pol,2007,5866
pol,2008,5420
pol,2009,4053
pol,2010,3921
pol,2011,3681
pol,2012,3595
pol,2013,3561
pol,2014,3282
pol,2015,2852
pol,2016,3141
pol,2017,3388
pol,2018,3294
pol,2019,3277
prk,1985,1316
prk,1986,1370
prk,1987,1385
prk,1988,1699
prk,1989,1900
prk,1990,2063
prk,1991,2112
prk,1992,2105
prt,1980,1606
prt,1981,1660
prt,1982,1609
prt,1983,1385
prt,1984,1713
prt,1985,6075
prt,1986,7588
prt,1987,8209
prt,1988,11383
prt,1989,12951
prt,1990,14050
prt,1991,14286
prt,1992,14140
prt,1993,13546
prt,1994,14909
prt,1995,14382
prt,1996,9898
prt,1997,10081
prt,1998,8745
prt,1999,9326
prt,2000,10525
prt,2001,9114
prt,2002,7404
prt,2003,7219
prt,2004,6946
prt,2005,5790
prt,2006,5200
prt,2007,4716
prt,2008,4344
prt,2009,3301
prt,2010,2849
prt,2011,2733
prt,2012,2365
prt,2013,2338
prt,2014,2178
prt,2015,1961
prt,2016,2462
prt,2017,2586
prt,2018,2422
prt,2019,2460
pry,1981,1492
pry,1982,2507
pry,1983,2154
pry,1984,1429
pry,1985,937
pry,1988,3850
pry,1989,4006
pry,1992,4550
pry,1993,3461
pry,2000,8004
pry,2001,6297
pry,2002,5858
pry,2003,5743
pry,2004,5749
pry,2005,6774
pry,2006,6426
pry,2007,7356
pry,2008,8506
pry,2009,7531
pry,2010,8962
pry,2018,5374
qat,1981,3469
qat,1982,722
qat,1983,626
qat,1984,742
qat,1985,538
qat,1986,469
qat,1987,597
qat,1988,682
qat,1989,664
qat,2011,6387
qat,2012,6288
qat,2013,7182
qat,2014,6203
qat,2017,7007
qat,2019,7039
rou,1980,192
rou,1981,143
rou,1982,170
rou,1983,151
rou,1984,118
rou,1985,1880
rou,1986,2061
rou,1987,2161
rou,1988,2422
rou,1989,2783
rou,1990,4527
rou,1991,4821
rou,1992,4734
rou,1993,4510
rou,1994,4688
rou,1995,5217
rou,1996,5361
rou,1997,5849
rou,1998,6248
rou,1999,5978
rou,2000,6997
rou,2001,6542
rou,2002,6142
rou,2003,6939
rou,2004,7573
rou,2005,8951
rou,2006,8579
rou,2007,5313
rou,2008,4651
rou,2009,3416
rou,2010,3058
rou,2011,2840
rou,2012,2595
rou,2013,2606
rou,2014,2324
rou,2015,1974
rou,2016,2056
rou,2017,2008
rou,2018,2297
rou,2019,2327
rus,1992,10538
rus,1993,7564
rus,1994,8452
rus,1995,8749
rus,1996,10014
rus,1997,10828
rus,1998,12091
rus,1999,10085
rus,2000,12502
rus,2001,12486
rus,2002,13835
rus,2003,14238
rus,2004,17767
rus,2005,19485
rus,2006,21336
rus,2007,24684
rus,2008,25608
rus,2009,21084
rus,2010,23312
rus,2011,25078
rus,2012,27349
rus,2013,28384
rus,2014,26359
rus,2015,24317
rus,2016,24333
rus,2017,25194
rus,2018,25992
rus,2019,26414
rwa,1980,87
rwa,1981,54
rwa,1982,106
rwa,1983,71
rwa,1984,107
rwa,1985,61
rwa,1987,55
rwa,1988,122
rwa,1989,71
rwa,1990,69
rwa,1991,64
rwa,1992,65
rwa,1994,44
rwa,1998,136
rwa,1999,124
rwa,2000,124
rwa,2001,173
rwa,2002,130
rwa,2003,28
rwa,2004,245
rwa,2005,187
rwa,2006,254
rwa,2007,224
rwa,2012,408
rwa,2014,1122
rwa,2015,1092
rwa,2016,1036
rwa,2017,1338
rwa,2018,1404
rwa,2019,1325
sau,1989,1883
sau,2014,10760
sau,2015,10831
sau,2017,16233
sau,2018,13329
sau,2019,14258
sdn,1980,445
sdn,1982,327
sdn,1984,424
sdn,1985,1308
sdn,1998,1333
sdn,1999,1189
sdn,2000,1809
sdn,2001,1441
sdn,2002,1268
sdn,2003,1285
sdn,2004,1362
sdn,2005,1541
sdn,2006,1799
sdn,2007,2021
sdn,2008,1939
sdn,2009,1389
sdn,2010,2016
sdn,2011,1884
sdn,2012,1772
sdn,2013,2178
sdn,2014,2224
sdn,2015,1917
sdn,2016,1918
sdn,2017,1965
sdn,2018,1967
sdn,2019,1778
sgp,1980,3501
sgp,1981,3466
sgp,1983,3994
sgp,1984,4451
sgp,1998,10778
sgp,1999,12276
sgp,2000,17429
sgp,2001,13427
sgp,2002,11497
sgp,2003,12147
sgp,2004,14089
sgp,2005,15451
sgp,2006,16021
sgp,2007,17558
sgp,2008,12866
sgp,2009,10495
sgp,2010,12595
sgp,2011,13960
sgp,2012,14657
sgp,2013,15229
sgp,2014,15656
sgp,2015,15987
sgp,2016,16897
sgp,2017,17670
sgp,2018,19665
sgp,2019,20061
slb,1983,24
slb,1984,37
slb,1985,39
slb,1986,59
slb,1987,12
slb,1988,51
slb,1989,38
sle,1980,238
sle,1981,228
sle,1982,172
sle,1984,128
sle,1995,187
sle,2012,907
sle,2013,934
sle,2014,895
sle,2016,1045
sle,2017,1152
sle,2018,1493
sle,2019,1126
slv,1980,1087
slv,1981,763
slv,1982,810
slv,1983,842
slv,1984,708
slv,1989,828
slv,1990,1438
slv,1991,1517
slv,1992,2010
slv,1993,2308
slv,1994,2724
slv,1995,2047
slv,1997,3689
slv,2015,7030
slv,2016,6999
slv,2017,4056
slv,2018,6590
slv,2019,3264
smr,1999,2172
smr,2000,2589
smr,2001,2068
smr,2002,1797
smr,2003,1730
smr,2004,1567
smr,2005,1370
smr,2006,1500
smr,2013,1043
smr,2014,1048
smr,2015,1160
smr,2016,1240
smr,2017,1226
smr,2018,1227
smr,2019,1188
som,1983,138
som,1984,63
srb,2006,4064
srb,2007,7479
srb,2008,6620
srb,2009,5088
srb,2010,5215
srb,2011,5257
srb,2012,4963
srb,2013,5111
srb,2014,4919
srb,2015,4686
srb,2016,4679
srb,2017,4869
srb,2018,4982
srb,2019,4795
stp,2005,203
stp,2006,155
stp,2007,128
stp,2008,134
stp,2009,512
stp,2010,468
stp,2011,504
stp,2012,552
stp,2013,491
stp,2014,588
stp,2015,654
stp,2016,688
stp,2017,692
stp,2018,721
stp,2019,606
sur,1981,337
sur,1982,321
sur,1996,1462
sur,2001,437
sur,2002,397
sur,2003,377
sur,2004,425
sur,2005,430
sur,2006,561
sur,2007,451
sur,2008,381
sur,2009,388
sur,2010,429
sur,2011,480
sur,2012,546
sur,2013,483
sur,2014,515
sur,2015,527
sur,2016,481
sur,2017,460
sur,2018,392
svk,1993,6876
svk,1994,7455
svk,1995,7715
svk,1996,7113
svk,1997,7999
svk,1998,7819
svk,1999,7738
svk,2000,9073
svk,2001,8330
svk,2002,7323
svk,2003,8020
svk,2004,6494
svk,2005,5200
svk,2006,4595
svk,2007,4473
svk,2008,4099
svk,2009,2790
svk,2010,2632
svk,2011,2517
svk,2012,2389
svk,2013,2357
svk,2014,2106
svk,2015,2001
svk,2016,1930
svk,2017,2010
svk,2018,1852
svk,2019,1751
svn,1992,1246
svn,1993,4579
svn,1994,5131
svn,1995,5443
svn,1996,5454
svn,1997,6399
svn,1998,6341
svn,1999,6048
svn,2000,7301
svn,2001,6773
svn,2002,6189
svn,2003,6610
svn,2004,5313
svn,2005,4040
svn,2006,3684
svn,2007,3563
svn,2008,3138
svn,2009,2223
svn,2010,2183
svn,2011,2027
svn,2018,1468
swe,1980,3972
swe,1981,3574
swe,1982,3819
swe,1983,4041
swe,1984,4346
swe,1985,4464
swe,1986,4787
swe,1987,5086
swe,1988,5732
swe,1989,6266
swe,1990,6499
swe,1991,6127
swe,1992,6084
swe,1993,6026
swe,1994,6646
swe,1995,7467
swe,1996,5575
swe,1997,6511
swe,1998,7407
swe,1999,7652
swe,2000,8640
swe,2001,7780
swe,2002,6601
swe,2003,6309
swe,2004,6220
swe,2005,4994
swe,2006,4600
swe,2007,4052
swe,2008,3536
swe,2009,2710
swe,2010,2489
swe,2011,2513
swe,2012,2378
swe,2013,2151
swe,2014,1915
swe,2015,1784
swe,2016,1979
swe,2017,1994
swe,2018,1924
swe,2019,1982
swz,1980,549
swz,1983,510
swz,1984,881
swz,1985,492
swz,1989,565
swz,1992,616
sxm,2011,922
sxm,2012,815
sxm,2013,821
sxm,2014,853
syc,1980,147
syc,1981,208
syc,1982,82
syc,1983,113
syc,1984,144
syc,1985,201
syc,1987,104
syc,1988,91
syc,1989,118
syc,1990,195
syc,1991,156
syc,1992,115
syc,1995,269
syc,1996,362
syc,2003,196
syc,2016,511
syc,2017,479
syc,2018,690
syc,2019,540
syr,1980,1026
syr,1981,504
syr,1982,548
syr,2017,7619
syr,2018,5151
syr,2019,2971
tha,1980,2049
tha,1981,2467
tha,1982,2402
tha,1983,3387
tha,1984,3667
tha,1985,2968
tha,1986,3724
tha,1987,4053
tha,1988,4962
tha,1989,5148
tha,1990,5839
tha,1991,5148
tha,1992,6166
tha,1993,6273
tha,1994,6907
tha,1995,7748
tha,1996,9064
tha,1997,10383
tha,1998,8385
tha,1999,8838
tha,2000,11560
tha,2001,9407
tha,2002,8591
tha,2003,9714
tha,2004,10554
tha,2005,12148
tha,2006,12776
tha,2007,13424
tha,2008,13472
tha,2009,11353
tha,2010,12875
tha,2011,15493
tha,2012,17455
tha,2013,18216
tha,2014,18144
tha,2015,18997
tha,2016,18362
tha,2017,16818
tha,2018,25986
tha,2019,20698
tjk,1994,3263
tjk,1995,2828
tjk,1996,2206
tjk,1997,2456
tjk,1998,2491
tjk,1999,1953
tjk,2000,2158
tjk,2001,1977
tjk,2002,1645
tjk,2003,1696
tjk,2004,1937
tjk,2005,1915
tjk,2006,2137
tjk,2007,2695
tjk,2008,2375
tjk,2009,1930
tjk,2010,1841
tjk,2011,2565
tjk,2012,2569
tjk,2013,2543
tjk,2015,2423
tjk,2016,2175
tjk,2019,2505
tkm,1996,1096
tkm,1997,929
tkm,1998,803
tkm,1999,717
tkm,2000,1646
tkm,2001,1861
tkm,2002,1663
tkm,2003,1780
tkm,2004,2126
tkm,2005,2204
tkm,2006,2394
ton,1980,31
ton,1981,17
ton,1982,37
ton,1984,39
ton,1989,45
ton,1990,47
ton,1991,55
ton,1993,45
ton,1994,73
ton,1995,45
ton,2002,105
ton,2016,167
ton,2017,179
ton,2018,544
tto,1980,640
tto,1982,621
tto,1994,804
tto,1995,1164
tto,1996,1155
tto,1997,1466
tto,1998,956
tto,1999,967
tto,2000,1754
tto,2002,1317
tto,2012,1188
tto,2013,1131
tto,2014,1110
tto,2015,1296
tto,2016,991
tto,2017,1006
tto,2018,994
tto,2019,886
tun,1980,686
tun,1981,717
tun,1983,226
tun,1984,352
tun,1985,2439
tun,1986,2568
tun,1989,1115
tun,1990,1117
tun,1991,1140
tun,1993,1327
tun,1994,1490
tun,1995,1708
tun,1996,1900
tun,1997,1958
tun,1998,2061
tun,1999,2250
tun,2000,2494
tun,2001,2273
tun,2002,2246
tun,2003,2223
tun,2004,2723
tun,2005,2912
tun,2006,3634
tun,2007,3201
tun,2008,3115
tun,2011,2231
tun,2012,2261
tun,2013,2355
tun,2014,3249
tun,2015,3129
tun,2016,3314
tun,2017,3247
tur,1980,1986
tur,1981,1327
tur,1982,602
tur,1984,861
tur,1985,2249
tur,1986,2629
tur,1987,2769
tur,1988,2847
tur,1989,3061
tur,1990,3200
tur,1991,2834
tur,1992,2279
tur,1993,2599
tur,1994,2727
tur,1995,3379
tur,1996,4802
tur,1997,4983
tur,1998,5161
tur,1999,6571
tur,2000,8289
tur,2001,7629
tur,2002,7082
tur,2003,7522
tur,2004,9011
tur,2005,10540
tur,2006,10915
tur,2007,12073
tur,2008,12541
tur,2009,10515
tur,2010,11467
tur,2011,12881
tur,2012,13298
tur,2013,13873
tur,2014,14094
tur,2015,13663
tur,2016,13762
tur,2017,13209
tur,2018,14071
tur,2019,13919
tuv,1990,54
tza,1980,324
tza,1982,254
tza,1988,234
tza,1989,279
tza,1998,412
tza,1999,618
tza,2000,620
tza,2001,443
tza,2002,415
tza,2003,436
tza,2004,382
tza,2005,310
tza,2006,461
tza,2007,509
uga,1980,252
uga,1981,207
uga,1982,203
uga,1983,80
uga,1984,131
uga,1985,135
uga,1987,113
uga,1988,140
uga,1989,84
uga,1990,131
uga,1991,114
uga,1992,223
uga,2000,668
uga,2001,441
uga,2002,580
uga,2003,572
uga,2004,641
uga,2005,645
uga,2006,779
uga,2007,778
uga,2008,931
uga,2009,760
uga,2013,1354
uga,2014,1590
uga,2015,1769
uga,2016,1753
uga,2017,115
ukr,1992,520
ukr,1993,5793
ukr,1994,4076
ukr,1995,5542
ukr,1996,5670
ukr,1997,6612
ukr,1998,6949
ukr,1999,5700
ukr,2000,6744
ukr,2001,6834
ukr,2002,6835
ukr,2003,7915
ukr,2004,9140
ukr,2005,10369
ukr,2006,11422
ukr,2007,12765
ukr,2008,13276
ukr,2009,10358
ukr,2010,11596
ukr,2011,12516
ukr,2012,13315
ukr,2013,13584
ukr,2014,11238
ukr,2015,9757
ukr,2016,10025
ukr,2017,10558
ukr,2018,10701
ukr,2019,10970
ury,1985,2689
ury,1986,3927
ury,1987,1698
ury,1988,1860
ury,1989,2315
ury,1990,2679
ury,1991,3902
ury,1992,5985
ury,1993,5781
ury,1994,6489
ury,1995,6942
ury,1996,6744
ury,1997,8199
ury,1998,8334
ury,1999,8089
ury,2000,11388
ury,2001,11333
ury,2002,9533
ury,2003,7506
ury,2004,8502
ury,2005,8930
ury,2006,7950
ury,2007,8991
ury,2008,7096
ury,2009,5741
ury,2010,3300
ury,2011,3844
ury,2012,3665
ury,2013,3717
ury,2014,3597
ury,2015,3354
ury,2016,3110
ury,2017,3282
ury,2018,3109
ury,2019,2968
usa,1980,5537
usa,1981,6098
usa,1982,6184
usa,1983,7202
usa,1984,8547
usa,1985,11523
usa,1986,12574
usa,1987,12998
usa,1988,14557
usa,1989,17007
usa,1990,20653
usa,1991,18268
usa,1992,17766
usa,1993,18622
usa,1994,21342
usa,1995,25063
usa,1996,28585
usa,1997,35657
usa,1998,39182
usa,1999,31040
usa,2000,41244
usa,2001,34596
usa,2002,30944
usa,2003,29833
usa,2004,36848
usa,2005,39377
usa,2006,42755
usa,2007,47029
usa,2008,46463
usa,2009,40898
usa,2010,44597
usa,2011,48368
usa,2012,51366
usa,2013,53115
usa,2014,59288
usa,2015,71743
usa,2016,92690
usa,2017,117716
usa,2018,122683
usa,2019,140906
uzb,1993,3222
uzb,1994,1876
uzb,1995,3085
uzb,1996,2709
uzb,1997,2932
uzb,1998,2980
uzb,1999,2387
uzb,2000,2565
uzb,2001,2471
uzb,2002,2074
uzb,2003,2212
uzb,2004,2567
uzb,2005,2536
uzb,2006,2905
uzb,2007,3711
uzb,2008,3158
uzb,2009,2665
uzb,2010,2776
uzb,2011,3027
uzb,2012,3089
uzb,2013,3103
uzb,2014,2934
uzb,2015,2835
uzb,2016,2518
uzb,2017,2728
uzb,2018,2921
uzb,2019,3247
vct,1996,124
vct,2013,313
vct,2014,255
vct,2015,240
vct,2017,244
vct,2018,184
vct,2019,172
ven,1980,3941
ven,1981,4338
ven,1982,2163
ven,1983,3201
ven,1984,3715
ven,1985,3103
ven,1986,3305
ven,1987,3013
ven,1989,3235
ven,1990,4064
ven,1991,4943
ven,1992,6568
ven,1993,5645
ven,1996,6822
ven,1997,8031
ven,2000,10390
ven,2002,7529
ven,2003,7107
ven,2004,6977
ven,2005,9400
ven,2006,9314
ven,2007,9699
ven,2008,8943
ven,2009,7977
ven,2010,8010
ven,2011,9328
ven,2012,10590
ven,2013,9688
ven,2014,7480
ven,2015,6601
ven,2016,5160
ven,2017,4025
vnm,1983,625
vnm,1984,3331
vnm,1985,3225
vnm,1986,1458
vnm,1988,1541
vnm,1989,1843
vnm,1990,2301
vnm,1991,2327
vnm,1992,4740
vnm,1993,5843
vnm,1994,4857
vnm,1995,5898
vnm,1996,5583
vnm,1997,5752
vnm,1998,4510
vnm,1999,3881
vnm,2000,4615
vnm,2001,5317
vnm,2002,4081
vnm,2003,5422
vnm,2004,6499
vnm,2005,7247
vnm,2006,9730
vnm,2007,11340
vnm,2008,10905
vnm,2009,9773
vnm,2010,10599
vnm,2011,9625
vnm,2012,10950
vnm,2013,10999
vnm,2014,11755
vnm,2015,12091
vnm,2016,13960
vnm,2017,15216
vnm,2018,16961
vnm,2019,18450
wsm,1980,55
wsm,1981,66
wsm,1984,85
wsm,1985,90
wsm,1991,99
wsm,1993,73
wsm,1995,132
wsm,1996,176
wsm,1999,175
wsm,2003,113
wsm,2004,122
wsm,2006,184
wsm,2007,130
wsm,2012,205
wsm,2014,118
wsm,2015,186
wsm,2016,105
wsm,2017,119
wsm,2018,123
wsm,2019,446
yem,1981,92
yem,1998,1532
yem,1999,1247
yem,2000,1556
yem,2001,1474
yem,2002,1092
yem,2003,1063
yem,2004,1261
yem,2005,1278
yem,2006,1737
yem,2007,1934
yem,2008,1746
yem,2010,2085
yem,2011,1042
yem,2013,1921
yem,2014,2575
yem,2015,1969
yem,2016,1842
yem,2017,1772
yem,2018,1755
yem,2019,1359
zaf,1980,3632
zaf,1981,4002
zaf,1982,4373
zaf,1983,3675
zaf,1984,4135
zaf,1986,2826
zaf,1987,2894
zaf,1988,3084
zaf,1989,3333
zaf,1990,3345
zaf,1991,3549
zaf,1992,4030
zaf,1993,6678
zaf,1994,6280
zaf,1995,8043
zaf,1996,8281
zaf,1997,9118
zaf,1998,9001
zaf,1999,9785
zaf,2000,12169
zaf,2001,8942
zaf,2002,7832
zaf,2003,8092
zaf,2004,8844
zaf,2005,10850
zaf,2006,11778
zaf,2007,17921
zaf,2008,13875
zaf,2009,10487
zaf,2010,12509
zaf,2011,13962
zaf,2012,14105
zaf,2013,15199
zaf,2014,14943
zaf,2015,15326
zaf,2016,15112
zaf,2017,15337
zaf,2018,15820
zaf,2019,15788
zmb,1980,426
zmb,1981,393
zmb,1982,280
zmb,1983,297
zmb,1984,287
zmb,1985,236
zmb,1986,202
zmb,1987,220
zmb,1988,231
zmb,1989,310
zmb,1990,311
zmb,1991,427
zmb,1992,395
zmb,1993,419
zmb,1995,696
zmb,1996,686
zmb,1998,679
zmb,1999,770
zmb,2001,646
zmb,2002,1104
zmb,2003,1080
zmb,2004,1346
zmb,2005,1525
zmb,2006,1638
zmb,2007,1509
zmb,2008,1590
zmb,2009,1263
zmb,2010,2558
zmb,2011,1546
zmb,2012,1915
zmb,2013,2358
zmb,2014,2117
zmb,2015,1876
zmb,2016,1946
zmb,2017,2076
zmb,2018,1943
zmb,2019,1957
zwe,1980,1177
zwe,1981,931
zwe,1982,760
zwe,1983,496
zwe,1984,546
zwe,1985,504
zwe,1986,600
zwe,1987,491
zwe,1988,546
zwe,1989,744
zwe,1990,735
zwe,1991,830
zwe,1992,955
zwe,1993,914
zwe,1994,1266
zwe,1995,1418
zwe,1996,1779
zwe,2012,1451
zwe,2013,1251
zwe,2014,1682
zwe,2015,1690
zwe,2016,1866
