geo,time,nv_agr_totl_kd_zg
geo,2015,-0.13183
geo,2016,-2.73807
geo,2017,-7.70454
geo,2018,13.79923
geo,2019,0.65309
geo,2020,8.05994
gha,2007,-1.71766
gha,2008,7.40424
gha,2009,7.22554
gha,2010,5.27657
gha,2011,0.84611
gha,2012,2.30195
gha,2013,5.95542
gha,2014,0.90047
gha,2015,2.05725
gha,2016,2.73303
gha,2017,6.21384
gha,2018,4.87572
gha,2019,4.65511
gha,2020,7.39372
gin,1987,13.80198
gin,1988,-5.68413
gin,1989,5.34161
gin,1990,3.39033
gin,1991,3.5643
gin,1992,3.94356
gin,1993,4.22126
gin,1994,4.35555
gin,1995,3.05384
gin,1996,4.31693
gin,1997,6.47815
gin,1998,4.63089
gin,1999,6.60526
gin,2000,2.9466
gin,2001,5.92613
gin,2002,4.21107
gin,2003,3.52626
gin,2004,3.20724
gin,2005,1.33978
gin,2006,2.99963
gin,2007,1.65817
gin,2008,4.31024
gin,2009,-6.58611
gin,2010,19.14761
gin,2011,6.36916
gin,2012,4.71628
gin,2013,6.44274
gin,2014,3.32074
gin,2015,7.60401
gin,2016,4.82873
gin,2017,18.49792
gin,2018,5.63408
gin,2019,8.88363
gin,2020,6.1903
gmb,1968,9.58268
gmb,1969,2.46827
gmb,1970,6.2629
gmb,1971,-0.06476
gmb,1972,0.19442
gmb,1973,9.185
gmb,1974,5.86494
gmb,1975,12.42305
gmb,1976,5.62469
gmb,1977,-2.49765
gmb,1978,0.53166
gmb,1979,14.5673
gmb,1980,-3.953
gmb,1981,-20.30758
gmb,1982,16.93531
gmb,1983,29.65445
gmb,1984,-2.15158
gmb,1985,-8.73277
gmb,1986,-2.51863
gmb,1987,-2.75816
gmb,1988,-1.79916
gmb,1989,3.9625
gmb,1990,-2.17213
gmb,1991,1.13113
gmb,1992,-2.77548
gmb,1993,-4.68684
gmb,1994,6.16898
gmb,1995,-2.63858
gmb,1996,-2.46489
gmb,1997,10.20443
gmb,1998,-2.96195
gmb,1999,30.08789
gmb,2000,7.49653
gmb,2001,8.63317
gmb,2002,-18.08316
gmb,2003,19.46187
gmb,2004,6.68859
gmb,2005,-2.88122
gmb,2006,-16.6822
gmb,2007,-4.19855
gmb,2008,30.9732
gmb,2009,14.91859
gmb,2010,11.80756
gmb,2011,-27.73785
gmb,2012,6.50685
gmb,2013,-2.60628
gmb,2014,-12.38462
gmb,2015,3.95015
gmb,2016,-0.23456
gmb,2017,-4.37916
gmb,2018,3.69125
gmb,2019,-0.112
gmb,2020,11.65957
gnb,2001,1.6293
gnb,2002,-0.3129
gnb,2003,4.37321
gnb,2004,-1.74616
gnb,2005,12.96363
gnb,2006,-0.50621
gnb,2007,2.18739
gnb,2008,2.9723
gnb,2009,3.633
gnb,2010,0.72234
gnb,2011,9.55237
gnb,2012,-0.05239
gnb,2013,3.72841
gnb,2014,-6.47802
gnb,2015,2.90836
gnb,2016,5.32917
gnb,2017,-0.30624
gnb,2018,7.54899
gnb,2019,5.8083
gnb,2020,-0.78225
gnq,2007,6.64252
gnq,2008,-21.12912
gnq,2009,-8.65021
gnq,2010,18.49817
gnq,2011,11.64376
gnq,2012,8.14055
gnq,2013,7.80545
gnq,2014,7.18038
gnq,2015,11.75061
gnq,2016,5.42343
gnq,2017,-2.74493
gnq,2018,-2.45002
gnq,2019,-5.80861
gnq,2020,0.52768
grc,1996,-1.80013
grc,1997,1.07087
grc,1998,1.4995
grc,1999,3.11713
grc,2000,-3.19163
grc,2001,-0.55827
grc,2002,-2.28243
grc,2003,-0.14737
grc,2004,1.6433
grc,2005,3.58154
grc,2006,-13.74072
grc,2007,-12.82421
grc,2008,1.16645
grc,2009,4.96316
grc,2010,4.67749
grc,2011,2.82198
grc,2012,5.99433
grc,2013,-7.01972
grc,2014,5.13204
grc,2015,-2.42078
grc,2016,-7.43719
grc,2017,13.02702
grc,2018,-2.02002
grc,2019,5.27484
grc,2020,-4.21455
grd,1978,-13.72707
grd,1979,6.72728
grd,1980,5.94886
grd,1981,8.14032
grd,1982,-13.19884
grd,1983,-4.0593
grd,1984,13.59404
grd,1985,-9.73563
grd,1986,-5.57729
grd,1987,6.84519
grd,1988,1.21455
grd,1989,4.4372
grd,1990,-1.85471
grd,1991,-2.3431
grd,1992,-2.70817
grd,1993,-4.15817
grd,1994,-6.13778
grd,1995,6.84983
grd,1996,-7.86696
grd,1997,-0.96486
grd,1998,-1.28994
grd,1999,9.85036
grd,2000,-2.1855
grd,2001,-2.61426
grd,2002,3.07275
grd,2003,5.86767
grd,2004,-8.14573
grd,2005,-43.76547
grd,2006,30.52177
grd,2007,1.64766
grd,2008,9.65963
grd,2009,12.12468
grd,2010,-6.5418
grd,2011,-1.56644
grd,2012,4.13787
grd,2013,8.40265
grd,2014,38.59701
grd,2015,33.86016
grd,2016,-10.52782
grd,2017,-15.38645
grd,2018,2.83125
grd,2019,-2.20049
grd,2020,-14.43646
grl,2004,1.98224
grl,2005,10.07419
grl,2006,13.73663
grl,2007,-12.91997
grl,2008,6.92351
grl,2009,-11.19352
grl,2010,11.72185
grl,2011,-4.17241
grl,2012,-1.95851
grl,2013,-3.94447
grl,2014,19.08119
grl,2015,-20.25654
grl,2016,16.96981
grl,2017,2.66039
grl,2018,1.0407
grl,2019,-3.58964
gtm,1961,1.72902
gtm,1962,3.49197
gtm,1963,14.51179
gtm,1964,0.33898
gtm,1965,1.19543
gtm,1966,4.69954
gtm,1967,0.09811
gtm,1968,10.80617
gtm,1969,2.36621
gtm,1970,5.78959
gtm,1971,7.06555
gtm,1972,9.61282
gtm,1973,5.28972
gtm,1974,6.39564
gtm,1975,2.50078
gtm,1976,4.50068
gtm,1977,3.90081
gtm,1978,3.15422
gtm,1979,2.84129
gtm,1980,1.56558
gtm,1981,1.21762
gtm,1982,-3.00742
gtm,1983,-1.71527
gtm,1984,1.55726
gtm,1985,0.37013
gtm,1986,-0.82971
gtm,1987,3.90438
gtm,1988,4.49898
gtm,1989,3.06996
gtm,1990,4.09398
gtm,1991,3.10078
gtm,1992,2.9854
gtm,1993,2.20099
gtm,1994,2.44774
gtm,1995,3.50697
gtm,1996,2.55597
gtm,1997,2.93663
gtm,1998,3.7256
gtm,1999,2.10802
gtm,2000,2.59614
gtm,2001,1.15727
gtm,2002,5.35504
gtm,2003,2.51011
gtm,2004,4.1507
gtm,2005,2.12716
gtm,2006,1.25183
gtm,2007,5.87886
gtm,2008,0.88539
gtm,2009,3.80423
gtm,2010,-0.24989
gtm,2011,5.02445
gtm,2012,4.93945
gtm,2013,4.74503
gtm,2014,1.60536
gtm,2015,2.62574
gtm,2016,2.3887
gtm,2017,3.30744
gtm,2018,2.51266
gtm,2019,2.0728
gtm,2020,2.92521
guy,1961,5.55065
guy,1962,-0.89468
guy,1963,-7.65334
guy,1964,-0.99801
guy,1965,8.67629
guy,1966,-6.83626
guy,1967,3.21917
guy,1968,-6.66214
guy,1969,9.72828
guy,1970,-1.85065
guy,1971,11.05952
guy,1972,-7.1817
guy,1973,-4.1681
guy,1974,81.16838
guy,1975,12.64188
guy,1976,-26.51148
guy,1977,-12.1012
guy,1978,6.11285
guy,1979,-3.57299
guy,1980,5.72068
guy,1981,-7.8466
guy,1982,-6.68132
guy,1983,-8.50362
guy,1984,-0.03189
guy,1985,10.48209
guy,1986,-0.60215
guy,1987,15.59959
guy,1988,-15.79528
guy,1989,-2.48848
guy,1990,-15.12287
guy,1991,14.47661
guy,1992,27.23735
guy,1993,5.35168
guy,1994,11.17562
guy,1995,7.96345
guy,1996,7.67836
guy,1997,3.31275
guy,1998,-6.41304
guy,1999,14.63415
guy,2000,-10.18237
guy,2001,3.7225
guy,2002,6.03589
guy,2003,-1.74359
guy,2004,3.18372
guy,2005,-13.70764
guy,2006,3.98859
guy,2007,0.56038
guy,2008,2.34101
guy,2009,3.22368
guy,2010,1.68417
guy,2011,4.6243
guy,2012,4.76212
guy,2013,4.05615
guy,2014,7.67414
guy,2015,3.2505
guy,2016,-11.10761
guy,2017,12.6659
guy,2018,6.63128
guy,2019,-0.49547
guy,2020,4.1495
hkg,2001,0.27824
hkg,2002,-2.63596
hkg,2003,-5.30066
hkg,2004,0.39121
hkg,2005,-0.23981
hkg,2006,-3.33534
hkg,2007,-4.35188
hkg,2008,-16.96458
hkg,2009,-4.57926
hkg,2010,3.85562
hkg,2011,0.82938
hkg,2012,-3.21191
hkg,2013,4.8968
hkg,2014,-6.01852
hkg,2015,-6.81445
hkg,2016,-1.93833
hkg,2017,-5.16622
hkg,2018,-1.80009
hkg,2019,-0.77183
hkg,2020,4.86145
hnd,1961,6.52714
hnd,1962,4.7525
hnd,1963,3.63706
hnd,1964,6.22293
hnd,1965,15.76986
hnd,1966,8.12004
hnd,1967,3.89116
hnd,1968,7.21582
hnd,1969,-3.90864
hnd,1970,-4.41083
hnd,1971,9.04255
hnd,1972,1.95122
hnd,1973,5.74163
hnd,1974,-8.93665
hnd,1975,-6.70807
hnd,1976,11.18509
hnd,1977,5.98802
hnd,1978,31.7408
hnd,1979,7.19399
hnd,1980,2.45457
hnd,1981,-1.53486
hnd,1982,-2.59791
hnd,1983,-0.54135
hnd,1984,1.29767
hnd,1985,2.33519
hnd,1986,0.87016
hnd,1987,6.77152
hnd,1988,-0.81397
hnd,1989,3.48972
hnd,1990,1.71414
hnd,1991,-2.3965
hnd,1992,8.60023
hnd,1993,-1.61914
hnd,1994,-2.07169
hnd,1995,6.73897
hnd,1996,5.93923
hnd,1997,-1.55311
hnd,1998,4.17835
hnd,1999,-17.7916
hnd,2000,19.03182
hnd,2001,2.12083
hnd,2002,4.503
hnd,2003,2.34918
hnd,2004,7.22144
hnd,2005,-2.29386
hnd,2006,7.57789
hnd,2007,5.54169
hnd,2008,1.92665
hnd,2009,-1.94787
hnd,2010,1.77354
hnd,2011,6.48427
hnd,2012,10.68279
hnd,2013,3.44007
hnd,2014,2.81465
hnd,2015,2.63086
hnd,2016,4.77457
hnd,2017,10.34974
hnd,2018,2.63269
hnd,2019,-1.03421
hnd,2020,-6.2577
hrv,1996,2.53465
hrv,1997,1.57793
hrv,1998,5.04635
hrv,1999,-4.31877
hrv,2000,1.14672
hrv,2001,1.80513
hrv,2002,4.54986
hrv,2003,-7.27678
hrv,2004,14.04767
hrv,2005,-4.34813
hrv,2006,8.76322
hrv,2007,-4.82708
hrv,2008,7.22499
hrv,2009,-2.43394
hrv,2010,-9.00818
hrv,2011,-2.67872
hrv,2012,-18.56858
hrv,2013,5.12046
hrv,2014,-13.89306
hrv,2015,2.37297
hrv,2016,6.41994
hrv,2017,-2.27987
hrv,2018,6.17095
hrv,2019,1.80911
hrv,2020,3.62661
hti,1989,-1.30948
hti,1990,-4.18836
hti,1991,1.46192
hti,1992,-5.38143
hti,1993,1.56833
hti,1994,-3.66126
hti,1995,0.08905
hti,1996,0.96486
hti,1997,-1.51544
hti,1998,-0.21829
hti,1999,-2.83777
hti,2000,-3.63977
hti,2001,-1.98268
hti,2002,-3.0861
hti,2003,10.85834
hti,2004,-6.40506
hti,2005,11.30999
hti,2006,-2.80315
hti,2007,8.70951
hti,2008,-6.04572
hti,2009,2.80824
hti,2010,1.62415
hti,2011,0.02178
hti,2012,-1.78099
hti,2013,4.41672
hti,2014,-5.76422
hti,2015,-4.26136
hti,2016,1.06443
hti,2017,1.21058
hti,2018,1.41368
hti,2019,-1.9108
hti,2020,-2.46052
hun,1996,4.59628
hun,1997,-4.16896
hun,1998,4.56101
hun,1999,2.72928
hun,2000,-10.12711
hun,2001,13.01853
hun,2002,-15.81429
hun,2003,2.54342
hun,2004,50.11174
hun,2005,-5.75964
hun,2006,-6.36425
hun,2007,-20.03103
hun,2008,54.5996
hun,2009,-11.01875
hun,2010,-22.79335
hun,2011,16.19188
hun,2012,-21.58156
hun,2013,14.35707
hun,2014,14.94874
hun,2015,-0.20381
hun,2016,12.57822
hun,2017,-6.70647
hun,2018,5.21092
hun,2019,-1.97559
hun,2020,-8.67141
idn,1961,1.6635
idn,1962,3.27256
idn,1963,-3.71209
idn,1964,9.82605
idn,1965,-3.55308
idn,1966,4.79361
idn,1967,-1.6942
idn,1968,9.95261
idn,1969,1.92006
idn,1970,4.07536
idn,1971,3.80495
idn,1972,2.13523
idn,1973,5.57491
idn,1974,3.72694
idn,1975,0.00711
idn,1976,4.71329
idn,1977,1.2773
idn,1978,5.14876
idn,1979,3.85352
idn,1980,5.20027
idn,1981,4.92277
idn,1982,2.12328
idn,1983,4.79045
idn,1984,4.21003
idn,1985,4.25332
idn,1986,2.58601
idn,1987,2.14353
idn,1988,4.89628
idn,1989,3.31908
idn,1990,2.00339
idn,1991,1.3696
idn,1992,6.89403
idn,1993,1.41917
idn,1994,0.55594
idn,1995,4.37502
idn,1996,3.13904
idn,1997,1.00285
idn,1998,-1.33152
idn,1999,2.16288
idn,2000,1.88281
idn,2001,3.25598
idn,2002,3.44899
idn,2003,3.78812
idn,2004,2.81891
idn,2005,2.71808
idn,2006,3.35633
idn,2007,3.47043
idn,2008,4.82849
idn,2009,3.95782
idn,2010,3.00567
idn,2011,3.94695
idn,2012,4.58651
idn,2013,4.20429
idn,2014,4.23868
idn,2015,3.75475
idn,2016,3.37273
idn,2017,3.91593
idn,2018,3.88416
idn,2019,3.6065
idn,2020,1.75223
ind,1961,0.08421
ind,1962,-1.9891
ind,1963,2.33925
ind,1964,9.22427
ind,1965,-11.0422
ind,1966,-1.42258
ind,1967,14.87087
ind,1968,-0.15828
ind,1969,6.42752
ind,1970,7.09217
ind,1971,-1.87737
ind,1972,-5.01848
ind,1973,7.20191
ind,1974,-1.52336
ind,1975,12.88978
ind,1976,-5.77818
ind,1977,10.03625
ind,1978,2.30251
ind,1979,-12.77469
ind,1980,12.88823
ind,1981,4.60167
ind,1982,-0.28083
ind,1983,10.12097
ind,1984,1.58509
ind,1985,0.31427
ind,1986,-0.40948
ind,1987,-1.5878
ind,1988,15.63965
ind,1989,1.18915
ind,1990,4.0151
ind,1991,-1.95249
ind,1992,6.65101
ind,1993,3.32271
ind,1994,4.71598
ind,1995,-0.69538
ind,1996,9.9203
ind,1997,-2.55373
ind,1998,6.32045
ind,1999,2.66913
ind,2000,-0.00762
ind,2001,6.00709
ind,2002,-6.60423
ind,2003,9.04858
ind,2004,0.18353
ind,2005,4.80936
ind,2006,2.9388
ind,2007,5.50648
ind,2008,-0.24419
ind,2009,-0.88023
ind,2010,8.79176
ind,2011,6.39781
ind,2012,1.48746
ind,2013,5.57048
ind,2014,-0.21645
ind,2015,0.6496
ind,2016,6.79756
ind,2017,6.60592
ind,2018,2.56095
ind,2019,4.31477
ind,2020,3.6325
irl,1996,0.0937
irl,1997,4.41147
irl,1998,0.42196
irl,1999,-13.04843
irl,2000,0.73077
irl,2001,-12.62983
irl,2002,-0.20981
irl,2003,5.02249
irl,2004,19.87314
irl,2005,-22.74711
irl,2006,-14.36833
irl,2007,8.53085
irl,2008,5.46704
irl,2009,-15.71216
irl,2010,18.48498
irl,2011,16.32142
irl,2012,-18.14769
irl,2013,1.9849
irl,2014,26.66295
irl,2015,5.64762
irl,2016,9.93884
irl,2017,5.73079
irl,2018,-9.52875
irl,2019,25.59351
irl,2020,-1.90146
irn,1961,1.35149
irn,1962,0.61162
irn,1963,2.49608
irn,1964,-1.91512
irn,1965,7.44481
irn,1966,3.787
irn,1967,7.97344
irn,1968,9.48435
irn,1969,1.24529
irn,1970,3.38398
irn,1971,-0.53805
irn,1972,13.26195
irn,1973,5.80197
irn,1974,3.15713
irn,1975,10.12111
irn,1976,11.81381
irn,1977,-3.91901
irn,1978,6.95339
irn,1979,5.47672
irn,1980,3.51532
irn,1981,2.18834
irn,1982,7.0888
irn,1983,4.73525
irn,1984,7.30076
irn,1985,7.76502
irn,1986,4.33039
irn,1987,2.34156
irn,1988,-0.52158
irn,1989,4.59029
irn,1990,10.98017
irn,1991,5.60257
irn,1992,10.26846
irn,1993,0.98241
irn,1994,2.04398
irn,1995,3.75978
irn,1996,3.29766
irn,1997,0.97603
irn,1998,10.48814
irn,1999,-7.22704
irn,2000,3.4581
irn,2001,-2.30351
irn,2002,13.47804
irn,2003,4.98334
irn,2004,0.36322
irn,2005,11.76816
irn,2006,7.73991
irn,2007,2.2214
irn,2008,-20.35321
irn,2009,7.61845
irn,2010,6.11695
irn,2011,3.72266
irn,2012,4.6591
irn,2013,5.47751
irn,2014,5.40771
irn,2015,4.62233
irn,2016,4.19613
irn,2017,3.17794
irn,2018,-0.94383
irn,2019,8.80131
irn,2020,9.17201
irq,1969,0.17099
irq,1970,9.08823
irq,1971,3.9659
irq,1972,20.52626
irq,1973,-23.79538
irq,1974,19.17839
irq,1975,-14.10554
irq,1976,22.69817
irq,1977,-2.51035
irq,1978,1.20904
irq,1979,-1.4317
irq,1980,-0.52734
irq,1981,1.91127
irq,1982,10.86927
irq,1983,-3.83586
irq,1984,10.96512
irq,1985,15.72492
irq,1986,-4.29609
irq,1987,-8.34407
irq,1988,7.69026
irq,1989,9.72374
irq,1990,10.8653
irq,1991,-16.54968
irq,1992,22.75476
irq,1993,-1.11838
irq,1994,7.11831
irq,1995,11.95402
irq,1996,7.40414
irq,1997,-8.10306
irq,1998,8.25633
irq,1999,15.93707
irq,2000,-11.44431
irq,2001,1.02535
irq,2002,17.08382
irq,2003,-29.20275
irq,2004,17.53134
irq,2005,31.37933
irq,2006,4.26767
irq,2007,-27.68418
irq,2008,-13.90233
irq,2009,3.55963
irq,2010,13.51471
irq,2011,16.27146
irq,2012,-6.89945
irq,2013,23.91557
irq,2014,-2.01306
irq,2015,-36.88329
irq,2016,-0.30868
irq,2017,-15.99809
irq,2018,37.66335
irq,2019,46.15987
irq,2020,4.50029
isl,1996,3.65788
isl,1997,-1.7634
isl,1998,-3.29715
isl,1999,-2.57286
isl,2000,-2.01972
isl,2001,1.44785
isl,2002,2.41766
isl,2003,-3.14255
isl,2004,3.66053
isl,2005,-0.72881
isl,2006,-2.84204
isl,2007,-1.44162
isl,2008,2.00968
isl,2009,0.67334
isl,2010,-10.69521
isl,2011,-5.73934
isl,2012,10.84141
isl,2013,2.09773
isl,2014,-0.94954
isl,2015,4.68152
isl,2016,1.09268
isl,2017,0.04313
isl,2018,6.62906
isl,2019,6.07562
isl,2020,-0.53725
isr,1996,10.78215
isr,1997,0.90403
isr,1998,8.21336
isr,1999,-5.06317
isr,2000,5.73876
isr,2001,7.6609
isr,2002,4.19911
isr,2003,-5.64384
isr,2004,16.34937
isr,2005,7.83621
isr,2006,-0.82401
isr,2007,-1.42845
isr,2008,-0.15599
isr,2009,14.90655
isr,2010,-9.57092
isr,2011,11.50841
isr,2012,-3.17835
isr,2013,-1.93922
isr,2014,-4.79118
isr,2015,-7.42347
isr,2016,3.97415
isr,2017,1.06906
isr,2018,-2.21208
isr,2019,1.3715
isr,2020,-5.40691
ita,1991,8.47373
ita,1992,2.00038
ita,1993,-0.45409
ita,1994,1.45648
ita,1995,1.71765
ita,1996,1.36412
ita,1997,2.12253
ita,1998,2.7298
ita,1999,5.72434
ita,2000,-0.48879
ita,2001,-3.38763
ita,2002,-4.45968
ita,2003,-3.68075
ita,2004,11.80366
ita,2005,-4.87011
ita,2006,-0.61439
ita,2007,0.48475
ita,2008,1.83919
ita,2009,-1.51296
ita,2010,0.74058
ita,2011,2.30678
ita,2012,-1.89757
ita,2013,0.99829
ita,2014,-2.26878
ita,2015,4.74247
ita,2016,-0.05645
ita,2017,-3.7635
ita,2018,1.8533
ita,2019,-1.61057
ita,2020,-6.32014
jam,1967,1.3046
jam,1968,5.08629
jam,1969,4.54463
jam,1970,11.68866
jam,1971,3.13569
jam,1972,16.38381
jam,1973,-5.77915
jam,1974,-3.61599
jam,1975,-0.30559
jam,1976,-6.45753
jam,1977,-2.37852
jam,1978,0.55648
jam,1979,-1.82472
jam,1980,-5.75457
jam,1981,2.54818
jam,1982,1.25892
jam,1983,2.27424
jam,1984,-0.86
jam,1985,-4.55222
jam,1986,1.61732
jam,1987,7.79597
jam,1988,2.85081
jam,1989,6.81948
jam,1990,5.46551
jam,1991,7.54182
jam,1992,1.91821
jam,1993,-0.48982
jam,1994,5.66733
jam,1995,3.78735
jam,1996,3.79264
jam,1997,-14.14371
jam,1998,-2.49083
jam,1999,2.7196
jam,2000,-12.65594
jam,2001,6.67288
jam,2002,-6.93037
jam,2003,7.56847
jam,2004,-12.24583
jam,2005,-7.78162
jam,2006,19.97682
jam,2007,-8.10732
jam,2008,-6.16701
jam,2009,13.97858
jam,2010,0.02286
jam,2011,10.29785
jam,2012,2.31907
jam,2013,-0.76361
jam,2014,-0.53272
jam,2015,0.02668
jam,2016,12.86875
jam,2017,-3.50061
jam,2018,4.09847
jam,2019,0.40167
jam,2020,-1.43627
jor,1977,7.14286
jor,1978,24.31373
jor,1979,-5.1735
jor,1980,0.99061
jor,1981,-5.28512
jor,1982,18.1235
jor,1983,-2.80686
jor,1984,-6.26725
jor,1985,4.12956
jor,1986,2.20015
jor,1987,21.39965
jor,1988,15.49836
jor,1989,-27.516
jor,1990,39.9336
jor,1991,5.53763
jor,1992,30.36735
jor,1993,-22.69012
jor,1994,-13.94095
jor,1995,1.61734
jor,1996,3.50457
jor,1997,-8.47708
jor,1998,12.98331
jor,1999,-29.317
jor,2000,5.38097
jor,2001,1.76606
jor,2002,24.93084
jor,2003,11.75197
jor,2004,11.19169
jor,2005,0.27137
jor,2006,13.07158
jor,2007,1.22892
jor,2008,8.62155
jor,2009,12.83046
jor,2010,6.91286
jor,2011,3.94
jor,2012,-9.35136
jor,2013,-3.53893
jor,2014,7.55084
jor,2015,4.96219
jor,2016,3.84984
jor,2017,4.77591
jor,2018,3.16223
jor,2019,2.58195
jor,2020,1.62877
jpn,1995,-7.67961
jpn,1996,6.59063
jpn,1997,-1.87384
jpn,1998,1.62752
jpn,1999,-0.4404
jpn,2000,7.44886
jpn,2001,-7.62485
jpn,2002,5.92597
jpn,2003,-9.80685
jpn,2004,-10.336
jpn,2005,-0.33895
jpn,2006,-1.39522
jpn,2007,6.16357
jpn,2008,7.64023
jpn,2009,-7.62298
jpn,2010,-5.17917
jpn,2011,1.37032
jpn,2012,-1.0182
jpn,2013,-1.55579
jpn,2014,-5.74873
jpn,2015,-4.21602
jpn,2016,-8.0555
jpn,2017,0.7389
jpn,2018,-6.5373
jpn,2019,1.38479
kaz,1991,-22.6
kaz,1992,28.7
kaz,1993,-6.9
kaz,1994,-21
kaz,1995,-24.4
kaz,1996,-5
kaz,1997,-0.9
kaz,1998,-18.9
kaz,1999,21.4
kaz,2000,-3.2
kaz,2001,17.1
kaz,2002,3.2
kaz,2003,2.2
kaz,2004,-0.1
kaz,2005,7.1
kaz,2006,6
kaz,2007,8.9
kaz,2008,-6.2
kaz,2009,13.2
kaz,2010,-11.6
kaz,2011,26.5
kaz,2012,-17.4
kaz,2013,11.2
kaz,2014,1.3
kaz,2015,3.5
kaz,2016,5.4
kaz,2017,3.2
kaz,2018,3.8
kaz,2019,-0.1
kaz,2020,5.9
ken,1965,-10.07319
ken,1966,23.02879
ken,1967,1.73592
ken,1968,4.86301
ken,1969,8.83403
ken,1970,-7.87371
ken,1971,16.12727
ken,1972,11.42032
ken,1973,2.72349
ken,1974,-2.4413
ken,1975,7.36223
ken,1976,1.90621
ken,1977,9.99463
ken,1978,3.77936
ken,1979,2.70634
ken,1980,1.07345
ken,1981,5.9251
ken,1982,7.36675
ken,1983,1.85393
ken,1984,-3.47533
ken,1985,4.0134
ken,1986,4.92459
ken,1987,4.19049
ken,1988,4.55393
ken,1989,4.11337
ken,1990,3.47184
ken,1991,-0.71042
ken,1992,-3.32589
ken,1993,-3.27196
ken,1994,3.07741
ken,1995,4.79236
ken,1996,4.47122
ken,1997,-3.06518
ken,1998,8.2895
ken,1999,7.09238
ken,2000,-1.2772
ken,2001,11.65807
ken,2002,-3.49636
ken,2003,2.43043
ken,2004,1.74824
ken,2005,6.9064
ken,2006,1.73005
ken,2007,5.08991
ken,2008,-4.98326
ken,2009,-2.29779
ken,2010,10.35024
ken,2011,2.37568
ken,2012,2.44963
ken,2013,4.05002
ken,2014,1.3795
ken,2015,4.38569
ken,2016,1.38939
ken,2017,-1.28931
ken,2018,5.7242
ken,2019,2.64198
ken,2020,4.77857
kgz,1988,10.19998
kgz,1989,4.61933
kgz,1990,1.37023
kgz,1991,-7.73963
kgz,1992,-2.63553
kgz,1993,-8.63216
kgz,1994,-8.60554
kgz,1995,-2.01037
kgz,1996,15.19161
kgz,1997,12.25698
kgz,1998,2.8523
kgz,1999,8.2123
kgz,2000,2.68021
kgz,2001,7.27613
kgz,2002,3.10819
kgz,2003,3.19543
kgz,2004,4.10817
kgz,2005,-4.16252
kgz,2006,1.69663
kgz,2007,1.61253
kgz,2008,0.86256
kgz,2009,6.72467
kgz,2010,-2.57159
kgz,2011,1.84653
kgz,2012,1.24728
kgz,2013,2.65092
kgz,2014,-0.54973
kgz,2015,6.15581
kgz,2016,2.86618
kgz,2017,2.23507
kgz,2018,2.60473
kgz,2019,2.47753
kgz,2020,1.08614
khm,1994,-56.7701
khm,1995,10.93176
khm,1996,2.36025
khm,1997,1.66233
khm,1998,4.40766
khm,1999,3.70676
khm,2000,2.53428
khm,2001,3.55743
khm,2002,-2.48731
khm,2003,10.50864
khm,2004,-0.86585
khm,2005,15.72002
khm,2006,5.47912
khm,2007,5.02873
khm,2008,5.71475
khm,2009,5.41817
khm,2010,3.95666
khm,2011,3.08071
khm,2012,4.30527
khm,2013,1.56658
khm,2014,0.28159
khm,2015,0.2029
khm,2016,1.3236
khm,2017,1.73854
khm,2018,1.09792
khm,2019,-0.53247
khm,2020,0.58344
kir,1983,-1.63561
kir,1984,49.10338
kir,1985,-19.79013
kir,1986,-18.42053
kir,1987,-7.3633
kir,1988,47.69119
kir,1989,-23.75834
kir,1990,-20.67491
kir,1991,-52.73286
kir,1992,10.23942
kir,1993,0.61862
kir,1994,0.21437
kir,1995,9.1185
kir,1996,-14.14512
kir,1997,-4.70498
kir,1998,9.0165
kir,1999,1.90876
kir,2000,-3.89485
kir,2001,2.47116
kir,2002,-4.34647
kir,2003,8.84192
kir,2004,5.68929
kir,2005,-7.11807
kir,2006,-0.79627
kir,2007,0.10382
kir,2008,3.44446
kir,2009,-0.32631
kir,2010,-3.88886
kir,2011,8.32671
kir,2012,2.13252
kir,2013,-0.66988
kir,2014,5.90977
kir,2015,1.32785
kir,2016,10.66021
kir,2017,9.00812
kir,2018,4.35334
kir,2019,0.73444
kna,1978,4.72915
kna,1979,3.40722
kna,1980,-7.97936
kna,1981,11.69111
kna,1982,-2.12437
kna,1983,-15.23283
kna,1984,0.65177
kna,1985,7.16929
kna,1986,-10.01295
kna,1987,4.46043
kna,1988,5.32599
kna,1989,-3.66173
kna,1990,-2.30769
kna,1991,5.7434
kna,1992,4.55541
kna,1993,3.30959
kna,1994,3.69019
kna,1995,-17.48142
kna,1996,11.18483
kna,1997,2.72805
kna,1998,-0.58091
kna,1999,-6.34391
kna,2000,-32.17469
kna,2001,17.80552
kna,2002,19.57613
kna,2003,1.49254
kna,2004,12.77574
kna,2005,5.41972
kna,2006,-20.06185
kna,2007,3.23985
kna,2008,5.62061
kna,2009,-10.59867
kna,2010,2.48016
kna,2011,14.37561
kna,2012,-8.33686
kna,2013,-3.23176
kna,2014,0.62023
kna,2015,-1.94405
kna,2016,-8.75242
kna,2017,28.19025
kna,2018,2.96534
kna,2019,-5.69282
kna,2020,17.78244
kor,1961,14.90461
kor,1962,-6.33307
kor,1963,9.56803
kor,1964,15.97837
kor,1965,1.1842
kor,1966,8.85779
kor,1967,-5.0608
kor,1968,0.12214
kor,1969,9.04742
kor,1970,-0.71357
kor,1971,5.52345
kor,1972,3.02483
kor,1973,6.59308
kor,1974,6.30474
