geo,time,sh_sta_traf_p5
rwa,2013,32.4
rwa,2014,29.9
rwa,2015,30.2
rwa,2016,30.3
rwa,2017,30.4
rwa,2018,29.9
rwa,2019,29.4
sau,2000,17.1
sau,2001,17.1
sau,2002,17.2
sau,2003,17.7
sau,2004,23
sau,2005,25.9
sau,2006,24.8
sau,2007,26
sau,2008,25.7
sau,2009,23.8
sau,2010,24.8
sau,2011,26.1
sau,2012,27
sau,2013,26.3
sau,2014,25
sau,2015,26.2
sau,2016,28.7
sau,2017,30.6
sau,2018,33.2
sau,2019,35.9
sdn,2000,25.5
sdn,2001,25.5
sdn,2002,25.4
sdn,2003,25.7
sdn,2004,25.7
sdn,2005,25.6
sdn,2006,24.9
sdn,2007,24.7
sdn,2008,24.7
sdn,2009,24.2
sdn,2010,23.8
sdn,2011,21.1
sdn,2012,22.2
sdn,2013,22.2
sdn,2014,24.9
sdn,2015,25.1
sdn,2016,25.5
sdn,2017,26.9
sdn,2018,26.1
sdn,2019,26.8
sen,2000,24.8
sen,2001,24.6
sen,2002,24.7
sen,2003,25.2
sen,2004,24.9
sen,2005,24.8
sen,2006,25.3
sen,2007,25.5
sen,2008,25.4
sen,2009,25.5
sen,2010,25.8
sen,2011,25.7
sen,2012,24.7
sen,2013,24.6
sen,2014,24.1
sen,2015,24.1
sen,2016,24.1
sen,2017,23.8
sen,2018,23.7
sen,2019,23.5
sgp,2000,6.5
sgp,2001,5.8
sgp,2002,6.4
sgp,2003,7
sgp,2004,6.2
sgp,2005,5
sgp,2006,5.3
sgp,2007,6
sgp,2008,5.8
sgp,2009,4.4
sgp,2010,5.1
sgp,2011,4.6
sgp,2012,3.5
sgp,2013,3.2
sgp,2014,3.1
sgp,2015,3
sgp,2016,2.7
sgp,2017,2.5
sgp,2018,2.3
sgp,2019,2.1
slb,2000,17.7
slb,2001,18.4
slb,2002,19.1
slb,2003,18.8
slb,2004,18.3
slb,2005,17.5
slb,2006,17.7
slb,2007,17.7
slb,2008,17.5
slb,2009,17.9
slb,2010,17.8
slb,2011,17.4
slb,2012,17.1
slb,2013,17.2
slb,2014,16.9
slb,2015,16.9
slb,2016,16.8
slb,2017,16.7
slb,2018,16.6
slb,2019,16.5
sle,2000,31.2
sle,2001,32.3
sle,2002,31.3
sle,2003,31.3
sle,2004,31.2
sle,2005,31.5
sle,2006,31.2
sle,2007,30.7
sle,2008,30.5
sle,2009,30.5
sle,2010,30
sle,2011,30
sle,2012,29.3
sle,2013,28.4
sle,2014,28.7
sle,2015,30.4
sle,2016,30.5
sle,2017,31.3
sle,2018,32.2
sle,2019,33
slv,2000,35.9
slv,2001,35.3
slv,2002,33.1
slv,2003,35.6
slv,2004,35.6
slv,2005,29.7
slv,2006,32.9
slv,2007,30.9
slv,2008,28.4
slv,2009,24.6
slv,2010,22.3
slv,2011,21.1
slv,2012,19
slv,2013,19
slv,2014,20.4
slv,2015,20.8
slv,2016,22.2
slv,2017,20.6
slv,2018,20.8
slv,2019,20.9
smr,2013,3.2
smr,2016,0
som,2000,27.6
som,2001,27
som,2002,26.1
som,2003,27.2
som,2004,27.7
som,2005,27.3
som,2006,27.4
som,2007,27.2
som,2008,27.6
som,2009,27.5
som,2010,27.7
som,2011,27.7
som,2012,27.1
som,2013,27
som,2014,27.2
som,2015,27.2
som,2016,27.4
som,2017,27.4
som,2018,27.4
som,2019,27.4
srb,2000,10.9
srb,2001,13.8
srb,2002,9.4
srb,2003,8
srb,2004,9.1
srb,2005,10
srb,2006,11.5
srb,2007,12.6
srb,2008,11.7
srb,2009,10.7
srb,2010,9
srb,2011,9.7
srb,2012,8.9
srb,2013,8.4
srb,2014,7.5
srb,2015,6.7
srb,2016,7.4
srb,2017,8.6
srb,2018,7.5
srb,2019,7.5
ssd,2000,19.2
ssd,2001,19.4
ssd,2002,19.7
ssd,2003,20
ssd,2004,20.5
ssd,2005,20.9
ssd,2006,21.2
ssd,2007,21.6
ssd,2008,23
ssd,2009,24
ssd,2010,25.3
ssd,2011,27.4
ssd,2012,31
ssd,2013,31.2
ssd,2014,31.9
ssd,2015,33.1
ssd,2016,33.8
ssd,2017,34.7
ssd,2018,35.7
ssd,2019,36.7
stp,2000,12.3
stp,2001,10.1
stp,2002,14.1
stp,2003,14.3
stp,2004,28.8
stp,2005,28.6
stp,2006,27.8
stp,2007,27.1
stp,2008,26.3
stp,2009,26.2
stp,2010,26.6
stp,2011,26
stp,2012,26
stp,2013,26.6
stp,2014,26.6
stp,2015,27.1
stp,2016,27.1
stp,2017,27.4
stp,2018,27.6
stp,2019,27.9
sur,2000,25.7
sur,2001,12.8
sur,2002,17.8
sur,2003,20.3
sur,2004,29.4
sur,2005,26.4
sur,2006,24.7
sur,2007,25.4
sur,2008,24.4
sur,2009,26.6
sur,2010,19.5
sur,2011,22.2
sur,2012,15.7
sur,2013,14.4
sur,2014,16.3
sur,2015,11.4
sur,2016,14.3
sur,2017,16
sur,2018,15.7
sur,2019,15.3
svk,2000,15.1
svk,2001,15.1
svk,2002,14.3
svk,2003,15.3
svk,2004,14.5
svk,2005,13.7
svk,2006,13.9
svk,2007,12.5
svk,2008,14.4
svk,2009,9.6
svk,2010,9
svk,2011,8.7
svk,2012,7.9
svk,2013,5.2
svk,2014,6.6
svk,2015,6.4
svk,2016,6.3
svk,2017,6.2
svk,2018,6.1
svk,2019,6.1
svn,2000,16.4
svn,2001,15
svn,2002,14.1
svn,2003,13
svn,2004,14.4
svn,2005,13.5
svn,2006,13.7
svn,2007,15.6
svn,2008,11.1
svn,2009,8.9
svn,2010,7.2
svn,2011,7.1
svn,2012,6.6
svn,2013,6.3
svn,2014,5.5
svn,2015,6
svn,2016,6.5
svn,2017,5.2
svn,2018,4.5
svn,2019,5.1
swe,2000,6.7
swe,2001,7
swe,2002,6.3
swe,2003,6
swe,2004,5.6
swe,2005,5.3
swe,2006,5.3
swe,2007,5.3
swe,2008,4.8
swe,2009,4.1
swe,2010,3
swe,2011,3.4
swe,2012,3.5
swe,2013,3.1
swe,2014,3.2
swe,2015,3.2
swe,2016,3.1
swe,2017,2.7
swe,2018,3.6
swe,2019,3.1
swz,2000,29.9
swz,2001,29.9
swz,2002,29.6
swz,2003,30
swz,2004,30.4
swz,2005,29.9
swz,2006,28.6
swz,2007,28.8
swz,2008,29
swz,2009,29.7
swz,2010,30.1
swz,2011,31
swz,2012,30.5
swz,2013,30.7
swz,2014,31.1
swz,2015,31.5
swz,2016,32.4
swz,2017,32.6
swz,2018,33
swz,2019,33.5
syc,2000,13.6
syc,2001,12.1
syc,2002,19
syc,2003,17.5
syc,2004,9.2
syc,2005,10.2
syc,2006,12.3
syc,2007,17.8
syc,2008,6.6
syc,2009,9.9
syc,2010,14.2
syc,2011,12
syc,2012,10.8
syc,2013,8.6
syc,2014,12.7
syc,2015,13.7
syc,2016,15.7
syc,2017,11.4
syc,2018,11.4
syc,2019,11.3
syr,2000,22
syr,2001,21.4
syr,2002,20.8
syr,2003,21.9
syr,2004,21.8
syr,2005,21.9
syr,2006,22.6
syr,2007,22.8
syr,2008,22.9
syr,2009,22.7
syr,2010,22.5
syr,2011,22.7
syr,2012,22.1
syr,2013,23
syr,2014,24.8
syr,2015,25.9
syr,2016,27.5
syr,2017,17.1
syr,2018,17.1
syr,2019,14.9
tcd,2000,27
tcd,2001,26.6
tcd,2002,26.4
tcd,2003,26.4
tcd,2004,25.1
tcd,2005,24.8
tcd,2006,24.5
tcd,2007,24.6
tcd,2008,25
tcd,2009,24.9
tcd,2010,24.7
tcd,2011,24.8
tcd,2012,23.7
tcd,2013,24
tcd,2014,24.6
tcd,2015,25.7
tcd,2016,27.4
tcd,2017,28.9
tcd,2018,30.6
tcd,2019,32.4
tgo,2000,30.1
tgo,2001,30.4
tgo,2002,30.8
tgo,2003,30.9
tgo,2004,31
tgo,2005,30.9
tgo,2006,31.2
tgo,2007,31.1
tgo,2008,31.3
tgo,2009,31.3
tgo,2010,31.1
tgo,2011,31.1
tgo,2012,30.6
tgo,2013,30.7
tgo,2014,30.3
tgo,2015,29.9
tgo,2016,29.6
tgo,2017,29.2
tgo,2018,28.8
tgo,2019,28.7
tha,2000,39
tha,2001,39.3
tha,2002,39.2
tha,2003,38.8
tha,2004,38.9
tha,2005,38.9
tha,2006,38.7
tha,2007,38.9
tha,2008,38.9
tha,2009,38.7
tha,2010,38.3
tha,2011,38.2
tha,2012,36.3
tha,2013,36
tha,2014,32.6
tha,2015,32.8
tha,2016,32.5
tha,2017,35.1
tha,2018,32.3
tha,2019,32.2
tjk,2000,19.5
tjk,2001,19.5
tjk,2002,19.2
tjk,2003,19
tjk,2004,19.1
tjk,2005,18.9
tjk,2006,18.6
tjk,2007,18.5
tjk,2008,18.6
tjk,2009,18.7
tjk,2010,18.7
tjk,2011,18.5
tjk,2012,18.6
tjk,2013,18.6
tjk,2014,18.4
tjk,2015,18.4
tjk,2016,18.2
tjk,2017,18
tjk,2018,16.1
tjk,2019,15.7
tkm,2000,16.1
tkm,2001,16.3
tkm,2002,16.7
tkm,2003,16.8
tkm,2004,17.3
tkm,2005,17.2
tkm,2006,17.1
tkm,2007,16.9
tkm,2008,16.7
tkm,2009,16.7
tkm,2010,16.9
tkm,2011,16.6
tkm,2012,15.9
tkm,2013,17
tkm,2014,16.3
tkm,2015,16.4
tkm,2016,14.2
tkm,2017,14.6
tkm,2018,14.1
tkm,2019,13.5
tls,2000,14.5
tls,2001,14.1
tls,2002,14.5
tls,2003,15
tls,2004,15.3
tls,2005,15.6
tls,2006,15.9
tls,2007,15.2
tls,2008,15.1
tls,2009,15.2
tls,2010,15.3
tls,2011,15.4
tls,2012,14.7
tls,2013,14.8
tls,2014,13
tls,2015,13.1
tls,2016,13.2
tls,2017,12.6
tls,2018,12.2
tls,2019,11.9
ton,2000,13.3
ton,2001,13.2
ton,2002,13.1
ton,2003,13.1
ton,2004,13
ton,2005,13.9
ton,2006,14.7
ton,2007,13.6
ton,2008,17.4
ton,2009,10.6
ton,2010,5.8
ton,2011,8.7
ton,2012,7.8
ton,2013,7.9
ton,2014,5.9
ton,2015,6.9
ton,2016,17.8
ton,2017,17.3
ton,2018,23.9
ton,2019,33
tto,2000,13.6
tto,2001,16.1
tto,2002,15
tto,2003,20.3
tto,2004,17.9
tto,2005,19.2
tto,2006,20.1
tto,2007,21
tto,2008,24.8
tto,2009,22.1
tto,2010,20.2
tto,2011,15.9
tto,2012,17.8
tto,2013,14
tto,2014,14.8
tto,2015,13.1
tto,2016,12
tto,2017,11.1
tto,2018,10.2
tto,2019,9.3
tun,2000,23.7
tun,2001,23.2
tun,2002,22.9
tun,2003,23.3
tun,2004,23.4
tun,2005,24.1
tun,2006,23.9
tun,2007,23.7
tun,2008,24
tun,2009,23.8
tun,2010,23.9
tun,2011,23.7
tun,2012,22.9
tun,2013,22.8
tun,2014,22.8
tun,2015,22.9
tun,2016,23
tun,2017,21.5
tun,2018,18.7
tun,2019,16.5
tur,2000,9
tur,2001,7
tur,2002,6.8
tur,2003,6.6
tur,2004,6.8
tur,2005,6.8
tur,2006,6.9
tur,2007,7.4
tur,2008,6.2
tur,2009,6.3
tur,2010,6.8
tur,2011,11
tur,2012,10.7
tur,2013,10.3
tur,2014,9.6
tur,2015,9.9
tur,2016,9.4
tur,2017,9.4
tur,2018,8.4
tur,2019,6.7
tza,2000,32.2
tza,2001,32
tza,2002,31.3
tza,2003,30
tza,2004,30.1
tza,2005,29.8
tza,2006,28.8
tza,2007,28.8
tza,2008,28.4
tza,2009,28.7
tza,2010,28.8
tza,2011,28.6
tza,2012,30.3
tza,2013,30.3
tza,2014,30.6
tza,2015,30.8
tza,2016,30.6
tza,2017,30.9
tza,2018,31
tza,2019,31.1
uga,2000,33.9
uga,2001,33.6
uga,2002,33.3
uga,2003,32.7
uga,2004,32.4
uga,2005,32.5
uga,2006,31.8
uga,2007,31.8
uga,2008,31.7
uga,2009,31.9
uga,2010,32.3
uga,2011,28.4
uga,2012,29.5
uga,2013,29.9
uga,2014,30.2
uga,2015,30.3
uga,2016,30.4
uga,2017,29.9
uga,2018,29.7
uga,2019,29.4
ukr,2000,13.6
ukr,2001,17.8
ukr,2002,19.5
ukr,2003,20.1
ukr,2004,20.6
ukr,2005,25.2
ukr,2006,25.3
ukr,2007,29.5
ukr,2008,24.8
ukr,2009,17
ukr,2010,15.4
ukr,2011,15.2
ukr,2012,15.5
ukr,2013,14.6
ukr,2014,13.7
ukr,2015,12.9
ukr,2016,13.6
ukr,2017,10.3
ukr,2018,10
ukr,2019,10.2
ury,2000,16.8
ury,2001,15.6
ury,2002,12.3
ury,2003,12.2
ury,2004,13.9
ury,2005,12.8
ury,2006,14.5
ury,2007,14.4
ury,2008,15.9
ury,2009,16.5
ury,2010,17.1
ury,2011,17.5
ury,2012,15.6
ury,2013,17.3
ury,2014,16.3
ury,2015,15.3
ury,2016,13.4
ury,2017,14.1
ury,2018,15.8
ury,2019,14.8
usa,2000,15.7
usa,2001,15.7
usa,2002,16.2
usa,2003,16
usa,2004,15.8
usa,2005,15.7
usa,2006,15.6
usa,2007,14.9
usa,2008,13.4
usa,2009,12.1
usa,2010,11.7
usa,2011,11.6
usa,2012,11.9
usa,2013,11.4
usa,2014,11.3
usa,2015,12.1
usa,2016,12.9
usa,2017,12.8
usa,2018,12.6
usa,2019,12.7
uzb,2000,9.7
uzb,2001,9.6
uzb,2002,8.2
uzb,2003,9.9
uzb,2004,12.8
uzb,2005,12.9
uzb,2006,10
uzb,2007,10.3
uzb,2008,10.6
uzb,2009,12.9
uzb,2010,11.3
uzb,2011,11.3
uzb,2012,10.3
uzb,2013,11.6
uzb,2014,10.9
uzb,2015,11.9
uzb,2016,11.5
uzb,2017,11.2
uzb,2018,10.2
uzb,2019,11.7
vct,2000,4.6
vct,2001,5.6
vct,2002,4.6
vct,2003,10.2
vct,2004,7.4
vct,2005,8.3
vct,2006,12.9
vct,2007,8.2
vct,2008,5.5
vct,2009,7.8
vct,2010,3.7
vct,2011,3.7
vct,2012,5.5
vct,2013,8.3
vct,2014,6.4
vct,2015,6.4
vct,2016,6.4
vct,2017,6.9
vct,2018,7.1
vct,2019,7.4
ven,2000,27.4
ven,2001,30
ven,2002,29.9
ven,2003,27.4
ven,2004,28.2
ven,2005,27.2
ven,2006,30.8
ven,2007,36.8
ven,2008,37.7
ven,2009,36.8
ven,2010,31.2
ven,2011,30.1
ven,2012,34.4
ven,2013,35.4
ven,2014,34.5
ven,2015,34.9
ven,2016,35.6
ven,2017,37.8
ven,2018,38.2
ven,2019,39
vnm,2000,24.1
vnm,2001,24.2
vnm,2002,24.3
vnm,2003,24.2
vnm,2004,24.9
vnm,2005,24.6
vnm,2006,24.5
vnm,2007,24.3
vnm,2008,24.8
vnm,2009,24.6
vnm,2010,25.6
vnm,2011,25.3
vnm,2012,25.4
vnm,2013,25
vnm,2014,24.7
vnm,2015,25.4
vnm,2016,26.7
vnm,2017,27.8
vnm,2018,29.2
vnm,2019,30.6
vut,2000,14.1
vut,2001,14.3
vut,2002,14.4
vut,2003,14.6
vut,2004,14.2
vut,2005,13.9
vut,2006,13.5
vut,2007,13.7
vut,2008,13.4
vut,2009,13.5
vut,2010,13.5
vut,2011,13.6
vut,2012,13.2
vut,2013,13.2
vut,2014,14.8
vut,2015,15.5
vut,2016,15.4
vut,2017,15.3
vut,2018,15.1
vut,2019,14.9
wsm,2000,14.9
wsm,2001,13.7
wsm,2002,13.6
wsm,2003,13.5
wsm,2004,15.1
wsm,2005,12.8
wsm,2006,12.7
wsm,2007,12.6
wsm,2008,13.1
wsm,2009,29.8
wsm,2010,12.9
wsm,2011,12.8
wsm,2012,12.7
wsm,2013,18.4
wsm,2014,11.4
wsm,2015,11.4
wsm,2016,11.3
wsm,2017,13
wsm,2018,12.9
wsm,2019,13
yem,2000,21.9
yem,2001,22
yem,2002,22
yem,2003,22
yem,2004,22.4
yem,2005,22
yem,2006,21.9
yem,2007,22
yem,2008,22.2
yem,2009,23
yem,2010,23.1
yem,2011,24.1
yem,2012,23.5
yem,2013,23.4
yem,2014,24.3
yem,2015,26
yem,2016,27.3
yem,2017,27.5
yem,2018,28.4
yem,2019,29.4
zaf,2000,44
zaf,2001,38.3
zaf,2002,39.9
zaf,2003,43.4
zaf,2004,41.3
zaf,2005,38.1
zaf,2006,41.1
zaf,2007,32.4
zaf,2008,29.5
zaf,2009,28.6
zaf,2010,28.6
zaf,2011,27.8
zaf,2012,26.5
zaf,2013,22.8
zaf,2014,24
zaf,2015,24.1
zaf,2016,25.8
zaf,2017,23.2
zaf,2018,22.7
zaf,2019,22.2
zmb,2000,27.4
zmb,2001,27.2
zmb,2002,26.9
zmb,2003,26.2
zmb,2004,25.9
zmb,2005,25.4
zmb,2006,24.9
zmb,2007,24.1
zmb,2008,23.9
zmb,2009,23.8
zmb,2010,23.6
zmb,2011,20.7
zmb,2012,20.4
zmb,2013,20.4
zmb,2014,20.6
zmb,2015,20.9
zmb,2016,21.2
zmb,2017,20.6
zmb,2018,20.5
zmb,2019,20.5
zwe,2000,29.3
zwe,2001,29.7
zwe,2002,32.4
zwe,2003,33.7
zwe,2004,34.8
zwe,2005,35.3
zwe,2006,36.5
zwe,2007,36.6
zwe,2008,37.5
zwe,2009,37.9
zwe,2010,37.6
zwe,2011,37.4
zwe,2012,37.3
zwe,2013,37.7
zwe,2014,37.9
zwe,2015,38.7
zwe,2016,39.9
zwe,2017,40.1
zwe,2018,40.6
zwe,2019,41.2
