geo,time,fb_cbk_brch_p5
tur,2017,17.32
tur,2018,16.81
tur,2019,16.1
tur,2020,15.44
tza,2005,1.23
tza,2006,1.28
tza,2007,1.55
tza,2008,1.72
tza,2009,1.84
tza,2010,1.86
tza,2011,1.92
tza,2012,2.17
tza,2013,2.52
tza,2014,2.3
uga,2004,1.15
uga,2005,1.21
uga,2006,1.22
uga,2007,1.41
uga,2008,2.08
uga,2009,2.42
uga,2010,2.52
uga,2011,2.45
uga,2012,2.77
uga,2013,2.97
uga,2014,3.05
uga,2015,3.03
uga,2016,2.88
uga,2017,2.67
uga,2018,2.58
uga,2019,2.58
uga,2020,2.45
ukr,2004,3.71
ukr,2005,3.86
ukr,2006,3.87
ukr,2007,3.86
ukr,2008,3.74
ukr,2009,3.22
ukr,2010,2.33
ukr,2011,1.6
ukr,2012,1.07
ukr,2013,0.92
ukr,2014,0.77
ukr,2015,0.56
ukr,2016,0.5
ukr,2017,0.45
ukr,2018,0.43
ukr,2019,0.42
ukr,2020,0.41
ury,2004,12.82
ury,2005,12.78
ury,2006,13.35
ury,2007,13.47
ury,2008,13.57
ury,2009,13.4
ury,2010,13.58
ury,2011,13.53
ury,2012,12.73
ury,2013,12.59
ury,2014,12.22
ury,2015,12
ury,2016,11.45
ury,2017,10.98
ury,2018,10.04
ury,2019,9.84
ury,2020,10.01
usa,2004,32.69
usa,2005,33.28
usa,2006,33.94
usa,2007,34.77
usa,2008,35.16
usa,2009,35.91
usa,2010,35.42
usa,2011,35.15
usa,2012,34.9
usa,2013,33.64
usa,2014,32.42
usa,2015,32.7
usa,2016,32.1
usa,2017,31.21
usa,2018,30.88
usa,2019,30.46
usa,2020,29.69
uzb,2004,39.15
uzb,2005,40.01
uzb,2006,42.33
uzb,2007,41.44
uzb,2008,40.66
uzb,2009,40.28
uzb,2010,39.18
uzb,2011,45.84
uzb,2012,45.32
uzb,2013,46.79
uzb,2014,43.08
uzb,2015,31.06
uzb,2016,28.12
uzb,2017,38.52
uzb,2018,35.92
uzb,2019,39.98
uzb,2020,42.44
vct,2009,21.35
vct,2010,21.17
vct,2011,21.07
vct,2012,20.93
vct,2013,20.76
vct,2014,20.58
vct,2015,20.42
vct,2016,16.69
vct,2017,16.54
vct,2018,16.4
vct,2019,16.27
vct,2020,16.16
ven,2005,15.96
ven,2006,16.71
ven,2007,17.61
ven,2008,17.69
ven,2009,18.77
ven,2010,17.58
ven,2011,17.08
ven,2012,17.16
ven,2013,17.06
ven,2014,16.97
ven,2015,16.53
vnm,2008,3.26
vnm,2009,3.28
vnm,2010,3.21
vnm,2011,3.54
vnm,2012,3.1
vnm,2013,3.64
vnm,2014,3.83
vnm,2015,3.75
vnm,2016,3.83
vnm,2017,3.45
vnm,2018,3.92
vnm,2019,3.98
vnm,2020,4.01
vut,2004,19.59
vut,2005,19.01
vut,2006,19.14
vut,2007,20.81
vut,2008,20.26
vut,2009,19.73
vut,2010,20.56
vut,2011,20.75
vut,2012,22.14
vut,2013,22.17
vut,2014,22.88
vut,2015,21.79
vut,2016,21.17
vut,2017,20.62
vut,2018,20.67
vut,2019,21.22
vut,2020,21.14
wsm,2004,17.68
wsm,2005,18.43
wsm,2006,20.95
wsm,2007,23.41
wsm,2008,23.14
wsm,2009,26.41
wsm,2010,25.28
wsm,2011,18.11
wsm,2012,18.8
wsm,2013,22.91
wsm,2014,24.52
wsm,2015,21.96
wsm,2016,23.46
wsm,2017,23.32
wsm,2018,23.97
wsm,2019,23.68
wsm,2020,24.08
yem,2004,1.79
yem,2005,1.89
yem,2006,1.96
yem,2007,2.01
yem,2008,1.99
yem,2009,1.98
yem,2010,1.88
yem,2011,1.79
yem,2012,1.73
yem,2013,1.7
yem,2014,1.68
yem,2015,1.62
zaf,2004,4.69
zaf,2005,7
zaf,2006,7.23
zaf,2007,5.88
zaf,2008,7.68
zaf,2009,9.07
zaf,2010,9.77
zaf,2011,10.24
zaf,2012,9.92
zaf,2013,10.07
zaf,2014,10.83
zaf,2015,10.42
zaf,2016,10.13
zaf,2017,10.4
zaf,2018,10.16
zaf,2019,9.59
zaf,2020,9.22
zmb,2004,3.03
zmb,2005,2.91
zmb,2006,2.97
zmb,2007,3.26
zmb,2008,3.63
zmb,2009,3.82
zmb,2010,3.96
zmb,2011,4.11
zmb,2012,4.34
zmb,2013,4.58
zmb,2014,4.83
zmb,2015,4.8
zmb,2016,4.81
zmb,2017,4.63
zmb,2018,3.91
zmb,2019,3.29
zmb,2020,3.16
zwe,2004,2.88
zwe,2005,3.91
zwe,2006,3.67
zwe,2007,4.09
zwe,2008,3.41
zwe,2009,4.54
zwe,2010,4.8
zwe,2011,6.22
zwe,2012,12.98
zwe,2013,13.71
zwe,2014,14.77
zwe,2015,6.01
zwe,2016,5.82
zwe,2017,5.64
zwe,2018,5.48
zwe,2019,3.75
zwe,2020,4.17
