geo,time,sp_pop_65up_fe_in
lao,2007,122620
lao,2008,124858
lao,2009,127130
lao,2010,129515
lao,2011,132591
lao,2012,135823
lao,2013,139256
lao,2014,142923
lao,2015,146877
lao,2016,151407
lao,2017,156118
lao,2018,161059
lao,2019,166277
lao,2020,171814
lbn,1960,56829
lbn,1961,57726
lbn,1962,58232
lbn,1963,58487
lbn,1964,58712
lbn,1965,59021
lbn,1966,59459
lbn,1967,59844
lbn,1968,60266
lbn,1969,60749
lbn,1970,61284
lbn,1971,62527
lbn,1972,63789
lbn,1973,65004
lbn,1974,66137
lbn,1975,67141
lbn,1976,69321
lbn,1977,71357
lbn,1978,73103
lbn,1979,74333
lbn,1980,74944
lbn,1981,74956
lbn,1982,74516
lbn,1983,73861
lbn,1984,73336
lbn,1985,73166
lbn,1986,73433
lbn,1987,73952
lbn,1988,74990
lbn,1989,76883
lbn,1990,79837
lbn,1991,82354
lbn,1992,85979
lbn,1993,90137
lbn,1994,94102
lbn,1995,97445
lbn,1996,101583
lbn,1997,105027
lbn,1998,108269
lbn,1999,112060
lbn,2000,116895
lbn,2001,121226
lbn,2002,127284
lbn,2003,134158
lbn,2004,140441
lbn,2005,145115
lbn,2006,149262
lbn,2007,151297
lbn,2008,153020
lbn,2009,156820
lbn,2010,164148
lbn,2011,170777
lbn,2012,180916
lbn,2013,193255
lbn,2014,206310
lbn,2015,219092
lbn,2016,233466
lbn,2017,247101
lbn,2018,259643
lbn,2019,270585
lbn,2020,279774
lbr,1960,17562
lbr,1961,18028
lbr,1962,18462
lbr,1963,18858
lbr,1964,19236
lbr,1965,19604
lbr,1966,20050
lbr,1967,20481
lbr,1968,20899
lbr,1969,21309
lbr,1970,21709
lbr,1971,22239
lbr,1972,22760
lbr,1973,23278
lbr,1974,23820
lbr,1975,24394
lbr,1976,25129
lbr,1977,25877
lbr,1978,26661
lbr,1979,27496
lbr,1980,28383
lbr,1981,29511
lbr,1982,30660
lbr,1983,31754
lbr,1984,32710
lbr,1985,33498
lbr,1986,34299
lbr,1987,34744
lbr,1988,34879
lbr,1989,34735
lbr,1990,34383
lbr,1991,34497
lbr,1992,34469
lbr,1993,34557
lbr,1994,35028
lbr,1995,36017
lbr,1996,38064
lbr,1997,41077
lbr,1998,44667
lbr,1999,48357
lbr,2000,51846
lbr,2001,53812
lbr,2002,55103
lbr,2003,56037
lbr,2004,57039
lbr,2005,58374
lbr,2006,60513
lbr,2007,63105
lbr,2008,65893
lbr,2009,68529
lbr,2010,70830
lbr,2011,72696
lbr,2012,74122
lbr,2013,75358
lbr,2014,76731
lbr,2015,78439
lbr,2016,81035
lbr,2017,83841
lbr,2018,86834
lbr,2019,89948
lbr,2020,93139
lby,1960,24888
lby,1961,25484
lby,1962,25975
lby,1963,26404
lby,1964,26831
lby,1965,27273
lby,1966,28088
lby,1967,28902
lby,1968,29715
lby,1969,30532
lby,1970,31347
lby,1971,32446
lby,1972,33579
lby,1973,34746
lby,1974,35945
lby,1975,37200
lby,1976,38708
lby,1977,40268
lby,1978,41882
lby,1979,43555
lby,1980,45304
lby,1981,47227
lby,1982,49192
lby,1983,51258
lby,1984,53479
lby,1985,55889
lby,1986,58556
lby,1987,61320
lby,1988,64186
lby,1989,67160
lby,1990,70241
lby,1991,73326
lby,1992,76543
lby,1993,79854
lby,1994,83201
lby,1995,86534
lby,1996,89925
lby,1997,93131
lby,1998,96243
lby,1999,99402
lby,2000,102695
lby,2001,105971
lby,2002,109274
lby,2003,112577
lby,2004,115813
lby,2005,118921
lby,2006,122825
lby,2007,126651
lby,2008,130255
lby,2009,133437
lby,2010,136095
lby,2011,138366
lby,2012,140142
lby,2013,141756
lby,2014,143724
lby,2015,146390
lby,2016,149920
lby,2017,154357
lby,2018,159487
lby,2019,164960
lby,2020,170584
lca,1960,2281
lca,1961,2361
lca,1962,2435
lca,1963,2489
lca,1964,2520
lca,1965,2540
lca,1966,2625
lca,1967,2705
lca,1968,2764
lca,1969,2798
lca,1970,2818
lca,1971,2879
lca,1972,2925
lca,1973,2966
lca,1974,3005
lca,1975,3044
lca,1976,3109
lca,1977,3166
lca,1978,3211
lca,1979,3251
lca,1980,3285
lca,1981,3380
lca,1982,3481
lca,1983,3576
lca,1984,3666
lca,1985,3746
lca,1986,4093
lca,1987,4458
lca,1988,4826
lca,1989,5190
lca,1990,5555
lca,1991,5660
lca,1992,5731
lca,1993,5794
lca,1994,5864
lca,1995,5950
lca,1996,5995
lca,1997,6054
lca,1998,6119
lca,1999,6176
lca,2000,6227
lca,2001,6237
lca,2002,6237
lca,2003,6236
lca,2004,6239
lca,2005,6250
lca,2006,6505
lca,2007,6796
lca,2008,7123
lca,2009,7482
lca,2010,7889
lca,2011,8045
lca,2012,8205
lca,2013,8360
lca,2014,8517
lca,2015,8669
lca,2016,8846
lca,2017,9019
lca,2018,9210
lca,2019,9435
lca,2020,9703
lka,1960,201674
lka,1961,200842
lka,1962,200373
lka,1963,200208
lka,1964,200283
lka,1965,200660
lka,1966,204157
lka,1967,207679
lka,1968,211399
lka,1969,215498
lka,1970,220052
lka,1971,227697
lka,1972,235747
lka,1973,244194
lka,1974,252887
lka,1975,261775
lka,1976,272285
lka,1977,282667
lka,1978,293030
lka,1979,303589
lka,1980,314476
lka,1981,326875
lka,1982,339646
lka,1983,353041
lka,1984,367365
lka,1985,382856
lka,1986,398569
lka,1987,415415
lka,1988,433231
lka,1989,451680
lka,1990,470509
lka,1991,489128
lka,1992,507269
lka,1993,525156
lka,1994,543033
lka,1995,561104
lka,1996,572018
lka,1997,581837
lka,1998,591043
lka,1999,600096
lka,2000,609471
lka,2001,630961
lka,2002,653149
lka,2003,676207
lka,2004,700591
lka,2005,726791
lka,2006,747507
lka,2007,769008
lka,2008,792706
lka,2009,820182
lka,2010,852803
lka,2011,901160
lka,2012,949523
lka,2013,1007403
lka,2014,1067987
lka,2015,1128089
lka,2016,1187877
lka,2017,1246788
lka,2018,1305398
lka,2019,1361562
lka,2020,1421285
lso,1960,25292
lso,1961,25749
lso,1962,26181
lso,1963,26581
lso,1964,26929
lso,1965,27214
lso,1966,27614
lso,1967,27943
lso,1968,28228
lso,1969,28525
lso,1970,28853
lso,1971,29389
lso,1972,29959
lso,1973,30549
lso,1974,31144
lso,1975,31737
lso,1976,32414
lso,1977,33070
lso,1978,33734
lso,1979,34426
lso,1980,35158
lso,1981,36098
lso,1982,37058
lso,1983,38044
lso,1984,39045
lso,1985,40057
lso,1986,41317
lso,1987,42633
lso,1988,43989
lso,1989,45311
lso,1990,46531
lso,1991,47707
lso,1992,48763
lso,1993,49835
lso,1994,51004
lso,1995,52251
lso,1996,52951
lso,1997,53633
lso,1998,54174
lso,1999,54432
lso,2000,54300
lso,2001,55545
lso,2002,56344
lso,2003,56822
lso,2004,57207
lso,2005,57663
lso,2006,58026
lso,2007,58597
lso,2008,59365
lso,2009,60312
lso,2010,61444
lso,2011,61822
lso,2012,62244
lso,2013,62698
lso,2014,63196
lso,2015,63743
lso,2016,64464
lso,2017,65283
lso,2018,66169
lso,2019,67097
lso,2020,68084
ltu,1960,138728
ltu,1961,144248
ltu,1962,149851
ltu,1963,155482
ltu,1964,161323
ltu,1965,167361
ltu,1966,173411
ltu,1967,179458
ltu,1968,185498
ltu,1969,191402
ltu,1970,197851
ltu,1971,204692
ltu,1972,211120
ltu,1973,217238
ltu,1974,223217
ltu,1975,228989
ltu,1976,233380
ltu,1977,237837
ltu,1978,241741
ltu,1979,244009
ltu,1980,244562
ltu,1981,243836
ltu,1982,241660
ltu,1983,239102
ltu,1984,237625
ltu,1985,238235
ltu,1986,241028
ltu,1987,245783
ltu,1988,252024
ltu,1989,258366
ltu,1990,264017
ltu,1991,271117
ltu,1992,277820
ltu,1993,283663
ltu,1994,288781
ltu,1995,293413
ltu,1996,299412
ltu,1997,304940
ltu,1998,310107
ltu,1999,315162
ltu,2000,320255
ltu,2001,327145
ltu,2002,334159
ltu,2003,341176
ltu,2004,346990
ltu,2005,350683
ltu,2006,352728
ltu,2007,355550
ltu,2008,358259
ltu,2009,360039
ltu,2010,357725
ltu,2011,355212
ltu,2012,355688
ltu,2013,357243
ltu,2014,359397
ltu,2015,361362
ltu,2016,361551
ltu,2017,362162
ltu,2018,365665
ltu,2019,372698
ltu,2020,381246
lux,1960,18995
lux,1961,19504
lux,1962,20068
lux,1963,20601
lux,1964,21178
lux,1965,21799
lux,1966,22463
lux,1967,23048
lux,1968,23626
lux,1969,24249
lux,1970,24867
lux,1971,25541
lux,1972,26241
lux,1973,26886
lux,1974,27568
lux,1975,28168
lux,1976,28762
lux,1977,29221
lux,1978,29613
lux,1979,29893
lux,1980,30058
lux,1981,30243
lux,1982,30212
lux,1983,30089
lux,1984,30029
lux,1985,30104
lux,1986,30327
lux,1987,30699
lux,1988,31155
lux,1989,31698
lux,1990,32316
lux,1991,32911
lux,1992,33491
lux,1993,34049
lux,1994,34578
lux,1995,35083
lux,1996,35581
lux,1997,35983
lux,1998,36335
lux,1999,36710
lux,2000,37090
lux,2001,37599
lux,2002,38042
lux,2003,38522
lux,2004,39049
lux,2005,39574
lux,2006,39798
lux,2007,39950
lux,2008,40187
lux,2009,40499
lux,2010,40877
lux,2011,41422
lux,2012,42098
lux,2013,42792
lux,2014,43575
lux,2015,44442
lux,2016,45301
lux,2017,46391
lux,2018,47310
lux,2019,48342
lux,2020,49351
lva,1960,150036
lva,1961,153609
lva,1962,156874
lva,1963,160270
lva,1964,164071
lva,1965,168101
lva,1966,172090
lva,1967,176505
lva,1968,181492
lva,1969,186249
lva,1970,190576
lva,1971,194841
lva,1972,198621
lva,1973,202128
lva,1974,205886
lva,1975,209830
lva,1976,213055
lva,1977,216791
lva,1978,220219
lva,1979,221721
lva,1980,220869
lva,1981,219466
lva,1982,216081
lva,1983,211925
lva,1984,208686
lva,1985,207401
lva,1986,208177
lva,1987,210899
lva,1988,214789
lva,1989,218181
lva,1990,220469
lva,1991,225399
lva,1992,228902
lva,1993,231220
lva,1994,233737
lva,1995,235931
lva,1996,238149
lva,1997,239347
lva,1998,239968
lva,1999,241062
lva,2000,242404
lva,2001,244902
lva,2002,247761
lva,2003,250982
lva,2004,253365
lva,2005,254986
lva,2006,257431
lva,2007,259747
lva,2008,260998
lva,2009,260196
lva,2010,257877
lva,2011,257252
lva,2012,257783
lva,2013,258537
lva,2014,259505
lva,2015,260698
lva,2016,259907
lva,2017,259142
lva,2018,259395
lva,2019,260897
lva,2020,263103
mac,1960,5521
mac,1961,5540
mac,1962,5619
mac,1963,5731
mac,1964,5866
mac,1965,6007
mac,1966,6168
mac,1967,6364
mac,1968,6565
mac,1969,6724
mac,1970,6823
mac,1971,7174
mac,1972,7480
mac,1973,7744
mac,1974,8003
mac,1975,8280
mac,1976,8661
mac,1977,9078
mac,1978,9562
mac,1979,10133
mac,1980,10853
mac,1981,11050
mac,1982,11297
mac,1983,11595
mac,1984,11950
mac,1985,12335
mac,1986,12484
mac,1987,12707
mac,1988,12972
mac,1989,13228
mac,1990,13462
mac,1991,14092
mac,1992,14698
mac,1993,15264
mac,1994,15829
mac,1995,16398
mac,1996,16844
mac,1997,17286
mac,1998,17743
mac,1999,18203
mac,2000,18651
mac,2001,18842
mac,2002,19055
mac,2003,19312
mac,2004,19594
mac,2005,19900
mac,2006,20055
mac,2007,20108
mac,2008,20124
mac,2009,20225
mac,2010,20527
mac,2011,21398
mac,2012,22528
mac,2013,23920
mac,2014,25553
mac,2015,27419
mac,2016,29591
mac,2017,32012
mac,2018,34660
mac,2019,37490
mac,2020,40490
mar,1960,198407
mar,1961,208309
mar,1962,217752
mar,1963,226976
mar,1964,236413
mar,1965,246219
mar,1966,257742
mar,1967,269385
mar,1968,280826
mar,1969,291484
mar,1970,301075
mar,1971,310081
mar,1972,318209
mar,1973,325487
mar,1974,331865
mar,1975,337355
mar,1976,341993
mar,1977,345902
mar,1978,349641
mar,1979,353845
mar,1980,358942
mar,1981,366668
mar,1982,375211
mar,1983,385114
mar,1984,397200
mar,1985,412048
mar,1986,430830
mar,1987,452212
mar,1988,476058
mar,1989,502112
mar,1990,530229
mar,1991,561925
mar,1992,594487
mar,1993,627563
mar,1994,660764
mar,1995,693837
mar,1996,724252
mar,1997,754244
mar,1998,783841
mar,1999,812819
mar,2000,841164
mar,2001,869853
mar,2002,896790
mar,2003,922535
mar,2004,947927
mar,2005,973377
mar,2006,999572
mar,2007,1027352
mar,2008,1055287
mar,2009,1080728
mar,2010,1102501
mar,2011,1119266
mar,2012,1132375
mar,2013,1146229
mar,2014,1167428
mar,2015,1200027
mar,2016,1239257
mar,2017,1289753
mar,2018,1349884
mar,2019,1416630
mar,2020,1488202
mda,1960,79802
mda,1961,80380
mda,1962,80883
mda,1963,81456
mda,1964,82375
mda,1965,83734
mda,1966,86281
mda,1967,89198
mda,1968,92225
mda,1969,95012
mda,1970,97320
mda,1971,100152
mda,1972,102343
mda,1973,104460
mda,1974,107219
mda,1975,110788
mda,1976,115118
mda,1977,120034
mda,1978,124922
mda,1979,128777
mda,1980,131299
mda,1981,133126
mda,1982,133604
mda,1983,133508
mda,1984,134043
mda,1985,135825
mda,1986,139039
mda,1987,143086
mda,1988,147535
mda,1989,151835
mda,1990,155768
mda,1991,159289
mda,1992,162469
mda,1993,165030
mda,1994,166645
mda,1995,167213
mda,1996,169373
mda,1997,170090
mda,1998,170715
mda,1999,171091
mda,2000,171553
mda,2001,173709
mda,2002,176000
mda,2003,178011
mda,2004,179307
mda,2005,179512
mda,2006,181104
mda,2007,181916
mda,2008,182113
mda,2009,181944
mda,2010,181490
mda,2011,181195
mda,2012,180138
mda,2013,178763
mda,2014,178325
mda,2015,178735
mda,2016,182955
mda,2017,188346
mda,2018,194799
mda,2019,201154
mda,2020,206293
mdg,1960,90364
mdg,1961,93363
mdg,1962,96052
mdg,1963,98546
mdg,1964,101046
mdg,1965,103638
mdg,1966,107184
mdg,1967,110601
mdg,1968,113990
mdg,1969,117467
mdg,1970,121065
mdg,1971,125762
mdg,1972,130489
mdg,1973,134836
mdg,1974,138252
mdg,1975,140465
mdg,1976,142648
mdg,1977,143864
mdg,1978,144299
mdg,1979,144174
mdg,1980,143634
mdg,1981,144616
mdg,1982,145277
mdg,1983,145874
mdg,1984,146738
mdg,1985,148095
mdg,1986,150826
mdg,1987,153894
mdg,1988,157273
mdg,1989,160900
mdg,1990,164758
mdg,1991,170261
mdg,1992,175926
mdg,1993,181861
mdg,1994,188210
mdg,1995,195056
mdg,1996,202819
mdg,1997,210768
mdg,1998,218792
mdg,1999,226755
mdg,2000,234599
mdg,2001,243359
mdg,2002,252099
mdg,2003,260743
mdg,2004,269128
mdg,2005,277240
mdg,2006,286325
mdg,2007,295083
mdg,2008,303668
mdg,2009,312191
mdg,2010,320791
mdg,2011,329828
mdg,2012,338764
mdg,2013,348325
mdg,2014,359432
mdg,2015,372655
mdg,2016,388665
mdg,2017,406271
mdg,2018,425223
mdg,2019,445122
mdg,2020,465806
mdv,1960,808
mdv,1961,826
mdv,1962,837
mdv,1963,848
mdv,1964,857
mdv,1965,855
mdv,1966,872
mdv,1967,884
mdv,1968,896
mdv,1969,909
mdv,1970,923
mdv,1971,958
mdv,1972,992
mdv,1973,1031
mdv,1974,1076
mdv,1975,1118
mdv,1976,1185
mdv,1977,1255
mdv,1978,1326
mdv,1979,1397
mdv,1980,1469
mdv,1981,1545
mdv,1982,1619
mdv,1983,1691
mdv,1984,1767
mdv,1985,1856
mdv,1986,1953
mdv,1987,2060
mdv,1988,2171
mdv,1989,2278
mdv,1990,2384
mdv,1991,2516
mdv,1992,2657
mdv,1993,2789
mdv,1994,2930
mdv,1995,3092
mdv,1996,3293
mdv,1997,3508
mdv,1998,3738
mdv,1999,3996
mdv,2000,4289
mdv,2001,4619
mdv,2002,4977
mdv,2003,5348
mdv,2004,5729
mdv,2005,6091
mdv,2006,6448
mdv,2007,6786
mdv,2008,7106
mdv,2009,7392
mdv,2010,7652
mdv,2011,7839
mdv,2012,8011
mdv,2013,8180
mdv,2014,8361
mdv,2015,8563
mdv,2016,8708
mdv,2017,8842
mdv,2018,8995
mdv,2019,9196
mdv,2020,9479
mex,1960,678061
mex,1961,708603
mex,1962,739842
mex,1963,772094
mex,1964,805911
mex,1965,841547
mex,1966,879139
mex,1967,917869
mex,1968,957223
mex,1969,996243
mex,1970,1034413
mex,1971,1072835
mex,1972,1110320
mex,1973,1147656
mex,1974,1186195
mex,1975,1226843
mex,1976,1271854
mex,1977,1319134
mex,1978,1367466
mex,1979,1414981
mex,1980,1461071
mex,1981,1505228
mex,1982,1547670
mex,1983,1590578
mex,1984,1636636
mex,1985,1687205
mex,1986,1745174
mex,1987,1805892
mex,1988,1869888
mex,1989,1937878
mex,1990,2010554
mex,1991,2083415
mex,1992,2161049
mex,1993,2242077
mex,1994,2324349
mex,1995,2406736
mex,1996,2492446
mex,1997,2577274
mex,1998,2661626
mex,1999,2746205
mex,2000,2832139
mex,2001,2917775
mex,2002,3003212
mex,2003,3091817
mex,2004,3187643
mex,2005,3293377
mex,2006,3388804
mex,2007,3493614
mex,2008,3606359
mex,2009,3724468
mex,2010,3847520
mex,2011,3962488
mex,2012,4079486
mex,2013,4203968
mex,2014,4343208
mex,2015,4501504
mex,2016,4657127
mex,2017,4828477
mex,2018,5013893
mex,2019,5210284
mex,2020,5416872
mkd,1960,38207
mkd,1961,38288
mkd,1962,38270
mkd,1963,38208
mkd,1964,38191
mkd,1965,38245
mkd,1966,39034
mkd,1967,39901
mkd,1968,40850
mkd,1969,41884
mkd,1970,42994
mkd,1971,44567
mkd,1972,46195
mkd,1973,47926
mkd,1974,49821
mkd,1975,51924
mkd,1976,54255
mkd,1977,56771
mkd,1978,59236
mkd,1979,61265
mkd,1980,62667
mkd,1981,63247
mkd,1982,63178
mkd,1983,62868
mkd,1984,62878
mkd,1985,63544
mkd,1986,65243
mkd,1987,67511
mkd,1988,70238
mkd,1989,73225
mkd,1990,76350
mkd,1991,79854
mkd,1992,83425
mkd,1993,87096
mkd,1994,90915
mkd,1995,94914
mkd,1996,98081
mkd,1997,101238
mkd,1998,104527
mkd,1999,107762
mkd,2000,110982
mkd,2001,114519
mkd,2002,116618
mkd,2003,119816
mkd,2004,122824
mkd,2005,125588
mkd,2006,127287
mkd,2007,128842
mkd,2008,130321
mkd,2009,131813
mkd,2010,133386
mkd,2011,135425
mkd,2012,137320
mkd,2013,139384
mkd,2014,141946
mkd,2015,145110
mkd,2016,148800
mkd,2017,153056
mkd,2018,157649
mkd,2019,162150
mkd,2020,166086
mli,1960,59710
mli,1961,61577
mli,1962,63068
mli,1963,64298
mli,1964,65452
mli,1965,66642
mli,1966,69934
mli,1967,73191
mli,1968,76357
mli,1969,79359
mli,1970,82176
mli,1971,86650
mli,1972,91014
mli,1973,95186
mli,1974,99110
mli,1975,102762
mli,1976,107719
mli,1977,112419
mli,1978,116885
mli,1979,121175
mli,1980,125326
mli,1981,131024
mli,1982,136672
mli,1983,142057
mli,1984,146909
mli,1985,151045
mli,1986,155870
mli,1987,160196
mli,1988,164258
mli,1989,168311
mli,1990,172492
mli,1991,175789
mli,1992,179034
mli,1993,182128
mli,1994,184908
mli,1995,187257
mli,1996,189266
mli,1997,190852
mli,1998,192099
mli,1999,193040
mli,2000,193749
mli,2001,195935
mli,2002,197681
mli,2003,199278
mli,2004,201148
mli,2005,203480
mli,2006,208606
mli,2007,214130
mli,2008,219592
mli,2009,224341
mli,2010,228103
mli,2011,232812
mli,2012,236542
mli,2013,239801
mli,2014,243268
mli,2015,247357
mli,2016,253985
mli,2017,260917
mli,2018,267945
mli,2019,274691
mli,2020,281001
mlt,1960,13533
mlt,1961,13763
mlt,1962,13985
mlt,1963,14208
mlt,1964,14441
mlt,1965,14667
mlt,1966,14927
mlt,1967,15289
mlt,1968,15719
mlt,1969,16173
mlt,1970,16718
mlt,1971,16899
mlt,1972,16941
mlt,1973,16889
mlt,1974,16803
mlt,1975,16843
mlt,1976,16934
mlt,1977,17014
mlt,1978,17195
mlt,1979,17330
mlt,1980,17423
mlt,1981,17602
mlt,1982,17949
mlt,1983,18119
mlt,1984,18043
mlt,1985,18339
mlt,1986,18924
mlt,1987,19436
mlt,1988,20034
mlt,1989,20669
mlt,1990,21270
mlt,1991,22268
mlt,1992,22882
mlt,1993,23489
mlt,1994,24118
mlt,1995,24739
mlt,1996,25367
mlt,1997,26039
mlt,1998,26701
mlt,1999,27361
mlt,2000,28051
mlt,2001,28713
mlt,2002,29439
mlt,2003,30195
mlt,2004,31003
mlt,2005,31835
mlt,2006,32534
mlt,2007,33265
mlt,2008,34252
mlt,2009,35538
mlt,2010,37008
mlt,2011,38195
mlt,2012,39774
mlt,2013,41717
mlt,2014,43952
mlt,2015,46318
mlt,2016,48620
mlt,2017,51054
mlt,2018,53883
mlt,2019,57128
mlt,2020,59627
mmr,1960,410778
mmr,1961,425373
mmr,1962,438267
mmr,1963,450155
mmr,1964,462097
mmr,1965,474560
mmr,1966,491198
mmr,1967,507841
mmr,1968,524220
mmr,1969,539852
mmr,1970,554573
mmr,1971,572999
mmr,1972,590816
mmr,1973,607892
mmr,1974,624092
mmr,1975,639438
mmr,1976,658641
mmr,1977,676499
mmr,1978,693744
mmr,1979,711388
mmr,1980,729956
mmr,1981,753902
mmr,1982,778112
mmr,1983,802044
mmr,1984,824915
mmr,1985,846433
mmr,1986,871528
mmr,1987,895283
mmr,1988,918169
mmr,1989,940792
mmr,1990,963555
mmr,1991,993256
mmr,1992,1021472
mmr,1993,1048645
mmr,1994,1075276
mmr,1995,1101667
mmr,1996,1132000
mmr,1997,1161096
mmr,1998,1188510
mmr,1999,1213361
mmr,2000,1235113
mmr,2001,1261304
mmr,2002,1284358
mmr,2003,1304381
mmr,2004,1321495
mmr,2005,1336183
mmr,2006,1357478
mmr,2007,1377777
mmr,2008,1397520
mmr,2009,1416931
mmr,2010,1436753
mmr,2011,1463664
mmr,2012,1489884
mmr,2013,1519676
mmr,2014,1558826
mmr,2015,1610462
mmr,2016,1680706
mmr,2017,1760635
mmr,2018,1847693
mmr,2019,1937933
mmr,2020,2029382
mne,1960,17456
mne,1961,17826
mne,1962,18166
mne,1963,18451
mne,1964,18660
mne,1965,18781
mne,1966,19274
mne,1967,19741
mne,1968,20256
mne,1969,20921
mne,1970,21789
mne,1971,22435
mne,1972,23183
mne,1973,23987
mne,1974,24808
mne,1975,25598
mne,1976,26379
mne,1977,27147
mne,1978,27870
mne,1979,28493
mne,1980,28998
mne,1981,29300
mne,1982,29468
mne,1983,29553
mne,1984,29634
mne,1985,29768
mne,1986,29950
mne,1987,30053
mne,1988,30097
mne,1989,30142
mne,1990,30258
mne,1991,30893
mne,1992,31708
mne,1993,32691
mne,1994,33806
mne,1995,35022
mne,1996,35971
mne,1997,36952
mne,1998,37961
mne,1999,39008
mne,2000,40098
mne,2001,41448
mne,2002,42809
mne,2003,44104
mne,2004,45131
mne,2005,45894
mne,2006,46182
mne,2007,46265
mne,2008,46282
mne,2009,46391
mne,2010,46653
mne,2011,47006
mne,2012,47458
mne,2013,48069
mne,2014,48857
mne,2015,49814
mne,2016,50964
mne,2017,52257
mne,2018,53611
mne,2019,54941
mne,2020,56149
mng,1960,25980
mng,1961,27166
mng,1962,28281
mng,1963,29307
mng,1964,30213
mng,1965,30988
mng,1966,31699
mng,1967,32311
mng,1968,32920
mng,1969,33644
mng,1970,34550
mng,1971,36010
mng,1972,37564
mng,1973,39060
mng,1974,40290
mng,1975,41157
mng,1976,41672
mng,1977,41863
mng,1978,41918
mng,1979,42045
mng,1980,42378
mng,1981,43129
mng,1982,43973
mng,1983,44846
mng,1984,45648
mng,1985,46315
mng,1986,47229
mng,1987,48015
mng,1988,48668
mng,1989,49231
mng,1990,49712
mng,1991,49895
mng,1992,49871
mng,1993,49625
mng,1994,49153
mng,1995,48505
mng,1996,49086
mng,1997,49453
mng,1998,49631
mng,1999,49668
mng,2000,49574
mng,2001,50383
mng,2002,51141
mng,2003,51873
mng,2004,52584
mng,2005,53269
mng,2006,54528
mng,2007,55784
mng,2008,57009
mng,2009,58170
mng,2010,59238
mng,2011,60677
mng,2012,62104
mng,2013,63603
mng,2014,65314
mng,2015,67342
mng,2016,69725
mng,2017,72466
mng,2018,75608
mng,2019,79195
mng,2020,83277
moz,1960,131068
moz,1961,135163
moz,1962,139129
moz,1963,142978
moz,1964,146744
moz,1965,150442
moz,1966,154691
moz,1967,158841
moz,1968,162891
moz,1969,166822
moz,1970,170635
moz,1971,175198
moz,1972,179550
moz,1973,183827
moz,1974,188191
moz,1975,192721
moz,1976,197931
moz,1977,203178
moz,1978,208358
moz,1979,213330
moz,1980,217999
moz,1981,224399
moz,1982,230344
moz,1983,235588
moz,1984,239862
moz,1985,243088
moz,1986,248035
moz,1987,251792
moz,1988,255263
moz,1989,259577
moz,1990,265429
moz,1991,270838
moz,1992,277951
moz,1993,285907
moz,1994,293695
moz,1995,300761
moz,1996,310603
moz,1997,319313
moz,1998,327265
moz,1999,334916
moz,2000,342590
moz,2001,352323
moz,2002,361823
moz,2003,371012
moz,2004,379817
moz,2005,388215
moz,2006,398448
moz,2007,408235
moz,2008,417641
moz,2009,426746
moz,2010,435622
moz,2011,447200
moz,2012,458325
moz,2013,469084
moz,2014,479557
moz,2015,489764
moz,2016,503614
moz,2017,517439
moz,2018,531224
moz,2019,544833
moz,2020,558238
mrt,1960,8965
mrt,1961,9553
mrt,1962,10179
mrt,1963,10829
mrt,1964,11486
mrt,1965,12153
mrt,1966,12854
mrt,1967,13559
mrt,1968,14270
mrt,1969,15007
mrt,1970,15764
mrt,1971,16558
mrt,1972,17364
mrt,1973,18193
mrt,1974,19035
mrt,1975,19894
mrt,1976,20792
mrt,1977,21703
mrt,1978,22631
mrt,1979,23574
mrt,1980,24540
mrt,1981,25550
mrt,1982,26571
mrt,1983,27598
mrt,1984,28634
mrt,1985,29680
mrt,1986,30796
mrt,1987,31892
mrt,1988,32991
mrt,1989,34101
mrt,1990,35242
mrt,1991,36460
mrt,1992,37699
mrt,1993,38957
mrt,1994,40209
mrt,1995,41448
mrt,1996,42809
mrt,1997,44131
mrt,1998,45468
mrt,1999,46849
mrt,2000,48303
mrt,2001,49716
mrt,2002,51169
mrt,2003,52672
mrt,2004,54210
mrt,2005,55784
mrt,2006,57400
mrt,2007,59024
mrt,2008,60663
mrt,2009,62352
mrt,2010,64107
mrt,2011,65968
mrt,2012,67860
mrt,2013,69771
mrt,2014,71696
mrt,2015,73632
mrt,2016,75673
mrt,2017,77713
mrt,2018,79815
mrt,2019,82094
mrt,2020,84615
mus,1960,9703
mus,1961,10092
mus,1962,10430
mus,1963,10736
mus,1964,11035
mus,1965,11342
mus,1966,11645
mus,1967,11979
mus,1968,12341
mus,1969,12705
mus,1970,13074
mus,1971,13592
mus,1972,14100
mus,1973,14609
mus,1974,15149
mus,1975,15719
mus,1976,16720
mus,1977,17802
mus,1978,18888
mus,1979,20124
mus,1980,21425
mus,1981,22273
mus,1982,23038
mus,1983,23735
mus,1984,24510
mus,1985,25283
mus,1986,26203
mus,1987,27178
mus,1988,28166
mus,1989,29131
mus,1990,29997
mus,1991,30970
mus,1992,31911
mus,1993,32769
mus,1994,33768
mus,1995,34718
mus,1996,36092
mus,1997,37674
mus,1998,39199
mus,1999,40735
mus,2000,42067
mus,2001,43229
mus,2002,44279
mus,2003,45292
mus,2004,46255
mus,2005,47250
mus,2006,48514
mus,2007,49904
mus,2008,51453
mus,2009,53269
mus,2010,55462
mus,2011,58157
mus,2012,61246
mus,2013,64593
mus,2014,68179
mus,2015,72009
mus,2016,75380
mus,2017,78925
mus,2018,82571
mus,2019,86251
mus,2020,89920
mwi,1960,62621
mwi,1961,63686
mwi,1962,64758
mwi,1963,65860
