geo,time,sp_pop_65up_fe_in
gum,2008,5899
gum,2009,6070
gum,2010,6281
gum,2011,6541
gum,2012,6846
gum,2013,7167
gum,2014,7510
gum,2015,7869
gum,2016,8217
gum,2017,8593
gum,2018,8991
gum,2019,9405
gum,2020,9827
guy,1960,11488
guy,1961,11735
guy,1962,11997
guy,1963,12298
guy,1964,12606
guy,1965,12872
guy,1966,12979
guy,1967,13067
guy,1968,13221
guy,1969,13427
guy,1970,13594
guy,1971,13734
guy,1972,13834
guy,1973,13992
guy,1974,14226
guy,1975,14442
guy,1976,14563
guy,1977,14661
guy,1978,14828
guy,1979,15046
guy,1980,15209
guy,1981,15167
guy,1982,15148
guy,1983,15321
guy,1984,15620
guy,1985,15810
guy,1986,15495
guy,1987,15168
guy,1988,15092
guy,1989,15329
guy,1990,15754
guy,1991,15955
guy,1992,16036
guy,1993,16022
guy,1994,15958
guy,1995,15858
guy,1996,16052
guy,1997,16181
guy,1998,16246
guy,1999,16282
guy,2000,16344
guy,2001,16875
guy,2002,17470
guy,2003,18080
guy,2004,18598
guy,2005,18968
guy,2006,19002
guy,2007,18964
guy,2008,18927
guy,2009,18990
guy,2010,19172
guy,2011,19891
guy,2012,20698
guy,2013,21600
guy,2014,22601
guy,2015,23702
guy,2016,24792
guy,2017,26006
guy,2018,27306
guy,2019,28679
guy,2020,30108
hkg,1960,59038
hkg,1961,62354
hkg,1962,66803
hkg,1963,71079
hkg,1964,74861
hkg,1965,79052
hkg,1966,83154
hkg,1967,89115
hkg,1968,95191
hkg,1969,101281
hkg,1970,108977
hkg,1971,117391
hkg,1972,125976
hkg,1973,136067
hkg,1974,147122
hkg,1975,156819
hkg,1976,161399
hkg,1977,166617
hkg,1978,172917
hkg,1979,186455
hkg,1980,195959
hkg,1981,204747
hkg,1982,212400
hkg,1983,220181
hkg,1984,226999
hkg,1985,234502
hkg,1986,244885
hkg,1987,255324
hkg,1988,265780
hkg,1989,277077
hkg,1990,286705
hkg,1991,294682
hkg,1992,302986
hkg,1993,314698
hkg,1994,329211
hkg,1995,343927
hkg,1996,364446
hkg,1997,372530
hkg,1998,380572
hkg,1999,388856
hkg,2000,396741
hkg,2001,409401
hkg,2002,421119
hkg,2003,429743
hkg,2004,441328
hkg,2005,449884
hkg,2006,457625
hkg,2007,463979
hkg,2008,468553
hkg,2009,473719
hkg,2010,485683
hkg,2011,499529
hkg,2012,520181
hkg,2013,540695
hkg,2014,564405
hkg,2015,589725
hkg,2016,615496
hkg,2017,642534
hkg,2018,671164
hkg,2019,701901
hkg,2020,727681
hnd,1960,35265
hnd,1961,36425
hnd,1962,37627
hnd,1963,38820
hnd,1964,39933
hnd,1965,40938
hnd,1966,42282
hnd,1967,43537
hnd,1968,44745
hnd,1969,45943
hnd,1970,47150
hnd,1971,48626
hnd,1972,50127
hnd,1973,51669
hnd,1974,53284
hnd,1975,54980
hnd,1976,57051
hnd,1977,59205
hnd,1978,61362
hnd,1979,63396
hnd,1980,65253
hnd,1981,67145
hnd,1982,68903
hnd,1983,70673
hnd,1984,72658
hnd,1985,74978
hnd,1986,77855
hnd,1987,81042
hnd,1988,84444
hnd,1989,87916
hnd,1990,91369
hnd,1991,94954
hnd,1992,98502
hnd,1993,102092
hnd,1994,105840
hnd,1995,109793
hnd,1996,113976
hnd,1997,118297
hnd,1998,122741
hnd,1999,127297
hnd,2000,131961
hnd,2001,136274
hnd,2002,140788
hnd,2003,145452
hnd,2004,150174
hnd,2005,154950
hnd,2006,159759
hnd,2007,164574
hnd,2008,169539
hnd,2009,174855
hnd,2010,180680
hnd,2011,186524
hnd,2012,192814
hnd,2013,199751
hnd,2014,207540
hnd,2015,216321
hnd,2016,225783
hnd,2017,236082
hnd,2018,247164
hnd,2019,258958
hnd,2020,271471
hrv,1960,175715
hrv,1961,180766
hrv,1962,186547
hrv,1963,192834
hrv,1964,199284
hrv,1965,205901
hrv,1966,214227
hrv,1967,222467
hrv,1968,230893
hrv,1969,239785
hrv,1970,249042
hrv,1971,258589
hrv,1972,268205
hrv,1973,277716
hrv,1974,286871
hrv,1975,295449
hrv,1976,303476
hrv,1977,311313
hrv,1978,318178
hrv,1979,322563
hrv,1980,323865
hrv,1981,323061
hrv,1982,320295
hrv,1983,316744
hrv,1984,314863
hrv,1985,316288
hrv,1986,320950
hrv,1987,328458
hrv,1988,337805
hrv,1989,347410
hrv,1990,356484
hrv,1991,361251
hrv,1992,363264
hrv,1993,375915
hrv,1994,391166
hrv,1995,399765
hrv,1996,404120
hrv,1997,411171
hrv,1998,419405
hrv,1999,425869
hrv,2000,429884
hrv,2001,423003
hrv,2002,433102
hrv,2003,442591
hrv,2004,449966
hrv,2005,454853
hrv,2006,459038
hrv,2007,459896
hrv,2008,459436
hrv,2009,459809
hrv,2010,462404
hrv,2011,468105
hrv,2012,475427
hrv,2013,483344
hrv,2014,490225
hrv,2015,494655
hrv,2016,498117
hrv,2017,499591
hrv,2018,502825
hrv,2019,507724
hrv,2020,513066
hti,1960,68042
hti,1961,69824
hti,1962,71579
hti,1963,73346
hti,1964,75202
hti,1965,77174
hti,1966,80070
hti,1967,83023
hti,1968,85972
hti,1969,88813
hti,1970,91517
hti,1971,94989
hti,1972,98241
hti,1973,101300
hti,1974,104162
hti,1975,106819
hti,1976,110587
hti,1977,114064
hti,1978,117312
hti,1979,120387
hti,1980,123320
hti,1981,126998
hti,1982,130513
hti,1983,133804
hti,1984,136819
hti,1985,139570
hti,1986,142747
hti,1987,145830
hti,1988,148744
hti,1989,151396
hti,1990,153781
hti,1991,157380
hti,1992,160531
hti,1993,163433
hti,1994,166369
hti,1995,169491
hti,1996,173745
hti,1997,178044
hti,1998,182410
hti,1999,186817
hti,2000,191262
hti,2001,196603
hti,2002,201845
hti,2003,206966
hti,2004,211957
hti,2005,216818
hti,2006,223284
hti,2007,229694
hti,2008,235880
hti,2009,241581
hti,2010,246687
hti,2011,252794
hti,2012,258272
hti,2013,263642
hti,2014,269623
hti,2015,276644
hti,2016,285777
hti,2017,295806
hti,2018,306461
hti,2019,317271
hti,2020,328021
hun,1960,522752
hun,1961,540753
hun,1962,558662
hun,1963,576642
hun,1964,594990
hun,1965,612788
hun,1966,631351
hun,1967,648625
hun,1968,665071
hun,1969,681887
hun,1970,699225
hun,1971,714746
hun,1972,730686
hun,1973,747488
hun,1974,766272
hun,1975,787279
hun,1976,810926
hun,1977,834723
hun,1978,854901
hun,1979,866414
hun,1980,867533
hun,1981,857223
hun,1982,837993
hun,1983,815288
hun,1984,797460
hun,1985,789780
hun,1986,801266
hun,1987,819081
hun,1988,840196
hun,1989,851950
hun,1990,859884
hun,1991,875467
hun,1992,888592
hun,1993,899343
hun,1994,908829
hun,1995,917927
hun,1996,930167
hun,1997,941678
hun,1998,952072
hun,1999,960686
hun,2000,967944
hun,2001,977522
hun,2002,983723
hun,2003,988467
hun,2004,994298
hun,2005,1001876
hun,2006,1006772
hun,2007,1012466
hun,2008,1017733
hun,2009,1021873
hun,2010,1023952
hun,2011,1034410
hun,2012,1041302
hun,2013,1051382
hun,2014,1064600
hun,2015,1082305
hun,2016,1107621
hun,2017,1135752
hun,2018,1166031
hun,2019,1195417
hun,2020,1219605
idn,1960,1681301
idn,1961,1710968
idn,1962,1736752
idn,1963,1760654
idn,1964,1785488
idn,1965,1813210
idn,1966,1862874
idn,1967,1912721
idn,1968,1963665
idn,1969,2017019
idn,1970,2073486
idn,1971,2147571
idn,1972,2222962
idn,1973,2298979
idn,1974,2374381
idn,1975,2448625
idn,1976,2538335
idn,1977,2625531
idn,1978,2709354
idn,1979,2788345
idn,1980,2861995
idn,1981,2947936
idn,1982,3028550
idn,1983,3105195
idn,1984,3179394
idn,1985,3252743
idn,1986,3338781
idn,1987,3422847
idn,1988,3509055
idn,1989,3602401
idn,1990,3706292
idn,1991,3841427
idn,1992,3983097
idn,1993,4131352
idn,1994,4286024
idn,1995,4447055
idn,1996,4656388
idn,1997,4870757
idn,1998,5090868
idn,1999,5316083
idn,2000,5544686
idn,2001,5689060
idn,2002,5810792
idn,2003,5906355
idn,2004,5976383
idn,2005,6026100
idn,2006,6191893
idn,2007,6338197
idn,2008,6461565
idn,2009,6561865
idn,2010,6642643
idn,2011,6847626
idn,2012,7055510
idn,2013,7270845
idn,2014,7497922
idn,2015,7740160
idn,2016,7999729
idn,2017,8277652
idn,2018,8581718
idn,2019,8921665
idn,2020,9304960
ind,1960,6976874
ind,1961,7218378
ind,1962,7470089
ind,1963,7710913
ind,1964,7916471
ind,1965,8076551
ind,1966,8312718
ind,1967,8513904
ind,1968,8696946
ind,1969,8883719
ind,1970,9086810
ind,1971,9415891
ind,1972,9755881
ind,1973,10095362
ind,1974,10421435
ind,1975,10729051
ind,1976,11121171
ind,1977,11500694
ind,1978,11870308
ind,1979,12232910
ind,1980,12591552
ind,1981,13015895
ind,1982,13424526
ind,1983,13819181
ind,1984,14204342
ind,1985,14585544
ind,1986,15028000
ind,1987,15461107
ind,1988,15887719
ind,1989,16310377
ind,1990,16734484
ind,1991,17334161
ind,1992,17929721
ind,1993,18529059
ind,1994,19143764
ind,1995,19783136
ind,1996,20580819
ind,1997,21385713
ind,1998,22203912
ind,1999,23041662
ind,2000,23903006
ind,2001,24839825
ind,2002,25786782
ind,2003,26729398
ind,2004,27644317
ind,2005,28523599
ind,2006,29442717
ind,2007,30321472
ind,2008,31177160
ind,2009,32031543
ind,2010,32905156
ind,2011,33915003
ind,2012,34932978
ind,2013,36001212
ind,2014,37172772
ind,2015,38481556
ind,2016,40043873
ind,2017,41686437
ind,2018,43392634
ind,2019,45137160
ind,2020,46907459
irl,1960,167456
irl,1961,168011
irl,1962,169474
irl,1963,171106
irl,1964,172335
irl,1965,173099
irl,1966,174572
irl,1967,176159
irl,1968,177484
irl,1969,178563
irl,1970,179491
irl,1971,180689
irl,1972,181783
irl,1973,182873
irl,1974,184487
irl,1975,186811
irl,1976,189525
irl,1977,192677
irl,1978,196313
irl,1979,199529
irl,1980,201825
irl,1981,205496
irl,1982,208084
irl,1983,209915
irl,1984,211837
irl,1985,213316
irl,1986,215757
irl,1987,218573
irl,1988,220551
irl,1989,222134
irl,1990,224002
irl,1991,225670
irl,1992,226711
irl,1993,226780
irl,1994,226471
irl,1995,226512
irl,1996,225994
irl,1997,225963
irl,1998,226169
irl,1999,226855
irl,2000,228419
irl,2001,230369
irl,2002,232993
irl,2003,235915
irl,2004,239669
irl,2005,244628
irl,2006,251487
irl,2007,259176
irl,2008,265249
irl,2009,269602
irl,2010,273903
irl,2011,281413
irl,2012,289948
irl,2013,299611
irl,2014,310318
irl,2015,321901
irl,2016,333701
irl,2017,345590
irl,2018,358244
irl,2019,371696
irl,2020,384304
irn,1960,441217
irn,1961,446498
irn,1962,450160
irn,1963,452694
irn,1964,454704
irn,1965,456382
irn,1966,464285
irn,1967,471649
irn,1968,478506
irn,1969,484813
irn,1970,490557
irn,1971,502759
irn,1972,514636
irn,1973,525431
irn,1974,534034
irn,1975,539978
irn,1976,549432
irn,1977,556572
irn,1978,562835
irn,1979,569884
irn,1980,578760
irn,1981,593618
irn,1982,608660
irn,1983,625095
irn,1984,645764
irn,1985,673194
irn,1986,712324
irn,1987,758039
irn,1988,807015
irn,1989,854483
irn,1990,897767
irn,1991,945409
irn,1992,989202
irn,1993,1030813
irn,1994,1072703
irn,1995,1116483
irn,1996,1165419
irn,1997,1213496
irn,1998,1261403
irn,1999,1309495
irn,2000,1357644
irn,2001,1405680
irn,2002,1453908
irn,2003,1501427
irn,2004,1546289
irn,2005,1587789
irn,2006,1632137
irn,2007,1676972
irn,2008,1724406
irn,2009,1777312
irn,2010,1837539
irn,2011,1883117
irn,2012,1932065
irn,2013,1986053
irn,2014,2047554
irn,2015,2118714
irn,2016,2213298
irn,2017,2317293
irn,2018,2432219
irn,2019,2560341
irn,2020,2703124
irq,1960,123297
irq,1961,132469
irq,1962,140626
irq,1963,148254
irq,1964,156269
irq,1965,165060
irq,1966,174410
irq,1967,184334
irq,1968,194556
irq,1969,204549
irq,1970,214113
irq,1971,223379
irq,1972,232571
irq,1973,241519
irq,1974,250039
irq,1975,258085
irq,1976,266784
irq,1977,274425
irq,1978,281379
irq,1979,288132
irq,1980,294883
irq,1981,303004
irq,1982,311103
irq,1983,318757
irq,1984,325291
irq,1985,330376
irq,1986,337005
irq,1987,342102
irq,1988,346325
irq,1989,350544
irq,1990,355301
irq,1991,361184
irq,1992,367770
irq,1993,375050
irq,1994,382911
irq,1995,391300
irq,1996,401196
irq,1997,411341
irq,1998,421805
irq,1999,432722
irq,2000,444142
irq,2001,455056
irq,2002,466063
irq,2003,476887
irq,2004,487167
irq,2005,496778
irq,2006,508561
irq,2007,519700
irq,2008,530440
irq,2009,540741
irq,2010,550833
irq,2011,557445
irq,2012,563607
irq,2013,571490
irq,2014,584613
irq,2015,604819
irq,2016,632230
irq,2017,666104
irq,2018,703001
irq,2019,737696
irq,2020,767630
isl,1960,7724
isl,1961,7933
isl,1962,8136
isl,1963,8342
isl,1964,8554
isl,1965,8772
isl,1966,8993
isl,1967,9213
isl,1968,9403
isl,1969,9561
isl,1970,9681
isl,1971,9874
isl,1972,10124
isl,1973,10373
isl,1974,10628
isl,1975,10895
isl,1976,11182
isl,1977,11464
isl,1978,11771
isl,1979,12098
isl,1980,12431
isl,1981,12675
isl,1982,12926
isl,1983,13175
isl,1984,13406
isl,1985,13622
isl,1986,13835
isl,1987,14107
isl,1988,14462
isl,1989,14789
isl,1990,15052
isl,1991,15374
isl,1992,15708
isl,1993,16011
isl,1994,16307
isl,1995,16560
isl,1996,16739
isl,1997,16992
isl,1998,17315
isl,1999,17640
isl,2000,17955
isl,2001,18290
isl,2002,18471
isl,2003,18596
isl,2004,18777
isl,2005,19156
isl,2006,19529
isl,2007,19991
isl,2008,20382
isl,2009,20530
isl,2010,20660
isl,2011,21078
isl,2012,21628
isl,2013,22342
isl,2014,23165
isl,2015,24011
isl,2016,24876
isl,2017,26033
isl,2018,27349
isl,2019,28636
isl,2020,29866
isr,1960,51999
isr,1961,55317
isr,1962,59898
isr,1963,64263
isr,1964,69297
isr,1965,74541
isr,1966,78369
isr,1967,83990
isr,1968,88161
isr,1969,93123
isr,1970,99152
isr,1971,105684
isr,1972,111899
isr,1973,120371
isr,1974,128471
isr,1975,136646
isr,1976,143908
isr,1977,152078
isr,1978,160458
isr,1979,169224
isr,1980,176968
isr,1981,182119
isr,1982,185953
isr,1983,189133
isr,1984,191622
isr,1985,195729
isr,1986,200148
isr,1987,205193
isr,1988,210799
isr,1989,216879
isr,1990,226436
isr,1991,246193
isr,1992,261818
isr,1993,276740
isr,1994,292420
isr,1995,309176
isr,1996,319502
isr,1997,329530
isr,1998,339000
isr,1999,349752
isr,2000,361547
isr,2001,370144
isr,2002,377812
isr,2003,384883
isr,2004,391664
isr,2005,398216
isr,2006,406930
isr,2007,415529
isr,2008,424957
isr,2009,439365
isr,2010,454660
isr,2011,464810
isr,2012,477198
isr,2013,491795
isr,2014,508267
isr,2015,526239
isr,2016,546639
isr,2017,568214
isr,2018,590349
isr,2019,612192
isr,2020,632575
ita,1960,2739734
ita,1961,2806019
ita,1962,2874070
ita,1963,2945089
ita,1964,3019079
ita,1965,3094153
ita,1966,3171042
ita,1967,3248340
ita,1968,3326374
ita,1969,3407324
ita,1970,3492623
ita,1971,3574485
ita,1972,3657605
ita,1973,3746599
ita,1974,3842786
ita,1975,3947836
ita,1976,4057694
ita,1977,4178321
ita,1978,4296540
ita,1979,4390344
ita,1980,4446998
ita,1981,4470623
ita,1982,4455214
ita,1983,4423828
ita,1984,4411398
ita,1985,4438399
ita,1986,4517854
ita,1987,4630942
ita,1988,4766791
ita,1989,4904719
ita,1990,5032059
ita,1991,5154339
ita,1992,5268682
ita,1993,5376944
ita,1994,5481544
ita,1995,5586617
ita,1996,5699028
ita,1997,5811313
ita,1998,5922709
ita,1999,6036448
ita,2000,6156128
ita,2001,6238312
ita,2002,6326942
ita,2003,6432400
ita,2004,6544670
ita,2005,6639256
ita,2006,6706070
ita,2007,6774136
ita,2008,6848671
ita,2009,6919038
ita,2010,6999580
ita,2011,7075224
ita,2012,7175691
ita,2013,7354330
ita,2014,7519541
ita,2015,7604673
ita,2016,7669404
ita,2017,7730469
ita,2018,7785219
ita,2019,7768438
ita,2020,7815445
jam,1960,42327
jam,1961,44682
jam,1962,47268
jam,1963,49917
jam,1964,52552
jam,1965,55193
jam,1966,55855
jam,1967,56455
jam,1968,57065
jam,1969,57821
jam,1970,58803
jam,1971,59934
jam,1972,61300
jam,1973,62779
jam,1974,64155
jam,1975,65301
jam,1976,68099
jam,1977,70730
jam,1978,73331
jam,1979,76021
jam,1980,78787
jam,1981,80582
jam,1982,82263
jam,1983,83851
jam,1984,85350
jam,1985,86718
jam,1986,88283
jam,1987,90014
jam,1988,91912
jam,1989,93947
jam,1990,96095
jam,1991,97280
jam,1992,98260
jam,1993,99043
jam,1994,99660
jam,1995,100157
jam,1996,101654
jam,1997,103368
jam,1998,105363
jam,1999,107607
jam,2000,110021
jam,2001,111161
jam,2002,112309
jam,2003,113480
jam,2004,114687
jam,2005,115970
jam,2006,117413
jam,2007,118740
jam,2008,120032
jam,2009,121466
jam,2010,123232
jam,2011,123877
jam,2012,124804
jam,2013,125926
jam,2014,127087
jam,2015,128245
jam,2016,129767
jam,2017,131293
jam,2018,133045
jam,2019,135337
jam,2020,138364
jor,1960,19596
jor,1961,19915
jor,1962,20092
jor,1963,20303
jor,1964,20742
jor,1965,21492
jor,1966,22295
jor,1967,23527
jor,1968,25030
jor,1969,26600
jor,1970,28140
jor,1971,29283
jor,1972,30178
jor,1973,30889
jor,1974,31510
jor,1975,32135
jor,1976,33485
jor,1977,34760
jor,1978,35933
jor,1979,37030
jor,1980,38073
jor,1981,39744
jor,1982,41611
jor,1983,43626
jor,1984,45832
jor,1985,48303
jor,1986,49448
jor,1987,50883
jor,1988,52606
jor,1989,54615
jor,1990,56949
jor,1991,58869
jor,1992,61055
jor,1993,63437
jor,1994,65914
jor,1995,68405
jor,1996,70911
jor,1997,73102
jor,1998,75072
jor,1999,76955
jor,2000,78893
jor,2001,81565
jor,2002,84363
jor,2003,87535
jor,2004,91383
jor,2005,96089
jor,2006,102021
jor,2007,109121
jor,2008,117302
jor,2009,126421
jor,2010,136345
jor,2011,144814
jor,2012,154129
jor,2013,163903
jor,2014,173628
jor,2015,183014
jor,2016,190614
jor,2017,197257
jor,2018,203308
jor,2019,209200
jor,2020,215263
jpn,1960,2967949
jpn,1961,3042557
jpn,1962,3121309
jpn,1963,3206861
jpn,1964,3297382
jpn,1965,3393546
jpn,1966,3497095
jpn,1967,3611334
jpn,1968,3734289
jpn,1969,3863009
jpn,1970,3993137
jpn,1971,4182815
jpn,1972,4340543
jpn,1973,4503723
jpn,1974,4677622
jpn,1975,4868955
jpn,1976,5071107
jpn,1977,5293510
jpn,1978,5530503
jpn,1979,5767127
jpn,1980,5995838
jpn,1981,6236444
jpn,1982,6461742
jpn,1983,6686275
jpn,1984,6925698
jpn,1985,7192052
jpn,1986,7463547
jpn,1987,7757844
jpn,1988,8071956
jpn,1989,8404060
jpn,1990,8747250
jpn,1991,9093798
jpn,1992,9453690
jpn,1993,9822810
jpn,1994,10200412
jpn,1995,10585478
jpn,1996,10976174
jpn,1997,11375133
jpn,1998,11783691
jpn,1999,12185065
jpn,2000,12587381
jpn,2001,12978169
jpn,2002,13370380
jpn,2003,13766451
jpn,2004,14148188
jpn,2005,14541693
jpn,2006,14912658
jpn,2007,15291655
jpn,2008,15675525
jpn,2009,16087526
jpn,2010,16555986
jpn,2011,16963837
jpn,2012,17414552
jpn,2013,17887816
jpn,2014,18350685
jpn,2015,18786503
jpn,2016,19136532
jpn,2017,19441927
jpn,2018,19708026
jpn,2019,19949469
jpn,2020,20150701
kaz,1960,320422
kaz,1961,328886
kaz,1962,337383
kaz,1963,346663
kaz,1964,357737
kaz,1965,371261
kaz,1966,386859
kaz,1967,404220
kaz,1968,422436
kaz,1969,439952
kaz,1970,455969
kaz,1971,473662
kaz,1972,488219
kaz,1973,501326
kaz,1974,515235
kaz,1975,530825
kaz,1976,550317
kaz,1977,571110
kaz,1978,591063
kaz,1979,606812
kaz,1980,616810
kaz,1981,621871
kaz,1982,621998
kaz,1983,619622
kaz,1984,618213
kaz,1985,619705
kaz,1986,626618
kaz,1987,634723
kaz,1988,644725
kaz,1989,654652
kaz,1990,672841
kaz,1991,698710
kaz,1992,726090
kaz,1993,752804
kaz,1994,764905
kaz,1995,761765
kaz,1996,750421
kaz,1997,726904
kaz,1998,697553
kaz,1999,678317
kaz,2000,672536
kaz,2001,688275
kaz,2002,711159
kaz,2003,734697
kaz,2004,750096
kaz,2005,752833
kaz,2006,751150
kaz,2007,741132
kaz,2008,731886
kaz,2009,724374
kaz,2010,716358
kaz,2011,726566
kaz,2012,736299
kaz,2013,744628
kaz,2014,753410
kaz,2015,766148
kaz,2016,794580
kaz,2017,830512
kaz,2018,871598
kaz,2019,914174
kaz,2020,956387
ken,1960,168302
ken,1961,172534
ken,1962,176495
ken,1963,180252
ken,1964,183839
ken,1965,187278
ken,1966,191635
ken,1967,195791
ken,1968,199702
ken,1969,203256
ken,1970,206409
ken,1971,210553
ken,1972,214237
ken,1973,217572
ken,1974,220673
ken,1975,223623
ken,1976,227614
ken,1977,231445
ken,1978,235202
ken,1979,238966
ken,1980,242803
ken,1981,248352
ken,1982,253897
ken,1983,259459
ken,1984,265071
ken,1985,270772
ken,1986,277396
ken,1987,283983
ken,1988,290759
ken,1989,298051
ken,1990,306100
ken,1991,315054
ken,1992,324414
ken,1993,334171
ken,1994,344209
ken,1995,354440
ken,1996,367166
ken,1997,378810
ken,1998,389467
ken,1999,399298
ken,2000,408326
ken,2001,417523
ken,2002,426417
ken,2003,434471
ken,2004,440770
ken,2005,445034
ken,2006,451806
ken,2007,456942
ken,2008,461777
ken,2009,468179
ken,2010,477221
ken,2011,493997
ken,2012,513405
ken,2013,535413
ken,2014,559830
ken,2015,586659
ken,2016,621245
ken,2017,658362
ken,2018,697799
ken,2019,739130
ken,2020,782157
kgz,1960,84378
kgz,1961,85777
kgz,1962,86921
kgz,1963,88416
kgz,1964,90554
kgz,1965,93357
kgz,1966,97156
kgz,1967,101699
kgz,1968,106634
kgz,1969,111102
kgz,1970,114512
kgz,1971,117718
kgz,1972,119990
kgz,1973,121699
kgz,1974,123634
kgz,1975,125807
kgz,1976,128630
kgz,1977,131739
kgz,1978,134738
kgz,1979,137131
kgz,1980,138556
kgz,1981,139634
kgz,1982,139954
kgz,1983,140032
kgz,1984,140359
kgz,1985,141237
kgz,1986,141772
kgz,1987,142618
kgz,1988,143673
kgz,1989,145845
kgz,1990,148626
kgz,1991,152334
kgz,1992,155931
kgz,1993,157669
kgz,1994,158164
kgz,1995,158644
kgz,1996,161317
kgz,1997,162574
kgz,1998,163359
kgz,1999,164688
kgz,2000,166802
kgz,2001,169237
kgz,2002,172170
kgz,2003,174811
kgz,2004,175600
kgz,2005,173282
kgz,2006,170084
kgz,2007,164745
kgz,2008,158512
kgz,2009,153064
kgz,2010,148524
kgz,2011,147338
kgz,2012,147651
kgz,2013,149543
kgz,2014,152618
kgz,2015,156863
kgz,2016,162064
kgz,2017,168341
kgz,2018,175893
kgz,2019,184729
kgz,2020,194354
khm,1960,84724
khm,1961,87648
khm,1962,90204
khm,1963,92438
khm,1964,94447
khm,1965,96296
khm,1966,98867
khm,1967,101108
khm,1968,103101
khm,1969,104917
khm,1970,106579
khm,1971,109682
khm,1972,112570
khm,1973,114937
khm,1974,116518
khm,1975,117235
khm,1976,118565
khm,1977,119084
khm,1978,119216
khm,1979,119305
khm,1980,119557
khm,1981,122961
khm,1982,126125
khm,1983,129133
khm,1984,132271
khm,1985,135582
khm,1986,138726
khm,1987,142826
khm,1988,147436
khm,1989,151884
khm,1990,155965
khm,1991,162000
khm,1992,167722
khm,1993,173321
khm,1994,179247
khm,1995,185690
khm,1996,190121
khm,1997,194988
khm,1998,200432
khm,1999,206198
khm,2000,212090
khm,2001,221861
khm,2002,231104
khm,2003,240140
khm,2004,249417
khm,2005,259249
khm,2006,269861
khm,2007,280865
khm,2008,292318
khm,2009,304168
khm,2010,316507
khm,2011,327529
khm,2012,339028
khm,2013,351510
khm,2014,365784
khm,2015,382354
khm,2016,402084
khm,2017,423758
khm,2018,446707
khm,2019,469952
khm,2020,493039
kir,1960,906
kir,1961,930
kir,1962,947
kir,1963,962
kir,1964,976
kir,1965,986
kir,1966,995
kir,1967,1005
kir,1968,1020
kir,1969,1027
kir,1970,1040
kir,1971,1060
kir,1972,1079
kir,1973,1104
kir,1974,1124
kir,1975,1140
kir,1976,1145
kir,1977,1142
kir,1978,1133
kir,1979,1126
kir,1980,1118
kir,1981,1150
kir,1982,1188
kir,1983,1227
kir,1984,1277
kir,1985,1335
kir,1986,1372
kir,1987,1404
kir,1988,1430
kir,1989,1436
kir,1990,1436
kir,1991,1486
kir,1992,1528
kir,1993,1551
kir,1994,1555
kir,1995,1548
kir,1996,1582
kir,1997,1607
kir,1998,1637
kir,1999,1661
kir,2000,1688
kir,2001,1754
kir,2002,1835
kir,2003,1905
kir,2004,1961
kir,2005,2007
kir,2006,2062
kir,2007,2110
kir,2008,2152
kir,2009,2201
kir,2010,2253
kir,2011,2268
kir,2012,2299
kir,2013,2345
kir,2014,2398
kir,2015,2454
kir,2016,2604
kir,2017,2740
kir,2018,2882
kir,2019,3033
kir,2020,3190
kor,1960,495740
kor,1961,514731
kor,1962,535618
kor,1963,557052
kor,1964,576034
kor,1965,591924
kor,1966,610362
kor,1967,624969
kor,1968,638708
kor,1969,654130
kor,1970,672491
kor,1971,696980
kor,1972,723225
kor,1973,750957
kor,1974,780206
kor,1975,811124
kor,1976,841832
kor,1977,875413
kor,1978,910574
kor,1979,945497
kor,1980,979607
kor,1981,1014478
