geo,time,se_ter_tchr_fe_zs
rwa,2018,20.65359
rwa,2019,21.07527
sau,1971,6.45624
sau,1972,7.07692
sau,1973,8.56378
sau,1974,11.00413
sau,1975,13.47635
sau,1976,15.23676
sau,1977,15.57653
sau,1978,14.42987
sau,1979,18.01282
sau,1980,19.75217
sau,1981,19.05209
sau,1982,21.03693
sau,1983,23.56033
sau,1984,24.43117
sau,1985,25.01903
sau,1986,25.01144
sau,1987,31.83684
sau,1991,25.12066
sau,1992,26.09998
sau,1993,26.60272
sau,1996,29.90124
sau,1997,29.53743
sau,1998,32.5294
sau,1999,36.15595
sau,2000,35.02193
sau,2001,34.81456
sau,2002,33.88539
sau,2003,33.61017
sau,2004,33.55297
sau,2005,33.10478
sau,2006,33.04248
sau,2007,34.68849
sau,2008,34.68904
sau,2009,34.68761
sau,2010,36.52277
sau,2011,38.0213
sau,2012,36.95872
sau,2013,38.93707
sau,2014,40.49067
sau,2015,40.1286
sau,2016,41.03454
sau,2017,40.82662
sau,2018,40.79312
sau,2019,41.92525
sau,2020,41.5036
sdn,2012,31.12357
sdn,2013,29.99203
sdn,2014,31.27
sdn,2015,33.4987
sen,1992,11.63121
sen,2013,6.99433
sen,2014,7.58468
sen,2015,7.95798
sen,2016,12.41119
sen,2017,16.77003
sen,2018,11.98609
sen,2019,12.02324
sen,2020,12.27993
sgp,1970,16.07606
sgp,1971,12.18687
sgp,1972,12.18406
sgp,1973,13.58244
sgp,1974,14.05714
sgp,1975,17.54144
sgp,1976,16.20977
sgp,1977,18.38488
sgp,1978,20.03769
sgp,1979,20.96523
sgp,1980,18.59031
sgp,1981,19.28052
sgp,1982,19.69201
sgp,1983,20.78956
sgp,1994,31.96502
sgp,1995,31.04897
sgp,2007,34.52741
sgp,2008,34.06992
sgp,2009,35.47613
sgp,2010,36.64145
sgp,2011,38.11728
sgp,2012,35.20297
sgp,2016,35.79624
sgp,2017,37.04669
sgp,2018,36.46793
sgp,2019,37.03805
sle,1974,10.8209
sle,1975,4.96894
sle,1984,14.15094
sle,1985,14.24242
sle,2000,37.52941
sle,2001,14.59227
sle,2002,14.60768
slv,1970,16.77763
slv,1973,25.49383
slv,1974,24.65402
slv,1975,22.69537
slv,1978,24.29577
slv,1983,29.29363
slv,1984,23.93589
slv,1985,25.11318
slv,1986,34.28691
slv,1990,26.01992
slv,1994,30.85803
slv,1995,27.80774
slv,1996,28.97449
slv,1999,32.09334
slv,2000,32.16904
slv,2001,30.82396
slv,2002,31.71464
slv,2003,31.90114
slv,2004,31.71489
slv,2005,33.61834
slv,2006,33.4848
slv,2007,33.36918
slv,2008,34.23266
slv,2009,35.26369
slv,2010,35.20431
slv,2011,35.87343
slv,2012,37.05446
slv,2013,36.80533
slv,2014,36.57209
slv,2015,37.27034
slv,2016,37.6639
slv,2017,38.31687
slv,2018,38.38889
smr,2018,23.44828
som,1971,0
som,1972,5.88235
srb,2007,43.16673
srb,2009,44.81132
srb,2010,45.97624
srb,2011,45.94103
srb,2012,46.60013
srb,2013,43.07105
srb,2014,43.13988
srb,2015,44.60116
srb,2016,46.25214
srb,2017,46.55307
srb,2018,47.38112
srb,2019,47.85947
srb,2020,48.48177
stp,2010,26.31579
stp,2014,27.83505
stp,2015,27.83505
sur,1985,13.94102
svk,1999,36.88441
svk,2000,38.3998
svk,2001,38.52579
svk,2002,42.26796
svk,2003,39.57622
svk,2004,40.21369
svk,2005,41.91518
svk,2006,41.96626
svk,2007,43.28238
svk,2008,43.82937
svk,2009,43.52979
svk,2010,43.68109
svk,2011,43.97554
svk,2012,44.3315
svk,2013,44.68516
svk,2014,44.85076
svk,2015,45.38263
svk,2016,45.6499
svk,2017,45.76368
svk,2018,46.19453
svk,2019,46.56781
svn,1981,18.24762
svn,1982,19.45925
svn,1983,19.20991
svn,1984,19.66182
svn,1985,19.85921
svn,1986,20.57721
svn,1987,21.51098
svn,1988,21.07407
svn,1990,22.8648
svn,1991,24.04222
svn,1992,23.34228
svn,1993,25.26051
svn,1994,25.81967
svn,1995,26.10715
svn,1996,27.67807
svn,1997,28.23138
svn,1999,21.38493
svn,2000,23.0831
svn,2001,27.00497
svn,2002,28.84615
svn,2003,29.688
svn,2004,32.89887
svn,2005,33.45251
svn,2006,33.81624
svn,2007,35.3539
svn,2008,37.17798
svn,2009,36.60329
svn,2010,38.33309
svn,2011,39.11838
svn,2012,39.00381
svn,2013,39.74127
svn,2014,38.79866
svn,2015,41.11861
svn,2016,41.99776
svn,2017,42.58846
svn,2018,42.16623
svn,2019,42.73723
swe,1993,31.90436
swe,1994,32.44889
swe,1995,36.37358
swe,1997,35.37226
swe,1999,36.45952
swe,2000,37.76423
swe,2001,39.06649
swe,2002,39.88266
swe,2003,39.88136
swe,2004,41.69323
swe,2005,42.51672
swe,2006,43.05227
swe,2007,43.41676
swe,2008,44.13301
swe,2009,44.24908
swe,2010,42.66959
swe,2011,42.96649
swe,2012,43.38918
swe,2013,43.7669
swe,2014,43.94652
swe,2015,44.34001
swe,2016,44.50905
swe,2017,44.8267
swe,2018,45.12213
swe,2019,45.99334
swz,1974,28.30189
swz,1975,18.38235
swz,1976,17.80822
swz,1977,26.92308
swz,1979,28.83436
swz,1980,34.97268
swz,1981,39.67611
swz,1990,37.58389
swz,1991,40.48673
swz,1996,40.04283
swz,1999,32.31441
swz,2000,35.32764
swz,2002,35.27607
swz,2004,35.67073
swz,2005,36.11111
swz,2006,40.25974
swz,2011,55.23466
swz,2013,37.9085
swz,2014,57.10345
swz,2015,41.99438
sxm,2012,58.49057
sxm,2014,54
sxm,2015,50
syc,2011,40.625
syc,2012,50
syc,2014,39.28571
syc,2015,48.61111
syc,2016,51.51515
syc,2017,57.14286
syc,2018,50
syc,2019,48.61111
syc,2020,55.55556
syr,1971,5.95638
syr,1972,8.69912
syr,1976,8.32148
syr,2011,32.41566
syr,2012,34.09805
syr,2013,34.44789
syr,2014,35.62374
syr,2015,36.70833
tcd,1973,24.39024
tcd,1974,16.47059
tcd,1975,18.08511
tcd,1977,11.29032
tcd,1985,7.80142
tcd,1997,5.11364
tcd,2000,4.64548
tcd,2001,4.72813
tcd,2003,4.22195
tcd,2004,3.21058
tcd,2005,1.22511
tcd,2008,4.00395
tcd,2009,3.70995
tcd,2015,6.11987
tgo,1972,20.43011
tgo,1973,13.10345
tgo,1974,8.97436
tgo,1975,18.8172
tgo,1978,8.07175
tgo,1979,8.37004
tgo,1980,10.30928
tgo,1981,12.45791
tgo,1982,16.71554
tgo,1991,9.59596
tgo,1992,9.59596
tgo,1993,9.24171
tgo,1994,9.43878
tgo,1995,8.17308
tgo,1996,8.12641
tgo,1997,10.15801
tgo,1999,10.41667
tgo,2000,9.53608
tgo,2001,8.4399
tgo,2002,8.77193
tgo,2003,7.00935
tgo,2004,9.07029
tgo,2005,8.25688
tgo,2006,10.76923
tgo,2007,10.85106
tgo,2011,6.77005
tgo,2012,6.70798
tgo,2013,6.59201
tgo,2014,6.29672
tgo,2015,6.00707
tgo,2016,6.4164
tgo,2017,6.57596
tgo,2018,6.49425
tgo,2019,6.52174
tgo,2020,6.54729
tha,1971,38.18279
tha,1972,40.1278
tha,1973,40.47993
tha,1974,43.51771
tha,1975,44.78521
tha,1976,56.46086
tha,1977,47.63701
tha,1978,46.1805
tha,1993,43.40557
tha,1999,53.23899
tha,2000,53.72736
tha,2002,47.42175
tha,2003,47.42174
tha,2006,51.46794
tha,2008,68.068
tha,2011,68.68251
tha,2014,60.74921
tha,2015,61.88022
tha,2016,56.57463
tjk,2000,31.89623
tjk,2001,33.11424
tjk,2002,33.44928
tjk,2003,32.57383
tjk,2004,35.16098
tjk,2005,32.86643
tjk,2006,33.8153
tjk,2007,33.38917
tjk,2008,31.88061
tjk,2009,34.60868
tjk,2010,33.56076
tjk,2011,35.27135
tjk,2012,35.64464
tjk,2013,36.51854
tjk,2014,34.76086
tjk,2015,37.97251
tjk,2016,36.79385
tjk,2017,37.32505
tkm,2014,50.14095
tkm,2019,46.48625
tkm,2020,47.82366
tls,2002,8.94309
tls,2009,25.25084
ton,1978,31.81818
ton,1979,30.76923
ton,1981,39.0625
ton,1999,21.12676
ton,2000,23.30097
ton,2020,52.7897
tto,1971,24.27184
tto,1999,30.62099
tto,2000,31.85185
tto,2001,31.85185
tto,2002,31.81818
tto,2003,33.02374
tto,2004,33.83721
tun,1973,11.53846
tun,1975,14.22222
tun,1976,15.20673
tun,1980,11.46148
tun,1981,8.85636
tun,1983,13.83678
tun,1987,11.10037
tun,1988,17.99947
tun,1989,18.91823
tun,1993,23.95522
tun,1994,24.50928
tun,1995,25.55518
tun,1996,26.13794
tun,1997,26.59238
tun,1998,28.04626
tun,1999,29.05217
tun,2000,31.83565
tun,2001,33.30419
tun,2002,35.21732
tun,2003,37.75991
tun,2004,40.13605
tun,2005,40.21954
tun,2006,40.64661
tun,2007,41.38654
tun,2008,42.04643
tun,2009,44.29647
tun,2010,45.63885
tun,2011,46.70564
tun,2012,47.2066
tur,1971,22.73269
tur,1972,24.37231
tur,1973,24.3197
tur,1974,25.43957
tur,1975,24.43751
tur,1976,24.1581
tur,1977,23.25581
tur,1978,22.81548
tur,1979,22.7231
tur,1980,24.01375
tur,1981,24.61881
tur,1982,24.75175
tur,1983,26.76721
tur,1986,30.25949
tur,1987,31.10901
tur,1988,31.19599
tur,1989,31.25287
tur,1990,31.47148
tur,1991,31.70675
tur,1992,31.88794
tur,1993,32.54393
tur,1994,32.39788
tur,1995,32.79046
tur,1997,33.02526
tur,1999,34.63553
tur,2002,36.68677
tur,2003,37.06795
tur,2004,37.88894
tur,2005,38.28932
tur,2006,38.7545
tur,2007,39.2784
tur,2008,40.34992
tur,2009,40.65609
tur,2010,40.91077
tur,2011,40.8978
tur,2012,41.13128
tur,2013,41.56506
tur,2014,42.77891
tur,2015,43.06361
tur,2017,44.01929
tur,2018,44.42498
tur,2019,44.7532
tza,1977,10.66908
tza,1978,12.46459
tza,1979,10.11236
tza,1982,5.14223
tza,1983,3.84952
tza,1987,6.53644
tza,1995,11.09091
tza,1999,13.85659
tza,2001,14.32482
tza,2003,16.67408
tza,2004,15.77901
tza,2005,17.40402
tza,2010,24.39404
tza,2012,29.81946
tza,2019,30.03192
uga,1975,9.40032
uga,1976,8.66373
uga,1982,7.03125
uga,1991,13.14229
uga,1992,14.78298
uga,1993,14.08882
uga,1994,14.63775
uga,1995,18.56587
uga,1996,17.76669
uga,1999,17.49324
uga,2000,20.19631
uga,2001,19.17774
uga,2002,21.92605
uga,2003,22.55151
uga,2004,19.48177
uga,2006,19.73517
uga,2010,18.46442
uga,2011,28.37177
ukr,2020,57.97373
ury,1974,22.67819
ury,1975,22.72727
ury,2009,50.16756
usa,1975,25.27646
usa,1988,33.1652
usa,1990,35.19417
usa,1991,35.18824
usa,1993,36.3971
usa,1994,38.70683
usa,1995,38.6401
usa,1996,38.62754
usa,2014,49.10629
usa,2015,49.10629
usa,2017,49.56843
usa,2019,50.2203
uzb,1999,36.44967
uzb,2000,38.93988
uzb,2001,40.27329
uzb,2002,41.8488
uzb,2003,41.02522
uzb,2004,36.37528
uzb,2005,42.27586
uzb,2006,39.83962
uzb,2007,36.1437
uzb,2008,39.33614
uzb,2009,37.6856
uzb,2010,35.04614
uzb,2011,38.23031
uzb,2012,38.32277
uzb,2013,41.85076
uzb,2014,42.57293
uzb,2015,41.48802
uzb,2016,42.43045
uzb,2017,41.98489
uzb,2018,41.98431
uzb,2019,43.56061
uzb,2020,43.15259
vct,1979,58.53659
vct,1980,63.41463
vct,1986,37.14286
vct,1987,32.35294
vct,1990,53.125
ven,1971,17.75598
ven,1972,19.73742
ven,1973,17.21842
ven,2000,38.33364
ven,2008,34.00041
vgb,1999,49.35065
vgb,2002,54.28571
vgb,2004,51.92308
vgb,2009,43.80952
vgb,2015,55.17241
vgb,2016,56.66667
vgb,2018,54.6875
vgb,2019,62.5
vir,1982,36.32653
vir,1983,42.85714
vir,1986,42.98643
vir,1987,46.60633
vir,1991,40.70796
vir,1993,48.1203
vir,2007,49.44649
vnm,1976,17.68305
vnm,1977,17.52745
vnm,1978,17.79118
vnm,1979,19.74577
vnm,1980,24.4477
vnm,1981,22.36979
vnm,1995,30.9106
vnm,1997,33.84916
vnm,1999,36.65775
vnm,2000,37.91943
vnm,2001,38.68654
vnm,2002,39.25371
vnm,2003,39.69903
vnm,2005,40.4546
vnm,2006,42.19313
vnm,2007,44.42804
vnm,2008,45.00178
vnm,2009,47.58294
vnm,2010,47.12493
vnm,2011,47.4126
vnm,2012,48.95196
vnm,2013,48.84013
vnm,2014,49.04892
vnm,2015,49.10893
vnm,2016,48.44594
wsm,1970,4.16667
wsm,1977,25
wsm,1998,37.28814
wsm,1999,40.58824
wsm,2000,44.37086
wsm,2017,40.04975
wsm,2018,45.51724
wsm,2019,29.69121
wsm,2020,36.75418
yem,1992,11.66667
yem,1999,1.27324
yem,2005,15.92403
yem,2006,15.92338
yem,2007,17.14247
zaf,1988,31.71769
zaf,1989,33.81586
zaf,1990,34.47326
zaf,1993,35.61837
zaf,1994,37.38883
zwe,2010,32.247
zwe,2011,32.39463
zwe,2013,31.6778
zwe,2015,29.70507
