geo,time,bx_trf_pwkr_dt_gd_zs
nor,1986,0.14086
nor,1987,0.14312
nor,1988,0.13536
nor,1989,0.13673
nor,1990,0.13175
nor,1991,0.14296
nor,1992,0.14512
nor,1993,0.13795
nor,1994,0.13396
nor,1995,0.15703
nor,1996,0.18888
nor,1997,0.17905
nor,1998,0.19499
nor,1999,0.17732
nor,2000,0.15793
nor,2001,0.16035
nor,2002,0.17012
nor,2003,0.17115
nor,2004,0.17579
nor,2005,0.16358
nor,2006,0.15303
nor,2007,0.15381
nor,2008,0.14818
nor,2009,0.16351
nor,2010,0.15859
nor,2011,0.15353
nor,2012,0.15045
nor,2013,0.1514
nor,2014,0.15247
nor,2015,0.15784
nor,2016,0.16094
nor,2017,0.15456
nor,2018,0.14745
nor,2019,0.15206
nor,2020,0.16359
npl,1993,1.49794
npl,1994,1.23239
npl,1995,1.2911
npl,1996,0.97665
npl,1997,1.00551
npl,1998,1.39006
npl,1999,1.6581
npl,2000,2.02936
npl,2001,2.44688
npl,2002,11.21302
npl,2003,12.18032
npl,2004,11.30899
npl,2005,14.9051
npl,2006,16.06896
npl,2007,16.79181
npl,2008,21.7381
npl,2009,23.20763
npl,2010,21.64699
npl,2011,19.50306
npl,2012,22.08212
npl,2013,25.1947
npl,2014,25.90512
npl,2015,27.62609
npl,2016,26.96058
npl,2017,23.91354
npl,2018,25.02642
npl,2019,24.11637
npl,2020,24.0892
nru,2010,0.44754
nru,2011,1.86457
nru,2012,8.64446
nru,2013,10.85287
nru,2014,11.32565
nru,2015,12.04267
nru,2016,11.77238
nru,2017,9.46075
nru,2018,5.26971
nzl,1972,1.12433
nzl,1973,1.21914
nzl,1974,1.16309
nzl,1975,1.22371
nzl,1976,0.93626
nzl,1977,0.92994
nzl,1978,0.83933
nzl,1979,1.00071
nzl,1980,1.10199
nzl,1981,1.06347
nzl,1982,1.21904
nzl,1983,1.23722
nzl,1984,1.2706
nzl,1985,1.03868
nzl,1986,0.99217
nzl,1987,0.93934
nzl,1988,1.08897
nzl,1989,1.33188
nzl,1990,1.67457
nzl,1991,1.52327
nzl,1992,1.44633
nzl,1993,1.78077
nzl,1994,2.08764
nzl,1995,2.58395
nzl,1996,2.90812
nzl,1997,1.52908
nzl,1998,0.46142
nzl,1999,0.43826
nzl,2000,0.40914
nzl,2001,0.40614
nzl,2002,0.34899
nzl,2003,0.32908
nzl,2004,0.31016
nzl,2005,0.30687
nzl,2006,0.30006
nzl,2007,0.27965
nzl,2008,0.3165
nzl,2009,0.27275
nzl,2010,0.25287
nzl,2011,0.27055
nzl,2012,0.26207
nzl,2013,0.24056
nzl,2014,0.26581
nzl,2015,0.29862
nzl,2016,0.27949
nzl,2017,0.26025
nzl,2018,0.23982
nzl,2019,0.21746
nzl,2020,0.0701
omn,1978,1.05652
omn,1979,0.87631
omn,1980,0.5808
omn,1981,0.55837
omn,1982,0.57484
omn,1983,0.54747
omn,1984,0.49231
omn,1985,0.43405
omn,1986,0.53618
omn,1987,0.49943
omn,1988,0.46519
omn,1989,0.41625
omn,1990,0.33386
omn,1991,0.34397
omn,1992,0.31329
omn,1993,0.31227
omn,1994,0.30197
omn,1995,0.28264
omn,1996,0.25527
omn,1997,0.24625
omn,1998,0.27863
omn,1999,0.2501
omn,2000,0.19992
omn,2001,0.20055
omn,2002,0.19368
omn,2003,0.18033
omn,2004,0.15754
omn,2005,0.12551
omn,2006,0.10483
omn,2007,0.0927
omn,2008,0.06405
omn,2009,0.08062
omn,2010,0.06002
omn,2011,0.05034
omn,2012,0.04463
omn,2013,0.04338
omn,2014,0.04208
omn,2015,0.04956
omn,2016,0.05193
omn,2017,0.04825
omn,2018,0.04263
omn,2019,0.0443
omn,2020,0.05274
pak,1976,3.12678
pak,1977,5.76546
pak,1978,7.35085
pak,1979,7.62692
pak,1980,8.6564
pak,1981,7.3561
pak,1982,8.42324
pak,1983,10.24763
pak,1984,8.2846
pak,1985,8.14609
pak,1986,7.66915
pak,1987,6.53802
pak,1988,4.86567
pak,1989,5.02179
pak,1990,5.01436
pak,1991,3.39439
pak,1992,3.21905
pak,1993,2.7915
pak,1994,3.34512
pak,1995,2.82377
pak,1996,2.02787
pak,1997,2.73457
pak,1998,1.88449
pak,1999,1.58161
pak,2000,1.31069
pak,2001,1.8381
pak,2002,4.44778
pak,2003,4.31994
pak,2004,3.66092
pak,2005,3.56502
pak,2006,3.73077
pak,2007,3.93606
pak,2008,4.13869
pak,2009,5.18398
pak,2010,5.46946
pak,2011,5.74144
pak,2012,6.24243
pak,2013,6.32691
pak,2014,7.05678
pak,2015,7.13567
pak,2016,7.11239
pak,2017,6.51941
pak,2018,6.73719
pak,2019,7.97401
pak,2020,9.94174
pan,1977,3.78707
pan,1978,3.72316
pan,1979,3.66306
pan,1980,1.41306
pan,1981,1.18144
pan,1982,1.30854
pan,1983,1.31842
pan,1984,1.19676
pan,1985,1.51341
pan,1986,1.47694
pan,1987,1.52907
pan,1988,1.72969
pan,1989,1.72511
pan,1990,1.70501
pan,1991,1.52799
pan,1992,1.27326
pan,1993,1.23768
pan,1994,1.19591
pan,1995,1.16986
pan,1996,0.87331
pan,1997,0.60221
pan,1998,0.50279
pan,1999,0.39818
pan,2000,0.13329
pan,2001,0.58471
pan,2002,0.65105
pan,2003,0.7799
pan,2004,0.72535
pan,2005,0.79148
pan,2006,1.65641
pan,2007,1.66839
pan,2008,1.50263
pan,2009,1.24278
pan,2010,1.39265
pan,2011,1.06152
pan,2012,1.01633
pan,2013,1.01184
pan,2014,1.51518
pan,2015,1.02456
pan,2016,0.86779
pan,2017,0.85745
pan,2018,0.8284
pan,2019,0.86715
pan,2020,0.84427
per,1990,0.32942
per,1991,0.43097
per,1992,0.66729
per,1993,0.82969
per,1994,1.05387
per,1995,1.12356
per,1996,1.0805
per,1997,1.09377
per,1998,1.16573
per,1999,1.335
per,2000,1.38693
per,2001,1.44764
per,2002,1.28772
per,2003,1.47878
per,2004,1.69647
per,2005,1.89332
per,2006,2.07291
per,2007,2.08554
per,2008,2.02707
per,2009,1.99358
per,2010,1.71757
per,2011,1.57018
per,2012,1.44717
per,2013,1.34571
per,2014,1.31309
per,2015,1.43571
per,2016,1.50284
per,2017,1.44604
per,2018,1.44884
per,2019,1.45573
per,2020,1.45466
phl,1977,1.52133
phl,1978,1.73123
phl,1979,1.78099
phl,1980,1.69886
phl,1981,1.97533
phl,1982,2.48543
phl,1983,2.97676
phl,1984,2.0095
phl,1985,2.30539
phl,1986,2.53331
phl,1987,2.69902
phl,1988,2.92454
phl,1989,2.80745
phl,1990,2.90051
phl,1991,3.57252
phl,1992,4.20044
phl,1993,4.17012
phl,1994,4.71847
phl,1995,6.33239
phl,1996,5.15066
phl,1997,7.22482
phl,1998,6.88662
phl,1999,7.81526
phl,2000,8.2754
phl,2001,11.09967
phl,2002,11.54704
phl,2003,11.76367
phl,2004,12.07132
phl,2005,12.78399
phl,2006,12.13924
phl,2007,10.53814
phl,2008,10.37892
phl,2009,11.34226
phl,2010,10.34543
phl,2011,9.84285
phl,2012,9.39586
phl,2013,9.41056
phl,2014,9.64451
phl,2015,9.72419
phl,2016,9.77381
phl,2017,9.98834
phl,2018,9.74765
phl,2019,9.33262
phl,2020,9.65819
plw,2005,0.77446
plw,2006,0.80162
plw,2007,0.76899
plw,2008,0.80926
plw,2009,0.84818
plw,2010,0.90644
plw,2011,0.99907
plw,2012,1.11124
plw,2013,1.06728
plw,2014,0.91789
plw,2015,0.81072
plw,2016,0.79119
plw,2017,0.7628
plw,2018,0.76441
plw,2019,0.79368
plw,2020,0.8445
png,1976,0.92453
png,1977,0.53128
png,1978,0.47015
png,1979,0.39807
png,1980,0.2139
png,1981,0.18964
png,1982,0.25752
png,1983,0.16832
png,1984,0.20979
png,1985,0.23138
png,1986,0.26462
png,1987,0.42731
png,1988,0.27387
png,1989,0.20379
png,1990,0.16885
png,1991,0.55487
png,1992,0.47361
png,1993,0.41103
png,1994,0.36172
png,1995,0.33797
png,1996,0.2942
png,1997,0.28257
png,1998,0.25634
png,1999,0.2256
png,2000,0.20522
png,2001,0.19229
png,2002,0.18744
png,2003,0.196
png,2004,0.24258
png,2005,0.1407
png,2006,0.05281
png,2007,0.07986
png,2008,0.06298
png,2009,0.04075
png,2010,0.02457
png,2011,0.06839
png,2012,0.06694
png,2013,0.06717
png,2014,0.04513
png,2015,0.01816
png,2016,0.01298
png,2017,0.01874
png,2018,0.01523
png,2019,0.01212
png,2020,0.00811
pol,1994,0.52435
pol,1995,0.50881
pol,1996,0.48317
pol,1997,0.53214
pol,1998,0.61253
pol,1999,0.48521
pol,2000,0.86866
pol,2001,0.81873
pol,2002,0.84643
pol,2003,1.04854
pol,2004,1.85175
pol,2005,2.11371
pol,2006,2.46241
pol,2007,2.43993
pol,2008,1.96305
pol,2009,1.85884
pol,2010,1.60722
pol,2011,1.47037
pol,2012,1.41237
pol,2013,1.43124
pol,2014,1.37665
pol,2015,1.43027
pol,2016,1.43114
pol,2017,1.38687
pol,2018,1.29432
pol,2019,1.18253
pol,2020,1.12751
prt,1975,5.82555
prt,1976,4.54604
prt,1977,5.5834
prt,1978,7.22523
prt,1979,9.33886
prt,1980,9.02371
prt,1981,8.99528
prt,1982,8.63199
prt,1983,8.02982
prt,1984,8.72305
prt,1985,7.97985
prt,1986,6.85082
prt,1987,6.99784
prt,1988,6.25432
prt,1989,6.11578
prt,1990,5.69019
prt,1991,5.2869
prt,1992,4.42618
prt,1993,4.54177
prt,1994,3.81782
prt,1995,3.34613
prt,1996,3.02387
prt,1997,2.98036
prt,1998,2.84929
prt,1999,0.19467
prt,2000,0.21816
prt,2001,0.28134
prt,2002,0.22926
prt,2003,0.23242
prt,2004,0.20341
prt,2005,0.19599
prt,2006,0.21083
prt,2007,0.25362
prt,2008,0.24331
prt,2009,0.24449
prt,2010,0.21708
prt,2011,0.22011
prt,2012,0.21329
prt,2013,0.19717
prt,2014,0.19028
prt,2015,0.18517
prt,2016,0.20573
prt,2017,0.22155
prt,2018,0.22493
prt,2019,0.25735
prt,2020,0.2584
pry,1975,0.39036
pry,1976,0.42967
pry,1977,0.83646
pry,1978,1.46493
pry,1979,1.06533
pry,1980,1.17129
pry,1981,1.12187
pry,1982,0.76392
pry,1983,0.5852
pry,1984,0.53304
pry,1985,0.29246
pry,1986,0.36788
pry,1987,0.57164
pry,1988,0.5616
pry,1989,0.83023
pry,1990,0.58154
pry,1991,0.60707
pry,1992,0.89278
pry,1993,1.30491
pry,1994,1.87905
pry,1995,1.48861
pry,1996,1.3986
pry,1997,1.41693
pry,1998,1.53988
pry,1999,1.67476
pry,2000,1.71302
pry,2001,1.64787
pry,2002,1.37155
pry,2003,1.42367
pry,2004,1.37151
pry,2005,1.50221
pry,2006,2.50197
pry,2007,1.90849
pry,2008,1.47312
pry,2009,1.68772
pry,2010,1.50484
pry,2011,1.60169
pry,2012,1.90441
pry,2013,1.61257
pry,2014,1.25474
pry,2015,1.52891
pry,2016,1.82008
pry,2017,1.80545
pry,2018,1.69761
pry,2019,1.75691
pry,2020,1.63642
pse,1995,17.73181
pse,1996,15.90509
pse,1997,16.57801
pse,1998,26.01518
pse,1999,25.66691
pse,2000,20.02523
pse,2001,20.12495
pse,2002,21.70468
pse,2003,7.81446
pse,2004,8.65848
pse,2005,7.38118
pse,2006,8.67671
pse,2007,10.29186
pse,2008,10.13247
pse,2009,9.34039
pse,2010,9.5764
pse,2011,10.20653
pse,2012,14.22831
pse,2013,11.01947
pse,2014,12.89908
pse,2015,13.00716
pse,2016,13.54445
pse,2017,14.75027
pse,2018,17.41096
pse,2019,18.40173
pse,2020,17.00247
qat,2005,0
qat,2006,0
qat,2007,0
qat,2008,0
qat,2009,0
qat,2010,0
qat,2011,0.3419
qat,2012,0.42995
qat,2013,0.28904
qat,2014,0.24179
qat,2015,0.27024
qat,2016,0.2495
qat,2017,0.41337
qat,2018,0.25474
qat,2019,0.32695
qat,2020,0.45124
rou,1994,0.03658
rou,1995,0.02404
rou,1996,0.04873
rou,1997,0.04498
rou,1998,0.11752
rou,1999,0.26702
rou,2000,0.2577
rou,2001,0.28717
rou,2002,0.31042
rou,2003,0.21451
rou,2004,0.17473
rou,2005,0.96674
rou,2006,0.95102
rou,2007,0.93037
rou,2008,0.79432
rou,2009,0.39199
rou,2010,0.38566
rou,2011,0.37862
rou,2012,0.4297
rou,2013,2.51873
rou,2014,2.54228
rou,2015,3.0335
rou,2016,3.15199
rou,2017,3.09674
rou,2018,2.89243
rou,2019,3.25835
rou,2020,3.06605
rus,1994,1.15496
rus,1995,0.04194
rus,1996,0.02591
rus,1997,0.056
rus,1998,0.11115
rus,1999,0.21705
rus,2000,0.1925
rus,2001,0.32172
rus,2002,0.27093
rus,2003,0.25879
rus,2004,0.37338
rus,2005,0.4498
rus,2006,0.38592
rus,2007,0.35903
rus,2008,0.34542
rus,2009,0.41754
rus,2010,0.34428
rus,2011,0.29831
rus,2012,0.26209
rus,2013,0.29448
rus,2014,0.37764
rus,2015,0.50631
rus,2016,0.52387
rus,2017,0.52312
rus,2018,0.56038
rus,2019,0.61824
rus,2020,0.66835
rwa,1976,0.03879
rwa,1977,0.15776
rwa,1978,0.23936
rwa,1979,0.43153
rwa,1980,0.26947
rwa,1981,0.27723
rwa,1982,0.51009
rwa,1983,0.23209
rwa,1984,0.18541
rwa,1985,0.16696
rwa,1986,0.20665
rwa,1987,0.20766
rwa,1988,0.1589
rwa,1989,0.16445
rwa,1990,0.10306
rwa,1991,0.18557
rwa,1992,0.09089
rwa,1993,0.19939
rwa,1994,1.66244
rwa,1995,1.63324
rwa,1996,0.95358
rwa,1997,0.28284
rwa,1998,0.21502
rwa,1999,0.15392
rwa,2000,0.32049
rwa,2001,0.3994
rwa,2002,0.36696
rwa,2003,0.45007
rwa,2004,0.41299
rwa,2005,0
rwa,2006,0
rwa,2007,0
rwa,2008,0
rwa,2009,0
rwa,2010,1.73939
rwa,2011,2.53163
rwa,2012,2.38425
rwa,2013,2.17769
rwa,2014,2.22772
rwa,2015,1.86438
rwa,2016,1.98512
rwa,2017,2.32671
rwa,2018,2.70232
rwa,2019,2.51749
rwa,2020,2.71017
sau,2005,0.02858
sau,2006,0.02802
sau,2007,0.02968
sau,2008,0.04159
sau,2009,0.04997
sau,2010,0.04477
sau,2011,0.03631
sau,2012,0.03341
sau,2013,0.036
sau,2014,0.03613
sau,2015,0.04515
sau,2016,0.04768
sau,2017,0.04223
sau,2018,0.04258
sau,2019,0.04212
sau,2020,0.04317
sdn,1977,0.46522
sdn,1978,0.89927
sdn,1979,1.41593
sdn,1980,3.51482
sdn,1981,3.83359
sdn,1982,1.4406
sdn,1983,3.33483
sdn,1984,2.93535
sdn,1985,2.10266
sdn,1986,0.71862
sdn,1987,0.68377
sdn,1988,1.41148
sdn,1989,2.72526
sdn,1990,0.49885
sdn,1991,0.39897
sdn,1992,1.75855
sdn,1993,0.84668
sdn,1994,0.83788
sdn,1995,2.5033
sdn,1996,2.45635
sdn,1997,3.59201
sdn,1998,6.10293
sdn,1999,6.22634
sdn,2000,5.22785
sdn,2001,4.70589
sdn,2002,5.39063
sdn,2003,5.72965
sdn,2004,5.26524
sdn,2005,2.00042
sdn,2006,1.76922
sdn,2007,1.68188
sdn,2008,2.45346
sdn,2009,2.70122
sdn,2010,2.46856
sdn,2011,1.49808
sdn,2012,1.5833
sdn,2013,1.43991
sdn,2014,1.023
sdn,2015,0.29268
sdn,2016,0.35986
sdn,2017,0.51579
sdn,2018,1.37324
sdn,2019,1.99695
sdn,2020,2.32244
sen,1974,0.40569
sen,1975,0.92979
sen,1976,1.60266
sen,1977,1.46574
sen,1978,1.69542
sen,1979,1.37754
sen,1980,1.70848
sen,1981,1.6649
sen,1982,1.652
sen,1983,1.65201
sen,1984,1.54249
sen,1985,2.07961
sen,1986,2.02055
sen,1987,1.81619
sen,1988,1.83134
sen,1989,1.77121
sen,1990,1.92218
sen,1991,2.24063
sen,1992,2.26101
sen,1993,2.30739
sen,1994,2.261
sen,1995,2.30826
sen,1996,2.29399
sen,1997,2.49054
sen,1998,2.26603
sen,1999,2.82171
sen,2000,3.89256
sen,2001,4.68582
sen,2002,4.94009
sen,2003,5.83985
sen,2004,6.29198
sen,2005,7.1681
sen,2006,7.91649
sen,2007,8.52764
sen,2008,8.79367
sen,2009,8.39741
sen,2010,9.17493
sen,2011,9.07152
sen,2012,8.92496
sen,2013,9.39758
sen,2014,9.75703
sen,2015,9.88904
sen,2016,10.40204
sen,2017,10.23459
sen,2018,10.5012
sen,2019,10.82203
sen,2020,10.39553
sgp,2005,0
sgp,2006,0
sgp,2007,0
sgp,2008,0
sgp,2009,0
sgp,2010,0
sgp,2011,0
sgp,2012,0
sgp,2013,0
sgp,2014,0
sgp,2015,0
sgp,2016,0
sgp,2017,0
sgp,2018,0
sgp,2019,0
slb,1999,0.48284
slb,2000,1.02947
slb,2001,1.10593
slb,2002,0.93087
slb,2003,1.10096
slb,2004,2.18718
slb,2005,1.50187
slb,2006,1.99411
slb,2007,2.03681
slb,2008,1.30751
slb,2009,1.70047
slb,2010,1.68619
slb,2011,1.61235
slb,2012,1.73998
slb,2013,1.60662
slb,2014,1.22311
slb,2015,1.42211
slb,2016,1.47131
slb,2017,1.1005
slb,2018,1.26375
slb,2019,1.62246
slb,2020,1.77948
sle,1980,0.00865
sle,1981,0.00789
sle,1982,0.00623
sle,1983,0.00533
sle,1984,0.00733
sle,1985,0.00458
sle,1986,0.0118
sle,1987,0.01089
sle,1988,0.00758
sle,1989,0.00556
sle,1990,0.00417
sle,1991,0.00356
sle,1992,0.00966
sle,1993,0.00752
sle,1994,0.00613
sle,1995,2.71874
sle,1996,2.68084
sle,1997,0.70389
sle,1998,3.0237
sle,1999,3.35784
sle,2000,1.12208
sle,2001,0.56996
sle,2002,1.74058
sle,2003,1.86817
sle,2004,1.70619
sle,2005,0.14754
sle,2006,0.82872
sle,2007,1.94459
sle,2008,0.90118
sle,2009,1.46281
sle,2010,1.71521
sle,2011,1.99866
sle,2012,1.69743
sle,2013,1.41577
sle,2014,1.24483
sle,2015,1.14167
sle,2016,1.27433
sle,2017,1.29971
sle,2018,1.51955
sle,2019,1.29963
sle,2020,1.45203
slv,1976,0.45527
slv,1977,1.83571
slv,1978,2.16883
slv,1979,2.88714
slv,1980,1.37215
slv,1981,2.10869
slv,1982,3.30079
slv,1983,3.29231
slv,1984,4.34554
slv,1985,4.13539
slv,1986,4.17034
slv,1987,4.71546
slv,1988,5.02974
slv,1989,5.43935
slv,1990,7.60302
slv,1991,9.04806
slv,1992,11.94325
slv,1993,11.91191
slv,1994,12.65377
slv,1995,11.92453
slv,1996,11.30608
slv,1997,11.7347
slv,1998,12.23701
slv,1999,12.28266
slv,2000,14.96997
slv,2001,15.66696
slv,2002,15.41828
slv,2003,16.01719
slv,2004,18.67421
slv,2005,20.60552
slv,2006,21.76702
slv,2007,21.80287
slv,2008,20.87493
slv,2009,19.3297
slv,2010,18.81966
slv,2011,17.96484
slv,2012,18.30179
slv,2013,18.03686
slv,2014,18.41407
slv,2015,18.23781
slv,2016,18.85618
slv,2017,20.00206
slv,2018,20.72084
slv,2019,21.04782
slv,2020,24.0928
som,1979,6.20713
som,1980,9.48517
som,1981,1.02252
som,1982,2.56928
som,1983,2.95687
som,2013,0
som,2014,0
som,2015,0
som,2016,0
som,2017,0
som,2018,25.3304
som,2019,24.34892
som,2020,24.90925
srb,2005,0
srb,2006,0
srb,2007,8.71929
srb,2008,6.79288
srb,2009,10.2958
srb,2010,9.84576
srb,2011,8.04125
srb,2012,8.18868
srb,2013,8.31668
srb,2014,7.8535
srb,2015,8.49919
srb,2016,7.87703
srb,2017,8.12518
srb,2018,8.77873
srb,2019,8.22671
srb,2020,7.25325
ssd,2008,0
ssd,2009,0
ssd,2010,0
ssd,2011,0
ssd,2012,0
ssd,2013,0
ssd,2014,0.01422
ssd,2015,9.49107
stp,2001,0.72898
stp,2002,0.93615
stp,2003,1.78425
stp,2004,0.96001
stp,2005,1.0993
stp,2006,1.12064
stp,2007,1.34096
stp,2008,1.59556
stp,2009,1.06485
stp,2010,3.23579
stp,2011,2.97264
stp,2012,2.53665
stp,2013,8.83924
stp,2014,7.74189
stp,2015,6.32153
stp,2016,5.22289
stp,2017,4.84329
stp,2018,4.31194
stp,2019,2.60032
stp,2020,1.82282
sur,1977,0.48324
sur,1978,0.63902
sur,1979,0.6901
sur,1980,0.75472
sur,1981,0.68616
sur,1982,0.43716
sur,1983,0.67912
sur,1984,0.68287
sur,1985,0.51546
sur,1986,0.1908
sur,1987,0.21429
sur,1988,0.24117
sur,1989,0.3686
sur,1990,0.12873
sur,1991,0.91497
sur,1992,1.13693
sur,1993,0.8163
sur,1994,0.03303
sur,1995,0.03856
sur,1996,0.0387
sur,1997,0.04318
sur,1998,0.12153
sur,1999,0.25951
sur,2000,0.1319
sur,2001,0.02397
sur,2002,1.38079
sur,2003,1.84431
sur,2004,0.61317
sur,2005,0.21747
sur,2006,0.07996
sur,2007,0.09535
sur,2008,0.06227
sur,2009,0.1187
sur,2010,0.09843
sur,2011,0.08805
sur,2012,0.1618
sur,2013,0.13591
sur,2014,0.16856
sur,2015,0.13081
sur,2016,0.04502
sur,2017,2.72614
sur,2018,2.46929
sur,2019,2.4138
sur,2020,4.30021
svk,1993,0.47531
svk,1994,0.2405
svk,1995,0.09962
svk,1996,0.07444
svk,1997,0.10514
svk,1998,0.07775
svk,1999,0.06316
svk,2000,0.06086
svk,2001,0.0731
svk,2002,0.06909
svk,2003,0.90649
svk,2004,1.22356
svk,2005,1.92792
svk,2006,1.89838
svk,2007,1.9194
svk,2008,2.03248
svk,2009,1.87058
svk,2010,1.75206
svk,2011,1.76283
svk,2012,2.0447
svk,2013,2.10176
svk,2014,2.36983
svk,2015,2.41247
svk,2016,2.36391
svk,2017,2.26885
svk,2018,2.09312
svk,2019,2.41696
svk,2020,2.34247
svn,1995,1.26451
svn,1996,1.2805
svn,1997,1.14626
svn,1998,1.01372
svn,1999,0.98145
svn,2000,0.99706
svn,2001,0.9494
svn,2002,0.9055
svn,2003,0.77848
svn,2004,0.7581
svn,2005,0.72114
svn,2006,0.70767
svn,2007,0.66616
svn,2008,0.68169
svn,2009,0.34302
svn,2010,0.34116
svn,2011,0.40778
svn,2012,0.53478
svn,2013,0.64872
svn,2014,0.7467
svn,2015,0.92677
svn,2016,1.00962
svn,2017,1.03315
svn,2018,1.19055
svn,2019,1.2431
svn,2020,1.19742
swe,1970,0.01522
swe,1971,0.02816
swe,1972,0.02574
swe,1973,0.02698
swe,1974,0.03071
swe,1975,0.0316
swe,1976,0.04631
swe,1977,0.06405
swe,1978,0.04662
swe,1979,0.03776
swe,1980,0.04644
swe,1981,0.05216
swe,1982,0.00012
swe,1983,0.02336
swe,1984,0.02059
swe,1985,0.02045
swe,1986,0.01225
swe,1987,0.05365
swe,1988,0.0504
swe,1989,0.05839
swe,1990,0.05824
swe,1991,0.07546
swe,1992,0.08166
swe,1993,0.10865
swe,1994,0.10886
swe,1995,0.09548
swe,1996,0.09252
swe,1997,0.11777
swe,1998,0.04637
swe,1999,0.13281
swe,2000,0.16657
swe,2001,0.23853
swe,2002,0.19191
swe,2003,0.406
swe,2004,0.41437
swe,2005,0.46186
swe,2006,0.53064
swe,2007,0.65251
swe,2008,0.79108
swe,2009,0.90896
swe,2010,0.81906
swe,2011,0.76376
swe,2012,0.77713
swe,2013,0.78312
swe,2014,0.78378
swe,2015,0.67247
swe,2016,0.54704
swe,2017,0.57465
swe,2018,0.55342
swe,2019,0.59656
swe,2020,0.57115
swz,1974,1.33635
swz,1975,2.76733
swz,1976,3.58664
swz,1977,3.97141
swz,1978,4.18653
swz,1979,4.09341
swz,1980,6.51497
swz,1981,6.99664
swz,1982,6.92126
swz,1983,9.55229
swz,1984,10.65129
swz,1985,13.20561
swz,1986,12.24771
swz,1987,13.50352
swz,1988,13.69752
swz,1989,15.75131
swz,1990,10.12103
swz,1991,9.39711
swz,1992,8.61586
swz,1993,6.09616
swz,1994,5.43007
swz,1995,4.8396
swz,1996,4.70412
swz,1997,4.87862
swz,1998,4.96956
swz,1999,4.52294
swz,2000,3.26771
swz,2001,3.41769
swz,2002,3.08128
swz,2003,2.96801
swz,2004,2.98899
swz,2005,3.00246
swz,2006,2.90625
swz,2007,2.74178
swz,2008,2.72115
swz,2009,2.61025
swz,2010,1.2321
swz,2011,1.31742
swz,2012,1.81203
swz,2013,1.63393
swz,2014,2.16652
swz,2015,2.35702
swz,2016,2.57915
swz,2017,3.27995
swz,2018,2.69509
swz,2019,2.64036
swz,2020,2.83169
sxm,2011,5.77763
sxm,2012,5.64629
sxm,2013,7.0923
sxm,2014,4.99237
sxm,2015,4.39857
sxm,2016,4.81919
sxm,2017,4.62025
sxm,2018,4.29861
syc,1989,1.39731
syc,1990,2.03601
syc,1991,1.95537
syc,1992,2.48144
syc,1993,0.06108
syc,1994,0.06099
syc,1995,0.09917
syc,1996,0.13999
syc,1997,0.03887
syc,1998,0.01874
syc,1999,0.03004
syc,2000,0.51376
syc,2001,0.2878
syc,2002,0.28385
syc,2003,0.68798
syc,2004,0.81117
syc,2005,1.31662
syc,2006,1.30552
syc,2007,0.46132
syc,2008,0.3269
syc,2009,1.90271
syc,2010,1.79156
syc,2011,2.37017
syc,2012,1.66654
syc,2013,0.96934
syc,2014,1.12255
syc,2015,1.33752
syc,2016,1.54817
syc,2017,1.4174
syc,2018,1.46759
syc,2019,1.49404
syc,2020,0.94158
syr,1977,1.3433
syr,1978,7.70603
syr,1979,9.07783
syr,1980,5.92157
syr,1981,2.60167
syr,1982,2.34343
syr,1983,2.06985
syr,1984,1.67436
syr,1985,1.64876
syr,1986,1.26862
syr,1987,1.02649
syr,1988,2.17203
syr,1989,2.31064
syr,1990,1.61058
syr,1991,1.26098
syr,1992,1.66126
syr,1993,0.95496
syr,1994,1.1866
syr,1995,0.66645
syr,1996,0.50856
syr,1997,0.35832
syr,1998,0.31242
syr,1999,0.27134
syr,2000,0.22335
syr,2001,0.19592
syr,2002,0.14907
syr,2003,0.929
syr,2004,0.75755
syr,2005,0.61325
syr,2006,0.51691
syr,2007,0.57237
syr,2008,0.60755
syr,2009,0.60112
syr,2010,0.64254
tca,2005,0
tca,2006,0
tca,2007,0
tca,2008,0
tca,2009,0
tca,2010,0
tca,2011,0
tca,2012,0
tca,2013,0
tca,2014,0.85201
tca,2015,0.64252
tca,2016,0.72323
tca,2017,0.75483
tca,2018,0.67212
tca,2019,0.62484
tca,2020,0.80922
tcd,1985,0.00323
tcd,1986,0.1152
tcd,1987,0.1164
tcd,1988,0.02332
tcd,1989,0.05532
tcd,1992,0.01084
tcd,1993,0.02196
tcd,1994,0.06137
tcd,2005,0
tcd,2006,0
tcd,2007,0
tcd,2008,0
tcd,2009,0
tcd,2010,0
tcd,2011,0
tcd,2012,0
tcd,2013,0
tcd,2014,0
tcd,2015,0
tcd,2016,0
tcd,2017,0
tcd,2018,0
tcd,2019,0
tcd,2020,0
tgo,1974,0.73462
tgo,1975,0.77249
tgo,1976,1.14392
tgo,1977,1.03246
tgo,1978,1.13226
tgo,1979,0.89246
tgo,1980,0.87422
tgo,1981,0.81721
tgo,1982,0.74407
tgo,1983,0.79369
tgo,1984,0.92033
tgo,1985,2.02073
tgo,1986,2.01933
tgo,1987,1.60469
tgo,1988,1.54034
tgo,1989,1.68998
tgo,1990,1.65034
tgo,1991,1.80811
tgo,1992,0.95958
tgo,1993,0.94995
tgo,1994,1.55767
tgo,1995,1.14723
tgo,1996,2.00426
tgo,1997,1.75187
tgo,1998,1.16994
tgo,1999,1.45
tgo,2000,2.29469
tgo,2001,4.62094
tgo,2002,6.0475
tgo,2003,7.02734
