geo,time,bx_gsr_mrch_cd
gab,1980,2084394768.51223
gab,1981,2200223766.47499
gab,1982,2160397114.0814
gab,1983,2000125773.34691
gab,1984,2017820230.3195
gab,1985,1951418373.57017
gab,1986,1074194797.66814
gab,1987,1286365947.99255
gab,1988,1195575388.73834
gab,1989,1626007852.56269
gab,1990,2488753705.87218
gab,1991,2227878794.79381
gab,1992,2259231295.80995
gab,1993,2326225453.81198
gab,1994,2365253770.86213
gab,1995,2726790127.69061
gab,1996,3332868537.23232
gab,1997,3032514782.92118
gab,1998,1907623721.99892
gab,1999,2494702233.98877
gab,2000,3316005160.26656
gab,2001,2610283063.63895
gab,2002,2553387547.70599
gab,2003,3176741230.1011
gab,2004,4069151643.46304
gab,2005,5456881214.66911
gab,2007,6835631258.04965
gab,2008,9102957319.90753
gab,2009,6375786637.48785
gab,2010,8857671179.80203
gab,2011,10150682273.9748
gab,2012,9782623975.85658
gab,2013,9358638267.23983
gab,2014,8290404600.92987
gab,2015,5112624089.88177
gbr,1970,19507184421.5625
gbr,1971,21994193369.7604
gbr,1972,23509598973.5047
gbr,1973,29105621844.4722
gbr,1974,38105188026.7158
gbr,1975,42474645187.6054
gbr,1976,45033449467.4394
gbr,1977,55318972588.9753
gbr,1978,67121225448.3555
gbr,1979,86017951175.2374
gbr,1980,109620156989.435
gbr,1981,102157833367.465
gbr,1982,96659535129.2579
gbr,1983,91962968443.43103
gbr,1984,93486501107.9328
gbr,1985,100861907957.73399
gbr,1986,106429425335.104
gbr,1987,130467035085.57201
gbr,1988,143725235041.62701
gbr,1989,151440211077.53101
gbr,1990,182804218154.58801
gbr,1991,183505615722.68301
gbr,1992,189366178715.84601
gbr,1993,183312669558.98096
gbr,1994,207187950824.535
gbr,1995,242317882188.595
gbr,1996,261247038689.41101
gbr,1997,281536902140.81598
gbr,1998,271723174226.58096
gbr,1999,269567734185.33701
gbr,2000,283306804501.763
gbr,2001,275131051229.00897
gbr,2002,281803211972.77094
gbr,2003,308011226348.70697
gbr,2004,351309787018.24103
gbr,2005,387653530157.04498
gbr,2006,454213743453.81696
gbr,2007,448207115030.08307
gbr,2008,470025894880.93201
gbr,2009,356523841706.00403
gbr,2010,410791030613.96002
gbr,2011,484303431232.58307
gbr,2012,471275313953.18799
gbr,2013,468353865622.20898
gbr,2014,475306451943.02399
gbr,2015,428355892586.30798
gbr,2016,402573633410.00702
gbr,2017,435358461804.33295
gbr,2018,468242088240.68799
gbr,2019,475008944449.94495
gbr,2020,396608951725.57898
geo,1997,376500000
geo,1998,299900000
geo,1999,329500000
geo,2000,478268156.8
geo,2001,484859636.66
geo,2002,574299221.81
geo,2003,767531420.24
geo,2004,1055062736.17
geo,2005,1413899872.71
geo,2006,1586400630.64
geo,2007,2055612535.72
geo,2008,2387584323.34
geo,2009,1853711315.51
geo,2010,2393250864.69
geo,2011,3222953096.73
geo,2012,3459098760.36
geo,2013,4190759926.77
geo,2014,3995072599.87
geo,2015,3021038528.5
geo,2016,2864698017.19
geo,2017,3569916755.76
geo,2018,4406503034.22
geo,2019,4944267851.99
geo,2020,4346525927.47
gha,1975,800960926.99023
gha,1976,779047762.99023
gha,1977,889569294.55664
gha,1978,892790904.76953
gha,1979,1065700000
gha,1980,1103600000
gha,1981,710700000
gha,1982,607000000
gha,1983,439100000
gha,1984,565900000
gha,1985,632400000
gha,1986,749300000
gha,1987,826800000
gha,1988,881000000
gha,1989,808200000
gha,1990,896800000
gha,1991,997700000
gha,1992,986300000
gha,1993,1063600000
gha,1994,1237700000
gha,1995,1431200000
gha,1996,1570000000
gha,1997,1489860000
gha,1998,2090800000
gha,1999,2005500000
gha,2000,1936321433.4
gha,2001,1867114037.80784
gha,2002,2015190115.87
gha,2003,2562560896.5
gha,2004,2704467546.23
gha,2005,2802195812.49545
gha,2006,3726674819.51184
gha,2007,4172139004.47646
gha,2008,5269730512.96
gha,2009,5839700000
gha,2010,7960080000
gha,2011,12785406532.538
gha,2012,13552347534.8
gha,2013,13751918378.1093
gha,2014,13216778566.9649
gha,2015,10321186611.031
gha,2016,11136878169.6733
gha,2017,13834850000
gha,2018,14942720190.828
gha,2019,15667527637.2012
gha,2020,14471527062.7428
gin,1986,506640000
gin,1987,544640000
gin,1988,511870000
gin,1989,595570000
gin,1990,671210000
gin,1991,687130000
gin,1992,517150000
gin,1993,561100000
gin,1994,515670000
gin,1995,582750000
gin,1996,636532000
gin,1997,626100000
gin,1998,692960000
gin,1999,635670000
gin,2000,667477322.87977
gin,2001,734671471.00166
gin,2002,707008000
gin,2003,609262640.77302
gin,2004,725550000
gin,2005,842810000
gin,2006,1032580000
gin,2007,1203200000
gin,2008,1342010000
gin,2009,1049720000
gin,2010,1471210000
gin,2011,1428340000
gin,2012,1927590000
gin,2013,1886260000
gin,2014,2066340768.65032
gin,2015,1781147781
gin,2016,2414302953.70248
gin,2017,4595010000
gin,2018,3978070000
gin,2019,3945350000
gin,2020,8931210000
gmb,1978,42114442.32436
gmb,1979,56888954.23438
gmb,1980,50314272.74671
gmb,1981,39765442.99062
gmb,1982,55736812.53699
gmb,1983,51315584.94464
gmb,1984,74295672.40923
gmb,1985,66232244.02029
gmb,1986,46723660.77434
gmb,1987,76943626.58188
gmb,1988,83563600.58497
gmb,1989,92932325.73206
gmb,1990,114164347.33708
gmb,1991,129907443.47324
gmb,1992,150915357.9135
gmb,1993,152428797.5042
gmb,1994,123818447.02182
gmb,1995,122116267.94365
gmb,1996,117206253.78061
gmb,1997,116517703.95909
gmb,2003,64763795.24725
gmb,2004,106803699.62343
gmb,2005,104324892.12762
gmb,2006,108864032.55216
gmb,2007,134326682.9291
gmb,2008,205501524.20009
gmb,2009,174206723.22872
gmb,2010,139924084.96676
gmb,2011,114484164.38654
gmb,2012,125849801.6409
gmb,2013,131408760.76259
gmb,2014,123864451.2105
gmb,2015,107519931.78862
gmb,2016,91204884.06893
gmb,2017,139399656.50086
gmb,2018,157697874.33134
gmb,2019,154459514.3168
gmb,2020,70055726.83883
gmb,2021,31655923.68351
gnb,1982,11800000
gnb,1983,8600000
gnb,1984,17400000
gnb,1985,11600000
gnb,1986,9700000
gnb,1987,15400000
gnb,1988,15900000
gnb,1989,14200000
gnb,1990,19260000
gnb,1991,20440000
gnb,1992,6470000
gnb,1993,15960000
gnb,1994,33210000
gnb,1995,23900000
gnb,1996,21610000
gnb,1997,48860000
gnb,2001,62888919.96174
gnb,2002,54381121.23504
gnb,2003,65010288.36132
gnb,2004,75747019.96948
gnb,2005,89618682.45821
gnb,2006,74139860.91428
gnb,2007,107040670.02318
gnb,2008,128131430.64503
gnb,2009,121641030.44139
gnb,2010,126600766.8436
gnb,2011,237992931.99125
gnb,2012,131358384.8614
gnb,2013,152792474.85706
gnb,2014,165964114.80786
gnb,2015,252246891.92875
gnb,2016,164008200
gnb,2017,340159827.88488
gnb,2018,339532095.57561
gnb,2019,248788803.62525
gnb,2020,213798110.16176
gnq,1987,38484502.21025
gnq,1988,44646901.20596
gnq,1989,32707612.98922
gnq,1990,37816127.73858
gnq,1991,37347543.32848
gnq,1992,49536857.44258
gnq,1993,61063859.60508
gnq,1994,61995152.90365
gnq,1995,89927159.27922
gnq,1996,175313408.15295
grc,1976,2258000000
grc,1977,2583000000
grc,1978,3036000000
grc,1979,3991000000
grc,1980,4175000000
grc,1981,4884000000
grc,1982,4273000000
grc,1983,4179000000
grc,1984,4426000000
grc,1985,4357000000
grc,1986,4586000000
grc,1987,5699000000
grc,1988,6015000000
grc,1989,6074000000
grc,1990,6458000000
grc,1991,6911000000
grc,1992,6076000000
grc,1993,5112000000
grc,1994,5338000000
grc,1995,5918000000
grc,1996,5890000000
grc,1997,5576000000
grc,1999,8390919224.39785
grc,2000,10120149406.4998
grc,2001,10502103045.6504
grc,2002,9771471868.0048
grc,2003,12485857067.3984
grc,2004,15629355370.8921
grc,2005,17461520086.5923
grc,2006,20138995839.288
grc,2007,23747394212.4232
grc,2008,28869024559.3646
grc,2009,20993418270.5153
grc,2010,22244488075.11909
grc,2011,27471481984.9109
grc,2012,27884573854.9907
grc,2013,35699800208.2551
grc,2014,35577819516.8487
grc,2015,27518376686.159
grc,2016,27229570716.2571
grc,2017,31702637913.4984
grc,2018,38208484096.7604
grc,2019,36308417144.8095
grc,2020,33035804104.2279
grd,1977,14259259.25926
grd,1978,16900000
grd,1979,21400000
grd,1980,17400000
grd,1981,19000000
grd,1982,18500000
grd,1983,19300000
grd,1984,18200000
grd,1985,22300000
grd,1986,28962962.96296
grd,1987,32259259.25926
grd,1988,33185185.18519
grd,1989,31111111.11111
grd,1990,29285185.18519
grd,1991,25318518.51852
grd,1992,23518518.51852
grd,1993,22740740.74074
grd,1994,25240740.74074
grd,1995,24570370.37037
grd,1996,24925925.92593
grd,1997,32800000
grd,1998,45948148.14815
grd,1999,74296296.2963
grd,2000,82959259.25926
grd,2001,63604511.11111
grd,2002,41411111.11111
grd,2003,45544444.44444
grd,2004,37509111.11111
grd,2005,32865137.03704
grd,2006,32285492.59259
grd,2007,40732086.66667
grd,2008,40466671.85185
grd,2009,35292697.40741
grd,2010,31126358.51852
grd,2011,37153500.37037
grd,2012,42813457.03704
grd,2013,46520555.55556
grd,2014,46773412.07393
grd,2015,43712080.93674
grd,2016,38532402.52963
grd,2017,41308471.41111
grd,2018,45511794.85185
grd,2019,47949438.72014
grd,2020,28554717.45211
gtm,1977,1160200000
gtm,1978,1092400000
gtm,1979,1221400000
gtm,1980,1519800000
gtm,1981,1291300000
gtm,1982,1170400000
gtm,1983,1091700000
gtm,1984,1132200000
gtm,1985,1059700000
gtm,1986,1043800000
gtm,1987,977900000
gtm,1988,1073300000
gtm,1989,1126100000
gtm,1990,1211400000
gtm,1991,1230000000
gtm,1992,1283700000
gtm,1993,1363200000
gtm,1994,1550100000
gtm,1995,1991000000
gtm,1996,2061300000
gtm,1997,2390700000
gtm,1998,2561900000
gtm,1999,2492900000
gtm,2000,2713000000
gtm,2001,2464772781.1
gtm,2002,2473154944
gtm,2003,2631743683
gtm,2004,5105100000
gtm,2005,5459500000
gtm,2006,6082100000
gtm,2007,6983200000
gtm,2008,6763967850
gtm,2009,6181335510
gtm,2010,7195611440
gtm,2011,8968698780
gtm,2012,8579639570
gtm,2013,8663107030
gtm,2014,9375330050
gtm,2015,9084883040
gtm,2016,8972542240
gtm,2017,9650544060
gtm,2018,9643983080
gtm,2019,9918523510
gtm,2020,10136435440
guy,1977,259333333.43503
guy,1978,295607843.25318
guy,1979,292705882.46773
guy,1980,388862745.25053
guy,1981,346417777.90095
guy,1982,241433333.41381
guy,1983,193333333.39778
guy,1984,216882280.27151
guy,1985,214024231.78068
guy,1992,381700000
guy,1993,415500000
guy,1994,463400000
guy,1995,495700000
guy,1996,572300000
guy,1997,590600000
guy,1998,545100000
guy,1999,522300000
guy,2000,502900000
guy,2001,485400000
guy,2002,490100000
guy,2003,508000000
guy,2004,583994000
guy,2005,545631000
guy,2006,579602000
guy,2007,674881000
guy,2008,801519876.9
guy,2009,768183772.6
guy,2010,884979901
guy,2011,1129076608.52
guy,2012,1415453833.14
guy,2013,1375114817.74
guy,2014,1167188505.31007
guy,2015,1151257152.43
guy,2016,1434405435.31271
guy,2017,1437329894.2146
guy,2018,1377136300.18852
guy,2019,1567001510.22061
guy,2020,2587439605.88875
hkg,1998,159979557583.061
hkg,1999,157935916863.18301
hkg,2000,184763525174.534
hkg,2001,176798128147.13901
hkg,2002,186196590198.54501
hkg,2003,209509274212.70901
hkg,2004,242916629318.948
hkg,2005,274879448874.46802
hkg,2006,303914019681.88898
hkg,2007,330035509993.039
hkg,2008,354231083007.67902
hkg,2009,316630769592.67902
hkg,2010,388900875385.45001
hkg,2011,437661329069.81799
hkg,2012,468397764136.84094
hkg,2013,506204161924.82898
hkg,2014,514159789627.45294
hkg,2015,501727778223.76306
hkg,2016,501549550046.61694
hkg,2017,540460084776.67102
hkg,2018,568131304856.38403
hkg,2019,543059444197.57202
hkg,2020,541267844736.13098
hnd,1974,303949999.93701
hnd,1975,313100000
hnd,1976,415500000
hnd,1977,534400000
hnd,1978,631200000
hnd,1979,763750000
hnd,1980,860100000
hnd,1981,792950000
hnd,1982,685050000
hnd,1983,707200000
hnd,1984,746200000
hnd,1985,805650000
hnd,1986,902100000
hnd,1987,830500000
hnd,1988,889450000
hnd,1989,911200000
hnd,1990,895200000
hnd,1991,840600000
hnd,1992,839300000
hnd,1993,872800000
hnd,1994,939500000
hnd,1995,1189700000
hnd,1996,1434500000
hnd,1997,1548600000
hnd,1998,1611900000
hnd,1999,1217800000
hnd,2000,1314705269.7158
hnd,2001,1284495947.91089
hnd,2002,1260374971.7981
hnd,2003,1364490592.6305
hnd,2004,1645233030.17923
hnd,2005,1898017952.95687
hnd,2006,2108748545.71596
hnd,2007,2542674036.50496
hnd,2008,2848173164.90274
hnd,2009,2375026868.65321
hnd,2010,2831735680.93572
hnd,2011,3977560166.5119
hnd,2012,4419765997.59784
hnd,2013,3915824468.80243
hnd,2014,4087751950.56074
hnd,2015,3991554376.33511
hnd,2016,3940383961.12965
hnd,2017,4573643423.30512
hnd,2018,4365091335.10388
hnd,2019,4265179404.52282
hnd,2020,4291256955.36556
hrv,1993,3910314000
hrv,1994,4402796000
hrv,1995,4517259000
hrv,1996,4643474000
hrv,1997,3981320000
hrv,1998,4517196000
hrv,1999,4341979784.584
hrv,2000,3163299916.20404
hrv,2001,3345891534.93227
hrv,2002,3978359988.40785
hrv,2003,4896256543.66967
hrv,2004,6629732247.13117
hrv,2005,7525237049.90281
hrv,2006,8975437399.08807
hrv,2007,10512997254.3094
hrv,2008,11710962972.9315
hrv,2009,9171276948.05005
hrv,2010,10684153211.1631
hrv,2011,12182424584.9234
hrv,2012,11139866965.3578
hrv,2013,11853687175.2287
hrv,2014,12525559343.3357
hrv,2015,11313305232.0684
hrv,2016,11635188417.1625
hrv,2017,13231164507.9428
hrv,2018,14444680735.823
hrv,2019,14399016452.2919
hrv,2020,13913848872.9217
hti,1971,45300000.00906
hti,1972,42879841.98942
hti,1973,54399999.96349
hti,1974,70039941.92439
hti,1975,80340000.01607
hti,1976,111940000.02239
hti,1977,137640000.02753
hti,1978,149920000.02998
hti,1979,137980000.0276
hti,1980,215800000.04316
hti,1981,151120000.03022
hti,1982,177140000.03543
hti,1983,186560000.03731
hti,1984,214580000.01788
hti,1985,223000000
hti,1986,190780000
hti,1987,210120000
hti,1988,180380000
hti,1989,148260000
hti,1990,265800000
hti,1991,166580000
hti,1992,73400000
hti,1993,80270000
hti,1994,60290000
hti,1995,88300000
hti,1996,82520000
hti,1997,205400000
hti,1998,294770000
hti,1999,343260000
hti,2000,331700000
hti,2001,305220000
hti,2002,274430000
hti,2003,333830000
hti,2004,376860000
hti,2005,459620000
hti,2006,495180000
hti,2007,522080000
hti,2008,490196880.68674
hti,2009,550996460.74086
hti,2010,563381980.8925
hti,2011,768085376.53929
hti,2012,778844547.42212
hti,2013,914907901.42952
hti,2014,960929834.11938
hti,2015,1024284731.50088
hti,2016,1007457566.55825
hti,2017,991398484.21463
hti,2018,1078506622.16601
hti,2019,1201776090.59345
hti,2020,885217537.12617
hti,2021,1130223475.50098
hun,1982,9038111631.11223
hun,1983,8977962862.70649
hun,1984,9089965160.92264
hun,1985,8577935889.09684
hun,1986,9197975656.82605
hun,1987,9967098172.34738
hun,1988,9988949655.22429
hun,1989,10492947125.4145
hun,1990,9151260810.672
hun,1991,9687529645.44614
hun,1992,10096604496.7778
hun,1993,8118736151.77389
hun,1994,7648220894.15598
hun,1995,11297475280.8806
hun,1996,11947574970.4163
hun,1997,15080009950.8659
hun,1998,18462289250.5089
hun,1999,20379578893.61069
hun,2000,24476084604.3191
hun,2001,26724180053.5986
hun,2002,30972099191.5017
hun,2003,38548335247.1254
hun,2004,52170305747.736
hun,2005,60095050070.6108
hun,2006,71444353178.63921
hun,2007,91650574856.4252
hun,2008,105753641074.078
hun,2009,79295688985.4959
hun,2010,87582997362.26558
hun,2011,99810386212.50761
hun,2012,89883270321.1469
hun,2013,93298597967.97528
hun,2014,98055213653.7305
hun,2015,87033701008.6758
hun,2016,86948512417.39598
hun,2017,96278354987.6629
hun,2018,104603211581.616
hun,2019,103617980571.302
hun,2020,101484905831.26601
hun,2021,122136351234.73599
idn,1981,23348000000
idn,1982,19747000000
idn,1983,18689000000
idn,1984,20754000000
idn,1985,18527000000
idn,1986,14396000000
idn,1987,17206000000
idn,1988,19509000000
idn,1989,22974000000
idn,1990,26807000000
idn,1991,29635000000
idn,1992,33796000000
idn,1993,36607000000
idn,1994,40223000000
idn,1995,47454000000
idn,1996,50188000000
idn,1997,56298000000
idn,1998,50370971800
idn,1999,51241887521.75
idn,2000,65407380000
idn,2001,57364570000
idn,2002,59165120000
idn,2003,64109240000
idn,2004,66084130000
idn,2005,81682380000
idn,2006,98250970000
idn,2007,111301169992.494
idn,2008,132209690385.397
idn,2009,113266436145.81599
idn,2010,149965835842.203
idn,2011,191108701477.77496
idn,2012,187346549960.43701
idn,2013,182089226647.552
idn,2014,175292794720.97699
idn,2015,149124481790.50299
idn,2016,144469786220.431
idn,2017,168882513334.98499
idn,2018,180724984049.20901
idn,2019,168455366018.617
idn,2020,163401805727.815
idn,2021,232835281716.98599
ind,1975,4666099650.11734
ind,1976,5410356406.96001
ind,1977,6249084080.69098
ind,1978,6517736182.71147
ind,1979,7597036165.3426
ind,1980,8303140035.18869
ind,1981,8437352246.94923
ind,1982,9226332695.77027
ind,1983,9769874984.70398
ind,1984,10191575182.5532
ind,1985,9465033878.33395
ind,1986,10248046787.9495
ind,1987,11884034801.0492
ind,1988,13509794583.1496
ind,1989,16143880745.9945
ind,1990,18286186694.1932
ind,1991,18094877655.52629
ind,1992,20019380807.3115
ind,1993,22015873054.10789
ind,1994,25522526247.8387
ind,1995,31238525605.8308
ind,1996,33737287502.52629
ind,1997,35702052076.1125
ind,1998,34075707693.1442
ind,1999,36877276368.84889
ind,2000,43246625499.6013
ind,2001,44793193848.5628
ind,2002,51141118293.6083
ind,2003,60893318399.369
ind,2004,77921854645.6255
ind,2005,102403079760.161
ind,2006,123876214466.49001
ind,2007,153529580289.60101
ind,2008,199065097558.44
ind,2009,167957671240.17899
ind,2010,230967060094.88599
ind,2011,307847488405.90802
ind,2012,298320584199.86102
ind,2013,319109794565.31598
ind,2014,328386908293.94098
ind,2015,272352729600
ind,2016,268614705000
ind,2017,304106898883.26001
ind,2018,332086853293.32001
ind,2019,331271580797.09998
ind,2020,281545477868.03998
irl,2005,107715281320.243
irl,2006,111216079272.73399
irl,2007,127342559640.70599
irl,2008,129847702585.786
irl,2009,118315187801.791
irl,2010,118764060275.325
irl,2011,127554813252.591
irl,2012,130884847745.94901
irl,2013,131060912228.552
irl,2014,151911432357.65399
irl,2015,222190468238.77399
irl,2016,213690495865.272
irl,2017,223825783167.21701
irl,2018,249522383014.32297
irl,2019,254662824252.48999
irl,2020,279700580774.73602
irl,2021,334492867148.19598
irn,1976,24719000000
irn,1977,24076000000
irn,1978,17675000000
irn,1979,24171000000
irn,1980,12338000000
irn,1981,11831000000
irn,1982,20452000000
irn,1983,21507000000
irn,1984,17087000000
irn,1985,14175000000
irn,1986,7171000000
irn,1987,11916000000
irn,1988,10709000000
irn,1989,13081000000
irn,1990,19305000000
irn,1991,18661000000
irn,1992,19868000000
irn,1993,18080000000
irn,1994,19434000000
irn,1995,18360000000
irn,1996,22391000000
irn,1997,18381000000
irn,1998,13118000000
irn,1999,21030000000
irn,2000,28345000000
irq,2005,23697400000
irq,2006,30529400000
irq,2007,39587000000
irq,2008,63728200000
irq,2009,39429300000
irq,2010,51760300000
irq,2011,79684000000
irq,2012,94207000000
irq,2013,90586782324.13
irq,2014,85369500000
irq,2015,51337497777.87
irq,2016,41298300000
irq,2017,57559100000
irq,2018,86359900000
irq,2019,81585200000
irq,2020,46810500000
isl,1976,402000000
isl,1977,512600000
isl,1978,640300000
isl,1979,779600000
isl,1980,919800000
isl,1981,896400000
isl,1982,685500000
isl,1983,742000000
isl,1984,743200000
isl,1985,814000000
isl,1986,1096800000
isl,1987,1376100000
isl,1988,1425400000
isl,1989,1401500000
isl,1990,1588537736.00508
isl,1991,1551428276.44181
isl,1992,1528960411.68162
isl,1993,1398537998.73288
isl,1994,1560040900.57491
isl,1995,1803609057.7503
isl,1996,1889498250.54023
isl,1997,1851783898.90621
isl,1998,1917572130.46608
isl,1999,1950022114.8137
isl,2000,1828277795.17648
isl,2001,1890585937.18683
isl,2002,2109265078.25594
isl,2003,2246154626.0205
isl,2004,2741066105.83188
isl,2005,2889198762.97782
isl,2006,3099263873.56555
isl,2007,4118761332.97384
isl,2008,4654249887.02592
isl,2009,3718839975.94937
isl,2010,4123232725.5837
isl,2011,4852948532.45585
isl,2012,4608969568.81448
isl,2013,4595544708.166
isl,2014,4895694603.21937
isl,2015,4681651697.35764
isl,2016,4516717478.78196
isl,2017,5001707451.62968
isl,2018,5720083297.4185
isl,2019,5334295065.93397
isl,2020,4640402359.61068
isl,2021,6012580769.1239
isr,1960,213000000
isr,1961,240000000
isr,1965,408000000
isr,1966,480000000
isr,1967,535000000
isr,1968,657000000
isr,1969,758000000
isr,1970,814000000
isr,1971,1012000000
isr,1972,1227000000
isr,1973,1571000000
isr,1974,2029000000
isr,1975,2192000000
isr,1976,2688000000
isr,1977,3422000000
isr,1978,4104000000
isr,1979,4841000000
isr,1980,5946000000
isr,1981,6094600000
isr,1982,5749700000
isr,1983,5721600000
isr,1984,6380100000
isr,1985,6825600000
isr,1986,7893900000
isr,1987,9311000000
isr,1988,10350300000
isr,1989,11142400000
isr,1990,12743400000
isr,1991,12232700000
isr,1992,13620800000
isr,1993,14925900000
isr,1994,17241800000
isr,1995,19525700000
isr,1996,21289100000
isr,1997,22573300000
isr,1998,22778300000
isr,1999,25456800000
isr,2000,30890200000
isr,2001,27967600000
isr,2002,27645500000
isr,2003,30395500000
isr,2004,37157700000
isr,2005,40725500000
isr,2006,43958900000
isr,2007,51302100000
isr,2008,58589500000
isr,2009,46716900000
isr,2010,56247300000
isr,2011,63044400000
isr,2012,60739800000
isr,2013,62949900000
isr,2014,63219300000
isr,2015,57075200000
isr,2016,55928300000
isr,2017,58178700000
isr,2018,59931800000
isr,2019,60373300000
isr,2020,58934300000
isr,2021,69182300000
ita,1970,13240001746.76
ita,1971,15143325038.5406
ita,1972,18611427919.8297
ita,1973,22304545899.5603
ita,1974,30474474072.5813
ita,1975,34705342174.9666
ita,1976,37422659285.1428
ita,1977,45319790288.2535
ita,1978,55980186979.7939
ita,1979,72261082514.2774
ita,1980,77917288514.19708
ita,1981,76989677182.1203
ita,1982,73706606610.3233
ita,1983,72705014058.1703
ita,1984,74490444281.2133
ita,1985,76607015462.60732
ita,1986,97305675718.51503
ita,1987,116869009310.492
ita,1988,127923096719.42599
ita,1989,140537724592.77899
ita,1990,170406762992.23199
ita,1991,169948731627.798
ita,1992,178688536527.991
ita,1993,168697314913.28601
ita,1994,190572642038.61496
ita,1995,233225531785.177
ita,1996,251274791246.034
ita,1997,239501514823.48495
ita,1998,241830314551.99496
ita,1999,229615080921.539
ita,2000,233992291436.34201
ita,2001,239139683832.242
ita,2002,248636358666.60696
ita,2003,293496232767.77002
ita,2004,345970697788.74493
ita,2005,364685969053.84399
ita,2006,408460517690.638
ita,2007,489391229973.88202
ita,2008,532732434038.49902
ita,2009,397126693767.43597
ita,2010,434882493225.25201
ita,2011,506933401173.86298
ita,2012,483795661238.67999
ita,2013,501128607716.93903
ita,2014,514672394243.45898
ita,2015,447323535751.40497
ita,2016,449581449184.78894
ita,2017,491177214097.46094
ita,2018,532948165585.862
ita,2019,513846553691.96497
ita,2020,470213756905.17902
jam,1976,656400000
jam,1977,737800000
jam,1978,831100000
jam,1979,818200000
jam,1980,962700000
jam,1981,974000000
jam,1982,767400000
jam,1983,685700000
jam,1984,702300000
jam,1985,568600000
jam,1986,589500000
jam,1987,725200000
jam,1988,898400000
jam,1989,1028900000
jam,1990,1190600000
jam,1991,1196700000
jam,1992,1116500000
jam,1993,1105400000
jam,1994,1548000000
jam,1995,1796000000
jam,1996,1721000000
jam,1997,1700300000
jam,1998,1613400000
jam,1999,1499100000
jam,2000,1562800000
jam,2001,1454400000
jam,2002,1309100000
jam,2003,1385600000
jam,2004,1601625807.73
jam,2005,1664320000
jam,2006,2133613000
jam,2007,2362580537
jam,2008,2743891963.55
jam,2009,1387723875
jam,2010,1370358548.73504
jam,2011,1666090336.07224
jam,2012,1728499365.71233
jam,2013,1580479634.29716
jam,2014,1448619236.96769
jam,2015,1254861537.6531
jam,2016,1188319201.42175
jam,2017,1350869098.02207
jam,2018,1960961118.19106
jam,2019,1639945904.23981
jam,2020,1218690651.47754
jor,1972,47599947.46824
jor,1973,73652299.581
jor,1974,154303899.47263
jor,1975,152912052.59543
jor,1976,206938099.92551
jor,1977,248885810.91424
jor,1978,297406076.11279
jor,1979,402216770.72159
jor,1980,575198032.4523
jor,1981,733222438.64098
jor,1982,751557485.57947
jor,1983,579969445.2571
jor,1984,751909660.79249
jor,1985,788861137.27512
jor,1986,731989985.25959
jor,1987,933109191.07806
jor,1988,1007437471.35818
jor,1989,1109430327.61022
jor,1990,1063813536.61916
jor,1991,1129469207.38321
jor,1992,1218924508.32533
jor,1993,1246308318.90392
jor,1994,1424454580.8436
jor,1995,1769589378.19923
jor,1996,1816925246.82652
jor,1997,1835543018.33568
jor,1998,1802397743.30042
jor,1999,1831875881.52327
jor,2000,1899294781.38223
jor,2001,2294419189.97723
jor,2002,2769958231.29763
jor,2003,3081664315.93794
jor,2004,3882933709.44993
jor,2005,4301410437.23554
jor,2006,5204372355.43018
jor,2007,5731454731.09449
jor,2008,7937108746.60853
jor,2009,6375070422.53521
jor,2010,7028309859.15493
jor,2011,8006338028.16901
jor,2012,7886619718.30986
jor,2013,7912535211.26761
jor,2014,8385352112.67606
jor,2015,7832957746.47887
jor,2016,7548732394.3662
jor,2017,7511408450.70423
jor,2018,7750281690.14085
jor,2019,8317323943.66197
jor,2020,7943239436.61972
jpn,1996,395239572032.38293
jpn,1997,403959291244.03003
jpn,1998,369623821298.41101
jpn,1999,398925565406.23199
jpn,2000,454300757252.70306
jpn,2001,379094247965.07397
jpn,2002,390952973418.40997
jpn,2003,443877324403.47906
jpn,2004,533531430593.29901
jpn,2005,570981940349.276
jpn,2006,619219372407.48999
jpn,2007,680623001131.03003
jpn,2008,749117909760.21582
jpn,2009,548145189337.79199
jpn,2010,735436367446.34399
jpn,2011,789951046111.78284
jpn,2012,776640145114.95691
jpn,2013,694939954454.16699
jpn,2014,699180562262.24402
jpn,2015,622037821678.56799
jpn,2016,635820697748.12097
jpn,2017,688664982999.36804
jpn,2018,735577790778.07812
jpn,2019,695179081587.00598
jpn,2020,631478444566.95996
kaz,1995,5440000000
kaz,1996,6291600000
kaz,1997,6899300000
kaz,1998,5870500000
kaz,1999,5988700000
kaz,2000,9287045820
kaz,2001,8922759340
kaz,2002,10018193940.6667
kaz,2003,13223380775.8958
kaz,2004,20595728373
kaz,2005,28299204745.8
kaz,2006,38761408256.99
kaz,2007,48348104719.08
kaz,2008,71964191805.6499
kaz,2009,43923391624.1
kaz,2010,61391673077.49
kaz,2011,85193883640
kaz,2012,86494429153.69238
kaz,2013,85126103858.53998
kaz,2014,79072694941.03998
kaz,2015,44826405234.69
kaz,2016,35485816557.4473
kaz,2017,47301010641.0122
kaz,2018,59826276672.26
kaz,2019,58164644702.52
kaz,2020,47305542238.68
ken,1975,686622259.80068
ken,1976,808997573.32688
ken,1977,1212822596.63752
ken,1978,1050407212.44046
ken,1979,1108181590.408
ken,1980,1421527421.16308
ken,1981,1188505330.94596
ken,1982,1042085819.6957
ken,1983,980654596.13809
