geo,time,se_ter_enrl_tc_zs
mus,1980,4.94286
mus,1981,4.69271
mus,1982,5.29143
mus,1983,3.49254
mus,1984,4.20106
mus,1985,4.91949
mus,1986,4.33725
mus,1987,4.70118
mus,1988,5.86704
mus,1989,5.70419
mus,1990,8.41787
mus,1991,7.6654
mus,1994,10.60694
mus,1995,12.9557
mus,2010,30.38818
mwi,1973,7.99167
mwi,1974,8.65086
mwi,1975,8.08108
mwi,1976,8.20259
mwi,1977,9.7767
mwi,1978,9.74
mwi,1979,8.72
mwi,1980,9.32841
mwi,1981,10.12109
mwi,1982,6.74055
mwi,1983,6.91816
mwi,1984,8.6411
mwi,1985,8.23056
mwi,1986,7.15925
mwi,1987,8.09113
mwi,1989,11.23547
mwi,1990,11.8822
mwi,1994,11.95973
mwi,1995,10.05253
mwi,1996,10.47269
mwi,1999,6.24558
mwi,2000,5.92397
mwi,2001,7.01019
mwi,2002,7.58961
mwi,2003,7.2737
mwi,2004,7.47995
mwi,2005,7.53567
mwi,2006,7.49762
mwi,2007,7.50058
mwi,2010,11.62077
mwi,2011,13.60424
mys,1979,9.9821
mys,1980,10.40426
mys,1982,11.04393
mys,1983,9.79284
mys,1984,10.46293
mys,1985,11.35383
mys,1986,10.58713
mys,1987,10.69591
mys,1988,10.82249
mys,1989,10.22202
mys,1990,11.93942
mys,1991,12.26319
mys,1992,11.81501
mys,1993,14.80809
mys,1994,15.61934
mys,1995,14.08583
mys,2000,18.35885
mys,2001,18.35886
mys,2002,18.08923
mys,2003,16.06749
mys,2004,15.53104
mys,2005,15.39937
mys,2006,15.92954
mys,2007,19.00923
mys,2008,15.05623
mys,2009,14.83169
mys,2010,14.22568
mys,2011,15.09928
mys,2012,19.52833
mys,2013,16.17493
mys,2014,13.91286
mys,2015,15.94918
mys,2017,13.90184
mys,2018,13.34506
nam,1991,12.55891
nam,1997,17.47843
nam,1998,18.10824
nam,2001,15.20981
nam,2002,11.84748
nam,2003,13.12695
nam,2006,17.28047
nam,2008,16.36794
nam,2014,15.8981
nam,2015,16.26121
nam,2016,17.12767
nam,2017,16.6358
ncl,1970,3.15625
ncl,1971,1.82609
ncl,1972,5.36842
ncl,1973,9.25
ncl,1974,6.96296
ncl,1975,7.73913
ncl,1976,12.62069
ncl,1979,6.24324
ncl,1980,4.51546
ncl,1981,5.84722
ncl,1982,11
ncl,1983,10.74074
ncl,1984,11.18644
ncl,1985,12.07937
ner,1973,7.67857
ner,1974,7
ner,1975,7.59574
ner,1976,7.31081
ner,1977,7.28571
ner,1978,6.81739
ner,1979,5.07568
ner,1980,5.0914
ner,1981,6.40625
ner,1982,6.41176
ner,1983,7.93258
ner,1984,7.6087
ner,1985,9.11783
ner,1987,9.5043
ner,1989,11.06452
ner,1992,19.45259
ner,2004,14.87119
ner,2005,14.87466
ner,2006,10.23562
ner,2008,12.8745
ner,2009,12.06033
ner,2010,11.27704
ner,2012,12.33088
ner,2015,15.0553
ner,2016,14.84613
ner,2017,15.29109
ner,2018,14.69914
nga,1981,13.97058
nga,1982,12.27051
nga,1986,14.80727
nga,1989,17.133
nga,1999,13.34534
nga,2004,34.82639
nga,2010,24.61626
nga,2011,22.59606
nic,1970,15.53808
nic,1971,13.83628
nic,1972,19.20092
nic,1973,15.10582
nic,1974,15.10381
nic,1975,17.15009
nic,1976,18.24416
nic,1977,17.19175
nic,1979,20.92302
nic,1982,23.98685
nic,1983,20.75102
nic,1984,16.8124
nic,1986,14.06989
nic,1987,13.92642
nic,1991,14.78826
nic,1992,15.7124
nic,1995,16.58034
nic,1997,14.72865
nic,2002,15.32962
nld,1992,11.97474
nld,1993,12.57397
nld,1994,11.04919
nld,2000,11.3412
nld,2001,11.34131
nld,2002,11.68658
nld,2003,11.947
nld,2004,12.13805
nld,2005,12.65189
nld,2006,13.05043
nld,2007,13.22193
nld,2008,12.70941
nld,2009,12.36287
nld,2010,12.59613
nld,2011,13.31491
nld,2012,13.35461
nld,2015,13.46366
nld,2016,12.87062
nld,2017,12.74128
nor,1971,9.77862
nor,1973,9.69272
nor,1976,10.01925
nor,1977,10.94819
nor,1978,10.92963
nor,1979,10.78786
nor,1980,10.28345
nor,1981,10.19155
nor,1982,8.63537
nor,1983,8.76944
nor,1984,8.94866
nor,1985,10.87986
nor,1986,10.63812
nor,1987,11.70514
nor,1988,11.31738
nor,1989,11.99906
nor,1990,14.16992
nor,1991,14.9959
nor,1997,13.56165
nor,1998,13.20724
nor,1999,13.29
nor,2000,13.06755
nor,2001,12.26234
nor,2012,10.0827
nor,2013,10.45972
nor,2014,10.29124
nor,2015,9.9275
nor,2016,9.42312
nor,2017,8.56173
npl,1974,12.08889
npl,1975,15.50396
npl,1976,11.09453
npl,1977,12.82727
npl,1978,13.82172
npl,1983,12.70856
npl,1989,21.75756
npl,1991,22.38355
npl,2001,22.46411
npl,2005,27.15291
npl,2006,23.8663
npl,2007,25.65364
npl,2013,60.00969
nzl,1970,11.43152
nzl,1971,10.68631
nzl,1973,9.54794
nzl,1974,9.96104
nzl,1980,9.9614
nzl,1981,10.50566
nzl,1982,10.66245
nzl,1983,11.04273
nzl,1984,12.11923
nzl,1985,11.54133
nzl,1986,11.55831
nzl,1987,10.61927
nzl,1988,11.1182
nzl,1989,11.68821
nzl,1990,9.86586
nzl,1991,11.34337
nzl,1992,12.08788
nzl,1993,13.11113
nzl,1995,15.59389
nzl,1996,15.83902
nzl,2013,17.15687
nzl,2014,17.406
nzl,2015,16.67066
nzl,2016,17.17207
nzl,2017,15.9588
omn,1977,10
omn,1978,5.25
omn,1979,4.33333
omn,1980,3
omn,1981,2.25
omn,1982,2
omn,1983,4.14286
omn,1984,8.27273
omn,1985,14.15385
omn,1986,6.42857
omn,1987,6.77603
omn,1988,8.75989
omn,1989,7.54124
omn,1990,8.30103
omn,1991,6.82198
omn,1992,8.16778
omn,1993,8.00628
omn,1994,7.84135
omn,1995,8.9223
omn,1996,9.08271
omn,1997,10.54303
omn,1998,12.26626
omn,2004,16.20975
omn,2005,16.20963
omn,2006,20.04155
omn,2007,15.68502
omn,2009,16.50643
omn,2010,16.8203
omn,2011,18.45883
omn,2013,15.85652
omn,2014,16.18539
omn,2015,16.15718
omn,2016,16.2165
pak,1971,33.43414
pak,1976,24.01577
pak,1986,34.30391
pak,1987,34.14621
pak,1992,41.41336
pak,2017,33.056
pak,2018,33.01575
pan,1970,19.97098
pan,1971,27.11151
pan,1972,27.36527
pan,1973,32.41194
pan,1974,24.31632
pan,1975,17.30678
pan,1976,21.35459
pan,1977,23.02387
pan,1978,14.12186
pan,1980,15.10251
pan,1981,14.57403
pan,1983,12.82532
pan,1984,15.96088
pan,1985,13.87431
pan,1986,17.35353
pan,1987,16.77208
pan,1988,15.48261
pan,1989,15.49985
pan,1990,15.99609
pan,1991,16.58885
pan,1992,16.93132
pan,1993,16.90628
pan,1994,14.92627
pan,1995,16.17822
pan,1996,16.26431
pan,1998,16.17516
pan,1999,14.38677
pan,2000,14.82016
pan,2001,14.10194
pan,2002,13.92717
pan,2003,12.52538
pan,2004,11.70518
pan,2005,11.04383
pan,2006,11.34958
pan,2007,10.86575
pan,2008,9.974
pan,2009,10.00659
pan,2010,9.20384
pan,2011,9.94465
pan,2012,10.13979
pan,2014,9.91343
pan,2015,10.56204
pan,2016,11.53695
per,1970,11.82741
per,1971,12.46361
per,1972,12.41378
per,1973,13.93838
per,1974,16.23969
per,1975,16.86851
per,1976,16.49536
per,1977,17.33145
per,1979,15.84985
per,1980,19.36982
per,1981,17.29043
per,1982,17.117
per,1983,17.34521
per,1984,16.86941
per,1985,17.32376
per,1986,17.92618
per,1987,17.99547
per,1988,17.71439
per,1989,17.37097
per,1990,16.22225
per,1991,16.61269
per,1992,16.34042
per,1993,14.35511
per,1994,13.85273
per,1995,13.64093
per,1996,14.28642
per,1997,14.47057
per,2002,14.80908
per,2017,19.25267
phl,1971,22.48383
phl,1972,24.96949
phl,1973,24.85004
phl,1974,24.51026
phl,1975,23.3296
phl,1976,24.21889
phl,1979,29.53634
phl,1980,29.53633
phl,1981,29.15275
phl,1982,30.01593
phl,1983,29.82095
phl,1984,31.73373
phl,1985,28.23134
phl,1986,24.59649
phl,1989,22.56667
phl,1990,28.40339
phl,1995,27.98683
phl,1998,21.01898
phl,1999,23.56028
phl,2001,25.88448
phl,2002,24.91811
phl,2003,22.06977
phl,2004,21.27358
phl,2005,21.27349
phl,2017,23.73181
plw,2000,10.85455
plw,2001,10.90909
plw,2002,10.52174
plw,2013,8.21905
png,1980,7.89969
png,1986,7.09202
png,1998,9.31853
png,1999,9.31865
pol,1993,9.94527
pol,1994,11.44878
pol,1995,12.70882
pol,1996,14.83875
pol,1997,15.96188
pol,1998,15.15663
pol,1999,17.36598
pol,2000,18.30474
pol,2001,19.87888
pol,2002,19.77292
pol,2003,19.68322
pol,2004,19.4397
pol,2005,22.26185
pol,2006,21.84506
pol,2007,21.68305
pol,2008,21.55204
pol,2009,21.20523
pol,2010,20.94328
pol,2011,20.27201
pol,2012,19.79362
pol,2013,18.50407
pol,2014,17.64113
pol,2015,17.09531
pri,2008,16.21391
pri,2009,15.49507
pri,2010,15.40284
pri,2011,15.65167
pri,2012,15.62471
pri,2013,15.52783
pri,2014,15.18212
pri,2015,14.83696
pri,2016,13.55058
prk,2009,8.58659
prk,2015,9.02855
prt,1971,17.46079
prt,1972,15.42143
prt,1973,14.23736
prt,1974,14.18128
prt,1975,13.62824
prt,1976,10.10037
prt,1977,10.6195
prt,1978,10.27938
prt,1979,8.77359
prt,1980,8.52122
prt,1981,8.61636
prt,1982,8.35457
prt,1983,7.86524
prt,1984,8.08459
prt,1985,10.01162
prt,1986,8.30274
prt,1987,10.10766
prt,1990,11.82828
prt,1991,12.87154
prt,1993,11.3019
prt,1994,11.84452
prt,2002,11.09684
prt,2003,11.07543
prt,2004,10.85278
prt,2005,10.35915
prt,2006,9.81226
prt,2007,10.16743
prt,2008,10.71457
prt,2009,10.54274
prt,2010,10.59304
prt,2011,10.41057
prt,2012,10.52573
prt,2013,10.45601
prt,2014,10.80291
prt,2015,10.43427
prt,2016,10.53152
prt,2017,10.4633
pry,1970,8.54812
pry,1971,8.13243
pry,1972,7.46277
pry,1973,7.98692
pse,1996,20.19546
pse,1997,20.3025
pse,1998,21.53607
pse,1999,20.47004
pse,2000,21.00501
pse,2001,21.96428
pse,2002,21.98517
pse,2003,26.08306
pse,2004,28.10696
pse,2005,30.52121
pse,2006,28.4495
pse,2007,30.62803
pse,2008,35.65333
pse,2009,33.40011
pse,2010,27.18819
pse,2011,27.04753
pse,2012,27.12671
pse,2013,26.17444
pse,2014,25.53533
pse,2015,26.14051
pse,2016,28.86631
pse,2017,26.76263
pse,2018,27.87912
pyf,1981,1.92857
pyf,1982,1.94737
pyf,1983,5.66667
pyf,1984,5.625
qat,1976,11.28986
qat,1977,7.71186
qat,1980,7.75862
qat,1981,8.01767
qat,1985,12.32419
qat,1986,12.42791
qat,1987,11.68363
qat,1988,11.82965
qat,1989,11.75449
qat,1990,14.34368
qat,1992,11.73477
qat,1993,12.03802
qat,1994,11.54003
qat,1995,12.23548
qat,1996,12.82326
qat,1997,13.1804
qat,1998,13.33851
qat,1999,13.61963
qat,2001,13.12269
qat,2002,13.1835
qat,2003,12.04
qat,2004,22.48668
qat,2005,14.60693
qat,2007,8.40785
qat,2008,9.74747
qat,2009,9.56519
qat,2010,8.64295
qat,2011,9.36098
qat,2012,10.92094
qat,2013,11.65756
qat,2014,12.71012
qat,2015,12.94287
qat,2016,12.56286
qat,2017,13.55156
qat,2018,14.03418
rou,1971,11.31359
rou,1972,10.25764
rou,1973,9.93822
rou,1974,9.88209
rou,1975,10.96318
rou,1976,11.69963
rou,1977,12.80105
rou,1978,13.43182
rou,1979,13.39425
rou,1980,13.27629
rou,1981,13.21059
rou,1982,13.29964
rou,1983,12.99842
rou,1984,13.04272
rou,1985,12.55306
rou,1986,12.32914
rou,1987,12.5699
rou,1988,13.04761
rou,1989,13.50254
rou,1990,14.06524
rou,1991,13.84433
rou,1992,12.43003
rou,1993,13.00386
rou,1994,13.07303
rou,1995,12.47614
rou,1996,14.86626
rou,1997,15.09937
rou,1998,14.76194
rou,1999,15.6737
rou,2000,16.77803
rou,2001,19.06907
rou,2002,20.30484
rou,2003,21.7398
rou,2004,22.75336
rou,2005,23.9429
rou,2006,26.47082
rou,2007,30.34938
rou,2008,33.05663
rou,2009,34.34736
rou,2010,32.1359
rou,2011,29.30955
rou,2012,24.86631
rou,2013,22.43357
rou,2014,20.51349
rou,2015,19.50356
rou,2016,19.8604
rou,2017,19.97092
rus,1992,11.73688
rus,1994,12.67262
rus,1995,11.79247
rus,2000,12.05507
rus,2001,13.09381
rus,2002,13.84181
rus,2003,14.68757
rus,2004,14.33616
rus,2005,14.40707
rus,2006,13.98137
rus,2007,13.79568
rus,2008,13.65694
rus,2009,13.92617
rus,2012,14.41403
rus,2013,11.02496
rus,2015,10.50924
rus,2016,10.28417
rus,2017,9.85926
rwa,1971,5.94792
rwa,1973,6.53043
rwa,1974,7.87234
rwa,1975,6.91216
rwa,1976,6.33143
rwa,1977,5.19535
rwa,1978,5.32394
rwa,1979,5.55708
rwa,1980,5.52838
rwa,1981,5.17917
rwa,1984,5.59016
rwa,1986,6.00302
rwa,1987,4.5905
rwa,1988,4.35125
rwa,1990,5.24613
rwa,1999,13.78155
rwa,2000,7.86303
rwa,2001,9.76506
rwa,2002,12.752
rwa,2003,15.12834
rwa,2004,14.51841
rwa,2005,15.29279
rwa,2009,18.65304
rwa,2010,22.17533
rwa,2011,28.52265
rwa,2013,25.80991
rwa,2014,23.20024
rwa,2015,23.8808
rwa,2016,32.46851
rwa,2017,23.42604
rwa,2018,24.74281
sau,1971,12.18364
sau,1972,9.71385
sau,1973,10.11329
sau,1974,10.23521
sau,1975,10.87624
sau,1976,12.39428
sau,1977,11.03473
sau,1978,11.07392
sau,1979,10.09444
sau,1980,9.72998
sau,1981,8.33432
sau,1982,8.78491
sau,1983,9.18394
sau,1984,9.04159
sau,1985,9.79671
sau,1986,10.39357
sau,1987,9.9374
sau,1989,11.02734
sau,1990,11.90513
sau,1991,11.61139
sau,1992,14.01198
sau,1993,13.01257
sau,1994,13.9704
sau,1996,16.81202
sau,1997,17.26695
sau,1998,17.81419
sau,1999,18.8609
sau,2000,19.91297
sau,2001,20.90557
sau,2002,20.29382
sau,2003,22.49
sau,2004,22.91454
sau,2005,22.49855
sau,2006,22.75944
sau,2007,20.70845
sau,2008,19.95525
sau,2009,19.22981
sau,2010,18.24356
sau,2011,18.85443
sau,2012,20.2888
sau,2013,20.97114
sau,2014,20.27622
sau,2015,19.84502
sau,2016,20.33542
sau,2017,20.03854
sau,2018,18.9733
sdn,2012,41.76059
sdn,2013,46.40313
sdn,2014,45.99775
sdn,2015,49.84644
sen,1978,10.50444
sen,1980,12.84839
sen,1981,12.55853
sen,1982,12.86091
sen,1984,14.975
sen,1985,14.91647
sen,1986,15.71059
sen,1992,30.5844
sen,2011,26.03305
sen,2012,24.78482
sen,2013,25.25274
sen,2014,25.98509
sen,2015,25.78369
sen,2016,33.38521
sen,2017,20.17303
sen,2018,27.94423
sgp,1970,11.90233
sgp,1971,9.46716
sgp,1972,10.10888
sgp,1973,9.9828
sgp,1974,10.39714
sgp,1975,15.61257
sgp,1976,13.68832
sgp,1977,13.77606
sgp,1978,15.14698
sgp,1979,10.90919
sgp,1980,10.24493
sgp,1981,10.39006
sgp,1982,10.14613
sgp,1983,11.20408
sgp,1994,13.56148
sgp,1995,12.15793
sgp,1996,13.77485
sgp,2007,12.92329
sgp,2008,13.10251
sgp,2009,13.84574
sgp,2010,14.11157
sgp,2011,13.74491
sgp,2012,13.54991
sgp,2016,14.2604
sgp,2017,13.34167
sle,1973,6.00877
sle,1974,5.50746
sle,1975,5.1118
sle,1976,5.68166
sle,1981,8.02222
sle,1984,6.27673
sle,1985,6.29091
sle,1988,7.8964
sle,1989,7.7991
sle,1990,6.89373
sle,1991,7.90333
sle,2000,7.93412
sle,2001,7.65064
sle,2002,7.54674
slv,1970,12.66977
slv,1973,12.36667
slv,1974,13.36187
slv,1975,13.23397
slv,1978,12.54225
slv,1983,19.86634
slv,1984,16.63321
slv,1985,16.79747
slv,1986,15.45709
slv,1990,18.551
slv,1994,18.40024
slv,1995,18.24207
slv,1996,18.92279
slv,1998,16.40988
slv,1999,16.26507
slv,2000,15.28796
slv,2001,15.64622
slv,2002,15.46392
slv,2003,14.76819
slv,2004,14.93406
slv,2005,15.17113
slv,2006,14.55855
slv,2007,15.8
slv,2008,16.18956
slv,2009,16.17553
slv,2010,16.47759
slv,2011,17.26122
slv,2012,17.75478
slv,2013,18.9254
slv,2014,18.45807
slv,2015,18.10983
slv,2016,18.1118
slv,2017,17.67354
slv,2018,17.99216
smr,2018,5.09655
som,1971,16.62069
som,1972,18.78431
som,1975,12.1875
som,1976,6.2963
som,1987,19.18237
srb,2007,19.08916
srb,2009,16.12934
srb,2010,15.31002
srb,2011,15.38308
srb,2012,15.41324
srb,2013,23.38471
srb,2014,23.21905
srb,2015,22.51579
srb,2016,22.60074
srb,2017,22.78606
srb,2018,22.06857
stp,2010,8.06316
stp,2014,5.7732
stp,2015,8.02749
sur,1985,7.81233
sur,1987,7.02893
sur,1988,9.59424
sur,1989,8.45781
sur,1990,8.72525
svk,1999,11.35415
svk,2000,11.13046
svk,2001,11.66956
svk,2002,11.55871
svk,2003,12.54575
svk,2004,13.03261
svk,2005,14.27484
svk,2006,15.109
svk,2007,16.01882
svk,2008,18.68097
svk,2009,18.69061
svk,2010,17.58989
svk,2011,17.30161
svk,2012,17.16668
svk,2013,16.32972
svk,2014,15.45976
svk,2015,14.4427
svk,2016,13.46318
svk,2017,12.78663
svn,1981,10.55505
svn,1982,9.97982
svn,1983,10.14601
svn,1984,10.77586
svn,1985,10.25973
svn,1986,11.09483
svn,1987,11.53145
svn,1988,11.47444
svn,1990,13.10915
svn,1991,13.12158
svn,1992,14.71368
svn,1993,14.10852
svn,1994,13.25788
svn,1995,13.39393
svn,1996,13.43466
svn,1997,13.68902
svn,1999,32.23055
svn,2000,33.64753
svn,2001,32.46771
svn,2002,31.79936
svn,2003,32.63364
svn,2004,25.19817
svn,2005,25.07888
svn,2006,21.8822
svn,2007,20.67106
svn,2008,19.43846
svn,2009,18.27624
svn,2010,16.53563
svn,2011,14.85085
svn,2012,14.15392
svn,2013,13.59104
svn,2014,12.6886
svn,2015,12.03148
svn,2016,11.30358
swe,1993,8.89418
swe,1994,8.81186
swe,1995,8.15073
swe,1997,8.21592
swe,1999,11.58917
swe,2000,11.62031
swe,2001,11.57255
swe,2002,11.34407
swe,2003,11.38761
swe,2004,11.31689
swe,2005,11.32372
swe,2006,11.61474
swe,2007,11.34105
swe,2008,11.12634
swe,2009,11.66414
swe,2010,15.59747
swe,2011,15.03454
swe,2012,13.98772
swe,2013,13.38133
swe,2014,12.8823
swe,2015,12.55536
swe,2016,12.39395
swe,2017,12.28346
swz,1974,5.50943
swz,1975,7.44118
swz,1976,7.00685
swz,1977,12.45192
swz,1979,8.58282
swz,1980,10.2459
swz,1981,6.87854
swz,1990,7.15436
swz,1991,7.13274
swz,1993,8.12233
swz,1996,12.11563
swz,1999,21.31004
swz,2000,13.49858
swz,2002,15.92945
swz,2004,20.10366
swz,2005,13.65046
swz,2006,12.32035
swz,2011,32.1444
swz,2013,17.55338
sxm,2012,3.30189
sxm,2014,3.56
sxm,2015,3.59259
syc,2011,2.95313
syc,2012,1.5625
syc,2014,8.53571
syc,2015,14.375
syc,2016,19.39394
syc,2017,21.2381
syc,2018,17.54688
syr,1971,35.79446
syr,1972,42.32163
syr,1976,52.38976
syr,2011,45.00398
syr,2012,47.65135
syr,2013,48.70261
syr,2014,63.93016
syr,2015,64.40642
tcd,1972,5.75
tcd,1973,5.92683
tcd,1974,7.11765
tcd,1975,4.45745
tcd,1977,12.22581
tcd,1985,11.65248
tcd,1989,9.06687
tcd,1997,10.78977
tcd,2000,14.42787
tcd,2001,14.43499
tcd,2003,8.9228
tcd,2004,9.51936
tcd,2005,9.47397
tcd,2008,9.38705
tcd,2009,8.59781
tcd,2011,10.87494
tcd,2015,26.38549
tgo,1971,18.45833
tgo,1972,15.1828
tgo,1973,10.13103
tgo,1974,9.42949
tgo,1975,8.7043
tgo,1976,8.71481
tgo,1978,14.13004
tgo,1979,13.93392
tgo,1980,12.50172
tgo,1981,15.99327
tgo,1982,12.6305
tgo,1983,10.84409
tgo,1984,13.52716
tgo,1987,17.28611
tgo,1988,18.90133
tgo,1991,22.64899
tgo,1992,25.81818
tgo,1993,21.14929
tgo,1994,23.77551
tgo,1995,26.85817
tgo,1996,26.27314
tgo,1998,36.81748
tgo,2006,61.70549
tgo,2007,69.15319
tgo,2011,27.06564
tgo,2012,26.83722
tgo,2013,19.01047
tgo,2014,16.15861
tgo,2015,18.02736
tgo,2016,19.47935
tgo,2017,19.51205
tgo,2018,21.33152
tha,1971,12.03038
tha,1972,12.77955
tha,1973,11.77394
tha,1974,12.06756
tha,1975,13.61269
tha,1976,14.43936
tha,1977,12.48669
tha,1978,16.70075
tha,1979,12.04939
tha,1980,18.88581
tha,1982,25.82597
tha,1983,39.96555
tha,1984,38.80423
tha,1985,35.08235
tha,1986,33.22932
tha,1990,18.19699
tha,1993,23.3731
tha,1995,29.77072
tha,1996,31.76433
tha,1999,36.15898
tha,2000,37.52586
tha,2001,30.753
tha,2002,33.64818
tha,2003,33.64833
tha,2006,33.21599
tha,2008,32.12563
tha,2011,20.43101
tha,2014,23.48523
tha,2016,24.64362
tjk,2000,12.92668
tjk,2001,12.41336
tjk,2002,12.63722
tjk,2003,13.55945
tjk,2004,14.60397
tjk,2005,14.89535
tjk,2006,14.21284
tjk,2007,16.72371
tjk,2008,16.67785
tjk,2009,16.69766
tjk,2010,14.83565
tjk,2011,14.51218
tjk,2012,15.02376
tjk,2013,14.6138
tjk,2014,14.73339
tjk,2015,17.5542
tjk,2016,17.42662
tjk,2017,16.65888
tkm,2014,5.44319
tls,2002,51.61789
tls,2009,13.98579
ton,1978,8.86364
ton,1979,6.65385
ton,1981,10.82813
ton,1999,5.12676
ton,2000,5.1068
tto,1971,5.76456
tto,1999,16.21413
tto,2000,14.32778
tto,2001,15.95185
tto,2002,21.88364
tto,2003,12.71001
tto,2004,9.73895
tun,1972,17.6258
tun,1973,12.33597
tun,1974,10.64914
tun,1975,10.38
tun,1976,14.36931
tun,1977,7.49013
tun,1978,7.71564
tun,1979,7.93116
tun,1980,8.26707
tun,1981,7.89556
tun,1982,8.06683
tun,1983,8.30134
tun,1984,8.05686
tun,1985,8.311
tun,1986,8.00809
tun,1987,7.89596
tun,1988,11.71356
tun,1989,13.96206
tun,1990,14.8303
tun,1991,15.06264
tun,1992,15.40113
tun,1993,16.37687
tun,1994,16.99399
tun,1995,17.2749
tun,1996,17.37911
tun,1997,18.33865
tun,1998,18.86603
tun,1999,18.77739
tun,2000,19.21494
tun,2001,20.14845
tun,2002,19.8591
tun,2003,21.04939
tun,2004,20.56551
tun,2005,19.61694
tun,2006,20.0581
tun,2007,19.01529
tun,2008,19.17729
tun,2009,18.4081
tun,2010,17.44734
tun,2011,16.79334
tun,2012,15.94788
tur,1971,18.39777
tur,1972,15.21449
tur,1973,15.50505
tur,1974,15.73813
tur,1975,19.16026
tur,1976,21.02069
tur,1977,20.99685
tur,1978,19.28766
tur,1979,16.40383
tur,1980,13.17103
tur,1981,11.40951
tur,1982,10.89052
tur,1983,12.92422
tur,1984,16.35175
tur,1985,19.00884
tur,1986,20.4629
tur,1987,20.71573
tur,1988,19.82047
tur,1989,20.98091
tur,1990,21.40248
tur,1991,21.75639
tur,1992,23.08405
tur,1993,24.01266
tur,1994,26.9119
tur,1995,26.63655
tur,1997,28.50224
tur,1998,24.99294
tur,1999,24.35996
tur,2001,23.67985
tur,2002,23.53677
tur,2003,25.21334
tur,2004,25.03251
tur,2005,25.65717
tur,2006,27.6334
tur,2007,27.46772
tur,2008,25.64265
tur,2009,29.09617
tur,2010,33.47657
tur,2011,34.23549
tur,2012,36.63395
tur,2013,38.08324
tur,2014,38.42064
tur,2015,40.71702
tur,2017,47.43572
tza,1972,7.60057
tza,1973,8.33333
tza,1974,7.90762
tza,1975,4.94194
tza,1976,4.96154
tza,1977,4.58228
tza,1978,4.61945
tza,1979,3.77434
tza,1982,4.80197
tza,1983,3.972
tza,1984,4.44963
tza,1985,3.92494
tza,1986,3.65081
tza,1987,4.56123
tza,1989,4.35655
tza,1995,7.74303
tza,1996,8.62725
tza,1997,9.77607
tza,1999,9.14099
tza,2001,10.01825
tza,2003,13.80569
tza,2004,17.06995
tza,2005,18.84973
tza,2010,18.92662
tza,2012,34.44989
uga,1970,8.79834
uga,1971,8.02698
uga,1972,9.15808
uga,1974,9.30132
uga,1975,8.87196
uga,1976,7.55947
uga,1981,11.53427
uga,1982,11.425
uga,1988,9.56469
uga,1989,11.40678
uga,1990,11.30418
uga,1991,10.51433
uga,1992,9.23464
uga,1993,12.31343
uga,1994,13.59586
uga,1995,16.82379
uga,1996,13.34344
uga,1999,18.30072
uga,2000,16.58745
uga,2001,15.40768
uga,2002,22.91717
uga,2003,24.93085
uga,2004,21.19962
uga,2006,23.58161
uga,2008,30.08322
uga,2009,31.45138
uga,2010,22.59288
uga,2011,24.47362
ukr,1992,13.79505
ukr,1994,12.04122
ukr,1999,13.06712
ukr,2000,12.41715
ukr,2001,12.41712
ukr,2002,12.65773
ukr,2003,12.92597
ukr,2004,13.17341
ukr,2005,13.89993
ukr,2006,14.26095
ukr,2007,14.31912
ukr,2008,14.20058
ukr,2009,14.04529
ukr,2010,13.0902
ukr,2011,12.7783
ukr,2012,12.08223
ukr,2013,11.28811
ukr,2014,11.01798
ukr,2015,10.53581
ukr,2016,10.37309
ukr,2017,10.43823
ukr,2018,10.32792
ury,1974,11.35205
ury,1975,13.99099
ury,1977,12.07233
ury,1979,10.48583
ury,1980,9.4354
ury,1981,9.74766
ury,1983,13.10359
ury,1996,8.04391
ury,1998,7.39088
ury,1999,7.81461
ury,2000,8.0121
ury,2001,8.59284
ury,2002,8.12892
ury,2003,8.43045
ury,2004,8.14447
ury,2005,9.31057
ury,2006,7.8889
ury,2007,8.00082
ury,2008,7.40422
ury,2009,8.65
ury,2010,7.99553
ury,2011,6.78959
ury,2012,6.4672
ury,2013,7.51274
ury,2014,6.88969
ury,2015,7.60159
ury,2016,7.20777
ury,2017,7.24214
usa,2014,12.46114
usa,2015,12.35456
usa,2017,12.02368
uzb,1991,14.78189
uzb,1992,13.61197
uzb,1999,16.96926
uzb,2000,17.96735
uzb,2001,20.07522
uzb,2002,19.87221
uzb,2003,19.47104
uzb,2004,19.31256
uzb,2005,13.26204
uzb,2006,12.17326
uzb,2007,12.35549
uzb,2008,12.45304
uzb,2009,12.61564
uzb,2010,12.53013
uzb,2011,12.05147
uzb,2012,11.4286
uzb,2013,11.40112
uzb,2014,11.23999
uzb,2015,10.71371
uzb,2016,10.66598
uzb,2017,11.74621
uzb,2018,11.93428
vct,1979,7.53659
vct,1980,6.31707
vct,1986,21.02857
vct,1987,23.38235
vct,1990,7.05208
ven,1971,12.35647
ven,1972,13.5235
ven,1973,13.23941
ven,1974,14.06831
ven,1975,13.49206
ven,1976,13.52216
ven,1978,12.33728
ven,1979,12.02823
ven,1980,11.09243
ven,1981,10.9487
ven,1982,11.59082
ven,1983,12.10622
ven,1984,13.1436
ven,1985,12.66765
ven,1986,14.36467
ven,1987,13.6283
ven,1988,12.92616
ven,1989,13.31847
ven,1990,13.00745
ven,1991,11.92167
ven,1992,12.56549
ven,2000,12.46705
ven,2004,12.82033
ven,2008,17.21552
ven,2009,12.87448
