geo,time,sh_anm_chld_zs
prk,2016,31
prk,2017,31.2
prk,2018,31.4
prk,2019,31.6
prt,2000,14
prt,2001,13.6
prt,2002,13.2
prt,2003,13
prt,2004,12.7
prt,2005,12.6
prt,2006,12.5
prt,2007,12.4
prt,2008,12.4
prt,2009,12.4
prt,2010,12.5
prt,2011,12.6
prt,2012,12.7
prt,2013,12.8
prt,2014,13
prt,2015,13.2
prt,2016,13.4
prt,2017,13.6
prt,2018,13.9
prt,2019,14.3
pry,2000,31.3
pry,2001,31.4
pry,2002,31.7
pry,2003,32
pry,2004,32.3
pry,2005,32.6
pry,2006,32.8
pry,2007,32.7
pry,2008,32.3
pry,2009,31.8
pry,2010,31.1
pry,2011,30.8
pry,2012,30.5
pry,2013,30.1
pry,2014,29.8
pry,2015,29.5
pry,2016,29.2
pry,2017,29
pry,2018,28.4
pry,2019,27.9
qat,2000,25.2
qat,2001,24.6
qat,2002,24.2
qat,2003,24
qat,2004,23.8
qat,2005,23.5
qat,2006,23.3
qat,2007,23
qat,2008,22.8
qat,2009,22.6
qat,2010,22.3
qat,2011,22.1
qat,2012,22
qat,2013,21.9
qat,2014,21.8
qat,2015,21.8
qat,2016,21.9
qat,2017,22
qat,2018,22.2
qat,2019,22.4
rou,2000,36
rou,2001,35.6
rou,2002,35.6
rou,2003,35.7
rou,2004,35.5
rou,2005,35.1
rou,2006,34.2
rou,2007,33.3
rou,2008,32.5
rou,2009,32
rou,2010,31.6
rou,2011,31.2
rou,2012,30.6
rou,2013,30
rou,2014,29.3
rou,2015,28.6
rou,2016,28.1
rou,2017,27.6
rou,2018,27.3
rou,2019,27.1
rus,2000,29.9
rus,2001,29.4
rus,2002,28.8
rus,2003,28.1
rus,2004,27.3
rus,2005,26.5
rus,2006,25.7
rus,2007,25
rus,2008,24.4
rus,2009,23.8
rus,2010,23.4
rus,2011,23.1
rus,2012,23
rus,2013,22.7
rus,2014,22.5
rus,2015,22.2
rus,2016,22
rus,2017,21.8
rus,2018,21.8
rus,2019,21.9
rwa,2000,61.3
rwa,2001,59.1
rwa,2002,56.8
rwa,2003,54.5
rwa,2004,52
rwa,2005,49.7
rwa,2006,47.5
rwa,2007,45.4
rwa,2008,43.5
rwa,2009,41.9
rwa,2010,40.6
rwa,2011,39.3
rwa,2012,38.4
rwa,2013,37.8
rwa,2014,37.6
rwa,2015,37.4
rwa,2016,37.5
rwa,2017,37.6
rwa,2018,37.8
rwa,2019,37.9
sau,2000,29.4
sau,2001,28.4
sau,2002,27.7
sau,2003,27.1
sau,2004,26.6
sau,2005,26.2
sau,2006,25.6
sau,2007,24.8
sau,2008,24
sau,2009,23.4
sau,2010,22.6
sau,2011,22
sau,2012,21.5
sau,2013,21.1
sau,2014,20.9
sau,2015,20.9
sau,2016,20.9
sau,2017,21.2
sau,2018,21.4
sau,2019,21.8
sdn,2000,61.5
sdn,2001,60
sdn,2002,58.7
sdn,2003,57.7
sdn,2004,56.8
sdn,2005,56
sdn,2006,55.3
sdn,2007,54.6
sdn,2008,54
sdn,2009,53.4
sdn,2010,52.9
sdn,2011,52.5
sdn,2012,52.2
sdn,2013,51.9
sdn,2014,51.6
sdn,2015,51.4
sdn,2016,51.2
sdn,2017,51.1
sdn,2018,50.9
sdn,2019,50.8
sen,2000,82.7
sen,2001,82.6
sen,2002,82.4
sen,2003,82.1
sen,2004,81.6
sen,2005,81
sen,2006,80.3
sen,2007,79.5
sen,2008,78.6
sen,2009,77.6
sen,2010,76.5
sen,2011,75.5
sen,2012,74.5
sen,2013,73.5
sen,2014,72.6
sen,2015,71.7
sen,2016,70.8
sen,2017,69.9
sen,2018,68.9
sen,2019,67.9
sgp,2000,11.4
sgp,2001,11.2
sgp,2002,11.1
sgp,2003,11.1
sgp,2004,11.1
sgp,2005,11.1
sgp,2006,11.1
sgp,2007,11.2
sgp,2008,11.3
sgp,2009,11.3
sgp,2010,11.4
sgp,2011,11.6
sgp,2012,11.7
sgp,2013,11.9
sgp,2014,12.1
sgp,2015,12.3
sgp,2016,12.6
sgp,2017,12.9
sgp,2018,13.2
sgp,2019,13.5
slb,2000,44.4
slb,2001,44.7
slb,2002,45.1
slb,2003,45.4
slb,2004,45.7
slb,2005,45.9
slb,2006,46
slb,2007,45.9
slb,2008,45.5
slb,2009,45
slb,2010,44.5
slb,2011,43.8
slb,2012,43.1
slb,2013,42.4
slb,2014,41.7
slb,2015,41
slb,2016,40.2
slb,2017,39.5
slb,2018,38.7
slb,2019,38.1
sle,2000,82.2
sle,2001,81.7
sle,2002,81.2
sle,2003,80.7
sle,2004,80.2
sle,2005,79.7
sle,2006,79.2
sle,2007,78.8
sle,2008,78.4
sle,2009,78.1
sle,2010,77.9
sle,2011,77.7
sle,2012,77.6
sle,2013,77.4
sle,2014,77.1
sle,2015,76.8
sle,2016,76.2
sle,2017,75.4
sle,2018,74.5
sle,2019,73.4
slv,2000,21.9
slv,2001,22.2
slv,2002,22.5
slv,2003,22.9
slv,2004,23.3
slv,2005,23.7
slv,2006,24.1
slv,2007,24.3
slv,2008,24.5
slv,2009,24.7
slv,2010,24.9
slv,2011,24.9
slv,2012,24.9
slv,2013,24.9
slv,2014,24.9
slv,2015,24.8
slv,2016,24.7
slv,2017,24.6
slv,2018,24.6
slv,2019,24.6
smr,2000,12.3
smr,2001,12
smr,2002,11.8
smr,2003,11.7
smr,2004,11.6
smr,2005,11.5
smr,2006,11.5
smr,2007,11.4
smr,2008,11.3
smr,2009,11.3
smr,2010,11.3
smr,2011,11.3
smr,2012,11.4
smr,2013,11.5
smr,2014,11.6
smr,2015,11.8
smr,2016,12
smr,2017,12.3
smr,2018,12.5
smr,2019,12.8
som,2000,63.9
som,2001,63.4
som,2002,63.1
som,2003,62.8
som,2004,62.5
som,2005,62.3
som,2006,61.9
som,2007,61.4
som,2008,60.8
som,2009,60
som,2010,59.3
som,2011,58.5
som,2012,57.8
som,2013,57.1
som,2014,56.3
som,2015,55.5
som,2016,54.7
som,2017,53.8
som,2018,52.7
som,2019,51.8
srb,2000,21
srb,2001,20.5
srb,2002,20.1
srb,2003,19.5
srb,2004,19
srb,2005,18.6
srb,2006,18.4
srb,2007,18.3
srb,2008,18.2
srb,2009,18.1
srb,2010,18.1
srb,2011,18
srb,2012,18
srb,2013,18
srb,2014,18.1
srb,2015,18.2
srb,2016,18.4
srb,2017,18.7
srb,2018,19.1
srb,2019,19.5
ssd,2000,70.7
ssd,2001,69.3
ssd,2002,68.1
ssd,2003,66.9
ssd,2004,65.7
ssd,2005,64.6
ssd,2006,63.5
ssd,2007,62.4
ssd,2008,61.4
ssd,2009,60.4
ssd,2010,59.5
ssd,2011,58.8
ssd,2012,58.4
ssd,2013,58.4
ssd,2014,58.7
ssd,2015,59.1
ssd,2016,59.5
ssd,2017,59.9
ssd,2018,60.2
ssd,2019,60.5
stp,2000,70.5
stp,2001,69.4
stp,2002,68.4
stp,2003,67.3
stp,2004,66.2
stp,2005,65.2
stp,2006,64.3
stp,2007,63.4
stp,2008,62.6
stp,2009,62.1
stp,2010,61.6
stp,2011,61.2
stp,2012,61
stp,2013,60.9
stp,2014,60.8
stp,2015,60.6
stp,2016,60.3
stp,2017,59.9
stp,2018,59.4
stp,2019,58.8
sur,2000,33.1
sur,2001,32.9
sur,2002,32.7
sur,2003,32.5
sur,2004,32.2
sur,2005,31.9
sur,2006,31.6
sur,2007,31
sur,2008,30.4
sur,2009,29.7
sur,2010,29
sur,2011,28.4
sur,2012,27.8
sur,2013,27.3
sur,2014,27
sur,2015,26.7
sur,2016,26.4
sur,2017,26.2
sur,2018,26
sur,2019,25.9
svk,2000,22.9
svk,2001,22.7
svk,2002,22.5
svk,2003,22.5
svk,2004,22.4
svk,2005,22.2
svk,2006,22
svk,2007,21.9
svk,2008,21.7
svk,2009,21.7
svk,2010,21.6
svk,2011,21.7
svk,2012,21.8
svk,2013,22
svk,2014,22.1
svk,2015,22.4
svk,2016,22.7
svk,2017,23
svk,2018,23.4
svk,2019,23.7
svn,2000,18.3
svn,2001,18
svn,2002,17.8
svn,2003,17.7
svn,2004,17.6
svn,2005,17.4
svn,2006,17.3
svn,2007,17.2
svn,2008,17
svn,2009,16.8
svn,2010,16.7
svn,2011,16.7
svn,2012,16.7
svn,2013,16.7
svn,2014,16.8
svn,2015,17
svn,2016,17.2
svn,2017,17.5
svn,2018,17.9
svn,2019,18.2
swe,2000,12.4
swe,2001,12.3
swe,2002,12.2
swe,2003,12.2
swe,2004,12.1
swe,2005,12.1
swe,2006,12.1
swe,2007,12.1
swe,2008,12.1
swe,2009,12.1
swe,2010,12.1
swe,2011,12.2
swe,2012,12.4
swe,2013,12.6
swe,2014,12.9
swe,2015,13.2
swe,2016,13.5
swe,2017,13.9
swe,2018,14.2
swe,2019,14.6
swz,2000,45.8
swz,2001,45.7
swz,2002,45.7
swz,2003,45.9
swz,2004,46
swz,2005,46.2
swz,2006,45.4
swz,2007,45.2
swz,2008,45.6
swz,2009,45.3
swz,2010,44.1
swz,2011,42.9
swz,2012,42.3
swz,2013,42.3
swz,2014,42.8
swz,2015,41.9
swz,2016,42.6
swz,2017,44.2
swz,2018,43.4
swz,2019,42.7
syc,2000,27.5
syc,2001,27.4
syc,2002,27.4
syc,2003,27.4
syc,2004,27.5
syc,2005,27.6
syc,2006,27.5
syc,2007,27.5
syc,2008,27.3
syc,2009,27.2
syc,2010,27.2
syc,2011,27.3
syc,2012,27.4
syc,2013,27.7
syc,2014,28.1
syc,2015,28.6
syc,2016,29.1
syc,2017,29.6
syc,2018,30.1
syc,2019,30.6
syr,2000,33.3
syr,2001,32.6
syr,2002,32.1
syr,2003,31.8
syr,2004,31.6
syr,2005,31.4
syr,2006,31.1
syr,2007,31
syr,2008,30.8
syr,2009,30.6
syr,2010,30.5
syr,2011,30.5
syr,2012,30.6
syr,2013,30.7
syr,2014,30.9
syr,2015,31.2
syr,2016,31.6
syr,2017,32
syr,2018,32.5
syr,2019,32.9
tcd,2000,79.1
tcd,2001,78.9
tcd,2002,78.6
tcd,2003,78.2
tcd,2004,77.8
tcd,2005,77.3
tcd,2006,76.9
tcd,2007,76.4
tcd,2008,75.9
tcd,2009,75.4
tcd,2010,74.9
tcd,2011,74.4
tcd,2012,73.9
tcd,2013,73.4
tcd,2014,72.7
tcd,2015,71.9
tcd,2016,70.9
tcd,2017,69.5
tcd,2018,68
tcd,2019,66.3
tgo,2000,79.8
tgo,2001,79.1
tgo,2002,78.3
tgo,2003,77.5
tgo,2004,76.7
tgo,2005,76
tgo,2006,75.3
tgo,2007,74.6
tgo,2008,74.1
tgo,2009,73.6
tgo,2010,73.3
tgo,2011,73.2
tgo,2012,73.1
tgo,2013,73.2
tgo,2014,73.3
tgo,2015,73.3
tgo,2016,73.3
tgo,2017,73.1
tgo,2018,72.8
tgo,2019,72.4
tha,2000,26.5
tha,2001,26.2
tha,2002,26
tha,2003,25.7
tha,2004,25.4
tha,2005,25.2
tha,2006,25.1
tha,2007,24.9
tha,2008,24.7
tha,2009,24.5
tha,2010,24.4
tha,2011,24.3
tha,2012,24.3
tha,2013,24.2
tha,2014,24.3
tha,2015,24.4
tha,2016,24.5
tha,2017,24.6
tha,2018,24.7
tha,2019,24.9
tjk,2000,46.1
tjk,2001,44.1
tjk,2002,42.2
tjk,2003,40.4
tjk,2004,38.5
tjk,2005,37
tjk,2006,36
tjk,2007,35
tjk,2008,34.1
tjk,2009,33.4
tjk,2010,32.7
tjk,2011,32.5
tjk,2012,32.6
tjk,2013,32.9
tjk,2014,33.3
tjk,2015,33.8
tjk,2016,34.6
tjk,2017,35.6
tjk,2018,36.3
tjk,2019,37
tkm,2000,40.7
tkm,2001,39.3
tkm,2002,38.2
tkm,2003,37.2
tkm,2004,36
tkm,2005,34.9
tkm,2006,33.9
tkm,2007,33.1
tkm,2008,32.3
tkm,2009,31.7
tkm,2010,31.1
tkm,2011,30.9
tkm,2012,30.8
tkm,2013,30.9
tkm,2014,31
tkm,2015,31.2
tkm,2016,31.7
tkm,2017,32.2
tkm,2018,32.7
tkm,2019,33.1
tls,2000,51.3
tls,2001,49.9
tls,2002,48.7
tls,2003,47.7
tls,2004,46.8
tls,2005,46.3
tls,2006,45.8
tls,2007,45.4
tls,2008,45.1
tls,2009,44.9
tls,2010,44.9
tls,2011,45
tls,2012,45.2
tls,2013,45.5
tls,2014,45.7
tls,2015,45.9
tls,2016,46
tls,2017,46.1
tls,2018,46.1
tls,2019,46.3
ton,2000,31.3
ton,2001,31.6
ton,2002,31.9
ton,2003,32.3
ton,2004,32.7
ton,2005,33.2
ton,2006,33.5
ton,2007,33.8
ton,2008,34
ton,2009,34
ton,2010,34
ton,2011,34
ton,2012,34
ton,2013,33.9
ton,2014,33.9
ton,2015,33.9
ton,2016,34
ton,2017,34
ton,2018,34
ton,2019,34
tto,2000,30.8
tto,2001,30.5
tto,2002,30.4
tto,2003,30.2
tto,2004,29.9
tto,2005,29.7
tto,2006,29.3
tto,2007,28.8
tto,2008,28.3
tto,2009,27.7
tto,2010,26.9
tto,2011,26.2
tto,2012,25.5
tto,2013,24.8
tto,2014,24.4
tto,2015,24
tto,2016,23.6
tto,2017,23.2
tto,2018,23
tto,2019,22.9
tun,2000,35.6
tun,2001,34.4
tun,2002,33.6
tun,2003,33
tun,2004,32.4
tun,2005,32
tun,2006,31.6
tun,2007,31.1
tun,2008,30.6
tun,2009,30.2
tun,2010,29.8
tun,2011,29.6
tun,2012,29.4
tun,2013,29.3
tun,2014,29.3
tun,2015,29.3
tun,2016,29.5
tun,2017,29.8
tun,2018,30.1
tun,2019,30.4
tuv,2000,48.8
tuv,2001,49.2
tuv,2002,49.7
tuv,2003,50.2
tuv,2004,50.7
tuv,2005,51.1
tuv,2006,51.3
tuv,2007,51.4
tuv,2008,51
tuv,2009,50.4
tuv,2010,49.8
tuv,2011,49.1
tuv,2012,48.3
tuv,2013,47.4
tuv,2014,46.5
tuv,2015,45.5
tuv,2016,44.7
tuv,2017,43.7
tuv,2018,42.8
tuv,2019,41.9
tza,2000,72.1
tza,2001,71.3
tza,2002,70.4
tza,2003,69.5
tza,2004,68.6
tza,2005,67.8
tza,2006,66.8
tza,2007,65.7
tza,2008,64.6
tza,2009,63.4
tza,2010,62.2
tza,2011,61
tza,2012,60.1
tza,2013,59.3
tza,2014,58.7
tza,2015,58.3
tza,2016,57.7
tza,2017,57.2
tza,2018,56.6
tza,2019,56.1
uga,2000,72.9
uga,2001,71.9
uga,2002,70.9
uga,2003,69.8
uga,2004,68.7
uga,2005,67.4
uga,2006,66
uga,2007,64.4
uga,2008,62.8
uga,2009,61.2
uga,2010,59.5
uga,2011,58.1
uga,2012,56.7
uga,2013,55.6
uga,2014,54.6
uga,2015,53.9
uga,2016,53.2
uga,2017,52.7
uga,2018,52.2
uga,2019,51.7
ukr,2000,27.8
ukr,2001,27.3
ukr,2002,26.9
ukr,2003,26.5
ukr,2004,26.1
ukr,2005,25.6
ukr,2006,25.2
ukr,2007,24.9
ukr,2008,24.6
ukr,2009,24.1
ukr,2010,23.7
ukr,2011,23.5
ukr,2012,23.4
ukr,2013,23.4
ukr,2014,23.5
ukr,2015,23.8
ukr,2016,24.1
ukr,2017,24.6
ukr,2018,25.1
ukr,2019,25.6
ury,2000,23.4
ury,2001,23.4
ury,2002,23.8
ury,2003,24.3
ury,2004,24.6
ury,2005,24.8
ury,2006,24.9
ury,2007,24.5
ury,2008,24.2
ury,2009,23.9
ury,2010,23.5
ury,2011,23.3
ury,2012,23.6
ury,2013,23.8
ury,2014,24
ury,2015,24.3
ury,2016,24.5
ury,2017,24.8
ury,2018,25
ury,2019,25.1
usa,2000,6.2
usa,2001,6.1
usa,2002,6
usa,2003,5.9
usa,2004,5.9
usa,2005,5.9
usa,2006,5.8
usa,2007,5.8
usa,2008,5.8
usa,2009,5.8
usa,2010,5.8
usa,2011,5.8
usa,2012,5.8
usa,2013,5.8
usa,2014,5.8
usa,2015,5.8
usa,2016,5.9
usa,2017,5.9
usa,2018,6
usa,2019,6.1
uzb,2000,49.3
uzb,2001,47.6
uzb,2002,46
uzb,2003,44.3
uzb,2004,42.7
uzb,2005,41.2
uzb,2006,39.5
uzb,2007,37.8
uzb,2008,36
uzb,2009,34.3
uzb,2010,32.5
uzb,2011,30.7
uzb,2012,29.1
uzb,2013,27.5
uzb,2014,26
uzb,2015,24.8
uzb,2016,23.7
uzb,2017,22.8
uzb,2018,22.2
uzb,2019,21.9
vct,2000,26.7
vct,2001,26.4
vct,2002,26.3
vct,2003,26.1
vct,2004,26
vct,2005,25.7
vct,2006,25.5
vct,2007,25.2
vct,2008,24.8
vct,2009,24.4
vct,2010,23.9
vct,2011,23.4
vct,2012,22.8
vct,2013,22.3
vct,2014,21.9
vct,2015,21.5
vct,2016,21
vct,2017,20.7
vct,2018,20.4
vct,2019,20.3
ven,2000,29.1
ven,2001,28.8
ven,2002,28.7
ven,2003,28.7
ven,2004,28.6
ven,2005,28.2
ven,2006,27.7
ven,2007,27.1
ven,2008,26.5
ven,2009,26.1
ven,2010,25.8
ven,2011,25.5
ven,2012,25.6
ven,2013,25.8
ven,2014,26.3
ven,2015,26.7
ven,2016,27
ven,2017,27.3
ven,2018,27.7
ven,2019,27.9
vnm,2000,33.6
vnm,2001,32.2
vnm,2002,30.8
vnm,2003,29.5
vnm,2004,28.2
vnm,2005,26.9
vnm,2006,25.7
vnm,2007,24.5
vnm,2008,23.4
vnm,2009,22.5
vnm,2010,21.9
vnm,2011,21.4
vnm,2012,21.2
vnm,2013,21.1
vnm,2014,21.2
vnm,2015,21.4
vnm,2016,21.6
vnm,2017,21.9
vnm,2018,22.4
vnm,2019,22.9
vut,2000,34.6
vut,2001,34.6
vut,2002,34.8
vut,2003,35.1
vut,2004,35.2
vut,2005,35.3
vut,2006,35.3
vut,2007,35.2
vut,2008,34.9
vut,2009,34.5
vut,2010,34.1
vut,2011,33.6
vut,2012,33.2
vut,2013,32.7
vut,2014,32.3
vut,2015,31.9
vut,2016,31.5
vut,2017,31.3
vut,2018,31.1
vut,2019,31
wsm,2000,33.6
wsm,2001,33.7
wsm,2002,33.9
wsm,2003,34.3
wsm,2004,34.8
wsm,2005,35.4
wsm,2006,36
wsm,2007,36.4
wsm,2008,36.6
wsm,2009,36.8
wsm,2010,36.8
wsm,2011,36.9
wsm,2012,36.8
wsm,2013,36.7
wsm,2014,36.6
wsm,2015,36.2
wsm,2016,36.1
wsm,2017,35.8
wsm,2018,35.6
wsm,2019,35.5
yem,2000,83.6
yem,2001,83.2
yem,2002,82.8
yem,2003,82.4
yem,2004,82
yem,2005,81.7
yem,2006,81.3
yem,2007,80.9
yem,2008,80.5
yem,2009,80.2
yem,2010,80
yem,2011,79.9
yem,2012,79.9
yem,2013,79.9
yem,2014,79.9
yem,2015,79.9
yem,2016,79.9
yem,2017,79.8
yem,2018,79.7
yem,2019,79.5
zaf,2000,41.3
zaf,2001,41
zaf,2002,40.7
zaf,2003,40.6
zaf,2004,40.8
zaf,2005,40.8
zaf,2006,40.9
zaf,2007,40.1
zaf,2008,38.9
zaf,2009,37.2
zaf,2010,35.6
zaf,2011,34.6
zaf,2012,34.5
zaf,2013,35.3
zaf,2014,36.6
zaf,2015,38
zaf,2016,39.6
zaf,2017,41.2
zaf,2018,42.9
zaf,2019,44.4
zmb,2000,65.6
zmb,2001,64.2
zmb,2002,62.6
zmb,2003,61.2
zmb,2004,59.9
zmb,2005,58.7
zmb,2006,57.6
zmb,2007,56.6
zmb,2008,55.8
zmb,2009,55
zmb,2010,54.3
zmb,2011,54
zmb,2012,54
zmb,2013,53.9
zmb,2014,53.9
zmb,2015,54.2
zmb,2016,54.4
zmb,2017,54.6
zmb,2018,54.9
zmb,2019,55.1
zwe,2000,41
zwe,2001,42.5
zwe,2002,44.2
zwe,2003,45.9
zwe,2004,47.5
zwe,2005,48.9
zwe,2006,50.2
zwe,2007,51
zwe,2008,51.2
zwe,2009,50.8
zwe,2010,49.8
zwe,2011,48.3
zwe,2012,46.2
zwe,2013,44.3
zwe,2014,42.8
zwe,2015,41.7
zwe,2016,40.5
zwe,2017,39.6
zwe,2018,38.5
zwe,2019,37.8
