geo,time,ne_con_prvt_pc_kd_zg
zaf,1965,0.98426
zaf,1966,2.02103
zaf,1967,1.83214
zaf,1968,4.61018
zaf,1969,4.20583
zaf,1970,3.78451
zaf,1971,1.95534
zaf,1972,1.51638
zaf,1973,4.73955
zaf,1974,2.50416
zaf,1975,0.98704
zaf,1976,-0.94588
zaf,1977,-3.27982
zaf,1978,-0.82432
zaf,1979,-0.05898
zaf,1980,5.8158
zaf,1981,4.46395
zaf,1982,-0.66998
zaf,1983,0.20294
zaf,1984,1.81015
zaf,1985,-5.93017
zaf,1986,-2.28457
zaf,1987,1.42755
zaf,1988,2.9017
zaf,1989,0.36931
zaf,1990,0.44021
zaf,1991,-2.93958
zaf,1992,-3.85412
zaf,1993,-0.58017
zaf,1994,1.62194
zaf,1995,3.69819
zaf,1996,2.48022
zaf,1997,1.46446
zaf,1998,0.1242
zaf,1999,0.23182
zaf,2000,2.68117
zaf,2001,2.12245
zaf,2002,1.87678
zaf,2003,1.58068
zaf,2004,4.95458
zaf,2005,4.82795
zaf,2006,7.41038
zaf,2007,5.15113
zaf,2008,-0.13027
zaf,2009,-3.93701
zaf,2010,2.43291
zaf,2011,3.55185
zaf,2012,2.07483
zaf,2013,0.37064
zaf,2014,-0.75895
zaf,2015,0.38273
zaf,2016,-0.88815
zaf,2017,0.62446
zaf,2018,0.4364
zaf,2019,-0.27562
zaf,2020,-6.62933
zwe,2010,5.38544
zwe,2011,0.7842
zwe,2012,21.56282
zwe,2013,-2.94506
zwe,2014,-4.24976
zwe,2015,17.11615
zwe,2016,-11.8601
zwe,2017,-0.06638
zwe,2018,-7.99457
