geo,time,ip_tmk_totl
nzl,1992,8671
nzl,1993,9162
nzl,1994,11145
nzl,1995,13007
nzl,1996,13526
nzl,1997,15727
nzl,1998,16558
nzl,1999,16576
nzl,2000,24046
nzl,2001,20614
nzl,2002,20095
nzl,2003,23219
nzl,2004,16290
nzl,2005,16833
nzl,2006,18826
nzl,2007,19610
nzl,2008,17582
nzl,2009,16190
nzl,2010,17124
nzl,2011,17748
nzl,2012,18196
nzl,2013,18906
nzl,2014,20298
nzl,2015,20727
nzl,2016,22655
nzl,2017,23345
nzl,2018,24483
nzl,2019,24449
omn,1991,1295
omn,1992,1457
omn,1993,1429
omn,1994,1638
omn,2015,8976
omn,2016,11346
omn,2017,13298
omn,2018,13450
omn,2019,13101
pak,1980,2367
pak,1981,2676
pak,1982,2687
pak,1983,2947
pak,1984,3445
pak,1986,2899
pak,1987,2992
pak,1988,2702
pak,1989,3080
pak,1990,3173
pak,1991,4686
pak,1992,4690
pak,1993,4821
pak,1994,4835
pak,1995,5425
pak,1996,5614
pak,1997,6510
pak,1998,6337
pak,1999,7762
pak,2000,8320
pak,2001,7244
pak,2002,6902
pak,2003,8471
pak,2004,13592
pak,2005,12554
pak,2006,14040
pak,2007,13985
pak,2008,14872
pak,2009,15734
pak,2011,18478
pak,2012,19665
pak,2013,20822
pak,2014,25267
pak,2015,28056
pak,2016,36126
pak,2017,38425
pak,2018,37981
pak,2019,38332
pan,1980,1677
pan,1981,1575
pan,1982,2350
pan,1983,2245
pan,1984,2116
pan,1985,2414
pan,1986,2494
pan,1987,2790
pan,1988,2395
pan,1989,2961
pan,1990,3576
pan,1991,4036
pan,1992,4707
pan,1993,4619
pan,1994,4637
pan,1995,4921
pan,1996,7851
pan,1997,6795
pan,1998,6181
pan,1999,6400
pan,2000,7587
pan,2001,6695
pan,2002,5926
pan,2003,7675
pan,2004,7353
pan,2005,8107
pan,2006,10062
pan,2007,9609
pan,2008,10716
pan,2009,8553
pan,2010,9629
pan,2011,11372
pan,2012,11846
pan,2013,9157
pan,2014,8879
pan,2015,9182
pan,2016,8929
pan,2017,7854
pan,2018,7241
pan,2019,7801
per,1980,8639
per,1986,8522
per,1987,10606
per,1988,8525
per,1989,5832
per,1990,7245
per,1991,7531
per,1992,6585
per,1993,15046
per,1994,12377
per,1995,15108
per,1996,16998
per,1997,16893
per,1998,15212
per,1999,14569
per,2000,15955
per,2001,13903
per,2002,14085
per,2003,13888
per,2004,14976
per,2005,18821
per,2006,19596
per,2007,21645
per,2008,24825
per,2009,20945
per,2010,23120
per,2011,24711
per,2012,25295
per,2013,25258
per,2014,25258
per,2015,26354
per,2016,25577
per,2017,26996
per,2018,29972
per,2019,35247
phl,1980,4829
phl,1981,4857
phl,1982,3767
phl,1983,3615
phl,1984,3123
phl,1985,3613
phl,1986,3685
phl,1987,3880
phl,1988,4066
phl,1989,4179
phl,1990,4340
phl,1991,4571
phl,1992,5548
phl,1993,6664
phl,1994,7183
phl,1995,7708
phl,1996,9283
phl,1997,10818
phl,1998,9401
phl,1999,10048
phl,2000,10623
phl,2001,9661
phl,2002,11021
phl,2003,11816
phl,2004,12142
phl,2005,12729
phl,2006,14495
phl,2007,15078
phl,2008,15847
phl,2009,15009
phl,2010,16839
phl,2011,18611
phl,2012,20816
phl,2013,23042
phl,2014,26018
phl,2015,26337
phl,2016,32795
phl,2017,31156
phl,2018,35272
phl,2019,37842
png,1985,280
png,1986,243
png,1987,286
png,1988,320
png,1989,342
png,1990,253
png,1991,335
png,1992,367
png,1993,438
png,1994,524
png,1995,710
png,1996,723
png,2000,935
png,2001,536
png,2002,460
png,2003,399
png,2004,467
png,2005,517
png,2006,660
png,2007,612
png,2012,999
png,2013,969
png,2014,913
png,2015,971
png,2016,861
pol,1980,741
pol,1981,697
pol,1982,634
pol,1983,736
pol,1984,855
pol,1985,910
pol,1986,865
pol,1987,1019
pol,1988,1637
pol,1989,2050
pol,1990,6108
pol,1991,12162
pol,1992,18082
pol,1993,16121
pol,1994,20332
pol,1995,19898
pol,1996,20275
pol,1997,21380
pol,1998,22766
pol,1999,24207
pol,2000,27860
pol,2001,24724
pol,2002,23144
pol,2003,24133
pol,2004,22184
pol,2005,20373
pol,2006,20504
pol,2007,19818
pol,2008,20127
pol,2009,17286
pol,2010,17986
pol,2011,17933
pol,2012,16843
pol,2013,17095
pol,2014,16422
pol,2015,15467
pol,2016,16995
pol,2017,17127
pol,2018,16105
pol,2019,16573
prk,1985,8536
prk,1986,7901
prk,1987,7900
prk,1988,5066
prk,1989,3961
prk,1990,13767
prk,1991,15834
prk,1992,16344
prt,1980,4308
prt,1981,4590
prt,1982,3995
prt,1983,3729
prt,1984,4057
prt,1985,8495
prt,1986,10629
prt,1987,11047
prt,1988,15606
prt,1989,17920
prt,1990,19110
prt,1991,18819
prt,1992,18979
prt,1993,18388
prt,1994,19256
prt,1995,18223
prt,1996,13938
prt,1997,14825
prt,1998,12253
prt,1999,15288
prt,2000,18571
prt,2001,16306
prt,2002,14334
prt,2003,14785
prt,2004,15071
prt,2005,14382
prt,2006,17104
prt,2007,20005
prt,2008,19852
prt,2009,18717
prt,2010,19452
prt,2011,18349
prt,2012,16662
prt,2013,16981
prt,2014,19668
prt,2015,18509
prt,2016,18695
prt,2017,20408
prt,2018,21328
prt,2019,21510
pry,1981,2703
pry,1982,3876
pry,1983,3421
pry,1984,2365
pry,1985,2854
pry,1988,5406
pry,1989,7903
pry,1992,9846
pry,1993,9419
pry,2000,13953
pry,2001,12301
pry,2002,11696
pry,2003,12620
pry,2004,13907
pry,2005,15664
pry,2006,14860
pry,2007,16719
pry,2008,20032
pry,2009,18435
pry,2010,22102
pry,2018,17459
qat,1981,3489
qat,1982,739
qat,1983,646
qat,1984,752
qat,1985,542
qat,1986,484
qat,1987,606
qat,1988,707
qat,1989,721
qat,2011,7043
qat,2012,6773
qat,2013,7979
qat,2014,7608
qat,2017,8124
qat,2019,8372
rou,1980,555
rou,1981,327
rou,1982,372
rou,1983,420
rou,1984,386
rou,1985,2134
rou,1986,2324
rou,1987,2512
rou,1988,2933
rou,1989,3327
rou,1990,5181
rou,1991,6169
rou,1992,5710
rou,1993,5625
rou,1994,7455
rou,1995,8331
rou,1996,8398
rou,1997,10218
rou,1998,10287
rou,1999,8603
rou,2000,11238
rou,2001,11916
rou,2002,12168
rou,2003,13780
rou,2004,17871
rou,2005,20072
rou,2006,21299
rou,2007,16302
rou,2008,14967
rou,2009,12465
rou,2010,11811
rou,2011,11229
rou,2012,10336
rou,2013,11468
rou,2014,10489
rou,2015,10041
rou,2016,10318
rou,2017,9930
rou,2018,10523
rou,2019,10913
rus,1992,19850
rus,1993,25592
rus,1994,22871
rus,1995,20578
rus,1996,23527
rus,1997,26826
rus,1998,27674
rus,1999,28339
rus,2000,42840
rus,2001,52287
rus,2002,43115
rus,2003,34886
rus,2004,41345
rus,2005,45945
rus,2006,50926
rus,2007,56187
rus,2008,55632
rus,2009,47539
rus,2010,56070
rus,2011,58334
rus,2012,62208
rus,2013,63018
rus,2014,60548
rus,2015,58631
rus,2016,65862
rus,2017,71796
rus,2018,75124
rus,2019,85040
rwa,1980,88
rwa,1981,62
rwa,1982,108
rwa,1983,86
rwa,1984,125
rwa,1985,78
rwa,1987,75
rwa,1988,144
rwa,1989,81
rwa,1990,85
rwa,1991,73
rwa,1992,68
rwa,1994,45
rwa,1998,140
rwa,1999,129
rwa,2000,126
rwa,2001,202
rwa,2002,147
rwa,2003,207
rwa,2004,285
rwa,2005,208
rwa,2006,280
rwa,2007,238
rwa,2012,517
rwa,2014,1224
rwa,2015,1338
rwa,2016,1230
rwa,2017,1593
rwa,2018,1722
rwa,2019,1641
sau,1989,2339
sau,2014,15657
sau,2015,18254
sau,2017,33325
sau,2018,31892
sau,2019,37669
sdn,1980,584
sdn,1982,462
sdn,1984,505
sdn,1985,1421
sdn,1998,2071
sdn,1999,2259
sdn,2000,2382
sdn,2001,1838
sdn,2002,1759
sdn,2003,1704
sdn,2004,1840
sdn,2005,2074
sdn,2006,2591
sdn,2007,2655
sdn,2008,2510
sdn,2009,2363
sdn,2010,2950
sdn,2011,2799
sdn,2012,2619
sdn,2013,2401
sdn,2014,3840
sdn,2015,3250
sdn,2016,3250
sdn,2017,3523
sdn,2018,3747
sdn,2019,3425
sgp,1980,5573
sgp,1981,5876
sgp,1983,6658
sgp,1984,6591
sgp,1986,5980
sgp,1989,8816
sgp,1990,8791
sgp,1991,11266
sgp,1992,9999
sgp,1993,10311
sgp,1994,11349
sgp,1995,12577
sgp,1996,13899
sgp,1997,15873
sgp,1998,13021
sgp,1999,15753
sgp,2000,22616
sgp,2001,16709
sgp,2002,14841
sgp,2003,16401
sgp,2004,18929
sgp,2005,20522
sgp,2006,20875
sgp,2007,22951
sgp,2008,17069
sgp,2009,14603
sgp,2010,16929
sgp,2011,18202
sgp,2012,19265
sgp,2013,20033
sgp,2014,21297
sgp,2015,21380
sgp,2016,22758
sgp,2017,24154
sgp,2018,25970
sgp,2019,26550
slb,1983,24
slb,1984,37
slb,1985,39
slb,1986,59
slb,1987,12
slb,1988,51
slb,1989,38
sle,1980,248
sle,1981,252
sle,1982,177
sle,1984,160
sle,1995,212
sle,2012,1057
sle,2013,1056
sle,2014,1245
sle,2016,1158
sle,2017,1452
sle,2018,1973
sle,2019,1326
slv,1980,1315
slv,1981,1261
slv,1982,1385
slv,1983,1660
slv,1984,1463
slv,1989,1409
slv,1990,2973
slv,1991,3400
slv,1992,3749
slv,1993,4142
slv,1994,4405
slv,1995,3777
slv,1997,5388
slv,2012,7496
slv,2013,7524
slv,2014,7036
slv,2015,11449
slv,2016,10620
slv,2017,9082
slv,2018,10630
slv,2019,8121
smr,1999,2177
smr,2000,2640
smr,2001,2148
smr,2002,1876
smr,2003,1833
smr,2004,1648
smr,2005,1465
smr,2006,1563
smr,2007,1727
smr,2008,1825
smr,2009,1266
smr,2010,1310
smr,2011,1278
smr,2013,1124
smr,2014,1142
smr,2015,1261
smr,2016,1342
smr,2017,1294
smr,2018,1337
smr,2019,1286
som,1983,150
som,1984,73
srb,2006,5922
srb,2007,9583
srb,2008,8675
srb,2009,6461
srb,2010,6595
srb,2011,6390
srb,2012,6075
srb,2013,6446
srb,2014,6091
srb,2015,6026
srb,2016,6124
srb,2017,6182
srb,2018,6394
srb,2019,6093
stp,2005,211
stp,2006,156
stp,2007,128
stp,2008,135
stp,2009,520
stp,2010,470
stp,2011,510
stp,2012,571
stp,2013,496
stp,2014,601
stp,2015,660
stp,2016,712
stp,2017,707
stp,2018,729
stp,2019,613
sur,1981,357
sur,1982,331
sur,1996,1531
sur,2001,534
sur,2002,448
sur,2003,423
sur,2004,489
sur,2005,561
sur,2006,669
sur,2007,570
sur,2008,472
sur,2009,603
sur,2010,583
sur,2011,680
sur,2012,780
sur,2013,701
sur,2014,725
sur,2015,686
sur,2016,636
sur,2017,643
sur,2018,546
svk,1993,7732
svk,1994,8703
svk,1995,9317
svk,1996,8764
svk,1997,9856
svk,1998,9538
svk,1999,9417
svk,2000,11156
svk,2001,10488
svk,2002,9673
svk,2003,10326
svk,2004,9405
svk,2005,7939
svk,2006,7423
svk,2007,7362
svk,2008,6977
svk,2009,4982
svk,2010,4868
svk,2011,4850
svk,2012,4607
svk,2013,4803
svk,2014,4613
svk,2015,4538
svk,2016,4410
svk,2017,4344
svk,2018,4089
svk,2019,4068
svn,1992,1618
svn,1993,5066
svn,1994,5914
svn,1995,6087
svn,1996,6224
svn,1997,7099
svn,1998,7098
svn,1999,6988
svn,2000,8345
svn,2001,7782
svn,2002,7275
svn,2003,7870
svn,2004,6928
svn,2005,5439
svn,2006,5205
svn,2007,5056
svn,2008,4795
svn,2009,3629
svn,2010,3779
svn,2011,3437
svn,2018,2703
swe,1980,6926
swe,1981,7067
swe,1982,7926
swe,1983,8816
swe,1984,9562
swe,1985,9643
swe,1986,10121
swe,1987,10466
swe,1988,11363
swe,1989,12225
swe,1990,11920
swe,1991,11159
swe,1992,11438
swe,1993,12393
swe,1994,13528
swe,1995,15012
swe,1996,13425
swe,1997,14468
swe,1998,14815
swe,1999,15146
swe,2000,16424
swe,2001,14360
swe,2002,13762
swe,2003,13070
swe,2004,13904
swe,2005,13688
swe,2006,13585
swe,2007,14564
swe,2008,14491
swe,2009,12335
swe,2010,12419
swe,2011,11802
swe,2012,11128
swe,2013,10360
swe,2014,9861
swe,2015,10136
swe,2016,10510
swe,2017,10643
swe,2018,9213
swe,2019,9721
swz,1980,552
swz,1983,510
swz,1984,881
swz,1985,492
swz,1989,565
swz,1992,616
swz,2011,1163
swz,2012,1260
swz,2013,1118
swz,2014,1195
swz,2015,1182
sxm,2011,922
sxm,2012,815
sxm,2013,821
sxm,2014,853
syc,1980,147
syc,1981,208
syc,1982,83
syc,1983,117
syc,1984,144
syc,1985,213
syc,1987,107
syc,1988,98
syc,1989,125
syc,1990,198
syc,1991,187
syc,1992,118
syc,1995,285
syc,1996,374
syc,2003,212
syc,2011,91
syc,2013,106
syc,2016,524
syc,2017,537
syc,2018,757
syc,2019,645
syr,1980,1200
syr,1981,709
syr,1982,762
syr,1990,2509
syr,1991,2838
syr,1992,3140
syr,1993,3071
syr,1994,3524
syr,1995,2931
syr,1996,2918
syr,1997,3740
syr,1998,4161
syr,1999,3956
syr,2000,4341
syr,2001,3794
syr,2002,4745
syr,2003,5548
syr,2004,5752
syr,2005,6658
syr,2006,7241
syr,2007,7478
syr,2008,5458
syr,2009,3724
syr,2015,11394
syr,2016,8761
syr,2017,15830
syr,2018,12144
syr,2019,11742
tha,1980,5319
tha,1981,5849
tha,1982,6744
tha,1983,7996
tha,1984,8254
tha,1985,7878
tha,1986,9270
tha,1987,10610
tha,1988,12505
tha,1989,12713
tha,1990,12863
tha,1991,12338
tha,1992,13378
tha,1993,15463
tha,1994,15869
tha,1995,17459
tha,1996,19076
tha,1997,19909
tha,1998,18419
tha,1999,22439
tha,2000,27055
tha,2001,26119
tha,2002,30109
tha,2003,33049
tha,2004,36968
tha,2005,36423
tha,2006,33947
tha,2007,33564
tha,2008,35422
tha,2009,36087
tha,2010,37656
tha,2011,38950
tha,2012,44963
tha,2013,46097
tha,2014,45661
tha,2015,52344
tha,2016,51614
tha,2017,43329
tha,2018,54127
tha,2019,47399
tjk,1994,3301
tjk,1995,2837
tjk,1996,2228
tjk,1997,2492
tjk,1998,2509
tjk,1999,2021
tjk,2000,2193
tjk,2001,2022
tjk,2002,1670
tjk,2003,1744
tjk,2004,2000
tjk,2005,1998
tjk,2006,2285
tjk,2007,2865
tjk,2008,2634
tjk,2009,2135
tjk,2010,2035
tjk,2011,2726
tjk,2012,2710
tjk,2013,2680
tjk,2015,2532
tjk,2016,2278
tjk,2019,2828
tkm,1996,1176
tkm,1997,952
tkm,1998,815
tkm,1999,826
tkm,2000,1725
tkm,2001,1907
tkm,2002,1766
tkm,2003,1893
tkm,2004,2213
tkm,2005,2266
tkm,2006,2540
ton,1980,31
ton,1981,17
ton,1982,38
ton,1984,39
ton,1989,45
ton,1990,47
ton,1991,56
ton,1993,45
ton,1994,73
ton,1995,45
ton,2002,106
ton,2016,170
ton,2017,185
ton,2018,546
tto,1980,713
tto,1982,704
tto,1993,957
tto,1994,1107
tto,1995,1525
tto,1996,1395
tto,1997,1699
tto,1998,1214
tto,1999,1196
tto,2000,2120
tto,2002,1657
tto,2012,1544
tto,2013,1442
tto,2014,1478
tto,2015,1676
tto,2016,1399
tto,2017,1328
tto,2018,1340
tto,2019,1275
tun,1980,801
tun,1981,928
tun,1983,359
tun,1984,480
tun,1985,2666
tun,1986,2925
tun,1989,1374
tun,1990,1432
tun,1991,1565
tun,1993,1966
tun,1994,2092
tun,1995,2526
tun,1996,2884
tun,1997,2718
tun,1998,2873
tun,1999,3122
tun,2000,3384
tun,2001,3293
tun,2002,3186
tun,2003,3158
tun,2004,3743
tun,2005,3864
tun,2006,4897
tun,2007,4706
tun,2008,4475
tun,2011,3906
tun,2012,4110
tun,2013,4574
tun,2014,5631
tun,2015,5449
tun,2016,5936
tun,2017,6047
tur,1980,4129
tur,1981,3313
tur,1982,4098
tur,1984,4876
tur,1985,5807
tur,1986,6369
tur,1987,6559
tur,1988,6898
tur,1989,9420
tur,1990,11343
tur,1991,11450
tur,1992,12022
tur,1993,14850
tur,1994,14402
tur,1995,16194
tur,1996,20662
tur,1997,21101
tur,1998,19793
tur,1999,24848
tur,2000,29477
tur,2001,27918
tur,2002,35616
tur,2003,38029
tur,2004,47535
tur,2005,59521
tur,2006,65703
tur,2007,70788
tur,2008,73139
tur,2009,70335
tur,2010,84609
tur,2011,116631
tur,2012,110602
tur,2013,107215
tur,2014,111233
tur,2015,109577
tur,2016,108336
tur,2017,119308
tur,2018,119620
tur,2019,133330
tuv,1990,54
tza,1980,386
tza,1982,281
tza,1988,332
tza,1989,377
tza,1998,474
tza,1999,713
tza,2000,641
tza,2001,486
tza,2002,478
tza,2003,452
tza,2004,408
tza,2005,325
tza,2006,516
tza,2007,556
tza,2018,3427
uga,1980,258
uga,1981,215
uga,1982,211
uga,1983,97
uga,1984,156
uga,1985,153
uga,1987,139
uga,1988,158
uga,1989,98
uga,1990,158
uga,1991,159
uga,1992,249
uga,2000,896
uga,2001,581
uga,2002,838
uga,2003,838
uga,2004,1030
uga,2005,1058
uga,2006,1104
uga,2007,1103
uga,2008,1429
uga,2009,1183
uga,2010,2053
uga,2011,3050
uga,2012,2306
uga,2013,2079
uga,2014,2666
uga,2015,2815
uga,2016,3044
uga,2017,1474
uga,2018,1506
ukr,1992,1223
ukr,1993,5793
ukr,1994,6783
ukr,1995,7457
ukr,1996,7048
ukr,1997,8816
ukr,1998,9990
ukr,1999,9023
ukr,2000,11167
ukr,2001,13688
ukr,2002,16349
ukr,2003,19599
ukr,2004,20667
ukr,2005,23553
ukr,2006,28592
ukr,2007,32654
ukr,2008,31774
ukr,2009,25109
ukr,2010,28307
ukr,2011,29353
ukr,2012,31261
ukr,2013,33358
ukr,2014,26382
ukr,2015,31003
ukr,2016,36090
ukr,2017,36834
ukr,2018,38031
ukr,2019,40799
ury,1981,5796
ury,1982,4752
ury,1983,3575
ury,1984,4765
ury,1985,5443
ury,1986,7736
ury,1987,4341
ury,1988,4056
ury,1989,4327
ury,1990,5251
ury,1991,7809
ury,1992,10185
ury,1993,9136
ury,1994,9307
ury,1995,9476
ury,1996,9811
ury,1997,11192
ury,1998,11292
ury,1999,11319
ury,2000,15698
ury,2001,14904
ury,2002,12272
ury,2003,11035
ury,2004,12908
ury,2005,12764
ury,2006,12216
ury,2007,12795
ury,2008,11501
ury,2009,9603
ury,2010,5730
ury,2011,6302
ury,2012,5843
ury,2013,6021
ury,2014,5836
ury,2015,5571
ury,2016,5176
ury,2017,5545
ury,2018,5393
ury,2019,5480
usa,1980,46837
usa,1981,52509
usa,1982,63745
usa,1983,55545
usa,1984,62600
usa,1985,65100
usa,1986,69253
usa,1987,71292
usa,1988,78345
usa,1989,94401
usa,1990,127346
usa,1991,123319
usa,1992,127837
usa,1993,150419
usa,1994,161055
usa,1995,188850
usa,1996,212510
usa,1997,234610
usa,1998,246611
usa,1999,260761
usa,2000,292464
usa,2001,216309
usa,2002,212637
usa,2003,221739
usa,2004,250366
usa,2005,263677
usa,2006,276110
usa,2007,303501
usa,2008,292726
usa,2009,265943
usa,2010,281461
usa,2011,305209
usa,2012,313325
usa,2013,323340
usa,2014,342578
usa,2015,374976
usa,2016,393242
usa,2017,448214
usa,2018,464833
usa,2019,492729
uzb,1993,3918
uzb,1994,2777
uzb,1995,4575
uzb,1996,3576
uzb,1997,3546
uzb,1998,3561
uzb,1999,2983
uzb,2000,3227
uzb,2001,3161
uzb,2002,2830
uzb,2003,2666
uzb,2004,3005
uzb,2005,2885
uzb,2006,3548
uzb,2007,5093
uzb,2008,4362
uzb,2009,4096
uzb,2010,4526
uzb,2011,4747
uzb,2012,5096
uzb,2013,4626
uzb,2014,4818
uzb,2015,5095
uzb,2016,5206
uzb,2017,5923
uzb,2018,6104
uzb,2019,6833
vct,1996,124
vct,2013,320
vct,2014,273
vct,2015,244
vct,2017,246
vct,2018,196
vct,2019,187
ven,1980,10109
ven,1981,11856
ven,1982,10981
ven,1983,11904
ven,1984,13025
ven,1985,16500
ven,1986,18268
ven,1987,19350
ven,1989,19465
ven,1990,21770
ven,1991,26370
ven,1992,26890
ven,1993,22835
ven,1994,8965
ven,1996,22308
ven,1997,21801
ven,2000,23703
ven,2002,19431
ven,2003,19242
ven,2004,22927
ven,2005,29297
ven,2006,30162
ven,2007,30098
ven,2008,25046
ven,2009,21704
ven,2010,21348
ven,2011,24222
ven,2012,27018
ven,2013,24717
ven,2014,20755
ven,2015,19546
ven,2016,21623
ven,2017,22439
vnm,1983,625
vnm,1984,3359
vnm,1985,3266
vnm,1986,1531
vnm,1988,1710
vnm,1989,2098
vnm,1990,3191
vnm,1991,4074
vnm,1992,6335
vnm,1993,8113
vnm,1994,6276
vnm,1995,8115
vnm,1996,7906
vnm,1997,7397
vnm,1998,6124
vnm,1999,6261
vnm,2000,8098
vnm,2001,8412
vnm,2002,10641
vnm,2003,14021
vnm,2004,17140
vnm,2005,20131
vnm,2006,25801
vnm,2007,30993
vnm,2008,31737
vnm,2009,32151
vnm,2010,31814
vnm,2011,32001
vnm,2012,33763
vnm,2013,35628
vnm,2014,38318
vnm,2015,42567
vnm,2016,48931
vnm,2017,50736
vnm,2018,54437
vnm,2019,62102
wsm,1980,55
wsm,1981,66
wsm,1984,85
wsm,1985,90
wsm,1991,99
wsm,1993,105
wsm,1995,144
wsm,1996,179
wsm,1999,183
wsm,2003,124
wsm,2004,133
wsm,2006,248
wsm,2007,159
wsm,2012,228
wsm,2014,139
wsm,2015,201
wsm,2016,127
wsm,2017,140
wsm,2018,151
wsm,2019,481
yem,1981,92
yem,1998,2011
yem,1999,1561
yem,2000,1943
yem,2001,1757
yem,2002,1934
yem,2003,2088
yem,2004,2381
yem,2005,2590
yem,2006,3604
yem,2007,4375
yem,2008,4518
yem,2009,3730
yem,2010,4165
yem,2011,3233
yem,2012,4951
yem,2013,3797
yem,2014,4595
yem,2015,3292
yem,2016,4403
yem,2017,4713
yem,2018,5799
yem,2019,5690
zaf,1980,8582
zaf,1981,9891
zaf,1982,10008
zaf,1983,8290
zaf,1984,9206
zaf,1986,8659
zaf,1987,10583
zaf,1988,10457
zaf,1989,9661
zaf,1990,10873
zaf,1991,10600
zaf,1992,10991
zaf,1993,14179
zaf,1994,14063
zaf,1995,17087
zaf,1996,18504
zaf,1997,20336
zaf,1998,23600
zaf,1999,23938
zaf,2000,25678
zaf,2001,21901
zaf,2002,20367
zaf,2003,22768
zaf,2004,23826
zaf,2005,27835
zaf,2006,31795
zaf,2007,35001
zaf,2008,29907
zaf,2009,26621
zaf,2010,30549
zaf,2011,33484
zaf,2012,34604
zaf,2013,36070
zaf,2014,35418
zaf,2015,36920
zaf,2016,37788
zaf,2017,37718
zaf,2018,38362
zaf,2019,37371
zmb,1980,454
zmb,1981,404
zmb,1982,309
zmb,1983,316
zmb,1984,312
zmb,1985,261
zmb,1986,235
zmb,1987,254
zmb,1988,264
zmb,1989,325
zmb,1990,325
zmb,1991,472
zmb,1992,420
zmb,1993,460
zmb,1995,801
zmb,1996,753
zmb,1998,823
zmb,1999,959
zmb,2001,859
zmb,2002,1299
zmb,2003,1338
zmb,2004,1660
zmb,2005,1765
zmb,2006,1893
zmb,2007,1756
zmb,2008,1948
zmb,2009,1787
zmb,2010,2936
zmb,2011,2016
zmb,2012,2548
zmb,2013,2756
zmb,2014,2644
zmb,2015,2558
zmb,2016,2739
zmb,2017,3148
zmb,2018,3133
zmb,2019,3040
zwe,1980,1451
zwe,1981,1108
zwe,1982,949
zwe,1983,595
zwe,1984,688
zwe,1985,710
zwe,1986,845
zwe,1987,760
zwe,1988,832
zwe,1989,1065
zwe,1990,1107
zwe,1991,1255
zwe,1992,1258
zwe,1993,1229
zwe,1994,1866
zwe,1995,1926
zwe,1996,2190
zwe,1999,1
zwe,2001,1
zwe,2012,1877
zwe,2013,1574
zwe,2014,1992
zwe,2015,1975
zwe,2016,2021
zwe,2017,2155
zwe,2018,2283
zwe,2019,2181
