geo,time,gc_xpn_trft_cn
per,2019,72903117910.2198
phl,1990,7310000000
phl,1991,9781000000
phl,1992,20175000000
phl,1993,34716000000
phl,2000,108900000000
phl,2001,128244000000
phl,2002,148100000000
phl,2003,159580000000
phl,2004,159520000000
phl,2005,169240000000
phl,2006,188510000000
phl,2007,221048000000
phl,2008,244104000000
phl,2009,282084000000
phl,2010,300557000000
phl,2011,368819000000
phl,2012,340959000000
phl,2013,383584000000
phl,2014,424675000000
phl,2015,465572000000
phl,2016,552966000000
phl,2017,661238000000
phl,2018,712302000000
phl,2019,819520000000
plw,2008,10356675
plw,2009,9657146
plw,2010,9637150
plw,2011,9322887
plw,2012,9665713
plw,2013,11019613
plw,2014,11759928
plw,2015,14876458
plw,2016,19088877
plw,2017,16396379
plw,2018,14521014
plw,2019,30305000
png,1990,187880000
png,1991,272010000
png,1992,253230000
png,1993,291470000
png,1994,506517000
png,1995,387675000
png,1996,356053000
png,1997,436422000
png,1998,545020000
png,1999,655620000
png,2000,700659000
png,2001,618298000
png,2002,422281000
png,2014,6862000000
png,2015,6165537435.0287
png,2016,5740705859.12618
png,2017,5014733948.13586
png,2018,6104426993.49316
png,2019,6075485775.63551
pol,1984,114400000
pol,1985,145380000
pol,1986,190690000
pol,1987,223490000
pol,1988,444400000
pol,1994,57083000000
pol,1995,64459000000
pol,1996,80369000000
pol,1997,96498000000
pol,1998,106808000000
pol,1999,124341000000
pol,2000,133415000000
pol,2001,146358000000
pol,2002,151515000000
pol,2003,157801000000
pol,2004,166676000000
pol,2005,168255000000
pol,2006,176925000000
pol,2007,184585000000
pol,2008,201717000000
pol,2009,222694000000
pol,2010,234145000000
pol,2011,238798000000
pol,2012,251164000000
pol,2013,263489000000
pol,2014,271567200000
pol,2015,280039000000
pol,2016,289000000000
pol,2017,300436000000
pol,2018,315541000000
pol,2019,349769000000
prt,1978,201015552.51843
prt,1979,213984297.8422
prt,1980,339681367.90335
prt,1981,464380842.17037
prt,1982,493809918.09738
prt,1983,551171676.26021
prt,1984,669885575.76241
prt,1985,1400624494.96713
prt,1986,1416586027.67331
prt,1987,925454654.28318
prt,1988,960649833.9003
prt,1989,842469648.14796
prt,1990,6594108199.23983
prt,1991,8086012709.37041
prt,1992,9113037579.43357
prt,1993,10590476950.5492
prt,1994,12144731197.8133
prt,1995,11515592000
prt,1996,12634727000
prt,1997,13375439000
prt,1998,14935572000
prt,1999,16275303000
prt,2000,17746548000
prt,2001,19269066000
prt,2002,20758119000
prt,2003,23250949000
prt,2004,24523457000
prt,2005,26513969000
prt,2006,27311371000
prt,2007,28441761000
prt,2008,29726299000
prt,2009,32898627000
prt,2010,33580158000
prt,2011,33339093000
prt,2012,33006696000
prt,2013,34574725000
prt,2014,34262574000
prt,2015,34738688000
prt,2016,35027214000
prt,2017,35424518000
prt,2018,36547670000
prt,2019,37973977000
pry,2005,2033800000000
pry,2006,2243400000000
pry,2007,2556189880475.6001
pry,2008,2685480875100.1001
pry,2009,3237311602914
pry,2010,3424245902211
pry,2011,4088296282483.2998
pry,2012,5231773466825
pry,2013,6336822523415
pry,2014,6343722116131
pry,2015,8216412528921
pry,2016,9124886446119
pry,2017,7588247128461
pry,2018,10881026558966
pry,2019,11352351925779
rou,1990,16540000
rou,1991,41840000
rou,1992,141658000
rou,1993,343894000
rou,1994,776316000
rou,1995,985800000
rou,1996,1468000000
rou,1997,3128700000
rou,1998,4573400000
rou,1999,6730500000
rou,2000,9376800000
rou,2001,12746200000
rou,2002,15696400000
rou,2003,19173800000
rou,2004,26530900000
rou,2005,30867200000
rou,2006,37072700000
rou,2007,43720900000
rou,2008,58191600000
rou,2009,67314700000
rou,2010,73057500000
rou,2011,74067800000
rou,2012,70990900000
rou,2013,72962100000
rou,2014,74684000000
rou,2015,79109500000
rou,2016,84413300000
rou,2017,96110900000
rou,2018,105379800000
rou,2019,123451000000
rus,1999,473549000000
rus,2000,631019000000
rus,2001,975243000000
rus,2002,1323027000000
rus,2003,1674880813123.43994
rus,2004,1691925259800
rus,2005,2279912000000
rus,2006,2886900000000
rus,2007,4038500000000
rus,2008,5251000000000
rus,2009,7731700000000
rus,2010,7673100000000
rus,2011,8398300000000
rus,2012,9794900000000
rus,2013,10989100000000
rus,2014,13858427608700.40039
rus,2015,17545126704057.69922
rus,2016,18917170000000
rus,2017,19922922000000
rus,2018,20684850000000
rus,2019,22410521000000
rwa,1990,4192000000
rwa,1991,1017000000
rwa,1992,1864000000
rwa,2014,360821224568
rwa,2015,381742048528
rwa,2016,463937596258
rwa,2017,488107677364
rwa,2018,544867059766
rwa,2019,676021438399
sau,2010,34045000000
sau,2011,51839000000
sau,2012,137135111809.34
sau,2013,76501000000
sau,2014,97543000000
sau,2015,83737000000
sau,2016,53443157952.2
sau,2017,59067700000
sau,2018,74937000000
sau,2019,117916436572.86
sdn,1998,154310000
sdn,1999,162820000
sdn,2009,9680300000
sdn,2010,11656300000
sdn,2012,5731400000
sdn,2013,7528400000
sdn,2014,12150700000
sdn,2015,12876300000
sdn,2016,15583800000
sen,2015,414727352932
sen,2016,338389758378.95898
sen,2017,245195966500
sen,2018,343928762892
sgp,1988,0
sgp,1989,0
sgp,1990,2816000000
sgp,1991,3958000000
sgp,1992,4014000000
sgp,1993,4433000000
sgp,1994,1188000000
sgp,1995,2208000000
sgp,1996,8386000000
sgp,1997,5581000000
sgp,1998,7277000000
sgp,1999,6107000000
sgp,2000,9310000000
sgp,2001,4327000000
sgp,2002,3909000000
sgp,2003,4367000000
sgp,2004,4247000000
sgp,2005,2191000000
sgp,2006,1922000000
sgp,2007,107000000
sgp,2008,119000000
sgp,2009,137000000
sgp,2010,135700000
sgp,2011,104800000
sgp,2012,109500000
sgp,2013,171300000
sgp,2014,122700000
sgp,2015,174800000
sgp,2016,15107339611.39
sgp,2017,15520900000
sgp,2018,16353992240.37
sgp,2019,16618832988.919
slb,2011,126578338.47
slb,2012,170544890.23
slb,2013,249320368.77
slb,2014,223225867.6
slb,2015,288982993.59
slb,2016,217610837.61
slb,2017,211534108.31
slb,2018,293594388.8
slb,2019,171726464.33
slb,2020,205589075.1
slv,1998,215300000
slv,1999,184680000
slv,2000,171460000
slv,2001,821100000
slv,2002,80600000
slv,2003,95800000
slv,2004,126500000
slv,2005,740000000
slv,2006,839500000
slv,2007,731200000
slv,2008,866200000
slv,2009,955000000
slv,2010,1000700000
slv,2011,1256720500
slv,2012,1194833138.51
slv,2013,741200000
slv,2014,1425289537.96231
slv,2015,1518928730.35001
slv,2016,1211531249.68
slv,2017,1205710602.84
slv,2018,1141700000
slv,2019,1313000000
smr,1995,155500000000
smr,2002,126982000
smr,2003,146417141.1
smr,2004,152589418.46
smr,2005,149186141.27
smr,2006,144235685.15
smr,2007,162950690.48
smr,2008,156548896.79
smr,2009,172904519.16
smr,2010,177350443.9
smr,2011,184893003.58
smr,2012,197946594
smr,2013,232535484.03
smr,2014,236627238.68
smr,2015,244304790.33
smr,2016,250803973.04
smr,2017,242076124
smr,2018,281438602
smr,2019,255407017
som,2017,19216415.83
som,2018,30535498.58
som,2019,45017013.78
srb,2007,477714700000
srb,2008,598162981000
srb,2009,629843400000
srb,2010,690564800000
srb,2011,728101638543.09985
srb,2012,786726562507
srb,2013,1122463497328.78003
srb,2014,1160438748136.44995
srb,2015,1152524696776.03003
srb,2016,1129286946977.69995
srb,2017,1141041245622.81006
srb,2018,1187731915350.84009
srb,2019,1282068613657.78003
svk,1995,3655184000
svk,1996,4376220000
svk,1997,4821548000
svk,1998,4912204000
svk,1999,5450444000
svk,2000,5744540000
svk,2001,6160326000
svk,2002,6633851000
svk,2003,6912211000
svk,2004,7990915000
svk,2005,8989386000
svk,2006,9716584000
svk,2007,10642917000
svk,2008,11916713000
svk,2009,13054017000
svk,2010,13846168000
svk,2011,13811340000
svk,2012,14451264000
svk,2013,14976889000
svk,2014,15221838000
svk,2015,15562713000
svk,2016,16055774000
svk,2017,16329970000
svk,2018,16925107000
svk,2019,18042349000
svn,1992,862961108.32916
svn,1993,1251043231.51394
svn,1994,1605741946.25271
svn,1995,2104687000
svn,1996,2364063000
svn,1997,2756282000
svn,1998,3075179000
svn,1999,3424644000
svn,2000,3848513000
svn,2001,4287911000
svn,2002,4821248000
svn,2003,5248403000
svn,2004,5474353000
svn,2005,5725569000
svn,2006,6024165000
svn,2007,6330436000
svn,2008,6925409000
svn,2009,7448782000
svn,2010,7695238000
svn,2011,7697901000
svn,2012,7429157000
svn,2013,7464124000
svn,2014,7397324000
svn,2015,7488844000
svn,2016,7523538000
svn,2017,7798794000
svn,2018,8056561000
svn,2019,8434588000
swe,1983,24740000000
swe,1984,26870000000
swe,1987,29520000000
swe,1988,27350000000
swe,1989,29190000000
swe,1990,398630000000
swe,1991,452170000000
swe,1992,496280000000
swe,1993,546180000000
swe,1994,527970000000
swe,1995,502165000000
swe,1996,471938000000
swe,1997,466920000000
swe,1998,489019000000
swe,1999,503911000000
swe,2000,510094000000
swe,2001,529466000000
swe,2002,553812000000
swe,2003,591659000000
swe,2004,604307000000
swe,2005,638348000000
swe,2006,663370000000
swe,2007,701365000000
swe,2008,740918000000
swe,2009,785342000000
swe,2010,836012000000
swe,2011,845503000000
swe,2012,872263000000
swe,2013,918736000000
swe,2014,951336000000
swe,2015,991470000000
swe,2016,1021980000000
swe,2017,1067396000000
swe,2018,1112721000000
swe,2019,1141761000000
syc,1985,48100000
syc,1986,78800000
syc,1987,40100000
syc,1988,52000000
syc,1989,88100000
syc,1993,234700000
syc,1994,229500000
syc,1995,250300000
syc,1996,366700000
syc,1997,365500000
syc,1998,373600000
syc,1999,389200000
syc,2000,329800000
syc,2005,143113950.9
syc,2006,220400000
syc,2007,394651603.59
syc,2008,343468716.65
syc,2009,219590130.6
syc,2010,532773993.08
syc,2011,493678156.47
syc,2012,412380050.98
syc,2013,620257890.69
syc,2014,669908314.73
syc,2015,1990365790
syc,2016,1093321868.42
syc,2017,1510261920.703
syc,2018,1601985983.97
tgo,2004,10382153103
tgo,2005,3105871656
tgo,2006,44700534854
tgo,2007,55658539225
tgo,2008,38134034430.6
tgo,2009,41104482366
tgo,2010,73695079276
tgo,2011,90960000000
tgo,2012,117837609573
tgo,2013,104365991372
tgo,2014,63089783178
tgo,2015,49982671394
tgo,2016,66368609522
tgo,2017,37983952364
tgo,2018,65308472314
tgo,2019,47718626477
tha,1988,4607000000
tha,1989,9161000000
tha,1990,29738000000
tha,1991,38270000000
tha,1992,34735000000
tha,1993,38705000000
tha,1994,46669000000
tha,1995,48475000000
tha,1996,73545000000
tha,1997,83421000000
tha,1998,87438000000
tha,1999,112585000000
tha,2000,128015500000
tha,2001,161711700000
tha,2002,216653841247.92999
tha,2003,227330774841.20999
tha,2004,329846688131.92999
tha,2005,355286416115.51202
tha,2006,330895888056.74298
tha,2007,409324340784.63696
tha,2008,470400000000
tha,2009,442978950000
tha,2010,334576420000
tha,2011,555279694910.89001
tha,2012,734241114200
tha,2013,782625007382.95398
tha,2014,839689670548.69983
tha,2015,841552380669.91711
tha,2016,872380173847.69885
tha,2017,892260787782.79504
tha,2018,940800334374.60901
tha,2019,1010707984525.44995
tjk,1998,38583000
tjk,1999,43532000
tjk,2000,69063000
tjk,2001,101142000
tjk,2003,181214000
tjk,2004,229137000
tls,2010,112218260.02
tls,2011,88447030.83
tls,2012,158029349.39
tls,2013,124300000
tls,2014,116678715
tls,2015,173681015
tls,2016,382926553.46
tls,2017,324727227.36
tls,2018,171037838.99
tls,2019,225008960.8
tto,2001,3811812700
tto,2002,4135000000
tto,2003,4659300000
tto,2004,6597200000
tto,2005,8435300000
tto,2006,12376300000
tto,2007,13505100000
tto,2008,17382300000
tto,2009,18012100000
tto,2010,18150100000
tto,2012,20299800000
tto,2013,23246700000
tto,2014,26184000000
tto,2015,23942700000
tto,2016,20415500000
tto,2017,20415500000
tto,2018,16955100000
tun,1985,21300000
tun,1986,41100000
tun,1987,43100000
tun,1988,134400000
tun,1989,105500000
tun,1990,1478100000
tun,1991,1395100000
tun,1992,1448000000
tun,1993,1558300000
tun,1994,1608100000
tun,1995,1721500000
tun,1996,1798300000
tun,1997,2154800000
tun,1998,2321500000
tun,1999,2476800000
tun,2004,3211300000
tun,2005,3682200000
tun,2006,4204600000
tun,2007,4848600000
tun,2008,6127800000
tun,2009,6414000000
tun,2010,7236700000
tun,2011,9891800000
tun,2012,11527100000
tur,1997,2492730000
tur,1998,4052101000
tur,2008,153371211146.84
tur,2009,186444630599.06
tur,2010,192360068646.67001
tur,2011,212743416703.38599
tur,2012,239493852026.73001
tur,2013,270618168283.34
tur,2014,290416542231.57001
tur,2015,333432595388.32001
tur,2016,405963387000.37
tur,2017,486861211903.90002
tur,2018,585376880219.62
tur,2019,712755790615.30005
tur,2020,863902884789.04993
tza,2009,3412355573000
tza,2010,3412355573000
tza,2011,3925696688000
tza,2012,4300588824000
tza,2013,5754464190000
tza,2014,6994219254000
tza,2015,7152390301000
tza,2016,7348961615931.96973
tza,2017,10853226154662.30078
tza,2018,10148663278479.09961
uga,2015,3012735042875.16943
uga,2016,3173979689912.39014
uga,2017,3500554147832.41016
uga,2018,2611591868407.58008
uga,2019,5165225504192.26953
ukr,1999,15774200000
ukr,2000,25423300000
ukr,2001,34233900000
ukr,2002,40833671168
ukr,2003,47744895360
ukr,2004,71098500000
ukr,2005,108707000000
ukr,2006,138291000000
ukr,2007,169062900000
ukr,2008,243312300000
ukr,2009,260105000000
ukr,2010,305895700000
ukr,2011,336782800000
ukr,2012,397631815000
ukr,2013,410932773828
ukr,2014,490022000000
ukr,2015,477745200000
ukr,2016,487394200000
ukr,2017,612342200000
ukr,2018,708161200000
ukr,2019,761292900000
ury,1987,8200000
ury,1988,20355000
ury,1989,30000000
ury,1990,1260000000
ury,1991,2950000000
ury,1992,5621000000
ury,1993,10991000000
ury,1994,16701000000
ury,1995,21375000000
ury,1996,29259000000
ury,1997,38970000000
ury,1998,42542000000
ury,1999,41297000000
ury,2000,48194000000
ury,2001,41581813506.92
ury,2002,42565856866.43
ury,2003,44948774694.84
ury,2004,48236594261.41
ury,2005,53409333163.96
ury,2006,58789528945.74
ury,2007,69259064613
ury,2008,81650517240.58
ury,2009,97858206477.00999
ury,2010,110503057151.03999
ury,2011,126301180924.98
ury,2012,151139571265.5
ury,2013,173550143730.64999
ury,2014,199108298312.45999
ury,2015,226373051805.06
ury,2016,256810826926.89001
ury,2017,270214067475.57001
ury,2018,297871927662.71002
ury,2019,326657878014.03003
usa,1986,33100000000
usa,1987,37370000000
usa,1988,31590000000
usa,1989,34410000000
usa,1990,661110000000
usa,1991,722450000000
usa,1992,803180000000
usa,1993,866970000000
usa,1994,915260000000
usa,1995,963610000000
usa,1996,998940000000
usa,1997,1040160000000
usa,1998,1072700000000
usa,1999,1118460000000
usa,2000,1191620000000
usa,2001,1223300400000
usa,2002,1326255100000
usa,2003,1425005400000
usa,2004,1486960300000
usa,2005,1592523900000
usa,2006,1683271400000
usa,2007,1780189300000
usa,2008,1906847900000
usa,2009,2260707200000
usa,2010,2459628200000
usa,2011,2456961200000
usa,2012,2424760400000
usa,2013,2470779600000
usa,2014,2571586100000
usa,2015,2697563100000
usa,2016,2786029300000
usa,2017,2858961800000
usa,2018,2988867600000
usa,2019,3154080400000
usa,2020,4915664700000
uzb,2016,21302978999706.10156
uzb,2017,23076819561900
uzb,2018,37927063875270.20312
uzb,2019,47116212040708.29688
vct,2000,36957000
vct,2001,49689000
vct,2002,48121000
vct,2003,47610000
vct,2004,49092000
vct,2005,56586519
vct,2006,66379950
vct,2007,69864163
vct,2008,86653905
vct,2009,120680000
vct,2010,131870542
vct,2011,143629349
vct,2012,131174478
vct,2013,126296521
vct,2014,122310000
vct,2015,120120000
vct,2016,118740000
vct,2017,132300000
vut,1990,228000000
vut,2009,1587800000
vut,2010,1920400000
vut,2011,2244400000
vut,2012,2200920000
vut,2013,1945851000
vut,2014,2275891200
vut,2015,3006424000
vut,2016,4755867144
vut,2017,5056700000
vut,2018,3664694330
vut,2019,3331033904
wsm,2012,39664956
wsm,2013,34597049
wsm,2014,33261268.66
wsm,2015,37909295.35
wsm,2016,29441084.36
wsm,2017,24877909.27
wsm,2018,24660507.35
wsm,2019,26385313.17
zaf,1985,5403000000
zaf,1986,6254000000
zaf,1987,7287000000
zaf,1988,4125000000
zaf,1989,4892000000
zaf,1990,21223000000
zaf,1991,25092000000
zaf,1992,31273000000
zaf,1993,40948000000
zaf,1994,57545000000
zaf,1995,10163000000
zaf,1996,102780000000
zaf,1997,107255000000
zaf,1998,117651000000
zaf,1999,123364000000
zaf,2000,136006900000
zaf,2001,150894000000
zaf,2002,173996000000
zaf,2003,201634700000
zaf,2004,234847000000
zaf,2005,266835000000
zaf,2006,317630000000
zaf,2007,367922000000
zaf,2008,443657000000
zaf,2009,507154000000
zaf,2010,543234467528
zaf,2011,618567417000
zaf,2012,676124016616
zaf,2013,756885710941.5
zaf,2014,806496489697.30005
zaf,2015,869391335061
zaf,2016,892598313168
zaf,2017,968589005382.67004
zaf,2018,1055463841146.31995
zaf,2019,1061509352771.79004
zmb,1990,2828100
zmb,1991,14249300
zmb,1992,5347900
zmb,1993,18891700
zmb,1998,243900000
zmb,1999,261500000
zmb,2001,72094520.51
zmb,2002,499264852.55809
zmb,2003,297229243.10674
zmb,2004,787929361.15434
zmb,2005,1322225318.58115
zmb,2006,1210600000
zmb,2007,2093703989.88743
zmb,2008,2790482957.29992
zmb,2009,2247051442.88228
zmb,2010,2737727447.80731
zmb,2011,1782063472.55297
zmb,2012,3515370118.8
zmb,2013,5262364714.9
zmb,2014,6170457577.79
zmb,2015,9792464007.90002
zmb,2016,4733648691.37999
zmb,2017,7086223494.85999
zmb,2018,6578384363.62989
zmb,2019,6474989580.08997
zwe,2009,31222763
zwe,2010,108754994
zwe,2011,61644131.37
zwe,2012,29880023.48
zwe,2015,1455253856
zwe,2016,1982883613
zwe,2017,2477891512
zwe,2018,3361289887
