geo,time,ip_pat_resd
tjk,2019,1
tkm,1996,66
tkm,1997,52
tkm,1998,41
tkm,1999,44
tto,1980,7
tto,1982,10
tto,1992,13
tto,1993,29
tto,1994,13
tto,1995,24
tto,1996,9
tto,1997,17
tto,2002,2
tto,2004,3
tto,2005,1
tto,2007,2
tto,2008,1
tto,2012,2
tto,2014,4
tto,2015,3
tto,2016,3
tto,2018,4
tto,2019,1
tto,2020,1
tun,1980,27
tun,1981,28
tun,1983,19
tun,1984,12
tun,1985,14
tun,1986,28
tun,1987,26
tun,1988,20
tun,1989,26
tun,1990,27
tun,1991,26
tun,1992,22
tun,1993,42
tun,1994,39
tun,1995,31
tun,1996,45
tun,1997,41
tun,1998,38
tun,1999,67
tun,2000,47
tun,2001,22
tun,2002,45
tun,2003,35
tun,2004,46
tun,2005,56
tun,2006,77
tun,2007,76
tun,2008,76
tun,2009,105
tun,2010,113
tun,2011,137
tun,2012,150
tun,2013,112
tun,2014,142
tun,2015,180
tun,2016,235
tun,2017,172
tun,2018,180
tur,1980,134
tur,1981,157
tur,1982,126
tur,1984,153
tur,1985,132
tur,1986,174
tur,1987,138
tur,1988,153
tur,1989,162
tur,1990,138
tur,1991,148
tur,1992,189
tur,1993,169
tur,1994,151
tur,1995,170
tur,1996,189
tur,1997,203
tur,1998,207
tur,1999,276
tur,2000,277
tur,2001,337
tur,2002,414
tur,2003,489
tur,2004,682
tur,2005,928
tur,2006,1072
tur,2007,1810
tur,2008,2221
tur,2009,2555
tur,2010,3180
tur,2011,3885
tur,2012,4434
tur,2013,4392
tur,2014,4766
tur,2015,5352
tur,2016,6230
tur,2017,8175
tur,2018,7156
tur,2019,7871
tur,2020,7920
tza,1983,1
tza,2015,1
uga,2003,5
uga,2004,12
uga,2005,3
uga,2006,11
uga,2007,6
uga,2013,10
uga,2014,5
uga,2015,9
uga,2016,16
uga,2017,25
uga,2018,6
uga,2019,14
uga,2020,13
ukr,1992,309
ukr,1993,8687
ukr,1994,5355
ukr,1995,4804
ukr,1996,3636
ukr,1997,4688
ukr,1998,5319
ukr,1999,5401
ukr,2000,5620
ukr,2001,7208
ukr,2002,1601
ukr,2003,1635
ukr,2004,4090
ukr,2005,3538
ukr,2006,3474
ukr,2007,3440
ukr,2008,2825
ukr,2009,2434
ukr,2010,2556
ukr,2011,2649
ukr,2012,2491
ukr,2013,2856
ukr,2014,2457
ukr,2015,2271
ukr,2016,2233
ukr,2017,2283
ukr,2018,2107
ukr,2019,2097
ukr,2020,1361
ury,1980,70
ury,1981,71
ury,1982,49
ury,1983,40
ury,1984,43
ury,1985,63
ury,1986,39
ury,1987,34
ury,1988,28
ury,1989,23
ury,1991,34
ury,1992,39
ury,1993,29
ury,1994,18
ury,1995,35
ury,1996,25
ury,1997,32
ury,1998,27
ury,1999,27
ury,2000,44
ury,2001,52
ury,2002,30
ury,2003,45
ury,2004,37
ury,2005,24
ury,2006,31
ury,2007,35
ury,2008,33
ury,2009,30
ury,2010,23
ury,2011,20
ury,2012,22
ury,2014,37
ury,2015,26
ury,2017,23
usa,1980,62098
usa,1981,62404
usa,1982,63316
usa,1983,59391
usa,1984,61841
usa,1985,63673
usa,1986,65195
usa,1987,68315
usa,1988,75192
usa,1989,82370
usa,1990,90643
usa,1991,87955
usa,1992,92425
usa,1993,99955
usa,1994,107233
usa,1995,123962
usa,1996,106892
usa,1997,119214
usa,1998,134733
usa,1999,149251
usa,2000,164795
usa,2001,177513
usa,2002,184245
usa,2003,188941
usa,2004,189536
usa,2005,207867
usa,2006,221784
usa,2007,241347
usa,2008,231588
usa,2009,224912
usa,2010,241977
usa,2011,247750
usa,2012,268782
usa,2013,287831
usa,2014,285096
usa,2015,288335
usa,2016,295327
usa,2017,293904
usa,2018,285095
usa,2019,285113
usa,2020,269586
uzb,1993,2136
uzb,1994,1061
uzb,1995,1039
uzb,1996,914
uzb,1997,815
uzb,1998,721
uzb,1999,767
uzb,2000,755
uzb,2001,803
uzb,2002,715
uzb,2003,931
uzb,2004,273
uzb,2005,264
uzb,2006,323
uzb,2007,324
uzb,2008,262
uzb,2009,238
uzb,2010,370
uzb,2011,282
uzb,2012,257
uzb,2013,299
uzb,2014,345
uzb,2015,288
uzb,2016,353
uzb,2017,357
uzb,2018,470
uzb,2019,374
uzb,2020,356
ven,1980,236
ven,1981,176
ven,1982,174
ven,1983,625
ven,1984,875
ven,1985,227
ven,1986,282
ven,1987,312
ven,1989,183
ven,1990,262
ven,1991,233
ven,1992,202
ven,1993,186
ven,1994,224
ven,1996,182
ven,1997,201
ven,2000,56
ven,2002,67
ven,2003,85
ven,2004,84
ven,2005,121
ven,2006,101
ven,2007,63
ven,2008,51
ven,2009,60
ven,2010,70
ven,2011,61
ven,2012,65
ven,2013,74
ven,2014,55
ven,2015,47
ven,2016,35
ven,2017,96
vnm,1984,52
vnm,1986,7
vnm,1988,20
vnm,1989,46
vnm,1990,58
vnm,1991,37
vnm,1992,34
vnm,1993,32
vnm,1994,22
vnm,1995,23
vnm,1996,37
vnm,1997,30
vnm,1998,25
vnm,1999,35
vnm,2000,34
vnm,2001,52
vnm,2002,69
vnm,2003,78
vnm,2004,103
vnm,2005,180
vnm,2006,196
vnm,2007,219
vnm,2008,204
vnm,2009,258
vnm,2010,306
vnm,2011,300
vnm,2012,382
vnm,2013,443
vnm,2014,487
vnm,2015,582
vnm,2016,560
vnm,2017,592
vnm,2018,646
vnm,2019,720
vnm,2020,1021
wsm,1981,2
wsm,2014,1
wsm,2015,1
wsm,2018,1
wsm,2019,2
yem,1998,7
yem,1999,9
yem,2000,7
yem,2001,6
yem,2002,9
yem,2003,16
yem,2004,10
yem,2005,20
yem,2006,14
yem,2007,11
yem,2010,20
yem,2011,7
yem,2012,36
yem,2013,43
yem,2014,29
yem,2015,5
yem,2016,16
yem,2017,15
yem,2019,60
yem,2020,60
zaf,1980,3092
zaf,1981,3340
zaf,1982,3017
zaf,1983,4240
zaf,1984,3874
zaf,1985,4051
zaf,1986,4730
zaf,1987,4922
zaf,1988,4829
zaf,1989,5134
zaf,1990,1093
zaf,1991,1023
zaf,1992,888
zaf,1993,904
zaf,1994,935
zaf,1995,883
zaf,1996,757
zaf,1997,355
zaf,1998,200
zaf,1999,138
zaf,2000,895
zaf,2001,966
zaf,2002,983
zaf,2003,922
zaf,2004,956
zaf,2005,1003
zaf,2006,866
zaf,2007,915
zaf,2008,860
zaf,2009,822
zaf,2010,821
zaf,2011,656
zaf,2012,608
zaf,2013,638
zaf,2014,802
zaf,2015,889
zaf,2016,704
zaf,2017,728
zaf,2018,657
zaf,2019,567
zaf,2020,542
zmb,1980,2
zmb,1981,1
zmb,1982,1
zmb,1983,1
zmb,1988,7
zmb,1989,3
zmb,1990,7
zmb,1991,1
zmb,1992,7
zmb,1993,4
zmb,1995,4
zmb,1996,6
zmb,1999,5
zmb,2001,6
zmb,2002,3
zmb,2003,3
zmb,2004,1
zmb,2005,5
zmb,2006,4
zmb,2007,19
zmb,2008,26
zmb,2009,9
zmb,2010,5
zmb,2011,3
zmb,2012,7
zmb,2013,13
zmb,2014,14
zmb,2015,20
zmb,2016,15
zmb,2017,12
zmb,2018,11
zmb,2019,2
zmb,2020,16
zwe,1980,39
zwe,1981,35
zwe,1982,41
zwe,1983,40
zwe,1984,34
zwe,1985,38
zwe,1986,47
zwe,1987,41
zwe,1988,38
zwe,1989,39
zwe,1990,44
zwe,1991,60
zwe,1992,42
zwe,1993,44
zwe,1995,55
zwe,1996,28
zwe,2015,9
zwe,2016,8
