geo,time,ne_exp_gnfs_cn
eri,1999,535500000
eri,2000,657488000
eri,2001,919561500
eri,2002,1199325800
eri,2003,778053500
eri,2004,883121000
eri,2005,1040803200
eri,2006,1284800000
eri,2007,1169600000
eri,2008,939800000
eri,2009,1292772400
eri,2010,1558798700
eri,2011,5764051900
esp,1970,2092012000
esp,1971,2532878000
esp,1972,3047022000
esp,1973,3668679000
esp,1974,4446502000
esp,1975,4900582000
esp,1976,5988332000
esp,1977,8012473000
esp,1978,10271461000
esp,1979,11863745000
esp,1980,14333557000
esp,1981,18325090000
esp,1982,21971212000
esp,1983,28109375000
esp,1984,35423970000
esp,1985,38551974000
esp,1986,38494067000
esp,1987,41926847000
esp,1988,45566873000
esp,1989,48993557000
esp,1990,51686750000
esp,1991,56807982000
esp,1992,62840490000
esp,1993,71124268000
esp,1994,86760229000
esp,1995,100533000000
esp,1996,112675000000
esp,1997,133295000000
esp,1998,145125000000
esp,1999,156982000000
esp,2000,185048000000
esp,2001,195308000000
esp,2002,199036000000
esp,2003,205612000000
esp,2004,218400000000
esp,2005,231647000000
esp,2006,253378000000
esp,2007,279476000000
esp,2008,284308000000
esp,2009,246604000000
esp,2010,278386000000
esp,2011,314182000000
esp,2012,324335000000
esp,2013,336333000000
esp,2014,345593000000
esp,2015,362356000000
esp,2016,377370000000
esp,2017,408390000000
esp,2018,423097000000
esp,2019,434967000000
esp,2020,343551000000
est,1993,972513000
est,1994,1439544000
est,1995,1885858000
est,1996,2255058000
est,1997,3218587000
est,1998,3755669000
est,1999,3777585000
est,2000,3803424000
est,2001,4279717000
est,2002,4533645000
est,2003,4998514000
est,2004,5972007000
est,2005,7422471000
est,2006,8584623000
est,2007,10267001000
est,2008,11033107000
est,2009,8601266000
est,2010,11063097000
est,2011,14443136000
est,2012,15445576000
est,2013,15992504000
est,2014,16412567000
est,2015,15975998000
est,2016,16747530000
est,2017,18068228000
est,2018,19226216000
est,2019,20534814000
est,2020,19099690000
eth,2011,85950400000
eth,2012,102886667500
eth,2013,108227065700
eth,2014,123495977600
eth,2015,121532200000
eth,2016,122501000000
eth,2017,139830000000
eth,2018,184209000000
eth,2019,213645000000
eth,2020,239229000000
fin,1970,1915083000
fin,1971,1989781000
fin,1972,2431991000
fin,1973,2954045000
fin,1974,4050276000
fin,1975,4036000000
fin,1976,4874000000
fin,1977,6096000000
fin,1978,6995000000
fin,1979,8616000000
fin,1980,10374000000
fin,1981,11910000000
fin,1982,12359000000
fin,1983,13707000000
fin,1984,15763000000
fin,1985,16302000000
fin,1986,16079000000
fin,1987,16928000000
fin,1988,18341000000
fin,1989,19775000000
fin,1990,20144000000
fin,1991,18483000000
fin,1992,21657000000
fin,1993,26896000000
fin,1994,30887000000
fin,1995,35246000000
fin,1996,37076000000
fin,1997,41860000000
fin,1998,45104000000
fin,1999,47726000000
fin,2000,57348000000
fin,2001,57510000000
fin,2002,58110000000
fin,2003,56634000000
fin,2004,61305000000
fin,2005,66325000000
fin,2006,74474000000
fin,2007,81986000000
fin,2008,87225000000
fin,2009,65576000000
fin,2010,72274000000
fin,2011,77022000000
fin,2012,78019000000
fin,2013,77678000000
fin,2014,75479000000
fin,2015,74845000000
fin,2016,75719000000
fin,2017,84975000000
fin,2018,89810000000
fin,2019,95657000000
fin,2020,85458000000
fji,1980,477458000
fji,1981,454427000
fji,1982,481338000
fji,1983,498100000
fji,1984,546200000
fji,1985,583600000
fji,1986,609000000
fji,1987,663900000
fji,1988,894800000
fji,1989,1099400000
fji,1990,1234400000
fji,1991,1170300000
fji,1992,1195300000
fji,1993,1320700000
fji,1994,1507800000
fji,1995,1532200000
fji,1996,1877900000
fji,1997,1845300000
fji,1998,2001500000
fji,1999,2334300000
fji,2000,2335800000
fji,2001,2293100000
fji,2002,2477700000
fji,2003,2628500000
fji,2004,2543700000
fji,2005,2725000000
fji,2006,2667200000
fji,2007,2644000000
fji,2008,2991827900
fji,2009,2616759000
fji,2010,3460100000
fji,2011,4012381600
fji,2012,4344800000
fji,2013,4388232300
fji,2014,4797500000
fji,2015,4796800000
fji,2016,4817341500
fji,2017,5088140900
fji,2018,5582141100
fji,2019,5715213900
fji,2020,2678600000
fra,1960,6938000000
fra,1961,7317000000
fra,1962,7497000000
fra,1963,8247000000
fra,1964,9265000000
fra,1965,10370000000
fra,1966,11259000000
fra,1967,12079000000
fra,1968,13242000000
fra,1969,16065000000
fra,1970,20088000000
fra,1971,23106000000
fra,1972,26013000000
fra,1973,31456000000
fra,1974,43193000000
fra,1975,44423000000
fra,1976,52710000000
fra,1977,62078000000
fra,1978,70569000000
fra,1979,82493000000
fra,1980,94793000000
fra,1981,112043000000
fra,1982,125394000000
fra,1983,145951000000
fra,1984,168524000000
fra,1985,176725000000
fra,1986,166043000000
fra,1987,167750000000
fra,1988,188436000000
fra,1989,215958000000
fra,1990,220989000000
fra,1991,232914000000
fra,1992,241245000000
fra,1993,237476000000
fra,1994,255563000000
fra,1995,275609000000
fra,1996,288717000000
fra,1997,329958000000
fra,1998,353203000000
fra,1999,365332000000
fra,2000,422801000000
fra,2001,434786000000
fra,2002,437146000000
fra,2003,425799000000
fra,2004,451034000000
fra,2005,477378000000
fra,2006,516282000000
fra,2007,540732000000
fra,2008,560245000000
fra,2009,480921000000
fra,2010,534504000000
fra,2011,585016000000
fra,2012,609994000000
fra,2013,621707000000
fra,2014,637764000000
fra,2015,672558000000
fra,2016,675769000000
fra,2017,710965000000
fra,2018,749491000000
fra,2019,770099000000
fra,2020,641891000000
fro,1998,3280900000
fro,1999,3663700000
fro,2000,4264700000
fro,2001,4743000000
fro,2002,4719200000
fro,2003,4398300000
fro,2004,4223700000
fro,2005,4412500000
fro,2006,4906600000
fro,2007,5224700000
fro,2008,5688300000
fro,2009,5049000000
fro,2010,5786600000
fro,2011,6765900000
fro,2012,7175500000
fro,2013,7897800000
fro,2014,8217100000
fro,2015,8676000000
fro,2016,9909200000
fro,2017,10863400000
fro,2018,10287700000
fro,2019,11781900000
fsm,1983,3600000
fsm,1995,40334800
fsm,1996,40239500
fsm,1997,37246300
fsm,1998,41045400
fsm,1999,36239600
fsm,2000,41921500
fsm,2001,46366000
fsm,2002,43854000
fsm,2003,46055200
fsm,2004,37304000
fsm,2005,41837100
fsm,2006,45844200
fsm,2007,57728200
fsm,2008,61367200
fsm,2009,61304000
fsm,2010,70347100
fsm,2011,76935900
fsm,2012,97807400
fsm,2013,96425000
fsm,2014,101619000
fsm,2015,85658000
fsm,2016,91885300
fsm,2017,109856900
fsm,2018,142584400
fsm,2019,129700000
fsm,2020,96900000
gab,1960,11853061100
gab,1961,12832653300
gab,1962,14204081200
gab,1963,17828571100
gab,1964,22138775600
gab,1965,24000000000
gab,1966,24000000000
gab,1967,32100010000
gab,1968,35300000000
gab,1969,45200000000
gab,1970,44500000000
gab,1971,69699900000
gab,1972,79299870000
gab,1973,94799990000
gab,1974,213900000000
gab,1975,229000000000
gab,1976,327800000000
gab,1977,356100000000
gab,1978,333000000000
gab,1979,377000000000
gab,1980,585200000000
gab,1981,665000000000
gab,1982,732300000000
gab,1983,792500000000
gab,1984,919600000000
gab,1985,938900000000
gab,1986,414800000000
gab,1987,421100000000
gab,1988,419500000000
gab,1989,611600000000
gab,1990,746100000000
gab,1991,720390119200
gab,1992,682037978700
gab,1993,746967461500
gab,1994,1435045712000
gab,1995,1469947000000
gab,1996,1825255000000
gab,1997,1906003000000
gab,1998,1253898000000
gab,1999,1711475000000
gab,2000,2490819000000
gab,2001,1996801000000
gab,2002,1947199000000
gab,2003,1960978000000
gab,2004,2255247000000
gab,2005,3032000000000
gab,2006,3268093000000
gab,2007,3489229000000
gab,2008,4319659283700
gab,2009,2972219930500
gab,2010,4100725742000
gab,2011,5298644235200
gab,2012,5343205117700
gab,2013,4984663563300
gab,2014,4001690109900
gab,2015,3914314149800
gab,2016,3659617475600
gab,2017,4354110933700
gab,2018,5087224388700
gab,2019,5084938778900
gab,2020,4204234899700
gbr,1970,11870627000
gbr,1971,13318163000
gbr,1972,14038316000
gbr,1973,17637009000
gbr,1974,23644131000
gbr,1975,27749101000
gbr,1976,36250408000
gbr,1977,44735184000
gbr,1978,49054030000
gbr,1979,56739096000
gbr,1980,64686599000
gbr,1981,69891127000
gbr,1982,75550489000
gbr,1983,83191701000
gbr,1984,95527413000
gbr,1985,106316689000
gbr,1986,101909399000
gbr,1987,111054118000
gbr,1988,112230554000
gbr,1989,126896652000
gbr,1990,142103037000
gbr,1991,144850668000
gbr,1992,152442431000
gbr,1993,173870480000
gbr,1994,192259575000
gbr,1995,217345000000
gbr,1996,237363000000
gbr,1997,242907000000
gbr,1998,240702000000
gbr,1999,249461000000
gbr,2000,277377000000
gbr,2001,288817000000
gbr,2002,289184000000
gbr,2003,301506000000
gbr,2004,315138000000
gbr,2005,350716000000
gbr,2006,402763000000
gbr,2007,393410000000
gbr,2008,432936000000
gbr,2009,410305000000
gbr,2010,454477000000
gbr,2011,512770000000
gbr,2012,515320000000
gbr,2013,533892000000
gbr,2014,527386000000
gbr,2015,526083000000
gbr,2016,569111000000
gbr,2017,630101000000
gbr,2018,663325000000
gbr,2019,699250000000
gbr,2020,605342000000
geo,1987,5900
geo,1988,6200
geo,1989,6100
geo,1990,6000
geo,1991,5300
geo,1992,53200
geo,1993,7688300
geo,1994,521277700
geo,1995,620258000
geo,1996,515524200
geo,1997,711030100
geo,1998,826574100
geo,1999,1080204400
geo,2000,1389578600
geo,2001,1632551600
geo,2002,2179334800
geo,2003,2693900000
geo,2004,3058200000
geo,2005,3865000000
geo,2006,4477700000
geo,2007,5237200000
geo,2008,5391200000
geo,2009,5314000000
geo,2010,7191200000
geo,2011,8838000000
geo,2012,9942400000
geo,2013,11929600000
geo,2014,12429200000
geo,2015,13866600000
geo,2016,14621000000
geo,2017,18965400000
geo,2018,22548800000
geo,2019,26999562700
geo,2020,18372302366.9684
gha,1960,24500
gha,1961,24300
gha,1962,23900
gha,1963,23300
gha,1964,24600
gha,1965,25100
gha,1966,22200
gha,1967,26200
gha,1968,34600
gha,1969,39500
gha,1970,48200
gha,1971,39400
gha,1972,58300
gha,1973,75100
gha,1974,85400
gha,1975,102300
gha,1976,102500
gha,1977,117200
gha,1978,175400
gha,1979,317000
gha,1980,362800
gha,1981,345400
gha,1982,288600
gha,1983,1022500
gha,1984,2176400
gha,1985,3655000
gha,1986,8476900
gha,1987,14668300
gha,1988,19114300
gha,1989,23727900
gha,1990,32418900
gha,1991,41179500
gha,1992,48282200
gha,1993,78425200
gha,1994,131471200
gha,1995,189889100
gha,1996,364110400
gha,1997,457419400
gha,1998,585838900
gha,1999,660165800
gha,2000,1325103300
gha,2001,1722052600
gha,2002,2082315300
gha,2003,2691231900
gha,2004,3139860500
gha,2005,3545080000
gha,2006,4712302000
gha,2007,5678649400
gha,2008,7553539300
gha,2009,10720117600
gha,2010,13571700000
gha,2011,22094120300
gha,2012,30396692600
gha,2013,31668071200
gha,2014,44799510100
gha,2015,62089852800
gha,2016,68498667300
gha,2017,89027737900
gha,2018,103237590600
gha,2019,133524400800
gha,2020,123560964200
gin,1986,206854409900
gin,1987,276647813200
gin,1988,303955814500
gin,1989,447405821400
gin,1990,547079526200
gin,1991,689398433000
gin,1992,736968135200
gin,1993,830862239700
gin,1994,751748636000
gin,1995,773368015900
gin,1996,745635316100
gin,1997,810686501500
gin,1998,944750110400
gin,1999,1039170327600
gin,2000,1283213181500
gin,2001,1577250621400
gin,2002,1543426452600
gin,2003,1775687834100
gin,2004,2008917682300
gin,2005,3723340973200
gin,2006,5176504416800
gin,2007,6210371742000
gin,2008,6935119840000
gin,2009,7260986350900
gin,2010,11906933254500
gin,2011,14728276237900
gin,2012,17681475270100
gin,2013,15317125986100
gin,2014,16432984891000
gin,2015,14151206894200
gin,2016,22641882152800
gin,2017,41906492617000
gin,2018,42959388456300
gin,2019,37184223431100
gin,2020,79706190305300
gmb,1966,28556700
gmb,1967,34726900
gmb,1968,34291800
gmb,1969,38009700
gmb,1970,41173900
gmb,1971,37060500
gmb,1972,39987300
gmb,1973,44931400
gmb,1974,63876800
gmb,1975,93105600
gmb,1976,102519000
gmb,1977,116323000
gmb,1978,120713500
gmb,1979,136732000
gmb,1980,177312500
gmb,1981,191400000
gmb,1982,219300000
gmb,1983,284350100
gmb,1984,324950100
gmb,1985,385550100
gmb,1986,599400100
gmb,1987,771317500
gmb,1988,901017500
gmb,1989,1186350000
gmb,1990,1496550000
gmb,1991,1774750000
gmb,1992,1943800100
gmb,1993,1940106800
gmb,1994,1519213400
gmb,1995,1783599500
gmb,1996,1811545600
gmb,1997,1879797200
gmb,1998,2263138300
gmb,1999,2265015700
gmb,2000,2582862400
gmb,2001,2353050000
gmb,2002,3127767500
gmb,2003,4320625000
gmb,2004,5949000000
gmb,2005,5845000000
gmb,2006,6223000000
gmb,2007,5740000000
gmb,2008,5017000000
gmb,2009,6084000000
gmb,2010,6341000000
gmb,2011,7002000000
gmb,2012,9006000000
gmb,2013,9387777300
gmb,2014,11204310000
gmb,2015,11479740000
gmb,2016,10245412800
gmb,2017,11776491400
gmb,2018,17478000000
gmb,2019,17106000000
gmb,2020,7695000000
gnb,1970,1729200
gnb,1971,1758500
gnb,1972,2056900
gnb,1973,3195400
gnb,1974,3013800
gnb,1975,3600000
gnb,1976,3900000
gnb,1977,6584600
gnb,1978,6584600
gnb,1979,6584600
gnb,1980,10769200
gnb,1981,11430800
gnb,1982,9723100
gnb,1983,8876900
gnb,1984,34430800
gnb,1985,34553800
gnb,1986,39153800
gnb,1987,169938400
gnb,1988,349302600
gnb,1989,527725400
gnb,1990,815008500
gnb,1991,1444869500
gnb,1992,1183565100
gnb,1993,3258780300
gnb,1994,7689641800
gnb,1995,8238507500
gnb,1996,11547531200
gnb,1997,32942725500
gnb,1998,17592423700
gnb,1999,34356060000
gnb,2000,57338650000
gnb,2001,60946130000
gnb,2002,51687160000
gnb,2003,51720100000
gnb,2004,51794210000
gnb,2005,49986000000
gnb,2006,39762382000
gnb,2007,67350228000
gnb,2008,76860961000
gnb,2009,73588380000
gnb,2010,62682300000
gnb,2011,133065300000
gnb,2012,78162000000
gnb,2013,94328000000
gnb,2014,105254750000
gnb,2015,170691300000
gnb,2016,185208200000
gnb,2017,217745000000
gnb,2018,211242824000
gnb,2019,171128855400
gnb,2020,118563628600
gnq,2005,3789019108900
gnq,2006,4341975000000
gnq,2007,5551983000000
gnq,2008,7891097000000
gnq,2009,5275263000000
gnq,2010,6922672000000
gnq,2011,7558057000000
gnq,2012,8219108000000
gnq,2013,7333972000000
gnq,2014,7088977000000
gnq,2015,4416766000000
gnq,2016,3424797000000
gnq,2017,4170182000000
gnq,2018,4336772000000
gnq,2019,3532524000000
gnq,2020,2499179000000
grc,1960,37800500
grc,1961,41425100
grc,1962,38323500
grc,1963,47082900
grc,1964,44901400
grc,1965,51798200
grc,1966,70709600
grc,1967,73456000
grc,1968,70964100
grc,1969,78699900
grc,1970,91151000
grc,1971,104740000
grc,1972,135664000
grc,1973,226003000
grc,1974,317140000
grc,1975,379602000
grc,1976,469167000
grc,1977,546718000
grc,1978,651553000
grc,1979,898619000
grc,1980,1373824000
grc,1981,1820573000
grc,1982,1842256000
grc,1983,2104402000
grc,1984,2668837000
grc,1985,3127019000
grc,1986,4098182000
grc,1987,4728645000
grc,1988,5179482000
grc,1989,6016646000
grc,1990,6730012000
grc,1991,7986035000
grc,1992,9673638000
grc,1993,10283912000
grc,1994,11992815000
grc,1995,13424688000
grc,1996,14720801000
grc,1997,18608915000
grc,1998,20413517000
grc,1999,25762463000
grc,2000,33501567000
grc,2001,34683064000
grc,2002,32876626000
grc,2003,33177168000
grc,2004,40114895000
grc,2005,42462981000
grc,2006,46130028000
grc,2007,52403450000
grc,2008,56532752000
grc,2009,45089182000
grc,2010,48854785000
grc,2011,51822807000
grc,2012,54145454000
grc,2013,54338047000
grc,2014,57576167000
grc,2015,56662309000
grc,2016,54594789000
grc,2017,61976493000
grc,2018,70014756000
grc,2019,73542337000
grc,2020,52878007000
grl,2003,3881100000
grl,2004,4289600000
grl,2005,4554900000
grl,2006,4525600000
grl,2007,4433800000
grl,2008,4711400000
grl,2009,4168000000
grl,2010,4794400000
grl,2011,5476300000
grl,2012,5670500000
grl,2013,5685100000
grl,2014,6136800000
grl,2015,6318600000
grl,2016,7428900000
grl,2017,7661900000
grl,2018,8538000000
grl,2019,7713800000
gtm,1960,131900000
gtm,1961,128700000
gtm,1962,134800000
gtm,1963,180400000
gtm,1964,199900000
gtm,1965,223500000
gtm,1966,263400000
gtm,1967,235600000
gtm,1968,269500000
gtm,1969,305400000
gtm,1970,353600000
gtm,1971,343100000
gtm,1972,397300000
gtm,1973,536500000
gtm,1974,708400000
gtm,1975,792000000
gtm,1976,941700000
gtm,1977,1340300000
gtm,1978,1303700000
gtm,1979,1473600000
gtm,1980,1748000000
gtm,1981,1471000100
gtm,1982,1288999900
gtm,1983,1176000000
gtm,1984,1231300000
gtm,1985,1335800100
gtm,1986,2542299900
gtm,1987,2807000100
gtm,1988,3308500000
gtm,1989,4099200000
gtm,1990,7216000000
gtm,1991,8492000000
gtm,1992,9753000000
gtm,1993,11373000000
gtm,1994,13082000000
gtm,1995,16400365000
gtm,1996,17004843300
gtm,1997,19369861000
gtm,1998,22536887000
gtm,1999,25711186000
gtm,2000,30240655000
gtm,2001,41458708300
gtm,2002,42737573900
gtm,2003,44857557900
gtm,2004,51372157400
gtm,2005,52045828300
gtm,2006,57302114000
gtm,2007,66919662200
gtm,2008,73134258300
gtm,2009,73836244600
gtm,2010,85957251700
gtm,2011,98783403600
gtm,2012,98162466400
gtm,2013,91596628000
gtm,2014,97268260000
gtm,2015,94394886000
gtm,2016,94140828000
gtm,2017,97377790000
gtm,2018,100179867000
gtm,2019,104623997000
gtm,2020,101242815000
gum,2002,722000000
gum,2003,631000000
gum,2004,846000000
gum,2005,956000000
gum,2006,1005000000
gum,2007,1005000000
gum,2008,973000000
gum,2009,838000000
gum,2010,846000000
gum,2011,928000000
gum,2012,1004000000
gum,2013,1053000000
gum,2014,1057000000
gum,2015,1048000000
gum,2016,1119000000
gum,2017,1141000000
gum,2018,1165000000
gum,2019,1403000000
gum,2020,371000000
guy,1960,142200000
guy,1961,165900000
guy,1962,189300000
guy,1963,189600000
guy,1964,190700000
guy,1965,200300000
guy,1966,213800000
guy,1967,244300000
guy,1968,267600000
guy,1969,295400000
guy,1970,302400000
guy,1971,329500000
guy,1972,344400000
guy,1973,336500000
guy,1974,652500000
guy,1975,889200000
guy,1976,750700000
guy,1977,710900000
guy,1978,799700000
guy,1979,793100000
guy,1980,1225799900
guy,1981,1100700000
guy,1982,763200000
guy,1983,673500000
guy,1984,734400000
guy,1985,937700000
guy,1986,1004800000
guy,1987,2764999900
guy,1988,2632999900
guy,1989,6853000200
guy,1990,9822999600
guy,1991,39867879400
guy,1992,58767282200
guy,1993,67592089600
guy,1994,78507229200
guy,1995,89339584500
guy,1996,101635121200
guy,1997,106315366400
guy,1998,103609294800
guy,1999,119347200000
guy,2000,124915499000
guy,2001,123897823200
guy,2002,127791775700
guy,2003,129191829500
guy,2004,149297086500
guy,2005,139520262100
hkg,1961,6191000000
hkg,1962,6806000000
hkg,1963,7620000000
hkg,1964,8669000000
hkg,1965,9603000000
hkg,1966,10841000000
hkg,1967,12477000000
hkg,1968,14915000000
hkg,1969,18459000000
hkg,1970,21532000000
hkg,1971,23841000000
hkg,1972,27184000000
hkg,1973,35302000000
hkg,1974,40926000000
hkg,1975,41357000000
hkg,1976,56488000000
hkg,1977,61091000000
hkg,1978,73416000000
hkg,1979,101007000000
hkg,1980,127455000000
hkg,1981,157146000000
hkg,1982,166347000000
hkg,1983,204390000000
hkg,1984,272359000000
hkg,1985,289030000000
hkg,1986,335607000000
hkg,1987,445184000000
hkg,1988,559912000000
hkg,1989,634905000000
hkg,1990,702742000000
hkg,1991,824972000000
hkg,1992,990078000000
hkg,1993,1120542000000
hkg,1994,1252107000000
hkg,1995,1412282000000
hkg,1996,1503170000000
hkg,1997,1579615000000
hkg,1998,1449800000000
hkg,1999,1449500000000
hkg,2000,1685672000000
hkg,2001,1621962000000
hkg,2002,1713486000000
hkg,2003,1894755000000
hkg,2004,2209523000000
hkg,2005,2505857000000
hkg,2006,2783983000000
hkg,2007,3077214000000
hkg,2008,3302539000000
hkg,2009,2955697000000
hkg,2010,3647211000000
hkg,2011,4117481000000
hkg,2012,4396983000000
hkg,2013,4738699000000
hkg,2014,4815854000000
hkg,2015,4698173000000
hkg,2016,4657546000000
hkg,2017,5024069000000
hkg,2018,5340233000000
hkg,2019,5054040000000
hkg,2020,4751801000000
hnd,1960,143600000
hnd,1961,159000000
hnd,1962,174400000
hnd,1963,181200000
hnd,1964,205400000
hnd,1965,277400000
hnd,1966,314800000
hnd,1967,341200000
hnd,1968,393400000
hnd,1969,373800000
hnd,1970,403600000
hnd,1971,434000000
hnd,1972,470000000
hnd,1973,588000000
hnd,1974,665000000
hnd,1975,690000000
hnd,1976,909000000
hnd,1977,1163000100
hnd,1978,1921718701.64522
hnd,1979,2336072089.32087
hnd,1980,2630662205.47565
hnd,1981,2455835360.84174
hnd,1982,2132336868.80261
hnd,1983,2216308817.8
hnd,1984,2348461393.2713
hnd,1985,2515028701.93826
hnd,1986,2787593388.84782
hnd,1987,2625155848.16435
hnd,1988,3347865245.27304
hnd,1989,4410592206.35478
hnd,1990,6420412624.98086
hnd,1991,8365973100
hnd,1992,9080394100
hnd,1993,11805940800
hnd,1994,17376294100
hnd,1995,24838501000
hnd,1996,33811710900
hnd,1997,43004427800
hnd,1998,49820775700
hnd,1999,48720229500
hnd,2000,57563600000
hnd,2001,60844000000
hnd,2002,68110300000
hnd,2003,77255900000
hnd,2004,94357500000
hnd,2005,108421700000
hnd,2006,115634000000
hnd,2007,124979500000
hnd,2008,134686200000
hnd,2009,108958100000
hnd,2010,136950000000
hnd,2011,171727500000
hnd,2012,183936500000
hnd,2013,180518600000
hnd,2014,197210700000
hnd,2015,207950100000
hnd,2016,211828600000
hnd,2017,234173300000
hnd,2018,238483300000
hnd,2019,245466000000
hnd,2020,206347600000
hrv,1995,32334716696.1764
hrv,1996,39540298994.8435
hrv,1997,45963066031.5412
hrv,1998,47717501243.8164
hrv,1999,50656836907.2716
hrv,2000,63225601419.3402
hrv,2001,71999152233.047
hrv,2002,76434152711.39139
hrv,2003,83464786167.61169
hrv,2004,92613165231.828
hrv,2005,99173295660.8571
hrv,2006,111641084051.608
hrv,2007,122103298297.084
hrv,2008,126215778013.06
hrv,2009,108042909968.974
hrv,2010,118952436105.804
hrv,2011,129517327654.759
hrv,2012,130670014698.442
hrv,2013,133897848859.617
hrv,2014,143439003593.30899
hrv,2015,157530227479.004
hrv,2016,167274159892.05399
hrv,2017,183397551491.15399
hrv,2018,193514185585.36896
hrv,2019,209195454909.16599
hrv,2020,159000763466.87799
hti,1988,2130629000
hti,1989,1780668000
hti,1990,1843869000
hti,1991,1864000000
hti,1992,1567000000
hti,1993,2512000000
hti,1994,2052000000
hti,1995,3720000000
hti,1996,5284000000
hti,1997,5645000000
hti,1998,6237000000
hti,1999,8483000000
hti,2000,9822433600
hti,2001,10609039000
hti,2002,11405687500
hti,2003,19003735200
hti,2004,20575214600
hti,2005,23588040100
hti,2006,28562375100
hti,2007,29141979300
hti,2008,35098211600
hti,2009,42065838100
hti,2010,40969769500
hti,2011,53328379300
hti,2012,55033308400
hti,2013,67573295700
hti,2014,74169962600
hti,2015,84867819900
hti,2016,97402632600
hti,2017,109248510300
hti,2018,116426835000
hti,2019,145725277100
hti,2020,110930989900
hun,1991,747193848000
hun,1992,844805709000
hun,1993,855509552000
hun,1994,1152622473000
hun,1995,2287229000000
hun,1996,2983020000000
hun,1997,4232233000000
hun,1998,5527403000000
hun,1999,6475556000000
hun,2000,8908180000000
hun,2001,9990264000000
hun,2002,10135518000000
hun,2003,10778680000000
hun,2004,12573628000000
hun,2005,14125287000000
hun,2006,17962186000000
hun,2007,20032233000000
hun,2008,21576756000000
hun,2009,19684848000000
hun,2010,22292418000000
hun,2011,24565027000000
hun,2012,24902133000000
hun,2013,25923810000000
hun,2014,28580598000000
hun,2015,30603810000000
hun,2016,31284275000000
hun,2017,33744700000000
hun,2018,36338676000000
hun,2019,38868600000000
hun,2020,38141247000000
idn,1960,45000000000
idn,1961,52000000000
idn,1962,69000000000
idn,1963,291000000000
idn,1964,874000000000
idn,1965,1251000000000
idn,1966,40300000000
idn,1967,74400000000
idn,1968,227900000000
idn,1969,245000000000
idn,1970,429000000000
idn,1971,529500000000
idn,1972,753800000000
idn,1973,1354300000000
idn,1974,3105100000000
idn,1975,2850600000000
idn,1976,3429600000000
idn,1977,4465800000000
idn,1978,4973900000000
idn,1979,9628700000000
idn,1980,13849200000000
idn,1981,14927900000000
idn,1982,13345200000000
idn,1983,20447700000000
idn,1984,23779000000000
idn,1985,22522400000000
idn,1986,21017400000000
idn,1987,30676000000000
idn,1988,35585400000000
idn,1989,43614400000000
idn,1990,53409300000000
idn,1991,64485000000000
idn,1992,78764400000000
idn,1993,88230900000000
idn,1994,101331900000000
idn,1995,119592500000000
idn,1996,137533300000000
idn,1997,174871300000000
idn,1998,506244800000000
idn,1999,390560100000000
idn,2000,569490299000000
idn,2001,642594693000000
idn,2002,595513995000000
idn,2003,613720793000000
idn,2004,739639315820000
idn,2005,945121767090000
idn,2006,1036316461000000
idn,2007,1162973800000000
idn,2008,1475119100000000
idn,2009,1354409380000000
idn,2010,1667917825501200
idn,2011,2061886156973900
idn,2012,2118979000000000
idn,2013,2283776658766100
idn,2014,2501424828239600
idn,2015,2438992682561800
idn,2016,2367365191113400
idn,2017,2742060503689900
idn,2018,3116546306024800
idn,2019,2920517548015800
idn,2020,2649786942603500
ind,1960,7870000000
ind,1961,8040000000
ind,1962,8370000000
ind,1963,9870000000
ind,1964,10020000000
ind,1965,9380000000
ind,1966,13300000000
ind,1967,15170000000
ind,1968,16080000000
ind,1969,16280000000
ind,1970,17710000000
ind,1971,18380000000
ind,1972,22250000000
ind,1973,28300000000
ind,1974,38350000000
ind,1975,48120000000
ind,1976,61390000000
ind,1977,66400000000
ind,1978,71150000000
ind,1979,83400000000
ind,1980,90290000000
ind,1981,102560000000
ind,1982,115630000000
ind,1983,131390000000
ind,1984,158460000000
ind,1985,149510000000
ind,1986,165430000000
ind,1987,202810000000
ind,1988,259130000000
ind,1989,346090000000
ind,1990,406350000000
ind,1991,562540000000
ind,1992,673120000000
ind,1993,861470000000
ind,1994,1016070000000
ind,1995,1307330000000
ind,1996,1448540000000
ind,1997,1652030000000
ind,1998,1952800000000
ind,1999,2276970000000
ind,2000,2781260000000
ind,2001,2907570000000
ind,2002,3555560000000
ind,2003,4174250000000
ind,2004,5690510000000
ind,2005,7120870000000
ind,2006,9048720000000
ind,2007,10189070000000
ind,2008,13287650000000
ind,2009,12987800000000
ind,2010,17101930000000
ind,2011,21439310000000
ind,2012,24397070000000
ind,2013,28567813002200
ind,2014,28636362781800
ind,2015,27286474220000
ind,2016,29487721065300
ind,2017,32115205714400
ind,2018,37662935333900
ind,2019,37505668246200
ind,2020,36851700334400
irl,1970,769689000
irl,1971,859908000
irl,1972,993694000
irl,1973,1319099000
irl,1974,1634352000
irl,1975,2080692000
irl,1976,2766202000
irl,1977,3620326000
irl,1978,4335910000
irl,1979,5058818000
irl,1980,5961394000
irl,1981,7073066000
irl,1982,8267890000
irl,1983,9962131000
irl,1984,12556119000
irl,1985,13800679000
irl,1986,13303446000
irl,1987,15197950000
irl,1988,17502558000
irl,1989,20715445000
irl,1990,20707369000
irl,1991,21831085000
irl,1992,24373779000
irl,1993,28561902000
irl,1994,32944254000
irl,1995,40258628000
