geo,time,ne_gdi_fprv_cn
slv,1990,535990122.85982
slv,1991,648238600
slv,1992,768077600
slv,1993,925232500
slv,1994,1145576600
slv,1995,1376949100
slv,1996,1191906400
slv,1997,1343462300
slv,1998,1472495700
slv,1999,1536233000
slv,2000,1749415000
slv,2001,1738145200
slv,2002,1723083400
slv,2003,1863719600
slv,2004,2036323100
slv,2005,1911950000
slv,2006,2402220000
slv,2007,2696930000
slv,2008,2840580000
slv,2009,2223420000
slv,2010,2392920000
slv,2011,2855690000
slv,2012,2993980000
slv,2013,3316570000
slv,2014,3035640000
slv,2015,3089720000
slv,2016,3152150000
slv,2017,3360300000
slv,2018,3774830000
slv,2019,4042330000
slv,2020,3734980000
srb,2000,41993900000
srb,2001,95017715700
srb,2002,133589944700
srb,2003,194051100000
srb,2004,262189200000
srb,2005,313977238900
srb,2006,381951101400
srb,2007,490179082700
srb,2008,586215862600
srb,2009,477252541900
srb,2010,469451923600
srb,2011,518370619000
srb,2012,650643728700
srb,2013,596101126500
srb,2014,566946000000
srb,2015,617756804100
srb,2016,633170970100
srb,2017,710530286500
srb,2018,817401099900
srb,2019,951753165700
srb,2020,886840200000
sur,2006,2103000000
sur,2007,2768000000
sur,2008,3757000000
sur,2009,5741000000
sur,2010,3486000000
swz,1970,14700000
swz,1975,34000000
swz,1976,38200000
swz,1977,46600000
swz,1978,75000000
swz,1979,103100000
swz,1980,97582000
swz,1981,89785000
swz,1982,94827500
swz,1983,153300000
swz,1984,154007500
swz,1985,118457500
swz,1986,86817500
swz,1987,128470000
swz,1988,285085000
swz,1989,325495000
swz,1990,290155000
swz,1991,301945000
swz,1992,420675000
swz,1993,495800000
swz,1994,512525000
swz,1995,673000000
swz,1996,842400000
swz,1997,992757500
swz,1998,1222467500
swz,1999,1017325300
swz,2000,2078722400
swz,2001,2346836400
swz,2002,2329168800
swz,2003,2322405900
swz,2004,2305425800
swz,2005,2134941700
swz,2006,2241696800
swz,2007,2098538100
swz,2008,1932396000
swz,2009,1733055200
swz,2010,2303159700
swz,2011,2624806000
swz,2012,2929105300
swz,2013,3021779800
swz,2014,2904153800
swz,2015,2875304900
swz,2016,2495276900
swz,2017,3059286600
swz,2018,4870784700
swz,2019,5608948000
swz,2020,408805200
syc,1983,142100000
syc,1984,195900000
syc,1985,185200000
syc,1986,185100000
syc,1990,290400000
syc,1991,256300000
syc,1992,256100000
syc,1993,379800000
syc,1994,464900000
syc,1995,453538200
syc,1996,511270200
syc,1997,582316900
syc,1998,995525000
syc,1999,1335227000
syc,2000,483600000
syc,2001,911500000
syc,2002,694997000
syc,2003,330035300
syc,2006,1277000000
syc,2007,1634000000
syc,2008,2278000000
syc,2009,2537000000
syc,2010,3278000000
syc,2011,3563000000
syr,1970,268000000
syr,1971,354000000
syr,1972,718000000
syr,1973,695000000
syr,1974,759000000
syr,1975,1530000000
syr,1976,2202000000
syr,1977,3731000000
syr,1978,3077000000
syr,1979,2571000000
syr,1980,5348000000
syr,1981,6154000000
syr,1982,6398000000
syr,1983,5928000000
syr,1984,6306000000
syr,1985,6751000000
syr,1986,10543000000
syr,1987,11583000000
syr,1988,10239000000
syr,1989,17435000000
syr,1990,24423000000
syr,1991,31739000000
syr,1992,58199000000
syr,1993,66722000000
syr,1994,87902000000
syr,1995,87420000000
syr,1996,85639000000
syr,1997,65356000000
syr,1998,67412000000
syr,1999,62222000000
syr,2000,56761000000
syr,2001,81023000000
syr,2002,81377000000
syr,2003,89551000000
syr,2004,133170000000
syr,2005,179582000000
syr,2006,199307000000
syr,2007,233819000000
syr,2008,250326000000
syr,2009,256330000000
syr,2010,348064000000
syr,2011,525211000000
syr,2012,280058000000
syr,2013,362411000000
syr,2014,223313000000
syr,2015,258004000000
syr,2016,375636000000
syr,2017,252881000000
syr,2018,315537000000
syr,2019,529550000000
tcd,2001,347834284100
tcd,2002,687046572400
tcd,2003,574438665000
tcd,2004,348323458300
tcd,2005,504273659800
tcd,2006,655106281300
tcd,2007,640143794500
tcd,2008,692119263400
tcd,2009,861523409800
tcd,2010,1252407989200
tcd,2011,1074096870400
tcd,2012,1177158912000
tcd,2013,1149583050500
tcd,2014,1546133837500
tcd,2015,1423249354200
tcd,2016,1234891800000
tcd,2017,980903000000
tcd,2018,1028341700000
tcd,2019,1068967700000
tcd,2020,862677706400
tgo,1988,41309999100
tgo,1989,44759998500
tgo,1990,79800000500
tgo,1991,61137567700
tgo,1992,55947325400
tgo,1993,29936758800
tgo,1994,53047730200
tgo,1995,65940607000
tgo,1996,91300003800
tgo,1997,96000000000
tgo,1998,117200003100
tgo,1999,99999998000
tgo,2000,108821000000
tgo,2001,128552000000
tgo,2002,160226000000
tgo,2003,170125000000
tgo,2004,145067000000
tgo,2005,141987000000
tgo,2006,155307000000
tgo,2007,191273000000
tgo,2008,218009000000
tgo,2009,224322000000
tgo,2010,220527000000
tgo,2011,305518000000
tgo,2012,363384000000
tgo,2013,440364000000
tgo,2014,481961000000
tgo,2015,513282000000
tgo,2016,488187000000
tgo,2017,442484000000
tgo,2018,513732500000
tgo,2019,634331300000
tgo,2020,635288100000
tha,1970,24600000500
tha,1971,25500000300
tha,1972,27200000000
tha,1973,38499999700
tha,1974,54599999500
tha,1975,53700001800
tha,1976,55900000300
tha,1977,74899996700
tha,1978,85900001300
tha,1979,100499996700
tha,1980,125376004100
tha,1981,144835002400
tha,1982,160325992400
tha,1983,188493004800
tha,1984,200523006000
tha,1985,195079995400
tha,1986,208613998600
tha,1987,281787007000
tha,1988,399821013000
tha,1989,549200003100
tha,1990,747700027400
tha,1991,862598004700
tha,1992,881454022700
tha,1993,1023052000000
tha,1994,1153564000000
tha,1995,1364439000000
tha,1996,1447066000000
tha,1997,1071015000000
tha,1998,583782000000
tha,1999,540362000000
tha,2000,684307000000
tha,2001,799685000000
tha,2002,873974000000
tha,2003,1063010000000
tha,2004,1295994000000
tha,2005,1575287000000
tha,2006,1679696000000
tha,2007,1684454000000
tha,2008,1928203000000
tha,2009,1582374000000
tha,2010,1932152000000
tha,2011,2276924000000
tha,2012,2607562000000
tha,2013,2541235000000
tha,2014,2572184000000
tha,2015,2506163000000
tha,2016,2529339000000
tha,2017,2653500000000
tha,2018,2767229000000
tha,2019,2842691000000
tha,2020,2609748000000
tjk,1993,391600
tjk,1994,1695000
tjk,1995,13753000
tjk,1996,28210100
tjk,1997,74813700
tjk,1998,29000000
tjk,1999,0
tkm,2005,3921668800
tkm,2006,4145990300
tkm,2007,4697000000
tkm,2008,14634990000
tkm,2009,24487726000
tkm,2010,30540538000
tkm,2011,38558016000
tkm,2012,40737896000
tls,2000,32344800
tls,2001,31919600
tls,2002,26317500
tls,2003,25111400
tls,2004,29528200
tls,2005,30246700
tls,2006,8510300
tls,2007,31442400
tls,2008,47664800
tls,2009,56919400
tls,2010,65361900
tls,2011,63656900
tls,2012,72188500
tls,2013,84355200
tls,2014,87010400
tls,2015,86059400
tls,2016,89918000
tls,2017,112151400
tls,2018,44076200
tls,2019,76351700
tls,2020,92108700
tun,1970,64600000
tun,1971,68100000
tun,1972,94100000
tun,1973,122900000
tun,1974,161800000
tun,1975,214600000
tun,1976,225100000
tun,1977,238400000
tun,1978,291100000
tun,1979,351700000
tun,1980,470200000
tun,1981,614500000
tun,1982,740000000
tun,1983,836600000
tun,1984,999600000
tun,1985,933000000
tun,1986,869369000
tun,1987,905300000
tun,1988,1000000000
tun,1989,1200900000
tun,1990,1690100700
tun,1991,1915020500
tun,1992,2344783700
tun,1993,1883400000
tun,1994,2107869700
tun,1995,2031852100
tun,1996,2326129800
tun,1997,4476200000
tun,1998,4559000000
tun,1999,5550300000
tun,2000,6224700000
tun,2001,6693800000
tun,2002,6810900000
tun,2003,6738800000
tun,2004,7229200000
tun,2005,7668229000
tun,2006,8905691000
tun,2007,10061278200
tur,1987,10781200
tur,1988,22144700
tur,1989,34408900
tur,1990,61387300
tur,1991,99826200
tur,1992,169659400
tur,1993,364896200
tur,1994,738526400
tur,1995,1545795900
tur,1996,3019239000
tur,1997,5982097300
tza,1990,127153000000
tza,1991,186576000000
tza,1992,243527000000
tza,1993,300280000000
tza,1994,424628000000
tza,1995,489915000000
tza,1996,489359000000
tza,1997,554762000000
tza,1998,335377997900
tza,1999,458928285300
tza,2000,1520446400500
tza,2001,1764174039900
tza,2002,1996473489700
tza,2003,2596658702800
tza,2004,3529855570000
tza,2005,4207266676900
tza,2006,5236889415000
tza,2007,6552606394300
tza,2008,8541360247400
tza,2009,8407462316800
tza,2010,9720015821000
tza,2011,13419017986500
tza,2012,15280226383600
tza,2013,19220021793300
tza,2014,21206708548600
tza,2015,23280025812500
tza,2016,26619620904500
tza,2017,31606408907500
tza,2018,35050633617500
tza,2019,37153671634500
tza,2020,37286797386400
uga,1985,952000000
uga,1986,2223000000
uga,1987,6684000000
uga,1988,21701000000
uga,1989,50888000000
uga,1990,88973000000
uga,1991,141981000000
uga,1992,233821000000
uga,1993,328640000000
uga,1994,404681000000
uga,1995,634460000000
uga,1996,771800000000
uga,1997,856260000000
uga,1998,852800000000
uga,1999,1131000000000
uga,2000,1233791141400
uga,2001,1348080531600
uga,2002,1559761791500
uga,2003,1942629458200
uga,2004,2308643384600
uga,2005,2765636684700
uga,2006,2972441112500
uga,2007,3587450706200
uga,2008,4483263275600
uga,2009,9814335117000
uga,2010,11494167866200
uga,2011,13845670075600
uga,2012,14539968350100
uga,2013,18916450360100
uga,2014,17478459246200
uga,2015,16847260221500
uga,2016,22160702078900
uga,2017,21377019632400
uga,2018,21942247920500
uga,2019,25348747323300
uga,2020,25018719236100
ukr,1991,490600
ukr,1992,10145900
ukr,1993,271058700
ukr,1994,1981515500
ukr,1995,9649423400
ukr,1996,13111000100
ukr,1997,16952999900
ukr,1998,17785999400
ukr,1999,20859000800
ury,1970,0
ury,1971,92500
ury,1972,145400
ury,1973,192000
ury,1974,535200
ury,1975,1104000
ury,1976,1802300
ury,1977,2715900
ury,1978,4245800
ury,1979,9133600
ury,1980,10945000
ury,1981,19751700
ury,1982,16737600
ury,1983,15000000
ury,1984,17500000
ury,1985,29400000
ury,1986,55500000
ury,1987,122700000
ury,1988,288893000
ury,1989,476640000
ury,1990,1016424000
ury,1991,2178853000
ury,1992,4306019000
ury,1993,6398710000
ury,1994,9211813000
ury,1995,12784570000
ury,1996,18161045000
ury,1997,28687985600
ury,1998,34184051200
ury,1999,31718277800
ury,2000,29439163800
ury,2001,28386149800
ury,2002,27250936500
ury,2003,31525820300
ury,2004,43634379400
ury,2005,55976171400
ury,2006,68639849000
ury,2007,79033695100
ury,2008,99934108100
ury,2009,97851081600
ury,2010,118299788800
ury,2011,143561822400
ury,2012,190673096300
ury,2013,207742852700
ury,2014,220414572700
ury,2015,221631234600
usa,1960,83200000000
usa,1961,83600000000
usa,1962,90900000000
usa,1963,97700000000
usa,1964,107300000000
usa,1965,120400000000
usa,1966,130600000000
usa,1967,132800000000
usa,1968,147900000000
usa,1969,173600000000
usa,1970,170100000000
usa,1971,196800000000
usa,1972,228100000000
usa,1973,266900000000
usa,1974,274500000000
usa,1975,257300000000
usa,1976,323200000000
usa,1977,396600000000
usa,1978,478400000000
usa,1979,539700000000
usa,1980,530100000000
usa,1981,631200000000
usa,1982,581000000000
usa,1983,637500000000
usa,1984,820100000000
usa,1985,829600000000
usa,1986,849100000000
usa,1987,892200000000
usa,1988,937000000000
usa,1989,999700000000
usa,1990,993500000000
usa,1991,944300000000
usa,1992,1013000000000
usa,1993,1106800000000
usa,1994,1256500000000
usa,1995,1317500000000
usa,1996,1432100000000
usa,1997,1595600000000
usa,1998,1735300000000
usa,1999,1884200000000
usa,2000,2033800000000
usa,2001,1928600000000
usa,2002,1925000000000
usa,2003,2027900000000
usa,2004,2276700000000
usa,2005,2527100000000
usa,2006,2680600000000
usa,2007,2643700000000
usa,2008,2424800000000
usa,2009,1878100000000
usa,2010,2100800000000
usa,2011,2239900000000
usa,2012,2479200000000
usa,2013,2648000000000
uzb,1994,9569000000
uzb,1995,53097000000
uzb,1996,68344000000
uzb,1997,204430000000
uzb,1998,301800000000
uzb,1999,397521000000
uzb,2000,551734000000
uzb,2001,1077570000000
uzb,2002,1177852000000
uzb,2003,1655137000000
uzb,2004,2287254000000
uzb,2005,2794622000000
uzb,2006,4155773000000
uzb,2007,6146539000000
uzb,2008,9839034000000
uzb,2009,13159031000000
ven,1997,6237060000
ven,1998,8733640000
ven,1999,9503148000
ven,2000,11334958000
ven,2001,15164097000
ven,2002,13226903000
ven,2003,10756819000
ven,2004,21691872000
ven,2005,36656580000
ven,2006,43297034000
ven,2007,63775613000
ven,2008,66548732000
ven,2009,78820330000
ven,2010,74852839000
ven,2011,82208596000
ven,2012,98414656000
ven,2013,148107407000
ven,2014,194265924000
vir,2002,516000000
vir,2003,399000000
vir,2004,461000000
vir,2005,578000000
vir,2006,633000000
vir,2007,569000000
vir,2008,521000000
vir,2009,437000000
vir,2010,411000000
vir,2011,390000000
vir,2012,292000000
vir,2013,298000000
vir,2014,300000000
vir,2015,286000000
vir,2016,274000000
vir,2017,303000000
vir,2018,480000000
vir,2019,999000000
zaf,1960,691000000
zaf,1961,695000000
zaf,1962,705000000
zaf,1963,876000000
zaf,1964,1099000000
zaf,1965,1284000000
zaf,1966,1348000000
zaf,1967,1448000000
zaf,1968,1530000000
zaf,1969,1774000000
zaf,1970,2181000000
zaf,1971,2436000000
zaf,1972,2703000000
zaf,1973,3443000000
zaf,1974,4252000000
zaf,1975,5526000000
zaf,1976,6186000000
zaf,1977,6699000000
zaf,1978,7616000000
zaf,1979,9187000000
zaf,1980,12865000000
zaf,1981,15569000000
zaf,1982,17488000000
zaf,1983,19487000000
zaf,1984,21336000000
zaf,1985,23023000000
zaf,1986,23052000000
zaf,1987,24948000000
zaf,1988,33111000000
zaf,1989,41448000000
zaf,1990,46643000000
zaf,1991,48258000000
zaf,1992,50173000000
zaf,1993,54894449700
zaf,1994,65490934600
zaf,1995,79051302700
zaf,1996,90670811400
zaf,1997,102514403000
zaf,1998,114683574300
zaf,1999,112398981400
zaf,2000,123670353700
zaf,2001,137878902100
zaf,2002,156651841100
zaf,2003,178111158400
zaf,2004,206094829800
zaf,2005,242771351800
zaf,2006,297795108200
zaf,2007,367060301700
zaf,2008,463346577200
zaf,2009,443825797400
zaf,2010,440134160700
zaf,2011,478771690300
zaf,2012,524583610300
zaf,2013,595101295000
zaf,2014,619198097700
zaf,2015,641845470600
zaf,2016,665614652100
zaf,2017,678269900200
zaf,2018,700690329000
zaf,2019,708998307900
zaf,2020,618418851500
zwe,1979,572599200
zwe,1980,822370700
zwe,1981,1215787200
zwe,1982,1246824900
zwe,1983,1056918300
zwe,1984,843126600
zwe,1985,687893800
zwe,1986,808032000
zwe,1987,914827600
zwe,1988,979935500
zwe,1989,891741600
zwe,1990,1301409800
zwe,1991,1480163300
zwe,1992,1252552000
zwe,1993,1308405400
zwe,1994,1258834400
zwe,1995,1541648400
zwe,1996,1345227100
zwe,1997,1302230000
zwe,1998,1209352300
zwe,2000,740426700
zwe,2001,682035000
zwe,2002,512532700
zwe,2003,671625900
zwe,2004,0
zwe,2005,0
zwe,2006,0
zwe,2007,199181700
zwe,2008,130804800
zwe,2009,913221000
zwe,2010,1525494200
zwe,2011,1635666100
zwe,2012,1649495100
zwe,2013,1283889100
zwe,2014,1525379600
zwe,2015,1708370700
zwe,2016,1041314200
zwe,2017,296086100
zwe,2018,1015257000
zwe,2019,5153443700
zwe,2020,31817787700
