geo,time,ny_exp_capm_kn
khm,1998,3596996451618.68945
khm,1999,5314620298596.44043
khm,2000,7019664981000
khm,2001,8179212087792.51855
khm,2002,9470540009524.21094
khm,2003,10533423436273.19922
khm,2004,13333405695422
khm,2005,15361611388559.40039
khm,2006,18244155899605.39844
khm,2007,20292650667202.30078
khm,2008,26864648744868.19922
khm,2009,21968672791613.60156
khm,2010,26492030966689.5
khm,2011,30832520312110.89453
khm,2012,36597563892690.79688
khm,2013,42078584640120.09375
khm,2014,46954356305649.39844
khm,2015,49943139064471
khm,2016,54252513535371.60156
khm,2017,57265558736498.09375
khm,2018,68817345284404.49219
khm,2019,76816319271901.90625
khm,2020,69965602613215.39844
kir,2008,20928133.78651
kir,2009,19762530.22115
kir,2010,16726567.06852
kir,2011,19760918.27607
kir,2012,20793888.74422
kir,2013,18961819.82808
kir,2014,21655584.17863
kir,2015,28662494.74876
kir,2016,36471071.75978
kir,2017,30241688.15434
kir,2018,19863113.88267
kor,1960,311305546274.64093
kor,1961,376118803418.80298
kor,1962,436225411847.17798
kor,1963,591183339913.146
kor,1964,661437468603.25403
kor,1965,931286217894.91394
kor,1966,1297193759332.67993
kor,1967,1687127937023.70996
kor,1968,2322446488687.06982
kor,1969,3088566536487.16943
kor,1970,3862574521753.84961
kor,1971,4719716203235.58984
kor,1972,6644530346410.23047
kor,1973,9950227281648.67969
kor,1974,9183434576812.03906
kor,1975,10363567813029.80078
kor,1976,16072050398498.59961
kor,1977,20356782279798.69531
kor,1978,24312977150164.60156
kor,1979,24721318588270.60156
kor,1980,23926192321526.69531
kor,1981,26295013185260.60156
kor,1982,27615192967330.69531
kor,1983,32913908633653.10156
kor,1984,37543581852562.09375
kor,1985,37742682920711.50781
kor,1986,54805161854414.29688
kor,1987,70372529262049.40625
kor,1988,79943827815403.57812
kor,1989,79978808108414.28125
kor,1990,82237058052238.70312
kor,1991,92809817724226.5
kor,1992,103922414161386
kor,1993,115849056891372
kor,1994,137987787289023
kor,1995,165520438561897
kor,1996,174871431913046
kor,1997,195283465595314
kor,1998,207960539325294
kor,1999,227723377729340
kor,2000,244659405126814
kor,2001,233717587438508
kor,2002,267830027735170
kor,2003,299508976197380
kor,2004,351803652664521
kor,2005,366322716659012
kor,2006,392457361039474
kor,2007,440475335110088.9375
kor,2008,441624840071303.0625
kor,2009,455873944635218
kor,2010,516236623429323.0625
kor,2011,567719747905647
kor,2012,600490552476508
kor,2013,637070255749514
kor,2014,656108296189037
kor,2015,712775700000000
kor,2016,755703433377424
kor,2017,776100303701097
kor,2018,780920187656237
kor,2019,736952987511792
kor,2020,735959488641528
kos,2008,608138000
kos,2009,710989022.74899
kos,2010,866417747.21822
kos,2011,1137277770.95434
kos,2012,1179336430.05174
kos,2013,1181559825.03746
kos,2014,1236198945.68185
kos,2015,1189786934.45883
kos,2016,1369397683.26348
kos,2017,1597387074.84859
kos,2018,1745822013.65188
kos,2019,1867487558.50759
kos,2020,1359782427.82176
kwt,2010,22055000000
kwt,2011,29853537456.8574
kwt,2012,34222756911.9025
kwt,2013,31858478425.4353
kwt,2014,28202390982.5956
kwt,2015,16594030116.204
kwt,2016,14184241661.9911
kwt,2017,17322815225.6545
kwt,2018,20196543655.395
kwt,2019,17042908593.5955
lao,2000,7834229635772.07031
lao,2001,7677791704105.32031
lao,2002,7658205066886.19043
lao,2003,6678036342208.34961
lao,2004,8359466031947.0498
lao,2005,10858333697947.59961
lao,2006,16563234663895.30078
lao,2007,16231161666393.30078
lao,2008,18266484530608.89453
lao,2009,18855605180201.80078
lao,2010,23005589003995.10156
lao,2011,29507489343674.19922
lao,2012,30911145113600
lao,2013,35501456471455.10156
lao,2014,39980363369259.29688
lao,2015,38973058819560.29688
lao,2016,49337046703192.29688
lbn,1989,851209332599.59985
lbn,1990,825480310795.46497
lbn,1991,929420520967.05408
lbn,1992,1850448831862.16968
lbn,1993,2161813174669.45996
lbn,1994,2162774608359.5
lbn,1995,3222871729374.62012
lbn,1996,4449144177227.08008
lbn,1997,5577014693270.66016
lbn,1998,6213165128764.91016
lbn,1999,6636389382152.9502
lbn,2000,6485474289266.71973
lbn,2001,7769634593491.09961
lbn,2002,8990079221352.36914
lbn,2003,9276573834123.02734
lbn,2004,14651463104502
lbn,2005,14411572574091.19922
lbn,2006,13699120123760.19922
lbn,2007,14811000162549.30078
lbn,2008,15699245511197.69922
lbn,2009,19080048206770.5
lbn,2010,20297367122620.39844
lbn,2011,18662844307735.80078
lbn,2012,16535408144968
lbn,2013,16691564359918.40039
lbn,2014,15837335438870.69922
lbn,2015,19273885228879.69531
lbn,2016,20288074827201
lbn,2017,20662900439656.39844
lbn,2018,19384287739583.80078
lbn,2019,19305036181583.5
lbn,2020,14548866884665.59961
lby,2003,19270000000
lby,2004,23119658286.5237
lby,2005,30703609603.9765
lby,2006,32369740047.1823
lby,2007,40540979028.0901
lby,2008,44134421891.27889
lby,2009,31138817262.9463
lby,2010,35911175676.8457
lby,2011,11999294415.2257
lby,2012,41090995097.8737
lby,2013,32729324209.5499
lby,2014,14054471511.2773
lby,2015,9232150722.9008
lby,2016,5947055126.62448
lby,2017,16033864678.5262
lby,2018,25139076211.4574
lby,2019,18244634736.94469
lby,2020,7420266569.72824
lka,1960,203180094694.84695
lka,1961,194492572240.836
lka,1962,213788217232.43201
lka,1963,186867853149.54297
lka,1964,184538352187.04199
lka,1965,198945156937.55801
lka,1966,177540373984.40399
lka,1967,172244379187.07101
lka,1968,190389794308.452
lka,1969,174269905089.91599
lka,1970,195310583693.09897
lka,1971,183022460658.00296
lka,1972,170521492311.043
lka,1973,169450590349.371
lka,1974,135390688050.481
lka,1975,135404294686.302
lka,1976,181056926363.38901
lka,1977,206863097227.604
lka,1978,222093459054.177
lka,1979,221364611092.828
lka,1980,210648672124.345
lka,1981,218152590892.026
lka,1982,225988836221.10199
lka,1983,269025596628.57599
lka,1984,388750328912.11694
lka,1985,300435876766.56299
lka,1986,316990907915.45599
lka,1987,332325164811.96301
lka,1988,326668860272.35999
lka,1989,335395004493.87
lka,1990,386912686242.81598
lka,1991,389462875435.14899
lka,1992,439859792261.08093
lka,1993,507236168228.42896
lka,1994,550614599214.40295
lka,1995,580139379377.43005
lka,1996,614443177849.82202
lka,1997,714034706047.172
lka,1998,814863528784.47205
lka,1999,833616316364.47583
lka,2000,918233800946.56885
lka,2001,905319233288.94592
lka,2002,990436589646.52283
lka,2003,1113498055774.94995
lka,2004,1140319687897.62012
lka,2005,1146666472788.79004
lka,2006,1146206534647.66992
lka,2007,1196747708467.11011
lka,2008,1088625441738.60999
lka,2009,1170299074908.96997
lka,2010,1254021069132.8501
lka,2011,1302955575964.01001
lka,2012,1336140242059.26001
lka,2013,1476821405180.5
lka,2014,1666347269639.61011
lka,2015,1875972739461.83008
lka,2016,2045562617512.01001
lka,2017,2213368246793.12939
lka,2018,2266537337492.12012
lka,2019,2232672810709.08984
lka,2020,1808316777922.40967
lso,1960,3754431.57895
lso,1961,4142813.7931
lso,1962,5566936.36364
lso,1963,6473157.89474
lso,1964,7379424.45652
lso,1965,7897252.63158
lso,1966,5696386.0262
lso,1967,6602630
lso,1968,6861550.82645
lso,1969,8285655.96708
lso,1970,7767800
lso,1971,9062433.33333
lso,1972,12946325.5814
lso,1973,15535600
lso,1974,18124860.75949
lso,1975,20714142.6087
lso,1976,29776575.2809
lso,1977,25892666.66667
lso,1978,51785333.33333
lso,1979,69910205.96026
lso,1980,91401126.05405
lso,1981,95155559.89233
lso,2007,8189195132.30053
lso,2008,9090356829.34154
lso,2009,7469570634.60689
lso,2010,7536763519.34103
lso,2011,9352707259.51647
lso,2012,8504161100
lso,2013,7965337120.38874
lso,2014,8492669164.44415
lso,2015,10395848617.4034
lso,2016,10320412561.6203
lso,2017,10259700365.4539
lso,2018,11479966739.8474
lso,2019,10668280237.3225
ltu,1995,3502674225.66894
ltu,1996,4775597227.23465
ltu,1997,6157323688.48855
ltu,1998,6211081670.00932
ltu,1999,5240681033.28899
ltu,2000,6296669767.19883
ltu,2001,7781809425.66367
ltu,2002,9383157492.60954
ltu,2003,10233899554.032
ltu,2004,11916102354.3985
ltu,2005,14431987972.3533
ltu,2006,15813125589.204
ltu,2007,16465842351.097
ltu,2008,19042500268.0214
ltu,2009,15786175071.2604
ltu,2010,18487637735.72169
ltu,2011,21003608706.5214
ltu,2012,23083315644.447
ltu,2013,24689467915.888
ltu,2014,24444401038.66249
ltu,2015,25685490000
ltu,2016,27403279753.3452
ltu,2017,31110771067.6361
ltu,2018,32737233785.8428
ltu,2019,36353329212.7921
ltu,2020,37080142051.7429
lux,1970,9626734899.70322
lux,1971,9249709258.77639
lux,1972,9818360924.56758
lux,1973,11797239482.274
lux,1974,13497220350.9885
lux,1975,10224074182.0699
lux,1976,10556614359.5498
lux,1977,10303740592.8765
lux,1978,10684545127.7152
lux,1979,11700020845.1441
lux,1980,11518823062.2947
lux,1981,10915493261.8191
lux,1982,11041677761.0338
lux,1983,11409069106.0369
lux,1984,13191270908.8982
lux,1985,14489782169.2039
lux,1986,14822869763.2751
lux,1987,15172658782.5957
lux,1988,17041793152.6458
lux,1989,19269155133.98
lux,1990,20062134134.792
lux,1991,21634442655.8888
lux,1992,22016058750.147
lux,1993,23625239107.9045
lux,1994,25700498406.9442
lux,1995,26945378457.8462
lux,1996,29137206391.953
lux,1997,33268245657.9166
lux,1998,37783896997.3356
lux,1999,43067441150.5731
lux,2000,50420467004.01849
lux,2001,53424208312.0011
lux,2002,53482284543.9817
lux,2003,55060964823.4578
lux,2004,59982888636.9647
lux,2005,63557105583.2303
lux,2006,72860058858.772
lux,2007,75672508767.5089
lux,2008,77687545908.81709
lux,2009,73160532963.32809
lux,2010,81162992189.7599
lux,2011,84891523907.46049
lux,2012,86426078827.67451
lux,2013,92237299852.12448
lux,2014,98994962466.5175
lux,2015,103864132000
lux,2016,108682920058.69099
lux,2017,107903923998.59599
lux,2018,111655773571.85699
lux,2019,117018622666.24001
lux,2020,120498970992.649
lva,1995,3540084010.50765
lva,1996,4171981272.27251
lva,1997,4344158178.52298
lva,1998,4761453050.12234
lva,1999,4611952508.92339
lva,2000,4982232331.105
lva,2001,5506856778.01934
lva,2002,5636882974.29071
lva,2003,5977509085.96362
lva,2004,6973122117.5151
lva,2005,8534627742.41871
lva,2006,9123907424.9753
lva,2007,10869335565.3006
lva,2008,10939255155.4269
lva,2009,9548918595.95058
lva,2010,10852620466.0927
lva,2011,12597517124.7484
lva,2012,13408359998.368
lva,2013,13573717476.5914
lva,2014,14293830898.1478
lva,2015,14805204000
lva,2016,15856887205.7519
lva,2017,16942954705.7992
lva,2018,18017123328.4211
lva,2019,18552087464.2713
lva,2020,18670904106.7061
mac,1982,16396662146.8927
mac,1983,18435160427.8075
mac,1984,20646849395.8149
mac,1985,19915746045.9564
mac,1986,23415788923.5438
mac,1987,28365145914.3969
mac,1988,30808978700.1638
mac,1989,33554950679.5498
mac,1990,37542351175.7119
mac,1991,39108093686.618
mac,1992,45797304525.2953
mac,1993,48111565019.53049
mac,1994,50376195784.60889
mac,1995,55625539416.2102
mac,1996,54508667897.0796
mac,1997,52730931561.4618
mac,1998,50984048228.7044
mac,1999,51704089811.784
mac,2000,61126843708.7342
mac,2001,65053932417.8368
mac,2002,73728100114.25308
mac,2003,82801996502.8577
mac,2004,106540133102.55299
mac,2005,105219543067.019
mac,2006,116360266920.877
mac,2007,141150245660.672
mac,2008,151256443921.98499
mac,2009,155927773628.01099
mac,2010,218376666911.60501
mac,2011,275007537800.008
mac,2012,312061345889.92902
mac,2013,373665729718.422
mac,2014,378990254340.49402
mac,2015,287283070113.24103
mac,2016,282368062571.73401
mac,2017,330958345594.58698
mac,2018,369309331363.42999
mac,2019,367663000000
mac,2020,125785655713.028
mar,1960,28675213272.3576
mar,1961,25201919884.0679
mar,1962,24958680410.7995
mar,1963,27164980483.8442
mar,1964,27766271291.65829
mar,1965,24620422696.8254
mar,1966,24431787093.617
mar,1967,25736849220.5788
mar,1968,27342069245.7831
mar,1969,30628544493.1035
mar,1970,30693395797.3243
mar,1971,30320692111.18
mar,1972,33568330058.24269
mar,1973,38066146470.53169
mar,1974,46670415057.7688
mar,1975,42051240324.9934
mar,1976,38432703037.38609
mar,1977,43886899437.3822
mar,1978,42745856367.0982
mar,1979,46327341867.7547
mar,1980,49216642057.01849
mar,1981,49842812582.7324
mar,1982,49665576771.0231
mar,1983,56126435185.4298
mar,1984,58554507491.5338
mar,1985,61790009913.9816
mar,1986,61769239052.0048
mar,1987,72091379554.0072
mar,1988,90433686904.58168
mar,1989,79717768479.40179
mar,1990,87608040499.24271
mar,1991,91427234908.14751
mar,1992,97838744547.99779
mar,1993,93803166337.95721
mar,1994,92752364885.82269
mar,1995,99561378743.76759
mar,1996,103883050581.66299
mar,1997,115732055669.32401
mar,1998,121612912630.392
mar,1999,133058810325.661
mar,2000,135763588338.16701
mar,2001,150331755317.672
mar,2002,162077904905.26099
mar,2003,169343438702.07199
mar,2004,174862272821.45801
mar,2005,190899098491.22696
mar,2006,209039229511.892
mar,2007,223862000000
mar,2008,231750417508.19199
mar,2009,208148422793.84399
mar,2010,239709469043.095
mar,2011,248478324252.755
mar,2012,250936829786.95801
mar,2013,250014855372.957
mar,2014,274875494625.99896
mar,2015,303830804816.40399
mar,2016,329118627245.93402
mar,2017,363847522791.70398
mar,2018,387104363204.89203
mar,2019,416598603055.34894
mar,2020,365927411997.56494
mda,1995,16511961641.9169
mda,1996,15925956402.5454
mda,1997,17091908477.6769
mda,1998,13427649646.3308
mda,1999,13291619266.0395
mda,2000,14197360946.7301
mda,2001,16298114057.7612
mda,2002,19020265497.5814
mda,2003,22197038623.84249
mda,2004,23501477043.1729
mda,2005,25722453270.6563
mda,2006,24811220662.01229
mda,2007,27086667898.0527
mda,2008,25892643334.364
mda,2009,22772010491.2054
mda,2010,24010104000
mda,2011,31249643334.2159
mda,2012,31141106761.5812
mda,2013,34737055117.4243
mda,2014,35683172363.5054
mda,2015,37132264897.8959
mda,2016,40143241667.318
mda,2017,43510778127.59
mda,2018,45283144707.125
mda,2019,49110233613.3537
mda,2020,43712557803.3773
mdg,1960,1607161873037.37988
mdg,1961,2450355907579.50977
mdg,1962,2437261226217.99023
mdg,1963,2341475504704.04004
mdg,1964,2516237011462.58984
mdg,1965,2553710119515.58984
mdg,1966,2953981134412.7002
mdg,1967,3021662519520.50977
mdg,1968,3415480862599.66943
mdg,1969,3604695901537.33984
mdg,1970,3925452350675.52979
mdg,1971,3058542736381.64941
mdg,1972,3009197611640
mdg,1973,2973556169975.6001
mdg,1974,2690955354424.75977
mdg,1975,2839123429591.49023
mdg,1976,2343440037535.35986
mdg,1977,2428396675773.45996
mdg,1978,2391029205872.99023
mdg,1979,2220854018142.93994
mdg,1980,1966424452141.41992
mdg,1981,1520974999564.18994
mdg,1982,1455792921445.63989
mdg,1983,1391178139643.52002
mdg,1984,1898752401182.1897
mdg,1985,1948698817952.75
mdg,1986,1811129753808.86011
mdg,1987,1769198786698.6499
mdg,1988,1569701707872.97998
mdg,1989,1633642710681.75
mdg,1990,1665001107738.98999
mdg,1991,1629891057657.18994
mdg,1992,1578076661618.3999
mdg,1993,1677765639098.65991
mdg,1994,1966752516720.57007
mdg,1995,2048890103418
mdg,1996,2235559538128.35986
mdg,1997,2075568263340.34009
mdg,1998,2199592230244.7002
mdg,1999,2414424583187.93018
mdg,2000,2801268185287.64014
mdg,2001,3709037655394.12939
mdg,2002,2234087000130.6001
mdg,2003,3068393629388.04004
mdg,2004,3292442005921.37988
mdg,2005,3223348050214.35986
mdg,2006,3785479205923.06982
mdg,2007,4440190639600
mdg,2008,5058019931014.75977
mdg,2009,3392222919402.18945
mdg,2010,4001714523117.36963
mdg,2011,4543885306105.86035
mdg,2012,4599866475648.55957
mdg,2013,5086094637052.9502
mdg,2014,6495671089554.00977
mdg,2015,7128998369989.87012
mdg,2016,7921314301369.4209
mdg,2017,9590788965197.04883
mdg,2018,10318798681075.69922
mdg,2019,10329595377582.80078
mdg,2020,7228354599519.67871
mdv,2014,51916000000
mdv,2015,47240396565.3838
mdv,2016,43943777520.1648
mdv,2017,46457843522.6073
mdv,2018,48108396113.0586
mdv,2019,50723090299.3003
mdv,2020,24407716389.1783
mex,1960,129956041485.55901
mex,1961,139570791095.90701
mex,1962,151887201501.073
mex,1963,165333052817.06699
mex,1964,176649750158.55301
mex,1965,241034629093.27802
mex,1966,268538911475.845
mex,1967,246032550853.15399
mex,1968,257865596759.04297
mex,1969,278532319276.71893
mex,1970,295844907524.07703
mex,1971,309008160010.54602
mex,1972,371596554943.75507
mex,1973,437037699664.27399
mex,1974,460796860780.79694
mex,1975,398994357472.23999
mex,1976,449982656271.04895
mex,1977,431556197656.26099
mex,1978,494741845301.10602
mex,1979,606811121556.68506
mex,1980,764348021289.78894
mex,1981,877458157822.36597
mex,1982,1007224674997.79004
mex,1983,905054184649.021
mex,1984,961811427470.49902
mex,1985,875129543532.37793
mex,1986,699847154054.40601
mex,1987,830357867688.23804
mex,1988,837819310130.54285
mex,1989,941840850030.34485
mex,1990,1068216395638.75
mex,1991,1122150154698.36011
mex,1992,1200597543210.22998
mex,1993,1245969849581.34009
mex,1994,1434374858219.84009
mex,1995,1700274369697.25
mex,1996,1953390626278.06006
mex,1997,2247465809881.77979
mex,1998,2414581030284.56982
mex,1999,2739976246226.47998
mex,2000,3268768781333.5
mex,2001,3189943645337.64941
mex,2002,3259286570627.08008
mex,2003,3371601635165.77002
mex,2004,3560252546271.77979
mex,2005,3800501412915.62012
mex,2006,4143805238005.35059
mex,2007,4301098019810.2002
mex,2008,4350335216029.83984
mex,2009,3741455661170.2002
mex,2010,4442737908626.16992
mex,2011,4696711860701.75
mex,2012,4982951053194.09961
mex,2013,5095679696000
mex,2014,5396732408910.21973
mex,2015,5597059744223.05957
mex,2016,5787760023365.91992
mex,2017,6186739529102.34961
mex,2018,6559929484028.62988
mex,2019,6807518526849.94043
mex,2020,6185359572929.23047
mhl,2004,53151065.37098
mhl,2005,52917504.93785
mhl,2006,39822967.32776
mhl,2007,42587847.03934
mhl,2008,49163726.51303
mhl,2009,45080437.10197
mhl,2010,59349973.14695
mhl,2011,81458734.36797
mhl,2012,89229638.75255
mhl,2013,87283140.13783
mhl,2014,86540506.6497
mhl,2015,82374800
mhl,2016,79597499.62395
mhl,2017,85616862.70018
mhl,2018,87358789.58209
mhl,2019,90836663.95977
mhl,2020,91824240.6204
mkd,1990,54584753015.4859
mkd,1991,45494326691.3465
mkd,1992,53232010208.06609
mkd,1993,53426318603.8822
mkd,1994,58197069090.5807
mkd,1995,62022457538.5167
mkd,1996,42712901675.7552
mkd,1997,45090841626.7047
mkd,1998,43469157807.53329
mkd,1999,46346635149.2179
mkd,2000,89500824369.2182
mkd,2001,79996521113.2977
mkd,2002,73092100450.56979
mkd,2003,75344300545.2301
mkd,2004,87850838903.87619
mkd,2005,107363000000
mkd,2006,118846083742.821
mkd,2007,140947993093.98801
mkd,2008,131649935667.709
mkd,2009,110200520043.472
mkd,2010,138071221315.509
mkd,2011,155257833094.754
mkd,2012,159938097984.59399
mkd,2013,169962964268.34698
mkd,2014,201866197469.479
mkd,2015,226650407996.16599
mkd,2016,259577939212.612
mkd,2017,282386200044.086
mkd,2018,324259928115.59998
mkd,2019,352851169627.21997
mkd,2020,312451399969.422
mli,1967,73141859271.97951
mli,1968,82036315627.42
mli,1969,91959541297.367
mli,1970,89089706484.43289
mli,1971,94932138381.9837
mli,1972,82567884198.8508
mli,1973,69274790166.46561
mli,1974,66800269526.9616
mli,1975,67259532446.5768
mli,1976,95650531454.73329
mli,1977,115784370793.089
mli,1978,102250199660.07899
mli,1979,123471647160.207
mli,1980,155937713408.00699
mli,1981,137972311818.39899
mli,1982,140243814898.405
mli,1983,167029577273.633
mli,1984,192391155409.73495
mli,1985,193480362314.58496
mli,1986,180135791921.01901
mli,1987,212983286888.66296
mli,1988,191795432481.21097
mli,1989,220504467635.58801
mli,1990,219493542070.724
mli,1991,246469306700.08896
mli,1992,228484464282.005
mli,1993,244730419980.11496
mli,1994,221328363697.44199
mli,1995,274385504817.50296
mli,1996,278081440275.15002
mli,1997,378754932563.42896
mli,1998,447864333074.26703
mli,1999,428850000000
mli,2000,432609991707.258
mli,2001,612617426361.40906
mli,2002,704259963550.703
mli,2003,642194765633.60803
mli,2004,606030499593.19104
mli,2005,632202107681.50098
mli,2006,827683779841.58594
mli,2007,726958020395.23486
mli,2008,754725727216.401
mli,2009,826244752033.24512
mli,2010,902227201224.98401
mli,2011,1067655527403.5
mli,2012,1236435259289.16992
mli,2013,1081142026247.38
mli,2014,1092022765341.15002
mli,2015,1257314146543.59009
mli,2016,1334390147894.22998
mli,2017,1220028259041.47998
mli,2018,1191547359074.75
mli,2019,1241480019425.21997
mli,2020,1460813273446.92993
mlt,2000,6610005731.13933
mlt,2001,6028654077.23903
mlt,2002,6569710429.88677
mlt,2003,6513712423.15947
mlt,2004,6234437270.87557
mlt,2005,6477462820.53827
mlt,2006,7881210237.47708
mlt,2007,8732489674.01366
mlt,2008,10439428327.681
mlt,2009,10389893968.7141
mlt,2010,11317232916.2373
mlt,2011,11850461945.6003
mlt,2012,12457169730.2297
mlt,2013,12650910741.334
mlt,2014,13196903805.4803
mlt,2015,15456728400
mlt,2016,15803903253.3256
mlt,2017,17258342513.2657
mlt,2018,17303229128.6571
mlt,2019,18470044058.8953
mlt,2020,17047645135.445
mmr,2011,13554949907290.19922
mmr,2012,11108964878023.59961
mmr,2013,11246617295831.40039
mmr,2014,13438689216892.59961
mmr,2015,15742076633437.59961
mmr,2016,17051191700000
mmr,2017,18686686971590.80078
mmr,2018,20551727344910.5
mmr,2019,22863252846543
mmr,2020,26048987531997.19922
mne,2006,868968121.6812
mne,2007,1196450895.32008
mne,2008,1192185982.42128
mne,2009,1066707160.52585
mne,2010,1157671000
mne,2011,1295523419.07314
mne,2012,1269858699.92859
mne,2013,1290993191.44537
mne,2014,1303864476.55358
mne,2015,1414260196.02714
mne,2016,1509793891.76231
mne,2017,1618720163.04928
mne,2018,1784797752.14587
mne,2019,1924966263.64197
mne,2020,971795731.83588
mng,2010,4883126426798.33984
mng,2011,6258229226267.66992
mng,2012,6753744805982.44043
mng,2013,6968667509960.72949
mng,2014,10761773084077.80078
mng,2015,10115841490300
mng,2016,12404718657381.90039
mng,2017,14222853279351.90039
mng,2018,15446034226184.19922
mng,2019,17873062116456.19922
mng,2020,17371640741483.59961
mnp,2002,1862626598.46547
mnp,2003,1730444444.44444
mnp,2004,1783453575.24013
mnp,2005,1425017964.07186
mnp,2006,1113417553.19149
mnp,2007,807844559.58549
mnp,2008,565612200.43573
mnp,2009,387400000
mnp,2010,386283950.61728
mnp,2011,321942093.5412
mnp,2012,379000000
mnp,2013,400468571.42857
mnp,2014,433878571.42857
mnp,2015,532097637.79528
mnp,2016,993354709.41884
mnp,2017,1190327141.38287
mnp,2018,699420079.26024
mnp,2019,530223738.06276
moz,1991,8175087171.81685
moz,1992,7121278676.7313
moz,1993,6865257763.2474
moz,1994,10548300126.4821
moz,1995,10336834496.7289
moz,1996,13333489714.8179
moz,1997,14523673674.6375
moz,1998,16095476664.6536
moz,1999,16180113170.7755
moz,2000,19869086271.635
moz,2001,29853977374.6073
moz,2002,43021623036.4236
moz,2003,52030557094.06249
moz,2004,63472685923.5947
moz,2005,73096946987.78009
moz,2006,83426192672.5836
moz,2007,98598086426.32628
moz,2008,109982353410.836
moz,2009,120515541560.27
moz,2010,115029454716.11
moz,2011,129810974740.825
moz,2012,142801353109.26001
moz,2013,139462285149.39499
moz,2014,173766494682.37799
moz,2015,182264033903.40799
moz,2016,185102487102.62799
moz,2017,218641990058.147
moz,2018,270852733794.26401
moz,2019,265839890728.22501
mrt,1961,3897039977.9691
mrt,1962,4017914921.51587
mrt,1963,7002214840.45478
mrt,1964,15837313645.0752
mrt,1965,17145911245.862
mrt,1966,17991218240.541
mrt,1967,19432751060.6072
mrt,1968,19603400383.843
mrt,1969,18489618709.2607
mrt,1970,19847768585.3768
mrt,1971,20183313837.2522
mrt,1972,17108583464.1489
mrt,1973,16443335980.7161
mrt,1974,21983219946.773
mrt,1975,18982626330.7685
mrt,1976,22184883856.9621
mrt,1977,17710493484.5325
mrt,1978,16251791241.6488
mrt,1979,16396157329.3919
mrt,1980,16526149027.6396
mrt,1981,22215184794.1217
mrt,1982,20807682092.10089
mrt,1983,25659530090.1784
mrt,1984,25192753522.4372
mrt,1985,30270661803.896
mrt,1986,32792658467.60749
mrt,1987,30096382219.76
mrt,1988,29617545010.9242
mrt,1989,30229474195.7332
mrt,1990,27111801169.5318
mrt,1991,25948790229.5419
mrt,1992,25315972614.3846
mrt,1993,26311259346.80149
mrt,1994,25360341468.5274
mrt,1995,31190384788.2891
mrt,1996,30518602263.7426
mrt,1997,26031145832.1757
mrt,1998,22099435723.2585
mrt,1999,21977437132.4719
mrt,2000,24243285523.8734
mrt,2001,25283307271.0723
mrt,2002,25484323824.3123
mrt,2003,21914359415.105
mrt,2004,27937829566.1116
mrt,2005,34305506343.2921
mrt,2006,66715681494.4845
mrt,2007,63785172627.636
mrt,2008,63588644992.3031
mrt,2009,62668272524.1467
mrt,2010,85770396809.2664
mrt,2011,106080801833.84
mrt,2012,103037717216.02499
mrt,2013,101944863631.957
mrt,2014,74618600000
mrt,2015,64407619416.507
mrt,2016,84434887131.0614
mrt,2017,87245076612.4532
mrt,2018,90612052653.54601
mrt,2019,110941306784.464
mrt,2020,111967200737.63901
mus,1976,30777528427.9382
mus,1977,31395741958.9331
mus,1978,30180643370.0527
mus,1979,30415785014.338
mus,1980,29342369285.2653
mus,1981,25716184431.3044
mus,1982,27548040743.5224
mus,1983,29838598638.0768
mus,1984,30664256264.8125
mus,1985,33833548307.8168
mus,1986,50388785172.1871
mus,1987,62759626733.0711
mus,1988,67665814924.2891
mus,1989,66369642104.84049
mus,1990,74092398936.28569
mus,1991,76378129135.2534
mus,1992,78910434899.88831
mus,1993,80933573792.32588
mus,1994,82010344995.79878
mus,1995,88441116094.25569
mus,1996,101304327326.056
mus,1997,104071611480.871
mus,1998,118978662488.16901
mus,1999,120382190934.897
mus,2000,123381532629.66901
mus,2001,139890291850.14099
mus,2002,130299948563.354
mus,2003,120966865523.541
mus,2004,119357048016.97501
mus,2005,124838505289.026
mus,2006,130254000000
mus,2007,134931543788.62
mus,2008,126209348543.593
mus,2009,119129536226.032
mus,2010,127555749142.72301
mus,2011,132565355709.2
mus,2012,136562176277.552
mus,2013,130523510974.86
mus,2014,141565379303.90601
mus,2015,156184851671.20999
mus,2016,157580905946.81799
mus,2017,151190139629.38
mus,2018,147971109480.99799
mus,2019,142836577972.95499
mus,2020,87275323752.48529
mys,1960,19041956582.37289
mys,1961,17173623033.6427
mys,1962,16876433515.5967
mys,1963,16583480563.7583
mys,1964,16183394016.7422
mys,1965,18416519214.5606
mys,1966,18455367641.3702
mys,1967,18119250489.5578
mys,1968,19177068130.5175
mys,1969,22828744105.7751
mys,1970,23107120684.4077
mys,1971,21676947757.1874
mys,1972,19542983154.2467
mys,1973,27372654070.0308
mys,1974,32525807818.8742
mys,1975,27102751765.1486
mys,1976,36697197300.8755
mys,1977,39897556032.0063
mys,1978,43188985265.962
mys,1979,54796537209.6815
mys,1980,58099406851.78169
mys,1981,52478937346.069
mys,1982,56990363227.685
mys,1983,66369654000.48849
mys,1984,80318027344.18301
mys,1985,77075993855.55791
mys,1986,73286747577.22701
mys,1987,90944331886.48759
mys,1988,100275490271.867
mys,1989,116582102403.64301
mys,1990,138519177028.31299
mys,1991,161101034219.09601
mys,1992,182690996008.27399
mys,1993,206146231326.24301
mys,1994,254739461260.008
mys,1995,307898547878.14502
