geo,time,sh_dth_mort
fsm,2013,77
fsm,2014,75
fsm,2015,72
fsm,2016,70
fsm,2017,68
fsm,2018,67
fsm,2019,65
fsm,2020,64
gab,1972,3321
gab,1973,3296
gab,1974,3272
gab,1975,3249
gab,1976,3230
gab,1977,3210
gab,1978,3193
gab,1979,3180
gab,1980,3168
gab,1981,3157
gab,1982,3144
gab,1983,3135
gab,1984,3130
gab,1985,3126
gab,1986,3126
gab,1987,3131
gab,1988,3141
gab,1989,3158
gab,1990,3176
gab,1991,3198
gab,1992,3224
gab,1993,3250
gab,1994,3276
gab,1995,3300
gab,1996,3320
gab,1997,3334
gab,1998,3338
gab,1999,3333
gab,2000,3317
gab,2001,3302
gab,2002,3282
gab,2003,3266
gab,2004,3247
gab,2005,3232
gab,2006,3232
gab,2007,3220
gab,2008,3212
gab,2009,3203
gab,2010,3189
gab,2011,3182
gab,2012,3176
gab,2013,3163
gab,2014,3143
gab,2015,3088
gab,2016,2988
gab,2017,2931
gab,2018,2882
gab,2019,2844
gab,2020,2777
gbr,1960,23821
gbr,1961,24079
gbr,1962,24129
gbr,1963,23896
gbr,1964,23420
gbr,1965,22761
gbr,1966,21972
gbr,1967,21111
gbr,1968,20233
gbr,1969,19303
gbr,1970,18292
gbr,1971,17215
gbr,1972,16091
gbr,1973,14958
gbr,1974,13870
gbr,1975,12875
gbr,1976,12002
gbr,1977,11260
gbr,1978,10636
gbr,1979,10096
gbr,1980,9620
gbr,1981,9213
gbr,1982,8898
gbr,1983,8674
gbr,1984,8531
gbr,1985,8447
gbr,1986,8367
gbr,1987,8234
gbr,1988,8002
gbr,1989,7662
gbr,1990,7224
gbr,1991,6745
gbr,1992,6301
gbr,1993,5931
gbr,1994,5636
gbr,1995,5412
gbr,1996,5233
gbr,1997,5073
gbr,1998,4914
gbr,1999,4758
gbr,2000,4612
gbr,2001,4487
gbr,2002,4392
gbr,2003,4332
gbr,2004,4303
gbr,2005,4295
gbr,2006,4296
gbr,2007,4285
gbr,2008,4248
gbr,2009,4179
gbr,2010,4081
gbr,2011,3963
gbr,2012,3841
gbr,2013,3727
gbr,2014,3628
gbr,2015,3547
gbr,2016,3481
gbr,2017,3425
gbr,2018,3371
gbr,2019,3316
gbr,2020,3253
geo,1980,5456
geo,1981,5316
geo,1982,5192
geo,1983,5082
geo,1984,4982
geo,1985,4897
geo,1986,4825
geo,1987,4753
geo,1988,4672
geo,1989,4572
geo,1990,4443
geo,1991,4282
geo,1992,4089
geo,1993,3868
geo,1994,3625
geo,1995,3365
geo,1996,3088
geo,1997,2809
geo,1998,2533
geo,1999,2273
geo,2000,2034
geo,2001,1818
geo,2002,1630
geo,2003,1468
geo,2004,1327
geo,2005,1206
geo,2006,1101
geo,2007,1009
geo,2008,929
geo,2009,858
geo,2010,794
geo,2011,740
geo,2012,693
geo,2013,656
geo,2014,625
geo,2015,598
geo,2016,575
geo,2017,553
geo,2018,531
geo,2019,508
geo,2020,484
gha,1960,61376
gha,1961,63012
gha,1962,64736
gha,1963,66535
gha,1964,68414
gha,1965,70338
gha,1966,72245
gha,1967,74219
gha,1968,76045
gha,1969,77680
gha,1970,79026
gha,1971,79992
gha,1972,80463
gha,1973,80387
gha,1974,79790
gha,1975,78856
gha,1976,77762
gha,1977,76834
gha,1978,76302
gha,1979,76285
gha,1980,76738
gha,1981,77594
gha,1982,78520
gha,1983,79282
gha,1984,79589
gha,1985,79404
gha,1986,78624
gha,1987,77382
gha,1988,75815
gha,1989,74138
gha,1990,72685
gha,1991,71605
gha,1992,70920
gha,1993,70724
gha,1994,70833
gha,1995,71055
gha,1996,71095
gha,1997,70744
gha,1998,69906
gha,1999,68561
gha,2000,66852
gha,2001,64979
gha,2002,63181
gha,2003,61665
gha,2004,60465
gha,2005,59481
gha,2006,58623
gha,2007,57735
gha,2008,56666
gha,2009,55391
gha,2010,53884
gha,2011,52239
gha,2012,50567
gha,2013,48939
gha,2014,47354
gha,2015,45807
gha,2016,44285
gha,2017,42842
gha,2018,41557
gha,2019,40353
gha,2020,39214
gin,1960,53824
gin,1961,54106
gin,1962,54432
gin,1963,54713
gin,1964,55051
gin,1965,55374
gin,1966,55740
gin,1967,56148
gin,1968,56596
gin,1969,57055
gin,1970,57563
gin,1971,58067
gin,1972,58603
gin,1973,59200
gin,1974,59717
gin,1975,60218
gin,1976,60709
gin,1977,61127
gin,1978,61528
gin,1979,61940
gin,1980,62348
gin,1981,62792
gin,1982,63298
gin,1983,63856
gin,1984,64398
gin,1985,64972
gin,1986,65530
gin,1987,66075
gin,1988,66563
gin,1989,66889
gin,1990,66996
gin,1991,66867
gin,1992,66490
gin,1993,65908
gin,1994,65136
gin,1995,64185
gin,1996,63106
gin,1997,61938
gin,1998,60586
gin,1999,59125
gin,2000,57549
gin,2001,55934
gin,2002,54338
gin,2003,52829
gin,2004,51451
gin,2005,50262
gin,2006,49220
gin,2007,48309
gin,2008,47576
gin,2009,46943
gin,2010,46455
gin,2011,46047
gin,2012,45663
gin,2013,45326
gin,2014,45312
gin,2015,45115
gin,2016,44608
gin,2017,44412
gin,2018,44151
gin,2019,43754
gin,2020,43352
gmb,1961,6075
gmb,1962,6067
gmb,1963,6056
gmb,1964,6055
gmb,1965,6053
gmb,1966,6065
gmb,1967,6076
gmb,1968,6088
gmb,1969,6109
gmb,1970,6130
gmb,1971,6153
gmb,1972,6173
gmb,1973,6202
gmb,1974,6236
gmb,1975,6271
gmb,1976,6308
gmb,1977,6347
gmb,1978,6385
gmb,1979,6415
gmb,1980,6432
gmb,1981,6450
gmb,1982,6461
gmb,1983,6476
gmb,1984,6507
gmb,1985,6543
gmb,1986,6597
gmb,1987,6653
gmb,1988,6716
gmb,1989,6780
gmb,1990,6831
gmb,1991,6862
gmb,1992,6866
gmb,1993,6839
gmb,1994,6778
gmb,1995,6697
gmb,1996,6597
gmb,1997,6485
gmb,1998,6365
gmb,1999,6242
gmb,2000,6125
gmb,2001,6007
gmb,2002,5897
gmb,2003,5793
gmb,2004,5692
gmb,2005,5596
gmb,2006,5504
gmb,2007,5418
gmb,2008,5336
gmb,2009,5254
gmb,2010,5177
gmb,2011,5101
gmb,2012,5028
gmb,2013,4954
gmb,2014,4876
gmb,2015,4788
gmb,2016,4704
gmb,2017,4617
gmb,2018,4534
gmb,2019,4457
gmb,2020,4377
gnb,1990,9799
gnb,1991,9719
gnb,1992,9627
gnb,1993,9523
gnb,1994,9400
gnb,1995,9257
gnb,1996,9105
gnb,1997,8953
gnb,1998,8803
gnb,1999,8648
gnb,2000,8491
gnb,2001,8333
gnb,2002,8166
gnb,2003,7984
gnb,2004,7799
gnb,2005,7604
gnb,2006,7407
gnb,2007,7208
gnb,2008,7004
gnb,2009,6801
gnb,2010,6594
gnb,2011,6395
gnb,2012,6210
gnb,2013,6038
gnb,2014,5884
gnb,2015,5740
gnb,2016,5597
gnb,2017,5459
gnb,2018,5324
gnb,2019,5184
gnb,2020,5049
gnq,1987,2734
gnq,1988,2820
gnq,1989,2901
gnq,1990,2978
gnq,1991,3050
gnq,1992,3124
gnq,1993,3199
gnq,1994,3277
gnq,1995,3358
gnq,1996,3435
gnq,1997,3511
gnq,1998,3575
gnq,1999,3627
gnq,2000,3672
gnq,2001,3706
gnq,2002,3740
gnq,2003,3769
gnq,2004,3787
gnq,2005,3797
gnq,2006,3807
gnq,2007,3805
gnq,2008,3794
gnq,2009,3780
gnq,2010,3766
gnq,2011,3754
gnq,2012,3731
gnq,2013,3714
gnq,2014,3688
gnq,2015,3642
gnq,2016,3608
gnq,2017,3567
gnq,2018,3528
gnq,2019,3491
gnq,2020,3450
grc,1960,7503
grc,1961,7326
grc,1962,7097
grc,1963,6809
grc,1964,6492
grc,1965,6231
grc,1966,6080
grc,1967,5945
grc,1968,5671
grc,1969,5230
grc,1970,4792
grc,1971,4489
grc,1972,4314
grc,1973,4211
grc,1974,4132
grc,1975,4032
grc,1976,3871
grc,1977,3661
grc,1978,3430
grc,1979,3195
grc,1980,2957
grc,1981,2713
grc,1982,2478
grc,1983,2268
grc,1984,2083
grc,1985,1900
grc,1986,1706
grc,1987,1517
grc,1988,1353
grc,1989,1225
grc,1990,1127
grc,1991,1056
grc,1992,1004
grc,1993,966
grc,1994,934
grc,1995,903
grc,1996,867
grc,1997,826
grc,1998,780
grc,1999,732
grc,2000,685
grc,2001,641
grc,2002,600
grc,2003,565
grc,2004,534
grc,2005,506
grc,2006,480
grc,2007,457
grc,2008,440
grc,2009,430
grc,2010,422
grc,2011,414
grc,2012,408
grc,2013,405
grc,2014,404
grc,2015,400
grc,2016,388
grc,2017,370
grc,2018,351
grc,2019,334
grc,2020,318
grd,1960,398
grd,1961,366
grd,1962,330
grd,1963,295
grd,1964,262
grd,1965,234
grd,1966,210
grd,1967,190
grd,1968,175
grd,1969,162
grd,1970,153
grd,1971,146
grd,1972,140
grd,1973,136
grd,1974,131
grd,1975,127
grd,1976,123
grd,1977,118
grd,1978,114
grd,1979,110
grd,1980,107
grd,1981,104
grd,1982,101
grd,1983,97
grd,1984,94
grd,1985,90
grd,1986,86
grd,1987,81
grd,1988,76
grd,1989,70
grd,1990,65
grd,1991,59
grd,1992,53
grd,1993,48
grd,1994,44
grd,1995,40
grd,1996,37
grd,1997,35
grd,1998,33
grd,1999,31
grd,2000,30
grd,2001,29
grd,2002,28
grd,2003,27
grd,2004,27
grd,2005,27
grd,2006,27
grd,2007,27
grd,2008,27
grd,2009,27
grd,2010,28
grd,2011,28
grd,2012,29
grd,2013,29
grd,2014,30
grd,2015,30
grd,2016,31
grd,2017,31
grd,2018,31
grd,2019,30
grd,2020,29
gtm,1962,42743
gtm,1963,42551
gtm,1964,42372
gtm,1965,42207
gtm,1966,42065
gtm,1967,41926
gtm,1968,41810
gtm,1969,41672
gtm,1970,41516
gtm,1971,41329
gtm,1972,41103
gtm,1973,40860
gtm,1974,40574
gtm,1975,40243
gtm,1976,45902
gtm,1977,39357
gtm,1978,38876
gtm,1979,38313
gtm,1980,37672
gtm,1981,36929
gtm,1982,43103
gtm,1983,35038
gtm,1984,34083
gtm,1985,33040
gtm,1986,31982
gtm,1987,30972
gtm,1988,30018
gtm,1989,29130
gtm,1990,28323
gtm,1991,27558
gtm,1992,26830
gtm,1993,26123
gtm,1994,25412
gtm,1995,24696
gtm,1996,23989
gtm,1997,23279
gtm,1998,22579
gtm,1999,21901
gtm,2000,21218
gtm,2001,20519
gtm,2002,19799
gtm,2003,19060
gtm,2004,18304
gtm,2005,17537
gtm,2006,16769
gtm,2007,16024
gtm,2008,15323
gtm,2009,14657
gtm,2010,14055
gtm,2011,13514
gtm,2012,13007
gtm,2013,12535
gtm,2014,12098
gtm,2015,11705
gtm,2016,11351
gtm,2017,11021
gtm,2018,10682
gtm,2019,10357
gtm,2020,10041
guy,1960,2195
guy,1961,2131
guy,1962,2071
guy,1963,2017
guy,1964,1975
guy,1965,1938
guy,1966,1909
guy,1967,1889
guy,1968,1874
guy,1969,1864
guy,1970,1858
guy,1971,1851
guy,1972,1842
guy,1973,1828
guy,1974,1807
guy,1975,1784
guy,1976,1756
guy,1977,1730
guy,1978,1706
guy,1979,1685
guy,1980,1669
guy,1981,1652
guy,1982,1631
guy,1983,1606
guy,1984,1573
guy,1985,1532
guy,1986,1486
guy,1987,1436
guy,1988,1385
guy,1989,1337
guy,1990,1292
guy,1991,1251
guy,1992,1213
guy,1993,1177
guy,1994,1141
guy,1995,1106
guy,1996,1070
guy,1997,1032
guy,1998,993
guy,1999,951
guy,2000,909
guy,2001,866
guy,2002,825
guy,2003,785
guy,2004,748
guy,2005,714
guy,2006,683
guy,2007,656
guy,2008,633
guy,2009,613
guy,2010,597
guy,2011,582
guy,2012,568
guy,2013,554
guy,2014,539
guy,2015,522
guy,2016,505
guy,2017,488
guy,2018,471
guy,2019,454
guy,2020,436
hnd,1961,20020
hnd,1962,19805
hnd,1963,19607
hnd,1964,19412
hnd,1965,19239
hnd,1966,19056
hnd,1967,18867
hnd,1968,18656
hnd,1969,18416
hnd,1970,18150
hnd,1971,17863
hnd,1972,17566
hnd,1973,17258
hnd,1974,20351
hnd,1975,16582
hnd,1976,16282
hnd,1977,15950
hnd,1978,15599
hnd,1979,15239
hnd,1980,14854
hnd,1981,14451
hnd,1982,14033
hnd,1983,13606
hnd,1984,13181
hnd,1985,12747
hnd,1986,12334
hnd,1987,11933
hnd,1988,11548
hnd,1989,11182
hnd,1990,10840
hnd,1991,10532
hnd,1992,10255
hnd,1993,10001
hnd,1994,9768
hnd,1995,9543
hnd,1996,9310
hnd,1997,9057
hnd,1998,13777
hnd,1999,8456
hnd,2000,8139
hnd,2001,7792
hnd,2002,7430
hnd,2003,7068
hnd,2004,6708
hnd,2005,6367
hnd,2006,6040
hnd,2007,5729
hnd,2008,5426
hnd,2009,5139
hnd,2010,4874
hnd,2011,4637
hnd,2012,4429
hnd,2013,4244
hnd,2014,4079
hnd,2015,3928
hnd,2016,3810
hnd,2017,3697
hnd,2018,3581
hnd,2019,3472
hnd,2020,3368
hrv,1986,1061
hrv,1987,965
hrv,1988,873
hrv,1989,789
hrv,1990,714
hrv,1991,756
hrv,1992,597
hrv,1993,555
hrv,1994,521
hrv,1995,494
hrv,1996,471
hrv,1997,450
hrv,1998,428
hrv,1999,405
hrv,2000,381
hrv,2001,357
hrv,2002,335
hrv,2003,315
hrv,2004,298
hrv,2005,284
hrv,2006,273
hrv,2007,263
hrv,2008,254
hrv,2009,244
hrv,2010,235
hrv,2011,226
hrv,2012,217
hrv,2013,209
hrv,2014,202
hrv,2015,195
hrv,2016,189
hrv,2017,182
hrv,2018,176
hrv,2019,170
hrv,2020,164
hti,1961,47453
hti,1962,47379
hti,1963,47229
hti,1964,47020
hti,1965,46709
hti,1966,46234
hti,1967,45657
hti,1968,45008
hti,1969,44293
hti,1970,43573
hti,1971,42878
hti,1972,42289
hti,1973,41795
hti,1974,41435
hti,1975,41248
hti,1976,41262
hti,1977,41456
hti,1978,41797
hti,1979,42231
hti,1980,42654
hti,1981,42993
hti,1982,43173
hti,1983,43114
hti,1984,42821
hti,1985,42287
hti,1986,41518
hti,1987,40612
hti,1988,39609
hti,1989,38571
hti,1990,37530
hti,1991,36490
hti,1992,35462
hti,1993,34432
hti,1994,33406
hti,1995,32375
hti,1996,31363
hti,1997,30347
hti,1998,29365
hti,1999,28437
hti,2000,27552
hti,2001,26727
hti,2002,25975
hti,2003,25280
hti,2004,24647
hti,2005,24085
hti,2006,23561
hti,2007,23061
hti,2008,22577
hti,2009,22089
hti,2010,57754
hti,2011,20858
hti,2012,20505
hti,2013,20027
hti,2014,19540
hti,2015,19004
hti,2016,18426
hti,2017,17851
hti,2018,17288
hti,2019,16735
hti,2020,16214
hun,1960,8274
hun,1961,7457
hun,1962,6869
hun,1963,6475
hun,1964,6203
hun,1965,6013
hun,1966,5910
hun,1967,5883
hun,1968,5889
hun,1969,5877
hun,1970,5847
hun,1971,5887
hun,1972,6076
hun,1973,6305
hun,1974,6336
hun,1975,6053
hun,1976,5600
hun,1977,5128
hun,1978,4677
hun,1979,4241
hun,1980,3836
hun,1981,3497
hun,1982,3247
hun,1983,3069
hun,1984,2929
hun,1985,2797
hun,1986,2654
hun,1987,2483
hun,1988,2315
hun,1989,2202
hun,1990,2146
hun,1991,2073
hun,1992,1924
hun,1993,1731
hun,1994,1553
hun,1995,1415
hun,1996,1307
hun,1997,1217
hun,1998,1137
hun,1999,1062
hun,2000,988
hun,2001,919
hun,2002,855
hun,2003,799
hun,2004,754
hun,2005,718
hun,2006,685
hun,2007,650
hun,2008,615
hun,2009,584
hun,2010,559
hun,2011,539
hun,2012,524
hun,2013,509
hun,2014,487
hun,2015,458
hun,2016,429
hun,2017,405
hun,2018,388
hun,2019,376
hun,2020,369
idn,1960,832971
idn,1961,828755
idn,1962,823874
idn,1963,817601
idn,1964,810583
idn,1965,952170
idn,1966,788869
idn,1967,779473
idn,1968,767380
idn,1969,754078
idn,1970,739746
idn,1971,724168
idn,1972,708286
idn,1973,691832
idn,1974,675572
idn,1975,659679
idn,1976,644207
idn,1977,629352
idn,1978,614734
idn,1979,600363
idn,1980,585812
idn,1981,570385
idn,1982,553900
idn,1983,536219
idn,1984,517298
idn,1985,497308
idn,1986,476892
idn,1987,456020
idn,1988,434917
idn,1989,414069
idn,1990,393314
idn,1991,372922
idn,1992,353208
idn,1993,334010
idn,1994,315564
idn,1995,298226
idn,1996,282394
idn,1997,268339
idn,1998,256146
idn,1999,245715
idn,2000,236750
idn,2001,228935
idn,2002,221923
idn,2003,215301
idn,2004,237718
idn,2005,202096
idn,2006,195431
idn,2007,188740
idn,2008,182055
idn,2009,175501
idn,2010,169104
idn,2011,162638
idn,2012,156290
idn,2013,149844
idn,2014,143410
idn,2015,137076
idn,2016,130935
idn,2017,125143
idn,2018,119526
idn,2019,114627
idn,2020,110042
ind,1960,4421984
ind,1961,4423671
ind,1962,4426296
ind,1963,4430493
ind,1964,4436738
ind,1965,4443357
ind,1966,4449787
ind,1967,4458961
ind,1968,4468498
ind,1969,4476462
ind,1970,4482479
ind,1971,4481044
ind,1972,4474139
ind,1973,4458334
ind,1974,4431721
ind,1975,4393096
ind,1976,4345320
ind,1977,4289129
ind,1978,4228515
ind,1979,4165858
ind,1980,4104186
ind,1981,4046077
ind,1982,3991127
ind,1983,3939449
ind,1984,3886229
ind,1985,3826388
ind,1986,3758271
ind,1987,3681880
ind,1988,3596990
ind,1989,3507760
ind,1990,3418076
ind,1991,3331575
ind,1992,3246480
ind,1993,3162651
ind,1994,3079675
ind,1995,2993896
ind,1996,2905674
ind,1997,2815167
ind,1998,2721709
ind,1999,2626113
ind,2000,2529252
ind,2001,2431923
ind,2002,2334769
ind,2003,2239666
ind,2004,2143841
ind,2005,2047439
ind,2006,1948338
ind,2007,1845726
ind,2008,1740382
ind,2009,1633079
ind,2010,1525847
ind,2011,1421875
ind,2012,1321592
ind,2013,1228875
ind,2014,1143835
ind,2015,1066397
ind,2016,996481
ind,2017,933146
ind,2018,876076
ind,2019,826837
ind,2020,783314
irl,1960,2092
irl,1961,2014
irl,1962,1943
irl,1963,1877
irl,1964,1806
irl,1965,1724
irl,1966,1637
irl,1967,1556
irl,1968,1491
irl,1969,1447
irl,1970,1429
irl,1971,1430
irl,1972,1441
irl,1973,1450
irl,1974,1446
irl,1975,1421
irl,1976,1373
irl,1977,1303
irl,1978,1217
irl,1979,1125
irl,1980,1034
irl,1981,948
irl,1982,873
irl,1983,808
irl,1984,751
irl,1985,700
irl,1986,653
irl,1987,612
irl,1988,574
irl,1989,535
irl,1990,492
irl,1991,450
irl,1992,414
irl,1993,387
irl,1994,370
irl,1995,363
irl,1996,365
irl,1997,371
irl,1998,378
irl,1999,384
irl,2000,386
irl,2001,383
irl,2002,374
irl,2003,360
irl,2004,346
irl,2005,332
irl,2006,322
irl,2007,314
irl,2008,309
irl,2009,304
irl,2010,299
irl,2011,292
irl,2012,284
irl,2013,276
irl,2014,265
irl,2015,252
irl,2016,238
irl,2017,223
irl,2018,209
irl,2019,195
irl,2020,183
irn,1976,194350
irn,1977,189651
irn,1978,184809
irn,1979,179979
irn,1980,174732
irn,1981,169422
irn,1982,164213
irn,1983,159161
irn,1984,153909
irn,1985,148020
irn,1986,141242
irn,1987,133522
irn,1988,124653
irn,1989,115300
irn,1990,105884
irn,1991,96527
irn,1992,87666
irn,1993,79442
irn,1994,71966
irn,1995,65304
irn,1996,59418
irn,1997,54301
irn,1998,49813
irn,1999,45965
irn,2000,42629
irn,2001,39791
irn,2002,37334
irn,2003,35154
irn,2004,33214
irn,2005,31528
irn,2006,29998
irn,2007,28626
irn,2008,27366
irn,2009,26272
irn,2010,25398
irn,2011,24608
irn,2012,24024
irn,2013,23580
irn,2014,23148
irn,2015,22744
irn,2016,22301
irn,2017,21814
irn,2018,21157
irn,2019,20430
irn,2020,19577
irq,1960,56419
irq,1961,54614
irq,1962,53406
irq,1963,52623
irq,1964,52126
irq,1965,51837
irq,1966,51541
irq,1967,51185
irq,1968,50669
irq,1969,49952
irq,1970,49102
irq,1971,48059
irq,1972,46922
irq,1973,45745
irq,1974,44553
irq,1975,43400
irq,1976,42314
irq,1977,41275
irq,1978,40317
irq,1979,39443
irq,1980,38626
irq,1981,37877
irq,1982,37208
irq,1983,36643
irq,1984,36169
irq,1985,35770
irq,1986,35450
irq,1987,35214
irq,1988,35037
irq,1989,34918
irq,1990,34872
irq,1991,34895
irq,1992,34972
irq,1993,35131
irq,1994,35367
irq,1995,35615
irq,1996,35875
irq,1997,36099
irq,1998,36285
irq,1999,36402
irq,2000,36457
irq,2001,36416
irq,2002,36330
irq,2003,36180
irq,2004,35984
irq,2005,35737
irq,2006,35486
irq,2007,35228
irq,2008,34970
irq,2009,34739
irq,2010,34512
irq,2011,34210
irq,2012,33854
irq,2013,33378
irq,2014,32758
irq,2015,32074
irq,2016,31307
irq,2017,30541
irq,2018,29803
irq,2019,29030
irq,2020,28345
isl,1960,102
isl,1961,101
isl,1962,99
isl,1963,96
isl,1964,93
isl,1965,89
isl,1966,84
isl,1967,80
isl,1968,77
isl,1969,73
isl,1970,70
isl,1971,67
isl,1972,65
isl,1973,62
isl,1974,59
isl,1975,56
isl,1976,53
isl,1977,50
isl,1978,46
isl,1979,44
isl,1980,41
isl,1981,39
isl,1982,37
isl,1983,35
isl,1984,33
isl,1985,32
isl,1986,31
isl,1987,30
isl,1988,30
isl,1989,29
isl,1990,28
isl,1991,27
isl,1992,27
isl,1993,26
isl,1994,24
isl,1995,23
isl,1996,22
isl,1997,20
isl,1998,19
isl,1999,18
isl,2000,17
isl,2001,16
isl,2002,15
isl,2003,15
isl,2004,14
isl,2005,14
isl,2006,14
isl,2007,13
isl,2008,13
isl,2009,13
isl,2010,12
isl,2011,12
isl,2012,12
isl,2013,11
isl,2014,10
isl,2015,10
isl,2016,9
isl,2017,9
isl,2018,9
isl,2019,8
isl,2020,8
isr,1960,2215
isr,1961,2136
isr,1962,2066
isr,1963,2007
isr,1964,1962
isr,1965,1935
isr,1966,1930
isr,1967,1946
isr,1968,1978
isr,1969,2021
isr,1970,2075
isr,1971,2134
isr,1972,2191
isr,1973,2230
isr,1974,2237
isr,1975,2197
isr,1976,2103
isr,1977,1977
isr,1978,1851
isr,1979,1745
isr,1980,1658
isr,1981,1588
isr,1982,1528
isr,1983,1467
isr,1984,1402
isr,1985,1337
isr,1986,1279
isr,1987,1231
isr,1988,1193
isr,1989,1165
isr,1990,1137
isr,1991,1104
isr,1992,1064
isr,1993,1021
isr,1994,977
isr,1995,939
isr,1996,911
isr,1997,892
isr,1998,877
isr,1999,863
isr,2000,849
isr,2001,835
isr,2002,820
isr,2003,802
isr,2004,781
isr,2005,760
isr,2006,742
isr,2007,726
isr,2008,714
isr,2009,704
isr,2010,696
isr,2011,687
isr,2012,678
isr,2013,669
isr,2014,660
isr,2015,651
isr,2016,644
isr,2017,636
isr,2018,628
isr,2019,619
isr,2020,609
ita,1960,45821
ita,1961,44726
ita,1962,43457
ita,1963,41995
ita,1964,40349
ita,1965,38677
ita,1966,37099
ita,1967,35632
ita,1968,34195
ita,1969,32682
ita,1970,30984
ita,1971,29007
ita,1972,26734
ita,1973,24225
ita,1974,21619
ita,1975,19145
ita,1976,16949
ita,1977,15072
ita,1978,13494
ita,1979,12174
ita,1980,11054
ita,1981,10076
ita,1982,9209
ita,1983,8430
ita,1984,7737
ita,1985,7138
ita,1986,6648
ita,1987,6252
ita,1988,5931
ita,1989,5663
ita,1990,5422
ita,1991,5182
ita,1992,4929
ita,1993,4647
ita,1994,4342
ita,1995,4038
ita,1996,3759
ita,1997,3513
ita,1998,3299
ita,1999,3116
ita,2000,2963
ita,2001,2835
ita,2002,2730
ita,2003,2641
ita,2004,2564
ita,2005,2500
ita,2006,2447
ita,2007,2400
ita,2008,2351
ita,2009,2295
ita,2010,2226
ita,2011,2145
ita,2012,2055
ita,2013,1960
ita,2014,1862
ita,2015,1766
ita,2016,1671
ita,2017,1577
ita,2018,1482
ita,2019,1386
ita,2020,1298
jam,1960,5310
jam,1961,5205
jam,1962,5095
jam,1963,4970
jam,1964,4839
jam,1965,4698
jam,1966,4544
jam,1967,4377
jam,1968,4195
jam,1969,4010
jam,1970,3817
jam,1971,3623
jam,1972,3433
jam,1973,3257
jam,1974,3097
jam,1975,2955
jam,1976,2834
jam,1977,2736
jam,1978,2654
jam,1979,2587
jam,1980,2531
jam,1981,2480
jam,1982,2429
jam,1983,2375
jam,1984,2314
jam,1985,2245
jam,1986,2175
jam,1987,2100
jam,1988,2022
jam,1989,1948
jam,1990,1875
jam,1991,1807
jam,1992,1741
jam,1993,1677
jam,1994,1616
jam,1995,1558
jam,1996,1500
jam,1997,1443
jam,1998,1387
jam,1999,1328
jam,2000,1270
jam,2001,1216
jam,2002,1168
jam,2003,1124
jam,2004,1087
jam,2005,1053
jam,2006,1022
jam,2007,996
jam,2008,967
jam,2009,936
jam,2010,904
jam,2011,872
jam,2012,839
jam,2013,806
jam,2014,776
jam,2015,748
jam,2016,723
jam,2017,696
jam,2018,671
jam,2019,645
jam,2020,620
jor,1960,6660
jor,1961,6748
jor,1962,6831
jor,1963,6901
jor,1964,6970
jor,1965,7028
jor,1966,7084
jor,1967,7129
jor,1968,7161
jor,1969,7176
jor,1970,7164
jor,1971,7111
jor,1972,7011
jor,1973,6865
jor,1974,6674
jor,1975,6453
jor,1976,6217
jor,1977,5978
jor,1978,5751
jor,1979,5546
jor,1980,5366
jor,1981,5209
jor,1982,5065
jor,1983,4931
jor,1984,4809
jor,1985,4697
jor,1986,4603
jor,1987,4531
jor,1988,4486
jor,1989,4466
jor,1990,4466
jor,1991,4478
jor,1992,4495
jor,1993,4511
jor,1994,4516
jor,1995,4509
jor,1996,4487
jor,1997,4450
jor,1998,4404
jor,1999,4349
jor,2000,4292
jor,2001,4237
jor,2002,4187
jor,2003,4148
jor,2004,4115
jor,2005,4098
jor,2006,4091
jor,2007,4094
jor,2008,4103
jor,2009,4109
jor,2010,4109
jor,2011,4096
jor,2012,4061
jor,2013,4005
jor,2014,3927
jor,2015,3829
jor,2016,3712
jor,2017,3583
jor,2018,3460
jor,2019,3333
jor,2020,3217
jpn,1960,65052
jpn,1961,59145
jpn,1962,53857
jpn,1963,49209
jpn,1964,45212
jpn,1965,41875
jpn,1966,39228
jpn,1967,37195
jpn,1968,35654
jpn,1969,34453
jpn,1970,33430
jpn,1971,32376
jpn,1972,31160
jpn,1973,29697
jpn,1974,27977
jpn,1975,26048
jpn,1976,24000
jpn,1977,21965
jpn,1978,20038
jpn,1979,18284
jpn,1980,16718
jpn,1981,15327
jpn,1982,14089
jpn,1983,12977
jpn,1984,11982
jpn,1985,11100
jpn,1986,10334
jpn,1987,9683
jpn,1988,9146
jpn,1989,8712
jpn,1990,8358
jpn,1991,8059
jpn,1992,7794
jpn,1993,7527
jpn,1994,7244
jpn,1995,6938
jpn,1996,6612
jpn,1997,6272
jpn,1998,5931
jpn,1999,5602
jpn,2000,5293
jpn,2001,5018
jpn,2002,4776
jpn,2003,4569
jpn,2004,4394
jpn,2005,4237
jpn,2006,4092
jpn,2007,3953
jpn,2008,3818
jpn,2009,3687
jpn,2010,3555
jpn,2011,3540
jpn,2012,3284
jpn,2013,3143
jpn,2014,3002
jpn,2015,2864
jpn,2016,2733
jpn,2017,2612
jpn,2018,2504
jpn,2019,2409
jpn,2020,2319
kaz,1976,27275
kaz,1977,27077
kaz,1978,26874
kaz,1979,26583
kaz,1980,26186
kaz,1981,25753
kaz,1982,25302
kaz,1983,24853
kaz,1984,24384
kaz,1985,23880
kaz,1986,23258
kaz,1987,22516
kaz,1988,21676
kaz,1989,20833
kaz,1990,20024
kaz,1991,19241
kaz,1992,18502
kaz,1993,17734
