geo,time,sl_emp_totl_sp_ne_zs
pry,1998,64.07
pry,1999,62.21
pry,2001,63.95
pry,2002,62.29
pry,2003,62.99
pry,2004,66.72
pry,2005,66.89
pry,2006,63.51
pry,2007,65.57
pry,2008,66.24
pry,2009,65.82
pry,2010,64.64
pry,2011,64.75
pry,2012,68.36
pry,2013,66.8
pry,2014,64.53
pry,2015,64.83
pry,2016,66.29
pry,2017,66.96
pry,2018,67.4
pry,2019,67.62
pry,2020,64.82
pse,2000,35.98
pse,2001,28.75
pse,2002,26.04
pse,2003,29.84
pse,2004,29.35
pse,2005,30.91
pse,2006,31.28
pse,2007,32.62
pse,2008,30.35
pse,2009,31.45
pse,2010,31.43
pse,2011,34.08
pse,2012,33.68
pse,2013,33.49
pse,2014,33.47
pse,2015,33.85
pse,2016,33.29
pse,2017,32.71
pse,2018,32.04
pse,2019,33.05
pse,2020,30.34
pyf,1988,52.93
pyf,1996,51.2
pyf,2002,51.2
pyf,2007,49.6
pyf,2012,44.08
qat,1997,73.08
qat,2004,75.91
qat,2006,79.69
qat,2007,84.71
qat,2008,87.11
qat,2009,87.44
qat,2010,86.59
qat,2011,86.25
qat,2012,86.13
qat,2013,86.94
qat,2014,87.12
qat,2015,92.44
qat,2016,92.97
qat,2017,88.07
qat,2018,87.24
qat,2019,87.88
qat,2020,86.31
rou,1995,61.97
rou,1997,62.37
rou,1998,61.44
rou,1999,60.91
rou,2000,59.95
rou,2001,59.07
rou,2002,53.1
rou,2003,52.04
rou,2004,51.31
rou,2005,50.07
rou,2006,50.97
rou,2007,51.26
rou,2008,51.35
rou,2009,50.71
rou,2010,51.05
rou,2011,50.23
rou,2012,50.9
rou,2013,50.66
rou,2014,51.14
rou,2015,50.83
rou,2016,50.55
rou,2017,52.23
rou,2018,52.68
rou,2019,52.98
rou,2020,52.29
rus,1992,67.08
rus,1993,64.34
rus,1994,60.51
rus,1995,58.99
rus,1996,57.72
rus,1997,54.9
rus,1998,53.03
rus,1999,56.77
rus,2000,58.54
rus,2001,58.44
rus,2002,59.76
rus,2003,59.38
rus,2004,60.33
rus,2005,61.28
rus,2006,61.66
rus,2007,63.06
rus,2008,63.25
rus,2009,62.02
rus,2010,62.7
rus,2011,63.88
rus,2012,64.91
rus,2013,64.77
rus,2014,65.33
rus,2015,65.29
rus,2016,65.68
rus,2017,59.49
rus,2018,59.82
rus,2019,59.42
rus,2020,58.43
rwa,1989,88
rwa,1996,94.28
rwa,2002,76.78
rwa,2014,82.61
rwa,2017,42.92
rwa,2018,44.45
rwa,2019,43.77
rwa,2020,45.75
sau,1992,49.7
sau,1999,47
sau,2000,47
sau,2001,46.3
sau,2002,45.2
sau,2006,47.5
sau,2009,47.21
sau,2011,50.1
sau,2012,51.13
sau,2013,50.99
sau,2014,50.97
sau,2015,51
sau,2017,51.67
sau,2018,52.61
sau,2019,54.63
sau,2020,54.96
sdn,2008,41.3
sdn,2011,41.12
sen,1991,57.6
sen,2002,61.91
sen,2006,44.98
sen,2011,49.3
sen,2015,42.41
sen,2016,47.88
sen,2017,44.13
sen,2018,47.53
sen,2019,49.26
sgp,1975,55.07
sgp,1976,55.46
sgp,1977,56.44
sgp,1978,57.89
sgp,1979,58.32
sgp,1980,60.78
sgp,1982,66.1
sgp,1983,66.16
sgp,1984,66.66
sgp,1985,63.81
sgp,1986,61.57
sgp,1987,63.42
sgp,1988,65.36
sgp,1989,67.43
sgp,1991,48.68
sgp,1992,55.23
sgp,1993,54.46
sgp,1994,54.28
sgp,1995,50.83
sgp,1996,52.5
sgp,1997,51.36
sgp,1998,49.41
sgp,1999,61
sgp,2000,66.38
sgp,2001,62
sgp,2002,60
sgp,2003,59.5
sgp,2004,59.6
sgp,2006,62.11
sgp,2007,61.24
sgp,2008,63.02
sgp,2009,61.6
sgp,2010,63.49
sgp,2011,63.48
sgp,2012,64.12
sgp,2013,64.13
sgp,2014,64.52
sgp,2015,65.75
sgp,2016,65.25
sgp,2017,64.87
sgp,2018,65.08
sgp,2019,65.17
sgp,2020,64.5
slb,2009,61.44
slb,2013,85.36
sle,2003,61.9
sle,2004,67.55
sle,2014,54.28
sle,2018,52.19
slv,1992,52.85
slv,1995,48.4
slv,1996,56.22
slv,1997,55.68
slv,1998,57.01
slv,1999,55.32
slv,2000,55.9
slv,2001,56
slv,2002,51.91
slv,2003,52.83
slv,2004,50.57
slv,2005,55.4
slv,2006,58.25
slv,2007,58.15
slv,2008,59.02
slv,2009,58.16
slv,2010,58.1
slv,2011,58.55
slv,2012,59.4
slv,2013,59.88
slv,2014,58.4
slv,2015,57.77
slv,2016,57.89
slv,2017,57.57
slv,2018,57.43
slv,2019,58.21
slv,2020,57.16
smr,1985,57.47
smr,1986,57.84
smr,1987,58.32
smr,1988,58.59
smr,1989,58.8
smr,1990,59.13
smr,1991,60.29
smr,1992,61.29
smr,1993,61.58
smr,1995,64.01
smr,1996,63.92
smr,1997,64.5
smr,1998,64.94
smr,2015,90.64
som,2019,25.48
srb,2005,42.34
srb,2006,40.4
srb,2007,41.78
srb,2008,44.43
srb,2009,41.2
srb,2010,37.92
srb,2011,35.78
srb,2012,35.49
srb,2013,37.73
srb,2014,41.96
srb,2015,42.48
srb,2016,45.19
srb,2017,46.7
srb,2018,47.55
srb,2019,48.95
srb,2020,49.09
ssd,2008,65.18
stp,1991,54.6
stp,2000,40.6
stp,2006,29.23
sur,1990,46.7
sur,1992,43.48
sur,1993,44.88
sur,1995,43.91
sur,1999,39.53
sur,2009,57.11
sur,2010,57.46
sur,2011,57.28
sur,2012,56.53
sur,2013,57.58
sur,2014,58.55
sur,2015,55.63
sur,2016,51.67
svk,1994,51.72
svk,1995,51.99
svk,1996,53.34
svk,1997,52.58
svk,1998,52.08
svk,1999,49.88
svk,2000,48.37
svk,2001,48.76
svk,2002,48.55
svk,2003,49.79
svk,2004,48.92
svk,2005,49.82
svk,2006,51.24
svk,2007,52.29
svk,2008,53.67
svk,2009,51.79
svk,2010,50.51
svk,2011,50.76
svk,2012,50.94
svk,2013,50.85
svk,2014,51.53
svk,2015,52.8
svk,2016,54.24
svk,2017,55.07
svk,2018,55.88
svk,2019,56.26
svk,2020,55.1
svn,1993,52.42
svn,1994,52.34
svn,1995,54.41
svn,1996,53.54
svn,1997,54.46
svn,1998,55.19
svn,1999,53.64
svn,2000,53.44
svn,2001,54.39
svn,2002,54.67
svn,2003,52.79
svn,2004,55.43
svn,2005,55.39
svn,2006,55.77
svn,2007,56.82
svn,2008,56.89
svn,2009,55.96
svn,2010,54.89
svn,2011,53.19
svn,2012,52.46
svn,2013,51.46
svn,2014,52.1
svn,2015,52.18
svn,2016,52.07
svn,2017,54.59
svn,2018,55.81
svn,2019,55.49
svn,2020,54.9
swe,1990,73.05
swe,1991,71.46
swe,1992,68.21
swe,1993,64.17
swe,1994,63.33
swe,1995,62.94
swe,1996,55.46
swe,1997,54.49
swe,1998,54.8
swe,1999,56.25
swe,2000,57.11
swe,2001,59.77
swe,2002,59.55
swe,2003,59.27
swe,2004,58.35
swe,2005,58.16
swe,2006,58.88
swe,2007,59.76
swe,2008,59.95
swe,2009,58.02
swe,2010,64.46
swe,2011,65.4
swe,2012,65.46
swe,2013,65.74
swe,2014,66.23
swe,2015,66.65
swe,2016,67.05
swe,2017,67.84
swe,2018,68.33
swe,2019,68.34
swe,2020,67.21
swz,1995,43.8
swz,2016,39.52
syc,2002,65.2
syc,2011,62.29
syc,2014,67.34
syc,2015,68.09
syc,2016,66.79
syc,2017,67.69
syc,2018,66.25
syc,2019,64.62
syc,2020,63.08
syr,1975,45.98
syr,1993,50.8
syr,1995,52.8
syr,1997,48.1
syr,1999,47.9
syr,2000,51.3
syr,2001,47.5
syr,2002,47.05
syr,2003,43.14
syr,2006,42.07
syr,2007,40.52
syr,2008,39.45
syr,2009,39.44
syr,2010,39.02
tca,2001,71.7
tca,2002,75.3
tca,2003,74.2
tca,2004,72.2
tca,2005,73
tca,2006,54.8
tca,2007,56.18
tca,2008,58.72
tcd,1993,69.9
tcd,2018,59.29
tgo,2006,77.46
tgo,2011,76.65
tgo,2015,53.48
tgo,2017,55.9
tha,1976,70.51
tha,1978,76.36
tha,1979,73.75
tha,1980,85.26
tha,1982,73.36
tha,1984,75.98
tha,1987,79.52
tha,1988,82.52
tha,1989,83.47
tha,1990,82.01
tha,1994,77.66
tha,1996,73.95
tha,1997,74.38
tha,2009,71.39
tha,2010,71.15
tha,2011,72.71
tha,2012,72.51
tha,2013,70.1
tha,2014,69.43
tha,2015,68.82
tha,2016,67.78
tha,2017,66.94
tha,2018,67.28
tha,2019,66.48
tha,2020,66.28
tjk,2003,52.89
tjk,2004,58.38
tjk,2005,30.52
tjk,2006,30.25
tjk,2007,29.79
tjk,2008,29.33
tjk,2009,39.52
tjk,2016,39.45
tkm,1999,40.27
tls,2001,52.4
tls,2010,40.16
tls,2013,27.25
tls,2016,63.94
ton,1984,34.47
ton,2003,38.24
ton,2018,45.26
tto,1971,31.15
tto,1974,31.6
tto,1978,34.24
tto,1979,53.04
tto,1981,53.68
tto,1983,53.18
tto,1985,51.62
tto,1986,48.91
tto,1987,45.82
tto,1988,45.47
tto,1989,44.65
tto,1990,44.78
tto,1991,46.57
tto,1992,48.28
tto,1993,46.84
tto,1994,48.47
tto,1995,49.9
tto,1996,50.68
tto,1997,51.28
tto,1998,52.45
tto,1999,52.85
tto,2000,53.74
tto,2001,53.83
tto,2002,54.59
tto,2003,55.16
tto,2004,57.75
tto,2005,58.63
tto,2006,59.91
tto,2007,59.94
tto,2008,60.54
tto,2009,59.37
tto,2010,58.41
tto,2011,57.88
tto,2012,58.81
tto,2013,59.11
tto,2014,59.89
tto,2015,58.52
tto,2016,57.37
tun,1989,40.31
tun,1994,40.52
tun,1997,38.11
tun,2005,39.64
tun,2006,39.93
tun,2007,40.19
tun,2008,40.42
tun,2009,40.33
tun,2010,40.77
tun,2011,38.54
tun,2012,39.35
tun,2013,39.87
tun,2015,39.93
tun,2016,39.83
tun,2017,39.77
tur,1988,54.82
tur,1989,54.96
tur,1990,52.08
tur,1991,52.33
tur,1992,51.24
tur,1993,47.5
tur,1994,49.97
tur,1995,50.01
tur,1996,50.17
tur,1997,48.97
tur,1998,49.17
tur,1999,48.67
tur,2000,46.7
tur,2001,45.65
tur,2002,44.44
tur,2003,43.24
tur,2004,41.29
tur,2005,41.5
tur,2006,41.55
tur,2007,41.5
tur,2008,41.71
tur,2009,41.16
tur,2010,43
tur,2011,44.97
tur,2012,45.36
tur,2013,45.9
tur,2014,45.5
tur,2015,46
tur,2016,46.33
tur,2017,47.08
tur,2018,47.37
tur,2019,45.68
tur,2020,42.84
tuv,2002,53.27
tuv,2016,50.72
tza,2001,83.85
tza,2006,85.43
tza,2011,79.18
tza,2012,83.03
tza,2013,75.73
tza,2014,82.18
uga,1991,84.32
uga,1997,59.9
uga,2002,77.5
uga,2003,36.75
uga,2005,80.4
uga,2009,75.4
uga,2012,67.65
uga,2017,43.63
ukr,2004,56.65
ukr,2005,57.84
ukr,2006,57.93
ukr,2007,58.66
ukr,2008,59.3
ukr,2009,57.73
ukr,2010,58.54
ukr,2011,59.25
ukr,2012,59.74
ukr,2013,60.15
ukr,2014,56.58
ukr,2015,56.65
ukr,2016,56.34
ukr,2017,56.1
ukr,2018,57.08
ukr,2019,51.7
ukr,2020,49.87
ury,1998,55.3
ury,1999,53.54
ury,2000,52.57
ury,2001,52.29
ury,2002,49.99
ury,2003,49.26
ury,2004,51.76
ury,2005,52.37
ury,2006,55.26
ury,2007,57.82
ury,2008,58.87
ury,2009,59.73
ury,2010,59.68
ury,2011,61.85
ury,2012,61.02
ury,2013,60.67
ury,2014,61.56
ury,2015,60.07
ury,2016,59.55
ury,2017,59.06
ury,2018,58.37
ury,2019,57.73
ury,2020,54.56
usa,1960,56.1
usa,1961,55.4
usa,1962,55.5
usa,1963,55.4
usa,1964,55.7
usa,1965,56.2
usa,1966,56.9
usa,1967,57.3
usa,1968,57.5
usa,1969,58
usa,1970,57.4
usa,1971,56.6
usa,1972,57
usa,1973,57.8
usa,1974,57.8
usa,1975,56.1
usa,1976,56.8
usa,1977,57.9
usa,1978,59.3
usa,1979,59.9
usa,1980,59.2
usa,1981,59
usa,1982,57.8
usa,1983,57.9
usa,1984,59.5
usa,1985,60.1
usa,1986,60.7
usa,1987,61.5
usa,1988,62.3
usa,1989,63
usa,1990,62.8
usa,1991,61.7
usa,1992,61.5
usa,1993,61.7
usa,1994,62.58
usa,1995,62.95
usa,1996,63.22
usa,1997,63.84
usa,1998,64.06
usa,1999,64.25
usa,2000,64.4
usa,2001,63.66
usa,2002,62.73
usa,2003,62.28
usa,2004,62.35
usa,2005,62.69
usa,2006,63.12
usa,2007,62.99
usa,2008,62.18
usa,2009,59.32
usa,2010,58.47
usa,2011,58.37
usa,2012,58.56
usa,2013,58.58
usa,2014,59.01
usa,2015,59.34
usa,2016,59.73
usa,2017,60.11
usa,2018,60.42
usa,2019,60.78
usa,2020,56.77
usa,2021,58.36
uzb,2002,37.3
uzb,2003,37.4
uzb,2004,38.68
uzb,2005,39.29
uzb,2006,39.88
uzb,2007,40.83
uzb,2009,67.64
uzb,2010,66.91
uzb,2011,66.24
uzb,2012,66.61
uzb,2013,67.09
uzb,2014,67.72
uzb,2015,68.19
uzb,2016,68.73
uzb,2017,69.24
uzb,2018,67.37
uzb,2019,68.14
uzb,2020,53.24
vct,1991,50
vct,2001,49.6
vct,2008,52.5
ven,1977,51.46
ven,1979,52.03
ven,1981,57.68
ven,1982,57.29
ven,1983,55.6
ven,1984,48.25
ven,1985,49.08
ven,1986,49.57
ven,1987,50.72
ven,1988,52.56
ven,1989,51.68
ven,1994,53.54
ven,1996,55.1
ven,1998,58.2
ven,2002,57.98
ven,2005,57.42
ven,2006,59.28
ven,2007,59.73
ven,2008,60.28
ven,2009,60.14
ven,2010,59.31
ven,2011,59.23
ven,2012,58.95
ven,2016,57.93
ven,2017,63.06
vgb,1991,74.18
vnm,1996,74.3
vnm,1997,72.2
vnm,1998,72
vnm,1999,71.8
vnm,2000,70.7
vnm,2001,71
vnm,2002,70.9
vnm,2003,70.4
vnm,2004,69.88
vnm,2007,72.84
vnm,2009,74.51
vnm,2010,75.32
vnm,2011,75.51
vnm,2012,75.4
vnm,2013,76.01
vnm,2014,76.08
vnm,2015,75.77
vnm,2016,75.14
vnm,2017,74.7
vnm,2018,74.74
vnm,2019,68.9
vnm,2020,66.94
vut,2006,70.71
vut,2009,66.03
vut,2010,63.2
vut,2019,46.25
wsm,1976,18.89
wsm,2001,48.18
wsm,2006,49.11
wsm,2008,39.7
wsm,2009,30
wsm,2011,38.97
wsm,2012,29.38
wsm,2014,30.43
wsm,2017,37.07
yem,1999,40.6
yem,2004,32.9
yem,2005,37.3
yem,2006,37.1
yem,2007,36.8
yem,2008,36.4
yem,2009,36.07
yem,2010,31.86
yem,2014,31.37
zaf,1994,38.2
zaf,1995,37.8
zaf,1996,34.8
zaf,1997,27.7
zaf,1998,34
zaf,1999,36.8
zaf,2000,35.59
zaf,2001,35.15
zaf,2002,33.09
zaf,2003,32.96
zaf,2004,33.14
zaf,2005,34.35
zaf,2006,34.95
zaf,2007,35.97
zaf,2008,43.29
zaf,2009,41.26
zaf,2010,39.36
zaf,2011,39.32
zaf,2012,39.52
zaf,2013,40.04
zaf,2014,40.04
zaf,2015,40.86
zaf,2016,40.2
zaf,2017,40.39
zaf,2018,40.32
zaf,2019,39.53
zaf,2020,35.78
zmb,1986,62
zmb,1991,49.3
zmb,1996,56.4
zmb,1998,54
zmb,2005,66.8
zmb,2008,68.59
zmb,2010,53.6
zmb,2012,68.73
zmb,2017,30.5
zmb,2018,29.38
zmb,2019,30.85
zwe,1987,66.36
zwe,1997,68.1
zwe,1999,66.84
zwe,2004,79.03
zwe,2011,77.96
zwe,2012,59.44
zwe,2014,80.49
zwe,2019,35.66
