geo,time,sl_uem_1524_zs
wsm,1998,9.499
wsm,1999,10.356
wsm,2000,11.048
wsm,2001,11.947
wsm,2002,12.481
wsm,2003,12.878
wsm,2004,13.283
wsm,2005,13.701
wsm,2006,14.104
wsm,2007,14.179
wsm,2008,14.775
wsm,2009,15.323
wsm,2010,15.232
wsm,2011,15.348
wsm,2012,17.822
wsm,2013,17.721
wsm,2014,17.854
wsm,2015,17.588
wsm,2016,17.333
wsm,2017,17.737
wsm,2018,17.848
wsm,2019,17.437
wsm,2020,18.594
yem,1991,16.882
yem,1992,17.079
yem,1993,17.301
yem,1994,17.401
yem,1995,17.768
yem,1996,17.968
yem,1997,18.152
yem,1998,18.342
yem,1999,18.586
yem,2000,18.808
yem,2001,19.108
yem,2002,19.378
yem,2003,19.658
yem,2004,19.937
yem,2005,20.199
yem,2006,20.534
yem,2007,20.837
yem,2008,21.152
yem,2009,21.494
yem,2010,21.806
yem,2011,22.705
yem,2012,23.035
yem,2013,23.619
yem,2014,24.371
yem,2015,24.921
yem,2016,24.661
yem,2017,24.685
yem,2018,24.693
yem,2019,24.769
yem,2020,25.442
zaf,1991,48.297
zaf,1992,48.74
zaf,1993,49.088
zaf,1994,49.501
zaf,1995,50.002
zaf,1996,50.371
zaf,1997,50.849
zaf,1998,51.375
zaf,1999,51.819
zaf,2000,52.291
zaf,2001,54.923
zaf,2002,59.167
zaf,2003,60.429
zaf,2004,55.88
zaf,2005,55.63
zaf,2006,54.37
zaf,2007,52.51
zaf,2008,45.014
zaf,2009,47.842
zaf,2010,50.801
zaf,2011,50.066
zaf,2012,51.663
zaf,2013,51.523
zaf,2014,51.51
zaf,2015,50.398
zaf,2016,53.684
zaf,2017,53.532
zaf,2018,53.745
zaf,2019,57.379
zaf,2020,59.619
zmb,1991,31.39
zmb,1992,32.072
zmb,1993,32.543
zmb,1994,30.442
zmb,1995,27.836
zmb,1996,25.357
zmb,1997,22.579
zmb,1998,19.827
zmb,1999,20.557
zmb,2000,21.368
zmb,2001,22.754
zmb,2002,24.219
zmb,2003,25.666
zmb,2004,27.177
zmb,2005,28.709
zmb,2006,24.508
zmb,2007,20.074
zmb,2008,15.402
zmb,2009,21.001
zmb,2010,26.86
zmb,2011,21.363
zmb,2012,15.793
zmb,2013,17.063
zmb,2014,18.261
zmb,2015,19.426
zmb,2016,20.513
zmb,2017,21.561
zmb,2018,22.624
zmb,2019,25.465
zmb,2020,26.07
zwe,1991,10.094
zwe,1992,10.233
zwe,1993,10.235
zwe,1994,10.238
zwe,1995,11.668
zwe,1996,12.99
zwe,1997,14.419
zwe,1998,13.211
zwe,1999,12.035
zwe,2000,11.142
zwe,2001,10.26
zwe,2002,9.414
zwe,2003,8.498
zwe,2004,7.465
zwe,2005,7.581
zwe,2006,7.73
zwe,2007,7.888
zwe,2008,8.09
zwe,2009,8.145
zwe,2010,8.272
zwe,2011,8.485
zwe,2012,7.894
zwe,2013,7.333
zwe,2014,6.707
zwe,2015,6.761
zwe,2016,6.825
zwe,2017,6.872
zwe,2018,6.926
zwe,2019,7.005
zwe,2020,7.633
