geo,time,sn_itk_defc_zs
tto,2006,10.5
tto,2007,9.9
tto,2008,9.6
tto,2009,9.6
tto,2010,9.2
tto,2011,8.3
tto,2012,7.2
tto,2013,6.6
tto,2014,6.5
tto,2015,6.8
tto,2016,6.8
tto,2017,6.8
tto,2018,6.7
tto,2019,6.7
tun,2001,4.4
tun,2002,4.4
tun,2003,4.5
tun,2004,4.4
tun,2005,4.3
tun,2006,4.3
tun,2007,4
tun,2008,3.8
tun,2009,3.6
tun,2010,3.4
tun,2011,3.3
tun,2012,3.1
tun,2013,2.9
tun,2014,2.7
tun,2015,2.5
tun,2016,2.5
tun,2017,2.5
tun,2018,2.5
tun,2019,3
tur,2001,2.5
tur,2002,2.5
tur,2003,2.5
tur,2004,2.5
tur,2005,2.5
tur,2006,2.5
tur,2007,2.5
tur,2008,2.5
tur,2009,2.5
tur,2010,2.5
tur,2011,2.5
tur,2012,2.5
tur,2013,2.5
tur,2014,2.5
tur,2015,2.5
tur,2016,2.5
tur,2017,2.5
tur,2018,2.5
tur,2019,2.5
tza,2001,33
tza,2002,34.1
tza,2003,33.6
tza,2004,33.7
tza,2005,31.6
tza,2006,30.2
tza,2007,30.5
tza,2008,30.7
tza,2009,30.9
tza,2010,29.5
tza,2011,28
tza,2012,27.2
tza,2013,26.2
tza,2014,25.3
tza,2015,24.4
tza,2016,24.1
tza,2017,24.1
tza,2018,24.2
tza,2019,25.1
ukr,2001,3
ukr,2002,2.5
ukr,2003,2.5
ukr,2004,2.5
ukr,2005,2.5
ukr,2006,2.5
ukr,2007,2.5
ukr,2008,2.5
ukr,2009,2.5
ukr,2010,2.5
ukr,2011,2.5
ukr,2012,2.5
ukr,2013,2.5
ukr,2014,2.5
ukr,2015,2.5
ukr,2016,2.5
ukr,2017,2.5
ukr,2018,2.5
ukr,2019,2.5
ury,2001,3.6
ury,2002,3.5
ury,2003,3.7
ury,2004,3.8
ury,2005,3.9
ury,2006,3.7
ury,2007,3.1
ury,2008,2.5
ury,2009,2.5
ury,2010,2.5
ury,2011,2.5
ury,2012,2.5
ury,2013,2.5
ury,2014,2.5
ury,2015,2.5
ury,2016,2.5
ury,2017,2.5
ury,2018,2.5
ury,2019,2.5
usa,2001,2.5
usa,2002,2.5
usa,2003,2.5
usa,2004,2.5
usa,2005,2.5
usa,2006,2.5
usa,2007,2.5
usa,2008,2.5
usa,2009,2.5
usa,2010,2.5
usa,2011,2.5
usa,2012,2.5
usa,2013,2.5
usa,2014,2.5
usa,2015,2.5
usa,2016,2.5
usa,2017,2.5
usa,2018,2.5
usa,2019,2.5
uzb,2001,17.9
uzb,2002,19.2
uzb,2003,18.7
uzb,2004,16.8
uzb,2005,14.7
uzb,2006,12.6
uzb,2007,11.5
uzb,2008,11.2
uzb,2009,8.5
uzb,2010,5.4
uzb,2011,2.5
uzb,2012,2.5
uzb,2013,2.5
uzb,2014,2.5
uzb,2015,2.5
uzb,2016,2.5
uzb,2017,2.5
uzb,2018,2.5
uzb,2019,2.5
vct,2001,13.4
vct,2002,11.9
vct,2003,9.5
vct,2004,8.7
vct,2005,7.9
vct,2006,7.2
vct,2007,6.8
vct,2008,6.4
vct,2009,6
vct,2010,5.7
vct,2011,5.5
vct,2012,5.2
vct,2013,5.4
vct,2014,5.5
vct,2015,5.7
vct,2016,5.6
vct,2017,5.5
vct,2018,5.5
vct,2019,5.6
ven,2001,14.9
ven,2002,15.1
ven,2003,14.6
ven,2004,10
ven,2005,8.4
ven,2006,7
ven,2007,4.8
ven,2008,2.8
ven,2009,2.5
ven,2010,2.5
ven,2011,2.5
ven,2012,3.2
ven,2013,3.3
ven,2014,5
ven,2015,11.3
ven,2016,16.4
ven,2017,22.2
ven,2018,23.4
ven,2019,27.4
vnm,2001,19.7
vnm,2002,18
vnm,2003,16.3
vnm,2004,15.7
vnm,2005,15.5
vnm,2006,15.3
vnm,2007,14.1
vnm,2008,12.9
vnm,2009,11.8
vnm,2010,11
vnm,2011,10
vnm,2012,9.3
vnm,2013,8.7
vnm,2014,8.5
vnm,2015,8.1
vnm,2016,7.8
vnm,2017,7.2
vnm,2018,6.8
vnm,2019,6.7
vut,2001,7.4
vut,2002,7.1
vut,2003,6.8
vut,2004,6.5
vut,2005,6.3
vut,2006,5.7
vut,2007,5.3
vut,2008,5
vut,2009,5.1
vut,2010,5.2
vut,2011,5.6
vut,2012,5.9
vut,2013,6.4
vut,2014,6.9
vut,2015,8.1
vut,2016,8.9
vut,2017,9.6
vut,2018,9.5
vut,2019,9.3
wsm,2001,3.5
wsm,2002,3.5
wsm,2003,3.4
wsm,2004,3.3
wsm,2005,3.4
wsm,2006,3.8
wsm,2007,3.9
wsm,2008,4
wsm,2009,3.9
wsm,2010,4.2
wsm,2011,4.1
wsm,2012,4
wsm,2013,3.8
wsm,2014,4.2
wsm,2015,4.5
wsm,2016,4.7
wsm,2017,4.7
wsm,2018,4.6
wsm,2019,4.6
yem,2001,26.7
yem,2002,27.6
yem,2003,28
yem,2004,28.3
yem,2005,27.8
yem,2006,26.6
yem,2007,26.1
yem,2008,26
yem,2009,23.5
yem,2010,26.4
yem,2011,27.9
yem,2012,33.3
yem,2013,34.3
yem,2014,38.6
yem,2015,43.4
yem,2016,46.1
yem,2017,46.6
yem,2018,45.4
yem,2019,45.4
zaf,2001,3.9
zaf,2002,3.7
zaf,2003,3.6
zaf,2004,3.4
zaf,2005,3.4
zaf,2006,3.5
zaf,2007,3.6
zaf,2008,3.6
zaf,2009,3.6
zaf,2010,3.6
zaf,2011,3.7
zaf,2012,4
zaf,2013,4.3
zaf,2014,4.8
zaf,2015,5.2
zaf,2016,5.4
zaf,2017,5.5
zaf,2018,5.5
zaf,2019,6.5
