geo,time,ne_rsb_gnfs_cn
idn,1994,4379300000000
idn,1995,-6064400000000
idn,1996,-3278700000000
idn,1997,-1728500000000
idn,1998,93186700000000
idn,1999,88906100000000
idn,2000,146172399000000
idn,2001,136168456000000
idn,2002,114698623000000
idn,2003,147779870000000
idn,2004,107263167320000
idn,2005,115038323090000
idn,2006,180728625000000
idn,2007,159702491000000
idn,2008,52217011198700
idn,2009,157316680000000
idn,2010,130198052766900
idn,2011,193811174604400
idn,2012,-33958000000000
idn,2013,-75435452130300
idn,2014,-79083210633100
idn,2015,44113382418200
idn,2016,93837170844600
idn,2017,135777552135600
idn,2018,-158598992498600
idn,2019,-88056141993400
idn,2020,176888049301000
ind,1960,-4180000000
ind,1961,-3090000000
ind,1962,-3740000000
ind,1963,-3750000000
ind,1964,-5270000000
ind,1965,-5400000000
ind,1966,-8120000000
ind,1967,-7190000000
ind,1968,-3600000000
ind,1969,-1390000000
ind,1970,-450000000
ind,1971,-1680000000
ind,1972,1760000000
ind,1973,-3460000000
ind,1974,-9440000000
ind,1975,-8520000000
ind,1976,5250000000
ind,1977,1230000000
ind,1978,-3080000000
ind,1979,-17540000000
ind,1980,-45670000000
ind,1981,-45530000000
ind,1982,-41730000000
ind,1983,-45360000000
ind,1984,-36380000000
ind,1985,-68030000000
ind,1986,-58160000000
ind,1987,-49780000000
ind,1988,-60970000000
ind,1989,-56030000000
ind,1990,-80630000000
ind,1991,50000000
ind,1992,-56880000000
ind,1993,1480000000
ind,1994,-31030000000
ind,1995,-142200000000
ind,1996,-161680000000
ind,1997,-191300000000
ind,1998,-294650000000
ind,1999,-380050000000
ind,2000,-193970000000
ind,2001,-202930000000
ind,2002,-244250000000
ind,2003,-194530000000
ind,2004,-568940000000
ind,2005,-1013790000000
ind,2006,-1356630000000
ind,2007,-2002019100000
ind,2008,-2852750000000
ind,2009,-3483590000000
ind,2010,-3399890000000
ind,2011,-5716230000000
ind,2012,-6687210000000
ind,2013,-3350295983900
ind,2014,-3723256476100
ind,2015,-3162759799500
ind,2016,-2718193208600
ind,2017,-5398688456300
ind,2018,-7018725226200
ind,2019,-5144732043400
ind,2020,-1075423416300
irl,1970,-191713000
irl,1971,-200999000
irl,1972,-184930000
irl,1973,-279058000
irl,1974,-620224000
irl,1975,-359434000
irl,1976,-562346000
irl,1977,-783250000
irl,1978,-1000166000
irl,1979,-1849945000
irl,1980,-1824705000
irl,1981,-2319504000
irl,1982,-1517027000
irl,1983,-812166000
irl,1984,-396871000
irl,1985,80284000
irl,1986,290674000
irl,1987,1198522000
irl,1988,1878450000
irl,1989,1895190000
irl,1990,1659061000
irl,1991,1855256000
irl,1992,3032037000
irl,1993,4566548000
irl,1994,4571851000
irl,1995,5988886000
irl,1996,6583705000
irl,1997,8314272000
irl,1998,8747443000
irl,1999,12108398000
irl,2000,14998779000
irl,2001,19055718000
irl,2002,23363894000
irl,2003,22054431000
irl,2004,22444608000
irl,2005,18529049000
irl,2006,14881223000
irl,2007,16310895000
irl,2008,16157129000
irl,2009,22920495000
irl,2010,27871873000
irl,2011,32160365000
irl,2012,30614156000
irl,2013,33788362000
irl,2014,35185430000
irl,2015,75678774000
irl,2016,42353400000
irl,2017,65626778000
irl,2018,93103260000
irl,2019,12552571000
irl,2020,83053068000
irn,1960,-11258231809.2381
irn,1961,-7145952885.64059
irn,1962,2910827366.3942
irn,1963,10719059134.8053
irn,1964,276769802.1019
irn,1965,-1527982933.63321
irn,1966,-6779971562.1208
irn,1967,-13520277464.9872
irn,1968,-19815432509.948
irn,1969,-22303346995.62
irn,1970,-22747860744.547
irn,1971,18540410579.054
irn,1972,18730041970.793
irn,1973,238445683346.009
irn,1974,729260972609.01086
irn,1975,189028134827.51999
irn,1976,430821731314.06
irn,1977,96851340169.74001
irn,1978,68955956721.85989
irn,1979,680791310160.68005
irn,1980,-1013814412045.18005
irn,1981,-1252536236143.31006
irn,1982,-413017644070.45001
irn,1983,-1317904197453.33008
irn,1984,-791501157663.15002
irn,1985,-854456798602.95984
irn,1986,-1069473100381.94995
irn,1987,83494298702.3701
irn,1988,-1536033721223.88989
irn,1989,-2254956808596.00977
irn,1990,-3997355806414.7998
irn,1991,-8899086459800
irn,1992,-10109971711000
irn,1993,5072483395800
irn,1994,20908392725700
irn,1995,16200609096400
irn,1996,13978278983800
irn,1997,6036087651200
irn,1998,-13652098567600
irn,1999,17567605704000
irn,2000,10531904085000
irn,2001,-14241402604000
irn,2002,6705870570000
irn,2003,-17917767714000
irn,2004,-12768863773200
irn,2005,126283460548600
irn,2006,160470719178700
irn,2007,253287065484100
irn,2008,191464622328600
irn,2009,70787992825300
irn,2010,253234020700200
irn,2011,516478937454500
irn,2012,64952096264200
irn,2013,340965212294100
irn,2014,193183119823200
irn,2015,53586276640000
irn,2016,209577108608400
irn,2017,169051318743000
irn,2018,268896215444400
irn,2019,-1376876695537100
irn,2020,-2021452719681870
irq,1970,200900000
irq,1971,282300000
irq,1972,211500000
irq,1973,337800000
irq,1974,1002100000
irq,1975,387700000
irq,1976,1125000000
irq,1977,900100000
irq,1978,1756300000
irq,1979,3494200000
irq,1980,5034800000
irq,1981,-3480500000
irq,1982,-5096900000
irq,1983,-1048900000
irq,1984,-582100000
irq,1985,-701300000
irq,1986,-1455800000
irq,1987,-511300000
irq,1988,-607200000
irq,1989,-184700000
irq,1990,151200000
irq,1991,-513800000
irq,1992,-870600000
irq,1993,-1266000000
irq,1994,-471800000
irq,1995,-686000000
irq,1996,-556800000
irq,1997,3245909000000
irq,1998,4033962000000
irq,1999,5843430000000
irq,2000,13091190000000
irq,2001,1556124000000
irq,2002,8769904000000
irq,2003,162992000000
irq,2004,-4094949000000
irq,2005,-5181765000000
irq,2006,11865683000000
irq,2007,19735286100000
irq,2008,30778790100000
irq,2009,147420000000
irq,2010,8648055000000
irq,2011,36214776000000
irq,2012,39171536800000
irq,2013,32603575400000
irq,2014,23706179200000
irq,2015,-1096980000000
irq,2016,3207357000000
irq,2017,17846781600000
irq,2018,42498573500000
irq,2019,19645312800000
isl,1970,7224000
isl,1971,-38179000
isl,1972,-13914000
isl,1973,-22093000
isl,1974,-146675000
isl,1975,-180798000
isl,1976,8088000
isl,1977,-38046000
isl,1978,191899000
isl,1979,103784000
isl,1980,-16688000
isl,1981,-393780000
isl,1982,-1886012000
isl,1983,1383752000
isl,1984,-144982000
isl,1985,55090000
isl,1986,6047583000
isl,1987,-2424033000
isl,1988,-2585189000
isl,1989,6857023000
isl,1990,4456234000
isl,1991,-5395202000
isl,1992,-729600000
isl,1993,12680131000
isl,1994,22220553000
isl,1995,15898200000
isl,1996,2433100000
isl,1997,2483518000
isl,1998,-26229085000
isl,1999,-29342102000
isl,2000,-48812107000
isl,2001,-6843690000
isl,2002,13652478000
isl,2003,-25906800000
isl,2004,-54459512000
isl,2005,-124546313000
isl,2006,-205001369000
isl,2007,-124696776000
isl,2008,-33179004000
isl,2009,130840970000
isl,2010,165509173000
isl,2011,135594510000
isl,2012,106403609000
isl,2013,151819024000
isl,2014,132955436000
isl,2015,172972387000
isl,2016,166676067000
isl,2017,118505962000
isl,2018,94558733000
isl,2019,138091483000
isl,2020,-21601077000
isr,1970,-380000
isr,1971,-393000
isr,1972,-360000
isr,1973,-953000
isr,1974,-1237000
isr,1975,-2039000
isr,1976,-1910000
isr,1977,-1772000
isr,1978,-4040000
isr,1979,-6919000
isr,1980,-12551000
isr,1981,-34543000
isr,1982,-75180000
isr,1983,-177714000
isr,1984,-698646000
isr,1985,-1869982000
isr,1986,-2271354000
isr,1987,-5345888000
isr,1988,-4220611000
isr,1989,-3523890000
isr,1990,-5869136000
isr,1991,-12124512000
isr,1992,-11076660000
isr,1993,-16983733000
isr,1994,-19885148000
isr,1995,-23527000000
isr,1996,-25145000000
isr,1997,-18558000000
isr,1998,-11481000000
isr,1999,-12327000000
isr,2000,-512000000
isr,2001,-13151000000
isr,2002,-16724000000
isr,2003,-4376000000
isr,2004,461000000
isr,2005,-727000000
isr,2006,1019000000
isr,2007,-6774000000
isr,2008,-4940000000
isr,2009,20332000000
isr,2010,16450000000
isr,2011,-2091000000
isr,2012,-616192000
isr,2013,19422442000
isr,2014,17374769000
isr,2015,36509284000
isr,2016,22369880000
isr,2017,24296723000
isr,2018,11188857000
isr,2019,31085514000
isr,2020,65146393000
ita,1970,83540000
ita,1971,305188000
ita,1972,351876000
ita,1973,-979546000
ita,1974,-2517021000
ita,1975,49187000
ita,1976,-1065317000
ita,1977,1114930000
ita,1978,2885151000
ita,1979,1790691000
ita,1980,-5489323000
ita,1981,-4934261000
ita,1982,-3785376000
ita,1983,1654680000
ita,1984,-1694395000
ita,1985,-1837101000
ita,1986,6135778000
ita,1987,2187003000
ita,1988,268951000
ita,1989,-128006000
ita,1990,1440871000
ita,1991,1545657000
ita,1992,375340000
ita,1993,26301964000
ita,1994,30091463000
ita,1995,36173900000
ita,1996,47385000000
ita,1997,40538200000
ita,1998,34543400000
ita,1999,20925800000
ita,2000,10551300000
ita,2001,16474100000
ita,2002,10221600000
ita,2003,6353400000
ita,2004,8558900000
ita,2005,-1476100000
ita,2006,-12750700000
ita,2007,-5480300000
ita,2008,-12566500000
ita,2009,-9785900000
ita,2010,-29939000000
ita,2011,-23092400000
ita,2012,17929100000
ita,2013,38688400000
ita,2014,47122200000
ita,2015,49888900000
ita,2016,55760500000
ita,2017,49723700000
ita,2018,42576400000
ita,2019,59453700000
ita,2020,61009900000
jam,1960,-24011500
jam,1961,-9089700
jam,1962,-10587300
jam,1963,754000
jam,1964,-35407100
jam,1965,-24900000
jam,1966,12400000
jam,1967,-6300000
jam,1968,-47300000
jam,1969,-66500000
jam,1970,-49000000
jam,1971,-91300000
jam,1972,-119300000
jam,1973,-164800000
jam,1974,-220900000
jam,1975,-269100000
jam,1976,-238500000
jam,1977,40900000
jam,1978,120400000
jam,1979,-35300000
jam,1980,1300000
jam,1981,-457300000
jam,1982,-622000100
jam,1983,-512699900
jam,1984,-564499900
jam,1985,-1147900400
jam,1986,446099900
jam,1987,60299800
jam,1988,-873099300
jam,1989,-2223200200
jam,1990,-1258200100
jam,1991,-589099000
jam,1992,-767299600
jam,1993,7229000000
jam,1994,-519000000
jam,1995,-11789000000
jam,1996,-19828000000
jam,1997,-23216000000
jam,1998,-24438000000
jam,1999,-21369000000
jam,2000,-46191000000
jam,2001,-57938000000
jam,2002,-76808000000
jam,2003,-81261000000
jam,2004,-88605000000
jam,2005,-139645000000
jam,2006,-160652000000
jam,2007,-192953000000
jam,2008,-296149000000
jam,2009,-190968000000
jam,2010,-210381000000
jam,2011,-286411000000
jam,2012,-284806000000
jam,2013,-316605000000
jam,2014,-342792000000
jam,2015,-270099000000
jam,2016,-225903000000
jam,2017,-269265000000
jam,2018,-260506000000
jam,2019,-296272000000
jam,2020,-278803127900
jor,1976,-268800000
jor,1977,-343700000
jor,1978,-368800000
jor,1979,-511000000
jor,1980,-523200000
jor,1981,-795300000
jor,1982,-885500000
jor,1983,-813600000
jor,1984,-772800000
jor,1985,-721200000
jor,1986,-565400000
jor,1987,-563500000
jor,1988,-498900000
jor,1989,-445000000
jor,1990,-822200000
jor,1991,-665000000
jor,1992,-1125700000
jor,1993,-1158133000
jor,1994,-985259000
jor,1995,-996700000
jor,1996,-1242699900
jor,1997,-1142633900
jor,1998,-1091790100
jor,1999,-1031357400
jor,2000,-1600100000
jor,2001,-1592000000
jor,2002,-1304200000
jor,2003,-1515300000
jor,2004,-2446900000
jor,2005,-3704100000
jor,2006,-3629500000
jor,2007,-4552200000
jor,2008,-4633000000
jor,2009,-3833000000
jor,2010,-3897000000
jor,2011,-5366000000
jor,2012,-6155000000
jor,2013,-7060000000
jor,2014,-6716000000
jor,2015,-6101000000
jor,2016,-5645000000
jor,2017,-6202200000
jor,2018,-5554400000
jor,2019,-4113300000
jor,2020,-5563260000
jpn,1970,883494022000
jpn,1971,2139032138000
jpn,1972,2072075747000
jpn,1973,-62848213000
jpn,1974,-1158885670000
jpn,1975,-93922000000
jpn,1976,1160112431000
jpn,1977,2865906056000
jpn,1978,3397735798000
jpn,1979,-2230517272000
jpn,1980,-2440200000000
jpn,1981,1648600000000
jpn,1982,1549100000000
jpn,1983,4531500000000
jpn,1984,7659100000000
jpn,1985,10645600000000
jpn,1986,12870200000000
jpn,1987,10141900000000
jpn,1988,7729600000000
jpn,1989,5695600000000
jpn,1990,3523500000000
jpn,1991,7234000000000
jpn,1992,10170200000000
jpn,1993,10608300000000
jpn,1994,9550800000000
jpn,1995,6482800000000
jpn,1996,2022400000000
jpn,1997,5347800000000
jpn,1998,9358800000000
jpn,1999,7844200000000
jpn,2000,7306400000000
jpn,2001,3158000000000
jpn,2002,6628200000000
jpn,2003,8412200000000
jpn,2004,10101900000000
jpn,2005,7465000000000
jpn,2006,6948500000000
jpn,2007,9500400000000
jpn,2008,1803100000000
jpn,2009,2222100000000
jpn,2010,6766700000000
jpn,2011,-3213700000000
jpn,2012,-8214600000000
jpn,2013,-12262000000000
jpn,2014,-13458600000000
jpn,2015,-2980100000000
jpn,2016,4385900000000
jpn,2017,4201500000000
jpn,2018,111100000000
jpn,2019,-174700000000
jpn,2020,-90800000000
kaz,1992,-32000000
kaz,1993,-2602100000
kaz,1994,-42568200000
kaz,1995,-46396000000
kaz,1996,-10419400000
kaz,1997,-42235600000
kaz,1998,-78270300000
kaz,1999,47286700000
kaz,2000,195126800000
kaz,2001,-34424800000
kaz,2002,-1903400000
kaz,2003,247695900000
kaz,2004,504339700000
kaz,2005,654780800000
kaz,2006,1072142400000
kaz,2007,830611800000
kaz,2008,3210257200000
kaz,2009,1345437100000
kaz,2010,3130547000000
kaz,2011,5595363500000
kaz,2012,4495835400000
kaz,2013,4257412500000
kaz,2014,5440144500000
kaz,2015,1628696000000
kaz,2016,1585830900000
kaz,2017,4334059100000
kaz,2018,7246783000000
kaz,2019,5576070000000
kaz,2020,2990186900000
ken,1960,-145500100
ken,1961,89900000
ken,1962,118599900
ken,1963,203200000
ken,1964,298000100
ken,1965,50000000
ken,1966,128000000
ken,1967,-80000000
ken,1968,10000000
ken,1969,150000000
ken,1970,-96000000
ken,1971,-832002000
ken,1972,-322000000
ken,1973,-223998000
ken,1974,-1531998000
ken,1975,-1122001000
ken,1976,202002000
ken,1977,1252000000
ken,1978,-3998000000
ken,1979,-2730000000
ken,1980,-3441004000
ken,1981,-2084000000
ken,1982,-3442707800
ken,1983,-1801044600
ken,1984,-4733527700
ken,1985,-4886911500
ken,1986,-4750883400
ken,1987,-6678880000
ken,1988,-7759030300
ken,1989,-12082193200
ken,1990,-11070412400
ken,1991,-3395817700
ken,1992,-1084656600
ken,1993,16509685500
ken,1994,11276260200
ken,1995,-30531331700
ken,1996,-47546900600
ken,1997,-66896616600
ken,1998,-72818294000
ken,1999,-59193394200
ken,2000,-98079647000
ken,2001,-102875854600
ken,2002,-55669180000
ken,2003,-67438761600
ken,2004,-79728218000
ken,2005,-105624492000
ken,2006,-172548000000
ken,2007,-216357000000
ken,2008,-303690000000
ken,2009,-275000000000
ken,2010,-365000000000
ken,2011,-637000000000
ken,2012,-567000000000
ken,2013,-631000000000
ken,2014,-794000000000
ken,2015,-693245000000
ken,2016,-635283700000
ken,2017,-892600700000
ken,2018,-871525600000
ken,2019,-911513400000
ken,2020,-859923800000
kgz,1990,-8700000
kgz,1991,-1200000
kgz,1992,-89100000
kgz,1993,-409300000
kgz,1994,-758000000
kgz,1995,-2081100000
kgz,1996,-6041600000
kgz,1997,-2425200000
kgz,1998,-7363600000
kgz,1999,-7211000000
kgz,2000,-3748400000
kgz,2001,-220000000
kgz,2002,-2832300000
kgz,2003,-5510800000
kgz,2004,-8212200000
kgz,2005,-18639000000
kgz,2006,-42457400000
kgz,2007,-44318100000
kgz,2008,-73332200000
kgz,2009,-48258200000
kgz,2010,-66384500000
kgz,2011,-77511300000
kgz,2012,-157929100000
kgz,2013,-175965000000
kgz,2014,-201264100000
kgz,2015,-174702800000
kgz,2016,-162775500000
kgz,2017,-170345100000
kgz,2018,-203111800000
kgz,2019,-178950200000
kgz,2020,-121631700000
khm,1960,-1799999700
khm,1961,-1300000000
khm,1962,-2099999700
khm,1963,-899999700
khm,1964,-200000300
khm,1965,-300000000
khm,1966,-1600000000
khm,1967,-400000000
khm,1968,-800000000
khm,1969,-1500000000
khm,1970,-800000000
khm,1993,-1131678969900
khm,1994,-915421420200
khm,1995,-1298652972000
khm,1996,-1696240938000
khm,1997,-1187081931900
khm,1998,-1540422681800
khm,1999,-1750729435900
khm,2000,-1678236960000
khm,2001,-1416144014500
khm,2002,-1484854538700
khm,2003,-1860906698000
khm,2004,-1564918906800
khm,2005,-2230969500000
khm,2006,-2217208766200
khm,2007,-2668886342700
khm,2008,-937472155600
khm,2009,-2883487094900
khm,2010,-2558541256500
khm,2011,-2822295857600
khm,2012,-2730866116900
khm,2013,-3232306330300
khm,2014,-2970782152900
khm,2015,-3250584145800
khm,2016,-3564063696500
khm,2017,-3075669552000
khm,2018,-1699377860500
khm,2019,-1511516808100
khm,2020,-1503002283300
kir,1972,743000
kir,1973,2956000
kir,1974,16639000
kir,1975,16741000
kir,1976,6963000
kir,1977,6150000
kir,1978,3437000
kir,1979,645000
kir,1980,-568800
kir,1981,-15626400
kir,1982,-15836800
kir,1983,-13688000
kir,1984,-5782400
kir,1985,-7578000
kir,1986,-4843200
kir,1987,-38711200
kir,1988,-34890000
kir,1989,-37731800
kir,1990,-49794600
kir,1991,-44396700
kir,1992,-66514500
kir,1993,-57062400
kir,1994,-46849400
kir,1995,-63830000
kir,1996,-67116000
kir,1997,-65322400
kir,1998,-65714800
kir,1999,-80352000
kir,2000,-94391000
kir,2001,-100177000
kir,2002,-120393000
kir,2003,-104934900
kir,2004,-109725000
kir,2005,-142369200
kir,2006,-115000000
kir,2007,-112434200
kir,2008,-117813000
kir,2009,-124669000
kir,2010,-112851000
kir,2011,-127472000
kir,2012,-141139000
kir,2013,-157054000
kir,2014,-178025000
kir,2015,-209020000
kir,2016,-216738000
kir,2017,-215476000
kir,2018,-208365000
kor,1960,-23380000000
kor,1961,-29930000000
kor,1962,-42890000000
kor,1963,-55530000000
kor,1964,-54860000000
kor,1965,-59870000000
kor,1966,-104210000000
kor,1967,-138800000000
kor,1968,-211490000000
kor,1969,-261980000000
kor,1970,-270800000000
kor,1971,-355400000000
kor,1972,-206700000000
kor,1973,-206100000000
kor,1974,-875100000000
kor,1975,-914800000000
kor,1976,-407800000000
kor,1977,-340100000000
kor,1978,-1063000000000
kor,1979,-2344300000000
kor,1980,-3437200000000
kor,1981,-3601800000000
kor,1982,-3146900000000
kor,1983,-1457500000000
kor,1984,345900000000
kor,1985,957300000000
kor,1986,3942700000000
kor,1987,8069000000000
kor,1988,9161000000000
kor,1989,2990200000000
kor,1990,-1527500000000
kor,1991,-5509000000000
kor,1992,-1705900000000
kor,1993,1343500000000
kor,1994,-1953000000000
kor,1995,-4437700000000
kor,1996,-14971100000000
kor,1997,-4509500000000
kor,1998,56815300000000
kor,1999,32050200000000
kor,2000,11619800000000
kor,2001,9556700000000
kor,2002,9357800000000
kor,2003,13574300000000
kor,2004,31731400000000
kor,2005,21459800000000
kor,2006,6043300000000
kor,2007,9914100000000
kor,2008,-2684500000000
kor,2009,51071600000000
kor,2010,37137300000000
kor,2011,15405400000000
kor,2012,39311800000000
kor,2013,69518500000000
kor,2014,78902900000000
kor,2015,113518500000000
kor,2016,115961900000000
kor,2017,87149700000000
kor,2018,84236400000000
kor,2019,53781700000000
kor,2020,71066500000000
kos,2008,-1498150000
kos,2009,-1418898000
kos,2010,-1565602000
kos,2011,-1651409000
kos,2012,-1550478000
kos,2013,-1475543000
kos,2014,-1598715000
kos,2015,-1652259000
kos,2016,-1652039000
kos,2017,-1636943000
kos,2018,-1881913000
kos,2019,-1914212000
kos,2020,-2181656000
kwt,1965,334000000
kwt,1966,353000000
kwt,1967,271000000
kwt,1968,339000000
kwt,1969,342000000
kwt,1970,366400000
kwt,1971,658900000
kwt,1972,701800000
kwt,1973,798300000
kwt,1974,2711700000
kwt,1975,1899000100
kwt,1976,1742399900
kwt,1977,1158000100
kwt,1978,1308000000
kwt,1979,3362000100
kwt,1980,3409999800
kwt,1981,2167000100
kwt,1982,133000000
kwt,1983,594790100
kwt,1984,994000100
kwt,1985,705000200
kwt,1986,-94999800
kwt,1987,961000200
kwt,1988,266999800
kwt,1989,788000000
kwt,1990,-697000000
kwt,1991,-3405500100
kwt,1992,-801000000
kwt,1993,252000200
kwt,1994,628999900
kwt,1995,843000000
kwt,1996,1235000000
kwt,1997,1221000000
kwt,1998,-572000000
kwt,1999,596000000
kwt,2000,3046000000
kwt,2001,1687000000
kwt,2002,928000000
kwt,2003,2515000000
kwt,2004,4298000000
kwt,2005,8425000000
kwt,2006,12194000000
kwt,2007,11435000000
kwt,2008,16179000000
kwt,2009,9166000000
kwt,2010,12014000000
kwt,2011,20116000000
kwt,2012,23607000000
kwt,2013,21790000000
kwt,2014,17114000000
kwt,2015,3045000000
kwt,2016,-296000000
kwt,2017,1666727000
kwt,2018,4955788100
kwt,2019,3474965700
lao,1984,-2200000000
lao,1985,-6099999700
lao,1986,-6899999800
lao,1987,-15099999200
lao,1988,-42899996700
lao,1989,-82700001300
lao,1990,-80799989700
lao,1991,-88600002600
lao,1992,-81400004600
lao,1993,-92300001300
lao,1994,-164346429400
lao,1995,-200287354900
lao,1996,-316830875600
lao,1997,-382403936300
lao,1998,-479577112600
lao,1999,-858040041500
lao,2000,-1024691460000
lao,2001,-1594222460000
lao,2002,-1723970940000
lao,2003,-2887588440000
lao,2004,-4071885818000
lao,2005,-4041398177700
lao,2006,-1982508936100
lao,2007,-4859967364600
lao,2008,-7397963357600
lao,2009,-8327592355900
lao,2010,-8213264276800
lao,2011,-7736957992500
lao,2012,-18306454343200
lao,2013,-20494050909300
lao,2014,-18743613850600
lao,2015,-20980846686100
lao,2016,-11212414220700
lbn,1989,-988559102117.48303
lbn,1990,-1616286210942.56006
lbn,1991,-2934310345400
lbn,1992,-6119679826700
lbn,1993,-8021387886200
lbn,1994,-8794466952900
lbn,1995,-9789711229100
lbn,1996,-9122285039100
lbn,1997,-8008000000000
lbn,1998,-7110000000000
lbn,1999,-5949000000000
lbn,2000,-5662000000000
lbn,2001,-6478000000000
lbn,2002,-5441000000000
lbn,2003,-6242000000000
lbn,2004,-6654967830226
lbn,2005,-6324459456408.7998
lbn,2006,-6603355090399
lbn,2007,-8864519217885.90039
lbn,2008,-12964630793321.80078
lbn,2009,-12811003381396.30078
lbn,2010,-14517760556187.80078
lbn,2011,-17704140658252.30078
lbn,2012,-20521761986756.39844
lbn,2013,-23237452045138.69531
lbn,2014,-23422141892844.30078
lbn,2015,-19238402267515.30078
lbn,2016,-18714285646249.89453
lbn,2017,-19666299603475.30078
lbn,2018,-22137938143202.60156
lbn,2019,-16416423172773.59961
lbn,2020,-7317276840400
lby,1990,700200000
lby,1991,275400000
lby,1992,488500000
lby,1993,-308200000
lby,1994,91500000
lby,1995,722000000
lby,1996,580000000
lby,1997,699000000
lby,1998,-193000000
lby,1999,941000000
lby,2000,3496000000
lby,2001,2045000000
lby,2002,2777000000
lby,2003,8076000000
lby,2004,13513029300
lby,2005,22650264400
lby,2006,32676800000
lby,2007,36804000000
lby,2008,46409000000
lby,2009,12968000000
lby,2010,22267000000
lby,2011,4264000000
lby,2012,36027000000
lby,2013,4669600000
lby,2014,-23488900000
lby,2015,-13195100000
lby,2016,-6533600000
lby,2017,5361100000
lby,2018,15170200000
lby,2019,4720300000
lby,2020,-12385427049.7663
lka,1960,-198604900
lka,1961,-65167152.29343
lka,1962,-98180951.39079
lka,1963,-128134108.52073
lka,1964,-164137534.34223
lka,1965,33000000
lka,1966,-290000000
lka,1967,-257000000
lka,1968,-318029672.48297
lka,1969,-728000000
lka,1970,-430000000
lka,1971,-281000000
lka,1972,-240000000
lka,1973,-223000000
lka,1974,-1775000000
lka,1975,-1985000000
lka,1976,-705000000
lka,1977,1332000000
lka,1978,-2037000000
lka,1979,-6309000000
lka,1980,-15022000000
lka,1981,-13666000000
lka,1982,-18757000000
lka,1983,-18365000000
lka,1984,-9132000000
lka,1985,-19409000000
lka,1986,-20839000000
lka,1987,-20664000000
lka,1988,-23886000000
lka,1989,-23921000000
lka,1990,-25364000000
lka,1991,-37658000000
lka,1992,-39394000000
lka,1993,-47686000000
lka,1994,-68361000000
lka,1995,-69714000000
lka,1996,-68573000000
lka,1997,-62864929400
lka,1998,-61154000000
lka,1999,-86088922100
lka,2000,-133372800000
lka,2001,-87768500000
lka,2002,-102956532600
lka,2003,-109881000000
lka,2004,-184436000000
lka,2005,-219039000000
lka,2006,-323376000000
lka,2007,-371343000000
lka,2008,-603649000000
lka,2009,-313927000000
lka,2010,-465584000000
lka,2011,-952265000000
lka,2012,-1035593000000
lka,2013,-826553000000
lka,2014,-836492831000
lka,2015,-824865370000
lka,2016,-874288842000
lka,2017,-962800788000
lka,2018,-1061877813000
lka,2019,-919409685000
lka,2020,-951721188600
lso,1960,-6600000
lso,1961,-8400000
lso,1962,-10000000
lso,1963,-12100000
lso,1964,-12700000
lso,1965,-14800000
lso,1966,-18500000
lso,1967,-18900000
lso,1968,-18900000
lso,1969,-17900000
lso,1970,-18000000
lso,1971,-23000000
lso,1972,-33000000
lso,1973,-45000000
lso,1974,-65000000
lso,1975,-99000000
lso,1976,-155000000
lso,1977,-169000000
lso,1978,-170000000
lso,1979,-248000000
lso,1980,-299400000
lso,1981,-372300000
lso,2007,-6939065900
lso,2008,-8070503400
lso,2009,-10233024000
lso,2010,-10933399500
lso,2011,-10324543100
lso,2012,-13554440500
lso,2013,-13256762000
lso,2014,-13530528500
lso,2015,-13614280000
lso,2016,-15600863800
lso,2017,-16247081400
lso,2018,-15399958700
lso,2019,-16580283400
lso,2020,-17990211500
ltu,1995,-825188000
ltu,1996,-902783000
ltu,1997,-1181331000
ltu,1998,-1484800000
ltu,1999,-1269174000
ltu,2000,-826552000
ltu,2001,-775717000
ltu,2002,-862823000
ltu,2003,-964524000
ltu,2004,-1286546000
ltu,2005,-1515636000
ltu,2006,-2467996000
ltu,2007,-3801910000
ltu,2008,-3790669000
ltu,2009,-473435000
ltu,2010,-561424000
ltu,2011,-840929000
ltu,2012,203834000
ltu,2013,508198000
ltu,2014,665490000
ltu,2015,-372350000
ltu,2016,280360000
ltu,2017,979530000
ltu,2018,828420000
ltu,2019,2570460000
ltu,2020,4597090000
lux,1970,338608000
lux,1971,181493000
lux,1972,243256000
lux,1973,463553000
lux,1974,839065000
lux,1975,306019000
lux,1976,388039000
lux,1977,340582000
lux,1978,271899000
lux,1979,416207000
lux,1980,249840000
lux,1981,165234000
lux,1982,254584000
lux,1983,383369000
lux,1984,565250000
lux,1985,845645000
lux,1986,887959000
lux,1987,578583000
lux,1988,785833000
lux,1989,1236984000
lux,1990,1229516000
lux,1991,1235158000
lux,1992,1811966000
lux,1993,2229897000
lux,1994,2715123000
lux,1995,2958464000
lux,1996,3259598000
lux,1997,3531110000
lux,1998,3413026000
lux,1999,4099361000
lux,2000,5258615000
lux,2001,5166696000
lux,2002,5511005000
lux,2003,5433811000
lux,2004,6269839000
lux,2005,7137635000
lux,2006,10116181000
lux,2007,11920585000
lux,2008,12313359000
lux,2009,12620210000
lux,2010,13461945000
lux,2011,13413962000
lux,2012,14254123000
lux,2013,15824703000
lux,2014,16643831000
lux,2015,17617323000
lux,2016,18975764000
lux,2017,18440095000
lux,2018,19742828000
lux,2019,19350473000
lux,2020,21248492000
lva,1995,-192495000
lva,1996,-421780000
lva,1997,-487742000
lva,1998,-726611000
lva,1999,-615240000
lva,2000,-547179000
lva,2001,-774508000
lva,2002,-851329000
