geo,time,se_sec_prog_fe_zs
syr,2012,57.31752
tca,1999,81.63265
tca,2001,81.9209
tca,2003,100
tca,2004,97.17514
tcd,1987,64.01398
tcd,1988,77.03769
tcd,1989,81.54165
tcd,1990,61.14216
tcd,1994,62.25952
tcd,1995,67.38613
tcd,1998,67.90215
tcd,1999,60.05984
tcd,2000,69.88777
tcd,2001,69.43051
tcd,2002,77.03492
tcd,2003,57.37042
tcd,2004,57.43261
tcd,2005,62.54417
tcd,2009,82.35227
tcd,2010,87.77683
tcd,2011,79.75524
tcd,2012,86.84435
tcd,2015,65.19256
tgo,1978,91.5844
tgo,1979,74.72188
tgo,1980,70.36991
tgo,1981,60.688
tgo,1982,53.43774
tgo,1983,42.68245
tgo,1984,40.86871
tgo,1985,59.98019
tgo,1986,57.57098
tgo,1987,72.26983
tgo,1988,52.26894
tgo,1989,75.98462
tgo,1990,65.72581
tgo,1991,60.92823
tgo,1994,74.17739
tgo,1995,64.02228
tgo,1999,76.694
tgo,2000,78.85806
tgo,2002,73.11588
tgo,2003,75.38604
tgo,2004,75.98714
tgo,2005,75.59438
tgo,2007,72.97449
tgo,2009,80.09737
tgo,2010,87.5806
tgo,2012,82.18268
tgo,2013,77.40149
tgo,2014,82.70213
tgo,2016,79.96816
tgo,2017,79.58255
tha,1974,83.69998
tha,1975,80.9156
tha,1976,76.67158
tha,1977,75.54104
tha,2017,99.25138
tjk,2008,97.72671
tjk,2009,97.92386
tjk,2010,97.72486
tjk,2011,98.02255
tjk,2013,98.52867
tjk,2014,98.49257
tjk,2015,98.80367
tjk,2016,99.22751
tls,2008,90.00673
tls,2009,91.00101
tls,2010,95.11864
tls,2011,90.39003
tls,2012,90.21371
tls,2013,92.41729
tls,2014,94.83503
tls,2015,93.8836
tls,2016,92.24579
tls,2017,94.28152
ton,1981,90.25822
ton,1984,92.42175
tto,1984,88.83426
tto,1987,81.00218
tto,1992,73.57052
tto,1995,74.01534
tto,1996,75.0111
tto,1999,92.18049
tto,2000,98.29661
tto,2003,100
tto,2004,95.15371
tto,2007,98.48485
tto,2008,96.5848
tto,2009,94.43911
tun,1976,32.44374
tun,1977,26.74663
tun,1978,27.39787
tun,1979,40.71456
tun,1980,43.2561
tun,1981,42.04257
tun,1982,47.34318
tun,1983,57.23848
tun,1984,57.89899
tun,1985,58.8417
tun,1986,51.02192
tun,1987,54.01991
tun,1989,68.27543
tun,1990,67.70635
tun,1992,80.49589
tun,1993,81.30174
tun,1994,81.83097
tun,1995,82.9033
tun,1996,85.39894
tun,1998,89.16556
tun,1999,90.96724
tun,2000,92.56728
tun,2001,96.22457
tun,2002,96.20005
tun,2003,95.88318
tun,2004,95.72473
tun,2007,94.47909
tun,2008,95.12363
tun,2009,98.08535
tun,2012,94.82559
tun,2013,97.26449
tun,2014,91.58123
tun,2016,97.53871
tur,1985,37.66442
tur,1986,36.53786
tur,1987,38.85591
tur,1988,39.65882
tur,1989,39.43095
tur,1990,42.20687
tur,1991,45.55066
tur,2003,95.99765
tur,2004,95.72618
tur,2005,97.1187
tur,2006,97.71525
tur,2007,97.65204
tur,2008,98.62693
tur,2010,100
tur,2011,98.84116
tur,2012,89.90143
tur,2014,99.35761
tur,2015,99.52535
tuv,2001,53.38983
tuv,2014,100
tuv,2015,92.24138
tza,2000,19.133
tza,2001,18.69974
tza,2003,27.68347
tza,2004,32.78394
tza,2008,42.91452
tza,2012,53.90026
tza,2017,69.17136
uga,2000,46.64663
uga,2001,47.82771
uga,2002,43.46902
uga,2003,40.75322
uga,2004,41.73136
uga,2006,63.32748
uga,2007,64.99625
uga,2008,61.11441
uga,2009,48.30678
uga,2010,60.62018
uga,2011,62.12216
uga,2012,63.16595
uga,2013,60.7725
uga,2014,52.80134
uga,2016,57.26474
ukr,1993,97.60143
ukr,1998,100
ukr,1999,99.55084
ukr,2001,100
ukr,2005,99.70978
ukr,2006,99.96664
ukr,2007,99.61852
ukr,2008,99.59563
ukr,2009,99.70525
ukr,2010,99.81045
ukr,2011,99.73991
ukr,2012,99.62291
ukr,2013,99.90142
ukr,2014,88.50184
ukr,2015,98.75764
ukr,2016,99.62414
ukr,2017,99.65664
ury,1997,81.25176
ury,1999,87.23746
ury,2000,87.95227
ury,2001,89.14747
ury,2002,88.95583
ury,2003,88.59806
ury,2004,88.40927
ury,2005,87.87716
ury,2006,84.76176
ury,2007,94.04257
ury,2008,88.14103
ury,2009,87.04365
usa,2016,98.43563
uzb,2000,97.06659
uzb,2001,100
uzb,2002,100
uzb,2003,98.80802
uzb,2004,99.15171
uzb,2005,99.57197
uzb,2006,99.71149
uzb,2007,100
uzb,2008,98.9429
uzb,2009,98.76971
uzb,2010,98.01484
uzb,2011,98.8142
uzb,2012,98.54042
uzb,2013,98.98625
uzb,2014,98.87471
uzb,2015,98.96368
uzb,2016,98.81284
uzb,2017,99.39881
vct,2003,86.56352
vct,2010,100
vct,2012,99.90725
vct,2013,100
vct,2014,98.31092
vct,2015,100
vct,2016,89.1185
vct,2017,100
ven,1987,90.46373
ven,1988,93.1385
ven,1991,93.76883
ven,1992,92.35573
ven,1996,91.65062
ven,1999,95.43926
ven,2000,97.45847
ven,2001,97.64137
ven,2002,97.88123
ven,2003,100
ven,2004,99.60135
ven,2005,99.1712
ven,2006,98.90587
ven,2007,96.0016
ven,2008,97.84071
ven,2009,97.97724
ven,2010,99.53393
ven,2011,97.50071
ven,2012,98.94764
ven,2013,99.1665
ven,2014,98.47366
ven,2015,97.96961
ven,2016,98.54515
vgb,2013,90.40405
vgb,2014,98.37662
vgb,2015,96.49442
vnm,2000,92.33149
vnm,2001,94.57438
vnm,2012,87.09985
vnm,2013,89.40321
vnm,2014,91.22419
vnm,2015,99.6571
vut,1993,38.08715
vut,1997,50
vut,1999,55.71643
vut,2000,45.62269
vut,2009,89.08595
wsm,1998,92.18826
wsm,1999,100
wsm,2000,99.56585
wsm,2009,99.70421
wsm,2010,93.87489
wsm,2011,96.79761
wsm,2014,99.41283
wsm,2015,99.75268
wsm,2016,97.50817
wsm,2017,97.7492
yem,2004,85.13391
yem,2012,89.32413
zaf,1990,100
zaf,1999,97.8699
zaf,2001,98.68484
zaf,2002,98.81617
zaf,2003,95.95922
zaf,2014,94.61047
zaf,2015,98.18947
zmb,1975,22.81682
zmb,1976,22.21331
zmb,1999,49.94935
zmb,2001,68.59554
zmb,2004,64.79817
zmb,2005,68.24834
zmb,2006,71.24798
zmb,2007,80.09695
zmb,2008,74.65693
zmb,2009,74.32213
zmb,2010,54.2194
zmb,2012,62.22095
zwe,1983,79.65311
zwe,1999,73.47604
zwe,2012,79.06228
