geo,time,sp_pop_65up_to
pse,2006,87685
pse,2007,91502
pse,2008,95538
pse,2009,99756
pse,2010,104262
pse,2011,109008
pse,2012,113997
pse,2013,119075
pse,2014,124044
pse,2015,128800
pse,2016,133430
pse,2017,137835
pse,2018,143163
pse,2019,148684
pse,2020,154473
pyf,1960,2199
pyf,1961,2269
pyf,1962,2345
pyf,1963,2418
pyf,1964,2490
pyf,1965,2554
pyf,1966,2630
pyf,1967,2705
pyf,1968,2795
pyf,1969,2902
pyf,1970,3027
pyf,1971,3116
pyf,1972,3197
pyf,1973,3279
pyf,1974,3369
pyf,1975,3473
pyf,1976,3740
pyf,1977,4030
pyf,1978,4324
pyf,1979,4594
pyf,1980,4821
pyf,1981,4985
pyf,1982,5070
pyf,1983,5066
pyf,1984,5048
pyf,1985,5065
pyf,1986,5337
pyf,1987,5673
pyf,1988,6029
pyf,1989,6351
pyf,1990,6620
pyf,1991,6824
pyf,1992,7003
pyf,1993,7186
pyf,1994,7422
pyf,1995,7704
pyf,1996,8150
pyf,1997,8648
pyf,1998,9180
pyf,1999,9714
pyf,2000,10259
pyf,2001,10773
pyf,2002,11282
pyf,2003,11805
pyf,2004,12351
pyf,2005,12946
pyf,2006,13724
pyf,2007,14546
pyf,2008,15380
pyf,2009,16188
pyf,2010,16932
pyf,2011,17543
pyf,2012,18078
pyf,2013,18564
pyf,2014,19112
pyf,2015,19797
pyf,2016,20748
pyf,2017,21838
pyf,2018,23021
pyf,2019,24244
pyf,2020,25474
qat,1960,1393
qat,1961,1435
qat,1962,1503
qat,1963,1581
qat,1964,1672
qat,1965,1767
qat,1966,1838
qat,1967,1909
qat,1968,1987
qat,1969,2077
qat,1970,2197
qat,1971,2381
qat,1972,2619
qat,1973,2893
qat,1974,3196
qat,1975,3502
qat,1976,3534
qat,1977,3509
qat,1978,3465
qat,1979,3469
qat,1980,3530
qat,1981,3726
qat,1982,3989
qat,1983,4295
qat,1984,4579
qat,1985,4825
qat,1986,5118
qat,1987,5405
qat,1988,5683
qat,1989,5955
qat,1990,6220
qat,1991,6575
qat,1992,6866
qat,1993,7090
qat,1994,7262
qat,1995,7391
qat,1996,7809
qat,1997,8327
qat,1998,8937
qat,1999,9612
qat,2000,10338
qat,2001,10165
qat,2002,10016
qat,2003,10051
qat,2004,10436
qat,2005,11237
qat,2006,11520
qat,2007,12110
qat,2008,12682
qat,2009,13074
qat,2010,13265
qat,2011,15229
qat,2012,17548
qat,2013,20120
qat,2014,22820
qat,2015,25619
qat,2016,29433
qat,2017,33572
qat,2018,38111
qat,2019,43137
qat,2020,48665
rou,1960,1256900
rou,1961,1304596
rou,1962,1355157
rou,1963,1408293
rou,1964,1459314
rou,1965,1504539
rou,1966,1551393
rou,1967,1597066
rou,1968,1632674
rou,1969,1667488
rou,1970,1713950
rou,1971,1759894
rou,1972,1815526
rou,1973,1876420
rou,1974,1938981
rou,1975,2004982
rou,1976,2086724
rou,1977,2158248
rou,1978,2217598
rou,1979,2252607
rou,1980,2263000
rou,1981,2256774
rou,1982,2228308
rou,1983,2189764
rou,1984,2161981
rou,1985,2157159
rou,1986,2189954
rou,1987,2236482
rou,1988,2292358
rou,1989,2354243
rou,1990,2414176
rou,1991,2462407
rou,1992,2517837
rou,1993,2596399
rou,1994,2670300
rou,1995,2733419
rou,1996,2815851
rou,1997,2879937
rou,1998,2934803
rou,1999,2991358
rou,2000,3054224
rou,2001,3092560
rou,2002,3122637
rou,2003,3183353
rou,2004,3229421
rou,2005,3246839
rou,2006,3270063
rou,2007,3239503
rou,2008,3189477
rou,2009,3170054
rou,2010,3172122
rou,2011,3188250
rou,2012,3218078
rou,2013,3261097
rou,2014,3310855
rou,2015,3361804
rou,2016,3432472
rou,2017,3502800
rou,2018,3571273
rou,2019,3639945
rou,2020,3703397
rus,1960,7294442
rus,1961,7493664
rus,1962,7700426
rus,1963,7924658
rus,1964,8173787
rus,1965,8455001
rus,1966,8739391
rus,1967,9045104
rus,1968,9370518
rus,1969,9711506
rus,1970,10066116
rus,1971,10477867
rus,1972,10865639
rus,1973,11250508
rus,1974,11664230
rus,1975,12120282
rus,1976,12604211
rus,1977,13137658
rus,1978,13655321
rus,1979,14058451
rus,1980,14298856
rus,1981,14427717
rus,1982,14400314
rus,1983,14283794
rus,1984,14198579
rus,1985,14180552
rus,1986,14276420
rus,1987,14396453
rus,1988,14577188
rus,1989,14871360
rus,1990,15251462
rus,1991,15790670
rus,1992,16444561
rus,1993,17109751
rus,1994,17658307
rus,1995,18009627
rus,1996,18265445
rus,1997,18276764
rus,1998,18179825
rus,1999,18136703
rus,2000,18241895
rus,2001,18605517
rus,2002,19104780
rus,2003,19602398
rus,2004,19886971
rus,2005,19838947
rus,2006,19767745
rus,2007,19495911
rus,2008,19147820
rus,2009,18872257
rus,2010,18722377
rus,2011,18731619
rus,2012,18816495
rus,2013,18978651
rus,2014,19217775
rus,2015,19530711
rus,2016,20040465
rus,2017,20610025
rus,2018,21201704
rus,2019,21796862
rus,2020,22348998
rwa,1960,91773
rwa,1961,94102
rwa,1962,96198
rwa,1963,98075
rwa,1964,99696
rwa,1965,101082
rwa,1966,102735
rwa,1967,104218
rwa,1968,105593
rwa,1969,106931
rwa,1970,108235
rwa,1971,110247
rwa,1972,112092
rwa,1973,113727
rwa,1974,115088
rwa,1975,116162
rwa,1976,118031
rwa,1977,119752
rwa,1978,121216
rwa,1979,122272
rwa,1980,122851
rwa,1981,124198
rwa,1982,125032
rwa,1983,125973
rwa,1984,127772
rwa,1985,130780
rwa,1986,136518
rwa,1987,143285
rwa,1988,149870
rwa,1989,155016
rwa,1990,158187
rwa,1991,163210
rwa,1992,164468
rwa,1993,164187
rwa,1994,165637
rwa,1995,171059
rwa,1996,185529
rwa,1997,208155
rwa,1998,236716
rwa,1999,265378
rwa,2000,288762
rwa,2001,287826
rwa,2002,279046
rwa,2003,266425
rwa,2004,254458
rwa,2005,245346
rwa,2006,245496
rwa,2007,247803
rwa,2008,251374
rwa,2009,254997
rwa,2010,258117
rwa,2011,266107
rwa,2012,274192
rwa,2013,282989
rwa,2014,293318
rwa,2015,305704
rwa,2016,322737
rwa,2017,341429
rwa,2018,361456
rwa,2019,382376
rwa,2020,404019
sau,1960,148007
sau,1961,152761
sau,1962,157668
sau,1963,162669
sau,1964,167666
sau,1965,172641
sau,1966,177932
sau,1967,183220
sau,1968,188680
sau,1969,194494
sau,1970,200779
sau,1971,207551
sau,1972,214991
sau,1973,223175
sau,1974,232081
sau,1975,241698
sau,1976,250118
sau,1977,259053
sau,1978,268919
sau,1979,280167
sau,1980,293102
sau,1981,302892
sau,1982,313385
sau,1983,324203
sau,1984,334805
sau,1985,344617
sau,1986,362464
sau,1987,382758
sau,1988,405550
sau,1989,430482
sau,1990,457327
sau,1991,476966
sau,1992,494912
sau,1993,511687
sau,1994,527598
sau,1995,542676
sau,1996,557696
sau,1997,572042
sau,1998,586651
sau,1999,602481
sau,2000,620142
sau,2001,634354
sau,2002,649902
sau,2003,666905
sau,2004,685506
sau,2005,706055
sau,2006,724962
sau,2007,745954
sau,2008,768467
sau,2009,791311
sau,2010,814263
sau,2011,835343
sau,2012,857154
sau,2013,882514
sau,2014,915364
sau,2015,958100
sau,2016,1007798
sau,2017,1061732
sau,2018,1116939
sau,2019,1169546
sau,2020,1217949
sdn,1960,244078
sdn,1961,249993
sdn,1962,255455
sdn,1963,260662
sdn,1964,265838
sdn,1965,271128
sdn,1966,278289
sdn,1967,285465
sdn,1968,292739
sdn,1969,300193
sdn,1970,307920
sdn,1971,317880
sdn,1972,328023
sdn,1973,338377
sdn,1974,348961
sdn,1975,359822
sdn,1976,372308
sdn,1977,385013
sdn,1978,397985
sdn,1979,411274
sdn,1980,424982
sdn,1981,439714
sdn,1982,454629
sdn,1983,469750
sdn,1984,485120
sdn,1985,500864
sdn,1986,517670
sdn,1987,534293
sdn,1988,551300
sdn,1989,569352
sdn,1990,588876
sdn,1991,613890
sdn,1992,640674
sdn,1993,668693
sdn,1994,697255
sdn,1995,726006
sdn,1996,750099
sdn,1997,772265
sdn,1998,793197
sdn,1999,813762
sdn,2000,834712
sdn,2001,861076
sdn,2002,887578
sdn,2003,914068
sdn,2004,940234
sdn,2005,965951
sdn,2006,997863
sdn,2007,1029200
sdn,2008,1060778
sdn,2009,1093578
sdn,2010,1128409
sdn,2011,1167168
sdn,2012,1207497
sdn,2013,1249636
sdn,2014,1293692
sdn,2015,1339744
sdn,2016,1390485
sdn,2017,1442838
sdn,2018,1496980
sdn,2019,1552972
sdn,2020,1611075
sen,1960,84109
sen,1961,86271
sen,1962,88199
sen,1963,89942
sen,1964,91575
sen,1965,93164
sen,1966,95955
sen,1967,98627
sen,1968,101201
sen,1969,103666
sen,1970,106037
sen,1971,110019
sen,1972,113909
sen,1973,117636
sen,1974,121143
sen,1975,124384
sen,1976,129552
sen,1977,134457
sen,1978,139163
sen,1979,143793
sen,1980,148457
sen,1981,154738
sen,1982,161142
sen,1983,167666
sen,1984,174342
sen,1985,181175
sen,1986,189162
sen,1987,197431
sen,1988,205946
sen,1989,214648
sen,1990,223525
sen,1991,233142
sen,1992,242641
sen,1993,252027
sen,1994,261329
sen,1995,270550
sen,1996,279840
sen,1997,288687
sen,1998,297224
sen,1999,305612
sen,2000,313954
sen,2001,323101
sen,2002,332036
sen,2003,340727
sen,2004,349079
sen,2005,357023
sen,2006,366758
sen,2007,375999
sen,2008,384695
sen,2009,392719
sen,2010,400058
sen,2011,409211
sen,2012,417750
sen,2013,426281
sen,2014,435620
sen,2015,446315
sen,2016,459585
sen,2017,474071
sen,2018,489395
sen,2019,504939
sen,2020,520426
sgp,1960,33662
sgp,1961,36431
sgp,1962,39450
sgp,1963,42704
sgp,1964,46241
sgp,1965,49998
sgp,1966,53599
sgp,1967,57359
sgp,1968,61110
sgp,1969,64960
sgp,1970,69069
sgp,1971,73491
sgp,1972,77980
sgp,1973,82748
sgp,1974,87777
sgp,1975,93055
sgp,1976,97432
sgp,1977,102064
sgp,1978,106476
sgp,1979,110549
sgp,1980,114082
sgp,1981,122954
sgp,1982,131428
sgp,1983,135866
sgp,1984,141253
sgp,1985,144449
sgp,1986,146042
sgp,1987,149898
sgp,1988,155482
sgp,1989,162034
sgp,1990,170601
sgp,1991,176808
sgp,1992,183666
sgp,1993,190039
sgp,1994,198406
sgp,1995,208177
sgp,1996,221042
sgp,1997,232630
sgp,1998,244090
sgp,1999,249107
sgp,2000,257128
sgp,2001,273473
sgp,2002,284850
sgp,2003,287668
sgp,2004,295981
sgp,2005,306029
sgp,2006,317067
sgp,2007,329736
sgp,2008,345723
sgp,2009,356426
sgp,2010,368577
sgp,2011,396310
sgp,2012,427350
sgp,2013,453757
sgp,2014,477015
sgp,2015,500765
sgp,2016,547747
sgp,2017,593771
sgp,2018,646383
sgp,2019,706851
sgp,2020,759143
slb,1960,3124
slb,1961,3492
slb,1962,3900
slb,1963,4312
slb,1964,4654
slb,1965,4907
slb,1966,5117
slb,1967,5254
slb,1968,5360
slb,1969,5474
slb,1970,5608
slb,1971,5723
slb,1972,5854
slb,1973,5981
slb,1974,6109
slb,1975,6233
slb,1976,6425
slb,1977,6627
slb,1978,6841
slb,1979,7049
slb,1980,7252
slb,1981,7401
slb,1982,7521
slb,1983,7627
slb,1984,7738
slb,1985,7865
slb,1986,8066
slb,1987,8265
slb,1988,8454
slb,1989,8616
slb,1990,8752
slb,1991,8944
slb,1992,9111
slb,1993,9274
slb,1994,9473
slb,1995,9722
slb,1996,10106
slb,1997,10539
slb,1998,10993
slb,1999,11414
slb,2000,11785
slb,2001,12294
slb,2002,12744
slb,2003,13179
slb,2004,13653
slb,2005,14184
slb,2006,14826
slb,2007,15522
slb,2008,16246
slb,2009,16957
slb,2010,17626
slb,2011,18359
slb,2012,19084
slb,2013,19802
slb,2014,20522
slb,2015,21246
slb,2016,21975
slb,2017,22722
slb,2018,23496
slb,2019,24320
slb,2020,25215
sle,1960,85611
sle,1961,88076
sle,1962,90453
sle,1963,92712
sle,1964,94831
sle,1965,96797
sle,1966,99311
sle,1967,101687
sle,1968,103915
sle,1969,105976
sle,1970,107868
sle,1971,110540
sle,1972,113014
sle,1973,115294
sle,1974,117382
sle,1975,119283
sle,1976,122084
sle,1977,124684
sle,1978,127072
sle,1979,129225
sle,1980,131131
sle,1981,134024
sle,1982,136526
sle,1983,138786
sle,1984,140985
sle,1985,143190
sle,1986,146891
sle,1987,150566
sle,1988,153717
sle,1989,155785
sle,1990,156508
sle,1991,157962
sle,1992,157426
sle,1993,155363
sle,1994,152353
sle,1995,148738
sle,1996,148884
sle,1997,149015
sle,1998,149310
sle,1999,149960
sle,2000,150940
sle,2001,155211
sle,2002,160604
sle,2003,166541
sle,2004,172384
sle,2005,177783
sle,2006,183186
sle,2007,187431
sle,2008,190784
sle,2009,193588
sle,2010,196101
sle,2011,200707
sle,2012,204913
sle,2013,208652
sle,2014,211783
sle,2015,214282
sle,2016,219124
sle,2017,223293
sle,2018,226946
sle,2019,230313
sle,2020,233513
slv,1960,92438
slv,1961,94861
slv,1962,97205
slv,1963,99485
slv,1964,101767
slv,1965,104065
slv,1966,107015
slv,1967,109941
slv,1968,112821
slv,1969,115601
slv,1970,118280
slv,1971,122155
slv,1972,125897
slv,1973,129519
slv,1974,133025
slv,1975,136422
slv,1976,141320
slv,1977,146109
slv,1978,150826
slv,1979,155520
slv,1980,160246
slv,1981,166053
slv,1982,171897
slv,1983,177831
slv,1984,183950
slv,1985,190314
slv,1986,197648
slv,1987,205198
slv,1988,212938
slv,1989,220807
slv,1990,228767
slv,1991,236618
slv,1992,244394
slv,1993,252303
slv,1994,260629
slv,1995,269553
slv,1996,279526
slv,1997,289877
slv,1998,300520
slv,1999,311384
slv,2000,322446
slv,2001,334665
slv,2002,346917
slv,2003,359077
slv,2004,370920
slv,2005,382321
slv,2006,394493
slv,2007,405831
slv,2008,416567
slv,2009,427034
slv,2010,437404
slv,2011,447483
slv,2012,457630
slv,2013,468043
slv,2014,478961
slv,2015,490601
slv,2016,503817
slv,2017,517739
slv,2018,532093
slv,2019,546589
slv,2020,561118
som,1960,81621
som,1961,84586
som,1962,87384
som,1963,90025
som,1964,92504
som,1965,94831
som,1966,98213
som,1967,101616
som,1968,104793
som,1969,107424
som,1970,109421
som,1971,111343
som,1972,112529
som,1973,114386
som,1974,118631
som,1975,126065
som,1976,136397
som,1977,151383
som,1978,168685
som,1979,185611
som,1980,200642
som,1981,208724
som,1982,211354
som,1983,210329
som,1984,207907
som,1985,205424
som,1986,208181
som,1987,210984
som,1988,213124
som,1989,213731
som,1990,212374
som,1991,213611
som,1992,213204
som,1993,211695
som,1994,209617
som,1995,207172
som,1996,210908
som,1997,215524
som,1998,220842
som,1999,226791
som,2000,233290
som,2001,241362
som,2002,250075
som,2003,259076
som,2004,267853
som,2005,276223
som,2006,286424
som,2007,295796
som,2008,304786
som,2009,314079
som,2010,324054
som,2011,335845
som,2012,348123
som,2013,360732
som,2014,373408
som,2015,386023
som,2016,401298
som,2017,416329
som,2018,431233
som,2019,446177
som,2020,461243
srb,1960,434961
srb,1961,446676
srb,1962,459403
srb,1963,472791
srb,1964,486259
srb,1965,499282
srb,1966,516676
srb,1967,533166
srb,1968,549230
srb,1969,564988
srb,1970,580670
srb,1971,600529
srb,1972,619785
srb,1973,637301
srb,1974,651921
srb,1975,662886
srb,1976,673630
srb,1977,681167
srb,1978,685049
srb,1979,684228
srb,1980,678410
srb,1981,671958
srb,1982,660502
srb,1983,647909
srb,1984,639389
srb,1985,637999
srb,1986,648827
srb,1987,664425
srb,1988,683668
srb,1989,704944
srb,1990,727193
srb,1991,755433
srb,1992,789173
srb,1993,824002
srb,1994,856825
srb,1995,872405
srb,1996,908174
srb,1997,939888
srb,1998,968099
srb,1999,993873
srb,2000,1017466
srb,2001,1035936
srb,2002,1052579
srb,2003,1064556
srb,2004,1071275
srb,2005,1071498
srb,2006,1073987
srb,2007,1071377
srb,2008,1067245
srb,2009,1067423
srb,2010,1074779
srb,2011,1088648
srb,2012,1111804
srb,2013,1139736
srb,2014,1170766
srb,2015,1203142
srb,2016,1229783
srb,2017,1256365
srb,2018,1281014
srb,2019,1301572
srb,2020,1314870
ssd,1960,78423
ssd,1961,79386
ssd,1962,80152
ssd,1963,80704
ssd,1964,81002
ssd,1965,81040
ssd,1966,82960
ssd,1967,84668
ssd,1968,86163
ssd,1969,87506
ssd,1970,88722
ssd,1971,91453
ssd,1972,94096
ssd,1973,96657
ssd,1974,99123
ssd,1975,101485
ssd,1976,105190
ssd,1977,108770
ssd,1978,112308
ssd,1979,115912
ssd,1980,119624
ssd,1981,124426
ssd,1982,129302
ssd,1983,134065
ssd,1984,138455
ssd,1985,142321
ssd,1986,147419
ssd,1987,151363
ssd,1988,153954
ssd,1989,155012
ssd,1990,154524
ssd,1991,155727
ssd,1992,155053
ssd,1993,153360
ssd,1994,151735
ssd,1995,150705
ssd,1996,155435
ssd,1997,162705
ssd,1998,171688
ssd,1999,181319
ssd,2000,190935
ssd,2001,199952
ssd,2002,208895
ssd,2003,218327
ssd,2004,228977
ssd,2005,241260
ssd,2006,254795
ssd,2007,269641
ssd,2008,285273
ssd,2009,301061
ssd,2010,316598
ssd,2011,330212
ssd,2012,342307
ssd,2013,352510
ssd,2014,360296
ssd,2015,365622
ssd,2016,370721
ssd,2017,372686
ssd,2018,373015
ssd,2019,373546
ssd,2020,375300
stp,1960,2453
stp,1961,2342
stp,1962,2183
stp,1963,1995
stp,1964,1778
stp,1965,1522
stp,1966,1775
stp,1967,2080
stp,1968,2459
stp,1969,2902
stp,1970,3383
stp,1971,3258
stp,1972,3140
stp,1973,3035
stp,1974,2941
stp,1975,2861
stp,1976,3106
stp,1977,3350
stp,1978,3593
stp,1979,3851
stp,1980,4114
stp,1981,4109
stp,1982,4118
stp,1983,4131
stp,1984,4151
stp,1985,4170
stp,1986,4226
stp,1987,4268
stp,1988,4296
stp,1989,4309
stp,1990,4301
stp,1991,4442
stp,1992,4557
stp,1993,4642
stp,1994,4718
stp,1995,4785
stp,1996,4826
stp,1997,4829
stp,1998,4794
stp,1999,4740
stp,2000,4673
stp,2001,4800
stp,2002,4943
stp,2003,5085
stp,2004,5189
stp,2005,5250
stp,2006,5329
stp,2007,5374
stp,2008,5393
stp,2009,5404
stp,2010,5416
stp,2011,5484
stp,2012,5549
stp,2013,5609
stp,2014,5672
stp,2015,5742
stp,2016,5880
stp,2017,6021
stp,2018,6174
stp,2019,6366
stp,2020,6593
sur,1960,11995
sur,1961,12136
sur,1962,12356
sur,1963,12645
sur,1964,12971
sur,1965,13290
sur,1966,13615
sur,1967,13925
sur,1968,14184
sur,1969,14342
sur,1970,14388
sur,1971,14565
sur,1972,14580
sur,1973,14456
sur,1974,14266
sur,1975,14088
sur,1976,14524
sur,1977,14971
sur,1978,15387
sur,1979,15723
sur,1980,15956
sur,1981,16102
sur,1982,16168
sur,1983,16245
sur,1984,16430
sur,1985,16779
sur,1986,17057
sur,1987,17510
sur,1988,18080
sur,1989,18673
sur,1990,19241
sur,1991,19947
sur,1992,20610
sur,1993,21240
sur,1994,21885
sur,1995,22568
sur,1996,23361
sur,1997,24085
sur,1998,24736
sur,1999,25316
sur,2000,25862
sur,2001,26631
sur,2002,27408
sur,2003,28178
sur,2004,28885
sur,2005,29528
sur,2006,30196
sur,2007,30801
sur,2008,31378
sur,2009,31995
sur,2010,32669
sur,2011,33489
sur,2012,34345
sur,2013,35222
sur,2014,36098
sur,2015,36954
sur,2016,37891
sur,2017,38822
sur,2018,39780
sur,2019,40783
sur,2020,41856
svk,1960,275658
svk,1961,292182
svk,1962,304679
svk,1963,317976
svk,1964,332109
svk,1965,346728
svk,1966,361309
svk,1967,375886
svk,1968,390372
svk,1969,404598
svk,1970,416765
svk,1971,428278
svk,1972,439702
svk,1973,450456
svk,1974,461590
svk,1975,473520
svk,1976,486591
svk,1977,500939
svk,1978,513877
svk,1979,521738
svk,1980,522096
svk,1981,517176
svk,1982,506129
svk,1983,492675
svk,1984,482926
svk,1985,480369
svk,1986,488585
svk,1987,501803
svk,1988,517555
svk,1989,531809
svk,1990,542450
svk,1991,551944
svk,1992,558219
svk,1993,564431
svk,1994,570042
svk,1995,575169
svk,1996,584175
svk,1997,592838
svk,1998,600454
svk,1999,606224
svk,2000,608472
svk,2001,613409
svk,2002,617087
svk,2003,619348
svk,2004,621876
svk,2005,625270
svk,2006,632641
svk,2007,640750
svk,2008,649929
svk,2009,660241
svk,2010,671359
svk,2011,686464
svk,2012,702778
svk,2013,720154
svk,2014,739703
svk,2015,761885
svk,2016,790079
svk,2017,820292
svk,2018,851289
svk,2019,882065
svk,2020,911577
svn,1960,123267
svn,1961,127471
svn,1962,131933
svn,1963,136926
svn,1964,142229
svn,1965,147784
svn,1966,153045
svn,1967,158123
svn,1968,162596
svn,1969,166310
svn,1970,170036
svn,1971,176183
svn,1972,182023
svn,1973,187535
svn,1974,192053
svn,1975,196919
svn,1976,202777
svn,1977,207924
svn,1978,212238
svn,1979,215208
svn,1980,216354
svn,1981,213028
svn,1982,207370
svn,1983,201234
svn,1984,195319
svn,1985,191288
svn,1986,194278
svn,1987,199266
svn,1988,203827
svn,1989,208303
svn,1990,212610
svn,1991,219402
svn,1992,225605
svn,1993,231506
svn,1994,237782
svn,1995,244608
svn,1996,252346
svn,1997,259740
svn,1998,266558
svn,1999,273597
svn,2000,280638
svn,2001,287423
svn,2002,293623
svn,2003,299260
svn,2004,304624
svn,2005,310125
svn,2006,316516
svn,2007,323386
svn,2008,328651
svn,2009,336111
svn,2010,341888
svn,2011,346947
svn,2012,351892
svn,2013,357124
svn,2014,363570
svn,2015,371710
svn,2016,381636
svn,2017,393096
svn,2018,406626
svn,2019,421567
svn,2020,435994
swe,1960,880138
swe,1961,897730
swe,1962,916572
swe,1963,935994
swe,1964,957333
swe,1965,980796
swe,1966,1006415
swe,1967,1029956
swe,1968,1051364
swe,1969,1074835
swe,1970,1101929
swe,1971,1133406
swe,1972,1160494
swe,1973,1186034
swe,1974,1212647
swe,1975,1240181
swe,1976,1267203
swe,1977,1293023
swe,1978,1316716
swe,1979,1337639
swe,1980,1356384
swe,1981,1377955
swe,1982,1395151
swe,1983,1410087
swe,1984,1425377
swe,1985,1442272
swe,1986,1458826
swe,1987,1476259
swe,1988,1493819
swe,1989,1511024
swe,1990,1525504
swe,1991,1535948
swe,1992,1541215
swe,1993,1543389
swe,1994,1545972
swe,1995,1545457
swe,1996,1544018
swe,1997,1541614
swe,1998,1539521
swe,1999,1537164
swe,2000,1535202
swe,2001,1539363
swe,2002,1540679
swe,2003,1542484
swe,2004,1549100
swe,2005,1562713
swe,2006,1579640
swe,2007,1605372
swe,2008,1636371
swe,2009,1671353
swe,2010,1708560
swe,2011,1748228
swe,2012,1790571
swe,2013,1835602
swe,2014,1880529
swe,2015,1921475
swe,2016,1968759
swe,2017,2010676
swe,2018,2044763
swe,2019,2076188
swe,2020,2104731
swz,1960,9998
swz,1961,10287
swz,1962,10546
swz,1963,10795
swz,1964,11041
swz,1965,11307
swz,1966,11606
swz,1967,11903
swz,1968,12184
swz,1969,12431
swz,1970,12640
swz,1971,13000
swz,1972,13331
swz,1973,13630
swz,1974,13907
swz,1975,14163
swz,1976,14486
swz,1977,14808
swz,1978,15125
swz,1979,15428
swz,1980,15724
swz,1981,16133
swz,1982,16498
swz,1983,16847
swz,1984,17192
swz,1985,17553
swz,1986,18033
swz,1987,18563
swz,1988,19122
swz,1989,19674
swz,1990,20198
swz,1991,20948
swz,1992,21638
swz,1993,22315
swz,1994,23032
swz,1995,23825
swz,1996,24712
swz,1997,25659
swz,1998,26636
swz,1999,27586
swz,2000,28478
swz,2001,29690
swz,2002,30808
swz,2003,31857
swz,2004,32885
swz,2005,33921
swz,2006,35000
swz,2007,36053
swz,2008,37074
swz,2009,38078
swz,2010,39053
swz,2011,40077
swz,2012,41103
swz,2013,42080
swz,2014,42935
swz,2015,43625
swz,2016,44431
swz,2017,45081
swz,2018,45617
swz,2019,46095
swz,2020,46550
syc,1960,2586
syc,1961,2658
syc,1962,2719
syc,1963,2779
syc,1964,2842
syc,1965,2902
syc,1966,2959
syc,1967,3024
syc,1968,3095
syc,1969,3169
syc,1970,3244
syc,1971,3302
syc,1972,3375
syc,1973,3433
syc,1974,3514
syc,1975,3624
syc,1976,3740
syc,1977,3874
syc,1978,3952
syc,1979,4036
syc,1980,4125
syc,1981,4208
syc,1982,4248
syc,1983,4260
syc,1984,4308
syc,1985,4382
syc,1986,4406
syc,1987,4599
syc,1988,4615
syc,1989,4619
syc,1990,4609
syc,1991,4716
syc,1992,4786
syc,1993,4934
syc,1994,5118
syc,1995,5256
syc,1996,5423
syc,1997,5583
syc,1998,5800
syc,1999,6026
syc,2000,6181
syc,2001,6127
syc,2002,6224
syc,2003,6039
syc,2004,5892
syc,2005,5783
syc,2006,5913
syc,2007,6008
syc,2008,6263
syc,2009,6446
syc,2010,6799
syc,2011,6582
syc,2012,6567
syc,2013,6593
syc,2014,6633
syc,2015,6764
syc,2016,6923
syc,2017,7120
syc,2018,7349
syc,2019,7620
syc,2020,7942
syr,1960,182774
syr,1961,186769
syr,1962,189707
syr,1963,191940
syr,1964,193948
syr,1965,195950
syr,1966,199382
syr,1967,202705
syr,1968,205910
syr,1969,208879
syr,1970,211599
syr,1971,216568
syr,1972,221234
syr,1973,225643
syr,1974,229894
syr,1975,234052
syr,1976,240058
syr,1977,246008
syr,1978,252028
syr,1979,258240
syr,1980,264773
syr,1981,272757
syr,1982,280965
syr,1983,289587
syr,1984,298889
syr,1985,309032
syr,1986,321313
syr,1987,334175
syr,1988,347603
syr,1989,361540
syr,1990,376033
syr,1991,391331
syr,1992,406857
syr,1993,422805
syr,1994,439335
syr,1995,456465
syr,1996,476026
syr,1997,495469
syr,1998,514358
syr,1999,532067
syr,2000,548212
syr,2001,559816
syr,2002,570449
syr,2003,581883
syr,2004,596454
syr,2005,615866
syr,2006,641495
syr,2007,670485
syr,2008,698134
syr,2009,718717
syr,2010,729196
syr,2011,739347
syr,2012,736711
syr,2013,727300
syr,2014,719228
syr,2015,718418
syr,2016,724081
syr,2017,738252
syr,2018,763057
syr,2019,800906
syr,2020,853056
tcd,1960,114728
tcd,1961,117378
tcd,1962,119842
tcd,1963,122013
tcd,1964,123792
tcd,1965,125119
tcd,1966,127912
tcd,1967,130213
tcd,1968,132127
tcd,1969,133729
tcd,1970,135052
tcd,1971,138413
tcd,1972,141465
tcd,1973,144122
tcd,1974,146313
tcd,1975,147993
tcd,1976,150957
tcd,1977,153338
tcd,1978,155217
tcd,1979,156675
tcd,1980,157772
tcd,1981,160971
tcd,1982,163909
tcd,1983,166638
tcd,1984,169215
tcd,1985,171653
tcd,1986,176038
tcd,1987,180421
tcd,1988,184692
tcd,1989,188697
tcd,1990,192369
tcd,1991,197124
tcd,1992,201473
tcd,1993,205508
tcd,1994,209357
tcd,1995,213104
tcd,1996,218316
tcd,1997,223405
tcd,1998,228469
tcd,1999,233604
tcd,2000,238864
tcd,2001,245603
tcd,2002,252424
tcd,2003,259207
tcd,2004,265827
tcd,2005,272237
tcd,2006,279533
tcd,2007,286449
tcd,2008,293060
tcd,2009,299322
tcd,2010,305309
tcd,2011,312895
tcd,2012,320083
tcd,2013,327391
tcd,2014,335544
tcd,2015,344972
tcd,2016,357322
tcd,2017,370421
tcd,2018,383928
tcd,2019,397339
tcd,2020,410413
tgo,1960,50752
tgo,1961,50955
tgo,1962,50877
tgo,1963,50691
tgo,1964,50575
tgo,1965,50613
tgo,1966,52145
tgo,1967,54086
tgo,1968,56244
tgo,1969,58396
tgo,1970,60435
tgo,1971,62681
tgo,1972,64539
tgo,1973,66108
tgo,1974,67535
