geo,time,sl_tlf_acti_1524_ne_zs
pol,2013,33.3
pol,2014,33.86
pol,2015,32.83
pol,2016,34.51
pol,2017,34.8
pol,2018,35.09
pol,2019,35.19
pol,2020,31.84
pri,1960,28.96
pri,1970,28.49
pri,1976,35.02
pri,1977,32.97
pri,1978,32.76
pri,1979,33.58
pri,1980,28
pri,1981,32.79
pri,1982,32.5
pri,1983,29.51
pri,1984,31.26
pri,1985,31.59
pri,1986,27.66
pri,1987,28.31
pri,1988,31.05
pri,1990,32.05
pri,1991,33.72
pri,1992,32.47
pri,1993,36.7
pri,1995,34.96
pri,1996,35.93
pri,1997,38.11
pri,1998,38.41
pri,1999,38.16
pri,2000,36.04
pri,2002,37
pri,2003,38.5
pri,2004,38.13
pri,2005,39.89
pri,2006,35.74
pri,2007,31.81
pri,2008,30.75
pri,2010,25
pri,2011,24.5
pri,2012,26.4
prt,1960,57.69
prt,1970,64.49
prt,1978,69.95
prt,1979,70.99
prt,1980,71.29
prt,1981,71.52
prt,1982,70.42
prt,1984,62.29
prt,1985,61.05
prt,1986,61.3
prt,1987,61.49
prt,1988,60.57
prt,1989,59.47
prt,1990,58.42
prt,1991,56.59
prt,1992,50.95
prt,1993,47.5
prt,1994,45.23
prt,1995,43.14
prt,1996,42.31
prt,1997,44.16
prt,1998,47.09
prt,1999,46.33
prt,2000,44.79
prt,2001,46.55
prt,2002,47.12
prt,2003,44.85
prt,2004,42.64
prt,2005,42.12
prt,2006,41.65
prt,2007,41.33
prt,2008,40.89
prt,2009,38.7
prt,2010,36.12
prt,2011,38.15
prt,2012,37.08
prt,2013,35
prt,2014,34.3
prt,2015,33.53
prt,2016,33.17
prt,2017,33.98
prt,2018,34.18
prt,2019,34.28
prt,2020,30.16
pry,1962,56.58
pry,1972,55.09
pry,1982,53.08
pry,1989,63.69
pry,1990,59.25
pry,1991,57.97
pry,1992,60.39
pry,1993,61.54
pry,1994,62.75
pry,1995,71.5
pry,1996,65.2
pry,1998,60.51
pry,1999,55.11
pry,2001,59.51
pry,2002,62.45
pry,2003,57.65
pry,2004,61.47
pry,2005,58.78
pry,2006,58.97
pry,2007,57.28
pry,2008,58.58
pry,2009,62.65
pry,2010,56.99
pry,2011,56.83
pry,2012,59.01
pry,2013,58
pry,2014,56.04
pry,2015,54.06
pry,2016,57.67
pry,2017,56.38
pry,2018,58.55
pry,2019,59.28
pry,2020,56.13
pse,2000,27.64
pse,2001,24
pse,2002,21.76
pse,2003,23.97
pse,2004,22.99
pse,2005,23.21
pse,2006,23.51
pse,2007,24.73
pse,2008,25.17
pse,2009,24.95
pse,2010,24.87
pse,2011,26.84
pse,2012,27.94
pse,2013,27.69
pse,2014,28.02
pse,2015,30.88
pse,2016,30.97
pse,2017,31.44
pse,2018,30.5
pse,2019,30.27
pse,2020,26.23
pyf,1962,48.23
pyf,1983,29.72
pyf,1988,51.07
pyf,1996,42.83
pyf,2002,40.08
pyf,2007,36.92
pyf,2012,40.28
qat,1986,45.47
qat,1997,33.47
qat,2004,42.22
qat,2006,54.79
qat,2007,67.54
qat,2008,71.36
qat,2009,71.02
qat,2011,68.75
qat,2012,69.24
qat,2013,64.18
qat,2014,67.41
qat,2015,69.16
qat,2016,72.3
qat,2017,67.77
qat,2018,72.84
qat,2019,67.41
qat,2020,66.41
rou,1966,64.27
rou,1977,58.92
rou,1992,59.51
rou,1995,53.25
rou,1996,49.95
rou,1997,46.16
rou,1998,44.94
rou,1999,42.71
rou,2000,41.32
rou,2001,39.65
rou,2002,37.36
rou,2003,33.94
rou,2004,36.08
rou,2005,31.24
rou,2006,30.56
rou,2007,30.52
rou,2008,30.41
rou,2009,30.93
rou,2010,31.21
rou,2011,30.71
rou,2012,30.54
rou,2013,30.07
rou,2014,29.56
rou,2015,31.27
rou,2016,28.03
rou,2017,29.95
rou,2018,29.5
rou,2019,29.63
rou,2020,29.73
rus,1989,53.8
rus,1992,54.67
rus,1993,52.53
rus,1994,50.87
rus,1995,50.42
rus,1996,47.07
rus,1997,43.22
rus,1998,40.54
rus,1999,45.17
rus,2000,43.64
rus,2001,40.84
rus,2002,40.51
rus,2003,39.17
rus,2004,39.37
rus,2005,39.2
rus,2006,38.89
rus,2007,39.41
rus,2008,41.84
rus,2009,42.1
rus,2010,41.23
rus,2011,41.39
rus,2012,39.58
rus,2013,39.87
rus,2014,38.79
rus,2015,37.92
rus,2016,37.67
rus,2017,35.37
rus,2018,34.13
rus,2019,33.11
rus,2020,32.09
rwa,1978,91.47
rwa,1996,78.99
rwa,2014,65.45
rwa,2017,38.51
rwa,2018,38.64
rwa,2019,37.95
rwa,2020,42.14
sau,1992,29.04
sau,1999,20.49
sau,2000,18.24
sau,2001,17.51
sau,2002,17.4
sau,2006,19.99
sau,2007,18.07
sau,2008,17.17
sau,2009,15.67
sau,2011,17.71
sau,2012,17.44
sau,2013,17.65
sau,2014,17.65
sau,2015,16.28
sau,2016,17.6
sau,2017,16.85
sau,2018,18.58
sau,2019,19.84
sau,2020,23.65
sdn,1973,44.25
sdn,1983,47.84
sdn,1990,34.6
sdn,1993,38.13
sdn,1996,35.37
sdn,2008,35.6
sdn,2011,30.31
sen,1988,44.55
sen,2002,57.12
sen,2006,38.49
sen,2011,40.82
sen,2015,28.04
sen,2016,33.88
sen,2017,26.26
sen,2018,26.1
sen,2019,30.42
sgp,1970,60.37
sgp,1975,58.83
sgp,1976,59.73
sgp,1977,60.04
sgp,1978,61.43
sgp,1979,63.34
sgp,1980,66.45
sgp,1982,65.09
sgp,1983,64.75
sgp,1984,62.38
sgp,1985,60.19
sgp,1986,58.66
sgp,1987,56.86
sgp,1988,55.83
sgp,1989,56.19
sgp,1992,45.24
sgp,1993,43.79
sgp,1994,42.62
sgp,1995,36.85
sgp,1996,38.55
sgp,1997,35.67
sgp,1998,31.43
sgp,2012,37.78
sgp,2013,36.18
sgp,2014,37.55
sgp,2015,40.59
sgp,2016,39.37
sgp,2017,38.24
sgp,2018,38.13
sgp,2019,38.26
sgp,2020,36.05
slb,2013,70.78
sle,1963,56.54
sle,2003,39.21
sle,2004,42.25
sle,2009,37.89
sle,2010,36.16
sle,2014,28.78
sle,2018,32.13
slv,1961,52.1
slv,1971,55.35
slv,1978,50.37
slv,1979,53.08
slv,1980,53.18
slv,1990,51.01
slv,1991,47.28
slv,1992,50.25
slv,1993,51.97
slv,1994,51.36
slv,1995,50.18
slv,1996,47.74
slv,1997,46.73
slv,1998,50.91
slv,1999,49.32
slv,2002,45.71
slv,2003,48.72
slv,2004,46.99
slv,2006,47.54
slv,2007,47.08
slv,2009,50.44
slv,2010,47.53
slv,2011,47.77
slv,2012,48.19
slv,2013,47.54
slv,2014,46.31
slv,2015,45.72
slv,2016,46.19
slv,2017,46.59
slv,2018,46.33
slv,2019,47.3
slv,2020,48.72
smr,1976,61.95
smr,1985,64.4
smr,1986,61.45
smr,1987,63.61
smr,1988,61.81
smr,1989,59.4
smr,1990,59.3
smr,1991,58.72
smr,1992,58.32
smr,1993,55.37
smr,1995,52.74
smr,1996,52.74
smr,1997,51.76
smr,1998,51.18
smr,1999,49.61
smr,2019,36.15
som,2019,15.09
srb,2006,37.39
srb,2007,33.28
srb,2008,32.54
srb,2009,28.91
srb,2010,28.21
srb,2011,28.48
srb,2012,29.63
srb,2013,28.7
srb,2014,28.46
srb,2015,29.21
srb,2016,30.31
srb,2017,30.64
srb,2018,30
srb,2019,29.64
srb,2020,28.3
ssd,2008,64.48
stp,1981,48.78
stp,1991,43.35
sur,1964,29.85
sur,1980,22.17
sur,1989,21.95
sur,1990,36.29
sur,1992,35.82
sur,1993,33.27
sur,1994,30.58
sur,1995,28.82
sur,1999,25.5
sur,2009,33.41
sur,2010,33.94
sur,2011,32.66
sur,2012,30.96
sur,2013,31.43
sur,2014,32.07
sur,2015,31.12
sur,2016,37.58
svk,1991,58.59
svk,1993,52.09
svk,1994,47.36
svk,1995,46.28
svk,1996,46.62
svk,1997,47.02
svk,1998,45.4
svk,1999,45.75
svk,2000,44.76
svk,2001,45.29
svk,2002,42.77
svk,2003,40.65
svk,2004,39.12
svk,2005,36.65
svk,2006,35.35
svk,2007,34.63
svk,2008,32.4
svk,2009,31.4
svk,2010,31.07
svk,2011,30.07
svk,2012,30.49
svk,2013,30.78
svk,2014,30.98
svk,2015,31.72
svk,2016,32.41
svk,2017,33.18
svk,2018,32.29
svk,2019,29.68
svk,2020,28.12
svn,1991,48.53
svn,1993,31.29
svn,1994,39.46
svn,1995,41.64
svn,1996,42.63
svn,1997,46.06
svn,1998,43.96
svn,1999,40.41
svn,2000,37.3
svn,2001,35.98
svn,2002,36.57
svn,2003,33.75
svn,2004,39.33
svn,2005,40.52
svn,2006,40.61
svn,2007,41.83
svn,2008,42.88
svn,2009,40.88
svn,2010,39.93
svn,2011,37.42
svn,2012,34.37
svn,2013,33.83
svn,2014,33.6
svn,2015,35.34
svn,2016,33.74
svn,2017,39.13
svn,2018,38.56
svn,2019,36.22
svn,2020,31.45
swe,1965,52.28
swe,1975,66.73
swe,1976,67.68
swe,1982,66.7
swe,1983,65.38
swe,1984,64.73
swe,1985,65.97
swe,1986,67.3
swe,1987,66.32
swe,1989,69.29
swe,1990,69.09
swe,1991,65.84
swe,1992,60.37
swe,1993,54.91
swe,1994,53.55
swe,1995,45.44
swe,1996,43.15
swe,1997,41.08
swe,1998,40.6
swe,1999,42.3
swe,2000,40.71
swe,2001,52.36
swe,2002,50.52
swe,2003,50.62
swe,2004,48.54
swe,2005,49.89
swe,2006,51.34
swe,2007,52.24
swe,2008,52.84
swe,2009,51.02
swe,2010,51.63
swe,2011,52.98
swe,2012,52.59
swe,2013,54.5
swe,2014,55.45
swe,2015,55.14
swe,2016,54.84
swe,2017,54.7
swe,2018,54.09
swe,2019,55.01
swe,2020,52.07
swz,1966,55.37
swz,1976,29.91
swz,1986,36.31
swz,1995,44.5
swz,1997,30.5
swz,2016,24.9
syc,1960,70.71
syc,1971,72.07
syc,1977,74.58
syc,1994,56.52
syc,2002,61.91
syc,2011,51.96
syc,2014,56.96
syc,2015,55.57
syc,2016,55.24
syc,2017,55.21
syc,2018,54.82
syc,2019,47.7
syc,2020,52.62
syr,1960,43.19
syr,1970,39.14
syr,1981,37.38
syr,1983,31.55
syr,1984,39.17
syr,1998,42.77
syr,1999,43.45
syr,2000,40.98
syr,2001,47.21
syr,2002,52.06
syr,2003,40.61
syr,2006,34.41
syr,2007,32.94
syr,2008,32.29
syr,2009,29.65
tca,1960,69.17
tca,1980,55.99
tcd,1980,52.38
tcd,1988,52.7
tcd,1993,56.52
tcd,2018,38.51
tgo,1980,62.3
tgo,1981,45.14
tgo,2006,65.75
tgo,2011,64.78
tgo,2015,54.88
tgo,2017,25.17
tha,1976,47.8
tha,1978,76.54
tha,1979,72.8
tha,1980,76.55
tha,1982,78.17
tha,1984,77.33
tha,1987,77.63
tha,1988,78.44
tha,1989,79.68
tha,1990,77.53
tha,1994,63.79
tha,1996,60.6
tha,1997,59.24
tha,1998,56.72
tha,1999,53.35
tha,2000,53.36
tha,2001,54.18
tha,2003,51.39
tha,2004,52.21
tha,2005,51.64
tha,2006,48.85
tha,2007,49.47
tha,2008,48.99
tha,2009,48.83
tha,2010,46.73
tha,2011,47.95
tha,2012,47.5
tha,2013,44.13
tha,2014,42.94
tha,2015,42.06
tha,2016,41.58
tha,2017,40.84
tha,2018,41.63
tha,2019,40.41
tha,2020,40.18
tjk,2003,42.99
tjk,2004,54.92
tjk,2009,26.25
tjk,2016,26.36
tls,2001,44.26
tls,2010,13.65
tls,2013,14.15
tls,2016,39.73
ton,1966,36.97
ton,1976,37.52
ton,1990,42.97
ton,1994,39.99
ton,2018,24.42
tto,1970,50.19
tto,1979,53.21
tto,1980,46.83
tto,1981,53.62
tto,1983,55.48
tto,1985,55.58
tto,1986,54.53
tto,1987,47.95
tto,1988,52.19
tto,1989,49.27
tto,1990,50.22
tto,1991,51.51
tto,1993,48.88
tto,1995,51.22
tto,1996,52.06
tto,1998,51.22
tto,1999,51.15
tto,2000,51.68
tto,2002,49.65
tto,2005,53.82
tto,2006,54.44
tto,2007,53.74
tto,2008,52.13
tto,2009,50.45
tto,2010,46.43
tto,2011,44.89
tto,2012,45.27
tto,2013,45.25
tto,2014,44.29
tto,2015,43.6
tto,2016,41.54
tun,1966,38.23
tun,1975,51
tun,1980,47.03
tun,1984,49.09
tun,1989,41.85
tun,1997,38.83
tun,2005,31.87
tun,2006,30.61
tun,2007,31.01
tun,2008,30.76
tun,2009,29.6
tun,2010,31.19
tun,2011,31.99
tun,2012,35.15
tun,2013,33.25
tun,2015,28.88
tun,2016,31
tun,2017,30.32
tur,1960,76.72
tur,1965,72.01
tur,1970,63.92
tur,1975,62.71
tur,1980,65.21
tur,1985,64.05
tur,1988,57.09
tur,1989,56.25
tur,1990,54.67
tur,1991,55.35
tur,1992,52.98
tur,1993,48.08
tur,1994,51.14
tur,1995,48.6
tur,1996,48.53
tur,1997,47.02
tur,1998,46
tur,1999,46.64
tur,2000,42.52
tur,2001,42.11
tur,2002,40.86
tur,2003,38.4
tur,2004,37.79
tur,2005,37.73
tur,2006,36.27
tur,2007,36.49
tur,2008,37.14
tur,2009,37.44
tur,2010,37.37
tur,2011,38.47
tur,2012,37.37
tur,2013,38.82
tur,2014,40.79
tur,2015,41.78
tur,2016,42.34
tur,2017,43.22
tur,2018,43.81
tur,2019,44.28
tur,2020,38.98
tuv,2016,40.53
tza,1978,61.64
tza,2001,77.96
tza,2006,79.64
tza,2011,66.19
tza,2012,71.89
tza,2013,64.81
tza,2014,72.37
uga,1991,55.33
uga,2005,59.8
uga,2012,53.69
uga,2013,75.82
uga,2017,37.31
ukr,1979,37.58
ukr,1989,34.49
ukr,1995,45.54
ukr,1998,51.02
ukr,1999,42.12
ukr,2001,39.31
ukr,2002,39.6
ukr,2003,38.55
ukr,2014,38.42
ukr,2015,36.29
ukr,2016,35.07
ukr,2017,34.39
ukr,2018,33.66
ukr,2019,36.22
ukr,2020,31.9
ury,1963,57.77
ury,1975,54.15
ury,1984,54
ury,1985,41.17
ury,1990,32.16
ury,1991,53.87
ury,1992,54.24
ury,1993,54.12
ury,1994,57.55
ury,1995,58.38
ury,1996,57.41
ury,1998,59.56
ury,1999,57.52
ury,2000,57.97
ury,2001,59.53
ury,2002,55.12
ury,2003,52.5
ury,2004,52.69
ury,2005,53.06
ury,2006,53.4
ury,2007,55.05
ury,2008,53.89
ury,2009,54.12
ury,2010,53.65
ury,2011,54.63
ury,2012,53.43
ury,2013,53.37
ury,2014,53.07
ury,2015,50.63
ury,2016,49.46
ury,2017,48.03
ury,2018,47.74
ury,2019,47.26
ury,2020,42.58
usa,1960,56.4
usa,1961,56.3
usa,1962,55.8
usa,1963,55.2
usa,1964,55.3
usa,1965,55.8
usa,1966,57.1
usa,1967,57.7
usa,1968,57.7
usa,1969,58.9
usa,1970,59.8
usa,1971,59.9
usa,1972,61.8
usa,1973,63.7
usa,1974,64.9
usa,1975,64.6
usa,1976,65.3
usa,1977,66.7
usa,1978,68.2
usa,1979,68.6
usa,1980,68.1
usa,1981,67.7
usa,1982,67.2
usa,1983,67.1
usa,1984,67.7
usa,1985,68.3
usa,1986,68.6
usa,1987,68.4
usa,1988,68.4
usa,1989,68.6
usa,1990,67.3
usa,1991,66
usa,1992,66.1
usa,1993,66.1
usa,1994,66.55
usa,1995,66.44
usa,1996,65.7
usa,1997,65.71
usa,1998,65.87
usa,1999,65.48
usa,2000,65.81
usa,2001,64.53
usa,2002,63.28
usa,2003,61.56
usa,2004,61.14
usa,2005,60.78
usa,2006,60.62
usa,2007,59.39
usa,2008,58.78
usa,2009,56.86
usa,2010,55.17
usa,2011,54.97
usa,2012,54.88
usa,2013,55.05
usa,2014,55.01
usa,2015,55
usa,2016,55.16
usa,2017,55.47
usa,2018,55.22
usa,2019,55.88
usa,2020,53.91
usa,2021,55.52
uzb,2020,34.99
vct,1991,57.15
vct,2001,49.4
vct,2008,52.41
ven,1961,49.2
ven,1971,43.73
ven,1977,44.14
ven,1979,44.1
ven,1981,42.67
ven,1982,42.47
ven,1983,41.11
ven,1984,42.34
ven,1985,42.53
ven,1986,42.17
ven,1987,41.72
ven,1988,41.94
ven,1989,43.12
ven,1990,44.61
ven,1991,45.69
ven,1992,44.25
ven,1993,40.91
ven,1994,44.12
ven,1995,46.4
ven,1996,47.3
ven,1997,50.25
ven,1998,51.5
ven,2001,52.3
ven,2002,54.82
ven,2003,54.1
ven,2005,46.27
ven,2006,45.61
ven,2007,44.46
ven,2008,43.85
ven,2009,42.82
ven,2010,41.61
ven,2011,40.66
ven,2012,39.85
ven,2016,34.88
ven,2017,42.18
vgb,1970,71.54
vgb,1980,68.32
vgb,1991,64.52
vir,1980,37.13
vir,1990,47.11
vnm,1989,79.92
vnm,1996,69.6
vnm,1997,66.2
vnm,1998,63.2
vnm,1999,60.2
vnm,2000,56.2
vnm,2001,60.8
vnm,2002,58.7
vnm,2003,57
vnm,2004,56.14
vnm,2007,55.92
vnm,2009,59.49
vnm,2010,58.13
vnm,2011,56.34
vnm,2012,55.04
vnm,2013,57.52
vnm,2014,57.58
vnm,2015,58.91
vnm,2016,56.61
vnm,2017,56.47
vnm,2018,55.14
vnm,2019,52.9
vnm,2020,48.63
vut,1979,73.89
vut,1989,78.45
vut,2006,63.05
vut,2009,54.49
vut,2010,44.51
vut,2019,29.09
wsm,1961,41.33
wsm,1966,47.42
wsm,1971,45.22
wsm,1976,42.7
wsm,1981,38.54
wsm,1991,46.46
wsm,2001,38.88
wsm,2012,21.85
wsm,2014,21.85
wsm,2017,32.36
yem,1994,32.68
yem,1999,36.1
yem,2010,30.26
yem,2014,25.8
zaf,1960,18.4
zaf,1970,20.5
zaf,1980,15.53
zaf,1985,16.1
zaf,1991,13.04
zaf,1997,19.6
zaf,1998,22.9
zaf,1999,27.1
zaf,2000,29.37
zaf,2001,29.68
zaf,2002,29.88
zaf,2003,28.69
zaf,2004,27.12
zaf,2005,27.79
zaf,2006,28.37
zaf,2007,28.55
zaf,2008,30.74
zaf,2009,28.08
zaf,2010,26.15
zaf,2011,25.49
zaf,2012,25.38
zaf,2013,25.77
zaf,2014,25.28
zaf,2015,26.64
zaf,2016,26.42
zaf,2017,26.68
zaf,2018,25.44
zaf,2019,25.69
zaf,2020,20.89
zmb,1969,12.09
zmb,1980,47.8
zmb,2000,39.94
zmb,2005,68.6
zmb,2008,56.09
zmb,2017,16.81
zmb,2018,15.6
zmb,2019,15.87
zwe,1982,55.48
zwe,1986,59.6
zwe,1987,53.06
zwe,1997,54.27
zwe,1999,52.15
zwe,2004,74.13
zwe,2011,72.65
zwe,2012,48.26
zwe,2014,75.42
zwe,2019,29.85
