geo,time,nv_mnf_txtl_zs_un
vnm,2009,14.42703
vnm,2010,15.35
vnm,2011,9.81161
vnm,2012,10.81398
vnm,2013,13.21959
vnm,2014,13.8623
vnm,2015,15.3715
vnm,2016,16.10036
vnm,2017,15.60268
vnm,2018,16.03231
vnm,2019,16.03231
yem,1998,4.51784
yem,1999,4.40613
yem,2000,4.37862
yem,2001,5.2271
yem,2002,5.46714
yem,2003,7.04816
yem,2004,5.76079
yem,2005,6.18376
yem,2006,6.40908
yem,2007,6.73956
yem,2008,7.90344
yem,2009,6.38224
yem,2010,6.91982
yem,2011,6.89838
yem,2012,6.84305
yem,2013,6.68945
yem,2014,6.68945
zaf,1963,13.7832
zaf,1964,13.2793
zaf,1965,13.2793
zaf,1966,13.07157
zaf,1967,13.07157
zaf,1968,13.20755
zaf,1969,13.20755
zaf,1970,12.87779
zaf,1971,12.87779
zaf,1972,11.95102
zaf,1973,11.62899
zaf,1974,11.23504
zaf,1975,10.84229
zaf,1976,11.15814
zaf,1977,11.15814
zaf,1978,9.08838
zaf,1979,9.08838
zaf,1980,8.69784
zaf,1981,8.90853
zaf,1982,8.27218
zaf,1983,7.58093
zaf,1984,7.82156
zaf,1985,7.23849
zaf,1986,7.91585
zaf,1987,8.75548
zaf,1988,8.00517
zaf,1989,8.01158
zaf,1990,8.37907
zaf,1991,7.97867
zaf,1992,1.51505
zaf,1993,8.29601
zaf,1994,8.62355
zaf,1995,8.15805
zaf,1996,7.82056
zaf,1997,7.82056
zaf,1998,6.19671
zaf,1999,5.31032
zaf,2000,4.89855
zaf,2001,4.41644
zaf,2002,4.6101
zaf,2003,4.62843
zaf,2004,4.51127
zaf,2005,4.11185
zaf,2006,3.88335
zaf,2007,3.55638
zaf,2008,2.99921
zaf,2009,3.08922
zaf,2010,1.76858
zaf,2011,1.79382
zaf,2012,1.79382
zaf,2013,1.79382
zaf,2014,1.79382
zaf,2015,1.79382
zaf,2016,1.79382
zaf,2017,1.79382
zaf,2018,1.79382
zaf,2019,1.79382
zmb,1963,3.95948
zmb,1964,5.44596
zmb,1965,5.64033
zmb,1966,9.7327
zmb,1967,12.70827
zmb,1968,8.0826
zmb,1969,7.51122
zmb,1970,8.56066
zmb,1971,8.00476
zmb,1972,8.02565
zmb,1973,8.53079
zmb,1974,9.69672
zmb,1975,9.30141
zmb,1980,13.28132
zmb,1981,11.41969
zmb,1982,10.95262
zmb,1990,11.47603
zmb,1994,9.58981
zmb,2010,3.99598
zmb,2011,1.47249
zmb,2012,1.61382
zmb,2013,1.68117
zmb,2014,1.26832
zmb,2015,1.10769
zwe,2009,14.07062
zwe,2010,11.98294
zwe,2011,20.38487
zwe,2012,7.99405
zwe,2013,4.85946
zwe,2014,1.76986
zwe,2015,3.26338
zwe,2016,1.63681
zwe,2017,1.66004
