geo,time,se_sec_nenr
syc,2005,81.58629
syc,2007,79.14181
syc,2008,76.43478
syc,2009,76.27449
syc,2010,74.66878
syc,2013,73.85355
syc,2014,74.57848
syc,2015,78.19143
syc,2016,80.64695
syc,2017,79.64231
syc,2018,80.06115
syr,1971,26.20454
syr,1973,35.44812
syr,1974,35.64222
syr,1975,36.104
syr,1976,38.50914
syr,1977,40.64411
syr,1978,41.45388
syr,1979,42.96459
syr,1980,42.38675
syr,1981,40.02883
syr,1995,38.13992
syr,1996,37.54465
syr,1997,37.4799
syr,1998,38.52008
syr,1999,38.49961
syr,2000,39.32775
syr,2001,40.96619
syr,2002,41.03979
syr,2003,57.42479
syr,2004,60.93327
syr,2005,64.02818
syr,2006,63.8259
syr,2007,65.38093
syr,2008,65.9656
syr,2009,66.07245
syr,2010,66.79607
syr,2011,68.82457
syr,2012,72.30405
syr,2013,48.50187
tcd,1998,6.1114
tcd,1999,6.99402
tcd,2000,7.24649
tcd,2001,8.40238
tcd,2002,9.58813
tcd,2003,10.5173
tcd,2015,18.44135
tcd,2016,18.8551
tgo,1991,15.77007
tgo,1999,20.27586
tgo,2000,23.46562
tgo,2017,41.01339
tha,1973,15.6376
tha,1974,17.60441
tha,2006,69.59192
tha,2007,73.2857
tha,2008,75.39528
tha,2009,77.17242
tha,2010,77.10383
tha,2011,79.4745
tha,2012,76.52904
tha,2014,78.79973
tha,2015,77.27069
tjk,1999,61.97265
tjk,2000,70.18143
tjk,2001,72.13134
tjk,2002,75.00605
tjk,2004,78.10509
tjk,2005,78.1815
tjk,2006,78.81148
tjk,2007,80.24331
tjk,2008,81.59779
tjk,2009,81.79476
tjk,2010,82.50797
tjk,2011,83.21746
tls,2008,34.4879
tls,2009,39.44789
tls,2010,40.50575
tls,2011,43.67477
tls,2012,45.19743
tls,2013,45.28738
tls,2014,48.53262
tls,2015,52.64272
tls,2016,57.17904
tls,2017,60.61502
tls,2018,62.73563
ton,1985,69.01869
ton,1990,81.85156
ton,1998,70.36413
ton,1999,74.53946
ton,2001,76.43303
ton,2012,86.01662
ton,2013,80.76551
ton,2014,80.76477
ton,2015,82.07469
tto,1971,34.1536
tto,1972,34.48805
tto,1993,66.8622
tto,2004,72.64738
tun,1978,20.30324
tun,1979,21.48234
tun,1980,22.25563
tun,1983,28.70101
tun,1984,30.44482
tun,1985,32.36521
tur,1974,24.23338
tur,1986,38.65903
tur,1987,39.98554
tur,1988,41.61897
tur,1989,43.23052
tur,1990,44.26098
tur,1991,46.12145
tur,1992,47.58777
tur,1993,50.81063
tur,1997,54.59374
tur,1999,57.91036
tur,2000,64.45987
tur,2001,72.65051
tur,2002,72.07506
tur,2003,72.13827
tur,2004,74.05944
tur,2005,76.35578
tur,2006,78.89809
tur,2007,80.55242
tur,2008,79.85273
tur,2009,76.51685
tur,2010,80.94061
tur,2011,84.20113
tur,2012,81.2314
tur,2013,86.87212
tur,2014,87.44485
tur,2015,86.64416
tur,2016,85.28003
tur,2017,87.22819
tuv,2014,68.02097
tuv,2015,69.73008
tuv,2016,58.50727
tuv,2018,66.72794
tza,2016,23.93899
tza,2017,24.55251
tza,2018,26.54777
uga,2002,16.33839
uga,2004,15.71306
uga,2007,19.94433
uga,2008,22.37343
ukr,2000,93.57133
ukr,2001,94.6328
ukr,2002,90.48178
ukr,2003,91.04401
ukr,2004,90.22745
ukr,2005,85.67247
ukr,2006,86.92265
ukr,2007,86.76809
ukr,2008,86.4859
ukr,2009,85.75843
ukr,2010,85.99148
ukr,2011,84.20284
ukr,2012,84.48572
ukr,2013,85.02414
ukr,2014,85.67634
ury,1984,56.16876
ury,2007,67.65482
ury,2008,69.47614
ury,2009,71.36421
ury,2011,73.45892
ury,2012,74.70228
ury,2014,76.6716
ury,2015,81.60692
ury,2016,83.27916
ury,2017,88.21273
usa,2005,89.34377
usa,2010,88.38466
usa,2011,89.75284
usa,2012,89.29903
usa,2013,89.46575
usa,2014,89.86874
usa,2015,91.27156
usa,2016,92.18317
usa,2017,92.45022
uzb,2010,85.91028
uzb,2011,86.60566
uzb,2012,88.29952
uzb,2013,88.51988
uzb,2014,88.07015
uzb,2015,88.74141
uzb,2016,89.80656
uzb,2017,90.85635
vct,1984,36.89737
vct,2000,67.9226
vct,2001,67.96428
vct,2002,72.74333
vct,2003,71.89572
vct,2004,75.54589
vct,2005,72.81704
vct,2008,91.41352
vct,2009,89.847
vct,2010,85.59002
vct,2013,85.54762
vct,2014,87.38822
vct,2015,84.82507
vct,2016,89.72899
vct,2017,90.47261
vct,2018,89.47196
ven,1971,24.58102
ven,1972,26.8205
ven,1999,48.53344
ven,2000,51.45313
ven,2001,54.80014
ven,2002,57.32278
ven,2003,58.95968
ven,2004,61.33545
ven,2005,63.14279
ven,2006,66.58989
ven,2007,68.83938
ven,2008,69.97967
ven,2009,71.68989
ven,2010,71.94629
ven,2011,73.03338
ven,2012,74.79369
ven,2013,75.07477
ven,2014,75.72595
ven,2015,74.55316
ven,2016,73.3043
ven,2017,73.24477
vgb,1985,61.23216
vgb,1992,66.84783
vgb,1994,69.62751
vgb,1999,77.33152
vgb,2000,79.56919
vgb,2001,81.45613
vgb,2011,80.07246
vgb,2012,80.17795
vgb,2013,79.1587
vgb,2014,79.13165
vgb,2015,79.98163
vgb,2016,78.12074
vgb,2017,68.10811
vnm,1977,35.77421
vut,1989,14.16682
vut,1991,16.71118
vut,1999,29.69092
vut,2000,33.31785
vut,2001,34.33416
vut,2002,38.01188
vut,2003,38.3202
vut,2004,40.60926
vut,2010,51.60029
vut,2015,48.94452
wsm,1995,40.86395
wsm,1998,68.49613
wsm,1999,71.07261
wsm,2000,64.55151
wsm,2001,65.82802
wsm,2009,79.78155
wsm,2010,80.53411
wsm,2011,81.10508
wsm,2012,82.18894
wsm,2014,85.97104
wsm,2015,85.50756
wsm,2016,85.51776
yem,1999,33.4825
yem,2010,39.72381
yem,2012,42.33233
yem,2013,43.7515
yem,2016,47.59088
zaf,1994,51.186
zaf,1999,59.62755
zaf,2000,58.85436
zaf,2001,59.68998
zaf,2002,61.81554
zaf,2003,63.53457
zaf,2004,65.07833
zaf,2005,66.15872
zaf,2015,90.54401
zaf,2017,71.92661
zwe,1999,42.41554
zwe,2000,42.45882
zwe,2001,43.33936
zwe,2002,41.22522
zwe,2003,37.23859
zwe,2012,47.8753
zwe,2013,48.73362
