geo,time,se_sec_tchr_fe
prt,2013,56776
prt,2014,54163
prt,2015,54976
prt,2016,55814
prt,2017,56986
prt,2018,58235
prt,2019,58075
pry,1970,3455
pry,1971,3975
pry,1991,8201
pry,1993,13711
pry,1998,13120
pry,1999,24064
pry,2000,23951
pry,2001,23837
pry,2002,26796
pry,2003,26827
pry,2004,27621
pry,2012,21327
pse,1999,8281
pse,2000,7589
pse,2001,9187
pse,2002,9707
pse,2003,10040
pse,2004,11381
pse,2005,12551
pse,2006,12277
pse,2007,13607
pse,2008,14230
pse,2009,14856
pse,2010,15927
pse,2011,17477
pse,2012,17826
pse,2013,18179
pse,2014,18405
pse,2015,18699
pse,2016,19114
pse,2017,19617
pse,2018,25037
pse,2019,27112
pse,2020,26505
pyf,1971,182
pyf,1972,195
pyf,1973,196
pyf,1974,212
pyf,1975,245
pyf,1976,253
pyf,1977,280
pyf,1978,290
pyf,1979,314
pyf,1980,332
pyf,1982,366
pyf,1983,412
pyf,1984,439
pyf,1985,448
pyf,1986,507
pyf,1987,540
pyf,1988,602
pyf,1989,520
pyf,1990,603
pyf,1991,670
pyf,1992,697
pyf,1993,730
qat,1971,103
qat,1972,126
qat,1973,162
qat,1974,210
qat,1975,263
qat,1976,372
qat,1977,428
qat,1978,488
qat,1979,589
qat,1980,693
qat,1981,817
qat,1982,903
qat,1983,1086
qat,1984,1173
qat,1985,1274
qat,1986,1344
qat,1987,1658
qat,1988,1583
qat,1989,1768
qat,1990,1827
qat,1991,1993
qat,1992,2112
qat,1993,2200
qat,1994,2261
qat,1995,2258
qat,1998,2162
qat,1999,2471
qat,2001,2491
qat,2002,2698
qat,2003,2847
qat,2004,2955
qat,2005,2683
qat,2006,3481
qat,2008,3792
qat,2009,3771
qat,2010,3819
qat,2011,3956
qat,2012,4343
qat,2013,4393
qat,2014,4752
qat,2015,4860
qat,2016,5044
qat,2017,5275
qat,2018,5235
qat,2019,5625
qat,2020,5868
rou,1989,77214
rou,1991,96150
rou,1992,95453
rou,1993,101341
rou,1994,102927
rou,1995,104547
rou,1996,108938
rou,1997,111116
rou,1998,111557
rou,1999,114253
rou,2000,113871
rou,2001,112727
rou,2002,116683
rou,2003,108900
rou,2004,104375
rou,2005,107126
rou,2006,104419
rou,2007,102802
rou,2008,102332
rou,2009,101433
rou,2010,99118
rou,2011,93939
rou,2012,92371
rou,2013,90028
rou,2014,91324
rou,2015,91390
rou,2016,89190
rou,2017,89345
rou,2018,89297
rou,2019,88986
rus,2006,1033357
rus,2007,1013178
rus,2008,959309
rus,2009,922895
rwa,1976,194
rwa,1977,216
rwa,2000,1152
rwa,2001,1015
rwa,2002,1188
rwa,2003,1358
rwa,2004,1540
rwa,2005,1624
rwa,2006,1808
rwa,2007,3087
rwa,2009,4277
rwa,2011,5704
rwa,2012,6399
rwa,2013,7282
rwa,2014,7920
rwa,2015,8886
rwa,2016,9352
rwa,2017,9392
sau,1979,7004
sau,2005,123333
sau,2008,138524
sau,2009,137009
sau,2013,166171
sau,2014,158561
sau,2015,170521
sau,2016,155592
sau,2017,138722
sau,2018,137028
sau,2019,121466
sau,2020,124572
sen,1972,744
sen,1978,942
sen,1984,767
sen,1985,783
sen,1996,921
sen,2000,1356
sen,2001,1355
sen,2002,1460
sen,2004,1930
sen,2005,2176
sen,2011,5893
sen,2012,7600
sen,2013,6657
sen,2014,8489
sen,2015,15080
sen,2020,9130
sgp,1970,3061
sgp,1971,3246
sgp,1972,3086
sgp,1973,3258
sgp,1974,3421
sgp,1975,3461
sgp,1976,3560
sgp,1977,3686
sgp,1978,3822
sgp,1979,4226
sgp,1995,6486
sgp,2007,8614
sgp,2008,9005
sgp,2009,9583
sgp,2016,9991
sgp,2017,9640
sgp,2018,9591
sgp,2019,9433
slb,1970,33
slb,1971,32
slb,1972,43
slb,1973,42
slb,1975,37
slb,1980,67
slb,1999,428
slb,2000,437
slb,2010,417
slb,2011,492
slb,2012,490
slb,2015,718
sle,1971,480
sle,1972,502
sle,1973,539
sle,1975,587
sle,1976,901
sle,1977,706
sle,1978,761
sle,1984,983
sle,1985,1066
sle,1988,1058
sle,1989,957
sle,1990,985
sle,1991,1049
sle,2001,1598
sle,2011,2144
sle,2012,2280
sle,2013,2655
sle,2015,2975
sle,2016,3206
slv,1970,1145
slv,2003,8419
slv,2004,8592
slv,2005,8908
slv,2007,9520
slv,2008,10642
slv,2011,12973
slv,2015,10557.19141
slv,2016,10650.3584
slv,2017,10507
slv,2018,10353
smr,1971,41
smr,1972,42
smr,1973,45
smr,1974,48
smr,1975,51
smr,1976,62
smr,1979,61
smr,1980,69
smr,1981,69
smr,1982,79
smr,1983,104
smr,1984,88
smr,1985,106
smr,1987,108
smr,2008,116
smr,2009,131
smr,2010,125
smr,2018,204
smr,2019,194
smr,2020,206
som,1971,103
som,1972,122
som,1973,129
som,1974,128
som,1976,130
som,1977,115
som,1978,79
som,1979,87
som,1980,108
som,2007,609
srb,2007,36304
srb,2008,37800
srb,2009,38400
srb,2010,39506
srb,2011,39335
srb,2012,39697
srb,2013,39386
srb,2014,40724
srb,2015,42369
srb,2016,43110
srb,2017,43551
srb,2018,44184
srb,2019,44300
srb,2020,45152
ssd,2015,759
stp,2004,42
stp,2005,47
stp,2011,120
stp,2014,240
stp,2015,360
stp,2016,305
sur,1971,641
sur,1972,672
sur,1973,799
sur,1974,838
sur,1975,701
sur,1976,901
sur,1977,809
sur,1978,871
sur,1979,1014
sur,1986,2091
sur,1987,1759
sur,1988,1563
sur,1989,1426
sur,1990,1469
sur,1991,1539
sur,1992,1500
sur,1993,1500
sur,2001,1712
sur,2002,1740
sur,2005,2052
sur,2006,1964
sur,2007,2015
sur,2009,2444
sur,2010,2521
sur,2011,2634
sur,2012,2894
sur,2013,2958
sur,2014,3072
svk,1993,32061
svk,1994,29917
svk,1995,30740
svk,1998,38445
svk,1999,38637
svk,2000,39418
svk,2001,37758
svk,2002,38285
svk,2003,37752
svk,2004,39955
svk,2005,36898
svk,2006,36315
svk,2007,35683
svk,2008,34841
svk,2009,34413
svk,2010,34049
svk,2011,33804
svk,2012,33634
svk,2013,31880
svk,2014,31518
svk,2015,30286
svk,2016,30152
svk,2017,29712
svk,2018,29421
svk,2019,29703
svn,1993,9384
svn,1994,9331
svn,1995,9600
svn,1996,9933
svn,1997,10155
svn,1998,10778
svn,1999,11544
svn,2000,11730
svn,2001,11728
svn,2002,11877
svn,2003,11143
svn,2004,11622
svn,2005,11517
svn,2006,11693
svn,2007,11630
svn,2008,11338
svn,2009,11169
svn,2010,11055
svn,2011,10935
svn,2012,10893
svn,2013,10699
svn,2014,10531
svn,2015,10274
svn,2016,11362
swe,1973,24600
swe,1974,26019
swe,1975,24792
swe,1976,24303
swe,1993,45587
swe,1994,46082
swe,1995,47498
swe,1997,46458
swe,1998,32850
swe,1999,35515
swe,2000,36174
swe,2001,37295
swe,2003,40741
swe,2004,42944
swe,2005,43866
swe,2006,46299
swe,2007,46427
swe,2008,46801
swe,2009,46091
swe,2010,44670
swe,2011,43121
swe,2012,41353
swe,2013,42991
swe,2014,41645
swe,2015,41913
swe,2016,42623
swe,2017,45123
swe,2018,44182
swe,2019,44778
swz,1972,193
swz,1996,1335
swz,1998,1573
swz,2002,1808
swz,2003,1707
swz,2004,1835
swz,2005,1966
swz,2006,1879
swz,2007,2076
swz,2009,2240
swz,2010,2357
swz,2011,2543
swz,2012,2704
swz,2013,2870
swz,2014,3014
swz,2015,3162
swz,2016,3448
sxm,2012,151
sxm,2014,207
syc,1970,74
syc,1971,97
syc,1972,86
syc,1973,95
syc,1974,99
syc,1975,102
syc,1979,184
syc,1993,382
syc,1994,380
syc,1995,342
syc,1996,346
syc,1998,295
syc,1999,316
syc,2000,296
syc,2001,279
syc,2002,312
syc,2003,308
syc,2004,331
syc,2005,330
syc,2006,321
syc,2007,325
syc,2008,314
syc,2009,362
syc,2010,356
syc,2011,352
syc,2012,366
syc,2013,360
syc,2014,339
syc,2015,360
syc,2016,389
syc,2017,387
syc,2018,402
syc,2019,390
syc,2020,400
syr,1971,3374
syr,1972,4938
syr,1973,6232
syr,1975,7033
syr,1976,7506
syr,1978,5710
syr,1979,7010
syr,1980,7119
syr,1982,7826
syr,1983,9073
syr,1984,10248
syr,1985,11085
syr,1986,13504
syr,1987,16799
syr,1988,18231
syr,1989,19684
syr,1990,20466
syr,1991,22383
syr,1992,23460
syr,1993,24580
syr,1994,25422
syr,1995,26583
syr,1996,26836
syr,1997,28595
syr,2000,30336
syr,2001,32050
syr,2002,33463
tca,1971,6
tca,1973,5
tca,1974,12
tca,1975,15
tca,1977,13
tca,1978,22
tca,1981,28
tca,1985,34
tca,1994,64
tca,1999,75
tca,2000,81
tca,2003,89
tca,2014,120
tca,2015,127
tca,2018,151
tcd,1989,46
tcd,1994,97
tcd,1995,92
tcd,1996,124
tcd,1997,105
tcd,1999,195
tcd,2000,191
tcd,2001,239
tcd,2002,257
tcd,2003,346
tcd,2005,384
tcd,2009,706
tcd,2010,735
tcd,2011,1062
tcd,2012,982
tcd,2015,1289
tcd,2016,1369
tcd,2017,1549
tcd,2018,1648
tcd,2019,1821
tgo,1971,218
tgo,1972,201
tgo,1973,222
tgo,1974,213
tgo,1975,238
tgo,1976,268
tgo,1977,285
tgo,1978,291
tgo,1979,342
tgo,1980,438
tgo,1982,547
tgo,1983,595
tgo,1984,565
tgo,1986,559
tgo,1987,537
tgo,1988,522
tgo,1989,524
tgo,1990,543
tgo,1991,529
tgo,1995,553
tgo,1999,866
tgo,2000,893
tgo,2003,725
tgo,2004,764
tgo,2005,870
tgo,2006,686
tgo,2007,778
tgo,2020,2042
tha,1977,26190
tha,1978,31518
tha,2001,89852
tha,2002,92082
tha,2006,115066
tha,2007,122931
tha,2008,123100
tha,2015,163092
tha,2017,170902
tha,2018,171712
tha,2019,159894
tha,2020,169269
tjk,1999,19864
tjk,2000,20423
tjk,2001,21814
tjk,2002,22499
tjk,2003,24766
tjk,2004,27767
tjk,2005,27081
tjk,2006,28603
tjk,2007,30020
tjk,2008,30158
tjk,2009,29981
tjk,2010,35425
tjk,2011,31147
tkm,2019,50986
tkm,2020,52213
tls,2004,539
tls,2005,599
tls,2008,589
tls,2010,1271
tls,2011,1307
tls,2017,2029.20081
tls,2018,2159.3855
tls,2019,2187.62036
ton,1970,182
ton,1984,383
ton,1985,381
ton,1986,431
ton,1990,411
ton,1991,395
ton,1998,442
ton,1999,486
ton,2000,493
ton,2001,497
ton,2002,525
ton,2007,533
ton,2008,540
ton,2009,533
ton,2010,523
ton,2011,556
ton,2013,627
ton,2014,666
ton,2015,627
tto,1972,997
tun,1976,2475
tun,1977,2795
tun,1978,3019
tun,1979,3559
tun,1980,3730
tun,1981,4091
tun,1982,4789
tun,1983,5645
tun,1984,6332
tun,1985,7053
tun,1986,7918
tun,1987,8137
tun,1988,8457
tun,1989,9511
tun,1990,10112
tun,1991,10512
tun,1992,11156
tun,1993,11913
tun,1994,12980
tun,1995,14195
tun,1999,22611
tun,2000,22762
tun,2001,24691
tun,2002,26555
tun,2004,30487
tun,2005,32343
tun,2011,42991
tun,2017,46612
tun,2018,46873
tun,2020,48867
tur,1971,17368
tur,1972,18184
tur,1973,18715
tur,1974,20007
tur,1978,29709
tur,1979,31418
tur,1980,33992
tur,1982,41414
tur,1983,45082
tur,1984,46578
tur,1986,49601
tur,1987,54279
tur,1988,53630
tur,1989,55651
tur,1990,59110
tur,1991,61696
tur,1992,66399
tur,1993,70156
tur,1994,74635
tur,1995,82003
tur,1997,90388
tur,2012,203832
tur,2013,253399
tur,2014,276319
tur,2015,298125
tur,2017,347092
tur,2018,369013
tur,2019,395146
tuv,2015,171
tuv,2016,75
tuv,2018,69
tuv,2019,47
tuv,2020,39
tza,1970,677
tza,1972,701
tza,1973,681
tza,1976,954
tza,1981,1063
tza,1986,1435
tza,1987,1580
tza,1988,1799
tza,1989,1909
tza,1990,1931
tza,1991,2256
tza,1992,2308
tza,1993,2190
tza,1994,2975
tza,1995,3046
tza,1996,3366
tza,1997,3303
tza,2014,27626
tza,2016,39437
tza,2017,39096
tza,2018,34274
tza,2019,35171
tza,2020,35027
uga,2004,8705
uga,2005,8873
uga,2006,9960
uga,2007,12358
uga,2008,14863
uga,2009,15166
uga,2010,15128
uga,2011,11757
uga,2012,9776
uga,2013,15946
uga,2014,15137
ukr,1999,305233
ukr,2000,296876
ukr,2015,271383
ukr,2016,264620
ukr,2017,260793
ukr,2018,260998
ukr,2019,255392.10938
ukr,2020,256849.90625
ury,1999,13701
usa,1993,734456
usa,1994,745895
usa,1995,761518
usa,1996,775294
usa,1998,814138
usa,2014,1016414.1875
usa,2015,1030211
usa,2017,1061834
usa,2019,1065456
uzb,1999,175448
uzb,2000,175514
uzb,2001,184413
uzb,2002,190273
uzb,2003,196605
uzb,2004,200029
uzb,2005,201582
uzb,2006,214185
uzb,2007,222783
uzb,2008,224110
uzb,2009,232161
uzb,2010,214073
uzb,2011,204439
uzb,2012,207605
uzb,2013,215883
uzb,2014,218189
uzb,2015,225570
uzb,2016,226268
uzb,2017,226719
uzb,2018,226393
uzb,2019,229670
uzb,2020,238456
vct,1975,100
vct,1976,104
vct,1987,212
vct,1991,226
vct,2000,231
vct,2001,232
vct,2002,251
vct,2003,258
vct,2004,335
vct,2007,350
vct,2008,376
vct,2009,444
vct,2010,437
vct,2011,434
vct,2012,448
vct,2013,455
vct,2014,439
vct,2015,457
vct,2016,478
vct,2017,476
vct,2018,482
ven,1971,8998
ven,1972,10683
ven,1973,13221
ven,1974,13299
ven,1975,15762
vgb,1973,20
vgb,1975,27
vgb,1976,25
vgb,1979,29
vgb,1981,33
vgb,1983,40
vgb,1984,60
vgb,1990,60
vgb,1991,62
vgb,1994,75
vgb,1999,131
vgb,2000,90
vgb,2001,98
vgb,2002,105
vgb,2003,111
vgb,2004,126
vgb,2005,137
vgb,2006,137
vgb,2007,165
vgb,2009,156
vgb,2010,191
vgb,2011,154
vgb,2014,179
vgb,2015,166
vgb,2016,182
vgb,2017,174
vgb,2018,167
vgb,2019,171
vgb,2020,170
vir,1971,260
vir,1972,276
vir,1973,295
vir,1974,298
vir,1975,291
vir,1976,336
vir,1977,375
vir,1978,346
vir,1979,337
vir,1980,380
vir,1981,357
vir,1982,403
vir,1983,423
vir,1984,437
vir,1985,448
vir,1986,425
vir,1987,423
vir,1988,414
vir,1989,414
vir,1990,408
vir,1991,400
vir,1992,397
vir,1993,394
vir,1994,397
vir,1995,400
vir,1997,400
vnm,1976,65954
vnm,1977,73389
vnm,1998,151367
vut,1970,28
vut,1971,26
vut,1972,33
vut,1973,28
vut,1974,32
vut,1981,59
vut,1999,183
vut,2000,208
vut,2001,338
vut,2015,416
vut,2020,7038
wsm,1995,323
wsm,1996,312
wsm,1998,370
wsm,1999,618
wsm,2000,600
wsm,2001,634
wsm,2010,706
yem,1999,9226
zaf,1991,71452
zaf,1998,72059
zaf,1999,72570
zaf,2000,73445
zaf,2001,79629
zaf,2002,74727
zaf,2003,74863
zaf,2004,77405
zaf,2005,73562
zaf,2006,83624
zaf,2007,87715
zaf,2008,90476
zaf,2009,102496
zaf,2015,110454
zaf,2016,111500
zaf,2019,117384
zmb,1977,1242
zmb,1978,1250
zmb,1979,1271
zmb,1988,1417
zwe,1973,1294
zwe,1974,1335
zwe,1976,1444
zwe,1977,1498
zwe,1978,1445
zwe,1979,1332
zwe,1986,5596
zwe,1987,6154
zwe,1988,6121
zwe,1989,7106
zwe,1991,8010
zwe,1992,7706
zwe,1993,6767
zwe,1994,10326
zwe,1995,9843
zwe,1996,10215
zwe,1999,11419
zwe,2000,12766
zwe,2001,13620
zwe,2002,12440
zwe,2003,13522
zwe,2012,18656
zwe,2013,19470
