geo,time,sl_emp_1524_sp_zs
wsm,1996,34.356
wsm,1997,33.912
wsm,1998,33.401
wsm,1999,32.865
wsm,2000,31.972
wsm,2001,31.037
wsm,2002,30.473
wsm,2003,29.948
wsm,2004,29.419
wsm,2005,28.942
wsm,2006,28.697
wsm,2007,28.191
wsm,2008,27.971
wsm,2009,28.29
wsm,2010,28.345
wsm,2011,28.007
wsm,2012,27.611
wsm,2013,27.742
wsm,2014,27.741
wsm,2015,27.501
wsm,2016,26.972
wsm,2017,26.789
wsm,2018,26.967
wsm,2019,26.844
wsm,2020,26.016
yem,1991,27.987
yem,1992,27.618
yem,1993,27.457
yem,1994,27.243
yem,1995,27.58
yem,1996,28.059
yem,1997,28.538
yem,1998,29.008
yem,1999,29.451
yem,2000,28.965
yem,2001,28.449
yem,2002,27.944
yem,2003,27.436
yem,2004,26.931
yem,2005,26.433
yem,2006,25.911
yem,2007,25.402
yem,2008,24.889
yem,2009,24.364
yem,2010,23.844
yem,2011,22.675
yem,2012,21.687
yem,2013,20.643
yem,2014,19.577
yem,2015,19.585
yem,2016,19.66
yem,2017,19.62
yem,2018,19.541
yem,2019,19.445
yem,2020,18.895
zaf,1991,24.523
zaf,1992,23.797
zaf,1993,23.109
zaf,1994,22.361
zaf,1995,21.528
zaf,1996,20.842
zaf,1997,20.088
zaf,1998,19.285
zaf,1999,18.514
zaf,2000,17.736
zaf,2001,16.327
zaf,2002,14.386
zaf,2003,13.544
zaf,2004,14.696
zaf,2005,14.427
zaf,2006,14.57
zaf,2007,14.939
zaf,2008,17.075
zaf,2009,14.775
zaf,2010,12.953
zaf,2011,12.778
zaf,2012,12.279
zaf,2013,12.469
zaf,2014,12.205
zaf,2015,13.137
zaf,2016,12.155
zaf,2017,12.312
zaf,2018,11.681
zaf,2019,10.877
zaf,2020,8.386
zmb,1991,47.142
zmb,1992,46.609
zmb,1993,46.229
zmb,1994,47.502
zmb,1995,49.175
zmb,1996,50.86
zmb,1997,52.705
zmb,1998,54.478
zmb,1999,53.896
zmb,2000,53.244
zmb,2001,52.469
zmb,2002,51.613
zmb,2003,50.763
zmb,2004,49.851
zmb,2005,48.903
zmb,2006,50.582
zmb,2007,52.253
zmb,2008,53.906
zmb,2009,49.011
zmb,2010,44.132
zmb,2011,46.072
zmb,2012,47.843
zmb,2013,46.918
zmb,2014,45.985
zmb,2015,45.002
zmb,2016,44.049
zmb,2017,43.048
zmb,2018,42.004
zmb,2019,40.001
zmb,2020,39.01
zwe,1991,70.726
zwe,1992,70.199
zwe,1993,69.763
zwe,1994,69.363
zwe,1995,67.81
zwe,1996,66.584
zwe,1997,65.289
zwe,1998,66.026
zwe,1999,66.662
zwe,2000,66.993
zwe,2001,67.479
zwe,2002,67.844
zwe,2003,68.202
zwe,2004,68.811
zwe,2005,68.625
zwe,2006,68.351
zwe,2007,68.07
zwe,2008,67.757
zwe,2009,67.553
zwe,2010,67.298
zwe,2011,66.908
zwe,2012,68.166
zwe,2013,69.409
zwe,2014,70.712
zwe,2015,70.766
zwe,2016,70.773
zwe,2017,70.661
zwe,2018,70.432
zwe,2019,70.044
zwe,2020,68.397
