geo,time,ny_gsr_nfcy_cn
prt,1970,24123000
prt,1971,16545000
prt,1972,20833000
prt,1973,42770000
prt,1974,62827000
prt,1975,13558000
prt,1976,-24893000
prt,1977,-42544000
prt,1978,-87444000
prt,1979,-122130000
prt,1980,-180244000
prt,1981,-354050000
prt,1982,-621070000
prt,1983,-714211000
prt,1984,-1022715000
prt,1985,-1101925000
prt,1986,-867685000
prt,1987,-715796000
prt,1988,-571703000
prt,1989,-449379000
prt,1990,-165714000
prt,1991,-53366000
prt,1992,278525000
prt,1993,355903000
prt,1994,142446000
prt,1995,692531000
prt,1996,554041000
prt,1997,-138525000
prt,1998,-324851000
prt,1999,-390001000
prt,2000,-2081377000
prt,2001,-2328489000
prt,2002,-2158381000
prt,2003,-1464701000
prt,2004,-1912937000
prt,2005,-2105950000
prt,2006,-4722345000
prt,2007,-5041335000
prt,2008,-6008134000
prt,2009,-5859552000
prt,2010,-5714720000
prt,2011,-2853342000
prt,2012,-3983875000
prt,2013,-2279156000
prt,2014,-3540508000
prt,2015,-4820672000
prt,2016,-4530223000
prt,2017,-4599567000
prt,2018,-5010953000
prt,2019,-5568730000
prt,2020,-3159455000
pry,1995,-1758943459300
pry,1996,-983275503400
pry,1997,-1797234318900
pry,1998,-2040242009700
pry,1999,-2293155859400
pry,2000,-3882432480300
pry,2001,-3790970268600
pry,2002,-3418640732400
pry,2003,-7374739333300
pry,2004,-7660022685700
pry,2005,-8489706061300
pry,2006,-7443030028000
pry,2007,-5004650674700
pry,2008,-4842320575300
pry,2009,-5356949144500
pry,2010,-6211238857300
pry,2011,-4980088612000
pry,2012,-6391360533700
pry,2013,-6634648712100
pry,2014,-6517459460400
pry,2015,-7082801625100
pry,2016,-8202578323700
pry,2017,-7247362609700
pry,2018,-7728154113000
pry,2019,-7067932164600
pry,2020,-7277733675000
pse,1994,362700000
pse,1995,439800000
pse,1996,424400000
pse,1997,520300000
pse,1998,718700000
pse,1999,753800000
pse,2000,505500000
pse,2001,319000000
pse,2002,218900000
pse,2003,244700000
pse,2004,228200000
pse,2005,349000000
pse,2006,422600000
pse,2007,552600000
pse,2008,671300000
pse,2009,532100000
pse,2010,599100000
pse,2011,749500000
pse,2012,857500000
pse,2013,1160300000
pse,2014,1482600000
pse,2015,1712400000
pse,2016,1895700000
pse,2017,2129000000
pse,2018,2787300000
pse,2019,3031200000
pse,2020,2545900000
pyf,1965,0
pyf,1966,0
pyf,1967,0
pyf,1968,0
pyf,1969,0
pyf,1970,0
pyf,1971,0
pyf,1972,0
pyf,1973,0
pyf,1974,0
pyf,1975,0
pyf,1976,0
pyf,1977,0
pyf,1978,0
pyf,1979,0
pyf,1980,0
pyf,1981,0
pyf,1982,0
pyf,1983,0
pyf,1984,0
pyf,1985,0
pyf,1986,0
pyf,1987,0
pyf,1988,0
pyf,1989,0
pyf,1990,0
pyf,1991,0
pyf,1992,0
pyf,1993,0
pyf,1994,0
pyf,1995,0
pyf,1996,0
pyf,1997,0
pyf,1998,0
pyf,1999,0
pyf,2000,0
qat,1970,-66700000
qat,1971,-151900000
qat,1972,-276000000
qat,1973,-418600000
qat,1974,-165999000
qat,1975,-432001000
qat,1976,-1058000000
qat,1977,-1774000000
qat,1978,-1612999900
qat,1979,-1758000000
qat,1980,1978400000
qat,1981,1947399900
qat,1982,1994700000
qat,1983,1670800000
qat,1984,1342000000
qat,1985,2068999900
qat,1986,2271000100
qat,1987,1742000000
qat,1988,1095600000
qat,1989,720700000
qat,1990,804400000
qat,1991,728000000
qat,1992,811000000
qat,1993,759000000
qat,1994,782105100
qat,1995,863074800
qat,1996,960797800
qat,1997,1198200200
qat,1998,-294000000
qat,1999,-433000000
qat,2000,-5094000000
qat,2001,-2562000000
qat,2002,-3266000000
qat,2003,-1516000000
qat,2004,-8160000000
qat,2005,-20805000000
qat,2006,-11941000000
qat,2007,-15430000000
qat,2008,-24614000000
qat,2009,-34262000000
qat,2010,-47115195100
qat,2011,-48306483000
qat,2012,-44134000000
qat,2013,-37724000000
qat,2014,-33854000000
qat,2015,-12978000000
qat,2016,-4038000000
qat,2017,-1527000000
qat,2018,-13633000000
qat,2019,-16051000000
qat,2020,-11111000000
rou,1989,154400
rou,1990,-313600
rou,1991,114600
rou,1992,-2162700
rou,1993,-11020700
rou,1994,-21350800
rou,1995,-49000000
rou,1996,-95000000
rou,1997,-231000000
rou,1998,-441524900
rou,1999,-676266200
rou,2000,-508725000
rou,2001,-655855200
rou,2002,-1525000000
rou,2003,-4487225000
rou,2004,-10274862000
rou,2005,-8428028400
rou,2006,-11444051500
rou,2007,-21418791400
rou,2008,-11861976700
rou,2009,-6733069700
rou,2010,-6260121300
rou,2011,-7119672000
rou,2012,-10271080000
rou,2013,-9271062000
rou,2014,-3151221400
rou,2015,-7485380000
rou,2016,-10135735600
rou,2017,-12187690800
rou,2018,-17529734500
rou,2019,-15132442800
rou,2020,-16509022300
rus,1988,1700000
rus,1989,100000
rus,1990,-1288300
rus,1991,-3828000
rus,1992,-185884400
rus,1993,-1757833100
rus,1994,-2844456000
rus,1995,-12176870600
rus,1996,-27855073200
rus,1997,-50280906000
rus,1998,-114419038500
rus,1999,-189965458000
rus,2000,-189497745000
rus,2001,-123625377000
rus,2002,-206377050000
rus,2003,-404235124400
rus,2004,-367938272000
rus,2005,-524008108200
rus,2006,-783193249400
rus,2007,-737456092800
rus,2008,-1155224924200
rus,2009,-1261344451800
rus,2010,-1430470819100
rus,2011,-1774673290600
rus,2012,-2086645539800
rus,2013,-2534373243200
rus,2014,-2608266904000
rus,2015,-2300325049800
rus,2016,-2380256459900
rus,2017,-2453507271200
rus,2018,-2531283001700
rus,2019,-3464797309700
rus,2020,-2524011114079
rwa,1970,10000000
rwa,1971,-29700
rwa,1972,9210500
rwa,1973,-219875600
rwa,1974,-264988700
rwa,1975,-302669400
rwa,1976,-347221600
rwa,1977,-361147600
rwa,1978,-414066400
rwa,1979,-234885200
rwa,1980,155042800
rwa,1981,790995800
rwa,1982,1021240000
rwa,1983,386802200
rwa,1984,110189200
rwa,1985,-870853200
rwa,1986,-937748000
rwa,1987,-1139323900
rwa,1988,-1054941000
rwa,1989,-791772300
rwa,1990,-999423700
rwa,1991,-1376540000
rwa,1992,-1373505000
rwa,1993,-2192402700
rwa,1994,-880000000
rwa,1995,1426271500
rwa,1996,-4279571800
rwa,1997,-4975242000
rwa,1998,-6015169400
rwa,1999,-3798000000
rwa,2000,-5983000000
rwa,2001,-9963000000
rwa,2002,-9056000000
rwa,2003,-16423000000
rwa,2004,-19339000000
rwa,2005,-15162000000
rwa,2006,-16245000000
rwa,2007,-9419000000
rwa,2008,-20241000000
rwa,2009,-20908000000
rwa,2010,-29895000000
rwa,2011,-34356000000
rwa,2012,-63085000000
rwa,2013,-85217000000
rwa,2014,-128857000000
rwa,2015,-116865000000
rwa,2016,-187646000000
rwa,2017,-242346000000
rwa,2018,-299426000000
rwa,2019,-312993000000
rwa,2020,-223295000000
sau,1968,-2902500100
sau,1969,-3028602100
sau,1970,-4564700000
sau,1971,-6581000000
sau,1972,-9044800000
sau,1973,-13595800000
sau,1974,-16141700000
sau,1975,-7158200000
sau,1976,1861600000
sau,1977,283200000
sau,1978,-3623000000
sau,1979,-9594000000
sau,1980,-14109000000
sau,1981,-12570000000
sau,1982,9455000000
sau,1983,26238000000
sau,1984,20944000000
sau,1985,38619841700
sau,1986,39329611500
sau,1987,36929999200
sau,1988,36469886000
sau,1989,35259972500
sau,1990,16837550000
sau,1991,9731550000
sau,1992,5760200000
sau,1993,9759000000
sau,1994,2818200000
sau,1995,8204950000
sau,1996,112450000
sau,1997,-229600000
sau,1998,4872550000
sau,1999,7967550000
sau,2000,3345050000
sau,2001,6650150000
sau,2002,4879350000
sau,2003,2778450000
sau,2004,6450200000
sau,2005,10172400000
sau,2006,14361800000
sau,2007,23971131300
sau,2008,34368335600
sau,2009,32398462500
sau,2010,26414661900
sau,2011,36315396300
sau,2012,41207304700
sau,2013,50855225000
sau,2014,61972311900
sau,2015,64800059700
sau,2016,58975414600
sau,2017,40117103500
sau,2018,28915886100
sau,2019,29623006300
sau,2020,57875805900
sdn,1960,2100
sdn,1961,-200
sdn,1962,-1700
sdn,1963,100
sdn,1964,-600
sdn,1965,0
sdn,1966,0
sdn,1967,-3300
sdn,1968,-4400
sdn,1969,-5200
sdn,1970,-4900
sdn,1971,-6200
sdn,1972,-7700
sdn,1973,-8600
sdn,1974,-14400
sdn,1975,-18500
sdn,1976,-17900
sdn,1977,-18300
sdn,1978,-20700
sdn,1979,-33400
sdn,1980,-27600
sdn,1981,-221400
sdn,1982,-144300
sdn,1983,-235600
sdn,1984,-531400
sdn,1985,-605700
sdn,1986,-823800
sdn,1987,-1106100
sdn,1988,-2456900
sdn,1989,-4876800
sdn,1990,-12200000
sdn,1991,-43200000
sdn,1992,-81901100
sdn,1993,-136468400
sdn,1994,-260561200
sdn,1995,-528998300
sdn,1996,-446982300
sdn,1997,-543649400
sdn,1998,-738308700
sdn,1999,-1155467500
sdn,2000,-1586121900
sdn,2001,-1512670600
sdn,2002,-2058478600
sdn,2003,-2268490400
sdn,2004,-2869713000
sdn,2005,-3278454700
sdn,2006,-4373422700
sdn,2007,-4542548700
sdn,2008,-6297876400
sdn,2009,-3985926700
sdn,2010,-12084171700
sdn,2011,-14368425200
sdn,2012,-12146719600
sdn,2013,-20440973500
sdn,2014,-8437205700
sdn,2015,-11513904500
sdn,2016,-12997518500
sdn,2017,-34677492800
sdn,2018,-77024532100
sdn,2019,-121184495700
sdn,2020,-280103931300
sen,1968,-3307790000
sen,1969,-2700984000
sen,1970,-4137879000
sen,1971,-4530674800
sen,1972,-5509817000
sen,1973,-8947143200
sen,1974,-12019803400
sen,1975,-16269839300
sen,1976,-14580032000
sen,1977,-13350069900
sen,1978,-17160379000
sen,1979,-16889968000
sen,1980,-21106872000
sen,1981,-29700089000
sen,1982,-37988472000
sen,1983,-39173996000
sen,1984,-55319136000
sen,1985,-57100946000
sen,1986,-57174130000
sen,1987,-59597082000
sen,1988,-64990870000
sen,1989,-65301347000
sen,1990,-53580768000
sen,1991,-54983239000
sen,1992,-35097894000
sen,1993,-54111876000
sen,1994,-78900000000
sen,1995,-77300000000
sen,1996,-37300000000
sen,1997,-42062067000
sen,1998,-32977080000
sen,1999,-57100000000
sen,2000,-64500000000
sen,2001,-57044571600
sen,2002,-70883658900
sen,2003,-54676322500
sen,2004,-47628522700
sen,2005,-47240000000
sen,2006,-33170000000
sen,2007,-35390000000
sen,2008,-21450000000
sen,2009,-80150000000
sen,2010,-74280000000
sen,2011,-132819000000
sen,2012,-153840000000
sen,2013,-159454000000
sen,2014,-186512270000
sen,2015,-231520400000
sen,2016,-295400000000
sen,2017,-340962700000
sen,2018,-333800000000
sen,2019,-383800000000
sen,2020,-344356803300
sgp,1960,39400000
sgp,1961,44600000
sgp,1962,49100000
sgp,1963,67500000
sgp,1964,86600000
sgp,1965,96100000
sgp,1966,106200000
sgp,1967,97800000
sgp,1968,87200000
sgp,1969,84700000
sgp,1970,56200000
sgp,1971,-10000000
sgp,1972,-20600000
sgp,1973,-223900000
sgp,1974,-350600000
sgp,1975,123500000
sgp,1976,-81300000
sgp,1977,-187300000
sgp,1978,-43000000
sgp,1979,-78900000
sgp,1980,-1326900000
sgp,1981,-1745900000
sgp,1982,-1712300000
sgp,1983,-1058200000
sgp,1984,-264700000
sgp,1985,337900000
sgp,1986,13300000
sgp,1987,-1192500000
sgp,1988,-728300000
sgp,1989,-372800000
sgp,1990,-708700000
sgp,1991,-1186500000
sgp,1992,50700000
sgp,1993,-2067500000
sgp,1994,146200000
sgp,1995,900100000
sgp,1996,-975400000
sgp,1997,2912800000
sgp,1998,2116400000
sgp,1999,1656600000
sgp,2000,-1012500000
sgp,2001,-1075800000
sgp,2002,-3297400000
sgp,2003,-4521500000
sgp,2004,-11760800000
sgp,2005,-12035800000
sgp,2006,-6405100000
sgp,2007,-7173400000
sgp,2008,-10076900000
sgp,2009,-14647700000
sgp,2010,-3532900000
sgp,2011,-12073500000
sgp,2012,-16398400000
sgp,2013,-20729900000
sgp,2014,-13877900000
sgp,2015,-28892800000
sgp,2016,-27858800000
sgp,2017,-36110000000
sgp,2018,-58755800000
sgp,2019,-61027300000
sgp,2020,-57339300000
slb,1972,-10800000
slb,1973,-12300000
slb,1974,-19100000
slb,1975,-19200000
slb,1976,-24700000
slb,1977,-29900000
slb,1978,-37400000
slb,1979,-46700000
slb,1980,-12400000
slb,1981,-3400000
slb,1982,-8600000
slb,1983,-9600000
slb,1984,-11200000
slb,1985,-7500000
slb,1986,-10300000
slb,1987,-15500000
slb,1988,-17800000
slb,1989,-18100000
slb,1990,-13300000
slb,1991,-24500000
slb,1992,-29000000
slb,1993,-12500000
slb,1994,-9600000
slb,1995,-23000000
slb,1996,-25200000
slb,1997,-31500000
slb,1998,-38000000
slb,1999,-81900000
slb,2000,-21400000
slb,2001,566300
slb,2002,-50649000
slb,2003,-25749700
slb,2004,16446500
slb,2005,12200300
slb,2006,-105211073.27973
slb,2007,-257217272.15911
slb,2008,-432789787.5336
slb,2009,-449954290.19185
slb,2010,-354095614.51073
slb,2011,-564292482.67522
slb,2012,-420477292.70799
slb,2013,27827703.81362
slb,2014,-112675105.64901
slb,2015,-191540410.43736
slb,2016,-340549738.02836
slb,2017,-233616370.06713
slb,2018,-163722175.08241
slb,2019,-135599450.97398
slb,2020,294902729.56219
sle,1964,957300
sle,1965,774900
sle,1966,805000
sle,1967,905300
sle,1968,1875000
sle,1969,2583300
sle,1970,-7304200
sle,1971,-7421700
sle,1972,-6356300
sle,1973,-8534000
sle,1974,-11368600
sle,1975,-11812400
sle,1976,-16340700
sle,1977,-27256100
sle,1978,-38949900
sle,1979,-31022100
sle,1980,-31576900
sle,1981,-32693400
sle,1982,-29490000
sle,1983,-59821200
sle,1984,-74762000
sle,1985,-145755900
sle,1986,-637027600
sle,1987,-993608900
sle,1988,-1853297700
sle,1989,-2894949400
sle,1990,-10571562100
sle,1991,-17836188800
sle,1992,-37300186000
sle,1993,-24970000000
sle,1994,-66555248000
sle,1995,-39481911900
sle,1996,-29926836100
sle,1997,-16979074500
sle,1998,-54816863900
sle,1999,-44049389600
sle,2000,-41371507600
sle,2001,-53960570800
sle,2002,-63042520500
sle,2003,-63369821000
sle,2004,-86711623000
sle,2005,-109804325000
sle,2006,-110607283600
sle,2007,315918000000
sle,2008,581813000000
sle,2009,714607564800
sle,2010,113132869300
sle,2011,-178936748300
sle,2012,530717415300
sle,2013,-116567028900
sle,2014,-538416715100
sle,2015,-287656258100
sle,2016,-2502207041800
sle,2017,-662739550000.00098
sle,2018,-2273370621200
sle,2019,-463125000000
sle,2020,-767023000000
slv,1965,-7800000
slv,1966,-7400000
slv,1967,-9080000
slv,1968,-9000000
slv,1969,-9400000
slv,1970,-9600000
slv,1971,-10640000
slv,1972,-12680000
slv,1973,-16080000
slv,1974,-34760000
slv,1975,-40320000
slv,1976,-13960000
slv,1977,-25560000
slv,1978,-51840000
slv,1979,-39960000
slv,1980,-62040000
slv,1981,-71840000
slv,1982,-91520000
slv,1983,-114560000
slv,1984,-96160000
slv,1985,-89440000
slv,1986,-102080000
slv,1987,-91980000
slv,1988,-105460000
slv,1989,-101300000
slv,1990,-131680000
slv,1991,-120810000
slv,1992,-97240000
slv,1993,-111580000
slv,1994,-94630000
slv,1995,-66710000
slv,1996,-90350000
slv,1997,-163200000
slv,1998,-162990000
slv,1999,-282200000
slv,2000,-253100000
slv,2001,-265700000
slv,2002,-323400000
slv,2003,-423040000
slv,2004,-457930000
slv,2005,-490300000
slv,2006,-437520000
slv,2007,-456250000
slv,2008,-389050000
slv,2009,-555970000
slv,2010,-538210000
slv,2011,-618240000
slv,2012,-870560000
slv,2013,-990200000
slv,2014,-1035440000
slv,2015,-1091850000
slv,2016,-1246380000
slv,2017,-1387620000
slv,2018,-1470090000
slv,2019,-1337390000
slv,2020,-1313790000
som,1960,-2000922.125
som,1961,-2101070
som,1962,-1400778.875
som,1963,56.7806
som,1964,-2101316.25
som,1965,-1399936
som,1966,-5700992
som,1967,-2900992
som,1968,-5698944
som,1969,-5700992
som,1970,2099968
som,1971,-2898944
som,1972,2601216
som,1973,10099968
som,1974,13099008
som,1975,1896960
som,1976,7699968
som,1977,-14000128
som,1978,-14999040
som,1979,33001472
som,1980,-24999936
som,1981,-142000128
som,1982,-458999808
som,1983,-291008512
som,1984,-3476992000
som,1985,-4884201472
som,1986,-7407001600
som,1987,-8647999488
som,1988,-16558981120
som,1989,-39722975232
som,1990,-155660058624
som,2013,-617081600000
som,2014,-620078745200
som,2015,-650697652400
som,2016,-699228210400
som,2017,-763797277495.41394
som,2018,-816626888100
som,2019,-894561497400
som,2020,-928243684600
srb,1997,163672500
srb,1998,113210300
srb,1999,176286500
srb,2000,-14513100
srb,2001,403777700
srb,2002,-4469365300
srb,2003,-7787211000
srb,2004,-12621598600
srb,2005,-21543545400
srb,2006,-27773600200
srb,2007,-78644263800
srb,2008,-80516735400
srb,2009,-45083380200
srb,2010,-68094687300
srb,2011,-139590549000
srb,2012,-124452520000
srb,2013,-160541218300
srb,2014,-157494452800
srb,2015,-200174637600
srb,2016,-248964656000
srb,2017,-307392848700
srb,2018,-258107983900
srb,2019,-292102445100
srb,2020,-167548365000
ssd,2011,-19001551100
ssd,2012,-1313684000
ssd,2013,-2988637400
ssd,2014,-5923600000
ssd,2015,-5316195000
stp,2001,-27844000
stp,2002,-30372600
stp,2003,-23536100
stp,2004,-30659000
stp,2005,-30908800
stp,2006,37747400
stp,2007,60570300
stp,2008,-1057100
stp,2009,-4606600
stp,2010,10965600
stp,2011,14219300
stp,2012,-90179200
stp,2013,48134500
stp,2014,105926400
stp,2015,-22906800
stp,2016,21240900
stp,2017,-24105290
stp,2018,2090700
stp,2019,-33073500
stp,2020,-56337840
sur,1960,-42000
sur,1961,-50500
sur,1962,-64500
sur,1963,-103500
sur,1964,-106500
sur,1965,-66200
sur,1966,-75100
sur,1967,-89300
sur,1968,-120300
sur,1969,-140800
sur,1970,-135900
sur,1971,-152500
sur,1972,-132100
sur,1973,-139300
sur,1974,-125100
sur,1975,-25200
sur,1976,-70600
sur,1977,-81600
sur,1978,-74800
sur,1979,-89600
sur,1980,-31000
sur,1981,23000
sur,1982,13000
sur,1983,-20000
sur,1984,3000
sur,1985,0
sur,1986,-5000
sur,1987,-8000
sur,1988,-16000
sur,1989,-12000
sur,1990,-15000
sur,1991,-20000
sur,1992,-14000
sur,1993,-254000
sur,1994,-737000
sur,1995,-1263000
sur,1996,-2927000
sur,1997,-10645000
sur,1998,-11511000
sur,1999,-31680000
sur,2000,-63379000
sur,2001,-232203000
sur,2002,-101860000
sur,2003,-128000000
sur,2004,-173509000
sur,2005,-110360700
sur,2006,-149531700
sur,2007,-7137000
sur,2008,55998000
sur,2009,13176000
sur,2010,-286345200
sur,2011,-856597000
sur,2012,-635213800
sur,2013,-433124700
sur,2014,-232063000
sur,2015,-45440000
sur,2016,-1036440000
sur,2017,-2950150000
sur,2018,-2891720000
sur,2019,-3255380000
sur,2020,-6193930000
svk,1995,113599000
svk,1996,194964000
svk,1997,59440000
svk,1998,55045000
svk,1999,-117755000
svk,2000,-117899000
svk,2001,62709000
svk,2002,-89141000
svk,2003,-1993795000
svk,2004,-1764090000
svk,2005,-1283420000
svk,2006,-1567176000
svk,2007,-1749186000
svk,2008,-1172901000
svk,2009,-337572000
svk,2010,-1431302000
svk,2011,-2473251000
svk,2012,-1248515000
svk,2013,-550369000
svk,2014,-856526000
svk,2015,-1974552000
svk,2016,-1558621000
svk,2017,-1715177000
svn,2004,-385980000
svn,2005,-273580000
svn,2006,-394820000
svn,2007,-806140000
svn,2008,-992710000
svn,2009,-601240000
svn,2010,-481700000
svn,2011,-503090000
svn,2012,-565250000
svn,2013,-487840000
svn,2014,-345370000
svn,2015,-1198310000
svn,2016,-1025100000
svn,2017,-775210000
svn,2018,-682280000
svn,2019,-732670000
svn,2020,-355300000
swe,1970,391074000
swe,1971,676393000
swe,1972,903465000
swe,1973,1419634000
swe,1974,1595391000
swe,1975,1816398000
swe,1976,2096956000
swe,1977,1626100000
swe,1978,2236198000
swe,1979,2658964000
swe,1980,-3666988000
swe,1981,-7667461000
swe,1982,-12930029000
swe,1983,-17208408000
swe,1984,-18771453000
swe,1985,-20711364000
swe,1986,-15271208000
swe,1987,-10466844000
swe,1988,-12604677000
swe,1989,-17193496000
swe,1990,-30564106000
swe,1991,-46698852000
swe,1992,-72618559000
swe,1993,-84640314000
swe,1994,-55951049000
swe,1995,-57455802000
swe,1996,-55978162000
swe,1997,-57007087000
swe,1998,-40339577000
swe,1999,-3607000000
swe,2000,1461000000
swe,2001,1912000000
swe,2002,7432000000
swe,2003,45554000000
swe,2004,15988000000
swe,2005,39913000000
swe,2006,81019000000
swe,2007,99451000000
swe,2008,117675000000
swe,2009,78358000000
swe,2010,97076000000
swe,2011,76129000000
swe,2012,85706000000
swe,2013,85853000000
swe,2014,84273000000
swe,2015,34009000000
swe,2016,25475000000
swe,2017,80258000000
swe,2018,91276000000
swe,2019,147063000000
swe,2020,155619000000
swz,1960,-3799200
swz,1961,-4606000
swz,1962,-4996200
swz,1963,-5806100
swz,1964,-7003100
swz,1965,-7600000
swz,1966,-6400000
swz,1967,-6400000
swz,1968,-6800000
swz,1969,-9700000
swz,1970,-10500000
swz,1971,-9000000
swz,1972,-11600000
swz,1973,-20900000
swz,1974,-23034300
swz,1990,152700000
swz,1991,192600000
swz,1992,237500000
swz,1993,156589000
swz,1994,-58667000
swz,1995,292139000
swz,1996,567839500
swz,1997,636399100
swz,1998,314526100
swz,1999,535918800
swz,2000,237360800
swz,2001,881003800
swz,2002,34398000
swz,2003,-317394600
swz,2004,16810500
swz,2005,1133790800
swz,2006,94801700
swz,2007,289564500
swz,2008,-42958400
swz,2009,-640200000
swz,2010,-1655700000
swz,2011,-2122665800
swz,2012,-2588835000
swz,2013,-1905656400
swz,2014,-2030871000
swz,2015,-2033292700
swz,2016,-3017732900
swz,2017,-3933542100
swz,2018,-4240498000
swz,2019,-6544353600
swz,2020,-6562577200
sxm,2009,-55300000
sxm,2010,-59600000
sxm,2011,-32936000
sxm,2012,-18364000
sxm,2013,6479000
sxm,2014,-27180000
sxm,2015,-16870000
sxm,2016,-620000
sxm,2017,-46897300
sxm,2018,-46850100
syc,1971,-500000
syc,1972,-600000
syc,1973,-800000
syc,1974,-1000000
syc,1975,-1100000
syc,1976,-15800000
syc,1977,-29600000
syc,1978,-38300000
syc,1979,-56300000
syc,1980,-34100000
syc,1981,-14600000
syc,1982,-26400000
syc,1983,-32600000
syc,1984,-41200000
syc,1985,-42200000
syc,1986,-52400000
syc,1987,-78200000
syc,1988,-93600000
syc,1989,-84200000
syc,1990,-70200000
syc,1991,-57100000
syc,1992,-47600000
syc,1993,-56200000
syc,1994,-19500000
syc,1995,-93500000
syc,1996,-74700000
syc,1997,-61600000
syc,1998,-110300000
syc,1999,-132800000
syc,2000,-180749500
syc,2001,-102129300
syc,2002,-372690400
syc,2003,-232197500
syc,2004,51903000
syc,2005,53945600
syc,2006,57132000
syc,2007,-477545100
syc,2008,-743841000
syc,2009,-753598200
syc,2010,-629592500
syc,2011,-1459825500
syc,2012,-820494300
syc,2013,-834168200
syc,2014,-1049097700
syc,2015,-1109143200
syc,2016,-1454013400
syc,2017,-1592623700
syc,2018,-506621900
syc,2019,-832940000
syc,2020,-1174000000
syr,2000,-82588000000
syr,2001,-81088000000
syr,2002,-86179000000
syr,2003,-93383000000
syr,2004,-96208000000
syr,2005,-129326000000
syr,2006,-118744000000
syr,2007,-115694000000
syr,2008,-149759000000
syr,2009,-147672000000
syr,2010,-183877000000
syr,2011,-219729000000
syr,2012,-118371000000
syr,2013,-126677710400
syr,2014,-138222850500
syr,2015,-179466728900
syr,2016,-226717876200
syr,2017,-302291292300
syr,2018,-353327584500
syr,2019,-441527000000
tca,2014,1461900
tca,2015,1701200
tca,2016,2757300
tca,2017,-16466400
tca,2018,-31782700
tcd,1960,-520101900
tcd,1961,-756552800
tcd,1962,-842879100
tcd,1963,-807966100
tcd,1964,-757871800
tcd,1965,-840500900
tcd,1966,-798665000
tcd,1967,536291100
tcd,1968,168368600
tcd,1969,595850300
tcd,1970,864931100
tcd,1971,751735400
tcd,1972,969722500
tcd,1973,837108100
tcd,1974,952622000
tcd,1975,1634827200
tcd,1976,1957246400
tcd,1977,1496030100
tcd,1978,1337852000
tcd,1979,-481758900
tcd,1980,1067778500
tcd,1981,-945481800
tcd,1982,-683985700
tcd,1983,-2183000600
tcd,1984,-3270797500
tcd,1985,-2459797300
tcd,1986,-3050052100
tcd,1987,-3210390600
tcd,1988,-3976308800
tcd,1989,-3010078400
tcd,1990,-4856263800
tcd,1991,-708017400
tcd,1992,748976700
tcd,1993,-11342503900
tcd,1994,-4368437100
tcd,1995,-2568992000
tcd,1996,-5222024900
tcd,1997,-9679989700
tcd,1998,-400033900
tcd,1999,-999879600
tcd,2000,-12436445300
tcd,2001,-16514356100
tcd,2002,-41639737500
tcd,2003,-265817669400
tcd,2004,-366877985100
tcd,2005,-540392783900
tcd,2006,-633153126400
tcd,2007,-574200000000
tcd,2008,-744300000000
tcd,2009,-182000000000
tcd,2010,-176000000000
tcd,2011,-149000000000
tcd,2012,-153000000000
tcd,2013,-292000000000
tcd,2014,-298311400000
tcd,2015,-196232000000
tcd,2016,-110272500000
tcd,2017,-76000000000
tcd,2018,-91176192200
tcd,2019,-101920828200
tcd,2020,-507006000000
tgo,1960,-116557800
tgo,1961,-298299400
tgo,1962,29950000
tgo,1963,888111100
tgo,1964,777830400
tgo,1965,-1372336100
tgo,1966,-343949300
tgo,1967,-836403200
tgo,1968,-1287331800
tgo,1969,-1351790600
tgo,1970,-1243766800
tgo,1971,-1267753000
tgo,1972,-1944125400
tgo,1973,-2843107300
tgo,1974,96280600
tgo,1975,-1028694000
tgo,1976,-931905500
tgo,1977,-3242967000
tgo,1978,-4603363300
tgo,1979,-4637311000
tgo,1980,-8430026800
tgo,1981,-11602870300
tgo,1982,-12899991600
tgo,1983,-16499998700
tgo,1984,-16899997700
tgo,1985,-16600006700
tgo,1986,-14699986900
tgo,1987,-14600011800
tgo,1988,-14400028700
tgo,1989,-12600016900
tgo,1990,-8300003300
tgo,1991,-8680013800
tgo,1992,-7270006800
tgo,1993,-7450001400
tgo,1994,-28579987500
tgo,1995,-22222209000
tgo,1996,-13506240500
tgo,1997,-16868063200
tgo,1998,-13797802000
tgo,1999,-23735853100
tgo,2000,-20635930600
tgo,2001,-21520294000
tgo,2002,-15116606900
tgo,2003,-13629761400
tgo,2004,-17729633900
tgo,2005,-18582000000
tgo,2006,-19763000000
tgo,2007,-14504000000
tgo,2008,-6749800700
tgo,2009,-8991000200
tgo,2010,-11623999500
tgo,2011,110180734400
tgo,2012,3050699800
tgo,2013,12473599100
tgo,2014,22791442200
tgo,2015,83149248900
tgo,2016,25840740000
tgo,2017,2902520000
tgo,2018,10742150100
tgo,2019,12961939600
tgo,2020,9588775000
tha,1960,-149397500
tha,1961,-153100300
tha,1962,-156794900
tha,1963,-160006100
tha,1964,-165101600
tha,1965,-64200700
tha,1966,-77004800
tha,1967,134004700
tha,1968,127000600
tha,1969,118997000
tha,1970,199999500
tha,1971,-100007900
tha,1972,-599998500
tha,1973,-899989500
tha,1974,-100007900
tha,1975,0
tha,1976,-900005900
tha,1977,-1199996900
tha,1978,-3600023600
tha,1979,-6299975700
tha,1980,-5394006000
tha,1981,-12035031000
tha,1982,-12921995300
tha,1983,-6700990500
tha,1984,-11451039700
tha,1985,-17602052100
tha,1986,-22437036000
tha,1987,-22394044400
tha,1988,-24769986600
