geo,time,gc_lbl_totl_cn
tza,2014,3263100000000
tza,2015,5069836818000
tza,2016,3565790800931.41016
tza,2017,387651664779.35999
tza,2018,2091793748018.66968
uga,2015,2356091917526.47021
uga,2016,4110141516584.52002
uga,2017,3367848175658.85986
uga,2018,3682690059803.8999
uga,2019,4221826832290.02002
ukr,1999,2644000000
ukr,2000,1939700000
ukr,2001,3224100000
ukr,2002,-1320000
ukr,2003,1953100000
ukr,2004,10641100000
ukr,2005,20218200000
ukr,2006,2576500000
ukr,2007,8901100000
ukr,2008,33249900000
ukr,2009,106500900000
ukr,2010,106574793100
ukr,2011,58863400000
ukr,2012,48680730000
ukr,2013,81349713054
ukr,2014,202802500000
ukr,2015,109841800000
ukr,2016,170927300000
ukr,2017,127670500000
ukr,2018,53220800000
ukr,2019,71228700000
ury,1972,7000
ury,1973,12000
ury,1974,201000
ury,1975,482000
ury,1976,558000
ury,1977,329000
ury,1978,490000
ury,1979,923000
ury,1980,1846000
ury,1981,1305000
ury,1982,9570000
ury,1983,5388000
ury,1984,28063000
ury,1985,35368000
ury,1986,25541000
ury,1987,375142000
ury,1988,285825000
ury,1989,222000000
ury,1990,220000000
ury,1991,63000000
ury,1992,615000000
ury,1993,-723000000
ury,1994,7911000000
ury,1999,879000000
ury,2001,-13110911555.7441
ury,2002,57449720808.4668
ury,2003,5476895913.30627
ury,2004,4853655759.59897
ury,2005,16637769373.593
ury,2006,-6534994482.66897
ury,2007,21697527614.6528
ury,2008,1238221022.67748
ury,2009,43927450478.6846
ury,2010,-9578272359.35691
ury,2011,37672830943.9438
ury,2012,27906115862.7166
ury,2013,15511608534
ury,2014,33661159823.9635
ury,2015,74066937706.40379
ury,2016,49544238090.405
ury,2017,43576907613.48209
ury,2018,26175520867.5629
ury,2019,29771577673.3329
usa,1972,20650000000
usa,1973,18000000000
usa,1974,2030000000
usa,1975,53090000000
usa,1976,82790000000
usa,1977,55830000000
usa,1978,61990000000
usa,1979,39820000000
usa,1980,76610000000
usa,1981,84800000000
usa,1982,138760000000
usa,1983,215590000000
usa,1984,174080000000
usa,1985,200540000000
usa,1986,233050000000
usa,1987,148550000000
usa,1988,161420000000
usa,1989,139500000000
usa,1990,219700000000
usa,1991,276410000000
usa,1992,309700000000
usa,1993,247930000000
usa,1994,186310000000
usa,1995,172340000000
usa,1996,128410000000
usa,1997,37400000000
usa,1998,-52560000000
usa,1999,-89130000000
usa,2000,-224420000000
usa,2001,67635500000
usa,2002,321538300000
usa,2003,554550600000
usa,2004,478897900000
usa,2005,453909300000
usa,2006,295490100000
usa,2007,371303800000
usa,2008,1367354100000
usa,2009,1538401100000
usa,2010,1696825400000
usa,2011,1199530600000
usa,2012,1245119400000
usa,2013,873036100000
usa,2014,764842400000
usa,2015,755735800000
usa,2016,882472200000
usa,2017,634666400000
usa,2018,1295607100000
usa,2019,1191838800000
usa,2020,4911240300000
uzb,2011,-176880300000
uzb,2012,-37856000000
uzb,2013,-100338000000
uzb,2014,-7973404700.00001
uzb,2015,254655837100
uzb,2016,231919977895
uzb,2017,83207061337.00998
uzb,2018,-1046526411000
uzb,2019,-891667131900
vct,2000,15705278
vct,2001,12733264
vct,2002,66962087
vct,2003,56623061
vct,2004,170194577
vct,2005,231380251
vct,2006,54882205
vct,2007,39290537
vct,2008,33612687
vct,2009,65994623
vut,1990,704700000
vut,2009,663900000
vut,2010,1063800000
vut,2011,1100200000
vut,2012,1052335000
vut,2013,-158800000
vut,2014,-310000000
vut,2015,-525631000
vut,2016,894746000
vut,2017,-441700000
vut,2018,-3079510641
vut,2019,4266923594.81362
wsm,2012,127034821.31924
wsm,2013,81556385.9466
wsm,2014,87501468.44342
wsm,2015,39442808.0675
wsm,2016,-1795373.35477
wsm,2017,-7516736.662
wsm,2018,12451522.24099
wsm,2019,-59980764.80199
zaf,1972,867000000
zaf,1973,732000000
zaf,1974,794000000
zaf,1975,1628000000
zaf,1976,1849000000
zaf,1977,2137000000
zaf,1978,2158000000
zaf,1979,2018000000
zaf,1980,1521000000
zaf,1981,2406000000
zaf,1982,4190000000
zaf,1983,4426000000
zaf,1984,5066000000
zaf,1985,5094000000
zaf,1986,8548000000
zaf,1987,12280000000
zaf,1988,11913000000
zaf,1989,12944000000
zaf,1990,10660000000
zaf,1991,14032000000
zaf,1992,28715000000
zaf,1993,38615000000
zaf,1994,26865000000
zaf,1995,30100000000
zaf,1996,23941000000
zaf,1997,23453000000
zaf,1998,19566000000
zaf,1999,15368000000
zaf,2000,17043100000
zaf,2001,15670000000
zaf,2002,20893000000
zaf,2003,42757317000
zaf,2004,52318000000
zaf,2005,40537000000
zaf,2006,13204000000
zaf,2007,10971000000
zaf,2008,62067000000
zaf,2009,215079000000
zaf,2010,194900874498.75
zaf,2011,152183000000
zaf,2012,152797518286.75
zaf,2013,201812949616.39999
zaf,2014,211353977497.5
zaf,2015,206093474598
zaf,2016,237394497047.75
zaf,2017,290290317177.36401
zaf,2018,308336253225.18903
zaf,2019,303619908267.03601
zmb,1990,8902100
zmb,1991,86172900
zmb,1992,34645900
zmb,1993,101312100
zmb,1994,701700000
zmb,2010,2699091350.09
zmb,2011,4285030567.04233
zmb,2012,14220552335.9911
zmb,2013,5674061267.05
zmb,2014,11205373069.27
zmb,2015,21358284490.87
zmb,2016,9737137053.95
zmb,2017,27135747294.31
zmb,2018,17238074138.24
zmb,2019,21755440819.17
zwe,2015,1079350543
zwe,2016,2119324907.33
zwe,2017,2819526527
zwe,2018,2140402507
