geo,time,sl_uem_totl_fe_zs
uzb,2002,11.813
uzb,2003,10.632
uzb,2004,9.593
uzb,2005,8.329
uzb,2006,7.099
uzb,2007,5.897
uzb,2008,5.799
uzb,2009,5.949
uzb,2010,6.423
uzb,2011,4.822
uzb,2012,4.721
uzb,2013,4.721
uzb,2014,4.92
uzb,2015,5.02
uzb,2016,5.02
uzb,2017,5.562
uzb,2018,5.603
uzb,2019,5.625
uzb,2020,6.792
uzb,2021,7.027
vct,1991,22.122
vct,1992,21.532
vct,1993,21.093
vct,1994,21.055
vct,1995,20.386
vct,1996,20.284
vct,1997,19.874
vct,1998,19.528
vct,1999,19.25
vct,2000,18.96
vct,2001,18.636
vct,2002,18.31
vct,2003,18.085
vct,2004,18.003
vct,2005,17.852
vct,2006,17.488
vct,2007,17.405
vct,2008,17.234
vct,2009,17.458
vct,2010,17.607
vct,2011,17.629
vct,2012,17.686
vct,2013,17.785
vct,2014,17.914
vct,2015,18.019
vct,2016,18.11
vct,2017,18.244
vct,2018,18.312
vct,2019,18.469
vct,2020,20.146
vct,2021,20.965
ven,1991,9.318
ven,1992,6.916
ven,1993,5.671
ven,1994,9.566
ven,1995,12.616
ven,1996,14.371
ven,1997,13.629
ven,1998,13.318
ven,1999,16.495
ven,2000,14.604
ven,2001,14.111
ven,2002,18.927
ven,2003,20.523
ven,2004,17.956
ven,2005,11.639
ven,2006,9.393
ven,2007,7.646
ven,2008,6.226
ven,2009,5.967
ven,2010,6.946
ven,2011,7.209
ven,2012,7.106
ven,2013,8.598
ven,2014,7.609
ven,2015,6.502
ven,2016,5.41
ven,2017,5.871
ven,2018,5.866
ven,2019,5.998
ven,2020,7.656
ven,2021,7.579
vir,1991,14.367
vir,1992,14.51
vir,1993,14.548
vir,1994,14.35
vir,1995,13.876
vir,1996,14.251
vir,1997,14.103
vir,1998,13.938
vir,1999,13.262
vir,2000,12.676
vir,2001,12.562
vir,2002,12.617
vir,2003,12.86
vir,2004,12.529
vir,2005,12.419
vir,2006,11.69
vir,2007,11.414
vir,2008,11.368
vir,2009,12.494
vir,2010,12.687
vir,2011,13.241
vir,2012,13.388
vir,2013,13.963
vir,2014,14.209
vir,2015,13.897
vir,2016,13.982
vir,2017,13.512
vir,2018,13.489
vir,2019,13.543
vir,2020,14.671
vir,2021,14.601
vnm,1991,1.869
vnm,1992,1.706
vnm,1993,1.75
vnm,1994,1.711
vnm,1995,1.677
vnm,1996,1.697
vnm,1997,2.544
vnm,1998,2.157
vnm,1999,2.407
vnm,2000,2.142
vnm,2001,3.268
vnm,2002,2.33
vnm,2003,2.636
vnm,2004,2.439
vnm,2005,2.263
vnm,2006,2.123
vnm,2007,1.932
vnm,2008,1.795
vnm,2009,1.579
vnm,2010,1.074
vnm,2011,0.901
vnm,2012,0.931
vnm,2013,1.143
vnm,2014,1.109
vnm,2015,1.709
vnm,2016,1.699
vnm,2017,1.698
vnm,2018,1.029
vnm,2019,2.008
vnm,2020,2.819
vnm,2021,2.092
vut,1991,1.522
vut,1992,1.532
vut,1993,1.564
vut,1994,1.434
vut,1995,1.561
vut,1996,1.54
vut,1997,1.5
vut,1998,1.561
vut,1999,1.576
vut,2000,1.486
vut,2001,1.642
vut,2002,1.675
vut,2003,1.513
vut,2004,1.518
vut,2005,1.498
vut,2006,1.45
vut,2007,1.537
vut,2008,1.494
vut,2009,1.535
vut,2010,1.564
vut,2011,1.539
vut,2012,1.58
vut,2013,1.595
vut,2014,1.556
vut,2015,1.608
vut,2016,1.542
vut,2017,1.521
vut,2018,1.582
vut,2019,1.581
vut,2020,1.879
vut,2021,1.968
wsm,1991,2.494
wsm,1992,2.84
wsm,1993,3.145
wsm,1994,3.636
wsm,1995,3.834
wsm,1996,4.194
wsm,1997,4.726
wsm,1998,5.073
wsm,1999,5.463
wsm,2000,5.71
wsm,2001,6.094
wsm,2002,6.231
wsm,2003,6.274
wsm,2004,6.32
wsm,2005,6.385
wsm,2006,6.51
wsm,2007,6.41
wsm,2008,6.644
wsm,2009,6.908
wsm,2010,6.767
wsm,2011,6.686
wsm,2012,10.334
wsm,2013,10.257
wsm,2014,10.339
wsm,2015,10.054
wsm,2016,9.8
wsm,2017,10.089
wsm,2018,10.187
wsm,2019,9.838
wsm,2020,10.647
wsm,2021,11.568
yem,1991,4.215
yem,1992,4.096
yem,1993,3.993
yem,1994,3.874
yem,1995,4.729
yem,1996,5.59
yem,1997,6.446
yem,1998,7.3
yem,1999,8.171
yem,2000,9.185
yem,2001,10.231
yem,2002,11.263
yem,2003,12.307
yem,2004,13.363
yem,2005,14.423
yem,2006,15.552
yem,2007,16.68
yem,2008,17.836
yem,2009,19.026
yem,2010,20.196
yem,2011,21.877
yem,2012,23.027
yem,2013,24.444
yem,2014,26.061
yem,2015,26.426
yem,2016,25.85
yem,2017,25.564
yem,2018,25.249
yem,2019,25.027
yem,2020,25.494
yem,2021,26.282
zaf,1991,35.665
zaf,1992,35.737
zaf,1993,35.71
zaf,1994,35.711
zaf,1995,35.753
zaf,1996,35.775
zaf,1997,35.858
zaf,1998,35.948
zaf,1999,35.949
zaf,2000,35.949
zaf,2001,36.556
zaf,2002,41.372
zaf,2003,39.319
zaf,2004,36.244
zaf,2005,36.439
zaf,2006,35.844
zaf,2007,33.088
zaf,2008,25.819
zaf,2009,25.577
zaf,2010,27.02
zaf,2011,27.236
zaf,2012,27.094
zaf,2013,26.548
zaf,2014,27.043
zaf,2015,27.548
zaf,2016,29.013
zaf,2017,29.283
zaf,2018,29.071
zaf,2019,30.514
zaf,2020,31.036
zaf,2021,35.68
zmb,1991,22.106
zmb,1992,21.432
zmb,1993,20.603
zmb,1994,19.203
zmb,1995,17.457
zmb,1996,15.827
zmb,1997,13.645
zmb,1998,11.493
zmb,1999,11.452
zmb,2000,11.431
zmb,2001,12.038
zmb,2002,12.691
zmb,2003,13.339
zmb,2004,14.035
zmb,2005,14.762
zmb,2006,12.463
zmb,2007,10.113
zmb,2008,7.705
zmb,2009,10.439
zmb,2010,13.248
zmb,2011,10.744
zmb,2012,8.096
zmb,2013,8.982
zmb,2014,9.867
zmb,2015,10.772
zmb,2016,11.667
zmb,2017,12.579
zmb,2018,13.25
zmb,2019,13.089
zmb,2020,13.425
zmb,2021,13.81
zwe,1991,3.092
zwe,1992,3.08
zwe,1993,3.029
zwe,1994,2.981
zwe,1995,3.673
zwe,1996,4.333
zwe,1997,5.03
zwe,1998,4.826
zwe,1999,4.631
zwe,2000,4.622
zwe,2001,4.595
zwe,2002,4.599
zwe,2003,4.587
zwe,2004,4.525
zwe,2005,4.743
zwe,2006,4.955
zwe,2007,5.173
zwe,2008,5.429
zwe,2009,5.565
zwe,2010,5.758
zwe,2011,5.988
zwe,2012,5.695
zwe,2013,5.451
zwe,2014,5.166
zwe,2015,5.177
zwe,2016,5.191
zwe,2017,5.192
zwe,2018,5.206
zwe,2019,5.248
zwe,2020,5.791
zwe,2021,5.69
