geo,time,sh_sta_owgh_me_zs
tha,2008,8.1
tha,2009,8.3
tha,2010,8.4
tha,2011,8.6
tha,2012,8.7
tha,2013,8.8
tha,2014,8.9
tha,2015,9
tha,2016,9.1
tha,2017,9.1
tha,2018,9.2
tha,2019,9.2
tha,2020,9.2
tjk,2000,6.6
tjk,2001,6.9
tjk,2002,7.1
tjk,2003,7.3
tjk,2004,7.4
tjk,2005,7.5
tjk,2006,7.4
tjk,2007,7.2
tjk,2008,7
tjk,2009,6.7
tjk,2010,6.4
tjk,2011,6
tjk,2012,5.6
tjk,2013,5.2
tjk,2014,4.8
tjk,2015,4.4
tjk,2016,4.1
tjk,2017,3.9
tjk,2018,3.7
tjk,2019,3.6
tjk,2020,3.5
tkm,2000,4.9
tkm,2001,5.2
tkm,2002,5.4
tkm,2003,5.6
tkm,2004,5.8
tkm,2005,5.9
tkm,2006,5.9
tkm,2007,5.8
tkm,2008,5.7
tkm,2009,5.6
tkm,2010,5.4
tkm,2011,5.2
tkm,2012,5
tkm,2013,4.7
tkm,2014,4.5
tkm,2015,4.3
tkm,2016,4.1
tkm,2017,4
tkm,2018,3.9
tkm,2019,3.8
tkm,2020,3.8
tls,2000,3.6
tls,2001,3.6
tls,2002,3.5
tls,2003,3.5
tls,2004,3.4
tls,2005,3.4
tls,2006,3.4
tls,2007,3.3
tls,2008,3.3
tls,2009,3.2
tls,2010,3.1
tls,2011,3.1
tls,2012,3
tls,2013,3
tls,2014,2.9
tls,2015,2.8
tls,2016,2.8
tls,2017,2.7
tls,2018,2.7
tls,2019,2.7
tls,2020,2.6
ton,2000,10.4
ton,2001,10.8
ton,2002,11.2
ton,2003,11.5
ton,2004,11.8
ton,2005,12.1
ton,2006,12.4
ton,2007,12.6
ton,2008,12.7
ton,2009,12.9
ton,2010,13
ton,2011,13.1
ton,2012,13.2
ton,2013,13.2
ton,2014,13.2
ton,2015,13.1
ton,2016,13.1
ton,2017,13
ton,2018,12.9
ton,2019,12.8
ton,2020,12.6
tto,2000,5.9
tto,2001,6.1
tto,2002,6.3
tto,2003,6.6
tto,2004,6.9
tto,2005,7.3
tto,2006,7.6
tto,2007,7.9
tto,2008,8.3
tto,2009,8.6
tto,2010,8.9
tto,2011,9.2
tto,2012,9.5
tto,2013,9.8
tto,2014,10.1
tto,2015,10.4
tto,2016,10.6
tto,2017,10.7
tto,2018,10.9
tto,2019,10.9
tto,2020,11
tun,2000,4.6
tun,2001,4.8
tun,2002,5.2
tun,2003,5.5
tun,2004,6
tun,2005,6.4
tun,2006,6.9
tun,2007,7.5
tun,2008,8.1
tun,2009,8.8
tun,2010,9.5
tun,2011,10.2
tun,2012,10.9
tun,2013,11.7
tun,2014,12.5
tun,2015,13.3
tun,2016,14
tun,2017,14.7
tun,2018,15.4
tun,2019,16
tun,2020,16.5
tuv,2000,5.4
tuv,2001,5.5
tuv,2002,5.6
tuv,2003,5.7
tuv,2004,5.8
tuv,2005,5.8
tuv,2006,5.9
tuv,2007,6
tuv,2008,6
tuv,2009,6.1
tuv,2010,6.1
tuv,2011,6.2
tuv,2012,6.2
tuv,2013,6.2
tuv,2014,6.3
tuv,2015,6.3
tuv,2016,6.3
tuv,2017,6.3
tuv,2018,6.3
tuv,2019,6.4
tuv,2020,6.4
tza,2000,5.3
tza,2001,5.5
tza,2002,5.7
tza,2003,5.8
tza,2004,5.8
tza,2005,5.7
tza,2006,5.5
tza,2007,5.3
tza,2008,5.1
tza,2009,5
tza,2010,4.8
tza,2011,4.7
tza,2012,4.7
tza,2013,4.6
tza,2014,4.7
tza,2015,4.7
tza,2016,4.8
tza,2017,4.9
tza,2018,5.1
tza,2019,5.3
tza,2020,5.5
uga,2000,5.3
uga,2001,5.5
uga,2002,5.6
uga,2003,5.6
uga,2004,5.6
uga,2005,5.4
uga,2006,5.2
uga,2007,4.9
uga,2008,4.6
uga,2009,4.4
uga,2010,4.2
uga,2011,4
uga,2012,3.9
uga,2013,3.8
uga,2014,3.8
uga,2015,3.8
uga,2016,3.8
uga,2017,3.8
uga,2018,3.8
uga,2019,3.9
uga,2020,4
ukr,2000,23.1
ukr,2001,24.5
ukr,2002,25.8
ukr,2003,27
ukr,2004,28
ukr,2005,28.8
ukr,2006,29.2
ukr,2007,29.3
ukr,2008,29.2
ukr,2009,28.6
ukr,2010,27.9
ukr,2011,26.9
ukr,2012,25.7
ukr,2013,24.3
ukr,2014,22.9
ukr,2015,21.4
ukr,2016,20.2
ukr,2017,19.2
ukr,2018,18.3
ukr,2019,17.6
ukr,2020,17
ury,2000,9
ury,2001,9.1
ury,2002,9.2
ury,2003,9.3
ury,2004,9.3
ury,2005,9.4
ury,2006,9.4
ury,2007,9.5
ury,2008,9.5
ury,2009,9.6
ury,2010,9.6
ury,2011,9.7
ury,2012,9.8
ury,2013,9.8
ury,2014,9.9
ury,2015,10
ury,2016,10.1
ury,2017,10.1
ury,2018,10.2
ury,2019,10.3
ury,2020,10.3
usa,2000,7.2
usa,2001,7.3
usa,2002,7.5
usa,2003,7.6
usa,2004,7.7
usa,2005,7.8
usa,2006,7.8
usa,2007,7.9
usa,2008,8.1
usa,2009,8.2
usa,2010,8.4
usa,2011,8.5
usa,2012,8.6
usa,2013,8.6
usa,2014,8.7
usa,2015,8.7
usa,2016,8.8
usa,2017,8.8
usa,2018,8.8
usa,2019,8.8
usa,2020,8.8
uzb,2000,12.2
uzb,2001,12.6
uzb,2002,12.9
uzb,2003,13
uzb,2004,13
uzb,2005,12.9
uzb,2006,12.5
uzb,2007,12
uzb,2008,11.4
uzb,2009,10.8
uzb,2010,10.1
uzb,2011,9.3
uzb,2012,8.6
uzb,2013,7.8
uzb,2014,7.1
uzb,2015,6.6
uzb,2016,6.1
uzb,2017,5.7
uzb,2018,5.4
uzb,2019,5.2
uzb,2020,5
ven,2000,5.3
ven,2001,5.4
ven,2002,5.5
ven,2003,5.5
ven,2004,5.5
ven,2005,5.6
ven,2006,5.7
ven,2007,5.9
ven,2008,6
ven,2009,6.1
ven,2010,6.2
ven,2011,6.3
ven,2012,6.4
ven,2013,6.5
ven,2014,6.6
ven,2015,6.6
ven,2016,6.7
ven,2017,6.7
ven,2018,6.7
ven,2019,6.7
ven,2020,6.7
vnm,2000,2.4
vnm,2001,2.5
vnm,2002,2.5
vnm,2003,2.6
vnm,2004,2.8
vnm,2005,2.9
vnm,2006,3
vnm,2007,3.2
vnm,2008,3.4
vnm,2009,3.5
vnm,2010,3.7
vnm,2011,4
vnm,2012,4.2
vnm,2013,4.4
vnm,2014,4.6
vnm,2015,4.9
vnm,2016,5.1
vnm,2017,5.3
vnm,2018,5.6
vnm,2019,5.8
vnm,2020,6
vut,2000,4.3
vut,2001,4.4
vut,2002,4.4
vut,2003,4.5
vut,2004,4.5
vut,2005,4.6
vut,2006,4.6
vut,2007,4.7
vut,2008,4.7
vut,2009,4.7
vut,2010,4.8
vut,2011,4.8
vut,2012,4.8
vut,2013,4.8
vut,2014,4.8
vut,2015,4.9
vut,2016,4.9
vut,2017,4.9
vut,2018,4.9
vut,2019,4.9
vut,2020,4.9
wsm,2000,5.8
wsm,2001,5.9
wsm,2002,6
wsm,2003,6.1
wsm,2004,6.2
wsm,2005,6.2
wsm,2006,6.3
wsm,2007,6.4
wsm,2008,6.5
wsm,2009,6.5
wsm,2010,6.6
wsm,2011,6.6
wsm,2012,6.7
wsm,2013,6.7
wsm,2014,6.8
wsm,2015,6.8
wsm,2016,6.8
wsm,2017,6.9
wsm,2018,7
wsm,2019,7
wsm,2020,7.1
yem,2000,4.8
yem,2001,4.6
yem,2002,4.4
yem,2003,4.2
yem,2004,4
yem,2005,3.8
yem,2006,3.6
yem,2007,3.5
yem,2008,3.3
yem,2009,3.2
yem,2010,3.1
yem,2011,3
yem,2012,2.9
yem,2013,2.8
yem,2014,2.8
yem,2015,2.7
yem,2016,2.7
yem,2017,2.6
yem,2018,2.6
yem,2019,2.6
yem,2020,2.7
zaf,2000,11.2
zaf,2001,11.4
zaf,2002,11.5
zaf,2003,11.7
zaf,2004,11.9
zaf,2005,12
zaf,2006,12.2
zaf,2007,12.3
zaf,2008,12.5
zaf,2009,12.6
zaf,2010,12.6
zaf,2011,12.7
zaf,2012,12.8
zaf,2013,12.8
zaf,2014,12.9
zaf,2015,12.9
zaf,2016,12.9
zaf,2017,12.9
zaf,2018,12.9
zaf,2019,12.9
zaf,2020,12.9
zmb,2000,8.4
zmb,2001,8.8
zmb,2002,9
zmb,2003,9.1
zmb,2004,9
zmb,2005,8.8
zmb,2006,8.4
zmb,2007,7.9
zmb,2008,7.5
zmb,2009,7.1
zmb,2010,6.8
zmb,2011,6.5
zmb,2012,6.2
zmb,2013,6
zmb,2014,5.9
zmb,2015,5.7
zmb,2016,5.7
zmb,2017,5.6
zmb,2018,5.6
zmb,2019,5.7
zmb,2020,5.7
zwe,2000,7.5
zwe,2001,7.3
zwe,2002,7.2
zwe,2003,6.9
zwe,2004,6.7
zwe,2005,6.5
zwe,2006,6.2
zwe,2007,5.9
zwe,2008,5.6
zwe,2009,5.4
zwe,2010,5.1
zwe,2011,4.9
zwe,2012,4.7
zwe,2013,4.5
zwe,2014,4.4
zwe,2015,4.2
zwe,2016,4
zwe,2017,3.9
zwe,2018,3.8
zwe,2019,3.7
zwe,2020,3.6
