geo,time,sh_anm_allw_zs
prk,2016,32.8
prk,2017,33.2
prk,2018,33.5
prk,2019,33.9
prt,2000,13
prt,2001,12.8
prt,2002,12.6
prt,2003,12.5
prt,2004,12.4
prt,2005,12.3
prt,2006,12.2
prt,2007,12.1
prt,2008,12
prt,2009,12
prt,2010,12
prt,2011,12
prt,2012,12
prt,2013,12.1
prt,2014,12.3
prt,2015,12.4
prt,2016,12.5
prt,2017,12.7
prt,2018,13
prt,2019,13.2
pry,2000,24.1
pry,2001,24
pry,2002,23.9
pry,2003,23.9
pry,2004,23.9
pry,2005,23.8
pry,2006,23.8
pry,2007,23.7
pry,2008,23.2
pry,2009,22.7
pry,2010,22.2
pry,2011,22.2
pry,2012,22.2
pry,2013,22.3
pry,2014,22.3
pry,2015,22.4
pry,2016,22.7
pry,2017,23
pry,2018,23
pry,2019,23
qat,2000,31.4
qat,2001,30.8
qat,2002,30.4
qat,2003,30
qat,2004,29.6
qat,2005,29.2
qat,2006,28.9
qat,2007,28.4
qat,2008,28.1
qat,2009,27.7
qat,2010,27.4
qat,2011,27.2
qat,2012,27.1
qat,2013,27
qat,2014,27.1
qat,2015,27.2
qat,2016,27.4
qat,2017,27.6
qat,2018,27.9
qat,2019,28.1
rou,2000,23.4
rou,2001,23.1
rou,2002,22.9
rou,2003,22.7
rou,2004,22.5
rou,2005,22.3
rou,2006,22.2
rou,2007,22.2
rou,2008,22.1
rou,2009,22.1
rou,2010,22.1
rou,2011,22.1
rou,2012,22.1
rou,2013,22.1
rou,2014,22.1
rou,2015,22
rou,2016,22.1
rou,2017,22.1
rou,2018,22.3
rou,2019,22.7
rus,2000,22.1
rus,2001,22
rus,2002,22
rus,2003,21.8
rus,2004,21.5
rus,2005,21.3
rus,2006,21.1
rus,2007,20.9
rus,2008,20.7
rus,2009,20.4
rus,2010,20.2
rus,2011,20.1
rus,2012,20
rus,2013,20
rus,2014,20.1
rus,2015,20.1
rus,2016,20.3
rus,2017,20.6
rus,2018,20.8
rus,2019,21.1
rwa,2000,25.1
rwa,2001,24.6
rwa,2002,24
rwa,2003,23.5
rwa,2004,22.9
rwa,2005,22.2
rwa,2006,21.6
rwa,2007,20.8
rwa,2008,20.1
rwa,2009,19.5
rwa,2010,19
rwa,2011,18.6
rwa,2012,18.3
rwa,2013,18
rwa,2014,17.9
rwa,2015,17.8
rwa,2016,17.6
rwa,2017,17.4
rwa,2018,17.3
rwa,2019,17.2
sau,2000,31.7
sau,2001,31
sau,2002,30.4
sau,2003,30
sau,2004,29.6
sau,2005,29.2
sau,2006,28.7
sau,2007,28.1
sau,2008,27.4
sau,2009,26.9
sau,2010,26.4
sau,2011,26.1
sau,2012,25.8
sau,2013,25.7
sau,2014,25.8
sau,2015,26
sau,2016,26.3
sau,2017,26.8
sau,2018,27.1
sau,2019,27.5
sdn,2000,42.9
sdn,2001,42.2
sdn,2002,41.6
sdn,2003,41.1
sdn,2004,40.7
sdn,2005,40.2
sdn,2006,39.7
sdn,2007,39.1
sdn,2008,38.5
sdn,2009,37.9
sdn,2010,37.4
sdn,2011,37
sdn,2012,36.8
sdn,2013,36.6
sdn,2014,36.4
sdn,2015,36.3
sdn,2016,36.3
sdn,2017,36.4
sdn,2018,36.4
sdn,2019,36.5
sen,2000,59.8
sen,2001,59.7
sen,2002,59.6
sen,2003,59.5
sen,2004,59.4
sen,2005,59.2
sen,2006,59
sen,2007,58.6
sen,2008,58.1
sen,2009,57.5
sen,2010,56.9
sen,2011,56.4
sen,2012,55.9
sen,2013,55.4
sen,2014,54.9
sen,2015,54.5
sen,2016,54
sen,2017,53.6
sen,2018,53.1
sen,2019,52.7
sgp,2000,12.3
sgp,2001,12.1
sgp,2002,11.9
sgp,2003,11.8
sgp,2004,11.7
sgp,2005,11.7
sgp,2006,11.6
sgp,2007,11.5
sgp,2008,11.5
sgp,2009,11.4
sgp,2010,11.4
sgp,2011,11.5
sgp,2012,11.5
sgp,2013,11.6
sgp,2014,11.8
sgp,2015,11.9
sgp,2016,12.1
sgp,2017,12.4
sgp,2018,12.7
sgp,2019,13
slb,2000,41
slb,2001,40.8
slb,2002,40.7
slb,2003,40.5
slb,2004,40.4
slb,2005,40.2
slb,2006,40
slb,2007,39.8
slb,2008,39.4
slb,2009,39.1
slb,2010,38.8
slb,2011,38.6
slb,2012,38.4
slb,2013,38.2
slb,2014,38.1
slb,2015,38
slb,2016,37.9
slb,2017,37.9
slb,2018,37.8
slb,2019,37.7
sle,2000,54
sle,2001,53.5
sle,2002,52.8
sle,2003,52.2
sle,2004,51.6
sle,2005,51
sle,2006,50.5
sle,2007,49.8
sle,2008,49.2
sle,2009,48.7
sle,2010,48.3
sle,2011,48
sle,2012,47.9
sle,2013,47.7
sle,2014,47.7
sle,2015,47.8
sle,2016,47.9
sle,2017,48.1
sle,2018,48.2
sle,2019,48.4
slv,2000,11.4
slv,2001,11.1
slv,2002,10.9
slv,2003,10.8
slv,2004,10.6
slv,2005,10.5
slv,2006,10.5
slv,2007,10.3
slv,2008,10.2
slv,2009,10.1
slv,2010,10
slv,2011,9.9
slv,2012,9.9
slv,2013,9.9
slv,2014,9.9
slv,2015,9.9
slv,2016,10
slv,2017,10.1
slv,2018,10.4
slv,2019,10.6
smr,2000,11.2
smr,2001,11.1
smr,2002,11
smr,2003,10.9
smr,2004,10.9
smr,2005,10.8
smr,2006,10.8
smr,2007,10.8
smr,2008,10.8
smr,2009,10.8
smr,2010,10.8
smr,2011,10.9
smr,2012,11
smr,2013,11.1
smr,2014,11.2
smr,2015,11.4
smr,2016,11.6
smr,2017,11.8
smr,2018,12.1
smr,2019,12.5
som,2000,47.9
som,2001,47.6
som,2002,47.3
som,2003,47.1
som,2004,46.9
som,2005,46.6
som,2006,46.3
som,2007,45.9
som,2008,45.5
som,2009,45.1
som,2010,44.6
som,2011,44.3
som,2012,44
som,2013,43.8
som,2014,43.7
som,2015,43.5
som,2016,43.4
som,2017,43.3
som,2018,43.2
som,2019,43.1
srb,2000,23.9
srb,2001,23.6
srb,2002,23.4
srb,2003,23.2
srb,2004,23
srb,2005,22.8
srb,2006,22.7
srb,2007,22.5
srb,2008,22.3
srb,2009,22.1
srb,2010,21.9
srb,2011,21.8
srb,2012,21.8
srb,2013,21.9
srb,2014,21.9
srb,2015,22
srb,2016,22.2
srb,2017,22.4
srb,2018,22.6
srb,2019,22.8
ssd,2000,39.5
ssd,2001,39.1
ssd,2002,38.7
ssd,2003,38.4
ssd,2004,38.1
ssd,2005,37.6
ssd,2006,37.2
ssd,2007,36.6
ssd,2008,36.1
ssd,2009,35.6
ssd,2010,35.1
ssd,2011,34.8
ssd,2012,34.7
ssd,2013,34.6
ssd,2014,34.7
ssd,2015,34.8
ssd,2016,35
ssd,2017,35.2
ssd,2018,35.4
ssd,2019,35.6
stp,2000,51.9
stp,2001,51.4
stp,2002,50.9
stp,2003,50.4
stp,2004,49.9
stp,2005,49.3
stp,2006,48.7
stp,2007,48.1
stp,2008,47.5
stp,2009,47
stp,2010,46.4
stp,2011,46
stp,2012,45.7
stp,2013,45.4
stp,2014,45.2
stp,2015,45
stp,2016,44.8
stp,2017,44.5
stp,2018,44.3
stp,2019,44.2
sur,2000,27.6
sur,2001,27
sur,2002,26.4
sur,2003,25.8
sur,2004,25.1
sur,2005,24.5
sur,2006,23.9
sur,2007,23.2
sur,2008,22.5
sur,2009,21.7
sur,2010,21.1
sur,2011,20.6
sur,2012,20.3
sur,2013,20.1
sur,2014,20.1
sur,2015,20.2
sur,2016,20.3
sur,2017,20.5
sur,2018,20.7
sur,2019,21
svk,2000,22.4
svk,2001,22.4
svk,2002,22.3
svk,2003,22.3
svk,2004,22.2
svk,2005,22.1
svk,2006,22
svk,2007,22
svk,2008,21.9
svk,2009,22
svk,2010,22
svk,2011,22.1
svk,2012,22.3
svk,2013,22.5
svk,2014,22.7
svk,2015,22.9
svk,2016,23
svk,2017,23.2
svk,2018,23.3
svk,2019,23.5
svn,2000,20.3
svn,2001,20.2
svn,2002,20.1
svn,2003,20.1
svn,2004,20.1
svn,2005,20.1
svn,2006,20.1
svn,2007,20.1
svn,2008,20.1
svn,2009,20.1
svn,2010,20.1
svn,2011,20.1
svn,2012,20.2
svn,2013,20.3
svn,2014,20.4
svn,2015,20.6
svn,2016,20.9
svn,2017,21.1
svn,2018,21.4
svn,2019,21.8
swe,2000,12.6
swe,2001,12.3
swe,2002,12.2
swe,2003,12
swe,2004,11.9
swe,2005,11.8
swe,2006,11.8
swe,2007,11.7
swe,2008,11.7
swe,2009,11.6
swe,2010,11.6
swe,2011,11.6
swe,2012,11.7
swe,2013,11.8
swe,2014,12
swe,2015,12.2
swe,2016,12.5
swe,2017,12.8
swe,2018,13.2
swe,2019,13.6
swz,2000,34.4
swz,2001,33.4
swz,2002,32.8
swz,2003,32.3
swz,2004,31.8
swz,2005,31.4
swz,2006,31.1
swz,2007,30.9
swz,2008,31
swz,2009,30.8
swz,2010,30.5
swz,2011,30.2
swz,2012,30
swz,2013,29.9
swz,2014,29.8
swz,2015,29.8
swz,2016,29.9
swz,2017,30.1
swz,2018,30.4
swz,2019,30.7
syc,2000,27.6
syc,2001,27.3
syc,2002,27
syc,2003,26.6
syc,2004,26.4
syc,2005,26.1
syc,2006,25.5
syc,2007,25.1
syc,2008,24.6
syc,2009,24.1
syc,2010,23.8
syc,2011,23.6
syc,2012,23.5
syc,2013,23.5
syc,2014,23.7
syc,2015,23.9
syc,2016,24.1
syc,2017,24.4
syc,2018,24.7
syc,2019,25.1
syr,2000,36.8
syr,2001,36.2
syr,2002,35.7
syr,2003,35.3
syr,2004,34.9
syr,2005,34.4
syr,2006,33.8
syr,2007,33.4
syr,2008,33
syr,2009,32.5
syr,2010,32.1
syr,2011,31.8
syr,2012,31.7
syr,2013,31.7
syr,2014,31.8
syr,2015,31.9
syr,2016,32
syr,2017,32.2
syr,2018,32.5
syr,2019,32.8
tcd,2000,52.4
tcd,2001,52.4
tcd,2002,52.5
tcd,2003,52.5
tcd,2004,52.5
tcd,2005,52.3
tcd,2006,52.1
tcd,2007,51.8
tcd,2008,51.3
tcd,2009,50.8
tcd,2010,50.3
tcd,2011,49.8
tcd,2012,49.2
tcd,2013,48.7
tcd,2014,48.2
tcd,2015,47.6
tcd,2016,47
tcd,2017,46.4
tcd,2018,45.9
tcd,2019,45.4
tgo,2000,49.7
tgo,2001,49.5
tgo,2002,49.5
tgo,2003,49.4
tgo,2004,49.4
tgo,2005,49.3
tgo,2006,49.2
tgo,2007,49
tgo,2008,48.7
tgo,2009,48.3
tgo,2010,48
tgo,2011,47.7
tgo,2012,47.4
tgo,2013,47.2
tgo,2014,46.9
tgo,2015,46.7
tgo,2016,46.4
tgo,2017,46.1
tgo,2018,45.9
tgo,2019,45.7
tha,2000,21
tha,2001,21
tha,2002,21
tha,2003,21.1
tha,2004,21.1
tha,2005,21.3
tha,2006,21.4
tha,2007,21.6
tha,2008,21.6
tha,2009,21.7
tha,2010,21.8
tha,2011,22
tha,2012,22.1
tha,2013,22.3
tha,2014,22.5
tha,2015,22.7
tha,2016,23
tha,2017,23.3
tha,2018,23.7
tha,2019,24
tjk,2000,39.2
tjk,2001,38.5
tjk,2002,37.7
tjk,2003,36.7
tjk,2004,35.4
tjk,2005,34.4
tjk,2006,34
tjk,2007,33.3
tjk,2008,32.6
tjk,2009,31.9
tjk,2010,31.2
tjk,2011,30.9
tjk,2012,31
tjk,2013,31.3
tjk,2014,31.6
tjk,2015,32
tjk,2016,32.8
tjk,2017,33.8
tjk,2018,34.5
tjk,2019,35.2
tkm,2000,32.7
tkm,2001,31.9
tkm,2002,31.2
tkm,2003,30.6
tkm,2004,29.7
tkm,2005,28.7
tkm,2006,28
tkm,2007,27.3
tkm,2008,26.7
tkm,2009,26.1
tkm,2010,25.5
tkm,2011,25.4
tkm,2012,25.3
tkm,2013,25.3
tkm,2014,25.3
tkm,2015,25.4
tkm,2016,25.7
tkm,2017,25.9
tkm,2018,26.2
tkm,2019,26.6
tls,2000,36.9
tls,2001,35.6
tls,2002,34.4
tls,2003,33.1
tls,2004,31.7
tls,2005,30.7
tls,2006,29.7
tls,2007,28.8
tls,2008,27.9
tls,2009,27.3
tls,2010,26.9
tls,2011,26.8
tls,2012,26.8
tls,2013,27
tls,2014,27.3
tls,2015,27.7
tls,2016,28.2
tls,2017,28.8
tls,2018,29.3
tls,2019,29.9
ton,2000,28
ton,2001,27.8
ton,2002,27.7
ton,2003,27.6
ton,2004,27.5
ton,2005,27.5
ton,2006,27.5
ton,2007,27.5
ton,2008,27.3
ton,2009,27.2
ton,2010,27.2
ton,2011,27.2
ton,2012,27.2
ton,2013,27.3
ton,2014,27.4
ton,2015,27.6
ton,2016,27.9
ton,2017,28
ton,2018,28.2
ton,2019,28.5
tto,2000,25.5
tto,2001,24.6
tto,2002,23.9
tto,2003,23.2
tto,2004,22.4
tto,2005,21.8
tto,2006,21.2
tto,2007,20.6
tto,2008,20
tto,2009,19.4
tto,2010,18.8
tto,2011,18.3
tto,2012,17.8
tto,2013,17.6
tto,2014,17.5
tto,2015,17.4
tto,2016,17.3
tto,2017,17.4
tto,2018,17.5
tto,2019,17.7
tun,2000,31.5
tun,2001,31.2
tun,2002,31
tun,2003,31
tun,2004,31
tun,2005,30.9
tun,2006,30.9
tun,2007,30.7
tun,2008,30.6
tun,2009,30.4
tun,2010,30.3
tun,2011,30.3
tun,2012,30.4
tun,2013,30.5
tun,2014,30.6
tun,2015,30.8
tun,2016,31.1
tun,2017,31.4
tun,2018,31.7
tun,2019,32.1
tuv,2000,26.9
tuv,2001,26.6
tuv,2002,26.4
tuv,2003,26.3
tuv,2004,26.2
tuv,2005,26.2
tuv,2006,26.1
tuv,2007,26.1
tuv,2008,25.9
tuv,2009,25.8
tuv,2010,25.8
tuv,2011,25.9
tuv,2012,26
tuv,2013,26.1
tuv,2014,26.2
tuv,2015,26.5
tuv,2016,26.8
tuv,2017,27
tuv,2018,27.2
tuv,2019,27.5
tza,2000,46.5
tza,2001,46.3
tza,2002,46.1
tza,2003,45.8
tza,2004,45.5
tza,2005,45.1
tza,2006,44.6
tza,2007,43.8
tza,2008,43
tza,2009,42.2
tza,2010,41.4
tza,2011,40.8
tza,2012,40.3
tza,2013,40
tza,2014,39.8
tza,2015,39.7
tza,2016,39.5
tza,2017,39.1
tza,2018,39
tza,2019,38.9
uga,2000,39.3
uga,2001,38.6
uga,2002,37.9
uga,2003,37.3
uga,2004,36.7
uga,2005,36
uga,2006,35.1
uga,2007,34.3
uga,2008,33.4
uga,2009,32.6
uga,2010,32
uga,2011,31.5
uga,2012,31.3
uga,2013,31.2
uga,2014,31.3
uga,2015,31.5
uga,2016,31.7
uga,2017,32
uga,2018,32.4
uga,2019,32.8
ukr,2000,13.5
ukr,2001,13.4
ukr,2002,13.4
ukr,2003,13.4
ukr,2004,13.5
ukr,2005,13.4
ukr,2006,13.4
ukr,2007,13.5
ukr,2008,13.6
ukr,2009,13.7
ukr,2010,13.8
ukr,2011,14
ukr,2012,14.4
ukr,2013,14.7
ukr,2014,15.1
ukr,2015,15.5
ukr,2016,16
ukr,2017,16.5
ukr,2018,17.1
ukr,2019,17.7
ury,2000,13.4
ury,2001,13.5
ury,2002,13.7
ury,2003,14
ury,2004,14.2
ury,2005,14.2
ury,2006,14.3
ury,2007,14
ury,2008,13.8
ury,2009,13.6
ury,2010,13.3
ury,2011,13.1
ury,2012,13.2
ury,2013,13.4
ury,2014,13.5
ury,2015,13.8
ury,2016,14
ury,2017,14.4
ury,2018,14.7
ury,2019,15
usa,2000,7.8
usa,2001,7.7
usa,2002,7.7
usa,2003,7.8
usa,2004,7.9
usa,2005,8.1
usa,2006,8.4
usa,2007,8.7
usa,2008,8.9
usa,2009,9.2
usa,2010,9.5
usa,2011,9.8
usa,2012,10
usa,2013,10.3
usa,2014,10.5
usa,2015,10.7
usa,2016,11
usa,2017,11.2
usa,2018,11.5
usa,2019,11.8
uzb,2000,46.5
uzb,2001,44.9
uzb,2002,43.4
uzb,2003,41.8
uzb,2004,40.2
uzb,2005,38.6
uzb,2006,37
uzb,2007,35.5
uzb,2008,33.9
uzb,2009,32.4
uzb,2010,31
uzb,2011,29.8
uzb,2012,28.7
uzb,2013,27.8
uzb,2014,26.9
uzb,2015,26.3
uzb,2016,25.7
uzb,2017,25.3
uzb,2018,25
uzb,2019,24.8
vct,2000,24.6
vct,2001,23.8
vct,2002,23
vct,2003,22.3
vct,2004,21.5
vct,2005,20.7
vct,2006,20.1
vct,2007,19.5
vct,2008,18.9
vct,2009,18.4
vct,2010,18
vct,2011,17.6
vct,2012,17.3
vct,2013,17.1
vct,2014,17
vct,2015,16.9
vct,2016,16.7
vct,2017,16.7
vct,2018,16.8
vct,2019,17
ven,2000,27.4
ven,2001,26.7
ven,2002,26.3
ven,2003,26
ven,2004,25.7
ven,2005,25
ven,2006,24.2
ven,2007,23.3
ven,2008,22.5
ven,2009,21.9
ven,2010,21.3
ven,2011,20.9
ven,2012,20.9
ven,2013,21.1
ven,2014,21.5
ven,2015,21.9
ven,2016,22.4
ven,2017,23
ven,2018,23.7
ven,2019,24.2
vnm,2000,27.3
vnm,2001,25.9
vnm,2002,24.5
vnm,2003,23.2
vnm,2004,22
vnm,2005,20.9
vnm,2006,19.9
vnm,2007,18.9
vnm,2008,18.1
vnm,2009,17.5
vnm,2010,17.2
vnm,2011,17
vnm,2012,17
vnm,2013,17.2
vnm,2014,17.5
vnm,2015,18
vnm,2016,18.5
vnm,2017,19.1
vnm,2018,19.8
vnm,2019,20.6
vut,2000,30.9
vut,2001,30.2
vut,2002,29.5
vut,2003,28.8
vut,2004,28.1
vut,2005,27.3
vut,2006,26.6
vut,2007,25.8
vut,2008,25.1
vut,2009,24.6
vut,2010,24.2
vut,2011,24
vut,2012,24.1
vut,2013,24.3
vut,2014,24.7
vut,2015,25.2
vut,2016,25.9
vut,2017,26.7
vut,2018,27.5
vut,2019,28.5
wsm,2000,24.7
wsm,2001,24.5
wsm,2002,24.4
wsm,2003,24.4
wsm,2004,24.5
wsm,2005,24.7
wsm,2006,24.8
wsm,2007,24.8
wsm,2008,24.7
wsm,2009,24.6
wsm,2010,24.5
wsm,2011,24.5
wsm,2012,24.5
wsm,2013,24.8
wsm,2014,25
wsm,2015,25.1
wsm,2016,25.5
wsm,2017,25.9
wsm,2018,26.3
wsm,2019,26.8
yem,2000,66.1
yem,2001,65.7
yem,2002,65.3
yem,2003,65
yem,2004,64.8
yem,2005,64.3
yem,2006,63.9
yem,2007,63.4
yem,2008,62.9
yem,2009,62.5
yem,2010,62.1
yem,2011,61.8
yem,2012,61.5
yem,2013,61.4
yem,2014,61.3
yem,2015,61.3
yem,2016,61.3
yem,2017,61.4
yem,2018,61.5
yem,2019,61.5
zaf,2000,35.2
zaf,2001,34.7
zaf,2002,34.2
zaf,2003,33.7
zaf,2004,33.1
zaf,2005,32.4
zaf,2006,31.7
zaf,2007,30.9
zaf,2008,30.2
zaf,2009,29.6
zaf,2010,29.1
zaf,2011,28.7
zaf,2012,28.6
zaf,2013,28.6
zaf,2014,28.7
zaf,2015,28.9
zaf,2016,29.1
zaf,2017,29.5
zaf,2018,29.9
zaf,2019,30.5
zmb,2000,35.6
zmb,2001,35.1
zmb,2002,34.7
zmb,2003,34.3
zmb,2004,34
zmb,2005,33.6
zmb,2006,33.1
zmb,2007,32.5
zmb,2008,31.9
zmb,2009,31.3
zmb,2010,30.9
zmb,2011,30.6
zmb,2012,30.5
zmb,2013,30.5
zmb,2014,30.7
zmb,2015,30.7
zmb,2016,30.8
zmb,2017,31
zmb,2018,31.2
zmb,2019,31.5
zwe,2000,33.9
zwe,2001,33.5
zwe,2002,33.2
zwe,2003,33.1
zwe,2004,32.9
zwe,2005,32.8
zwe,2006,32.6
zwe,2007,32.2
zwe,2008,31.9
zwe,2009,31.4
zwe,2010,30.9
zwe,2011,30.4
zwe,2012,30
zwe,2013,29.6
zwe,2014,29.3
zwe,2015,29.1
zwe,2016,28.9
zwe,2017,28.8
zwe,2018,28.8
zwe,2019,28.9
