geo,time,sh_dyn_mort
afg,1960,358.2
afg,1961,352.2
afg,1962,346.3
afg,1963,340.6
afg,1964,335.1
afg,1965,329.8
afg,1966,324.4
afg,1967,318.8
afg,1968,313.3
afg,1969,307.9
afg,1970,302.1
afg,1971,296.6
afg,1972,291
afg,1973,285.4
afg,1974,279.6
afg,1975,273.8
afg,1976,268
afg,1977,262.1
afg,1978,256
afg,1979,249.7
afg,1980,243.6
afg,1981,237.2
afg,1982,230.7
afg,1983,224.2
afg,1984,217.5
afg,1985,210.9
afg,1986,204.4
afg,1987,197.7
afg,1988,191.2
afg,1989,184.7
afg,1990,178.4
afg,1991,172.2
afg,1992,166.3
afg,1993,160.7
afg,1994,155.5
afg,1995,150.6
afg,1996,146
afg,1997,141.5
afg,1998,137.3
afg,1999,133.2
afg,2000,129.2
afg,2001,125.2
afg,2002,121.1
afg,2003,116.9
afg,2004,112.6
afg,2005,108.4
afg,2006,104.1
afg,2007,99.9
afg,2008,95.7
afg,2009,91.7
afg,2010,87.8
afg,2011,84
afg,2012,80.3
afg,2013,76.9
afg,2014,73.6
afg,2015,70.4
afg,2016,67.5
afg,2017,64.8
afg,2018,62.3
afg,2019,60.1
afg,2020,58
ago,1980,237.3
ago,1981,234.6
ago,1982,232.1
ago,1983,229.9
ago,1984,227.9
ago,1985,226
ago,1986,224.6
ago,1987,223.8
ago,1988,223.3
ago,1989,222.9
ago,1990,222.8
ago,1991,222.6
ago,1992,222.7
ago,1993,222.7
ago,1994,222.5
ago,1995,221.7
ago,1996,220
ago,1997,217.4
ago,1998,213.8
ago,1999,209.6
ago,2000,204.4
ago,2001,198.4
ago,2002,191.5
ago,2003,183.8
ago,2004,175.1
ago,2005,166.1
ago,2006,156.4
ago,2007,147
ago,2008,137.7
ago,2009,128.7
ago,2010,120.4
ago,2011,112.5
ago,2012,105.1
ago,2013,98.5
ago,2014,92.9
ago,2015,88.1
ago,2016,84.1
ago,2017,80.6
ago,2018,77.3
ago,2019,74.2
ago,2020,71.5
alb,1978,97.2
alb,1979,89.3
alb,1980,82.1
alb,1981,75.5
alb,1982,69.5
alb,1983,64.2
alb,1984,59.4
alb,1985,55.1
alb,1986,51.4
alb,1987,48.2
alb,1988,45.4
alb,1989,43
alb,1990,41
alb,1991,39.3
alb,1992,37.8
alb,1993,36.4
alb,1994,35.1
alb,1995,33.9
alb,1996,32.6
alb,1997,31.3
alb,1998,30
alb,1999,28.6
alb,2000,27.2
alb,2001,25.8
alb,2002,24.4
alb,2003,23
alb,2004,21.5
alb,2005,20
alb,2006,18.5
alb,2007,17.1
alb,2008,15.8
alb,2009,14.5
alb,2010,13.3
alb,2011,12.1
alb,2012,11.2
alb,2013,10.4
alb,2014,9.9
alb,2015,9.6
alb,2016,9.4
alb,2017,9.4
alb,2018,9.5
alb,2019,9.7
alb,2020,9.8
and,1985,20.8
and,1986,19.6
and,1987,18.4
and,1988,17.2
and,1989,16.1
and,1990,15.1
and,1991,14.2
and,1992,13.3
and,1993,12.4
and,1994,11.7
and,1995,11
and,1996,10.4
and,1997,9.7
and,1998,9.2
and,1999,8.6
and,2000,8.2
and,2001,7.7
and,2002,7.3
and,2003,6.9
and,2004,6.5
and,2005,6.1
and,2006,5.8
and,2007,5.4
and,2008,5.1
and,2009,4.8
and,2010,4.5
and,2011,4.2
and,2012,4
and,2013,3.8
and,2014,3.5
and,2015,3.3
and,2016,3.2
and,2017,3
and,2018,2.8
and,2019,2.7
and,2020,2.5
are,1960,198
are,1961,188
are,1962,178.2
are,1963,168.2
are,1964,158
are,1965,147.7
are,1966,137.3
are,1967,127.1
are,1968,116.8
are,1969,106.9
are,1970,97.4
are,1971,88.4
are,1972,80.1
are,1973,72.6
are,1974,65.7
are,1975,59.4
are,1976,53.6
are,1977,48.3
are,1978,43.5
are,1979,39.2
are,1980,35.3
are,1981,32
are,1982,29.1
are,1983,26.7
are,1984,24.6
are,1985,22.7
are,1986,21.2
are,1987,19.8
are,1988,18.6
are,1989,17.5
are,1990,16.5
are,1991,15.7
are,1992,14.9
are,1993,14.2
are,1994,13.6
are,1995,13.1
are,1996,12.6
are,1997,12.2
are,1998,11.8
are,1999,11.5
are,2000,11.1
are,2001,10.9
are,2002,10.6
are,2003,10.3
are,2004,10.1
are,2005,9.8
are,2006,9.6
are,2007,9.4
are,2008,9.2
are,2009,8.9
are,2010,8.7
are,2011,8.4
are,2012,8.2
are,2013,8
are,2014,7.8
are,2015,7.6
are,2016,7.4
are,2017,7.2
are,2018,7
are,2019,6.8
are,2020,6.6
arg,1969,72.5
arg,1970,71.7
arg,1971,70.8
arg,1972,69.7
arg,1973,68.2
arg,1974,66.1
arg,1975,63.3
arg,1976,59.8
arg,1977,55.7
arg,1978,51.2
arg,1979,46.8
arg,1980,42.8
arg,1981,39.4
arg,1982,36.6
arg,1983,34.2
arg,1984,32.1
arg,1985,30.6
arg,1986,29.6
arg,1987,29.1
arg,1988,28.9
arg,1989,28.8
arg,1990,28.6
arg,1991,28.1
arg,1992,27.3
arg,1993,26.3
arg,1994,25.2
arg,1995,24.1
arg,1996,23.1
arg,1997,22.1
arg,1998,21.2
arg,1999,20.4
arg,2000,19.6
arg,2001,18.9
arg,2002,18.3
arg,2003,17.7
arg,2004,17.1
arg,2005,16.5
arg,2006,16.1
arg,2007,15.7
arg,2008,15.3
arg,2009,14.9
arg,2010,14.5
arg,2011,13.9
arg,2012,13.3
arg,2013,12.7
arg,2014,12.1
arg,2015,11.5
arg,2016,10.9
arg,2017,10.3
arg,2018,9.7
arg,2019,9.1
arg,2020,8.6
arm,1976,87.1
arm,1977,83.6
arm,1978,80.2
arm,1979,76.9
arm,1980,73.7
arm,1981,70.8
arm,1982,67.9
arm,1983,65.2
arm,1984,62.6
arm,1985,60.2
arm,1986,57.8
arm,1987,55.6
arm,1988,92.7
arm,1989,51.2
arm,1990,49.1
arm,1991,47
arm,1992,44.9
arm,1993,42.9
arm,1994,40.9
arm,1995,39
arm,1996,37.2
arm,1997,35.4
arm,1998,33.8
arm,1999,32.1
arm,2000,30.6
arm,2001,29.1
arm,2002,27.7
arm,2003,26.3
arm,2004,25
arm,2005,23.7
arm,2006,22.5
arm,2007,21.4
arm,2008,20.3
arm,2009,19.2
arm,2010,18.3
arm,2011,17.3
arm,2012,16.4
arm,2013,15.6
arm,2014,14.8
arm,2015,14.1
arm,2016,13.4
arm,2017,12.7
arm,2018,12.1
arm,2019,11.5
arm,2020,10.9
atg,1960,86.3
atg,1961,80.3
atg,1962,73.9
atg,1963,67.3
atg,1964,60.8
atg,1965,54.5
atg,1966,48.6
atg,1967,43.4
atg,1968,38.8
atg,1969,34.9
atg,1970,31.7
atg,1971,29
atg,1972,26.9
atg,1973,25.1
atg,1974,23.5
atg,1975,22.1
atg,1976,20.8
atg,1977,19.5
atg,1978,18.3
atg,1979,17.3
atg,1980,16.3
atg,1981,15.5
atg,1982,14.8
atg,1983,14.3
atg,1984,13.9
atg,1985,13.7
atg,1986,13.6
atg,1987,13.5
atg,1988,13.6
atg,1989,13.7
atg,1990,14
atg,1991,14.3
atg,1992,14.6
atg,1993,15
atg,1994,15.3
atg,1995,15.6
atg,1996,15.9
atg,1997,16
atg,1998,15.9
atg,1999,15.8
atg,2000,15.5
atg,2001,15.1
atg,2002,14.6
atg,2003,14.1
atg,2004,13.5
atg,2005,12.9
atg,2006,12.3
atg,2007,11.7
atg,2008,11.1
atg,2009,10.6
atg,2010,10
atg,2011,9.5
atg,2012,9
atg,2013,8.5
atg,2014,8.1
atg,2015,7.8
atg,2016,7.4
atg,2017,7.1
atg,2018,6.9
atg,2019,6.6
atg,2020,6.4
aus,1960,24.9
aus,1961,24.3
aus,1962,23.7
aus,1963,23.2
aus,1964,22.7
aus,1965,22.3
aus,1966,22.1
aus,1967,22
aus,1968,21.9
aus,1969,21.7
aus,1970,21.5
aus,1971,21
aus,1972,20.3
aus,1973,19.4
aus,1974,18.4
aus,1975,17.3
aus,1976,16.2
aus,1977,15.2
aus,1978,14.4
aus,1979,13.6
aus,1980,13
aus,1981,12.5
aus,1982,12.2
aus,1983,11.9
aus,1984,11.6
aus,1985,11.3
aus,1986,11
aus,1987,10.6
aus,1988,10.2
aus,1989,9.7
aus,1990,9.2
aus,1991,8.7
aus,1992,8.2
aus,1993,7.7
aus,1994,7.3
aus,1995,7
aus,1996,6.8
aus,1997,6.6
aus,1998,6.4
aus,1999,6.3
aus,2000,6.2
aus,2001,6.1
aus,2002,6
aus,2003,5.9
aus,2004,5.8
aus,2005,5.7
aus,2006,5.6
aus,2007,5.4
aus,2008,5.2
aus,2009,5
aus,2010,4.8
aus,2011,4.5
aus,2012,4.3
aus,2013,4.1
aus,2014,4
aus,2015,3.9
aus,2016,3.8
aus,2017,3.8
aus,2018,3.7
aus,2019,3.7
aus,2020,3.7
aut,1960,42.9
aut,1961,40.2
aut,1962,37.9
aut,1963,35.9
aut,1964,34.2
aut,1965,32.7
aut,1966,31.5
aut,1967,30.5
aut,1968,29.7
aut,1969,29.3
aut,1970,29
aut,1971,28.7
aut,1972,28.1
aut,1973,26.9
aut,1974,25.2
aut,1975,23.1
aut,1976,21
aut,1977,19.4
aut,1978,18.1
aut,1979,17.1
aut,1980,16.2
aut,1981,15.5
aut,1982,14.8
aut,1983,14.1
aut,1984,13.3
aut,1985,12.6
aut,1986,11.9
aut,1987,11.1
aut,1988,10.5
aut,1989,10
aut,1990,9.5
aut,1991,9.1
aut,1992,8.6
aut,1993,8
aut,1994,7.4
aut,1995,6.8
aut,1996,6.3
aut,1997,6
aut,1998,5.8
aut,1999,5.6
aut,2000,5.5
aut,2001,5.4
aut,2002,5.3
aut,2003,5.2
aut,2004,5.1
aut,2005,4.9
aut,2006,4.7
aut,2007,4.6
aut,2008,4.5
aut,2009,4.5
aut,2010,4.3
aut,2011,4.2
aut,2012,4
aut,2013,3.9
aut,2014,3.8
aut,2015,3.7
aut,2016,3.6
aut,2017,3.6
aut,2018,3.6
aut,2019,3.6
aut,2020,3.6
aze,1982,109.6
aze,1983,107.1
aze,1984,104.5
aze,1985,102.1
aze,1986,99.9
aze,1987,98.1
aze,1988,96.5
aze,1989,95.5
aze,1990,95
aze,1991,95.2
aze,1992,95.6
aze,1993,95.7
aze,1994,95.2
aze,1995,93.9
aze,1996,91.7
aze,1997,88.4
aze,1998,84.4
aze,1999,79.6
aze,2000,74.4
aze,2001,69.3
aze,2002,64.3
aze,2003,59.7
aze,2004,55.6
aze,2005,51.9
aze,2006,48.6
aze,2007,45.5
aze,2008,42.7
aze,2009,39.9
aze,2010,37.3
aze,2011,34.9
aze,2012,32.5
aze,2013,30.3
aze,2014,28.2
aze,2015,26.3
aze,2016,24.5
aze,2017,22.8
aze,2018,21.5
aze,2019,20.4
aze,2020,19.4
bdi,1964,240.7
bdi,1965,242.9
bdi,1966,245.2
bdi,1967,247.1
bdi,1968,248.7
bdi,1969,250.1
bdi,1970,251.3
bdi,1971,251.6
bdi,1972,317.3
bdi,1973,252.1
bdi,1974,252.1
bdi,1975,251.7
bdi,1976,250.4
bdi,1977,247
bdi,1978,241.6
bdi,1979,234
bdi,1980,224.9
bdi,1981,214.3
bdi,1982,203.6
bdi,1983,192.9
bdi,1984,183.3
bdi,1985,176.1
bdi,1986,171.3
bdi,1987,168.7
bdi,1988,168.1
bdi,1989,168.8
bdi,1990,170.1
bdi,1991,171.3
bdi,1992,172.4
bdi,1993,193.8
bdi,1994,172.7
bdi,1995,172
bdi,1996,170.1
bdi,1997,167.5
bdi,1998,163.8
bdi,1999,159.3
bdi,2000,154.5
bdi,2001,149.4
bdi,2002,143.8
bdi,2003,138.1
bdi,2004,131.9
bdi,2005,124.9
bdi,2006,117.6
bdi,2007,110.5
bdi,2008,103.6
bdi,2009,97.1
bdi,2010,91
bdi,2011,85.5
bdi,2012,80.3
bdi,2013,75.5
bdi,2014,71.3
bdi,2015,67.6
bdi,2016,64.4
bdi,2017,61.5
bdi,2018,59
bdi,2019,56.6
bdi,2020,54.4
bel,1960,33.8
bel,1961,32.4
bel,1962,31.2
bel,1963,30
bel,1964,28.9
bel,1965,27.9
bel,1966,27
bel,1967,26.2
bel,1968,25.5
bel,1969,24.8
bel,1970,24
bel,1971,23.1
bel,1972,22
bel,1973,20.8
bel,1974,19.6
bel,1975,18.5
bel,1976,17.5
bel,1977,16.7
bel,1978,15.9
bel,1979,15.2
bel,1980,14.6
bel,1981,13.9
bel,1982,13.3
bel,1983,12.7
bel,1984,12.2
bel,1985,11.7
bel,1986,11.4
bel,1987,11
bel,1988,10.7
bel,1989,10.3
bel,1990,10
bel,1991,9.7
bel,1992,9.3
bel,1993,8.8
bel,1994,8.2
bel,1995,7.6
bel,1996,7.1
bel,1997,6.6
bel,1998,6.3
bel,1999,6
bel,2000,5.8
bel,2001,5.6
bel,2002,5.4
bel,2003,5.2
bel,2004,5.1
bel,2005,4.9
bel,2006,4.8
bel,2007,4.7
bel,2008,4.6
bel,2009,4.5
bel,2010,4.4
bel,2011,4.4
bel,2012,4.3
bel,2013,4.2
bel,2014,4.1
bel,2015,4.1
bel,2016,4.1
bel,2017,4.1
bel,2018,4.2
bel,2019,4.2
bel,2020,4.2
ben,1960,309.9
ben,1961,304.9
ben,1962,299.8
ben,1963,294.7
ben,1964,289.6
ben,1965,284.2
ben,1966,279.2
ben,1967,274.3
ben,1968,269.7
ben,1969,265.1
ben,1970,260.5
ben,1971,256.1
ben,1972,251.4
ben,1973,246.6
ben,1974,241.7
ben,1975,236.7
ben,1976,231.6
ben,1977,226.5
ben,1978,221.7
ben,1979,217.1
ben,1980,212.7
ben,1981,208.5
ben,1982,204.5
ben,1983,200.5
ben,1984,196.7
ben,1985,192.8
ben,1986,188.9
ben,1987,185
ben,1988,181
ben,1989,176.9
ben,1990,172.9
ben,1991,168.9
ben,1992,164.8
ben,1993,160.9
ben,1994,157.1
ben,1995,153.4
ben,1996,150
ben,1997,146.6
ben,1998,143.4
ben,1999,140.1
ben,2000,136.8
ben,2001,133.7
ben,2002,130.5
ben,2003,127.4
ben,2004,124.4
ben,2005,121.5
ben,2006,118.8
ben,2007,116.2
ben,2008,113.7
ben,2009,111.3
ben,2010,109
ben,2011,106.7
ben,2012,104.4
ben,2013,102.1
ben,2014,99.8
ben,2015,97.6
ben,2016,95.4
ben,2017,93.2
ben,2018,90.9
ben,2019,88.4
ben,2020,85.9
bfa,1960,345.5
bfa,1961,341.6
bfa,1962,338.2
bfa,1963,335.1
bfa,1964,331.9
bfa,1965,328.9
bfa,1966,326.2
bfa,1967,323.8
bfa,1968,321.5
bfa,1969,319.2
bfa,1970,316.5
bfa,1971,313.3
bfa,1972,308.9
bfa,1973,302.7
bfa,1974,294.7
bfa,1975,285.2
bfa,1976,274.7
bfa,1977,264.4
bfa,1978,255
bfa,1979,246.8
bfa,1980,239.9
bfa,1981,234.2
bfa,1982,229.1
bfa,1983,224.4
bfa,1984,219.9
bfa,1985,215.3
bfa,1986,210.6
bfa,1987,206.4
bfa,1988,202.9
bfa,1989,200.5
bfa,1990,199.1
bfa,1991,198.4
bfa,1992,198.2
bfa,1993,197.7
bfa,1994,196.8
bfa,1995,195.1
bfa,1996,192.5
bfa,1997,189.4
bfa,1998,186.1
bfa,1999,182.6
bfa,2000,178.9
bfa,2001,174.9
bfa,2002,170.4
bfa,2003,165.3
bfa,2004,159.5
bfa,2005,153.1
bfa,2006,146.3
bfa,2007,139.5
bfa,2008,132.9
bfa,2009,126.9
bfa,2010,121.5
bfa,2011,116.9
bfa,2012,112.5
bfa,2013,108.3
bfa,2014,104.5
bfa,2015,100.9
bfa,2016,97.5
bfa,2017,94.1
bfa,2018,90.8
bfa,2019,87.8
bfa,2020,85
bgd,1960,262.6
bgd,1961,256.2
bgd,1962,250.4
bgd,1963,245.1
bgd,1964,240.5
bgd,1965,236.5
bgd,1966,233.5
bgd,1967,231.3
bgd,1968,229.7
bgd,1969,228.7
bgd,1970,273.8
bgd,1971,371.3
bgd,1972,227.7
bgd,1973,227.1
bgd,1974,225.9
bgd,1975,224.2
bgd,1976,221.8
bgd,1977,218.6
bgd,1978,214.9
bgd,1979,210.5
bgd,1980,205.7
bgd,1981,200.7
bgd,1982,195.3
bgd,1983,189.7
bgd,1984,183.9
bgd,1985,177.8
bgd,1986,171.5
bgd,1987,165.1
bgd,1988,158.7
bgd,1989,152.4
bgd,1990,146.1
bgd,1991,139.8
bgd,1992,133.5
bgd,1993,127.2
bgd,1994,120.9
bgd,1995,114.7
bgd,1996,108.6
bgd,1997,102.6
bgd,1998,96.8
bgd,1999,91.3
bgd,2000,86
bgd,2001,81.1
bgd,2002,76.5
bgd,2003,72.3
bgd,2004,68.3
bgd,2005,64.6
bgd,2006,61
bgd,2007,57.8
bgd,2008,54.7
bgd,2009,51.8
bgd,2010,49.1
bgd,2011,46.7
bgd,2012,44.4
bgd,2013,42.2
bgd,2014,40.1
bgd,2015,38.1
bgd,2016,36.1
bgd,2017,34.2
bgd,2018,32.4
bgd,2019,30.7
bgd,2020,29.1
bgr,1960,55.4
bgr,1961,48.8
bgr,1962,44
bgr,1963,40.8
bgr,1964,38.8
bgr,1965,37.7
bgr,1966,37
bgr,1967,36.4
bgr,1968,35.5
bgr,1969,34.1
bgr,1970,32.5
bgr,1971,31
bgr,1972,30
bgr,1973,29.5
bgr,1974,29.2
bgr,1975,28.7
bgr,1976,28.1
bgr,1977,27.1
bgr,1978,26
bgr,1979,24.9
bgr,1980,23.8
bgr,1981,23
bgr,1982,22.2
bgr,1983,21.5
bgr,1984,20.7
bgr,1985,19.7
bgr,1986,18.7
bgr,1987,18
bgr,1988,17.7
bgr,1989,17.9
bgr,1990,18.4
bgr,1991,19
bgr,1992,19.2
bgr,1993,19.2
bgr,1994,19.1
bgr,1995,19.3
bgr,1996,19.4
bgr,1997,19.3
bgr,1998,18.9
bgr,1999,18.3
bgr,2000,17.5
bgr,2001,16.7
bgr,2002,15.9
bgr,2003,15.1
bgr,2004,14.2
bgr,2005,13.3
bgr,2006,12.4
bgr,2007,11.8
bgr,2008,11.4
bgr,2009,11.1
bgr,2010,10.8
bgr,2011,10.4
bgr,2012,9.8
bgr,2013,9.3
bgr,2014,8.7
bgr,2015,8.2
bgr,2016,7.7
bgr,2017,7.3
bgr,2018,7
bgr,2019,6.6
bgr,2020,6.1
bhr,1960,197.9
bhr,1961,181.2
bhr,1962,165.6
bhr,1963,151.1
bhr,1964,137.7
bhr,1965,125.4
bhr,1966,114
bhr,1967,103.3
bhr,1968,93.5
bhr,1969,84.5
bhr,1970,76.3
bhr,1971,68.9
bhr,1972,62.3
bhr,1973,56.5
bhr,1974,51.5
bhr,1975,47
bhr,1976,43.2
bhr,1977,39.9
bhr,1978,37
bhr,1979,34.4
bhr,1980,32.2
bhr,1981,30.3
bhr,1982,28.7
bhr,1983,27.3
bhr,1984,26.1
bhr,1985,25
bhr,1986,24.2
bhr,1987,23.7
bhr,1988,23.4
bhr,1989,23.2
bhr,1990,23
bhr,1991,22.7
bhr,1992,22.1
bhr,1993,21.1
bhr,1994,19.7
bhr,1995,18.1
bhr,1996,16.6
bhr,1997,15.2
bhr,1998,14
bhr,1999,13.1
bhr,2000,12.5
bhr,2001,12
bhr,2002,11.6
bhr,2003,11.3
bhr,2004,11
bhr,2005,10.6
bhr,2006,10.2
bhr,2007,9.8
bhr,2008,9.3
bhr,2009,8.9
bhr,2010,8.5
bhr,2011,8.2
bhr,2012,8
bhr,2013,7.8
bhr,2014,7.7
bhr,2015,7.6
bhr,2016,7.5
bhr,2017,7.3
bhr,2018,7.1
bhr,2019,7
bhr,2020,6.8
bhs,1968,29.4
bhs,1969,29.9
bhs,1970,30.5
bhs,1971,30.9
bhs,1972,31.3
bhs,1973,31.5
bhs,1974,31.6
bhs,1975,31.5
bhs,1976,31.2
bhs,1977,30.9
bhs,1978,30.4
bhs,1979,29.9
bhs,1980,29.4
bhs,1981,29
bhs,1982,28.7
bhs,1983,28.4
bhs,1984,28.1
bhs,1985,27.8
bhs,1986,27.3
bhs,1987,26.6
bhs,1988,25.6
bhs,1989,24.6
bhs,1990,23.5
bhs,1991,22.4
bhs,1992,21.3
bhs,1993,20.3
bhs,1994,19.4
bhs,1995,18.5
bhs,1996,17.7
bhs,1997,17
bhs,1998,16.5
bhs,1999,16.3
bhs,2000,16.3
bhs,2001,16.4
bhs,2002,16.5
bhs,2003,16.7
bhs,2004,16.8
bhs,2005,16.8
bhs,2006,16.7
bhs,2007,16.5
bhs,2008,16.2
bhs,2009,15.9
bhs,2010,15.6
bhs,2011,15.2
bhs,2012,14.9
bhs,2013,14.6
bhs,2014,14.3
bhs,2015,14
bhs,2016,13.7
bhs,2017,13.3
bhs,2018,13
bhs,2019,22.4
bhs,2020,12.3
bih,1984,29.4
bih,1985,27
bih,1986,24.9
bih,1987,23
bih,1988,21.2
bih,1989,19.6
bih,1990,18.1
bih,1991,16.8
bih,1992,35.5
bih,1993,35
bih,1994,26.1
bih,1995,14
bih,1996,12.2
bih,1997,11.5
bih,1998,10.9
bih,1999,10.3
bih,2000,9.9
bih,2001,9.6
bih,2002,9.3
bih,2003,9.2
bih,2004,9.1
bih,2005,8.9
bih,2006,8.6
bih,2007,8.3
bih,2008,7.9
bih,2009,7.5
bih,2010,7.2
bih,2011,6.9
bih,2012,6.7
bih,2013,6.5
bih,2014,6.4
bih,2015,6.3
bih,2016,6.2
bih,2017,6.1
bih,2018,6
bih,2019,5.9
bih,2020,5.7
blr,1980,21
blr,1981,20.2
blr,1982,19.4
blr,1983,18.7
blr,1984,18.1
blr,1985,17.6
blr,1986,17
blr,1987,16.4
blr,1988,15.9
blr,1989,15.5
blr,1990,15.2
blr,1991,15.2
blr,1992,15.3
blr,1993,15.5
blr,1994,15.7
blr,1995,15.7
blr,1996,15.5
blr,1997,15.1
blr,1998,14.5
blr,1999,13.7
blr,2000,12.7
blr,2001,11.8
blr,2002,10.9
blr,2003,10.1
blr,2004,9.4
blr,2005,8.7
blr,2006,8
blr,2007,7.3
blr,2008,6.6
blr,2009,6.1
blr,2010,5.6
blr,2011,5.2
blr,2012,4.9
blr,2013,4.6
blr,2014,4.3
blr,2015,4.1
blr,2016,3.9
blr,2017,3.6
blr,2018,3.4
blr,2019,3.1
blr,2020,2.9
blz,1967,111
blz,1968,106.4
blz,1969,101.7
blz,1970,97.4
blz,1971,93.2
blz,1972,89.3
blz,1973,85.6
blz,1974,82.2
blz,1975,78.9
blz,1976,75.8
blz,1977,72.9
blz,1978,70.1
blz,1979,67.4
blz,1980,64.7
blz,1981,62.1
blz,1982,59.5
blz,1983,56.9
blz,1984,54.3
blz,1985,51.6
blz,1986,48.9
blz,1987,46.2
blz,1988,43.5
blz,1989,40.9
blz,1990,38.4
blz,1991,36
blz,1992,33.9
blz,1993,32
blz,1994,30.4
blz,1995,28.9
blz,1996,27.6
blz,1997,26.4
blz,1998,25.4
blz,1999,24.4
blz,2000,23.6
blz,2001,22.8
blz,2002,22.2
blz,2003,21.7
blz,2004,21.3
blz,2005,20.9
blz,2006,20.6
blz,2007,20.3
blz,2008,19.9
blz,2009,19.4
blz,2010,18.9
blz,2011,18.3
blz,2012,17.7
blz,2013,16.9
blz,2014,16.1
blz,2015,15.3
blz,2016,14.5
blz,2017,13.7
blz,2018,12.9
blz,2019,12.3
blz,2020,11.7
bol,1960,290.9
bol,1961,284.8
bol,1962,278.6
bol,1963,272.4
bol,1964,266.3
bol,1965,260
bol,1966,254
bol,1967,247.7
bol,1968,241.6
bol,1969,235.4
bol,1970,229.2
bol,1971,222.9
bol,1972,216.5
bol,1973,210.1
bol,1974,203.7
bol,1975,197.2
bol,1976,191.1
bol,1977,185
bol,1978,179.3
bol,1979,174
bol,1980,169
bol,1981,164.4
bol,1982,159.9
bol,1983,155.5
bol,1984,151
bol,1985,146.3
bol,1986,141.4
bol,1987,136.5
bol,1988,131.5
bol,1989,126.6
bol,1990,121.7
bol,1991,116.9
bol,1992,112.2
bol,1993,107.6
bol,1994,103
bol,1995,98.4
bol,1996,93.8
bol,1997,89.2
bol,1998,84.6
bol,1999,80.1
bol,2000,75.6
bol,2001,71.3
bol,2002,67.2
bol,2003,63.3
bol,2004,59.6
bol,2005,56.2
bol,2006,52.9
bol,2007,49.8
bol,2008,46.9
bol,2009,44.1
bol,2010,41.6
bol,2011,39.2
bol,2012,37
bol,2013,34.9
bol,2014,33
bol,2015,31.3
bol,2016,29.9
bol,2017,28.6
bol,2018,27.4
bol,2019,26.3
bol,2020,25.4
bra,1960,169.8
bra,1961,165.2
bra,1962,160.7
bra,1963,156.5
bra,1964,152.7
bra,1965,149.2
bra,1966,146
bra,1967,142.8
bra,1968,139.7
bra,1969,136.5
bra,1970,133.1
bra,1971,129.7
bra,1972,126.3
bra,1973,122.9
bra,1974,119.5
bra,1975,116.1
bra,1976,112.6
bra,1977,108.9
bra,1978,104.9
bra,1979,100.7
bra,1980,96.3
bra,1981,91.9
bra,1982,87.7
bra,1983,83.8
bra,1984,80.3
bra,1985,77
bra,1986,74
bra,1987,71.2
bra,1988,68.5
bra,1989,65.8
bra,1990,63.1
bra,1991,60.4
bra,1992,57.4
bra,1993,54.3
bra,1994,51.1
bra,1995,48
bra,1996,45
bra,1997,42.2
bra,1998,39.6
bra,1999,37.1
bra,2000,34.7
bra,2001,32.5
bra,2002,30.4
bra,2003,28.4
bra,2004,26.5
bra,2005,24.8
bra,2006,23.2
bra,2007,21.8
bra,2008,20.6
bra,2009,19.5
bra,2010,18.6
bra,2011,17.9
bra,2012,17.2
bra,2013,16.7
bra,2014,16.3
bra,2015,15.9
bra,2016,16.7
bra,2017,15.4
bra,2018,15.2
bra,2019,14.9
bra,2020,14.7
brb,1960,84.5
brb,1961,78.4
brb,1962,73.2
brb,1963,68.7
brb,1964,64.7
brb,1965,61.1
brb,1966,58
brb,1967,55.3
brb,1968,52.8
brb,1969,50.3
brb,1970,47.9
brb,1971,45.5
brb,1972,43.1
brb,1973,40.8
brb,1974,38.6
brb,1975,36.4
brb,1976,34.3
brb,1977,32.3
brb,1978,30.4
brb,1979,28.6
brb,1980,26.9
brb,1981,25.5
brb,1982,24.4
brb,1983,23.4
brb,1984,22.6
brb,1985,21.9
brb,1986,21.2
brb,1987,20.4
brb,1988,19.7
brb,1989,18.9
brb,1990,18.1
brb,1991,17.4
brb,1992,16.6
brb,1993,16
brb,1994,15.5
brb,1995,15.2
brb,1996,14.9
brb,1997,14.8
brb,1998,14.8
brb,1999,14.9
brb,2000,15.1
brb,2001,15.3
brb,2002,15.5
brb,2003,15.7
brb,2004,15.7
brb,2005,15.7
brb,2006,15.6
brb,2007,15.4
brb,2008,15.3
brb,2009,15.1
brb,2010,15
brb,2011,14.8
brb,2012,14.7
brb,2013,14.6
brb,2014,14.3
brb,2015,14
brb,2016,13.7
brb,2017,13.4
brb,2018,13
brb,2019,12.6
brb,2020,12.2
brn,1960,122.4
brn,1961,110
brn,1962,98.3
brn,1963,88
brn,1964,79.5
brn,1965,72.9
brn,1966,68
brn,1967,64.1
brn,1968,60.8
brn,1969,57.6
brn,1970,54
brn,1971,50.1
brn,1972,45.9
brn,1973,41.6
brn,1974,37.5
brn,1975,33.7
brn,1976,30.4
brn,1977,27.4
brn,1978,24.9
brn,1979,22.6
brn,1980,20.7
brn,1981,19
brn,1982,17.6
brn,1983,16.5
brn,1984,15.6
brn,1985,14.8
brn,1986,14.2
brn,1987,13.8
brn,1988,13.5
brn,1989,13.3
brn,1990,13.3
brn,1991,13.3
brn,1992,13.2
brn,1993,13.1
brn,1994,12.8
brn,1995,12.4
brn,1996,12
brn,1997,11.5
brn,1998,11.1
brn,1999,10.7
brn,2000,10.3
brn,2001,10.1
brn,2002,9.8
brn,2003,9.7
brn,2004,9.6
brn,2005,9.5
