geo,time,en_urb_lcty
gab,1990,365694
gab,1991,382377
gab,1992,399845
gab,1993,418060
gab,1994,428973
gab,1995,439429
gab,1996,450154
gab,1997,461111
gab,1998,472350
gab,1999,483863
gab,2000,495673
gab,2001,507737
gab,2002,520113
gab,2003,532790
gab,2004,547151
gab,2005,562860
gab,2006,579043
gab,2007,595691
gab,2008,612842
gab,2009,630438
gab,2010,648564
gab,2011,667211
gab,2012,686421
gab,2013,706129
gab,2014,726403
gab,2015,747259
gab,2016,768713
gab,2017,790784
gab,2018,813489
gab,2019,823870
gab,2020,834204
gab,2021,845100
gbr,1960,8195769
gbr,1961,8168112
gbr,1962,8092157
gbr,1963,8016909
gbr,1964,7942259
gbr,1965,7868506
gbr,1966,7795337
gbr,1967,7722850
gbr,1968,7650937
gbr,1969,7579890
gbr,1970,7509405
gbr,1971,7437643
gbr,1972,7357951
gbr,1973,7279328
gbr,1974,7201439
gbr,1975,7124383
gbr,1976,7048047
gbr,1977,6972736
gbr,1978,6898127
gbr,1979,6824317
gbr,1980,6751196
gbr,1981,6698500
gbr,1982,6709089
gbr,1983,6719694
gbr,1984,6730330
gbr,1985,6740954
gbr,1986,6751610
gbr,1987,6762282
gbr,1988,6772986
gbr,1989,6783677
gbr,1990,6794400
gbr,1991,6840784
gbr,1992,6887549
gbr,1993,6934504
gbr,1994,6981844
gbr,1995,7029508
gbr,1996,7077563
gbr,1997,7125813
gbr,1998,7174459
gbr,1999,7223438
gbr,2000,7272819
gbr,2001,7322400
gbr,2002,7366701
gbr,2003,7411269
gbr,2004,7456170
gbr,2005,7501217
gbr,2006,7546600
gbr,2007,7668093
gbr,2008,7791713
gbr,2009,7916978
gbr,2010,8044433
gbr,2011,8173941
gbr,2012,8293332
gbr,2013,8414132
gbr,2014,8536861
gbr,2015,8661381
gbr,2016,8787892
gbr,2017,8916251
gbr,2018,9046485
gbr,2019,9176530
gbr,2020,9304016
gbr,2021,9425622
geo,1960,717766
geo,1961,734021
geo,1962,750667
geo,1963,767690
geo,1964,785124
geo,1965,802904
geo,1966,821112
geo,1967,839733
geo,1968,858803
geo,1969,878251
geo,1970,897244
geo,1971,915529
geo,1972,934213
geo,1973,953226
geo,1974,972652
geo,1975,992474
geo,1976,1012728
geo,1977,1033338
geo,1978,1054397
geo,1979,1073531
geo,1980,1090199
geo,1981,1107079
geo,1982,1124245
geo,1983,1141676
geo,1984,1159403
geo,1985,1177355
geo,1986,1195610
geo,1987,1214148
geo,1988,1232999
geo,1989,1236979
geo,1990,1223833
geo,1991,1210826
geo,1992,1197940
geo,1993,1185226
geo,1994,1172630
geo,1995,1160168
geo,1996,1147821
geo,1997,1135639
geo,1998,1123569
geo,1999,1111629
geo,2000,1099798
geo,2001,1088126
geo,2002,1081561
geo,2003,1081297
geo,2004,1081032
geo,2005,1080767
geo,2006,1080503
geo,2007,1080238
geo,2008,1079974
geo,2009,1079710
geo,2010,1079445
geo,2011,1079181
geo,2012,1078917
geo,2013,1078653
geo,2014,1078389
geo,2015,1078125
geo,2016,1077861
geo,2017,1077597
geo,2018,1077333
geo,2019,1077346
geo,2020,1077833
geo,2021,1078846
gha,1960,392582
gha,1961,411843
gha,1962,432079
gha,1963,453309
gha,1964,475613
gha,1965,498949
gha,1966,523464
gha,1967,549184
gha,1968,576206
gha,1969,604477
gha,1970,630670
gha,1971,650771
gha,1972,671541
gha,1973,692914
gha,1974,714998
gha,1975,737787
gha,1976,761334
gha,1977,785565
gha,1978,810602
gha,1979,836438
gha,1980,863134
gha,1981,890605
gha,1982,918990
gha,1983,948279
gha,1984,979183
gha,1985,1012501
gha,1986,1047000
gha,1987,1082675
gha,1988,1119617
gha,1989,1157713
gha,1990,1197161
gha,1991,1237952
gha,1992,1280192
gha,1993,1323752
gha,1994,1368857
gha,1995,1415498
gha,1996,1463797
gha,1997,1513604
gha,1998,1565177
gha,1999,1618508
gha,2000,1668240
gha,2001,1703765
gha,2002,1740097
gha,2003,1777203
gha,2004,1815154
gha,2005,1853807
gha,2006,1893339
gha,2007,1933713
gha,2008,1975006
gha,2009,2017063
gha,2010,2060076
gha,2011,2118385
gha,2012,2233146
gha,2013,2354124
gha,2014,2481656
gha,2015,2616097
gha,2016,2757821
gha,2017,2907222
gha,2018,3064718
gha,2019,3205586
gha,2020,3348062
gha,2021,3490030
gin,1960,112158
gin,1961,126945
gin,1962,143707
gin,1963,162682
gin,1964,184193
gin,1965,208478
gin,1966,236005
gin,1967,267167
gin,1968,302495
gin,1969,342377
gin,1970,387584
gin,1971,438760
gin,1972,496778
gin,1973,532673
gin,1974,545773
gin,1975,559195
gin,1976,572967
gin,1977,587039
gin,1978,601476
gin,1979,616268
gin,1980,631446
gin,1981,646954
gin,1982,662864
gin,1983,682181
gin,1984,706566
gin,1985,731751
gin,1986,757871
gin,1987,784924
gin,1988,812981
gin,1989,841960
gin,1990,872014
gin,1991,903140
gin,1992,935423
gin,1993,968767
gin,1994,1003347
gin,1995,1039161
gin,1996,1076306
gin,1997,1107911
gin,1998,1135091
gin,1999,1162939
gin,2000,1191510
gin,2001,1220700
gin,2002,1250648
gin,2003,1281331
gin,2004,1312810
gin,2005,1344973
gin,2006,1377969
gin,2007,1411776
gin,2008,1446459
gin,2009,1481896
gin,2010,1518252
gin,2011,1555500
gin,2012,1593715
gin,2013,1632759
gin,2014,1672817
gin,2015,1713858
gin,2016,1755905
gin,2017,1798985
gin,2018,1843121
gin,2019,1889233
gin,2020,1938272
gin,2021,1991134
gmb,1960,37068
gmb,1961,38399
gmb,1962,39781
gmb,1963,41249
gmb,1964,42919
gmb,1965,44653
gmb,1966,46459
gmb,1967,48344
gmb,1968,52569
gmb,1969,57151
gmb,1970,62138
gmb,1971,67561
gmb,1972,73466
gmb,1973,79530
gmb,1974,84603
gmb,1975,90000
gmb,1976,95750
gmb,1977,101850
gmb,1978,108347
gmb,1979,115259
gmb,1980,122622
gmb,1981,130433
gmb,1982,138754
gmb,1983,147607
gmb,1984,157045
gmb,1985,167057
gmb,1986,177724
gmb,1987,189071
gmb,1988,201160
gmb,1989,213985
gmb,1990,227648
gmb,1991,242183
gmb,1992,257667
gmb,1993,272140
gmb,1994,279855
gmb,1995,287788
gmb,1996,295958
gmb,1997,304337
gmb,1998,312964
gmb,1999,321836
gmb,2000,330973
gmb,2001,340342
gmb,2002,349990
gmb,2003,358792
gmb,2004,363557
gmb,2005,368373
gmb,2006,373259
gmb,2007,378210
gmb,2008,383233
gmb,2009,388309
gmb,2010,393459
gmb,2011,398678
gmb,2012,403973
gmb,2013,409324
gmb,2014,414746
gmb,2015,420240
gmb,2016,425806
gmb,2017,431446
gmb,2018,437161
gmb,2019,443428
gmb,2020,450689
gmb,2021,459311
gnb,1960,25569
gnb,1961,27616
gnb,1962,29830
gnb,1963,32221
gnb,1964,34807
gnb,1965,37594
gnb,1966,40607
gnb,1967,43863
gnb,1968,47384
gnb,1969,51177
gnb,1970,55279
gnb,1971,59711
gnb,1972,64504
gnb,1973,69668
gnb,1974,75252
gnb,1975,81285
gnb,1976,87810
gnb,1977,94839
gnb,1978,102442
gnb,1979,110091
gnb,1980,115407
gnb,1981,120963
gnb,1982,126795
gnb,1983,132909
gnb,1984,139326
gnb,1985,146034
gnb,1986,153076
gnb,1987,160456
gnb,1988,168204
gnb,1989,176302
gnb,1990,184803
gnb,1991,193713
gnb,1992,202129
gnb,1993,210178
gnb,1994,218560
gnb,1995,227276
gnb,1996,236352
gnb,1997,245764
gnb,1998,255565
gnb,1999,265757
gnb,2000,276370
gnb,2001,287376
gnb,2002,298836
gnb,2003,310754
gnb,2004,323163
gnb,2005,336033
gnb,2006,349434
gnb,2007,363369
gnb,2008,377880
gnb,2009,392928
gnb,2010,408575
gnb,2011,424846
gnb,2012,441764
gnb,2013,459356
gnb,2014,477648
gnb,2015,496669
gnb,2016,516448
gnb,2017,537014
gnb,2018,558399
gnb,2019,578829
gnb,2020,599714
gnb,2021,620974
gnq,1960,15035
gnq,1961,15406
gnq,1962,15731
gnq,1963,16063
gnq,1964,16402
gnq,1965,16747
gnq,1966,17100
gnq,1967,17460
gnq,1968,17829
gnq,1969,18204
gnq,1970,18587
gnq,1971,18979
gnq,1972,19380
gnq,1973,19787
gnq,1974,20204
gnq,1975,20630
gnq,1976,21066
gnq,1977,21509
gnq,1978,21962
gnq,1979,22425
gnq,1980,22898
gnq,1981,23380
gnq,1982,23873
gnq,1983,24376
gnq,1984,25995
gnq,1985,27749
gnq,1986,29625
gnq,1987,31628
gnq,1988,33769
gnq,1989,36049
gnq,1990,38486
gnq,1991,41087
gnq,1992,43869
gnq,1993,46830
gnq,1994,49996
gnq,1995,57410
gnq,1996,65975
gnq,1997,75789
gnq,1998,87080
gnq,1999,100053
gnq,2000,114980
gnq,2001,132084
gnq,2002,140549
gnq,2003,149462
gnq,2004,158954
gnq,2005,169019
gnq,2006,179737
gnq,2007,191135
gnq,2008,203273
gnq,2009,216145
gnq,2010,229852
gnq,2011,244428
gnq,2012,259950
gnq,2013,276411
gnq,2014,293939
gnq,2015,312579
gnq,2016,332401
gnq,2017,353480
gnq,2018,375896
gnq,2019,395403
gnq,2020,415270
gnq,2021,435174
grc,1960,1813686
grc,1961,1869311
grc,1962,1929349
grc,1963,1991316
grc,1964,2055363
grc,1965,2121284
grc,1966,2189416
grc,1967,2259735
grc,1968,2332415
grc,1969,2407223
grc,1970,2484538
grc,1971,2553503
grc,1972,2598482
grc,1973,2644126
grc,1974,2690636
grc,1975,2737965
grc,1976,2786192
grc,1977,2835134
grc,1978,2885004
grc,1979,2935751
grc,1980,2987463
grc,1981,3028415
grc,1982,3032969
grc,1983,3037530
grc,1984,3042104
grc,1985,3046672
grc,1986,3051253
grc,1987,3055841
grc,1988,3060443
grc,1989,3065038
grc,1990,3069647
grc,1991,3076196
grc,1992,3087513
grc,1993,3098841
grc,1994,3110226
grc,1995,3121652
grc,1996,3133137
grc,1997,3144631
grc,1998,3156184
grc,1999,3167780
grc,2000,3179434
grc,2001,3187197
grc,2002,3185330
grc,2003,3183464
grc,2004,3181597
grc,2005,3179736
grc,2006,3177873
grc,2007,3176011
grc,2008,3174148
grc,2009,3172292
grc,2010,3170434
grc,2011,3168576
grc,2012,3166719
grc,2013,3164863
grc,2014,3163009
grc,2015,3161155
grc,2016,3159302
grc,2017,3157451
grc,2018,3155600
grc,2019,3154152
grc,2020,3153355
grc,2021,3153255
gtm,1960,604810
gtm,1961,636744
gtm,1962,670411
gtm,1963,705858
gtm,1964,740841
gtm,1965,767642
gtm,1966,795452
gtm,1967,824269
gtm,1968,854172
gtm,1969,885073
gtm,1970,917137
gtm,1971,950362
gtm,1972,984839
gtm,1973,1015719
gtm,1974,1034204
gtm,1975,1053025
gtm,1976,1072216
gtm,1977,1091703
gtm,1978,1111571
gtm,1979,1131800
gtm,1980,1152427
gtm,1981,1175038
gtm,1982,1202642
gtm,1983,1230895
gtm,1984,1259851
gtm,1985,1289406
gtm,1986,1319696
gtm,1987,1350698
gtm,1988,1382473
gtm,1989,1414904
gtm,1990,1448143
gtm,1991,1482163
gtm,1992,1517030
gtm,1993,1552618
gtm,1994,1593148
gtm,1995,1650930
gtm,1996,1710891
gtm,1997,1772856
gtm,1998,1837156
gtm,1999,1903788
gtm,2000,1972933
gtm,2001,2044389
gtm,2002,2118536
gtm,2003,2183304
gtm,2004,2241878
gtm,2005,2301857
gtm,2006,2363526
gtm,2007,2426847
gtm,2008,2491956
gtm,2009,2525697
gtm,2010,2559942
gtm,2011,2594651
gtm,2012,2629880
gtm,2013,2665488
gtm,2014,2701628
gtm,2015,2738259
gtm,2016,2775437
gtm,2017,2813016
gtm,2018,2851104
gtm,2019,2891230
gtm,2020,2934841
gtm,2021,2983174
hkg,1960,2611539
hkg,1961,2696989
hkg,1962,2781687
hkg,1963,2861217
hkg,1964,2938435
hkg,1965,3015435
hkg,1966,3093502
hkg,1967,3172260
hkg,1968,3250427
hkg,1969,3325938
hkg,1970,3397839
hkg,1971,3466809
hkg,1972,3537455
hkg,1973,3610906
hkg,1974,3696258
hkg,1975,3799487
hkg,1976,3924262
hkg,1977,4067185
hkg,1978,4218777
hkg,1979,4365240
hkg,1980,4496588
hkg,1981,4608529
hkg,1982,4703886
hkg,1983,4788705
hkg,1984,4871853
hkg,1985,4959721
hkg,1986,5112486
hkg,1987,5343164
hkg,1988,5514838
hkg,1989,5647589
hkg,1990,5753523
hkg,1991,5844232
hkg,1992,5918031
hkg,1993,5983355
hkg,1994,6055086
hkg,1995,6140101
hkg,1996,6241810
hkg,1997,6356470
hkg,1998,6473836
hkg,1999,6579564
hkg,2000,6663654
hkg,2001,6722306
hkg,2002,6759491
hkg,2003,6782571
hkg,2004,6802597
hkg,2005,6827761
hkg,2006,6860376
hkg,2007,6898397
hkg,2008,6940323
hkg,2009,6983272
hkg,2010,7025221
hkg,2011,7065815
hkg,2012,7106399
hkg,2013,7148571
hkg,2014,7194563
hkg,2015,7245701
hkg,2016,7302843
hkg,2017,7364883
hkg,2018,7428887
hkg,2019,7490776
hkg,2020,7547652
hkg,2021,7598189
hnd,1960,128157
hnd,1961,135611
hnd,1962,143342
hnd,1963,151513
hnd,1964,160162
hnd,1965,169280
hnd,1966,178929
hnd,1967,189129
hnd,1968,199926
hnd,1969,211307
hnd,1970,223353
hnd,1971,236085
hnd,1972,249562
hnd,1973,263769
hnd,1974,278132
hnd,1975,291779
hnd,1976,306117
hnd,1977,321116
hnd,1978,336873
hnd,1979,353402
hnd,1980,370768
hnd,1981,388935
hnd,1982,408019
hnd,1983,428040
hnd,1984,449073
hnd,1985,471077
hnd,1986,494191
hnd,1987,518440
hnd,1988,542045
hnd,1989,556994
hnd,1990,572376
hnd,1991,588182
hnd,1992,604448
hnd,1993,621118
hnd,1994,638271
hnd,1995,655897
hnd,1996,674036
hnd,1997,692624
hnd,1998,711751
hnd,1999,731407
hnd,2000,751634
hnd,2001,772362
hnd,2002,798248
hnd,2003,825393
hnd,2004,853501
hnd,2005,882485
hnd,2006,912495
hnd,2007,943526
hnd,2008,975657
hnd,2009,1008789
hnd,2010,1043094
hnd,2011,1078566
hnd,2012,1115295
hnd,2013,1153169
hnd,2014,1192384
hnd,2015,1232933
hnd,2016,1274860
hnd,2017,1318213
hnd,2018,1363041
hnd,2019,1403162
hnd,2020,1444085
hnd,2021,1485300
hrv,1960,429707
hrv,1961,440897
hrv,1962,452968
hrv,1963,465371
hrv,1964,478131
hrv,1965,491204
hrv,1966,504653
hrv,1967,518470
hrv,1968,532686
hrv,1969,547251
hrv,1970,562234
hrv,1971,575603
hrv,1972,583190
hrv,1973,590855
hrv,1974,598632
hrv,1975,606511
hrv,1976,614505
hrv,1977,622581
hrv,1978,630776
hrv,1979,639078
hrv,1980,647501
hrv,1981,655137
hrv,1982,660255
hrv,1983,665414
hrv,1984,670619
hrv,1985,675851
hrv,1986,681132
hrv,1987,686453
hrv,1988,691823
hrv,1989,697221
hrv,1990,702668
hrv,1991,706387
hrv,1992,704866
hrv,1993,703353
hrv,1994,701841
hrv,1995,700333
hrv,1996,698825
hrv,1997,697325
hrv,1998,695826
hrv,1999,694331
hrv,2000,692836
hrv,2001,691634
hrv,2002,691277
hrv,2003,690921
hrv,2004,690564
hrv,2005,690208
hrv,2006,689852
hrv,2007,689496
hrv,2008,689140
hrv,2009,688785
hrv,2010,688430
hrv,2011,688074
hrv,2012,687718
hrv,2013,687363
hrv,2014,687007
hrv,2015,686652
hrv,2016,686297
hrv,2017,685942
hrv,2018,685587
hrv,2019,685233
hrv,2020,684878
hrv,2021,684524
hti,1960,247495
hti,1961,263273
hti,1962,280080
hti,1963,297961
hti,1964,317011
hti,1965,337220
hti,1966,358749
hti,1967,381652
hti,1968,406052
hti,1969,431938
hti,1970,459514
hti,1971,488850
hti,1972,510507
hti,1973,531082
hti,1974,552515
hti,1975,574813
hti,1976,598044
hti,1977,622146
hti,1978,647255
hti,1979,673377
hti,1980,700592
hti,1981,728826
hti,1982,758240
hti,1983,796129
hti,1984,837482
hti,1985,880860
hti,1986,926550
hti,1987,974610
hti,1988,1025234
hti,1989,1078338
hti,1990,1134271
hti,1991,1193105
hti,1992,1255078
hti,1993,1309983
hti,1994,1367371
hti,1995,1427274
hti,1996,1489888
hti,1997,1529130
hti,1998,1569463
hti,1999,1610859
hti,2000,1693468
hti,2001,1780069
hti,2002,1871226
hti,2003,1967052
hti,2004,2066551
hti,2005,2170626
hti,2006,2280097
hti,2007,2395089
hti,2008,2516051
hti,2009,2642763
hti,2010,2140638
hti,2011,2197197
hti,2012,2255331
hti,2013,2314837
hti,2014,2375913
hti,2015,2438601
hti,2016,2502942
hti,2017,2568981
hti,2018,2636763
hti,2019,2704187
hti,2020,2773553
hti,2021,2843925
hun,1960,1811120
hun,1961,1824272
hun,1962,1837537
hun,1963,1850900
hun,1964,1864378
hun,1965,1877916
hun,1966,1891572
hun,1967,1905327
hun,1968,1919201
hun,1969,1933138
hun,1970,1945954
hun,1971,1957585
hun,1972,1969301
hun,1973,1981056
hun,1974,1992896
hun,1975,2004808
hun,1976,2016807
hun,1977,2028845
hun,1978,2040971
hun,1979,2053170
hun,1980,2057204
hun,1981,2052908
hun,1982,2048614
hun,1983,2044330
hun,1984,2040048
hun,1985,2035788
hun,1986,2031530
hun,1987,2027281
hun,1988,2023036
hun,1989,2018811
hun,1990,2005208
hun,1991,1982269
hun,1992,1959561
hun,1993,1937175
hun,1994,1915015
hun,1995,1893108
hun,1996,1871422
hun,1997,1850043
hun,1998,1828879
hun,1999,1807957
hun,2000,1787247
hun,2001,1773401
hun,2002,1769025
hun,2003,1764659
hun,2004,1760298
hun,2005,1755959
hun,2006,1751626
hun,2007,1747303
hun,2008,1742984
hun,2009,1738689
hun,2010,1734398
hun,2011,1730117
hun,2012,1732397
hun,2013,1736880
hun,2014,1741381
hun,2015,1745894
hun,2016,1750425
hun,2017,1754955
hun,2018,1759497
hun,2019,1763913
hun,2020,1768073
hun,2021,1771865
idn,1960,2678740
idn,1961,2847651
idn,1962,2973833
idn,1963,3077862
idn,1964,3185681
idn,1965,3296964
idn,1966,3412296
idn,1967,3531663
idn,1968,3655378
idn,1969,3783069
idn,1970,3915406
idn,1971,4052372
idn,1972,4223963
idn,1973,4411693
idn,1974,4608043
idn,1975,4813132
idn,1976,5027651
idn,1977,5251100
idn,1978,5484810
idn,1979,5728921
idn,1980,5984256
idn,1981,6197327
idn,1982,6390985
idn,1983,6590694
idn,1984,6796932
idn,1985,7009030
idn,1986,7228052
idn,1987,7453919
idn,1988,7687169
idn,1989,7927047
idn,1990,8174756
idn,1991,8268168
idn,1992,8281577
idn,1993,8294970
idn,1994,8308403
idn,1995,8321858
idn,1996,8335354
idn,1997,8348834
idn,1998,8362355
idn,1999,8375897
idn,2000,8389759
idn,2001,8506081
idn,2002,8624180
idn,2003,8743919
idn,2004,8865488
idn,2005,8988406
idn,2006,9113202
idn,2007,9239730
idn,2008,9368193
idn,2009,9498081
idn,2010,9625579
idn,2011,9732728
idn,2012,9841221
idn,2013,9950619
idn,2014,10061387
idn,2015,10173388
idn,2016,10286636
idn,2017,10401144
idn,2018,10516927
idn,2019,10638689
idn,2020,10770487
idn,2021,10915364
ind,1960,5910210
ind,1961,6051559
ind,1962,6181753
ind,1963,6314748
ind,1964,6450794
ind,1965,6589384
ind,1966,6731149
ind,1967,6875964
ind,1968,7024100
ind,1969,7175007
ind,1970,7329372
ind,1971,7487766
ind,1972,7651993
ind,1973,7819355
ind,1974,7990617
ind,1975,8165629
ind,1976,8344723
ind,1977,8527237
ind,1978,8714002
ind,1979,8904858
ind,1980,9199543
ind,1981,9513848
ind,1982,9794137
ind,1983,10082683
ind,1984,10380146
ind,1985,10685530
ind,1986,11000338
ind,1987,11324421
ind,1988,11658518
ind,1989,12001511
ind,1990,12355090
ind,1991,12708725
ind,1992,13051762
ind,1993,13403076
ind,1994,13764351
ind,1995,14135363
ind,1996,14516908
ind,1997,14907660
ind,1998,15309490
ind,1999,15722151
ind,2000,16146527
ind,2001,16496409
ind,2002,16955638
ind,2003,17515512
ind,2004,18094682
ind,2005,18691330
ind,2006,19308516
ind,2007,19946082
ind,2008,20605621
ind,2009,21285065
ind,2010,21987895
ind,2011,22713934
ind,2012,23463947
ind,2013,24238725
ind,2014,25039086
ind,2015,25865875
ind,2016,26719965
ind,2017,27602257
ind,2018,28513682
ind,2019,29399141
ind,2020,30290936
ind,2021,31181377
irl,1960,661202
irl,1961,666474
irl,1962,680212
irl,1963,694233
irl,1964,708563
irl,1965,723149
irl,1966,736692
irl,1967,745143
irl,1968,753703
irl,1969,762337
irl,1970,771083
irl,1971,780692
irl,1972,793483
irl,1973,806447
irl,1974,819642
irl,1975,833053
irl,1976,846702
irl,1977,860537
irl,1978,874616
irl,1979,888927
irl,1980,903491
irl,1981,915361
irl,1982,916528
irl,1983,917696
irl,1984,918868
irl,1985,920037
irl,1986,920721
irl,1987,919635
irl,1988,918550
irl,1989,917468
irl,1990,916386
irl,1991,916929
irl,1992,924237
irl,1993,931582
irl,1994,938997
irl,1995,946470
irl,1996,954167
irl,1997,962634
irl,1998,971189
irl,1999,979819
irl,2000,988539
irl,2001,997311
irl,2002,1006390
irl,2003,1016577
irl,2004,1026882
irl,2005,1037262
irl,2006,1048168
irl,2007,1060950
irl,2008,1073906
irl,2009,1086983
irl,2010,1100238
irl,2011,1113343
irl,2012,1125529
irl,2013,1137814
irl,2014,1150251
irl,2015,1162823
irl,2016,1175551
irl,2017,1188418
irl,2018,1201426
irl,2019,1214666
irl,2020,1228179
irl,2021,1241953
irn,1960,1872633
irn,1961,1985637
irn,1962,2105629
irn,1963,2232873
irn,1964,2367997
irn,1965,2510893
irn,1966,2662627
irn,1967,2812066
irn,1968,2963267
irn,1969,3122148
irn,1970,3289785
irn,1971,3466423
irn,1972,3652809
irn,1973,3848661
irn,1974,4055307
irn,1975,4273048
irn,1976,4502804
irn,1977,4671248
irn,1978,4803391
irn,1979,4939272
irn,1980,5079191
irn,1981,5222673
irn,1982,5370415
irn,1983,5522336
irn,1984,5678773
irn,1985,5839193
irn,1986,6004375
irn,1987,6107221
irn,1988,6192027
irn,1989,6277773
irn,1990,6364827
irn,1991,6453088
irn,1992,6517212
irn,1993,6573182
irn,1994,6629711
irn,1995,6686727
irn,1996,6744312
irn,1997,6830901
irn,1998,6928532
irn,1999,7027559
irn,2000,7128140
irn,2001,7229878
irn,2002,7333211
irn,2003,7438021
irn,2004,7544477
irn,2005,7652157
irn,2006,7761526
irn,2007,7844758
irn,2008,7915472
irn,2009,7986626
irn,2010,8058520
irn,2011,8131061
irn,2012,8227292
irn,2013,8335038
irn,2014,8444347
irn,2015,8555089
irn,2016,8667440
irn,2017,8780950
irn,2018,8895947
irn,2019,9013663
irn,2020,9134708
irn,2021,9259009
irq,1960,1018795
irq,1961,1116894
irq,1962,1224594
irq,1963,1342679
irq,1964,1472338
irq,1965,1614108
irq,1966,1714039
irq,1967,1796795
irq,1968,1883670
irq,1969,1974488
irq,1970,2069820
irq,1971,2169754
irq,1972,2274661
irq,1973,2384330
irq,1974,2499449
irq,1975,2620127
irq,1976,2746809
irq,1977,2879242
irq,1978,2976788
irq,1979,3059562
irq,1980,3144756
irq,1981,3232079
irq,1982,3321952
irq,1983,3414324
irq,1984,3509397
irq,1985,3606844
irq,1986,3707138
irq,1987,3810221
irq,1988,3905075
irq,1989,3997210
irq,1990,4091650
irq,1991,4188322
irq,1992,4287416
irq,1993,4388572
irq,1994,4492259
irq,1995,4598395
irq,1996,4707191
irq,1997,4818251
irq,1998,4940013
irq,1999,5068225
irq,2000,5199948
irq,2001,5334718
irq,2002,5473174
irq,2003,5615224
irq,2004,5469150
irq,2005,5327261
irq,2006,5188866
irq,2007,5054066
irq,2008,5282303
irq,2009,5521242
irq,2010,5651654
irq,2011,5785146
irq,2012,5921982
irq,2013,6061665
irq,2014,6204842
irq,2015,6351400
irq,2016,6501630
irq,2017,6654984
irq,2018,6811955
irq,2019,6974439
irq,2020,7144260
irq,2021,7323079
isr,1960,738158
isr,1961,779037
isr,1962,803517
isr,1963,828766
isr,1964,854844
isr,1965,881669
isr,1966,909373
isr,1967,937949
isr,1968,967463
isr,1969,997821
isr,1970,1029176
isr,1971,1061516
isr,1972,1094392
isr,1973,1124018
isr,1974,1154488
isr,1975,1185784
isr,1976,1217974
isr,1977,1250945
isr,1978,1284856
isr,1979,1319687
isr,1980,1355511
isr,1981,1392206
isr,1982,1429946
isr,1983,1468710
isr,1984,1508580
isr,1985,1549418
isr,1986,1591420
isr,1987,1634561
isr,1988,1678933
isr,1989,1724383
isr,1990,1771128
isr,1991,1819140
isr,1992,1914096
isr,1993,2062840
isr,1994,2223372
isr,1995,2396397
isr,1996,2514887
isr,1997,2569149
isr,1998,2624659
isr,1999,2681369
isr,2000,2739385
isr,2001,2798491
isr,2002,2858956
isr,2003,2916001
isr,2004,2969418
isr,2005,3023663
isr,2006,3078975
isr,2007,3135299
isr,2008,3192734
isr,2009,3251058
isr,2010,3310530
isr,2011,3371090
isr,2012,3432844
isr,2013,3510465
isr,2014,3605329
isr,2015,3702758
isr,2016,3802958
isr,2017,3905583
isr,2018,4010977
isr,2019,4096963
isr,2020,4181480
isr,2021,4263745
ita,1960,2455581
ita,1961,2523274
ita,1962,2587008
ita,1963,2649872
ita,1964,2714352
ita,1965,2780218
ita,1966,2847776
ita,1967,2916976
ita,1968,2987956
ita,1969,3060460
ita,1970,3134828
ita,1971,3211003
ita,1972,3247377
ita,1973,3264905
ita,1974,3282552
ita,1975,3300294
ita,1976,3318157
ita,1977,3336067
ita,1978,3354099
ita,1979,3372228
ita,1980,3390480
ita,1981,3408780
ita,1982,3437228
ita,1983,3470633
ita,1984,3504408
ita,1985,3538418
ita,1986,3572806
ita,1987,3607528
ita,1988,3642636
ita,1989,3677987
ita,1990,3713731
ita,1991,3749823
ita,1992,3756840
ita,1993,3750746
ita,1994,3744654
ita,1995,3738572
ita,1996,3732492
ita,1997,3726438
ita,1998,3720385
ita,1999,3714343
ita,2000,3708301
ita,2001,3702287
ita,2002,3720203
ita,2003,3749039
ita,2004,3778139
ita,2005,3807383
ita,2006,3836895
ita,2007,3866636
ita,2008,3896648
ita,2009,3926810
ita,2010,3957247
ita,2011,3987921
ita,2012,4018875
ita,2013,4050069
ita,2014,4081506
ita,2015,4113186
ita,2016,4145112
ita,2017,4177286
ita,2018,4209710
ita,2019,4234019
ita,2020,4257056
ita,2021,4278350
jam,1960,420603
jam,1961,425748
jam,1962,430962
jam,1963,436241
jam,1964,441591
jam,1965,446992
jam,1966,452467
jam,1967,458009
jam,1968,463626
jam,1969,469297
jam,1970,474627
jam,1971,478627
jam,1972,482666
jam,1973,486728
jam,1974,490830
jam,1975,494967
jam,1976,499144
jam,1977,503345
jam,1978,507587
jam,1979,511865
jam,1980,516184
jam,1981,520529
jam,1982,524921
jam,1983,529439
jam,1984,534001
jam,1985,538591
jam,1986,543226
jam,1987,547901
jam,1988,552622
jam,1989,557372
jam,1990,562168
jam,1991,566169
jam,1992,567430
jam,1993,568690
jam,1994,569955
jam,1995,571222
jam,1996,572494
jam,1997,573766
jam,1998,575042
jam,1999,576321
jam,2000,577604
jam,2001,578887
jam,2002,579610
jam,2003,580198
jam,2004,580787
jam,2005,581375
jam,2006,581965
jam,2007,582555
jam,2008,583147
jam,2009,583738
jam,2010,584330
jam,2011,584922
jam,2012,585515
jam,2013,586108
jam,2014,586702
jam,2015,587296
jam,2016,587891
jam,2017,588487
jam,2018,589083
jam,2019,589849
jam,2020,590940
jam,2021,592477
jor,1960,218113
jor,1961,238254
jor,1962,254767
jor,1963,268815
jor,1964,283660
jor,1965,299279
jor,1966,315782
jor,1967,333035
jor,1968,350409
