west_and_rest,time,income_mountain_50bracket_shape_for_log
rest,2096,"702,973,1804,3023,4982,12985,28079,50765,85729,146712,236763,372698,590443,953641,1601182,2805369,5021150,8922237,16032091,29286778,52704037,93507211,161941334,264595016,396223887,550198518,728078305,927591598,1097648181,1141959467,1038442972,876146162,714122796,563911980,424596228,304795756,207926297,133280032,81356512,48186041,27405904,14669832,7309743,3552868,1810218,960613,494300,246936,127721,67641"
rest,2097,"676,923,1722,2911,4778,12383,27474,50099,84197,143921,232269,364745,576205,926983,1549790,2706069,4839588,8607362,15451599,28242394,50969501,90590238,157309196,258377514,388888951,541180780,716359869,913861260,1087596769,1142947397,1048484471,887883265,724604036,573461056,432960441,311507213,213236145,137202694,83983190,49857471,28479662,15365325,7701906,3749856,1904648,1011491,523483,262048,135285,71584"
rest,2098,"653,885,1678,2902,4777,11854,26939,49491,82952,141656,229105,359306,565497,905275,1507550,2627306,4697081,8347284,14935945,27234701,49161897,87392239,152085259,250991276,380080096,530877125,703376407,898077299,1074685409,1142176751,1059106307,901709980,737808367,585174304,442883551,319200938,219157168,141542702,86919617,51705168,29650518,16114822,8119050,3955309,1997806,1058445,549537,275057,141422,74643"
rest,2099,"634,849,1624,2884,4779,11541,26648,49252,82246,140054,226795,355015,556474,886315,1470157,2557403,4573244,8130788,14517196,26406990,47658429,84678326,147529154,244298784,371912918,521262433,691757370,884490749,1063026052,1140354366,1067233190,913004896,748846929,595462545,452151494,326828358,225257481,146127243,90049030,53687617,30891679,16898702,8560201,4176536,2100870,1111425,579284,290391,148961,78555"
rest,2100,"610,819,1552,2845,4755,11504,27151,50270,83747,141245,227930,354930,552587,873580,1439342,2492568,4451460,7902409,14039274,25426122,45830341,81384035,142162582,236598619,362883764,511326045,680398311,870940537,1051110806,1138501172,1076379141,925932298,761084872,606285178,461403890,334158256,231125173,150549410,93057016,55533442,32035326,17628806,8983349,4392928,2201811,1163022,608004,305110,156067,82185"
west,1800,"611,1267,3659,7718,13079,21298,34172,54337,85932,136607,221915,376043,671884,1231951,2240893,3998105,6665290,9846706,12805489,14636340,14804092,13185712,10126927,6986082,4451842,2703231,1653270,1016824,610103,354339,202422,116389,66753,38208,22212,12974,7605,4459,2521,1371,705,360,195,85,48,24,18,10,10,3"
west,1801,"619,1285,3668,7760,13168,21444,34421,54737,86657,138013,224801,381898,683419,1253794,2278652,4057161,6748675,9954660,12934404,14768818,14924090,13276414,10171263,6996403,4450004,2699726,1652374,1018125,611914,355803,203446,117103,67246,38548,22442,13130,7708,4520,2555,1393,716,364,200,85,51,24,18,10,10,3"
west,1802,"596,1253,3545,7635,13004,21217,34085,54276,86025,137062,223203,378855,677529,1243908,2264289,4037663,6725251,9929265,12929289,14813527,15018515,13434650,10357760,7163081,4579738,2784589,1702380,1047539,629199,365647,208909,120140,68992,39558,23056,13506,7932,4663,2649,1439,748,380,208,93,53,26,19,10,10,3"
west,1803,"600,1267,3774,7910,13408,21826,34976,55517,87680,139210,225933,382338,682183,1251050,2276554,4060263,6762890,9987596,13010289,14930198,15159709,13563363,10469818,7250127,4635460,2811503,1708629,1043254,621820,359481,204954,117930,67620,38837,22647,13273,7798,4577,2602,1414,731,376,205,89,51,21,13,10,4,0"
west,1804,"640,1330,3917,8137,13794,22434,35875,56740,89218,141097,228176,384984,685538,1255557,2282554,4071298,6776873,9997797,13004489,14952684,15226597,13675812,10625267,7408951,4768292,2903781,1761466,1069771,633888,364657,207113,118853,67952,39006,22717,13305,7822,4594,2595,1415,733,380,203,94,51,21,12,10,4,0"
west,1805,"609,1271,3661,7926,13496,21951,35159,55817,88204,140145,227464,384887,686858,1260769,2296390,4100588,6834142,10091482,13152151,15115618,15375238,13794325,10677703,7413888,4762718,2904756,1773704,1088899,652328,378082,215475,123687,70926,40658,23704,13879,8163,4792,2722,1479,762,395,212,97,55,27,19,10,10,4"
west,1806,"607,1271,3728,8017,13644,22190,35500,56303,88893,141182,229240,387999,692145,1270151,2312470,4124959,6866708,10133242,13210656,15208623,15496657,13934231,10814879,7519519,4834601,2943594,1788591,1092743,652223,377202,214851,123501,70847,40706,23776,13966,8227,4844,2759,1507,778,405,218,100,54,24,14,10,5,0"
west,1807,"629,1304,3487,7870,13539,22117,35529,56588,89702,142964,232515,393441,701035,1284539,2334848,4160903,6918658,10196789,13285843,15289391,15579073,14010734,10882333,7578271,4893323,2999511,1836548,1133814,684060,398355,227312,130280,74767,42740,24870,14541,8521,5001,2844,1547,796,407,215,102,56,29,20,11,10,5"
west,1808,"661,1357,3879,7827,13341,21957,35571,56915,90324,143895,233829,395468,705064,1293912,2357513,4211854,7011858,10342171,13436376,15444117,15690370,14043543,10923747,7656969,4962249,3039901,1845364,1121431,664978,382269,216771,124208,71019,40720,23732,13899,8171,4788,2714,1472,756,394,203,97,53,22,14,10,5,0"
west,1809,"690,1384,3841,7913,13504,22179,35827,57191,90684,144566,235398,399013,712277,1307004,2379126,4245119,7056075,10392578,13496101,15531822,15805472,14183913,11046695,7739280,5021104,3078236,1869445,1139454,678213,390686,221662,127067,72841,41832,24441,14357,8459,4981,2835,1546,797,418,213,103,56,26,15,10,6,0"
west,1810,"651,1340,3607,8191,14129,23126,37215,59410,94546,151705,248729,423030,754463,1380767,2487396,4385772,7223047,10609192,13754169,15753254,15958249,14273771,11026102,7661706,4950204,3040403,1872722,1164991,707450,413971,237084,136228,78360,44833,26086,15245,8939,5244,2979,1623,831,427,219,109,60,32,20,13,10,7"
west,1811,"626,1303,3863,8645,14799,24080,38637,61565,97995,157551,258890,440524,784380,1428662,2553366,4469100,7332871,10770499,13960400,15981880,16174574,14446051,11114770,7680959,4945380,3034067,1871642,1164634,705646,411994,235833,135766,78079,44762,26104,15292,8985,5275,2995,1628,840,435,225,112,64,35,20,13,10,6"
west,1812,"667,1388,4379,9218,15663,25454,40717,64527,101890,162378,264834,448103,794742,1445499,2585544,4532086,7436825,10922783,14144525,16206703,16425088,14655756,11273970,7794607,5017584,3071618,1885437,1162194,696479,403685,230590,133055,76379,43970,25699,15091,8896,5228,2968,1612,835,443,228,113,59,30,16,10,7,0"
west,1813,"663,1357,4195,9288,15853,25712,41018,64826,102031,161675,261813,440556,779168,1419213,2557210,4515797,7447213,10950125,14228217,16358593,16646022,14934418,11563259,8041918,5209056,3209641,1982309,1234221,748220,437246,250629,144691,83263,47849,27953,16408,9664,5680,3239,1761,911,481,245,123,66,34,19,10,9,0"
west,1814,"668,1389,4650,9946,16871,27226,43177,67793,105920,166551,267805,447964,788618,1432409,2581359,4562604,7533669,11090014,14420411,16605773,16911782,15180613,11764611,8182140,5315530,3287671,2031312,1258727,756815,438879,250300,144200,82607,47485,27728,16257,9581,5623,3196,1728,892,472,242,123,66,35,19,10,9,0"
west,1815,"661,1350,4021,9464,16292,26443,42173,66701,105020,166050,267697,448408,790372,1436178,2593439,4595782,7608057,11205371,14607158,16830792,17146407,15414472,11942538,8311938,5409628,3371021,2118562,1346223,831163,491216,282745,162933,93865,53645,31188,18200,10656,6234,3542,1909,976,502,257,131,75,43,26,19,10,10"
west,1816,"661,1364,4685,10091,17119,27699,44081,69389,108478,170172,272446,454312,799389,1453370,2630387,4675782,7767046,11477370,14965022,17238148,17536886,15676161,12068579,8361931,5410381,3349830,2094882,1317749,803356,471150,271086,157220,90563,52127,30469,17862,10518,6173,3508,1893,976,512,265,132,71,39,21,12,10,1"
west,1817,"680,1391,4815,10431,17727,28689,45633,71710,111872,175021,279352,464320,814554,1476435,2664185,4724275,7832030,11568049,15100406,17435468,17797058,15961466,12325648,8565175,5563370,3459894,2172649,1371471,838208,492272,283376,164354,94639,54445,31787,18633,10957,6422,3646,1965,1011,528,275,140,75,40,22,13,10,2"
west,1818,"681,1404,5062,10905,18601,30119,47858,75073,116697,181626,287751,473673,822830,1480454,2662107,4716796,7816704,11559778,15106823,17532339,18000910,16270665,12698820,8922353,5866430,3683115,2313649,1452948,882499,515379,295157,170478,97677,56070,32666,19121,11239,6581,3728,2004,1034,540,277,144,76,42,23,13,10,2"
west,1819,"748,1618,5725,11754,19773,31741,49986,77689,119622,184481,289963,474354,821052,1475929,2658234,4728637,7850230,11627724,15212274,17730237,18328458,16658866,13054723,9184101,6031755,3775865,2362868,1474684,888883,516019,294818,170171,97348,55994,32634,19116,11244,6563,3705,1985,1025,537,278,145,78,42,23,13,10,2"
west,1820,"723,1490,5051,11235,19140,30917,48955,76559,118641,183897,289706,474376,821570,1477211,2661367,4733248,7843400,11604999,15217687,17816577,18580387,17005077,13409504,9465335,6212572,3893618,2455677,1559510,959537,565597,325555,188523,108468,62209,36260,21193,12448,7287,4131,2223,1145,594,308,159,87,47,26,16,10,5"
west,1821,"706,1471,5125,11474,19576,31608,50035,78192,120996,187022,293257,476622,816887,1455296,2606176,4626731,7700678,11529891,15275558,18080293,18895422,17375642,13752159,9730745,6430557,4044715,2552803,1621031,996391,586536,337130,195000,112126,64283,37467,21926,12881,7562,4291,2323,1195,621,317,167,91,50,26,17,10,5"
west,1822,"699,1424,5126,11711,20022,32267,51002,79616,123224,190626,299244,486795,835459,1489386,2656416,4680364,7745547,11516574,15234147,18022394,19043888,17695258,14127749,10021230,6608880,4148984,2614310,1660130,1021138,601172,345460,199780,114923,65921,38433,22476,13202,7733,4384,2368,1222,630,325,171,94,54,27,17,10,6"
west,1823,"701,1417,5027,11731,20131,32530,51521,80532,124722,192902,302426,490646,838833,1490390,2651016,4658374,7698228,11444584,15172842,17998359,19125780,17926492,14451533,10337311,6873494,4342622,2745080,1744584,1073316,631718,362502,209027,120074,68732,40022,23399,13732,8054,4560,2465,1265,652,334,183,100,60,35,24,15,10"
west,1824,"685,1368,4576,11493,19981,32360,51275,80312,124746,193518,303771,492110,837509,1479399,2618976,4584641,7566192,11236958,14965339,17873069,19180895,18231032,14912791,10778215,7231658,4592213,2906180,1856843,1152057,682210,392400,225932,130151,74482,43382,25376,14903,8751,4985,2706,1392,712,365,192,112,62,37,25,17,10"
west,1825,"894,1763,5138,12628,22045,35860,56959,89067,137311,210236,324605,517123,867650,1515879,2656764,4620635,7635212,11326369,15029263,17868674,19290590,18410105,15126757,10950523,7352598,4683096,2977325,1911069,1191562,708969,409366,236174,136365,78151,45565,26680,15687,9214,5262,2875,1487,768,390,216,114,66,41,25,17,10"
west,1826,"794,1569,5641,13082,22656,36773,58205,90448,138285,209866,321864,510161,851847,1486242,2609530,4547672,7536241,11251129,15020346,17973492,19581215,18816606,15563575,11297238,7604220,4822596,3030011,1911189,1169715,687022,394509,228056,131280,75613,44280,26059,15428,9100,5220,2867,1519,799,422,230,122,70,33,18,10,6"
west,1827,"882,1669,4947,12451,21841,35583,56374,87699,134227,204081,313794,499439,839326,1473527,2597341,4548403,7581560,11335864,15137723,18099654,19754146,19004078,15749319,11451840,7717932,4924917,3129516,2005178,1247644,741400,428126,247312,142981,82167,48041,28227,16665,9819,5649,3111,1639,847,446,248,136,83,48,26,18,10"
west,1828,"865,1644,5089,12689,22197,36121,57179,88853,135769,205874,315550,500831,840211,1473718,2597427,4550958,7605991,11421145,15317825,18343050,20050567,19279068,15968358,11582837,7792858,4969725,3158816,2021404,1254553,743995,429417,248333,143600,82625,48361,28421,16790,9901,5693,3140,1656,863,462,254,141,84,53,27,17,10"
west,1829,"776,1533,5576,13662,23535,37801,59189,91267,138674,209145,318653,501983,834988,1456108,2561476,4479593,7507665,11340861,15338020,18455927,20266763,19563824,16282308,11882305,8034285,5131123,3264323,2086816,1293850,767199,442991,256196,147963,85018,49644,29108,17173,10106,5805,3204,1686,879,465,258,139,85,50,29,18,10"
west,1830,"656,1350,4923,13044,22852,36813,57704,89203,136161,206647,316893,501935,837523,1461626,2572370,4496586,7552098,11445042,15474773,18609655,20414927,19759473,16500966,12025896,8123133,5210390,3328506,2146174,1344476,803356,465767,269596,156285,89928,52584,30889,18223,10736,6185,3416,1808,941,501,277,149,91,56,31,19,10"
west,1831,"556,1132,4570,12696,22175,35290,54513,83166,125877,190582,293231,469126,794750,1405273,2491924,4373450,7389491,11268948,15344766,18587100,20563337,20051329,16967322,12476970,8489796,5496812,3515239,2261395,1412872,842067,487030,281372,162884,93682,54769,32197,19033,11253,6497,3607,1923,1012,542,300,165,95,65,32,19,10"
west,1832,"540,1074,3913,12100,21614,34588,53505,81707,123928,188236,290263,464046,783166,1377875,2430150,4245205,7171138,10970708,15053523,18406165,20599096,20316631,17469657,13040459,8961365,5844343,3743886,2410296,1508529,900035,520011,299454,173116,99358,57939,33991,20059,11837,6851,3813,2031,1066,573,316,175,101,70,30,20,10"
west,1833,"531,1089,3917,12024,21450,34301,53030,80919,122687,186291,287771,462514,785087,1386204,2453087,4288105,7235236,11063552,15159639,18504458,20732044,20456409,17631928,13207088,9090636,5952261,3833397,2475970,1551904,926667,536065,309149,178877,102763,59996,35247,20831,12306,7122,3962,2120,1110,598,325,183,104,69,31,20,10"
west,1834,"493,1034,3911,12231,21887,35064,54426,83442,126981,193032,297491,474354,795690,1393647,2464264,4316554,7300323,11180242,15318357,18641905,20846352,20653936,17862236,13378899,9221025,6020266,3858625,2486186,1560131,934466,542156,313170,181627,104548,61137,35982,21280,12582,7284,4045,2161,1122,594,325,182,103,62,30,20,11"
west,1835,"310,817,2764,10580,19659,31748,49458,76130,116346,177395,273843,436917,734318,1299064,2334719,4144555,7068985,10894135,15051154,18517499,20885645,20925013,18360806,13951325,9695083,6380300,4112055,2674201,1702648,1034259,605318,349972,203799,117506,68573,40396,23902,14144,8254,4626,2483,1290,677,365,201,115,64,36,22,13"
west,1836,"299,810,2682,10420,19410,31341,48891,75439,115747,177399,275302,441199,744229,1322285,2388315,4233273,7173491,11021683,15171749,18653227,21044097,21145555,18556047,14097994,9747628,6383917,4127036,2702802,1735495,1062599,625358,362540,211673,122300,71353,42061,24887,14728,8603,4827,2586,1340,696,367,198,116,64,38,23,14"
west,1837,"290,810,3035,11273,20858,33756,52881,82065,126579,194732,302035,480401,798562,1395313,2487878,4353701,7293176,11159382,15318278,18792664,21174978,21316394,18719280,14203660,9813243,6405109,4128642,2695655,1724951,1053488,619639,360077,210647,122067,71543,42297,25104,14903,8708,4882,2614,1353,702,372,200,112,63,37,22,13"
west,1838,"295,818,2749,10918,20496,33300,52286,81346,125761,193856,300557,476390,786854,1366728,2430357,4261844,7169373,11012035,15153957,18683000,21149014,21475684,19090492,14665879,10252515,6741741,4350975,2844666,1828806,1123278,662871,385234,225674,131035,76789,45465,27017,16059,9429,5320,2863,1487,771,405,212,120,74,37,23,15"
west,1839,"351,895,2966,11230,20876,33792,52867,81849,125851,193019,298485,473743,785693,1370596,2444811,4282146,7195291,11082011,15288218,18866431,21409247,21739360,19300793,14841466,10330294,6788773,4399299,2878792,1844747,1127373,662330,384085,224461,129979,76083,44941,26673,15842,9289,5230,2822,1474,776,407,217,128,75,40,23,14"
west,1840,"304,826,2626,10896,20679,33669,52857,82082,126457,194113,299569,472400,775504,1340817,2380304,4178393,7052690,10901096,15107489,18745717,21404350,21983747,19783779,15383716,10839329,7133286,4553919,2925995,1853627,1129800,664408,385353,226009,131490,77363,46270,27772,16626,9789,5554,2996,1571,811,428,227,131,79,41,24,15"
west,1841,"352,887,3009,11649,21706,35125,54920,84903,130137,198694,304949,478302,780770,1343953,2380718,4179993,7065610,10953510,15213035,18855359,21522214,22101598,19920668,15497692,10972386,7272731,4677476,3026329,1922400,1168140,683038,394524,230239,133430,78243,46326,27565,16428,9660,5478,2970,1559,817,434,229,134,77,42,23,14"
west,1842,"398,954,3414,12271,22467,36133,56193,86354,131434,199115,303275,472758,769115,1323552,2349533,4133404,7003193,10943775,15305341,19071585,21852692,22524735,20262408,15711536,11068949,7279196,4653778,2993303,1888646,1141081,664857,383799,223693,129560,76072,45074,26845,16013,9410,5322,2881,1513,796,417,224,130,76,40,22,14"
west,1843,"448,1007,3116,11967,22363,36195,56504,87053,132772,201648,307772,479851,778932,1334091,2353747,4123888,6972300,10908523,15258786,19061780,21874852,22616961,20441869,15972495,11294128,7459836,4785629,3092947,1965447,1195838,699316,403174,234897,135915,79483,46994,27923,16623,9766,5532,2994,1567,821,424,232,132,78,41,24,15"
west,1844,"409,1088,2908,11133,21725,35378,55123,84478,128011,193277,293597,456607,741137,1270673,2246910,3949324,6715961,10599747,14942612,18886704,21857206,22795529,20840738,16552294,11829549,7890167,5072052,3256280,2056639,1255969,743618,433056,254199,148627,87586,52830,31992,19211,11310,6422,3471,1818,944,496,275,154,89,54,28,19"
west,1845,"1494,3038,7063,18615,33984,54015,82767,125279,188304,282017,422131,637520,989210,1602655,2674048,4484266,7318020,11184436,15370075,19151213,21896640,22443176,20156466,15943254,11363046,7575922,4912355,3177468,2019067,1246462,751289,445376,264174,155578,91877,55740,34027,20560,12154,6924,3764,1985,1032,538,292,172,97,56,30,20"
west,1846,"1662,3263,7462,19487,35226,55831,85579,129928,196368,296292,447221,680781,1060941,1711180,2826088,4689418,7533701,11421651,15579150,19238592,21798356,22297739,20064080,15929376,11365661,7602876,4971049,3256352,2095131,1301183,783154,462147,272860,159852,93845,56327,33973,20380,12013,6845,3730,1963,1028,533,293,170,96,56,28,19"
west,1847,"1970,3634,8178,21176,37945,59569,90285,135340,201796,300160,447148,672392,1036172,1655024,2704783,4453214,7208276,11019537,15243150,19092187,21907704,22567227,20475703,16471903,11868021,8029368,5278517,3466387,2232059,1380555,822748,480279,280798,162361,94029,55434,32905,19573,11529,6586,3592,1916,996,526,287,160,92,54,26,18"
west,1848,"1752,3299,7368,19860,36392,57621,87928,132844,199948,300746,452991,688026,1067547,1706333,2786967,4588300,7361584,11214556,15440835,19272944,22078854,22798452,20654516,16587091,11898573,7965440,5203065,3401167,2182795,1351117,809506,475363,279272,162685,94886,56620,34021,20372,12005,6835,3720,1975,1026,538,296,161,99,59,30,20"
west,1849,"1674,3187,7348,19797,36332,57426,87433,131844,198185,297750,447580,677860,1047865,1667543,2718488,4478614,7207839,11045009,15311293,19258372,22172115,23062792,21109511,17124415,12358553,8269477,5344401,3433260,2166864,1330175,796787,469527,276755,161774,94629,56941,34581,20890,12381,7092,3880,2063,1078,569,307,172,103,61,31,20"
west,1850,"1744,3320,7735,20732,37610,59125,89547,134083,199639,296128,439055,656221,1003141,1592624,2605935,4293317,6981386,10804062,15169459,19331255,22430107,23446390,21521452,17493920,12641155,8498087,5525914,3580724,2277693,1400706,835264,488750,286353,166425,96915,57800,34739,20845,12318,7057,3861,2061,1078,579,307,171,101,60,30,19"
west,1851,"1635,3230,7492,20236,37390,58732,88570,132142,196147,290000,427851,635994,967383,1533845,2525758,4187736,6843966,10660360,15070704,19335505,22642004,23847077,22029953,17912741,12963886,8717063,5652624,3633891,2293069,1404657,839145,492419,288782,168229,98081,58901,35786,21623,12822,7356,4025,2142,1120,589,319,178,105,61,33,20"
west,1852,"1771,3266,6936,18092,34697,54999,83190,124182,184430,272955,403680,602205,921699,1472756,2439766,4069580,6694534,10480438,14879868,19180581,22639919,24068321,22479053,18505678,13535211,9175463,5936881,3774537,2351256,1417682,833609,481615,278889,160463,92127,54347,32520,19482,11568,6700,3731,2004,1065,557,295,158,90,51,24,16"
west,1853,"1673,3140,6528,15978,30844,49406,75586,114227,171744,256952,383261,575958,889239,1438121,2417615,4078453,6738973,10529155,14909488,19175626,22667162,24230470,22827133,18854713,13820913,9352185,6069606,3866631,2420459,1464173,862028,498153,287687,165223,94359,55358,32987,19685,11633,6714,3718,1980,1037,535,284,150,87,43,25,17"
west,1854,"1097,2345,5538,13592,26647,43115,66616,101728,154495,233087,349972,529199,822569,1340239,2277170,3887345,6497351,10272403,14722151,19123243,22679002,24344446,23156782,19305093,14300828,9810334,6446094,4159729,2646629,1623061,959608,553235,317308,181852,103333,59922,35229,20812,12267,7094,3946,2104,1095,564,297,159,92,48,27,19"
west,1855,"174,785,3146,11280,24541,40894,64413,99888,153444,233138,350922,530336,823274,1342332,2289245,3944199,6634535,10536738,15157527,19734512,23388430,24915109,23454174,19329136,14138834,9584354,6213594,3948155,2464632,1487925,873899,503439,290188,166651,95280,55958,33412,19976,11823,6824,3782,2014,1052,546,289,154,89,45,26,18"
west,1856,"279,936,3330,10103,20815,34418,54228,84381,130499,200385,306395,471130,742707,1224918,2105605,3653886,6188427,9941555,14519060,19156370,22912280,24812753,23808766,20123833,15063707,10459892,6948072,4524110,2898127,1792900,1073826,627739,365534,211645,121085,71839,43593,26375,15714,9053,4959,2591,1320,679,363,199,120,66,38,25"
west,1857,"103,598,2550,9530,19986,32819,51204,79165,122381,188798,290751,449232,706915,1157245,1980793,3445649,5881121,9579621,14272375,19178799,23206867,25265041,24214625,20517214,15432838,10789426,7239721,4762930,3070425,1908345,1146950,672045,392664,227732,130665,77810,47346,28706,17124,9862,5399,2822,1440,741,396,218,133,73,42,27"
west,1858,"118,625,2338,9756,22244,37327,58614,90571,139101,212079,321533,487821,753388,1210570,2037803,3503348,5954876,9688953,14419907,19420074,23596919,25806381,24617459,20801214,15571673,10782306,7144986,4625010,2930951,1787588,1052323,605194,346962,199083,113567,66126,39030,23177,13744,8002,4502,2438,1288,669,354,184,107,51,29,19"
west,1859,"114,598,2489,8978,19195,31803,50045,77992,121456,188576,292107,454248,720608,1189103,2043236,3554915,6056541,9829138,14532941,19420708,23462289,25605170,24595280,20889370,15765883,11066707,7470153,4932055,3189575,1985372,1192928,698483,407194,235616,134860,80114,48650,29451,17557,10100,5532,2893,1489,763,407,224,136,75,42,27"
west,1860,"106,600,2533,8215,17917,30004,47559,74455,116200,180497,279625,434887,689971,1136503,1945848,3367358,5730804,9337358,13998141,19014948,23272297,25779012,25182220,21769261,16629790,11723727,7916141,5205669,3359149,2088193,1253124,733619,427535,247600,141475,83786,50816,30761,18368,10594,5830,3053,1563,812,423,229,138,73,44,27"
west,1861,"88,602,2585,9196,19745,32727,51478,80170,124740,193550,299662,465300,735420,1206055,2060773,3568279,6064952,9832522,14572466,19591289,23788541,26122191,25267410,21603785,16340707,11443665,7671605,5024446,3231618,2003597,1199568,700760,408614,236430,135114,80140,48607,29379,17498,10051,5488,2857,1455,751,399,215,130,68,44,27"
west,1862,"105,602,2402,9063,21497,36623,58299,91073,140957,216042,328829,500845,775512,1242031,2072757,3529044,5957863,9650585,14430081,19607543,23991145,26618309,25877515,22337960,16926222,11736558,7736771,4931654,3068075,1838598,1068805,610973,349194,198937,112656,65577,38873,23156,13724,7940,4440,2400,1269,664,355,177,100,45,27,19"
west,1863,"150,618,2307,6533,14556,25186,41023,65847,105076,166268,261580,413092,663996,1094380,1855545,3184595,5416330,8856537,13495369,18649573,23285313,26312850,26230317,23213695,18125104,12879312,8735608,5746830,3704403,2306145,1384246,811678,473531,274696,156990,92796,56117,33883,20153,11581,6350,3302,1689,865,463,253,148,81,49,32"
west,1864,"219,707,2563,6576,14130,24277,39343,62756,99263,155557,242650,381614,615076,1024533,1758434,3045621,5211361,8559259,13116928,18286080,23065773,26347540,26686170,23961747,18916121,13512519,9167753,6028591,3887142,2425806,1461218,859971,502700,292533,167247,98510,59434,35823,21312,12278,6759,3538,1814,942,501,274,162,88,55,33"
west,1865,"355,1010,2806,8376,18955,32273,51486,80724,125634,194574,300786,466470,733326,1185058,1974533,3334103,5569561,8990440,13604342,18750601,23513994,26658058,26714243,23712987,18590837,13213040,8939999,5866417,3784230,2360215,1418735,831675,483767,281038,160377,94475,57206,34593,20621,11869,6504,3374,1706,872,458,256,149,88,51,34"
west,1866,"517,1288,3748,9762,20733,34914,55467,86457,133278,203865,310947,476064,741993,1194849,1985500,3343075,5568857,8993240,13609005,18746777,23487210,26636779,26918535,24088045,18945711,13556066,9222673,6055792,3904171,2430387,1455565,848857,491322,283432,160751,94229,56791,34174,20273,11624,6347,3284,1660,849,450,251,152,87,51,34"
west,1867,"487,1274,3655,8646,17340,29259,47148,74572,116214,178766,273256,419366,658380,1077255,1828563,3152648,5359777,8800100,13522247,18833514,23759181,27133899,27565926,24698283,19348311,13752989,9326725,6160702,4002954,2513568,1518813,893344,520612,302218,171679,100534,60685,36604,21744,12473,6788,3485,1743,886,467,269,160,94,58,37"
west,1868,"530,1336,4010,9162,17951,30203,48435,75982,117017,177442,267356,405235,629765,1019634,1714987,2939703,4991835,8224824,12821952,18186335,23421154,27149187,28004890,25451889,20330431,14667739,10043066,6651217,4327699,2724610,1651695,973699,567752,330099,187424,109311,65807,39627,23556,13559,7428,3846,1932,988,519,292,171,103,61,39"
west,1869,"483,1246,3697,8330,15840,26838,43603,69304,107856,164831,249669,380065,594162,972442,1658853,2881521,4960899,8272262,12937129,18366334,23683006,27469103,28264559,25671113,20535330,14855476,10221962,6803596,4443540,2807564,1706989,1008712,589670,343924,196146,114840,69322,41885,24994,14472,8007,4203,2148,1117,590,333,192,113,70,44"
west,1870,"436,1108,3342,8597,16824,28000,44598,69701,107367,163549,248121,378158,588972,956333,1621499,2825584,4898842,8229904,13037467,18621408,24062600,27937523,28673757,26005749,20732559,14945478,10264898,6838062,4474487,2836369,1731721,1026115,599121,349984,199512,116176,70093,42355,25269,14631,8076,4203,2122,1076,567,321,181,111,66,42"
west,1871,"511,1176,3401,8634,16913,28169,44808,69784,107047,162413,245725,374419,586028,959320,1637936,2869094,4998374,8411016,13225519,18763207,24153930,28025949,28766834,26177669,20936529,15159475,10470099,7009156,4603685,2925897,1788542,1060506,619832,362364,206962,120785,72920,44114,26368,15305,8492,4452,2280,1162,611,342,195,115,73,42"
west,1872,"549,1089,3474,7528,14099,24086,39561,63439,99609,153635,234373,358949,565469,929884,1585127,2752096,4761432,7996505,12622541,18230258,23927142,28073413,29422706,27072177,21868480,15908984,10989031,7338971,4805744,3045877,1858677,1100512,642789,375090,213836,124569,75045,45370,27168,15829,8835,4680,2428,1259,666,367,212,123,73,48"
west,1873,"545,909,3214,7046,13163,22293,36435,58284,91687,142136,218102,335770,533099,890673,1545631,2718470,4723579,7935605,12608660,18339929,24194865,28285529,29699575,27383310,22246677,16276877,11262004,7515464,4910298,3111340,1907296,1136970,667705,391561,224109,130637,78792,47700,28618,16741,9403,5020,2615,1368,736,407,235,139,79,53"
west,1874,"682,1001,3081,7004,13018,22182,36136,57570,90248,139745,214211,328720,518105,852871,1448577,2498891,4312349,7277792,11709514,17533031,23948029,28758670,30543868,28350256,23244087,17150606,11954962,7943120,5165079,3251727,1980456,1173626,685289,399848,227692,131932,79213,47876,28734,16845,9496,5099,2668,1407,753,417,240,140,81,49"
west,1875,"833,1157,3203,7153,13147,22425,36476,57981,90685,140039,213906,327536,517219,854463,1451553,2494653,4287593,7227493,11596752,17376929,23828945,28830069,30939918,28959421,23868311,17657941,12276611,8130378,5258790,3297587,2001390,1184788,692495,404143,230728,133940,80218,48303,28912,16930,9581,5194,2755,1468,799,442,253,145,83,52"
west,1876,"997,1263,3387,7435,13844,23332,37726,59737,93415,144554,221150,338825,535708,887467,1514617,2621792,4526616,7619423,12213399,18128809,24590409,29336272,31122522,28925300,23667477,17390151,12038475,7957690,5142419,3220141,1951162,1153260,673479,392522,223554,129616,77605,46695,27901,16298,9175,4941,2604,1378,749,414,237,137,80,51"
west,1877,"1068,1279,3451,10608,20329,33119,51275,78205,118765,179349,268363,400956,611102,968856,1596618,2699019,4608088,7742836,12373558,18301609,24783693,29520495,31324737,29079031,23788194,17501998,12136613,8072991,5236334,3283056,1992355,1180298,691280,403849,230320,133516,79839,48024,28724,16812,9521,5175,2755,1475,814,450,256,150,87,54"
west,1878,"1132,1243,3292,10695,19868,31989,49725,76699,118283,181371,273882,409213,618137,967038,1573759,2620744,4425498,7450116,12044363,18176453,24996910,29992605,31984046,29717835,24375864,17922889,12398704,8218531,5313277,3324392,2016775,1195811,701755,411085,233743,134695,80387,48349,28938,16964,9596,5196,2759,1479,811,449,262,155,92,56"
