west_and_rest,time,income_mountain_50bracket_shape_for_log
rest,2020,"3974,7836,12356,19059,29978,47759,78001,131226,230522,424873,819822,1622615,3250587,6605098,13256047,25738219,49240885,91549424,166213502,293649116,487353239,685554760,780237720,753006954,692414185,645401556,586454029,493631066,382297759,281545618,205640281,140334261,87158424,50628092,27665792,14014831,6378699,2782457,1327113,722545,387328,170995,74461,37277,19882,10741,5669,2923,1461,664"
rest,2021,"3771,7751,12402,19492,30837,49174,80356,135170,236258,430816,823111,1621389,3242453,6570811,13158206,25451509,48279819,88012137,155731909,269054482,448657186,659559863,781334454,771392707,704159202,653550219,601593858,517946952,409396936,304758788,222859038,153442778,96195739,56382121,31103117,15905720,7342133,3214386,1517835,813168,437145,197475,86761,43271,23002,12386,6594,3382,1704,797"
rest,2022,"3514,7578,12380,19759,31462,50228,81977,137554,239112,432215,818562,1606293,3212683,6520006,13095193,25326526,47721096,85923007,149007120,252110488,418170101,633321608,782433788,796691521,729808905,672782714,619284945,535751226,424504287,316001529,230244418,159534375,101094835,59776679,33228156,17027846,7857553,3423421,1608144,857841,463054,211067,91566,45875,24525,13224,6990,3595,1790,842"
rest,2023,"3451,7773,12846,20719,33274,53455,87739,147837,255473,455465,849111,1647283,3262753,6573854,13150047,25355465,47377831,84352060,143915514,238759725,392087768,605474763,775303276,814126050,751701424,688930851,634245454,553789539,442632482,331171429,241050276,167909376,107121269,63680305,35648260,18381187,8539264,3706089,1720246,908727,493827,229384,99014,49483,26496,14326,7612,3922,1950,925"
rest,2024,"3368,7925,13267,21526,34990,56842,93983,158655,271896,478310,881242,1684976,3301085,6592465,13099976,25105738,46431143,82188394,138512992,226357249,367294615,575233317,763021183,829140491,775264435,706027311,648216543,571522684,462130848,348718628,254031052,177212560,113460935,67682339,38091259,19787913,9253976,4007573,1837442,960326,521733,245109,106193,52871,28282,15301,8160,4218,2115,1009"
rest,2025,"3470,8134,13709,22305,36720,60248,100282,168993,287494,501436,913866,1724663,3342393,6610800,13048551,24778073,45361162,79955081,133370302,215200098,344719064,544209202,746137517,840426275,800250945,725027084,662370417,588504230,481397251,366641925,267706758,186962107,120039060,71818614,40627662,21281837,10028723,4348249,1970349,1018165,551985,261601,113673,56383,30049,16227,8651,4474,2240,1070"
rest,2026,"3373,8199,14131,23218,38950,64816,108464,182075,306848,531942,956488,1780621,3410575,6666454,13029416,24399813,44324453,77952669,129215539,206263852,325941382,514610838,725268974,845401746,823527422,744947956,676681888,604635142,500546243,385059286,282191088,197205831,126867915,76052051,43171958,22779610,10801923,4686360,2095879,1070419,578788,276316,120590,59702,31733,17138,9097,4707,2363,1127"
rest,2027,"3638,8489,14843,24730,42091,71292,119626,199781,335387,578690,1028151,1887471,3564110,6870944,13146577,24139823,43397149,75965926,125440483,198527438,309863536,487186372,701859454,845378732,845177009,766361114,691788326,619892874,518807360,402955572,296794091,207654014,133900586,80425455,45819013,24361378,11641837,5060285,2232672,1123954,604489,289935,126895,62711,33313,17957,9521,4915,2475,1191"
rest,2028,"4054,8792,15721,26696,46011,78816,132175,219752,370621,635647,1119877,2032019,3775948,7137120,13238884,23884330,42398347,73919528,122000607,191898510,296317192,462691067,677240112,840910862,864075396,788199417,707372858,634114791,536210066,420486994,311669860,218529140,141277920,85031681,48631174,26065189,12589837,5505962,2408171,1196397,640646,309494,136456,67499,35758,19230,10183,5257,2640,1275"
rest,2029,"4558,9278,16760,29090,50763,87298,146046,243127,411301,702879,1229503,2204660,4037533,7395474,13286557,23559803,41273452,71824938,118806169,186161089,284926362,441397420,653394796,833375080,879310053,809074586,722589464,647086509,552531863,437633128,326812496,229983905,149231614,90128828,51770235,27960518,13672489,6036918,2631898,1292131,689152,335749,149215,73715,38996,20943,11103,5771,2930,1443"
rest,2030,"4994,9771,17860,31578,55384,95186,158636,265421,448515,765236,1331285,2361425,4261591,7550712,13236368,23107429,40092295,69860590,116191718,182025287,277019921,425441092,633412964,825286682,891075701,828098717,736579431,658061999,566475675,452886756,340789388,240983448,157006988,95141448,54844695,29798326,14733997,6552901,2843085,1375104,730180,358558,160377,79171,41965,22551,11985,6221,3177,1554"
rest,2031,"5311,10236,18836,33953,59475,101701,168730,283003,476908,811716,1406877,2476116,4404316,7604664,13113816,22627931,39020337,68064509,113814770,178393252,270183998,411676308,614786145,815859577,900189043,846546610,751442031,669259186,579481361,467068757,353869846,251637765,164773156,100326618,58079336,31733245,15868195,7106578,3075231,1466620,775138,383976,172661,84885,44923,24129,12836,6653,3409,1661"
rest,2032,"5521,10484,19383,35651,62517,106388,176022,295298,496428,842914,1455226,2546466,4472088,7583487,12922408,22111573,37979011,66311444,111533340,175219786,264553654,400528758,598864861,806584616,907164482,863648086,766176294,680368742,591617190,480201604,365956179,261682619,172245883,105357726,61190837,33588568,16977578,7664688,3318336,1563592,822835,411244,186025,91063,48088,25792,13690,7087,3643,1779"
rest,2033,"5572,10471,19430,36189,63674,108450,179891,302080,507188,859416,1478350,2575006,4483489,7520779,12711894,21637441,37057317,64719587,109462823,172478545,259878897,391273605,585213747,797910824,913360053,880276271,781302823,691490174,602648972,491725604,376359185,270538542,179106567,110136028,64178851,35406421,18091540,8242012,3575623,1666994,872081,439467,199985,97387,51273,27478,14602,7567,3902,1923"
rest,2034,"5492,10310,19098,35933,63518,108290,179603,301234,505133,854639,1466746,2548516,4423572,7387661,12434531,21126550,36130738,63124590,107376776,169886415,255871266,383535201,573452497,789461359,917893191,895200116,795639286,702136267,613163627,502998850,386637408,279430466,186111442,115055816,67247035,37267578,19225374,8836994,3845622,1774706,923037,469174,215039,104146,54684,29309,15563,8079,4150,2058"
rest,2035,"5388,9992,18647,35618,63159,107551,178016,297863,498629,842144,1442109,2500176,4337729,7237351,12152580,20639743,35256228,61585483,105319977,167437911,252352459,376909132,563281829,781551698,921447481,908913732,809442569,712660780,623330086,513845587,396451730,287942115,192881542,119851633,70231804,39088602,20344078,9435217,4120136,1886133,975523,499888,230730,111038,58126,31120,16547,8629,4434,2222"
rest,2036,"5212,9593,18145,35241,62836,106825,176334,293886,490782,826785,1412207,2442654,4240153,7082296,11874895,20176556,34434059,60107700,103261449,164948465,248896810,370633021,553538429,773480825,924231396,922166625,823405131,723237848,633103386,524337498,406130185,296399039,199733638,124714600,73246918,40923903,21459870,10034459,4395734,1997286,1026698,530668,247410,118608,61894,33093,17594,9182,4729,2378"
rest,2037,"5024,9163,17463,34408,61775,105206,173590,288719,481761,810576,1382045,2385845,4144270,6934776,11610154,19733245,33647138,58667324,101190416,162472987,245664460,364901466,544270546,765153516,925921399,934541735,837247393,733866295,642623540,534524074,415578068,304664794,206616703,129714732,76480148,42959065,22711249,10724471,4720563,2132317,1087822,565489,265777,126465,65517,34863,18491,9638,4947,2483"
rest,2038,"4884,8788,16825,33716,61056,104040,171248,283532,471862,791931,1347253,2322216,4037318,6774982,11333216,19276988,32857280,57232805,99092098,160003431,242608570,359609554,535227119,756306917,926550904,946350334,851390110,744876341,651958588,544434313,424978390,312927523,213574642,134758281,79766363,45025134,23962324,11413644,5043241,2263983,1145932,599596,285062,135270,69893,37186,19780,10320,5294,2654"
rest,2039,"4733,8370,16090,32855,60194,102650,168601,277759,460970,771455,1308835,2252319,3918665,6600025,11040657,18805907,32068409,55815010,96960605,157488723,239564118,354512920,526276418,746975367,926022733,957277238,865385644,756041676,661424598,554450566,434561840,321338244,220684401,139933888,83144391,47164077,25284092,12186317,5438466,2440672,1228600,645836,310296,147026,75791,40262,21380,11160,5722,2898"
rest,2040,"4579,7955,15335,31681,58973,100948,165785,272017,450458,751936,1272448,2186044,3803355,6426765,10747414,18321398,31260372,54357720,94701162,154741724,236269241,349315657,517419366,737498410,924861146,967740104,879554798,767582296,670962437,564423881,444154966,329742813,227820171,145199559,86625820,49376274,26639579,12978645,5833849,2614695,1307044,688908,333846,157617,80891,42869,22710,11850,6089,3101"
rest,2041,"4441,7538,14619,30159,56676,97783,161070,263879,436628,727755,1229609,2110854,3675035,6236384,10438162,17821797,30456868,52934603,92465942,152029623,233019495,344274123,508583140,727733647,923067778,977962653,894282725,779331995,680122785,573875161,453509726,338074631,234947293,150572345,90232853,51672834,28029271,13790843,6233896,2787753,1381680,729532,356939,168156,85915,45426,24069,12551,6460,3281"
rest,2042,"4336,7231,14003,28926,55040,95651,157847,257883,425928,708267,1194477,2048651,3566036,6072442,10166962,17365982,29707592,51568762,90233383,149280513,229792084,339503677,500256718,717965489,920200517,986850475,908411301,791208214,689453198,583415785,462929647,346471293,242154751,156034226,93925357,54028409,29452460,14634979,6655664,2972890,1460643,771848,381265,179463,91194,48153,25515,13341,6883,3507"
rest,2043,"4206,6839,13327,27445,52591,91983,152305,248653,411016,683640,1153201,1978777,3446904,5896395,9885694,16902268,28967364,50245166,88044448,146529751,226511247,334643857,491715227,707530473,916378466,995353187,923135005,803886717,699139213,592904504,472171228,354595185,249185608,161497186,97697814,56436684,30902695,15503643,7090854,3167022,1543864,816115,406863,191541,96931,51191,27162,14235,7362,3757"
rest,2044,"4076,6583,12670,26048,50289,88659,147475,240766,398067,661678,1115356,1912945,3331343,5722011,9609044,16445457,28247076,48970070,85896823,143814652,223326888,330031749,483600043,697003018,911292553,1002325858,937174321,816517718,708982964,602631340,481774898,363062483,256444556,167103532,101573264,58864709,32351582,16376756,7528181,3360552,1624410,857886,431403,203313,102435,54023,28662,15060,7770,3983"
rest,2045,"3954,6268,12058,24563,47987,85342,142433,232648,384887,640034,1078868,1850117,3220605,5552531,9337833,15986265,27507016,47659436,83665078,140922839,219920581,325371724,475677225,686361918,905169553,1008264539,951076607,829508936,719091101,612604328,491703071,371635629,263742634,172782090,105508834,61324301,33831282,17281524,7991487,3566372,1706589,897772,454311,213851,106761,56036,29724,15642,8116,4174"
rest,2046,"3834,5987,11469,23368,46432,83369,139540,227477,375307,622615,1047170,1792660,3116037,5389125,9076872,15541441,26786699,46386878,81459396,137991704,216377631,320546500,467681483,675467100,898099761,1013317559,965065165,842935878,729332062,622261314,501321399,380142401,271145570,178688995,109736118,64010103,35469438,18290786,8521025,3812171,1812604,951661,486194,230193,114467,59886,31680,16673,8652,4449"
rest,2047,"3722,5714,10952,22052,44277,80667,135878,221452,364816,604385,1015197,1736014,3014990,5232074,8831479,15125667,26124302,45225393,79406281,135232272,213133952,316258715,460344355,664836933,890243981,1017160187,978556527,856188174,739215469,631309213,510602707,388595943,278614716,184704299,114058219,66773324,37179030,19357837,9103962,4094772,1939752,1015779,522237,247901,122283,63580,33475,17570,9118,4701"
rest,2048,"3612,5512,10444,20964,42503,77993,131942,215143,354033,586082,983564,1680153,2915270,5072797,8583004,14700242,25440987,44044720,77304028,132284957,209579412,311710448,453011597,654322250,881978611,1020135634,991481378,869489623,749372269,640627812,520144408,397201811,286143706,190843268,118529507,69624058,38948319,20445449,9684217,4362503,2051114,1068690,552502,263094,128930,66878,35287,18616,9709,5031"
rest,2049,"3504,5265,9926,19470,38913,72359,123967,203490,335942,557850,937915,1604326,2787862,4873910,8284746,14214703,24690539,42819679,75183626,129304937,206066453,307382022,446058832,643819194,872685762,1021487779,1003542505,882926000,759962181,650184992,529900005,406059025,293863635,197186791,123119033,72566509,40784153,21582766,10312414,4666327,2181975,1131490,588736,282483,138088,71508,37674,19846,10334,5350"
rest,2050,"3397,5034,9434,18398,36821,69212,119522,196432,323652,536742,901118,1539540,2674458,4690218,8005600,13753293,23967540,41636263,73111594,126259947,202331372,302771047,438958631,633067980,862668343,1021812486,1015485937,897148018,771230378,659867924,539595241,414994091,301575109,203553622,127697823,75475432,42583296,22685021,10920228,4954548,2303428,1187594,620652,299418,145682,75216,39554,20807,10846,5621"
rest,2051,"3293,4847,8967,17371,34455,65436,114085,188021,309735,514136,863211,1474755,2564699,4515725,7749101,13335655,23314365,40557799,71166482,123301063,198727356,298515061,432560875,623008581,853133263,1022100807,1027321254,911285143,782126028,668615164,548241973,423021137,308605831,209667148,132246976,78494726,44513309,23867119,11588128,5283074,2449183,1257050,659921,320721,155597,80156,42111,22170,11610,6052"
rest,2052,"3189,4677,8498,16537,33013,63183,110941,183082,300694,498284,834991,1424145,2476827,4372371,7536444,12972353,22719678,39571226,69352349,120430955,195174282,294214627,426069483,612500455,842489803,1020968126,1038437625,925486244,793489076,677862341,557506468,431602791,315942833,215793010,136692391,81383124,46335103,24979876,12228369,5601188,2588450,1321169,696486,341173,165152,84857,44449,23324,12172,6345"
rest,2053,"3090,4512,8061,15854,31872,60957,107729,178112,291899,483026,807985,1375718,2391811,4228729,7317647,12598276,22093042,38528104,67454702,117392994,191380128,289757576,419639279,602067308,831240119,1018282520,1048196902,939549414,805295553,687484654,566934349,440470437,323626852,222286636,141480192,84557194,48354394,26217350,12949766,5959264,2746634,1393092,736570,363588,175638,90034,47089,24718,12921,6744"
rest,2054,"2994,4359,7599,15192,30960,59134,104940,173552,283431,468023,780878,1326390,2303458,4074954,7077197,12188251,21398473,37393769,65458148,114192354,187340391,284969282,413029332,591406498,819346904,1014343860,1057056501,953562855,817272873,697171805,576578817,449784081,331840864,229270981,146735053,88075720,50575579,27553659,13725162,6343030,2916454,1469093,777795,386723,186515,95400,49897,26223,13743,7198"
rest,2055,"2901,4215,7196,14451,29655,56821,101474,168234,274227,452462,753904,1278598,2218790,3927064,6846212,11797224,20727320,36293840,63512055,111002715,183273833,280218232,406829165,581650243,807989493,1009657876,1064737540,967136055,829425246,706929690,586223323,458936873,339760430,235938288,151770106,91502044,52753645,28889318,14520082,6739027,3091649,1545677,818602,409449,196847,100137,52238,27398,14389,7554"
