main_religion_2008,time,income_mountain_50bracket_shape_for_log
eastern_religions,1968,"8451,13305,19195,27807,41115,64094,107072,195128,391804,848320,1949607,4876024,13111528,34370343,76438136,129059915,200075938,230804364,222016201,203143781,149237842,89912202,50760132,31441578,23382904,21854654,21960105,20733633,14830859,8461415,4418777,2170789,994294,467966,235752,96373,26555,7966,3981,2220,1279,753,449,278,168,103,62,38,23,15"
eastern_religions,1969,"7807,12577,18255,26383,38705,59547,97944,175031,345304,742002,1697596,4190192,11292483,30196013,70485721,121974359,196067563,237455400,230844945,214261512,162441420,99344718,55538853,33036831,23636944,20811329,21436153,21719394,17323380,10709108,5657587,2875859,1339388,611600,306520,139866,44106,10988,4723,2583,1474,859,507,319,198,126,74,45,28,18"
eastern_religions,1970,"6830,11378,16838,24399,36029,54755,88340,153818,294965,622290,1398160,3344779,8857059,24111017,59802070,111621278,186831077,247389205,246573900,229295325,178677236,110023946,60236322,34446775,23588480,19871982,20803791,21719203,19256989,12840364,6971616,3613059,1722803,779187,377904,184001,65899,15727,5375,2818,1596,920,547,343,214,136,86,52,29,20"
eastern_religions,1971,"6762,11339,16836,24346,36208,55129,88542,153099,291421,612460,1374400,3289393,8735980,23950312,60023996,113693764,191654873,257257348,256731610,236995415,182127616,110389876,59749225,33902257,23076995,19459982,20544209,21709497,20011486,13739019,7583819,3946502,1899223,858408,409999,202542,75505,18026,5467,2788,1565,899,530,332,210,134,80,51,29,20"
eastern_religions,1972,"7257,12030,17691,25576,37674,57718,93172,162018,311133,660455,1505567,3680690,10002504,27531001,67725647,123534080,206322151,265681180,260684549,238558888,177704559,105184308,56778206,32339055,21819144,18503574,19539336,21230578,21047052,15415512,8888526,4649339,2286544,1037570,481340,242085,98375,25082,6143,2893,1598,918,536,331,212,136,83,53,31,20"
eastern_religions,1973,"6849,11526,17120,24715,36138,54742,87590,151087,288766,613687,1393036,3377121,9156381,25474184,64050408,120310670,202710293,270869825,269452741,247861686,188047028,112488363,60692433,34278364,22551209,18777486,19087375,21099857,21900003,17121195,10355583,5444018,2735006,1253528,569797,286110,125018,35211,7540,3156,1709,963,555,332,208,132,82,51,31,17"
eastern_religions,1974,"7138,11939,17637,25472,37149,56222,89992,155469,298126,635827,1459252,3604197,9964099,27889460,69499386,127902753,214899785,279339468,274486027,250374171,186159839,109853654,59169709,33637146,22509598,18990625,19683410,21606687,22044960,16726671,9895988,5189363,2583042,1177081,539203,271588,114936,30719,6803,2985,1622,903,507,303,183,115,70,42,26,16"
eastern_religions,1975,"6735,11450,17062,24601,35728,53440,84744,145227,276560,587904,1346410,3326684,9250775,26238210,66571827,124972996,210544183,279949738,278148614,257546906,199189741,121211338,65530936,36764568,23969243,19696751,19935065,21864672,22515467,17355554,10381934,5444403,2721407,1241256,564901,284259,122261,33154,6877,2878,1551,861,487,284,177,115,66,42,26,16"
eastern_religions,1976,"7699,12719,18565,26732,38609,57894,92180,159097,306765,663621,1577864,4144868,12001887,33831312,81186094,141430484,229388912,279905556,272366178,252846712,190179243,114802786,63289339,36435735,23987826,19759854,19750730,21883837,22910486,18208943,11134393,5854047,2954010,1355717,612831,307206,136089,38723,7737,3043,1614,890,492,287,163,104,65,37,23,13"
eastern_religions,1977,"7363,12336,18099,26025,37419,55557,87525,149379,285366,615530,1470358,3888379,11397776,32564227,79280625,139053331,226316087,279121572,274164084,258192629,200975547,125065320,69796808,40095938,25890557,20695652,19938452,22074868,23331363,19213750,12055260,6363814,3240482,1499030,673224,334564,152859,45889,8772,3056,1578,852,454,246,139,83,51,30,14,10"
eastern_religions,1978,"6346,11070,16631,23946,34429,50518,78139,130263,242098,511053,1194094,3065393,8902563,26090737,67346136,127046497,213799816,286229323,288776370,272447785,218186268,137577510,76111348,42969751,27185967,21210474,19850707,22044907,23542386,20359629,13228699,7060428,3629804,1699621,760056,371998,176067,56989,10991,3331,1685,903,476,250,139,80,47,25,16,7"
eastern_religions,1979,"5916,10640,16166,23363,33684,49478,75999,125127,228636,475879,1095793,2776269,8012275,23815883,63394514,126520217,218551194,306973212,311340301,285948937,217933113,130488850,69970218,39027784,24843001,19699761,18707059,21316902,23267626,21331563,14436801,7855610,4070730,1933587,864158,414911,202416,70732,14288,3739,1836,975,507,254,139,76,38,23,18,0"
eastern_religions,1980,"5607,10349,15822,22827,32776,47731,72666,118414,213713,440705,1018568,2619306,7690227,23197288,62420703,125753142,216997368,306982001,313509099,291327529,227647216,139386000,75298590,41847935,26278359,20335925,18971679,21434679,23424289,21915805,15077334,8283090,4300473,2056178,920239,438375,216195,78067,16339,4082,1987,1053,545,277,142,75,40,21,10,2"
eastern_religions,1981,"5880,10468,15941,22951,32797,47420,71775,116407,210235,436974,1026381,2698191,8110985,24675435,65968310,129561101,222232187,307917089,312781742,293504713,232009263,143883215,78687750,44554695,29120163,23881964,23269435,25318848,26200410,23774207,16204504,8874532,4571415,2170222,968003,456466,222948,80857,16858,4019,1934,1035,539,269,137,69,35,19,10,6"
eastern_religions,1982,"3502,6546,10627,16376,24902,37906,59419,98137,177274,365276,844424,2183336,6449433,19854046,53869860,115237159,201987184,306154538,335474662,318167566,251674895,155987277,84850527,47102381,29825858,23857217,23062156,25083585,26072724,24576022,17388208,9691500,5047024,2426284,1082357,501588,247109,100249,23931,4854,2106,1109,575,288,149,73,39,21,10,6"
eastern_religions,1983,"1248,2690,5134,9215,15987,27112,45988,78499,142228,290926,666799,1681254,4793292,14887275,42305707,96145306,178232858,291736445,354131253,347331659,278189815,174050441,94902456,51982603,31659075,24286198,23094059,25136829,26348092,25312364,18391425,10416602,5428617,2625601,1177048,545612,271112,113762,28795,5662,2371,1242,646,323,164,81,44,22,11,8"
eastern_religions,1984,"5,210,1131,3505,8367,17548,33918,61367,111059,222735,499665,1198972,3136227,9499508,28694400,72260877,144455083,260520067,367925216,388315074,317980736,200226623,108325498,58733830,34501645,24964464,23263943,25177677,26921099,26134461,19435935,11162984,5832282,2861086,1288250,602937,300758,122644,30435,6197,2695,1430,752,378,193,95,51,25,14,10"
eastern_religions,1985,"678,1219,2265,4652,9453,18245,33523,58705,103114,204484,464464,1131643,3009296,8975736,25964884,63623199,128178831,237523779,359832674,403796670,346403305,227240069,122701906,65544965,37430160,25806761,23406096,24942750,26816822,26834958,20578157,12151755,6384815,3167314,1400082,649154,332697,147170,41269,7644,2805,1446,754,378,189,95,50,24,13,10"
eastern_religions,1986,"1415,2382,3691,6222,11205,20191,35499,60229,103157,201929,458046,1121005,3030822,9167380,26027709,61007206,119655012,223796106,353019642,412031959,365986494,248167665,134938169,71164432,39829585,26307264,23194952,24568286,27008228,27636979,21878292,13299986,6923311,3505715,1569218,712005,364510,167823,49787,9168,3199,1657,880,451,227,115,59,30,17,10"
eastern_religions,1987,"2194,3613,5015,7358,12023,20997,36443,61666,105902,206966,461305,1090100,2876995,8696525,24910341,57810509,109807594,206763368,340865018,417436034,386475679,275314210,152434050,79401591,43312705,27006374,22639308,23571436,27272185,28555385,23650859,14919636,7828025,3975533,1822496,806626,407397,198626,63762,12286,3977,2061,1111,585,296,151,77,39,22,11"
eastern_religions,1988,"2510,4224,5817,7939,11975,20088,34604,59707,108617,221760,478288,1045234,2541877,7127432,20263723,48762755,95741122,183319652,320306441,420898551,412368889,312253479,179754381,92342275,48683745,28880567,22433252,22700385,26753393,28822315,25348206,16623129,8853446,4574568,2117283,939552,456982,231805,85091,17885,4979,2565,1419,766,399,201,98,52,24,13"
eastern_religions,1989,"2184,4069,6437,9232,13289,20325,32967,55570,103866,220292,479753,1042562,2733330,9008517,26477409,65135148,136312837,243216310,375164898,413963603,361749548,259245728,153113575,85990672,48635051,29809374,22847279,22363585,26505526,28995671,26927767,18474217,10110998,5243991,2480850,1110710,527618,270144,107861,27091,8327,4479,2589,1476,819,451,243,135,62,30"
eastern_religions,1990,"2756,5196,8313,12026,16889,24263,36257,57072,102192,215278,470033,1007300,2545380,8331505,24966395,61993866,131928048,236939445,374825320,425601933,375924655,271699931,161694927,90548574,50742122,30603175,22678644,21823526,25737649,28740049,28019438,19971741,11342978,5939477,2860711,1268964,580295,302678,133928,37564,10737,5686,3335,1930,1084,587,314,163,81,31"
eastern_religions,1991,"2961,5723,9190,13576,19190,26947,38702,58870,103046,216045,473224,1002391,2253176,6774100,22236847,60281377,128836648,233546865,373123767,424375696,387484316,285190375,173368503,97872312,54812106,32779875,23458995,21741392,25313667,28810535,28763976,21141214,12199400,6402729,3102763,1373823,621861,320759,151884,47325,13156,6605,3851,2215,1225,654,339,168,76,28"
eastern_religions,1992,"3253,6208,9982,14666,20355,27608,38207,56211,95087,195944,432565,956126,2423829,7494063,22282279,57147389,121832490,223748377,367465604,421154072,398030577,299793729,188664003,107861123,60438361,35862826,24896825,22234371,25326739,28810409,29432411,22053648,12910593,6860142,3351297,1504573,684839,348915,160208,50594,14850,7426,4296,2448,1333,692,346,162,70,25"
eastern_religions,1993,"3706,6973,11131,16139,21753,27907,36121,50709,83634,171126,381900,849834,2230933,7308875,21449102,53472962,115066469,213412629,360758597,418112232,407139331,313376485,204674707,119913281,67461913,39778697,26962208,23036055,25450729,28834633,29701632,22674448,13353758,7071883,3481285,1563536,708256,357333,170577,56061,15956,7860,4548,2589,1414,739,371,173,71,25"
eastern_religions,1994,"3839,7278,11720,17117,23018,28700,34302,43005,65151,133437,312805,687899,1599099,5236473,16983109,45088625,100977365,191001797,335587816,439462897,420798754,335620045,224674568,134274747,76034762,44699804,29305585,24152309,25334875,28708191,30098622,23381262,14100016,7547807,3756830,1698826,772102,389050,180262,58234,16946,8522,4959,2852,1579,848,440,212,89,39"
eastern_religions,1995,"3590,6789,10908,15913,21374,26339,30222,35174,49874,102981,255748,611521,1656277,5466287,16473498,41229849,90851859,176534159,313108541,438641303,435422766,353545285,242624028,148090196,84787164,49730668,31994059,25610881,25627778,28810286,30264654,24265311,15000664,7991036,4052366,1829677,815406,416112,197766,64192,17709,8787,5125,2947,1637,870,450,215,91,40"
eastern_religions,1996,"3225,6128,9905,14575,19726,24423,27571,29909,37658,75259,199899,490930,1044147,2301979,7912315,29737319,82175455,166468481,297680666,430336939,454028661,374134883,263226420,163847165,95056265,55489793,35213620,27191810,26295491,28943256,30572506,25154867,15588489,8394371,4266062,1918797,866798,434531,210130,72005,19377,9127,5269,3012,1664,886,452,214,94,38"
eastern_religions,1997,"3126,6000,9810,14625,20102,25298,28953,31210,37518,69927,183366,460427,1015305,2346780,8461843,31280187,84176662,167319680,296848557,427436196,453499022,375873834,269810648,171483765,100822462,59263493,37522036,28642029,27116733,29519160,30914906,25622725,15935254,8554581,4358275,2011256,909155,446562,214868,74401,20159,9482,5465,3112,1712,900,456,211,87,37"
eastern_religions,1998,"2821,5523,9232,14120,19952,25899,30544,33663,39939,68673,171165,435751,986240,2367105,8989414,32716290,85747806,167149363,294264822,422874895,451674610,378814311,276527041,180681216,108117798,64140128,40702120,30657635,28472860,30233865,31310390,25407409,15810341,8417983,4303209,1964243,885960,432082,208535,72926,19149,8654,4978,2836,1545,805,397,182,72,31"
eastern_religions,1999,"2636,5187,8757,13617,19672,26200,31767,35582,41290,65162,151569,390494,917710,2220824,8809581,33648054,87744044,166060458,290762224,419302920,450583090,379573726,282136044,190978295,117092306,69541599,43493166,32005997,29159004,30750956,31840903,25943422,16235406,8724363,4484228,2068097,938723,457676,218883,77610,20995,9416,5367,3036,1651,859,429,195,78,32"
eastern_religions,2000,"2471,4882,8167,12591,18108,24221,29739,33902,38945,56248,114953,282619,742570,2223188,8658713,30599623,80000319,157396993,280227864,410202006,449524740,386131734,291830023,206825184,132883041,79662143,49280792,34890976,30314051,31457623,32571701,26598720,16871823,9238540,4763811,2217288,1018178,497114,234876,84278,24467,11043,6195,3457,1867,959,479,220,89,36"
eastern_religions,2001,"2335,4635,7763,11936,17137,22856,28112,32276,37233,52131,96437,210842,482624,1306098,6377752,26793240,75480234,151867239,273928604,404823262,448951487,391573186,299867702,217569109,145849592,89454798,54835450,37844164,31832483,32385024,32902652,27169205,17488304,9410773,4918695,2301130,1044129,507763,246710,91456,26391,11778,6536,3592,1909,969,479,218,88,35"
eastern_religions,2002,"2156,4308,7268,11242,16208,21683,26755,30791,35404,48854,88736,183269,383600,979694,5199741,23702880,70157328,144933936,266624339,397204126,444957093,394193509,306939239,227979970,160318216,102532223,62616344,41777977,33398133,33192205,33658776,28134705,18296081,10000867,5235387,2465888,1132342,551850,266958,102096,31196,13303,7193,3888,2043,1025,501,228,92,38"
eastern_religions,2003,"1700,3311,5540,8619,12737,17827,23447,29342,36772,52065,88931,168438,346245,846020,3737050,17481133,56892598,131180572,253567048,388734198,448469752,406902429,321855692,241558913,173422977,113422328,69990790,46043150,35671105,34216596,34263025,28564373,18713638,10151270,5333376,2520586,1164673,563427,280972,114991,35928,14716,7880,4250,2213,1101,529,241,102,42"
eastern_religions,2004,"1360,2509,4027,6145,9248,13691,19571,26913,36613,53651,90070,165280,335289,915214,3586784,14310203,45238602,113671877,236945028,376021442,446274901,417437805,337656734,256623040,188442514,126989030,79578304,51554525,38611415,35796120,34987149,29289859,19360391,10546285,5596922,2676789,1233195,597161,296443,123133,40318,16728,8945,4827,2507,1237,586,261,109,46"
eastern_religions,2005,"1037,1799,2693,3906,5896,9347,14859,22725,33356,50265,83686,151205,295257,754681,2861007,11326556,35543986,93101550,212034572,355677497,436612168,425760304,356336651,276097613,207600250,145192513,93448753,60130826,43358766,38186958,36317884,30325331,20132428,10993613,5837468,2802000,1309157,637642,325715,142265,48333,20072,10879,5948,3138,1554,731,322,137,64"
eastern_religions,2006,"829,1479,2327,3569,5624,9026,14189,21207,30365,44978,74654,135597,271123,651611,1945958,7499958,28481899,86385569,201041346,345726030,430310842,424908247,363619790,288525962,221587683,159420928,103908848,66580180,47453533,40619633,37557738,31405522,20680486,11357352,6043292,2904524,1349674,663830,333989,141334,50247,22750,12619,7106,3850,1963,918,393,166,77"
eastern_religions,2007,"587,1070,1768,2898,4847,8082,12863,19046,26768,38991,64278,116895,237591,592875,1869989,7041736,25864362,78499579,186579585,329987647,420430832,421452761,367911690,299951232,235622993,176176932,118371429,75848468,52788691,43869485,39333339,32362594,21149311,11791014,6193042,2969127,1361477,657830,327938,134396,47787,24274,14542,8590,4860,2561,1218,520,211,94"
eastern_religions,2008,"390,729,1289,2342,4318,7597,12268,17895,24441,34734,56870,103949,218527,570953,1882362,7050610,25109392,74961836,178186601,318806719,414395209,418185743,369636691,307624694,245105991,187627288,130263817,83932141,57720788,47021451,41087655,33065566,21407888,11728777,6119035,2897408,1320469,640446,325347,138013,50402,25993,15975,9666,5573,2970,1410,595,229,99"
eastern_religions,2009,"160,290,502,919,1767,3264,5595,8869,13676,22159,39536,73987,158601,437298,1492920,5741138,21689901,67604214,167397090,306165308,407996346,415163334,371930199,314820193,255541394,200103760,142280195,92389563,63307571,50955108,44562206,34692983,23490516,13290927,6986536,3297454,1484062,696296,376310,198173,86050,34864,18654,11200,6458,3427,1601,649,241,101"
eastern_religions,2010,"188,273,299,263,196,175,329,1127,4126,12187,28875,57234,112367,294280,1028721,4106694,16632027,55695191,146187851,279871119,392318631,411299141,375170069,324937288,271027896,219296948,160954436,106514906,71822331,56095064,49456022,38424056,27455307,15971859,8739849,4040593,1838215,830885,466447,291572,133020,41428,19586,11700,6813,3718,1829,799,318,129"
eastern_religions,2011,"93,161,314,809,2290,5757,12536,22799,35155,48175,63286,87582,138940,284518,827167,2860195,10941282,38500174,110710507,235190618,365232861,415935032,401984218,355453625,296947978,242460397,179978874,119523320,79666635,60998986,52184972,39288560,26655550,15440926,8303332,3980576,1778938,763767,422843,276503,134141,41394,17280,10029,5951,3404,1835,909,408,175"
eastern_religions,2012,"0,0,10,41,155,651,2247,5839,12572,24544,45949,79066,129625,240369,667724,2309927,8853247,32250579,96791191,215482008,347572857,407496911,400743750,360503591,307007887,258142464,199729279,137390777,91815062,68180581,56663284,41911238,27091524,15643682,8321805,4119548,1823131,738159,390656,263861,141828,46650,17105,9444,5565,3251,1854,1009,508,229"
eastern_religions,2013,"0,0,6,38,177,809,3044,8534,19123,35101,55083,77222,113082,218501,586243,1773974,6013366,22203612,71979551,179056119,319370016,400113810,400488215,374518542,330254001,280767082,220866163,157748371,107327765,77300866,62389670,45233080,27688179,15625928,8192260,4155788,1850923,712986,357938,255675,156786,56124,17452,8831,5036,2834,1548,817,407,193"
eastern_religions,2014,"72,301,934,2324,4835,8540,13032,17167,19511,20822,27379,50692,110392,260641,691832,1951345,6051935,20897878,65877481,167359924,307515468,393700268,390369971,364277619,332730125,293153835,240184834,176699097,121112220,84865052,66724590,47293502,28645311,15845202,8175368,4084176,1804542,706890,369307,259400,156994,58421,18296,8902,4914,2669,1410,726,360,176"
eastern_religions,2015,"0,0,2,25,55,94,221,825,3334,10378,25320,51561,102216,240477,666535,1893593,5612963,18862144,58685688,152738096,293102292,389505374,388686192,355127235,333944927,303863451,257673805,195121215,134720328,92679041,70830949,49547154,29805654,16548970,8557794,4246564,1848523,719255,370662,262134,159566,56902,17391,8449,4570,2417,1237,617,309,157"
eastern_religions,2016,"11,82,356,1156,2943,6072,10589,15709,19797,21340,22882,36036,87788,241216,666006,1875378,5580679,18071874,55249843,143661246,281412423,379862328,385477479,353271698,334234446,310702942,268110587,208094467,147149279,101820396,76354631,52724809,31557638,17378676,8763726,4246173,1818523,710671,366528,259160,159081,56575,16567,7695,3958,2010,1010,514,274,152"
eastern_religions,2017,"132,484,1323,3004,5794,9651,14023,17914,20624,24092,34792,61182,116655,236158,547804,1467364,4272298,13653051,42776751,120126909,262511518,376813778,388027310,359368324,342376222,320948803,279508887,220795214,159009982,110704967,81862990,56821449,34341951,19068214,9676383,4670834,2000744,766509,378769,263792,158753,54803,15781,7445,3988,2122,1118,589,312,169"
eastern_religions,2018,"190,344,522,717,928,1090,1183,1301,1842,3981,10642,26205,59262,140082,381841,1191832,3745229,11637408,34532514,94854679,215543348,344868387,392935718,376718274,358206403,342727102,301713280,239527898,173641251,120508089,87834229,60670477,36522262,20008518,10016454,4715807,1992063,776751,385433,267384,161355,55989,16189,7635,4053,2154,1146,613,334,189"
eastern_religions,2019,"61,113,175,255,371,490,618,788,1149,1785,3116,6453,18542,63395,215698,734858,2530084,8806387,28437677,79914879,183384789,317830760,400700234,402207034,368939011,344922713,310436610,252746527,187294588,130600708,94227222,64234564,38752510,21434460,10990848,5222731,2171092,816688,392150,269139,161900,55561,15970,7474,3982,2122,1127,600,327,179"
eastern_religions,2020,"72,129,194,278,399,545,705,930,1387,2151,3848,8576,25715,86291,289484,998249,3483195,12087345,37594897,100300232,212365803,331237764,382988806,372338194,348834112,335412605,309129987,256112694,191538042,132557704,92961644,61083996,36172655,19907660,10182323,4813268,1958635,720791,346573,240555,146636,50665,15155,7249,3861,2060,1092,585,318,176"
eastern_religions,2021,"57,113,176,263,398,568,774,1066,1556,2360,3994,7939,21151,67371,221940,748549,2563640,8883572,28616340,80036085,182062092,311234713,384334351,384953802,354568925,338006533,318058268,271569591,209216930,147297175,102856692,67576112,40063264,22190423,11572860,5534844,2299420,843278,389615,261094,162257,60109,18970,9169,4942,2627,1389,736,396,221"
eastern_religions,2022,"41,98,160,241,375,542,735,995,1456,2214,3636,6924,17198,52898,173926,577389,1946530,6699630,22162190,64385044,155375255,287454000,382885429,400179953,368352428,345315554,325958527,282683625,221198932,157380134,109678348,72581661,43167298,24040219,12703153,6144832,2620282,971927,435003,280941,178367,70385,22184,10583,5729,3094,1655,903,495,282"
eastern_religions,2023,"26,87,148,224,353,545,762,1028,1483,2244,3576,6495,14947,43677,142324,465315,1551141,5289938,17806071,53168505,134162796,263364851,374682460,407576568,378957159,350859133,332232703,293814076,234339558,169419599,118152569,78660603,46995816,26344642,14089332,6886177,2995289,1108556,474521,294947,191742,80612,25515,11969,6476,3516,1902,1034,574,315"
eastern_religions,2024,"14,76,135,205,326,528,754,1028,1471,2236,3516,6162,13150,36412,117022,375366,1227980,4153119,14151272,43346930,113979164,237264109,362098829,412340132,390763801,357698875,338183212,304597260,247879651,182606215,127778311,84982763,50827603,28615970,15418150,7613721,3352358,1244918,516314,310472,202129,88002,28594,13375,7233,3929,2130,1156,634,345"
eastern_religions,2025,"4,67,122,190,322,545,816,1148,1651,2517,3915,6558,12647,31669,97282,306713,981751,3273373,11175710,35189097,95900764,211026861,345727700,414370720,403334329,365865708,343743853,314237291,260745347,195781927,137820267,91623371,54828654,30974708,16786178,8384819,3733586,1396223,560588,325093,211101,94292,31102,14457,7799,4229,2293,1244,681,376"
eastern_religions,2026,"0,54,110,174,291,527,799,1139,1640,2460,3796,6237,11567,27243,81130,254506,802072,2639511,8978186,28866315,81150296,187078399,326345085,412060958,413793540,374077953,348640331,322599898,273067058,209163079,148610386,98875469,59248279,33570052,18271497,9226774,4149002,1565568,609426,340863,220474,101036,34199,15892,8532,4609,2477,1336,729,400"
eastern_religions,2027,"0,41,99,163,264,497,793,1139,1630,2438,3749,6055,10818,23896,68360,213507,660829,2142650,7250305,23771858,68708998,165341795,304993944,406507720,422345082,383081783,353558848,329798885,284557020,222202452,159726001,106523055,63966894,36299889,19835647,10119642,4601387,1755000,662230,354328,227181,106070,36406,16878,9071,4905,2641,1418,773,421"
eastern_religions,2028,"0,27,91,151,260,507,842,1248,1806,2722,4208,6727,11572,23485,61642,186123,557975,1774342,5943460,19757855,58427224,145927273,282841821,398148664,428621513,392401915,358533460,335755842,294987244,234665984,170942134,114509432,68976453,39210136,21535227,11109713,5134155,1996647,742525,380023,240070,114493,40377,18731,10004,5382,2887,1546,840,453"
eastern_religions,2029,"0,16,81,140,236,482,825,1249,1799,2702,4133,6560,11071,21514,54193,161619,475215,1486001,4940439,16582573,50020191,129036400,261659244,388133539,432634452,401488921,363465994,340505260,303988493,246107270,181795208,122601011,74201776,42290913,23338141,12154592,5708938,2267319,838307,410749,255388,124792,45422,21063,11195,5987,3182,1699,918,498"
eastern_religions,2030,"0,10,74,131,229,459,826,1259,1831,2751,4192,6597,10953,20472,49203,143737,415741,1279086,4217693,14205068,43573094,115067487,242319077,376942729,434546883,410059854,368577821,344442150,311439247,256089908,191728687,130403961,79372889,45364456,25125525,13173037,6278791,2535713,933150,437128,267486,133479,49639,23010,12260,6548,3470,1833,983,530"
eastern_religions,2031,"0,0,67,124,216,437,806,1252,1830,2754,4218,6655,10975,19973,45906,130416,371228,1121337,3654409,12293776,38295777,103382970,225094109,365436541,434993407,417812542,373717103,347765182,317499089,264748673,200690589,137836795,84480986,48482083,26955987,14222499,6880155,2823881,1043313,470827,283273,144702,55123,25312,13383,7101,3751,1975,1054,567"
eastern_religions,2032,"0,0,58,120,206,412,792,1249,1823,2747,4206,6628,10842,19345,42640,117893,331445,988428,3205819,10811824,34163682,94009310,210376875,354141849,434196913,424633209,378862787,350804825,322441860,272031263,208410043,144522181,89256435,51436461,28685675,15216726,7463111,3113263,1159133,506155,299045,155981,60589,27564,14505,7663,4011,2098,1105,585"
eastern_religions,2033,"0,0,50,112,202,415,833,1334,1981,3017,4624,7260,11741,20350,42396,111773,307321,896943,2869720,9640722,30794033,86113700,197382957,343074527,432708379,430756688,384183524,353732514,326532124,278193045,215027880,150522945,93751764,54282341,30345230,16184502,8040875,3409451,1281530,545667,316310,168446,66979,30198,15847,8358,4363,2270,1188,619"
eastern_religions,2034,"0,0,42,106,194,398,823,1321,1965,2971,4555,7142,11509,19705,39899,102804,280999,812166,2585191,8681586,28016096,79439268,185973215,332396920,430489263,435909377,389343924,356482744,330023877,283616558,220928129,156046670,98039908,57028358,31944664,17132950,8609090,3711622,1413502,589189,335154,182134,74214,33129,17329,9132,4755,2463,1276,667"
eastern_religions,2035,"0,0,36,101,186,380,806,1319,1967,2982,4569,7175,11540,19621,38638,96339,260034,742581,2352903,7910190,25760893,73911430,176237186,322503338,427816710,439978069,393868334,358828153,332913041,288372064,226229655,161175219,102142057,59675019,33462805,18031854,9147689,4001612,1540242,631502,352881,195324,81408,35946,18727,9868,5145,2659,1385,719"
eastern_religions,2036,"0,0,34,95,183,363,797,1319,1980,2988,4589,7203,11552,19502,37581,91177,243962,687111,2156035,7219211,23676489,68721074,166834979,312416337,424638907,443715948,398692574,361317300,335471014,292654037,231199351,166081805,106226706,62342892,35022980,18962361,9689606,4286110,1657892,665534,364587,205915,88056,38514,20003,10569,5526,2871,1488,775"
eastern_religions,2037,"0,0,27,92,178,351,813,1374,2054,3070,4673,7266,11580,19375,36571,86428,229097,637286,1982522,6607736,21813068,63988025,157971522,302349544,420878691,446822862,403402373,363754116,337748959,296589756,235962517,170821788,110298353,65014680,36606730,19922069,10256693,4598643,1795255,710005,379601,216908,94549,40621,20826,10917,5658,2913,1498,771"
eastern_religions,2038,"0,0,21,86,171,336,788,1362,2048,3053,4649,7227,11505,19169,35576,82134,215843,593247,1827114,6064043,20122491,59600902,149412871,292048505,416524083,449483600,408276667,366317827,339689946,300103101,240525904,175482389,114395938,67722307,38254612,20932608,10844067,4920323,1936884,756038,395103,229279,103075,44123,22529,11815,6116,3134,1585,796"
eastern_religions,2039,"0,0,16,81,195,430,948,1625,2414,3538,5244,7954,12470,20663,37965,85060,217484,580042,1734664,5659306,18686244,55573505,141064351,281359594,411209321,451300845,412891864,368920310,341658292,303544734,245067676,180146272,118545347,70500502,39953107,21999001,11499935,5318564,2145047,843008,432281,252365,117156,50415,25698,13450,6922,3527,1770,891"
eastern_religions,2040,"0,0,15,78,157,325,778,1415,2153,3238,4942,7667,12139,19922,35515,76696,194128,515774,1547800,5100243,17088571,51556319,133001579,270856016,405719578,452933537,417644960,371639588,343474303,306724547,249460511,184728756,122674768,73322257,41674487,23055855,12127594,5696004,2335463,919761,462002,270132,128141,54769,27641,14374,7342,3723,1861,946"
eastern_religions,2041,"0,0,10,75,155,316,763,1418,2175,3274,5001,7755,12283,20074,35351,74383,184675,483070,1427366,4668575,15668453,47797254,125005120,260063738,399579874,454269843,422760597,374550768,345121874,309574042,253632820,189175325,126715188,76170696,43434009,24130914,12754285,6068136,2515741,988203,484833,283898,137797,58650,29321,15213,7764,3929,1972,999"
eastern_religions,2042,"0,0,5,70,146,318,781,1490,2311,3517,5425,8462,13415,21806,37656,75938,181432,462123,1334225,4308572,14441397,44446282,117702316,249596122,392817107,454513061,427024619,377170930,346582215,312314841,257815384,193711929,130874458,79143012,45284736,25259588,13415542,6467020,2715066,1068616,513127,300382,149409,63833,31684,16446,8394,4245,2128,1075"
eastern_religions,2043,"0,0,0,67,142,311,758,1491,2340,3569,5515,8611,13672,22282,38335,75773,177145,443589,1255455,3991990,13302800,41192841,110447341,238915872,385649474,454859766,431917083,380360876,348007812,314583361,261479575,197809014,134791125,82089907,47157374,26387493,14062171,6853037,2903201,1143309,537689,314431,160077,68717,33911,17658,9051,4586,2300,1158"
eastern_religions,2044,"0,0,0,58,135,294,717,1447,2297,3496,5404,8450,13423,21831,37356,72732,167702,415812,1161032,3659890,12188189,38078348,103443332,228026685,377331932,454021896,436251935,383644828,349712206,317140701,265443990,202198848,138953499,85235980,49158935,27570672,14741188,7265522,3108209,1226582,565038,328750,170865,73728,36045,18738,9603,4871,2452,1243"
eastern_religions,2045,"0,0,0,56,128,279,681,1416,2269,3457,5340,8353,13284,21593,36810,70595,160096,392640,1080506,3373522,11206242,35264940,96895253,217285124,368090127,452107047,439964592,386952602,351504846,319881447,269624191,206624891,143152869,88491392,51229037,28764784,15422695,7676784,3316738,1311630,590753,340579,180170,77991,37583,19490,9986,5074,2566,1298"
