unicef_region,time,income_mountain_50bracket_shape_for_log
eap,1874,"26033,36701,51871,76608,120382,202852,365922,708177,1445565,2959252,5838465,10972434,19748369,32431283,46868671,58991080,65941950,64535673,54219076,40732486,27664250,16918017,9986955,5870162,3354968,1907171,1116548,659430,391604,234755,142279,87658,54449,33839,20964,12920,7897,4772,2861,1683,971,517,269,117,47,13,5,0,0,0"
eap,1875,"25808,36399,51530,76292,120155,202878,366278,709418,1449052,2973724,5887995,11090072,19980340,32749256,47164714,59244552,66219244,64682905,54267506,40738035,27634198,16879964,9972393,5879941,3381996,1934102,1139110,678256,407311,246774,150498,92896,57710,35848,22143,13597,8275,4982,2975,1744,1001,535,279,124,49,15,6,0,0,0"
eap,1876,"25640,36169,51268,76030,119847,202472,365819,709312,1450081,2977064,5896019,11111057,20032015,32853877,47353393,59539142,66626667,64965823,54430007,40827966,27676831,16906503,10004872,5917038,3417155,1959959,1157085,689202,412799,247748,149708,91950,57051,35425,21879,13443,8195,4935,2948,1730,991,533,276,123,49,14,4,0,0,0"
eap,1877,"25983,36740,52159,77303,121458,204120,366993,709364,1447780,2970121,5884400,11102139,20036606,32913981,47500422,59799943,67033098,65291150,54658805,40967539,27743651,16937393,10029421,5946458,3452526,1991435,1182131,705819,421647,251367,150906,92295,57151,35443,21867,13396,8134,4890,2912,1704,979,528,272,122,47,14,4,0,0,0"
eap,1878,"25750,36402,51678,76607,120262,201731,362108,699880,1430127,2938262,5834630,11042313,19974560,32917005,47617253,60057325,67466665,65675751,54964397,41163945,27838639,16966770,10030231,5954714,3491657,2048423,1235854,742398,443059,263083,156727,95053,58506,36143,22224,13574,8214,4928,2932,1707,979,534,273,122,47,14,3,0,0,0"
eap,1879,"25554,36147,51396,76313,119910,201250,361470,699333,1430223,2939826,5839806,11059499,20023612,33025173,47815704,60373526,67894713,65976670,55155757,41285517,27911209,17008313,10045698,5954358,3499381,2065032,1257201,758274,448005,262541,154490,92732,56584,34518,21005,12776,7737,4660,2780,1616,927,498,254,111,41,10,0,0,0,0"
eap,1880,"25213,35561,50366,74402,116087,192962,343355,660244,1351854,2788164,5570004,10672496,19489132,32492363,47525566,60396126,68339317,66711458,56099014,42111372,28445841,17325896,10227128,6061139,3576546,2122033,1301291,791947,470750,275572,160921,95753,57838,34638,20671,12465,7540,4532,2704,1571,904,484,244,109,40,5,0,0,0,0"
eap,1881,"24981,35235,49918,73748,114988,190806,338953,651166,1334015,2753307,5505440,10576881,19383525,32423038,47598004,60654149,68766554,67116746,56509844,42473522,28685167,17466919,10304010,6101562,3609680,2154610,1333401,819969,490966,288054,167866,99408,59893,35820,21255,12724,7663,4606,2741,1603,912,494,248,111,42,6,0,0,0,0"
eap,1882,"24815,35031,49729,73638,115037,191166,340083,654592,1342212,2770698,5540867,10644578,19511306,32659751,47929768,61100420,69288606,67429457,56625390,42480325,28671218,17467116,10316055,6129755,3648277,2177078,1347110,829387,497101,290761,168551,99495,59125,34436,20119,12068,7308,4404,2641,1542,881,477,235,107,33,5,0,0,0,0"
eap,1883,"24801,35096,49952,74144,115957,192622,342407,658878,1350182,2785353,5568590,10698021,19619422,32866505,48239960,61544487,69822129,67783901,56816747,42563322,28699325,17472968,10308367,6113415,3641730,2189396,1370345,857455,522927,310074,180357,105776,62886,36795,21292,12570,7547,4531,2709,1586,908,489,250,108,38,5,0,0,0,0"
eap,1884,"24640,34874,49660,73695,115096,190623,337755,648348,1328272,2740769,5483047,10566268,19464983,32752335,48304549,61846709,70311622,68276608,57344293,43018291,28983043,17635057,10404237,6178855,3701367,2231842,1396760,871772,528890,311143,180159,105764,62970,36891,21496,12793,7706,4630,2774,1633,935,507,255,112,41,5,0,0,0,0"
eap,1885,"24447,34620,49364,73377,114709,190012,336710,646727,1325829,2736651,5477180,10567320,19501064,32877485,48554800,62262151,70834737,68660389,57620633,43208775,29101920,17716725,10450816,6193114,3693549,2219154,1390328,881201,554893,345902,214669,132293,81406,50196,30628,18560,11427,7038,4264,2514,1418,745,362,161,64,23,10,10,7,0"
eap,1886,"24681,34973,49937,74322,116252,192319,339784,650850,1331812,2745739,5491809,10595844,19568100,33026737,48790145,62614464,71190751,68805289,57687933,43241788,29223537,18044025,10771153,6415357,3842066,2271713,1387752,866727,540405,334781,206815,127657,79033,49212,30371,18656,11576,7145,4332,2558,1443,765,374,170,68,27,10,10,10,2"
eap,1887,"24470,34679,49576,73912,115755,191565,338514,648757,1328401,2739877,5483054,10592517,19598547,33146154,49033172,63028008,71705468,69176093,57957499,43434692,29344387,18146510,10843063,6468614,3885369,2310227,1416476,888909,557148,347530,215948,133610,82618,51293,31747,19430,12022,7446,4535,2695,1532,819,400,184,75,27,12,10,10,3"
eap,1888,"23868,34040,48781,72555,112900,185492,325971,622110,1270665,2623280,5266995,10211677,18987499,32402541,48499784,62845981,72407000,70562795,59383952,44726248,30206204,18369047,10823118,6422611,3813552,2262197,1387534,863247,537312,332483,204172,124876,76620,47482,29255,17940,11105,6838,4126,2424,1368,721,351,160,64,22,10,10,9,0"
eap,1889,"23220,33215,47526,70396,108805,177125,308508,584995,1192434,2463798,4961882,9665637,18083101,31288503,47634669,62423889,72906788,71828988,60821459,46059019,31277667,19067457,11218331,6642011,3949232,2349071,1444577,901725,562106,348269,213043,129279,78681,48408,29755,18201,11236,6920,4179,2474,1399,746,363,167,67,24,10,10,9,0"
eap,1890,"22597,32400,46289,68315,105037,169968,294845,558657,1140138,2360641,4764906,9283756,17331017,30264693,46737306,61892785,73216508,72858253,62014664,47245878,32348730,19957796,11807090,6990742,4186869,2473307,1494256,918034,559060,335171,199320,118784,71767,44125,27026,16607,10276,6306,3806,2253,1290,691,342,156,65,19,10,10,2,0"
eap,1891,"22395,32223,46177,68189,104542,168474,291660,552499,1127835,2335811,4719627,9219151,17268129,30272019,46937185,62322028,74004899,73726303,62756939,47827670,32626780,19850563,11621498,6859455,4077825,2424104,1482303,917154,564824,343744,206335,123252,74256,45540,27907,17068,10532,6468,3903,2311,1319,703,347,155,64,20,10,10,4,0"
eap,1892,"22150,31827,45570,67333,103467,166838,288094,544081,1109761,2299037,4648271,9099951,17114224,30147216,46978519,62575729,74465976,74204228,63231612,48285152,33071844,20364159,12037244,7129812,4274082,2491466,1473914,874825,506344,285418,160844,93131,55882,34196,21159,13117,8017,4851,2908,1731,1007,560,282,127,55,9,0,0,0,0"
eap,1893,"21944,31571,45267,66939,102856,165515,285201,537851,1096769,2272685,4598371,9020634,17024262,30112440,47129226,62955122,75136841,74911271,63856902,48816176,33434905,20557559,12134967,7184498,4293666,2478522,1453528,854557,487015,271563,152811,89209,54010,33297,20735,12903,7912,4795,2886,1721,1007,557,281,126,55,7,0,0,0,0"
eap,1894,"21694,31106,44477,65805,101564,164162,282923,532354,1084822,2249931,4557741,8954658,16944030,30068007,47206514,63214708,75532243,75188088,64025562,49028753,33632812,21108338,12653986,7546838,4567406,2659242,1549734,917155,525460,291256,161869,93509,56294,34594,21466,13350,8204,4978,2998,1803,1050,595,307,141,63,9,0,0,0,0"
eap,1895,"21849,31415,45020,66692,102918,165884,284739,533828,1084928,2247225,4551754,8950365,16961101,30156628,47444076,63621018,76181117,75821158,64522037,49431163,33911469,21286540,12749632,7600309,4582528,2648418,1534627,905003,515393,285674,159685,92924,56185,34591,21482,13338,8162,4941,2979,1785,1044,594,304,142,60,9,0,0,0,0"
eap,1896,"21652,31265,44995,66797,102821,165035,282706,530352,1078761,2235805,4533758,8932545,16966054,30238087,47695784,64052507,76951457,76684513,65277148,49986783,34274840,21212641,12563910,7455742,4497829,2610157,1532356,905132,515757,285176,158821,92043,55537,34166,21276,13248,8148,4949,2991,1792,1042,586,301,135,60,8,0,0,0,0"
eap,1897,"21450,31025,44711,66490,102452,164302,281069,526856,1071525,2221650,4509195,8899445,16944518,30284496,47907813,64459236,77628417,77366155,65836873,50448412,34592484,21401225,12659678,7508678,4507935,2595893,1515244,891535,504808,279245,156558,91455,55417,34206,21322,13251,8114,4920,2979,1787,1035,585,298,136,58,8,0,0,0,0"
eap,1898,"21283,30616,43861,65125,100949,163391,280248,523350,1061618,2202229,4476713,8846428,16871131,30222060,47894173,64545208,77796949,77287874,65593286,50398915,34579161,22138991,13577780,8247975,5051217,3017319,1760094,1048225,608549,335129,182397,103094,61191,37293,23037,14322,8835,5383,3264,1969,1163,670,355,164,78,15,2,0,0,0"
eap,1899,"21058,30372,43682,64993,100569,161873,276275,514894,1044481,2166727,4405279,8725862,16728446,30154355,48098322,65071562,78692742,78327152,66563232,51168378,35114241,22203487,13393804,8039712,4923036,2913126,1708408,1019659,588782,323976,177190,100771,60035,36625,22628,14051,8639,5251,3175,1908,1117,637,334,151,73,12,0,0,0,0"
eap,1900,"20817,30038,43217,64372,99651,160370,273239,508294,1030379,2137912,4349735,8632390,16613390,30092540,48232646,65451933,79386921,79055419,67194424,51709889,35470304,22447127,13543281,8132106,4998478,2995114,1777299,1075934,633695,354332,195561,111195,66119,40201,24662,15285,9399,5723,3449,2069,1207,684,358,164,75,23,0,0,0,0"
eap,1901,"20753,29911,43052,64278,99867,161271,275604,514070,1044132,2168591,4416751,8776975,16902586,30598902,48885061,66234961,80144191,79396433,67270576,51701228,35432360,22554399,13707245,8279357,5092925,3037934,1786491,1070993,622242,343067,187589,106648,63573,38835,23972,14913,9204,5626,3407,2043,1205,684,365,166,79,19,1,0,0,0"
eap,1902,"20692,29921,43364,65080,101171,162982,278697,522332,1064873,2214448,4515030,8985874,17309806,31287539,49815859,67370858,81335329,80237952,67777427,51861494,35412408,22122322,13198153,7878611,4840812,2873881,1715430,1036659,604940,336486,186162,106565,63683,38941,24012,14903,9193,5608,3385,2021,1181,662,352,155,69,20,0,0,0,0"
eap,1903,"20461,29399,42406,63780,100075,163113,280030,522704,1061524,2207089,4504782,8992998,17462023,31608973,50294501,67982558,81741669,80136574,67611945,51855705,35374594,22605067,13805706,8368574,5183433,3169210,1915875,1188373,723285,416368,234895,134954,80484,49198,30085,18639,11588,7121,4315,2564,1479,817,431,199,90,32,12,10,1,0"
eap,1904,"20406,29331,42404,63999,100662,164226,282104,527303,1072374,2230750,4556018,9113850,17749884,32195655,51151325,69148069,82930960,80818754,67904865,51892692,35236310,22408399,13632594,8243675,5104023,3139131,1905633,1188541,729830,423511,239668,137487,81600,49752,30298,18652,11582,7112,4304,2560,1472,816,420,197,91,28,11,10,2,0"
eap,1905,"20355,29289,42529,64411,101406,165212,283610,531051,1081964,2251584,4599901,9215089,17985860,32677717,51890152,70191514,83963898,81481237,68358300,52150596,35340969,22316906,13454121,8086083,5014648,3087517,1893767,1192355,736170,428844,243204,139216,82374,50073,30483,18772,11649,7156,4316,2555,1467,802,416,191,86,28,10,10,4,0"
eap,1906,"20266,29027,41950,63623,101071,166938,289112,542055,1102400,2294521,4689944,9390824,18335378,33228654,52519843,70934805,84464309,81313656,67984190,51874310,35085559,22646982,14090872,8644239,5363984,3377156,2069036,1304846,816726,480687,271584,153827,90013,54473,33102,20303,12601,7761,4699,2796,1618,898,469,222,101,35,14,10,5,0"
eap,1907,"20187,28877,41751,63415,100975,167075,289600,543201,1105081,2299554,4699872,9424496,18458709,33555317,53070627,71795561,85305110,81760687,68298629,52094420,35220633,22824057,14288161,8790652,5459509,3460717,2130997,1349898,849965,503994,285207,161146,93883,56638,34404,21101,13099,8080,4895,2914,1684,933,491,235,104,39,14,10,7,0"
eap,1908,"20122,28780,41683,63510,101412,168127,291758,547962,1115949,2323059,4751040,9544102,18725871,34061920,53765717,72738870,86161968,82205178,68564050,52233363,35293974,22938158,14397360,8868297,5506070,3491079,2151469,1362738,860937,510524,288534,162599,94669,57117,34735,21313,13259,8197,4985,2965,1720,949,508,240,104,42,14,10,8,0"
eap,1909,"20052,28661,41572,63511,101569,168354,291817,547912,1115947,2321304,4743430,9541229,18799488,34367984,54356279,73780470,87228849,82907540,69120890,52613335,35497125,23047959,14418012,8856889,5492376,3500709,2183325,1394653,889221,535639,304449,170896,98362,58754,35594,21676,13408,8287,5053,3017,1747,963,512,240,107,43,14,10,8,0"
eap,1910,"19992,28549,41471,63484,101664,168415,291480,546984,1113789,2314637,4723514,9505487,18797962,34546728,54805592,74715516,88184204,83515328,69700152,53141554,35906559,23353426,14587751,8940904,5548161,3558623,2252323,1453075,932763,570821,326986,183583,104830,62161,37637,22888,14119,8738,5329,3181,1843,1025,541,258,114,49,13,10,10,0"
eap,1911,"19978,28466,41283,63189,101418,168549,292263,548466,1115921,2317326,4726377,9520122,18885444,34850248,55358714,75710145,89160432,83981329,70020201,53371533,36089412,23672291,15027134,9291740,5777714,3726104,2346979,1504278,960399,580878,327036,180336,101865,60186,36270,22105,13653,8395,5085,3038,1756,982,527,257,117,47,16,10,3,0"
eap,1912,"19162,27521,39807,60414,95755,156654,266667,491452,990674,2057479,4216761,8544955,17125723,32300662,53179441,73728099,90000963,87321459,73473827,56693244,38654886,25147947,15817308,9710161,6003857,3851065,2408466,1529264,968865,578871,320666,173820,97097,57033,34244,20948,12953,7947,4797,2871,1666,941,510,250,114,43,17,6,0,0"
eap,1913,"17927,25974,37480,56599,89027,144106,242047,440152,881168,1832199,3766983,7645953,15375251,29583713,50519600,71393845,90241335,90494956,77079679,60343016,41722727,27011896,16796712,10217542,6282510,4016543,2508227,1587040,1003190,598725,330273,177778,98647,57659,34600,21153,13066,8009,4826,2889,1683,948,520,260,120,45,20,3,0,0"
eap,1914,"17568,25500,36957,56109,88617,143448,240524,436953,875607,1823171,3754235,7638447,15413438,29762799,50976133,72112081,91332533,91723010,78153434,61280333,42412752,27393446,16838652,10168093,6266331,3992812,2480938,1568987,984507,579833,316455,169297,93843,54904,33019,20266,12509,7660,4626,2772,1618,922,506,254,117,43,14,0,0,0"
eap,1915,"17475,25337,36546,55308,87496,142491,239857,435146,869218,1808518,3728103,7601534,15395579,29870801,51377916,72797788,92455849,92749833,78833643,61621080,42601398,27706211,17422530,10693359,6612968,4235202,2607721,1626613,1014583,588711,314977,165558,91119,53250,32014,19655,12098,7371,4450,2662,1574,908,504,258,119,45,6,0,0,0"
eap,1916,"17251,24955,35670,53547,84742,139522,237679,432463,860993,1788921,3693676,7552233,15342602,29864093,51532414,73168673,93156693,93364361,79154524,61673569,42735541,27974119,18489178,11793229,7418744,4775055,2954944,1804914,1117010,648934,344735,178064,96825,56163,33623,20529,12589,7657,4595,2737,1614,936,528,274,128,55,14,0,0,0"
eap,1917,"17033,24641,35157,52681,83445,137904,235875,429605,854432,1775216,3671655,7528965,15345174,29955416,51826228,73712799,94094037,94227062,79703465,62101582,43128282,28331478,19076856,12385201,7874076,5054719,3129780,1896636,1165366,674322,357143,183582,99639,57784,34623,21153,12973,7888,4746,2821,1658,953,537,286,137,60,20,0,0,0"
eap,1918,"16804,24347,34710,52008,82479,136582,233777,425222,844081,1752821,3627228,7450543,15242960,29923753,52071925,74314148,95258734,95365199,80536018,62810331,43737083,28817950,19550813,12786090,8171732,5207393,3193304,1911340,1156476,657270,344874,177097,96697,56392,34015,20934,12933,7956,4835,2916,1732,1010,578,308,152,70,24,6,0,0"
eap,1919,"16825,24377,34636,51521,81151,134035,229656,417427,825082,1706888,3522864,7229178,14845194,29437910,51871223,74677906,96427293,96690602,81519611,63549689,44029989,28832616,19901420,13523271,8844592,5661370,3520774,2104980,1261570,722300,378808,191122,101701,58404,34899,21290,13081,8043,4893,2935,1741,1009,575,318,160,74,31,10,0,0"
eap,1920,"16558,24046,34328,51530,81799,135223,230354,416382,822512,1705663,3532108,7277984,15004577,29810382,52537316,75581446,97678769,97873485,82473790,64292725,44736181,29390296,19911687,13008825,8330053,5364601,3332344,2021341,1230897,705030,368003,185905,98997,56654,33729,20569,12654,7769,4735,2850,1691,986,559,303,148,70,24,6,0,0"
eap,1921,"16303,23698,33707,50306,79684,132422,227662,413532,815973,1689076,3502125,7242044,14991159,29884666,52818563,76060377,98393432,98484073,82666802,64326940,44571972,29257395,20324146,13884079,9093289,5853839,3678321,2214795,1336763,772091,404836,201573,105018,59344,35044,21211,12952,7917,4793,2862,1687,969,551,302,150,74,27,6,0,0"
eap,1922,"16079,23367,33280,49695,78812,130988,224851,407296,801587,1657945,3438726,7122599,14803127,29685959,52771494,76249039,99076849,99287218,83309778,64928007,45151734,29775915,20758236,14204902,9283920,5983002,3774144,2277239,1381822,803602,421977,209033,107861,60497,35547,21473,13151,8080,4928,2973,1759,1022,587,322,166,81,29,11,0,0"
eap,1923,"15857,23083,32903,49209,78150,129956,222808,402481,790056,1632583,3387996,7032375,14676280,29594469,52896937,76689516,99941987,100252272,84133345,65541584,45482043,29915933,20809083,14200142,9267021,5995420,3808154,2309848,1410431,828573,436522,215462,110078,61232,35794,21526,13118,8009,4846,2901,1702,984,562,307,155,75,27,7,0,0"
eap,1924,"15846,23083,32947,49230,77976,129164,220613,396861,775634,1597700,3309559,6869776,14386877,29222431,52662421,76741928,100569607,101078218,84820444,66224683,46020437,30331317,21154840,14577308,9514374,6146240,3941287,2398895,1468500,873518,464876,228977,114969,62929,36457,21814,13318,8172,4979,3000,1781,1028,589,330,168,80,34,11,0,0"
eap,1925,"15532,22662,32325,48245,76446,126929,217442,391373,763548,1570577,3254929,6772616,14245112,29093507,52705734,77028843,101229835,101809033,85325270,66576773,46201132,30522478,21408566,14979720,9859265,6381945,4124071,2516828,1538590,922394,494176,242638,119924,64682,37121,22065,13401,8189,4978,2986,1777,1021,589,327,169,75,37,12,0,0"
eap,1926,"15182,22190,31675,47379,75330,125324,214351,384050,746225,1532400,3173505,6605649,13938421,28670296,52409262,77064325,101849727,102653323,86058480,67342101,47005993,31236871,21967359,15239316,9963631,6443882,4159984,2529961,1551694,929573,496648,243154,120308,65059,37476,22361,13651,8376,5111,3077,1829,1062,607,338,176,83,39,12,0,0"
eap,1927,"14804,21712,30974,46377,73934,123331,210973,376918,729683,1495344,3094216,6443252,13636559,28241558,52104917,77137617,102557360,103665198,86905592,68113070,47681422,31806239,22421151,15509660,10116206,6531095,4191838,2531659,1544972,922803,491109,239757,118761,64445,37203,22252,13611,8371,5107,3064,1825,1056,606,334,176,81,38,11,0,0"
eap,1928,"14861,21780,31127,46434,73526,122011,208440,372222,718808,1467953,3032949,6322370,13430524,27974913,51943809,77199300,103058869,104348062,87340561,68488972,47837994,32004461,22681409,16217034,10778655,6969150,4480733,2733294,1657502,981923,521359,252850,123633,66817,38525,23048,14065,8622,5261,3159,1874,1087,618,345,183,80,39,14,0,0"
eap,1929,"14667,21529,30778,45869,72486,120178,205449,366926,707372,1442073,2979480,6224455,13279781,27813235,51921497,77391370,103631426,104999724,87733907,68767107,48072918,32370759,23087064,16849003,11370818,7369228,4693878,2866071,1720755,1006268,531932,258071,126549,68686,39657,23730,14450,8849,5395,3258,1943,1125,647,368,194,91,47,25,2,0"
eap,1930,"14085,20818,29854,44869,71685,119279,202377,356738,682337,1392315,2885767,6044253,12949415,27304558,51486933,77277443,104336255,106673600,89552262,70480830,49736422,33403599,23677670,16437915,10815939,6954401,4337407,2603801,1547739,874834,449058,218429,112526,63689,37856,23197,14347,8890,5463,3313,1992,1163,665,370,199,90,45,21,0,0"
eap,1931,"13965,20753,29862,44984,71908,119537,202300,355607,678942,1386753,2886340,6086659,13135935,27780084,52277309,78124886,105269467,107442761,90190825,70905385,49980638,33535947,23809310,16533886,10896762,6913631,4254574,2513896,1464811,808244,410128,200407,105272,60409,36366,22492,14000,8714,5379,3273,1947,1145,653,363,194,88,44,18,0,0"
eap,1932,"13429,20137,28990,43424,69046,114581,194274,340980,646591,1316529,2750646,5836347,12678864,26934126,51115639,76901088,104811174,109171013,92123451,72619696,51359482,34401361,24356377,17277412,11481589,7271441,4471953,2650377,1541986,857346,438660,212400,108366,61245,36529,22516,14012,8742,5413,3303,1993,1172,679,383,204,99,55,18,0,0"
eap,1933,"15166,22026,31720,48066,77858,132991,234440,431796,848978,1743105,3636284,7772918,16957233,35070201,61117001,88677193,110011910,102363348,83406622,63502901,43244059,30108508,22675886,17316264,11938576,7684968,4766446,2865724,1679375,946084,491436,236899,116721,64287,37750,23044,14243,8837,5451,3327,2000,1176,681,385,210,103,56,21,0,0"
eap,1934,"14676,21418,30838,46755,75749,129285,227074,415246,811241,1663436,3477703,7459062,16364183,34148533,60440584,88035086,110942087,104463092,85264432,65190856,44464961,30754878,23038571,17500977,12006015,7764125,4880177,2958519,1757195,1008802,527024,252651,122863,66969,39026,23709,14602,9052,5569,3390,2041,1198,693,393,216,111,55,27,0,0"
