g77_and_oecd_countries,time,income_mountain_50bracket_shape_for_log
oecd,1915,"14826,18414,27809,40489,58740,90707,130719,189767,281683,436230,698224,1144985,1924553,3219121,5136131,7758082,11344154,16474928,23453974,32311639,42390248,52172183,57778431,56893572,51820974,44161004,34662491,25666895,17673010,11261495,6646333,3765235,2150235,1246161,749420,466444,291430,184021,118101,76797,50345,33088,21822,14399,9474,6147,3934,2479,1536,941"
oecd,1916,"15386,19683,27655,40745,57876,84026,120924,175771,263354,412358,672320,1125371,1912466,3172520,4961202,7332958,10505970,15120419,21748786,30623874,41099068,51458038,57579147,57107511,52229383,44961407,35970598,27389774,19554525,12986942,7919865,4524217,2556489,1465407,863312,531939,331699,208134,132447,85867,55974,36680,24131,15884,10420,6792,4358,2754,1715,1051"
oecd,1917,"16552,21446,29730,43927,63318,92143,131909,192022,288624,453427,744241,1252633,2106206,3397385,5153811,7437484,10517059,15070143,21779960,30984342,42041459,52870537,59017757,58073162,52458371,44653414,35400541,26773976,18951824,12400801,7435264,4209345,2376076,1360405,804242,496460,308738,194224,124123,80721,52661,34439,22598,14831,9692,6276,3998,2508,1550,942"
oecd,1918,"16616,21125,29523,44508,66499,95527,137052,200360,304607,484699,805518,1362158,2241580,3476948,5090974,7226454,10248189,14889151,21930286,31779384,43460564,54249325,59771262,57799573,51281476,43115414,34363792,26560743,19342384,13046271,8043981,4598883,2580521,1467410,853471,521077,323925,202875,128813,83294,53978,35125,22939,14971,9760,6333,4046,2545,1580,961"
oecd,1919,"16768,21164,28771,42830,62657,90511,130166,191054,290548,460657,762016,1287143,2131821,3344552,4947899,7084670,10103008,14711436,21823922,31984064,44235469,56035818,61587728,59469714,52110464,42618674,33595941,25837387,18858188,12808000,7928230,4534642,2542823,1447040,846105,519783,324317,203418,129500,84089,54771,35815,23463,15341,9993,6472,4119,2579,1586,960"
oecd,1920,"17042,21097,28459,41865,59801,85713,122251,177937,269342,425991,703115,1188558,1985809,3155520,4743204,6876775,9871457,14396084,21290703,31219026,43497459,55721949,62330055,60978231,53965296,44511210,34972166,26415487,18975237,12726424,7764822,4409947,2470848,1404291,824212,508232,316539,198201,126036,81774,53237,34810,22815,14928,9724,6282,3985,2486,1521,914"
oecd,1921,"17274,20688,26482,41393,60415,87861,126033,183286,275155,429724,699305,1167072,1938661,3084554,4633359,6689745,9523850,13792374,20440291,30206813,42569691,55445936,64024710,63847624,56565361,46554606,36164767,26689762,18694809,12220177,7281772,4079301,2273688,1282541,752516,464408,288457,180782,115427,75147,49175,32284,21228,13938,9089,5862,3712,2309,1407,846"
oecd,1922,"17384,20549,25569,38507,57108,82712,118651,171505,255853,398007,648111,1086019,1822712,2936891,4449832,6434170,9120483,13071980,19220533,28459093,40391763,53168056,62235778,63711835,58283260,49658656,39462469,29467695,20682206,13580379,8140583,4554207,2523069,1415737,821967,503466,312426,194844,123849,80439,52584,34588,22809,15043,9876,6420,4104,2574,1580,953"
oecd,1923,"17563,20831,26112,37831,56394,80615,114435,163786,242458,375543,611514,1028837,1742431,2842182,4353668,6329401,8992372,12909385,19023328,28344165,40872683,54513758,63277829,63828436,57607170,48389712,38564868,29829071,21947672,15125616,9479512,5399153,2952580,1634671,924598,555357,343308,212399,133519,85942,55884,36488,23907,15647,10241,6661,4276,2704,1677,1024"
oecd,1924,"17921,20773,25733,35782,53361,76498,108296,154280,227143,350421,569184,956216,1627497,2709546,4243029,6241065,8874535,12618272,18290750,26766743,38182848,51059443,61441141,64721275,60228258,52048170,41993209,32358340,23543279,16073057,10000352,5654622,3067835,1685096,943634,562881,346777,213522,133404,85366,55243,35924,23500,15363,10069,6549,4213,2672,1660,1011"
oecd,1925,"18134,20529,24862,33898,50559,72057,101039,142812,207584,316144,507964,847281,1439893,2437008,3928638,5925810,8542388,12142335,17447004,25277282,36020578,48579151,60183905,65999941,63183540,55284469,44998455,34586730,24957013,16900551,10457428,5877678,3170555,1730689,960825,568016,347436,212589,132054,84118,54194,35045,22789,14814,9655,6251,4008,2527,1564,952"
oecd,1926,"18388,20944,24839,33994,50332,71382,98731,137418,196275,293231,462858,759126,1276526,2181558,3640552,5717188,8467879,12232975,17647963,25494172,36166542,48666338,60564767,66509684,63455856,55406255,45276673,35145057,25806534,17845806,11279340,6427386,3464852,1880908,1033771,603377,367892,224389,138599,87843,56428,36408,23582,15284,9931,6421,4112,2598,1609,982"
oecd,1927,"18835,21399,25709,34737,51508,72673,100974,141808,204745,310137,497359,828526,1406451,2391909,3884096,5876281,8452082,11933011,17016528,24524277,34873879,47015464,58716037,66356471,65308303,58138736,47956753,37179031,27018289,18428936,11547538,6521592,3498421,1893236,1037258,603206,365977,222320,137144,87088,56075,36221,23502,15270,9968,6483,4182,2661,1662,1020"
oecd,1928,"19340,21841,25381,33377,48281,69158,96346,135330,194973,293711,469327,777934,1313862,2246299,3709539,5713126,8311605,11767642,16700633,23812183,33683356,45510666,57515586,66472239,67102335,60638557,50582587,39279115,28313844,19077681,11845344,6631236,3532602,1902515,1038561,602789,365222,221349,136215,86401,55669,36004,23405,15245,9976,6505,4199,2676,1670,1024"
oecd,1929,"19496,22150,25244,32755,45961,66514,92644,130015,186765,279592,445170,734161,1227948,2086427,3463610,5398591,7945083,11309162,16108877,23038478,32848115,44870707,57465788,67052061,68372647,61924147,51687737,40435889,29528549,20184281,12759077,7255201,3884463,2094296,1141161,658095,399162,241846,148068,93334,60059,38881,25274,16506,10822,7092,4595,2937,1844,1133"
oecd,1930,"20388,22722,25967,34859,49576,71345,99611,140518,202756,306740,490565,805306,1337433,2250902,3689471,5722893,8388798,11986044,17214472,24827798,35354350,47566243,59536739,68130209,68711056,62197410,51623894,39620313,27958895,18302123,11023667,6038116,3206075,1729491,953541,560730,339132,204884,125956,80164,51644,33488,21818,14267,9362,6124,3946,2511,1563,957"
oecd,1931,"21063,23160,26028,34718,51082,72452,101060,142646,204897,308170,488893,796626,1314685,2208608,3645746,5731175,8526923,12372925,18102859,26647577,38305224,51450101,63766121,71046790,69476841,61191667,49539861,37160042,25650867,16457788,9679065,5225270,2776368,1491391,828483,490405,294337,176846,108976,69683,44996,29172,18991,12431,8154,5329,3436,2186,1367,848"
oecd,1932,"21438,22882,24677,32968,51174,73960,107698,157564,233511,362917,586846,960252,1591599,2615660,4108615,6116621,8701706,12357889,18127744,27169588,39860335,54461414,67871069,74489428,71903436,62344485,48932516,35080924,22859143,13667213,7521889,3905581,2042226,1082505,609372,356734,209966,124940,77238,49120,31431,20122,12895,8272,5334,3400,2148,1345,830,506"
oecd,1933,"21524,22469,23560,29126,44832,66180,96933,141692,208873,319421,508662,825867,1360429,2262249,3658965,5665190,8380563,12173534,18089505,27373275,40047806,54138725,67516060,75159548,73508071,64399847,50904915,36343396,23287990,13571141,7334579,3776060,1949495,1018989,561003,318366,182555,106889,65653,42006,27319,17853,11712,7707,5086,3332,2153,1366,847,516"
oecd,1934,"22057,23372,24801,30508,46601,67438,97538,140808,205078,309972,490767,796650,1311053,2191483,3583986,5608471,8363411,12158276,17954200,26982461,39278311,52694126,65341672,73172065,72833190,65300335,53145066,39076098,25773055,15412570,8500458,4392855,2265967,1172034,632771,355055,199915,114009,68293,42860,27401,17597,11349,7346,4787,3096,1974,1233,747,443"
oecd,1935,"22590,24338,26230,31435,45376,63547,89659,127984,185223,278687,443371,728634,1210481,2047778,3403598,5382801,8064626,11709125,17284800,25962581,37956793,50994327,63348278,71659044,72550678,66237852,55277379,41838040,28675628,17969129,10288525,5348786,2710946,1373515,709834,387636,211999,116077,67296,41512,26408,16909,10931,7116,4676,3062,1988,1260,778,468"
oecd,1936,"22847,24913,27169,31697,45173,63619,90720,128079,182475,267930,417015,675545,1109568,1866687,3135497,5118153,8050910,12190307,18304376,27150198,38212626,49196905,59599145,68446552,71118962,66378369,56827190,44493923,31528197,20317027,11928338,6274389,3141382,1582686,798517,427569,233787,126451,71237,43246,27189,17327,11113,7205,4710,3074,1991,1269,783,471"
oecd,1937,"22797,25027,27407,31422,43243,61169,87570,123781,175452,254966,394769,641002,1057441,1779095,2987981,4853130,7594370,11407007,16998492,24974412,35392018,46727453,58336509,68521519,72569676,68387044,59182146,47184241,34203317,22520595,13516065,7238543,3594206,1776734,863847,440571,234126,123007,66518,39409,24679,15539,9809,6204,3956,2518,1591,986,599,354"
oecd,1938,"23440,25290,27285,30536,41477,58982,84560,119350,169314,246198,380997,617984,1018421,1710700,2868287,4653734,7313142,10986614,16225112,23555832,33107455,44124929,57302238,70446304,77065440,72791315,62594825,49199894,34728129,22015268,12688809,6589868,3234869,1595675,787845,410650,218605,115053,62756,37264,23059,14397,9074,5747,3683,2349,1488,923,562,329"
oecd,1939,"23838,26133,28550,31400,40238,56495,78507,110320,156565,227348,349913,566081,935174,1574718,2653468,4333246,6853669,10401566,15319104,22136075,31017822,41421424,54287001,68075035,77152101,74972595,65744722,52950946,38268789,24747729,14577335,7736555,3813249,1881887,924576,476644,254127,133726,71357,41210,25100,15483,9677,6117,3906,2506,1600,1008,623,373"
oecd,1940,"24070,26918,29686,33434,45291,61296,84523,118024,166519,239968,367124,592972,979051,1653406,2785221,4522030,7003728,10338309,15037971,21994293,31965246,43952535,57067857,68387334,74437328,71934307,64041712,52497223,39220798,26465642,16209376,8813848,4364106,2128717,1019234,498965,255048,128334,65382,36853,22646,14184,9007,5819,3853,2597,1781,1228,847,588"
oecd,1941,"23747,27387,31144,38558,51444,68511,92647,126338,174696,247288,370919,595316,988920,1687770,2897412,4761250,7326126,10699615,15394692,22504755,32873571,45103015,57124234,66158441,70113411,67932987,61954181,52767225,41671736,29771248,19315188,11071333,5631425,2721210,1297748,608010,300789,150276,74884,40139,24083,15038,9564,6288,4258,2970,2111,1526,1107,808"
oecd,1942,"23692,28686,33946,43456,57702,76108,101062,135159,184171,258483,383561,610139,1010742,1725230,2976514,4943085,7745413,11528367,16781129,24612330,35336691,46758981,56679480,63780939,66473749,64254271,59113291,51660083,42427607,32000521,21812320,13171426,6949559,3382487,1618411,749983,362095,181624,89619,45411,25313,14897,8833,5325,3276,2045,1290,820,521,329"
oecd,1943,"23563,29275,35671,47996,63564,83643,110031,146239,198676,278083,411271,654811,1093920,1890927,3295967,5468105,8439635,12379770,17902642,26269971,36949446,47978204,56486098,61500686,62670643,61088858,57252465,51315344,43376285,33813023,23856194,14922253,8125043,3992355,1894570,862841,398679,196423,95121,46178,24618,14406,8683,5321,3357,2141,1389,904,589,380"
oecd,1944,"24135,31021,40708,54551,71535,92916,120674,159232,216113,302957,447552,712847,1207160,2110602,3737771,6340304,10041293,15282919,22859041,32343827,41625994,48497715,53175210,55477033,57335879,57291457,54504933,49696493,43395528,34796985,25348854,16431203,9176813,4569368,2141782,954434,421138,204536,98624,46730,23890,13643,8219,4988,3083,1925,1202,757,476,299"
oecd,1945,"26835,34730,46014,61153,79441,102228,131796,172768,234184,332251,505894,834640,1460206,2616142,4640779,7714517,11967712,17865534,26247169,36259641,45989222,53121778,56790337,57826241,56663466,53856371,49999841,45055776,39350336,31999233,23537620,15166369,8406173,4146521,1941767,869206,389659,187790,87009,39321,19624,11040,6474,3839,2338,1452,912,574,358,220"
oecd,1946,"29031,36647,44837,56603,70651,87642,109104,139729,191021,280194,436204,723021,1252253,2225988,4033629,7072109,11425957,17397161,25419701,36477022,49911202,61656400,65458209,62780626,57458081,52007888,47385911,42972600,37539283,29931518,21087915,12868289,6797152,3275205,1538694,698460,331415,160623,73274,34488,18968,11303,6634,3853,2284,1380,849,520,316,188"
oecd,1947,"30038,37485,45300,55720,68857,84431,104177,132332,180735,266567,418005,695676,1202553,2130577,3852539,6736676,10881734,16572867,24018048,33854430,46303126,58804658,65212856,65434015,62269493,56751477,51011991,45369090,38699357,30026550,20786097,12477512,6490953,3093604,1425968,639767,306910,150333,69549,33828,19282,11836,7145,4215,2524,1511,917,548,320,181"
oecd,1948,"29369,36852,44359,54070,66615,81401,100100,125756,168849,246138,381532,628521,1076958,1892638,3404640,6006517,9861003,15266731,22533312,32003760,43579161,55939743,64903445,66937349,64787645,60245177,53982547,47586311,40523804,31701425,22067271,13363434,7023994,3367420,1571120,710868,338872,164925,74778,34876,19169,11507,6810,3955,2337,1415,873,533,320,188"
oecd,1949,"30505,37583,44792,54144,65928,79954,97754,122145,163422,238790,372204,617302,1066083,1887047,3420414,6024912,9773563,14950823,21883306,30777858,41218431,51899179,61765462,66628179,67204064,64955564,59380505,51738778,42975638,32546842,21993052,13027789,6725631,3190645,1466976,659051,318321,156084,71482,34088,19149,11638,7001,4145,2493,1522,942,577,347,204"
oecd,1950,"30256,38054,45525,54622,65906,78926,95350,117756,155478,224844,349379,581516,1006332,1786846,3234454,5844874,9688870,14861331,21259975,28986985,38052684,47879373,57851188,65718707,69096723,67734408,62510699,54263808,45387483,35060447,24552542,15160489,8089913,3884782,1789969,793950,371806,184154,85212,39198,21094,12738,7733,4572,2734,1650,1010,613,364,216"
oecd,1951,"29456,37257,44455,52867,63270,75738,91617,113262,147858,209929,322055,531229,913552,1609510,2886112,5254320,8901428,13792620,19746339,26856233,35639038,46134838,56959100,66329463,70673515,69700217,64874490,56712151,47660532,37309494,26728879,17049553,9370777,4554589,2110180,943218,433347,213038,98255,43464,22199,13290,8137,4843,2919,1792,1128,713,446,277"
oecd,1952,"29450,37100,44058,51853,61335,73438,88956,110143,143261,201186,305114,499034,853943,1490576,2647104,4789278,8220497,12886657,18597732,25377346,33955379,44857573,56587836,67349681,72950795,72441938,67357078,58940612,49449220,38743883,27934341,17966835,9951660,4859920,2247927,1001486,453761,221588,101652,44132,21912,12928,7867,4652,2786,1701,1066,668,417,256"
oecd,1953,"28747,36199,42735,50049,58832,70677,85858,105996,136662,189374,283671,459953,786240,1362705,2407185,4266859,7304099,11588444,17234087,24421036,33506414,44566221,56277326,67208875,73407513,74089709,69521232,61270449,51739239,40992259,29825360,19233536,10737783,5293805,2455640,1093392,488428,236402,107904,45594,21676,12390,7328,4208,2423,1437,887,548,338,201"
oecd,1954,"29700,36928,42855,49485,57529,68656,83107,102425,131402,181154,270079,434815,742683,1293513,2293997,4105041,7113341,11307880,16746038,23602442,32328020,43187934,55187600,66502703,73973715,76435090,73394900,65435656,54911453,42678402,30341045,19246391,10602657,5170588,2384453,1052930,471606,229693,105332,44908,21691,12601,7603,4413,2535,1497,910,564,341,202"
oecd,1955,"29170,36804,42997,49407,57038,67350,80851,99312,126322,171974,253152,402405,684654,1193540,2108916,3775152,6629145,10723058,16032011,22642140,30938132,41308025,53157398,64616416,73318182,77279636,75462238,68416753,58276857,45953350,33245263,21539177,12171697,6034240,2794862,1245589,549887,263415,121298,50596,22853,12783,7632,4380,2454,1415,854,527,323,192"
oecd,1956,"29888,37619,43803,49812,56887,66240,78900,96951,123651,168618,247735,392092,667287,1164694,2053428,3671073,6468502,10506453,15671287,21939534,29672488,39709333,52008586,64095744,73544581,78648104,77959087,71623223,61431687,48182783,34611977,22448835,12726460,6289057,2893861,1281586,561573,267841,123200,51220,22811,12874,7924,4661,2650,1541,932,581,365,223"
oecd,1957,"30412,38145,44236,49811,56397,65100,77358,95069,121172,164277,239370,374414,630381,1095060,1916391,3408780,6024034,9919919,14951897,21140437,28717575,38478187,50737361,63532185,74468538,80845216,80802348,74555359,64251413,50495593,36088924,23197455,13098835,6469503,2976365,1317854,577729,275869,127281,52801,23070,12677,7605,4363,2388,1337,781,479,300,183"
oecd,1958,"31840,39329,45050,50122,55975,63881,75495,92937,118946,161694,235569,367486,616392,1069696,1867281,3315828,5855886,9689944,14625945,20670847,28004304,37417215,49664692,63318893,75998103,83778807,84185796,77803229,66837100,51873109,36434912,23053061,12791085,6205742,2832342,1243503,545412,261192,118955,48964,21727,12152,7307,4178,2316,1310,780,484,304,188"
oecd,1959,"31078,39206,45469,50597,56454,63900,75043,91950,117794,160178,232629,360537,605227,1057174,1850292,3285517,5769312,9520578,14355333,20196884,27206491,36115437,47947854,61687363,74829062,83786465,85303497,79445535,69182672,55066821,39630375,25609927,14598485,7244763,3325561,1475183,638720,299424,137432,55806,23055,12178,7179,4064,2162,1174,675,417,260,162"
oecd,1960,"31519,39797,45993,50756,55699,61965,71887,87755,113189,154829,225139,346219,576660,1009024,1774825,3154288,5574856,9255434,14026629,19655760,26107022,34111313,45157813,59004077,73293111,84302549,88263430,83707632,73495424,59019780,42332934,27194262,15496042,7697788,3519027,1558732,672085,313646,144526,58967,23988,12482,7380,4224,2244,1198,676,417,263,164"
oecd,1961,"31965,40361,46471,50938,55086,60211,68778,83210,107574,148267,216799,332945,550522,964127,1702101,3030244,5360616,8894989,13426610,18704748,24551048,31680592,41924047,56421460,72617171,86537493,92449169,88294742,77516911,62332077,44476541,28518511,16258283,8095132,3685675,1622974,694695,323463,150269,62235,25350,13119,7893,4624,2478,1313,717,428,267,163"
oecd,1962,"31257,40184,46831,51473,55559,59945,67288,80238,103015,142264,209064,321034,527313,921732,1626794,2889534,5122831,8571156,13039592,18221813,23774716,30396811,40031553,54449022,71114025,86279711,93619725,90889489,80497341,65790591,47762824,31099102,18037698,9151333,4197701,1868039,799291,364998,169755,70175,27339,13229,7687,4429,2329,1207,661,400,259,166"
oecd,1963,"30803,40030,46948,51562,55503,59264,65558,77110,97792,133953,195836,299022,482460,833960,1467473,2591859,4602804,7849179,12199088,17347303,22862616,29216248,38234220,52383744,69870727,86598622,95810889,94366037,84075539,69289688,50678921,33284961,19505708,9998850,4595230,2048264,873025,394585,184612,77295,29999,14240,8297,4852,2611,1385,771,477,310,204"
oecd,1964,"29639,39417,46750,51546,55357,58478,63524,73308,91534,123925,179932,273750,434342,740426,1303520,2305385,4112951,7164766,11380131,16488458,22001025,28069248,36353424,49516835,66964833,84805109,96747925,97667175,88147455,73832401,54953452,36579971,21745323,11364213,5271776,2355454,1004862,445480,208969,88792,34018,15193,8580,4973,2657,1375,747,452,295,194"
oecd,1965,"28229,38721,46619,51860,55879,58940,63391,72100,88634,118491,171056,259849,411024,697699,1232259,2190406,3917570,6880198,11025688,16050040,21493123,27288209,34997000,47567507,65085023,83508377,96927095,99361432,90622966,76929450,58416941,39692179,24158200,12923873,6068982,2710638,1156530,501904,235302,101585,38715,16428,9085,5284,2850,1471,795,472,305,200"
oecd,1966,"26503,37707,46093,51746,55825,58880,62642,70122,84698,111621,159478,241002,377456,628458,1101921,1944155,3456646,6110911,10042343,14964672,20517391,26406865,33763343,45335741,62561060,82191619,98048359,102104343,93802462,80215467,61883240,42840753,26681295,14620240,6985011,3127483,1342906,571937,266845,116938,44546,17806,9434,5431,2918,1492,799,470,300,197"
oecd,1967,"26237,37628,46126,51756,55550,58182,61083,67350,80428,105474,150954,229052,358587,589364,1026747,1810097,3218660,5712250,9511208,14301710,19800432,25600243,32576959,43226671,60058504,80713730,99266033,105738811,98237300,83807975,64762019,44826244,27954003,15391943,7392236,3310138,1423050,602921,279785,123878,47939,19155,10113,5862,3221,1705,952,590,393,264"
oecd,1968,"24974,36715,45556,51462,55112,57619,59755,64842,76068,98516,139916,211936,331291,535589,921301,1621415,2876521,5123764,8684237,13274977,18649921,24472425,31209784,40955939,56741502,77323231,98058791,108030295,103166570,88757669,69499230,48517791,30548800,17057763,8289070,3718646,1610005,675562,308255,137529,53528,20605,10407,5963,3256,1690,919,550,360,243"
oecd,1969,"24301,36284,45296,51298,54760,56939,58400,62166,71587,91619,129534,196850,309651,497120,844893,1484074,2625786,4689419,8013871,12407023,17585151,23433975,30242542,39652693,54236147,73835578,95269693,108809652,107754366,94231771,74662686,52409539,33013853,18478145,9027794,4050617,1761624,738326,334207,150071,59233,22663,11079,6276,3406,1741,924,542,351,239"
oecd,1970,"24895,36860,45736,51441,54537,56115,56840,59464,67495,85956,121654,186128,294875,471468,789950,1377866,2428215,4348108,7519743,11824901,16902642,22714387,29468632,38598777,52642892,71840199,93745449,109920890,112108006,99285802,78925725,55173094,34320914,18965484,9223209,4126410,1791961,755765,342996,153873,61664,24199,11874,6789,3755,1935,1024,591,382,259"
oecd,1971,"24411,36592,45715,51549,54625,56069,56510,58607,65910,83309,117291,179295,283956,453148,752245,1304134,2278879,4064170,7050570,11224594,16226072,22010647,28791498,37710718,51307601,70611797,93307251,110947365,114673076,102517042,82240169,57999524,36271541,20138230,9849396,4406710,1914252,804925,362696,163192,65787,25595,12252,6943,3813,1945,1008,569,367,251"
oecd,1972,"22923,35511,45178,51594,54960,56640,57004,58438,64465,79764,110400,167397,265013,422882,694372,1195529,2083984,3708923,6512957,10579041,15525969,21193276,27731102,36060579,48750279,67815766,91192322,110951886,117252640,106615012,86861852,62278333,39533902,22326388,11102644,4992544,2180231,913515,403924,182569,74146,28172,12811,7070,3817,1896,945,511,321,221"
oecd,1973,"21261,34029,44278,51195,54786,56541,56630,57449,62275,75645,103106,154373,243208,388394,632391,1080706,1888607,3358826,5967210,9830915,14596588,19998897,26340813,34363157,46173756,64431710,87764437,109837441,119497188,111343903,92389101,67519929,43590212,25060303,12674461,5740821,2519329,1055389,458065,207239,84687,31425,13381,7080,3690,1734,782,370,207,135"
oecd,1974,"22058,34972,45085,51780,55042,56473,56177,56812,61603,75074,102239,151830,237361,376505,604887,1018987,1768490,3119555,5563528,9309095,14089404,19589253,26067644,34356231,46230206,64697771,88834934,111694523,121735051,113784566,94447768,68997749,44242369,25157124,12603930,5676926,2479068,1038383,454029,205046,83599,31413,13565,7118,3653,1682,738,336,187,121"
oecd,1975,"23120,36060,46037,52483,55454,56549,55917,56347,61016,74480,101598,150070,233452,368301,583830,967448,1663781,2904599,5182216,8798263,13596031,19265894,25956411,34589536,46720808,65388799,90201016,113945559,124536396,116080762,95811330,69593978,44279756,24950206,12347586,5525348,2404012,1004855,439493,196685,79119,29760,12889,6530,3107,1342,581,272,156,96"
oecd,1976,"21672,34791,45368,52385,55642,56857,56141,56143,60057,72440,98067,143965,222902,351022,554135,911860,1560957,2702245,4806482,8209435,12816554,18388117,24936075,33578401,45662558,63839010,88039651,112119977,124587643,118754365,99780596,74155920,48109543,27604718,13863526,6252020,2724579,1138970,491338,220589,89504,33201,13666,6509,2891,1147,444,184,98,58"
oecd,1977,"20419,33758,44891,52414,55991,57281,56572,56246,59619,71202,95874,140184,216411,340791,537172,882484,1507527,2600522,4619811,7922823,12396336,17839045,24170745,32633896,44668591,62523237,86528749,111239486,125218559,120809502,102706742,77547105,51138961,29790388,15169018,6893725,3010009,1260114,538379,242656,99551,36708,14688,6861,3041,1186,445,172,86,49"
oecd,1978,"15529,32146,44091,52216,56352,57840,57294,56610,59233,69452,92233,132730,202487,316905,496142,805014,1367559,2362917,4209424,7377359,11787978,17197405,23430533,31579338,43347812,60760130,84589618,109863980,125549032,123067874,105954526,81330790,54684906,32540832,16929063,7812578,3421204,1439862,606358,272984,113445,41565,15816,7079,3075,1160,415,149,67,39"
oecd,1979,"14949,31493,43924,52369,56764,58249,57585,56462,58244,67180,88241,126092,190413,296700,462526,740105,1249057,2172066,3890411,6974164,11412061,16813944,23036888,30950786,42552397,59521642,82793671,107559290,124673885,125052552,109641129,85456730,58183108,34886914,18289610,8485471,3711495,1565885,657608,296007,123669,45209,16932,7452,3241,1206,413,137,55,29"
oecd,1980,"15444,32525,44937,53360,57644,59031,58141,56807,58232,66642,86956,123705,185340,287864,447765,705349,1178128,2059562,3701542,6740669,11285138,16885138,23389849,31501752,43039104,59509573,82487818,107299172,125296580,126855727,111990938,87272878,59243329,35244597,18351651,8470532,3696838,1558750,660147,297489,123775,45118,17154,7681,3444,1305,431,124,37,16"
oecd,1981,"21234,35192,47027,54951,58594,59474,57898,56224,57524,66339,87466,125356,187128,288754,445597,688709,1132878,1978629,3570956,6576119,11227332,17093552,24085104,32959167,45483441,62706385,86051608,110373165,127353515,127959673,111780603,85503218,56884422,33192997,16902853,7671562,3344495,1403636,602186,270628,110747,40746,16298,7362,3167,1120,349,86,22,10"
oecd,1982,"21150,35033,46804,54678,58336,59293,57852,56363,57662,66132,86431,123266,184362,286645,447473,701620,1173596,2064983,3739865,6878669,11636292,17511471,24380377,33270770,46323881,63619204,86167091,109895701,127392720,129719690,113458339,86288799,57192983,33128923,16856506,7690157,3369800,1431786,618237,281793,117698,44056,17545,7754,3275,1162,359,94,26,12"
oecd,1983,"21638,35924,48011,56544,60779,62195,61415,60295,61757,69876,89444,125386,187397,292827,462411,746492,1282792,2257228,4065443,7301485,11973798,17639316,24173313,32705495,45356839,62686257,85357291,108888904,126275852,129379117,114105560,87977672,59871902,35948446,18995524,8981822,3945633,1690495,721747,327138,134760,49666,18923,8041,3239,1093,332,87,25,11"
oecd,1984,"21543,35735,47702,56108,60245,61621,60928,59980,61682,69722,88271,121649,179296,278891,442695,721829,1246656,2194766,3948628,7104243,11767727,17481610,24118636,32679674,45435321,63092268,85359350,108171809,125516946,129963744,116085699,89830021,61526129,37390392,20100563,9581804,4242243,1861788,797721,354084,143727,52812,20002,8374,3384,1200,396,112,30,12"
oecd,1985,"22647,37598,50282,59287,63941,65803,65570,65038,67118,75263,93561,126367,181745,278859,444857,727339,1255036,2187746,3858465,6859138,11411121,17172447,23872036,32281955,44762960,62404102,84925794,107755739,125373794,130909569,118334506,92033140,63524425,39216599,21397064,10275273,4569042,1997269,843180,379598,160814,59310,20633,7942,3298,1247,525,264,153,92"
oecd,1986,"23614,39270,52666,62355,67763,70321,70896,71179,74153,82718,100953,133392,188562,288798,462459,768824,1331080,2282297,3965137,6903566,11388915,17142102,23780003,31980084,43395012,60183939,82821916,106324814,125288465,133019341,121338610,95165154,66200944,40993637,22462091,10921463,4885785,2155614,911409,400374,165545,57228,18514,7709,3652,1703,856,490,295,177"
oecd,1987,"27408,46435,64096,78830,90422,99840,107578,114256,122336,133703,152656,183942,236101,332410,503669,810220,1367287,2287268,3873891,6618675,10811262,16406483,22796793,30659638,42002992,58683600,81269945,104771420,124750984,134222390,125099218,99916569,69744760,43198484,23737663,11481032,5083099,2254984,971082,424894,172658,56670,16995,6930,3520,1824,995,591,358,217"
oecd,1988,"24891,42467,59251,73816,86063,96602,105647,113173,121280,131479,147970,175519,223061,315489,488082,800078,1364465,2281667,3849514,6559779,10702068,16188323,22330327,29693276,39961759,55647866,77673807,103204565,125008257,136122934,129241131,104916655,73617258,45497099,24958121,12156443,5361251,2391514,1066252,477901,192502,61185,16955,6581,3572,2046,1235,792,501,308"
oecd,1989,"22487,38642,54496,68707,81226,92263,101756,109257,116629,125400,139342,163632,206282,289733,450469,744059,1292502,2190887,3680917,6312835,10388219,15825967,21952367,29172907,38810902,52944227,74126527,100010870,125299867,138348726,132846610,109089800,77364273,48263380,26839558,13249410,5894795,2644450,1187676,540763,223307,71534,18978,7084,4218,2646,1738,1173,758,466"
oecd,1990,"19632,34311,49486,64144,78460,92188,104936,115429,124429,132480,142515,159913,191409,259592,399213,662256,1172312,2039530,3441360,5827791,9563064,14721528,20965837,28274419,38120265,52560336,73765189,99922093,124194741,138867837,135900046,113214273,81082727,50539012,27871704,13688908,6065251,2745279,1251704,582217,255138,90946,25879,8443,4392,2700,1798,1230,813,509"
oecd,1991,"17283,30733,45365,60357,76072,91846,107002,119740,130223,138830,148065,163281,191861,255317,390198,648488,1159883,2048505,3492161,5884772,9637768,14678113,20785806,28005274,38162621,53237563,74856291,99343985,123094898,140542743,138443504,115734311,82672212,50981639,27627910,13482431,6057934,2752394,1279299,601554,250131,80433,21900,8074,4419,2650,1741,1165,755,461"
oecd,1992,"18965,33508,49016,64445,79987,94994,108465,118624,125646,130448,136458,150144,180406,248340,387556,649993,1163029,2081086,3614641,6106174,9917582,14936129,21056039,28465004,38886514,54081582,75292252,99469822,122565414,140061872,139595888,117288410,83677439,51519933,28141955,13918657,6278309,2820651,1287810,616874,276792,99802,28700,9007,4235,2397,1504,957,592,335"
