landlocked,time,income_mountain_50bracket_shape_for_log
coastline,2099,"634,849,1624,2884,4747,9959,24570,44489,72822,122014,193066,292742,441830,678954,1099289,1888015,3328946,5732429,9724411,16543310,28002710,48429613,86006395,146228492,232815125,347716445,506916139,712591169,920021817,1028616904,985507646,859808150,724803709,603209543,495793348,403889231,332400976,267492318,202285948,141898902,92147851,55499517,30625438,16083284,8322326,4300941,2217362,1211291,662761,294605"
coastline,2100,"610,819,1552,2845,4732,10071,24961,45376,74273,123425,194951,294417,441538,673002,1080769,1847216,3255585,5606646,9469495,16041642,27049715,46533387,82646162,141133305,226106105,338939425,494567307,696436605,905131740,1023957509,992048651,870193105,734286151,610908024,501675706,408355153,336396234,272153887,207404227,146491040,95786268,58142545,32294866,16994566,8805826,4562566,2349983,1274470,701451,319020"
landlocked,1800,"6077,9797,15307,23629,36200,55702,87978,146150,251179,424829,724322,1242607,2060738,3181871,4402515,5524333,6222861,6344158,6025778,5434646,4585485,3619710,2627167,1746185,1072916,625723,356610,202989,116260,67101,38827,22724,13543,8177,4988,3041,1828,1101,638,351,164,90,41,16,10,5,0,0,0,0"
landlocked,1801,"6100,9827,15358,23694,36282,55789,88064,146198,251139,424590,723722,1241485,2059471,3181444,4403777,5527576,6228636,6352016,6034454,5444113,4595510,3628949,2634804,1751897,1076594,627910,357877,203723,116677,67336,38961,22805,13585,8208,5002,3052,1828,1105,640,352,165,90,41,16,10,5,0,0,0,0"
landlocked,1802,"6126,9870,15406,23768,36375,55903,88178,146287,251149,424430,723284,1240618,2058655,3181677,4405845,5531544,6234615,6359550,6042627,5453143,4605282,3637693,2642188,1757620,1080508,630286,359258,204509,117128,67597,39108,22887,13629,8235,5016,3061,1836,1107,639,352,165,90,41,16,10,5,0,0,0,0"
landlocked,1803,"6153,9903,15463,23849,36475,56011,88290,146344,251104,424191,722637,1239379,2057216,3181325,4407831,5535814,6241398,6368272,6051937,5462971,4615485,3646753,2649574,1763147,1084098,632411,360499,205231,117532,67822,39240,22968,13681,8258,5027,3065,1840,1108,642,354,166,90,43,16,10,5,0,0,0,0"
landlocked,1804,"6172,9940,15514,23917,36559,56110,88378,146395,251053,423966,722075,1238299,2056074,3181083,4409239,5539067,6247183,6376278,6060715,5472766,4626305,3656658,2657891,1769584,1088446,635046,362024,206095,118033,68110,39405,23058,13724,8280,5046,3074,1846,1111,642,355,168,90,43,16,10,5,0,0,0,0"
landlocked,1805,"6198,9980,15571,23993,36679,56230,88498,146457,251025,423807,721616,1237358,2055093,3181218,4411478,5543599,6254181,6385148,6070220,5482824,4636723,3665959,2665432,1775244,1092132,637246,363305,206832,118442,68359,39548,23139,13775,8308,5066,3088,1848,1115,642,355,168,91,43,16,10,5,0,0,0,0"
landlocked,1806,"6214,10017,15625,24068,36768,56345,88600,146511,250971,423564,721002,1236193,2053732,3180946,4413633,5548163,6261255,6394397,6080255,5493274,4647562,3675623,2673285,1781199,1096025,639568,364668,207621,118896,68607,39697,23240,13831,8336,5079,3095,1858,1119,642,356,168,91,43,16,10,5,0,0,0,0"
landlocked,1807,"6242,10056,15684,24152,36871,56468,88738,146623,251031,423504,720690,1235488,2053031,3181208,4415808,5552471,6267719,6402510,6089148,5503291,4658510,3685459,2681633,1787742,1100547,642354,366315,208562,119429,68915,39875,23335,13885,8361,5095,3105,1860,1121,645,358,169,91,44,16,10,5,0,0,0,0"
landlocked,1808,"6269,10100,15755,24243,36988,56612,88892,146784,251134,423519,720513,1234982,2052652,3181978,4418552,5557272,6274740,6411402,6098632,5513420,4669161,3695337,2689753,1793842,1104504,644706,367688,209358,119882,69169,40021,23417,13933,8392,5111,3111,1865,1124,646,358,171,91,44,16,10,5,0,0,0,0"
landlocked,1809,"6298,10146,15815,24321,37090,56735,89030,146894,251159,423381,720077,1234091,2051664,3182142,4421087,5562140,6282037,6420857,6108868,5524114,4680452,3705355,2698029,1800193,1108840,647339,369201,210225,120368,69461,40197,23514,13991,8425,5124,3120,1874,1127,650,360,171,92,45,16,10,5,0,0,0,0"
landlocked,1810,"6321,10187,15885,24412,37208,56885,89178,147012,251226,423397,719919,1233645,2051417,3183133,4424267,5567603,6289748,6430080,6118505,5534187,4691114,3715338,2706644,1807110,1113516,650170,370858,211186,120926,69771,40385,23625,14043,8457,5145,3130,1883,1132,651,361,172,93,45,16,10,5,0,0,0,0"
landlocked,1811,"6348,10212,15930,24489,37310,56995,89300,147103,251230,423246,719446,1232679,2050430,3183208,4426397,5572376,6297802,6440505,6129756,5545855,4702935,3726074,2715328,1813587,1117721,652664,372315,212023,121392,70039,40528,23712,14098,8488,5157,3136,1885,1134,654,364,173,93,45,16,10,5,0,0,0,0"
landlocked,1812,"6377,10261,15995,24581,37432,57142,89462,147239,251302,423175,719118,1231962,2049644,3183633,4429454,5578045,6306044,6450802,6140752,5557158,4714576,3736372,2723776,1820057,1122150,655345,373882,212917,121901,70328,40689,23811,14157,8520,5183,3151,1889,1136,654,364,174,93,46,16,10,5,0,0,0,0"
landlocked,1813,"6409,10310,16060,24680,37558,57300,89647,147445,251475,423291,719063,1231601,2049338,3184630,4432746,5583839,6314018,6461139,6151846,5568838,4726472,3746960,2732226,1826383,1126271,657807,375317,213746,122370,70600,40848,23899,14208,8555,5199,3158,1893,1139,656,368,175,94,46,16,10,5,0,0,0,0"
landlocked,1814,"6432,10349,16129,24776,37686,57462,89839,147641,251664,423418,719037,1231275,2049035,3185309,4435572,5589485,6322519,6472472,6165707,5586017,4743379,3758875,2740125,1830975,1127796,657824,374870,213237,121945,70283,40643,23775,14139,8521,5187,3152,1892,1137,655,368,174,94,45,16,10,5,0,0,0,0"
landlocked,1815,"6464,10398,16198,24868,37820,57626,90008,147784,251745,423445,718902,1230865,2048780,3186560,4439469,5595827,6331245,6483129,6176829,5597431,4755297,3769787,2749152,1837893,1132475,660645,376499,214177,122470,70584,40822,23878,14204,8556,5204,3165,1895,1140,657,370,176,94,47,16,10,5,0,0,0,0"
landlocked,1816,"6499,10448,16279,24979,37966,57799,90195,147927,251748,423083,717791,1228586,2045260,3182583,4437718,5598818,6340279,6497943,6194091,5614315,4771165,3782955,2759153,1845073,1137047,663321,378046,215072,122992,70892,40994,23984,14260,8594,5227,3176,1904,1146,659,371,177,96,47,16,10,5,0,0,0,0"
landlocked,1817,"6518,10473,16322,25022,38024,57877,90303,148104,252036,423545,718483,1229763,2048028,3188706,4449271,5616481,6362130,6518253,6207024,5619403,4772532,3782648,2759138,1846332,1138583,664557,378755,215539,123309,71076,41094,24044,14297,8610,5235,3190,1913,1148,662,370,177,96,47,16,10,5,0,0,0,0"
landlocked,1818,"6551,10521,16393,25128,38168,58060,90541,148391,252322,423661,718131,1228579,2045326,3184892,4447893,5619827,6373708,6537106,6227301,5637008,4788006,3794912,2767519,1852006,1141819,666044,379291,215684,123309,71048,41086,24037,14300,8612,5238,3195,1917,1148,661,374,176,98,46,16,10,5,0,0,0,0"
landlocked,1819,"6579,10558,16440,25184,38186,58037,90474,148275,252120,423312,717519,1227392,2042037,3180655,4456501,5650455,6415369,6575142,6260104,5660182,4800933,3799945,2768076,1850589,1139079,663467,377175,214238,122407,70475,40741,23850,14215,8593,5236,3205,1936,1156,668,378,175,98,46,16,10,5,0,0,0,0"
landlocked,1820,"5477,8858,13918,21591,33294,51576,82028,137236,237809,405181,695748,1203519,2020378,3171418,4482289,5718526,6502356,6659787,6328472,5700710,4819044,3805438,2766853,1847345,1135752,660780,375226,212822,121461,69860,40346,23639,14128,8580,5265,3241,1963,1174,679,383,176,98,44,16,10,5,0,0,0,0"
landlocked,1821,"3966,6541,10494,16746,26718,42904,70693,122429,218899,381814,667905,1173709,1996793,3168140,4513261,5773315,6567227,6724757,6382785,5742664,4856746,3841026,2795251,1869671,1150720,670251,380948,216304,123629,71251,41263,24244,14511,8816,5416,3334,2014,1211,701,396,182,101,47,16,10,5,0,0,0,0"
landlocked,1822,"3720,6162,9967,16028,25851,41939,69766,121854,219759,386102,677385,1191728,2022793,3195337,4542498,5804037,6602940,6765037,6422162,5773793,4880010,3857619,2804011,1876603,1155625,673457,382792,217335,124262,71726,41666,24517,14704,8948,5506,3393,2058,1237,716,402,187,102,50,17,10,5,0,0,0,0"
landlocked,1823,"3718,6149,9944,16029,25852,41967,69815,121946,220235,387741,680482,1197000,2031256,3207373,4557332,5821552,6628728,6804012,6472302,5824724,4928781,3901210,2836364,1900733,1171800,683574,388694,220727,126225,72915,42396,24966,14963,9104,5591,3447,2096,1257,727,413,193,103,51,17,10,5,0,0,0,0"
landlocked,1824,"3697,6114,9913,15984,25794,41888,69687,121740,220115,388130,681161,1197198,2030980,3207381,4558376,5827875,6654737,6856365,6543827,5892756,4985968,3945434,2867249,1923022,1187995,694547,395807,225030,128689,74307,43181,25412,15222,9244,5676,3491,2121,1277,737,420,198,104,52,17,10,6,0,0,0,0"
landlocked,1825,"3661,6051,9824,15867,25667,41773,69615,121808,220763,390325,685139,1202406,2036079,3211201,4555487,5817860,6648601,6870033,6581569,5940013,5038742,4008423,2924194,1971198,1226296,721882,413707,236321,135782,78726,45891,27028,16181,9805,6000,3675,2232,1343,782,449,215,117,59,28,11,7,0,0,0,0"
landlocked,1826,"3660,6027,9742,15707,25383,41267,68683,120156,218159,386741,680190,1195301,2026600,3203254,4555107,5828375,6678357,6925762,6659753,6009003,5093168,4064876,2965607,2001090,1255418,744848,430520,248142,143673,83886,49185,29093,17448,10574,6449,3956,2407,1451,855,501,252,141,76,35,20,15,0,0,0,0"
landlocked,1827,"3656,6014,9622,15457,24939,40484,67245,117512,213654,379691,668931,1176855,1998406,3170885,4527942,5813691,6686722,6966318,6735521,6103555,5189309,4158419,3041355,2056900,1294227,770030,445974,257523,149371,87377,51346,30433,18278,11085,6767,4162,2543,1545,917,548,280,156,89,43,24,19,6,0,0,0"
landlocked,1828,"3668,6026,9646,15491,25009,40602,67396,117668,214017,380935,671382,1181029,2005580,3181293,4541974,5831445,6716278,7012480,6798096,6174832,5260311,4216748,3081443,2082280,1310046,779635,451498,260736,151236,88426,51964,30854,18599,11328,6947,4282,2628,1604,957,574,302,171,99,49,29,20,10,1,0,0"
landlocked,1829,"3664,6027,9650,15502,25040,40659,67503,117873,214525,382395,674301,1186317,2015567,3197124,4563619,5859940,6758966,7067551,6859373,6235464,5315204,4258575,3109052,2098813,1325041,793327,462770,268677,156271,91459,53773,31958,19305,11801,7271,4495,2762,1685,1008,605,318,180,105,53,30,19,10,3,0,0"
landlocked,1830,"3652,6000,9587,15375,24707,39927,65961,114751,208506,370932,653809,1152827,1967317,3152511,4545836,5878495,6806317,7134811,6937848,6317600,5394171,4327177,3171648,2151844,1369373,828233,487326,284618,166230,97542,57476,34225,20708,12682,7820,4825,2956,1796,1069,639,338,191,109,55,31,20,10,4,0,0"
landlocked,1831,"3642,5996,9576,15348,24664,39863,65818,114398,207742,369528,651129,1148588,1961894,3144118,4527296,5864343,6813058,7157907,6974990,6383894,5477346,4406845,3245422,2210810,1409561,855139,504142,294590,171970,100784,59293,35263,21341,13078,8054,4967,3046,1842,1094,649,340,189,113,52,29,19,10,4,0,0"
landlocked,1832,"3648,6013,9607,15397,24756,40022,66036,114666,208213,370619,652664,1151423,1969103,3157963,4549620,5910236,6915539,7262725,7008898,6396886,5489705,4419975,3270362,2236800,1427981,868644,513548,300813,176029,103322,60837,36233,21963,13498,8351,5172,3189,1938,1150,688,361,202,121,60,31,20,10,1,0,0"
landlocked,1833,"3667,6045,9669,15484,24904,40219,66289,114958,208593,371535,654308,1154633,1976008,3172511,4576001,5949061,6967039,7317182,7056279,6432502,5529138,4461163,3310038,2267590,1450700,883546,522363,305814,178731,104618,61433,36481,22070,13553,8375,5180,3197,1938,1154,683,361,200,119,57,30,20,9,0,0,0"
landlocked,1834,"3686,6078,9729,15582,25037,40444,66617,115333,209165,372673,656254,1158388,1984365,3189820,4606103,5992739,7023383,7373719,7102594,6464479,5557930,4489439,3341154,2295518,1475361,904132,537126,315140,184276,107740,63079,37299,22463,13734,8470,5221,3214,1947,1154,682,357,193,115,54,27,20,2,0,0,0"
landlocked,1835,"3680,6077,9723,15581,25065,40465,66612,115231,208952,372646,655953,1157054,1980971,3183660,4593408,5963017,6990255,7374756,7161133,6570798,5687785,4597681,3416429,2342306,1503879,921407,546879,320227,186750,108736,63342,37259,22322,13605,8359,5143,3167,1912,1134,669,348,189,110,52,25,18,2,0,0,0"
landlocked,1836,"3661,6052,9682,15498,24915,40202,66174,114482,207897,371617,654324,1153127,1971793,3166943,4563016,5901958,6904159,7312450,7183413,6665307,5821764,4738632,3537287,2432815,1570145,966415,575383,337507,197179,114852,66744,39088,23327,14188,8694,5325,3279,1981,1186,701,368,198,110,58,24,16,3,0,0,0"
landlocked,1837,"3665,6057,9698,15503,24909,40171,66032,114148,207292,370820,652500,1148442,1961432,3147121,4521499,5805132,6727698,7077960,6984569,6590911,5945552,5034598,3881606,2700317,1733319,1056240,622217,361160,208950,120592,69429,40262,23764,14270,8656,5244,3200,1923,1137,669,346,185,101,54,23,10,3,0,0,0"
landlocked,1838,"3674,6060,9717,15535,24951,40216,66055,114026,206980,370576,651965,1146806,1956104,3133692,4492901,5744554,6661333,7092283,7118780,6774100,6065974,5072413,3895429,2742688,1786969,1101560,651507,377252,217220,123894,69627,39375,22892,13650,8223,4973,3036,1816,1083,634,330,173,100,47,21,10,3,0,0,0"
landlocked,1839,"3670,6072,9710,15523,24921,40161,65890,113618,206174,369378,649591,1141818,1945926,3114914,4462305,5693934,6609510,7103027,7217874,6923505,6201982,5182611,3984882,2810840,1827344,1119532,655143,374660,213344,119978,65816,36250,20726,12271,7381,4452,2717,1634,974,571,301,156,90,44,19,10,3,0,0,0"
landlocked,1840,"3680,6083,9740,15572,24974,40231,65929,113489,205737,368780,648354,1139511,1943502,3116981,4477330,5717109,6637584,7130814,7215549,6900632,6196600,5228950,4079684,2921454,1921140,1184357,693216,394158,222789,123725,66161,35502,20078,11886,7188,4367,2688,1619,963,570,303,156,88,44,21,10,5,0,0,0"
landlocked,1841,"3690,6102,9762,15586,25013,40245,65899,113292,205187,367787,646541,1137744,1945468,3133661,4526409,5780378,6694888,7173769,7233592,6901694,6211279,5280913,4151697,2985854,1965853,1211757,709189,402386,226593,125372,66770,35634,20046,11841,7146,4335,2676,1606,963,565,293,157,86,41,23,10,5,0,0,0"
landlocked,1842,"3687,6110,9767,15601,25040,40304,66025,113491,205444,368785,650261,1149884,1975499,3197250,4626651,5861979,6709840,7146671,7216971,6905527,6235189,5306807,4200216,3042225,2011388,1243988,729968,415041,234684,130928,70577,38192,21769,13022,7957,4876,3015,1808,1073,620,328,169,96,42,26,12,5,0,0,0"
landlocked,1843,"3692,6123,9791,15635,25118,40469,66329,113997,206497,371429,655789,1161344,2000142,3245576,4714585,5985178,6840774,7257923,7298691,6901901,6149131,5201610,4161328,3057278,2045414,1278766,757719,434180,247502,139669,76561,42287,24645,15054,9384,5859,3668,2229,1332,779,425,220,126,61,36,20,11,0,0,0"
landlocked,1844,"3700,6249,10312,16599,26676,42901,69951,119173,213783,382342,672266,1187108,2045405,3333024,4880998,6255552,7193001,7642618,7637019,7051930,6004278,4836565,3744879,2732256,1873426,1232278,778801,474732,283320,165562,94425,54319,32429,20129,12653,7967,5001,3048,1818,1048,575,303,175,96,62,31,20,2,0,0"
landlocked,1845,"3698,6357,10648,17220,27703,44528,72400,122695,218768,389692,683078,1203759,2073626,3382875,4974001,6411373,7423493,7953832,7998653,7376598,6160309,4768901,3512868,2439330,1623941,1059705,678788,424956,261084,158065,95430,58095,35873,22697,14468,9180,5783,3531,2100,1208,668,351,205,114,69,43,20,6,0,0"
landlocked,1846,"3706,6353,10664,17242,27741,44583,72489,122785,218957,390549,684849,1207123,2080232,3394442,4996705,6446903,7472125,8009393,8067757,7458720,6246024,4836722,3560482,2468083,1637090,1064361,680842,425691,261291,158111,95327,58071,35905,22699,14469,9184,5797,3555,2119,1227,678,364,208,116,71,44,20,8,0,0"
landlocked,1847,"3716,6356,10691,17302,27840,44741,72721,123143,219614,392382,688433,1213450,2091297,3411839,5024788,6487702,7526862,8071179,8147359,7550194,6335399,4902174,3599460,2485954,1642028,1062080,676691,421903,258490,156267,94072,57252,35377,22339,14216,9038,5724,3525,2117,1225,687,363,209,116,71,39,20,8,0,0"
landlocked,1848,"3720,6343,10688,17304,27845,44752,72774,123247,219814,393207,690752,1218331,2098661,3419178,5039358,6512080,7556704,8099981,8180415,7611608,6449806,5032402,3708885,2546117,1662517,1061479,667851,411780,250071,150293,89937,54560,33726,21214,13418,8497,5360,3309,1999,1169,660,344,197,109,66,33,20,6,0,0"
landlocked,1849,"3712,6326,10666,17266,27775,44662,72675,123120,219617,393620,693000,1221815,2099907,3418339,5048621,6535337,7588554,8131258,8218409,7668742,6531811,5124307,3790544,2602944,1694582,1076794,673261,412492,249273,149309,89071,53848,33263,20876,13167,8324,5250,3256,1981,1160,661,347,202,111,65,33,20,7,0,0"
landlocked,1850,"3731,6371,10757,17451,28149,45346,73892,124919,222075,396219,693097,1217095,2090631,3410431,5051567,6551564,7621605,8177523,8244966,7663093,6571114,5270238,3930324,2700845,1748569,1092404,661748,396717,233990,135738,78530,46211,28012,17349,10816,6813,4305,2690,1642,972,562,292,163,91,45,26,10,5,0,0"
landlocked,1851,"3725,6356,10751,17469,28161,45412,74032,125175,222635,397886,696282,1222622,2101155,3428549,5083119,6598669,7661894,8159249,8141023,7514575,6529740,5363635,4071432,2838109,1863979,1160814,698952,417651,242968,138223,78407,45301,27024,16461,10084,6251,3901,2399,1447,843,480,243,133,67,34,17,6,0,0,0"
landlocked,1852,"3725,6242,10188,16385,26359,42535,69574,118579,213539,386617,682389,1205339,2079492,3401064,5049372,6572341,7694301,8277087,8325777,7706780,6696915,5466979,4091382,2822108,1836300,1122905,660618,386483,220169,122362,67537,37851,21956,13060,7859,4821,3025,1886,1162,692,413,202,111,51,24,9,0,0,0,0"
landlocked,1853,"3712,6203,9977,15942,25586,41201,67357,115198,208978,382234,681516,1212516,2102556,3448742,5139342,6714704,7866183,8440529,8469269,7824411,6737802,5400077,3987318,2721733,1753044,1053564,606925,346400,195771,110040,61920,35458,21101,13010,8207,5244,3359,2121,1328,806,480,246,133,65,33,12,1,0,0,0"
landlocked,1854,"4927,7875,12191,18812,29266,45848,73002,121650,215600,388350,685253,1208750,2090277,3437599,5149610,6762856,7953739,8555388,8579964,7896037,6751370,5378829,3950706,2695594,1737770,1045353,604585,346169,196268,110831,62685,36044,21483,13272,8380,5356,3436,2179,1364,826,496,254,141,68,34,13,2,0,0,0"
landlocked,1855,"4484,7794,12505,19656,30885,48512,76921,126714,221148,393613,689034,1210260,2087357,3422862,5107840,6675059,7821498,8405920,8454007,7894552,6874114,5545853,4100631,2826005,1845877,1130682,665450,383805,216819,121319,67784,38346,22285,13273,8127,5084,3229,2031,1252,751,446,231,125,59,32,10,2,0,0,0"
landlocked,1856,"4152,7353,11916,18889,29863,47151,75064,124060,217278,387996,680206,1195545,2062915,3381864,5046083,6592016,7742928,8386083,8500884,7998521,6975605,5622665,4168231,2895248,1911809,1190698,712255,416890,238654,134933,76134,43115,25062,14971,9116,5618,3477,2119,1265,734,425,217,114,57,32,10,2,0,0,0"
landlocked,1857,"3716,6750,11120,17859,28539,45479,72988,121509,214240,384962,676712,1189623,2048506,3350059,4993137,6566744,7779667,8466831,8542275,7973545,6927936,5635056,4243404,2990318,1999398,1256856,754976,443113,254448,144135,81421,46114,26839,16049,9763,5996,3703,2242,1330,758,450,223,125,58,35,12,2,0,0,0"
landlocked,1858,"3619,6088,9806,15666,25091,40290,65501,111174,200623,368036,656235,1163773,2013573,3297333,4900677,6423474,7601309,8285037,8400852,7927317,7031107,5873995,4561281,3290199,2217112,1377754,806305,461803,260317,142685,76860,42292,24484,14745,9072,5609,3485,2136,1287,748,443,217,124,55,25,10,3,0,0,0"
landlocked,1859,"3600,6067,9784,15647,25084,40324,65644,111505,201358,370128,661281,1173683,2032524,3328913,4946089,6482117,7659415,8316504,8406661,7926543,7041687,5895353,4585391,3314130,2236681,1391017,813302,464903,261484,143184,77028,42375,24540,14759,9062,5619,3487,2147,1304,760,453,225,123,55,25,10,3,0,0,0"
landlocked,1860,"3588,6056,9788,15635,25089,40345,65725,111642,201498,370559,662211,1175308,2039601,3348776,4989298,6566176,7798018,8489342,8575951,8055314,7075484,5818241,4463609,3212824,2172483,1361046,801372,460689,261860,145687,79886,44750,26280,16014,9954,6230,3926,2442,1498,877,531,271,143,75,33,12,3,0,0,0"
landlocked,1861,"3601,6080,9822,15701,25230,40651,66286,112647,203231,372838,663124,1171000,2027479,3334362,4989049,6609928,7921720,8682201,8756765,8169871,7107219,5785777,4397369,3139527,2111696,1326011,788301,457943,264455,151626,86511,50003,29835,18366,11498,7253,4591,2881,1779,1056,632,330,179,91,47,17,4,0,0,0"
landlocked,1862,"3830,6476,10454,16642,26484,42195,67987,114117,203841,372841,663246,1172577,2034886,3356855,5046077,6729445,8122828,8928232,8953513,8264599,7075389,5665448,4270059,3036184,2037252,1279816,765207,446988,260332,151516,88166,51824,31291,19427,12266,7790,4950,3119,1939,1155,696,369,200,106,53,27,4,0,0,0"
landlocked,1863,"4021,6803,10972,17401,27525,43580,69723,116172,206262,375900,665864,1173522,2032363,3352247,5043011,6732580,8145208,8985767,9049820,8376414,7167881,5717867,4289561,3035889,2028893,1271475,759937,443562,258442,150719,87966,51830,31328,19465,12293,7820,4978,3153,1962,1169,706,376,207,110,53,31,5,0,0,0"
landlocked,1864,"4033,6819,10985,17416,27536,43603,69776,116194,206144,375828,666012,1173350,2031596,3351065,5043791,6734468,8148871,9008276,9104973,8468776,7268537,5800139,4340724,3062955,2037823,1270918,757577,441615,257121,149980,87649,51744,31322,19490,12332,7856,5012,3177,1981,1190,724,388,214,115,57,31,12,0,0,0"
landlocked,1865,"3597,6082,9809,15665,25117,40450,65882,111547,200527,368969,657754,1160198,2007289,3310144,5007160,6723008,8134435,8954028,9104731,8603024,7423771,5947432,4460118,3134263,2070574,1287115,763710,442164,255829,148477,86358,50681,30491,18870,11882,7539,4787,3032,1898,1136,694,371,199,105,52,27,14,2,0,0"
landlocked,1866,"3601,6134,9941,15912,25545,41241,67384,114335,205690,378885,676814,1192450,2056253,3378527,5080336,6783734,8163684,8983193,9137288,8633321,7433267,5949179,4461305,3137817,2071367,1285988,761613,439344,252937,145922,84302,49102,29314,18048,11354,7217,4618,2961,1865,1127,691,370,203,105,56,27,14,5,0,0"
landlocked,1867,"3588,6124,9919,15882,25473,41120,67164,113874,204690,378113,678381,1199232,2070698,3403808,5117116,6830993,8211915,9022053,9158303,8640754,7435697,5957545,4466119,3144299,2087974,1313710,798923,475699,279584,162067,93359,54033,31969,19342,11862,7344,4641,2962,1879,1136,703,382,208,109,56,29,14,6,0,0"
landlocked,1868,"3581,6126,10264,16690,26881,43370,70633,119034,212092,388249,691107,1211653,2079585,3404771,5114990,6830906,8203265,9000756,9143659,8647806,7470571,6015516,4537722,3215649,2149571,1361409,831973,497187,292334,168633,96345,55265,32414,19429,11758,7215,4523,2878,1829,1110,688,370,203,106,55,31,12,6,0,0"
landlocked,1869,"3617,6167,10303,16726,26869,43239,70239,118099,210184,385021,686238,1204119,2068210,3391950,5112310,6850564,8249148,9067227,9213932,8710175,7526402,6066137,4580102,3244803,2168885,1373518,839709,502042,295353,170468,97453,55936,32825,19689,11921,7325,4593,2933,1855,1127,696,379,206,106,55,31,13,6,0,0"
landlocked,1870,"3821,6408,10678,17259,27648,44408,71956,120549,213543,389574,691870,1209895,2074089,3399559,5129865,6891163,8312320,9142876,9285704,8763633,7570225,6105238,4618498,3265528,2167201,1361090,826892,492416,288937,166376,94821,54094,31479,18670,11187,6800,4246,2698,1708,1031,633,343,183,92,43,28,3,0,0,0"
landlocked,1871,"3802,6348,10354,16742,26825,43101,69904,117295,208452,382192,682096,1197641,2060215,3387117,5121586,6887633,8309924,9131086,9269687,8765793,7607759,6188511,4717331,3360547,2245935,1417726,866246,518930,307163,178033,101786,58156,33886,20137,12091,7329,4575,2909,1845,1126,699,387,208,108,56,29,15,0,0,0"
landlocked,1872,"3681,6216,10330,16890,27193,43803,71078,119037,210671,385086,685868,1202529,2067534,3399683,5144915,6927876,8361026,9182590,9314861,8814671,7664325,6233592,4741016,3372716,2254954,1423372,868719,519658,307397,178263,102038,58450,34197,20450,12356,7514,4699,3000,1904,1169,728,402,217,115,59,30,15,5,0,0"
landlocked,1873,"3733,6278,10482,17061,27418,44181,71707,119804,211283,385240,684580,1198555,2060624,3392229,5141761,6934814,8375201,9200471,9338861,8865739,7743851,6310312,4793372,3411210,2290311,1454493,890517,532202,313660,181394,103731,59475,34867,20943,12713,7771,4875,3108,1974,1211,748,418,224,118,62,33,14,7,0,0"
landlocked,1874,"3842,6382,10543,17174,27548,44323,71782,119403,209534,381395,678049,1190453,2053784,3391875,5150446,6956180,8399032,9212288,9334856,8867836,7782720,6385968,4874392,3486783,2348724,1493612,913843,546115,322396,186447,106395,60843,35622,21393,12991,7936,4955,3167,2005,1231,763,420,226,121,64,33,15,7,0,0"
landlocked,1875,"3953,6520,10736,17415,27932,44900,72681,120619,211086,382821,677460,1183880,2037331,3368093,5122725,6925854,8363691,9178420,9310292,8874494,7840001,6494436,4993087,3598249,2438748,1564722,959506,572632,336685,193284,109256,61861,35840,21375,12913,7845,4884,3086,1947,1183,726,405,212,110,57,28,15,5,0,0"
landlocked,1876,"4305,7055,11483,18519,29443,46916,75221,123443,213536,384338,676766,1178282,2026645,3353189,5095983,6883123,8302809,9096117,9200712,8767970,7825879,6640023,5187277,3783973,2581999,1669889,1026420,615655,362220,206647,115681,64705,36948,21665,12881,7690,4688,2915,1816,1094,665,365,192,95,49,22,16,2,0,0"
landlocked,1877,"4532,7425,11968,19217,30373,48014,76296,123892,212068,379651,668353,1166991,2014469,3342874,5087488,6875693,8298363,9099301,9213688,8801958,7893533,6732236,5287955,3873545,2650162,1711594,1044837,623357,366080,208417,116295,64817,36922,21667,12867,7658,4653,2891,1805,1078,654,360,181,92,48,23,13,0,0,0"
landlocked,1878,"4677,7598,12133,19459,30697,48504,76949,124584,212459,379613,667790,1165478,2011980,3338107,5082977,6876647,8302716,9100986,9215778,8826178,7967127,6842156,5397150,3952304,2699188,1737327,1054691,626784,367856,209393,116647,64846,36866,21637,12834,7606,4603,2846,1776,1058,636,347,175,91,45,25,7,0,0,0"
landlocked,1879,"5235,8413,13289,21011,32711,51042,80117,128247,216111,382580,668677,1160543,1996710,3304834,5029992,6811329,8220632,9009023,9130282,8804072,8070405,7043131,5605057,4119228,2810219,1805677,1093066,647154,378846,215286,119691,66392,37658,22030,13025,7668,4611,2832,1753,1039,621,331,167,84,42,21,7,0,0,0"
landlocked,1880,"5444,8621,13447,21039,32608,50877,79995,128241,216040,381995,667198,1155419,1982124,3267525,4958233,6701951,8080068,8881626,9061206,8840362,8223186,7255090,5815395,4285760,2915569,1878047,1148585,684955,403952,231128,128970,71653,40654,23831,14198,8460,5120,3152,1964,1179,710,392,206,111,61,29,17,6,0,0"
landlocked,1881,"5704,8967,13856,21599,33355,51866,81255,129611,217049,381985,664588,1148235,1970148,3247528,4938672,6704303,8111569,8930311,9138807,8975636,8393642,7314094,5815076,4281551,2927498,1890210,1166538,694684,410702,238525,135210,76731,44834,27180,16826,10391,6456,4049,2556,1557,946,538,293,167,88,49,30,10,5,0"
landlocked,1882,"5818,9090,14007,21772,33570,52147,81631,129905,216713,380989,663778,1147706,1970170,3246402,4931913,6677256,8048322,8857778,9104761,8977644,8470730,7464880,5979904,4415474,3030572,1957754,1206797,717390,423697,245625,138644,78490,45951,27989,17423,10831,6746,4222,2659,1623,984,563,311,181,95,55,30,11,6,0"
