country,time,bwelfr_idea
gtm,1979,31.74699
gtm,1980,31.98658
gtm,1981,32.29936
gtm,1982,32.77552
gtm,1983,34.7453
gtm,1984,34.66721
gtm,1985,34.99352
gtm,1986,35.3402
gtm,1987,38.14531
gtm,1988,38.14531
gtm,1989,37.95054
gtm,1990,39.9193
gtm,1991,39.8224
gtm,1992,40.42478
gtm,1993,40.52303
gtm,1994,42.86483
gtm,1995,42.77031
gtm,1996,43.2967
gtm,1997,43.21471
gtm,1998,45.39676
gtm,1999,45.39676
gtm,2000,46.21324
gtm,2001,46.28484
gtm,2002,46.57335
gtm,2003,49.51638
gtm,2004,49.43257
gtm,2005,49.69766
gtm,2006,49.79261
gtm,2007,50.31878
gtm,2008,52.78733
gtm,2009,52.87365
gtm,2010,53.45405
gtm,2011,53.6701
gtm,2012,53.56991
gtm,2013,53.68415
gtm,2014,56.47693
gtm,2015,56.70719
gtm,2016,57.27793
gtm,2017,57.58288
gtm,2018,58.00932
gtm,2019,58.29683
hnd,1975,31.40363
hnd,1976,31.53474
hnd,1977,33.63407
hnd,1978,34.26245
hnd,1979,34.26245
hnd,1980,36.58165
hnd,1981,37.29012
hnd,1982,37.1897
hnd,1983,37.31731
hnd,1984,39.35965
hnd,1985,40.06597
hnd,1986,40.26901
hnd,1987,42.44072
hnd,1988,43.06706
hnd,1989,43.16117
hnd,1990,43.33336
hnd,1991,45.71839
hnd,1992,46.35113
hnd,1993,46.44363
hnd,1994,46.44363
hnd,1995,48.795
hnd,1996,49.8304
hnd,1997,49.8304
hnd,1998,49.8304
hnd,1999,50.24423
hnd,2000,52.73829
hnd,2001,52.8259
hnd,2002,53.13819
hnd,2003,53.52893
hnd,2004,53.52893
hnd,2005,56.123
hnd,2006,56.13568
hnd,2007,56.71062
hnd,2008,56.94843
hnd,2009,59.27269
hnd,2010,59.27269
hnd,2011,59.68456
hnd,2012,59.85093
hnd,2013,59.85093
hnd,2014,59.76059
hnd,2015,62.60432
hnd,2016,62.68497
hnd,2017,62.7982
hnd,2018,62.68736
hnd,2019,62.6253
hrv,1991,67.55287
hrv,1992,67.43792
hrv,1993,67.70751
hrv,1994,67.74839
hrv,1995,70.51618
hrv,1996,70.99416
hrv,1997,70.99416
hrv,1998,70.71271
hrv,1999,70.99416
hrv,2000,71.24921
hrv,2001,72.55792
hrv,2002,75.14987
hrv,2003,75.2337
hrv,2004,75.9927
hrv,2005,75.58202
hrv,2006,76.4081
hrv,2007,76.4081
hrv,2008,76.4081
hrv,2009,79.52609
hrv,2010,79.71567
hrv,2011,80.94863
hrv,2012,80.94863
hrv,2013,80.74649
hrv,2014,80.64629
hrv,2015,80.64629
hrv,2016,82.57866
hrv,2017,81.57479
hrv,2018,81.57479
hrv,2019,81.38063
hti,1975,18.05689
hti,1976,18.05689
hti,1977,19.10846
hti,1978,19.63766
hti,1979,19.63766
hti,1980,19.63766
hti,1981,23.26408
hti,1982,23.54821
hti,1983,23.54821
hti,1984,23.28531
hti,1985,23.28531
hti,1986,24.34186
hti,1987,24.34186
hti,1988,27.37586
hti,1989,27.57751
hti,1990,27.57751
hti,1991,27.57751
hti,1992,27.57751
hti,1993,30.31206
hti,1994,30.99016
hti,1995,30.99016
hti,1996,30.99016
hti,1997,31.1554
hti,1998,33.50495
hti,1999,33.72342
hti,2000,33.72342
hti,2001,33.62402
hti,2002,33.76987
hti,2003,36.51325
hti,2004,36.37264
hti,2005,36.58196
hti,2006,36.52749
hti,2007,36.52749
hti,2008,36.6593
hti,2009,36.75387
hti,2010,33.02135
hti,2011,39.60955
hti,2012,39.60955
hti,2013,39.66746
hti,2014,39.75492
hti,2015,39.75492
hti,2016,39.91633
hti,2017,42.67518
hti,2018,42.83548
hti,2019,42.83548
hun,1975,53.9199
hun,1976,56.06748
hun,1977,56.06748
hun,1978,58.55493
hun,1979,58.51174
hun,1980,58.55493
hun,1981,60.86448
hun,1982,60.90458
hun,1983,60.63603
hun,1984,61.04949
hun,1985,60.82974
hun,1986,61.09102
hun,1987,61.12084
hun,1988,63.53435
hun,1989,63.73432
hun,1990,64.12272
hun,1991,63.9585
hun,1992,66.52994
hun,1993,66.30412
hun,1994,66.17856
hun,1995,68.70536
hun,1996,68.91724
hun,1997,69.0419
hun,1998,68.9346
hun,1999,68.9346
hun,2000,69.2059
hun,2001,71.86529
hun,2002,72.3183
hun,2003,72.14759
hun,2004,75.37508
hun,2005,75.23188
hun,2006,75.23188
hun,2007,75.36159
hun,2008,75.90327
hun,2009,75.90327
hun,2010,75.73749
hun,2011,79.72013
hun,2012,79.57718
hun,2013,79.90555
hun,2014,80.02968
hun,2015,80.36816
hun,2016,80.78546
hun,2017,80.78546
hun,2018,80.6349
hun,2019,85.5988
idn,1975,30.1365
idn,1976,30.1365
idn,1977,30.1365
idn,1978,32.6628
idn,1979,32.78277
idn,1980,33.81012
idn,1981,34.07285
idn,1982,34.07285
idn,1983,36.18806
idn,1984,36.27976
idn,1985,36.38862
idn,1986,37.27388
idn,1987,39.36318
idn,1988,39.44159
idn,1989,39.44159
idn,1990,39.45818
idn,1991,41.3973
idn,1992,42.13788
idn,1993,42.13788
idn,1994,42.2256
idn,1995,44.50541
idn,1996,44.50541
idn,1997,44.50541
idn,1998,44.50541
idn,1999,46.54183
idn,2000,47.49338
idn,2001,47.49338
idn,2002,47.49338
idn,2003,49.74795
idn,2004,49.9391
idn,2005,50.04196
idn,2006,50.72761
idn,2007,50.82286
idn,2008,53.10571
idn,2009,53.4011
idn,2010,54.12401
idn,2011,54.22546
idn,2012,54.43033
idn,2013,56.64342
idn,2014,57.56485
idn,2015,57.62538
idn,2016,57.7218
idn,2017,57.7218
idn,2018,58.27069
idn,2019,60.49779
ind,1975,20.59117
ind,1976,20.80744
ind,1977,24.55254
ind,1978,25.52081
ind,1979,25.11583
ind,1980,25.1846
ind,1981,25.40957
ind,1982,25.1846
ind,1983,28.74569
ind,1984,29.58155
ind,1985,29.44315
ind,1986,29.55469
ind,1987,29.55469
ind,1988,29.81159
ind,1989,32.47067
ind,1990,32.27242
ind,1991,32.96486
ind,1992,33.06646
ind,1993,33.22306
ind,1994,33.38988
ind,1995,35.71634
ind,1996,36.46978
ind,1997,36.1502
ind,1998,36.1502
ind,1999,38.4089
ind,2000,38.51943
ind,2001,38.51943
ind,2002,38.95407
ind,2003,38.95407
ind,2004,40.99764
ind,2005,41.10494
ind,2006,41.20039
ind,2007,41.29724
ind,2008,44.05948
ind,2009,44.05948
ind,2010,44.10012
ind,2011,46.47767
ind,2012,46.3672
ind,2013,47.03984
ind,2014,49.34426
ind,2015,49.41071
ind,2016,49.74938
ind,2017,50.47934
ind,2018,52.70701
ind,2019,52.67897
irl,1975,63.63778
irl,1976,63.63778
irl,1977,63.63778
irl,1978,63.67356
irl,1979,66.74845
irl,1980,66.74845
irl,1981,69.12435
irl,1982,69.12435
irl,1983,69.12435
irl,1984,69.83802
irl,1985,69.83802
irl,1986,72.39207
irl,1987,72.39207
irl,1988,72.60126
irl,1989,73.16896
irl,1990,73.16896
irl,1991,73.16896
irl,1992,76.03298
irl,1993,76.28395
irl,1994,76.99507
irl,1995,76.84993
irl,1996,76.99507
irl,1997,77.29197
irl,1998,77.29197
irl,1999,77.29197
irl,2000,77.61736
irl,2001,78.51665
irl,2002,78.8676
irl,2003,80.09527
irl,2004,83.85431
irl,2005,83.56783
irl,2006,83.56783
irl,2007,83.85431
irl,2008,84.41135
irl,2009,84.41135
irl,2010,91.20446
irl,2011,91.20446
irl,2012,90.7992
irl,2013,90.7992
irl,2014,90.7992
irl,2015,90.7992
irl,2016,92.88928
irl,2017,92.88928
irl,2018,92.88928
irl,2019,92.88928
irn,1975,28.96312
irn,1976,29.6549
irn,1977,29.95768
irn,1978,32.41617
irn,1979,31.93913
irn,1980,34.21776
irn,1981,34.26292
irn,1982,36.72885
irn,1983,36.77211
irn,1984,39.04635
irn,1985,39.04635
irn,1986,39.73798
irn,1987,42.46266
irn,1988,43.0522
irn,1989,43.59807
irn,1990,46.46139
irn,1991,46.55785
irn,1992,47.45593
irn,1993,47.49453
irn,1994,50.64334
irn,1995,50.79645
irn,1996,50.89666
irn,1997,51.57155
irn,1998,51.57155
irn,1999,54.06778
irn,2000,54.06778
irn,2001,54.63838
irn,2002,54.73483
irn,2003,56.97879
irn,2004,57.89186
irn,2005,57.89186
irn,2006,59.92955
irn,2007,60.49705
irn,2008,60.49705
irn,2009,61.19469
irn,2010,63.39055
irn,2011,63.39055
irn,2012,63.85153
irn,2013,63.93782
irn,2014,64.40314
irn,2015,66.77636
irn,2016,66.90005
irn,2017,66.4169
irn,2018,66.65417
irn,2019,66.98285
irq,1975,38.05854
irq,1976,38.16018
irq,1977,38.2626
irq,1978,40.48968
irq,1979,40.66061
irq,1980,40.15838
irq,1981,40.32976
irq,1982,42.56696
irq,1983,42.59472
irq,1984,42.61463
irq,1985,43.29929
irq,1986,43.30578
irq,1987,43.95129
irq,1988,46.15689
irq,1989,46.35731
irq,1990,46.92924
irq,1991,45.88043
irq,1992,45.81266
irq,1993,46.51994
irq,1994,46.43953
irq,1995,46.43953
irq,1996,46.64443
irq,1997,48.97809
irq,1998,49.64176
irq,1999,49.64176
irq,2000,49.90457
irq,2001,49.35361
irq,2002,49.35361
irq,2003,49.67038
irq,2004,49.90068
irq,2005,50.09735
irq,2006,50.09735
irq,2007,52.31782
irq,2008,52.31782
irq,2009,52.39993
irq,2010,52.90649
irq,2011,52.90649
irq,2012,53.51519
irq,2013,53.1585
irq,2014,55.61205
irq,2015,55.61205
irq,2016,55.74034
irq,2017,56.55894
irq,2018,56.74345
irq,2019,56.83124
isl,1975,70.72858
isl,1976,71.48496
isl,1977,70.84587
isl,1978,71.70417
isl,1979,74.44785
isl,1980,74.64705
isl,1981,73.92089
isl,1982,74.64705
isl,1983,77.80676
isl,1984,77.80676
isl,1985,77.80676
isl,1986,77.96259
isl,1987,77.96259
isl,1988,77.9512
isl,1989,79.25281
isl,1990,79.11167
isl,1991,81.28022
isl,1992,82.89052
isl,1993,83.2786
isl,1994,83.41351
isl,1995,81.79502
isl,1996,83.17806
isl,1997,83.2786
isl,1998,87.34088
isl,1999,87.96515
isl,2000,87.96515
isl,2001,90.29599
isl,2002,90.49595
isl,2003,90.49595
isl,2004,90.49595
isl,2005,90.80455
isl,2006,92.65991
isl,2007,93.48576
isl,2008,93.48576
isl,2009,95.35388
isl,2010,95.35388
isl,2011,95.35388
isl,2012,95.35388
isl,2013,93.89621
isl,2014,94.89079
isl,2015,97.28121
isl,2016,97.28121
isl,2017,100
isl,2018,95.90756
isl,2019,95.90756
isr,1975,59.2265
isr,1976,62.04332
isr,1977,62.04332
isr,1978,62.12556
isr,1979,64.85978
isr,1980,64.76032
isr,1981,64.85978
isr,1982,64.94595
isr,1983,67.65155
isr,1984,67.91382
isr,1985,68.00215
isr,1986,68.00215
isr,1987,70.36631
isr,1988,70.48056
isr,1989,71.24733
isr,1990,71.24733
isr,1991,72.07281
isr,1992,71.34648
isr,1993,74.59755
isr,1994,74.85056
isr,1995,75.49934
isr,1996,79.85947
isr,1997,78.61711
isr,1998,79.85947
isr,1999,79.85947
isr,2000,80.05544
isr,2001,80.05544
isr,2002,80.42763
isr,2003,84.56257
isr,2004,84.56257
isr,2005,84.56257
isr,2006,86.42822
isr,2007,86.06675
isr,2008,86.06675
isr,2009,86.06675
isr,2010,86.42822
isr,2011,92.58553
isr,2012,92.58553
isr,2013,92.58553
isr,2014,91.43789
isr,2015,91.43789
isr,2016,91.43789
isr,2017,90.98927
isr,2018,90.98927
isr,2019,92.58553
ita,1975,61.89931
ita,1976,62.09899
ita,1977,62.09899
ita,1978,64.75853
ita,1979,64.79669
ita,1980,65.30557
ita,1981,67.40495
ita,1982,68.17444
ita,1983,68.17444
ita,1984,68.97017
ita,1985,71.29598
ita,1986,71.29598
ita,1987,71.29598
ita,1988,71.56397
ita,1989,72.26938
ita,1990,74.74887
ita,1991,74.74887
ita,1992,74.74887
ita,1993,74.85546
ita,1994,77.67314
ita,1995,78.77011
ita,1996,78.94459
ita,1997,78.94459
ita,1998,78.94459
ita,1999,82.92803
ita,2000,82.92803
ita,2001,82.92803
ita,2002,84.49355
ita,2003,82.92803
ita,2004,84.49355
ita,2005,84.89663
ita,2006,84.89663
ita,2007,84.89663
ita,2008,89.26441
ita,2009,89.26441
ita,2010,89.26441
ita,2011,89.26441
ita,2012,89.92213
ita,2013,89.92213
ita,2014,89.40287
ita,2015,89.40287
ita,2016,89.69785
ita,2017,89.85864
ita,2018,90.74867
ita,2019,92.00933
jam,1975,48.53993
jam,1976,51.00795
jam,1977,50.90238
jam,1978,51.49672
jam,1979,51.68844
jam,1980,51.41776
jam,1981,51.41776
jam,1982,51.30535
jam,1983,54.19806
jam,1984,54.52392
jam,1985,54.41756
jam,1986,54.41756
jam,1987,54.60815
jam,1988,54.77682
jam,1989,55.12113
jam,1990,57.60777
jam,1991,57.88147
jam,1992,57.88147
jam,1993,58.30386
jam,1994,58.30386
jam,1995,58.30386
jam,1996,58.30386
jam,1997,60.66732
jam,1998,60.87505
jam,1999,60.87505
jam,2000,60.95597
jam,2001,61.06133
jam,2002,61.06133
jam,2003,61.2426
jam,2004,61.2426
jam,2005,61.44903
jam,2006,63.69783
jam,2007,63.86437
jam,2008,63.83077
jam,2009,63.83077
jam,2010,63.92288
jam,2011,63.92288
jam,2012,63.96676
jam,2013,64.1395
jam,2014,64.1395
jam,2015,66.24091
jam,2016,66.24091
jam,2017,66.45952
jam,2018,66.64687
jam,2019,67.48595
jor,1975,41.59927
jor,1976,43.81369
jor,1977,44.00589
jor,1978,44.29691
jor,1979,45.05696
jor,1980,47.19909
jor,1981,47.398
jor,1982,47.59361
jor,1983,47.49581
jor,1984,50.5139
jor,1985,50.5139
jor,1986,50.80551
jor,1987,50.80551
jor,1988,51.55516
jor,1989,53.71281
jor,1990,54.19895
jor,1991,54.19895
jor,1992,54.71779
jor,1993,54.82848
jor,1994,54.92398
jor,1995,55.02673
jor,1996,57.09032
jor,1997,57.29704
jor,1998,58.0683
jor,1999,57.97264
jor,2000,58.0683
jor,2001,58.39405
jor,2002,58.39405
jor,2003,58.74566
jor,2004,61.58133
jor,2005,61.50126
jor,2006,61.58133
jor,2007,61.75497
jor,2008,61.67287
jor,2009,61.67287
jor,2010,62.30995
jor,2011,64.80239
jor,2012,65.11764
jor,2013,64.92308
jor,2014,64.52624
jor,2015,64.52624
jor,2016,64.60711
jor,2017,64.67716
jor,2018,66.86638
jor,2019,67.55747
jpn,1975,70.32157
jpn,1976,71.29927
jpn,1977,71.37069
jpn,1978,73.88278
jpn,1979,73.88278
jpn,1980,73.88278
jpn,1981,74.04503
jpn,1982,78.10611
jpn,1983,78.10611
jpn,1984,78.10611
jpn,1985,78.17357
jpn,1986,79.71197
jpn,1987,83.61779
jpn,1988,83.61779
jpn,1989,83.69358
jpn,1990,83.69358
jpn,1991,83.61779
jpn,1992,84.02492
jpn,1993,84.02492
jpn,1994,84.02492
jpn,1995,84.02492
jpn,1996,85.90498
jpn,1997,85.84009
jpn,1998,85.84009
jpn,1999,92.25638
jpn,2000,92.25638
jpn,2001,92.25638
jpn,2002,92.25638
jpn,2003,92.25638
jpn,2004,92.25638
jpn,2005,92.19611
jpn,2006,92.19611
jpn,2007,95.98848
jpn,2008,95.9228
jpn,2009,95.9228
jpn,2010,95.9228
jpn,2011,95.9228
jpn,2012,95.9228
jpn,2013,95.9228
jpn,2014,95.9228
jpn,2015,95.9228
jpn,2016,95.9228
jpn,2017,95.9228
jpn,2018,95.9228
jpn,2019,95.9228
kaz,1991,50.0504
kaz,1992,50.0504
kaz,1993,48.48442
kaz,1994,48.48442
kaz,1995,47.11146
kaz,1996,49.49647
kaz,1997,49.52495
kaz,1998,49.30617
kaz,1999,49.30617
kaz,2000,52.05366
kaz,2001,52.61043
kaz,2002,52.61043
kaz,2003,52.72956
kaz,2004,55.46799
kaz,2005,55.46799
kaz,2006,55.60178
kaz,2007,58.48539
kaz,2008,58.52119
kaz,2009,61.38915
kaz,2010,61.38915
kaz,2011,64.15085
kaz,2012,64.17945
kaz,2013,66.8356
kaz,2014,66.88584
kaz,2015,69.74001
kaz,2016,69.82223
kaz,2017,69.99245
kaz,2018,70.70025
kaz,2019,73.66616
ken,1975,32.58581
ken,1976,33.42268
ken,1977,35.57418
ken,1978,35.57418
ken,1979,35.53523
ken,1980,35.53523
ken,1981,38.46016
ken,1982,38.46016
ken,1983,38.3583
ken,1984,38.25594
ken,1985,38.44913
ken,1986,38.65786
ken,1987,38.55785
ken,1988,38.4622
ken,1989,38.541
ken,1990,38.06352
ken,1991,35.75919
ken,1992,35.74699
ken,1993,35.02595
ken,1994,35.39629
ken,1995,35.36896
ken,1996,35.36896
ken,1997,34.76779
ken,1998,37.36279
ken,1999,37.447
ken,2000,37.447
ken,2001,37.54843
ken,2002,39.77839
ken,2003,39.77839
ken,2004,39.94723
ken,2005,42.61887
ken,2006,42.78625
ken,2007,42.64008
ken,2008,45.435
ken,2009,45.61148
ken,2010,45.99339
ken,2011,48.44182
ken,2012,48.6656
ken,2013,49.06006
ken,2014,49.16818
ken,2015,49.16818
ken,2016,49.06431
ken,2017,49.79917
ken,2018,52.15947
ken,2019,52.15947
kgz,1991,48.85326
kgz,1992,48.1176
kgz,1993,45.65229
kgz,1994,45.65229
kgz,1995,45.45277
kgz,1996,47.32156
kgz,1997,47.65656
kgz,1998,47.49777
kgz,1999,48.26776
kgz,2000,49.90927
kgz,2001,49.90927
kgz,2002,50.03519
kgz,2003,52.45875
kgz,2004,52.57728
kgz,2005,52.57728
kgz,2006,52.49335
kgz,2007,52.61282
kgz,2008,55.0679
kgz,2009,55.73145
kgz,2010,55.86718
kgz,2011,58.21415
kgz,2012,58.21415
kgz,2013,58.21415
kgz,2014,58.84294
kgz,2015,60.91174
kgz,2016,60.99411
kgz,2017,60.99411
kgz,2018,63.82267
kgz,2019,64.01232
khm,1975,14.56815
khm,1976,14.56815
khm,1977,14.56815
khm,1978,14.56815
khm,1979,14.56815
khm,1980,20.76426
khm,1981,24.32854
khm,1982,24.32854
khm,1983,27.83579
khm,1984,28.42185
khm,1985,29.25672
khm,1986,29.25672
khm,1987,29.25672
khm,1988,30.21632
khm,1989,30.22755
khm,1990,30.84792
khm,1991,30.84792
khm,1992,30.98381
khm,1993,31.25826
khm,1994,31.39904
khm,1995,31.52008
khm,1996,31.95375
khm,1997,32.16479
khm,1998,32.27839
khm,1999,32.40668
khm,2000,35.31159
khm,2001,35.31159
khm,2002,37.53532
khm,2003,38.33895
khm,2004,40.43205
khm,2005,41.13847
khm,2006,43.17168
khm,2007,43.17168
khm,2008,45.67641
khm,2009,46.29672
khm,2010,46.29672
khm,2011,48.48282
khm,2012,48.48282
khm,2013,51.69613
khm,2014,51.69613
khm,2015,51.83646
khm,2016,51.83646
khm,2017,54.88273
khm,2018,55.1388
khm,2019,55.33225
kor,1975,50.7256
kor,1976,50.76998
kor,1977,50.7256
kor,1978,50.76998
kor,1979,53.86238
kor,1980,53.90451
kor,1981,54.09709
kor,1982,54.00774
kor,1983,56.73963
kor,1984,57.05613
kor,1985,59.47836
kor,1986,60.03267
kor,1987,60.13006
kor,1988,62.82724
kor,1989,63.26189
kor,1990,66.3054
kor,1991,66.3054
kor,1992,66.98819
kor,1993,69.3369
kor,1994,69.3369
kor,1995,69.84405
kor,1996,72.72355
kor,1997,73.27195
kor,1998,73.49963
kor,1999,77.29906
kor,2000,77.29906
kor,2001,77.60092
kor,2002,78.65987
kor,2003,78.65987
kor,2004,78.65987
kor,2005,83.79855
kor,2006,84.19819
kor,2007,84.33443
kor,2008,84.33443
kor,2009,84.33443
kor,2010,88.67373
kor,2011,92.29564
kor,2012,93.54068
kor,2013,92.52614
kor,2014,92.52614
kor,2015,92.52614
kor,2016,92.52614
kor,2017,92.29707
kor,2018,92.29707
kor,2019,93.15489
kwt,1975,47.90142
kwt,1976,48.01042
kwt,1977,50.64721
kwt,1978,50.81082
kwt,1979,51.59129
kwt,1980,54.01655
kwt,1981,54.08226
kwt,1982,57.26153
kwt,1983,57.26153
kwt,1984,57.32345
kwt,1985,59.40631
kwt,1986,60.23384
kwt,1987,60.23384
kwt,1988,62.33595
kwt,1989,62.44061
kwt,1990,62.04139
kwt,1991,62.02465
kwt,1992,64.8638
kwt,1993,65.10753
kwt,1994,65.45387
kwt,1995,65.87733
kwt,1996,65.87733
kwt,1997,66.13624
kwt,1998,66.13624
kwt,1999,68.46639
kwt,2000,68.55231
kwt,2001,68.7134
kwt,2002,68.79897
kwt,2003,68.79897
kwt,2004,69.44673
kwt,2005,69.63202
kwt,2006,69.80341
kwt,2007,69.80341
kwt,2008,69.73941
kwt,2009,69.73941
kwt,2010,69.94141
kwt,2011,73.06755
kwt,2012,73.06755
kwt,2013,73.06755
kwt,2014,73.06755
kwt,2015,73.49452
kwt,2016,73.49452
kwt,2017,73.60599
kwt,2018,77.11
kwt,2019,77.11
lao,1975,16.95917
lao,1976,18.64801
lao,1977,19.57937
lao,1978,19.57937
lao,1979,19.57937
lao,1980,19.57937
lao,1981,19.57937
lao,1982,21.02607
lao,1983,21.02607
lao,1984,24.11237
lao,1985,24.66205
lao,1986,24.95994
lao,1987,24.95994
lao,1988,24.73079
lao,1989,25.77396
lao,1990,28.98025
lao,1991,28.98025
lao,1992,29.22958
lao,1993,29.22958
lao,1994,29.38029
lao,1995,32.39118
lao,1996,32.39118
lao,1997,32.51766
lao,1998,32.86451
lao,1999,35.61782
lao,2000,35.84448
lao,2001,35.73783
lao,2002,35.84448
lao,2003,38.7403
lao,2004,38.7403
lao,2005,38.74872
lao,2006,38.64943
lao,2007,40.58134
lao,2008,41.29547
lao,2009,41.2698
lao,2010,41.36508
lao,2011,43.48857
lao,2012,43.49891
lao,2013,44.27546
lao,2014,47.14591
lao,2015,47.52273
lao,2016,47.80313
lao,2017,47.87892
lao,2018,48.62586
lao,2019,51.20197
lbn,1975,44.52713
lbn,1976,46.67227
lbn,1977,46.86951
lbn,1978,47.70712
lbn,1979,47.80247
lbn,1980,47.88536
lbn,1981,47.98712
lbn,1982,50.33413
lbn,1983,50.5175
lbn,1984,50.57917
lbn,1985,50.5175
lbn,1986,51.32823
lbn,1987,53.62911
lbn,1988,53.92015
lbn,1989,53.95609
lbn,1990,54.5864
lbn,1991,54.68289
lbn,1992,56.92598
lbn,1993,57.7006
lbn,1994,57.7006
lbn,1995,57.7006
lbn,1996,60.49537
lbn,1997,60.54318
lbn,1998,61.19319
lbn,1999,61.19319
lbn,2000,61.56131
lbn,2001,63.9705
lbn,2002,64.20168
lbn,2003,64.32094
lbn,2004,66.71089
lbn,2005,67.08164
lbn,2006,67.14034
lbn,2007,69.73192
lbn,2008,69.92384
lbn,2009,70.28182
lbn,2010,70.28182
lbn,2011,73.15896
lbn,2012,73.01069
lbn,2013,73.33435
lbn,2014,73.20412
lbn,2015,73.12665
lbn,2016,76.18795
lbn,2017,76.18795
lbn,2018,76.46643
lbn,2019,76.46643
lbr,1975,13.707
lbr,1976,15.9853
lbr,1977,16.03153
lbr,1978,16.03153
lbr,1979,16.03153
lbr,1980,19.22196
lbr,1981,19.25453
lbr,1982,19.25453
lbr,1983,19.22196
lbr,1984,19.22196
lbr,1985,19.22196
lbr,1986,19.74172
lbr,1987,19.74172
lbr,1988,19.76508
lbr,1989,19.76508
lbr,1990,19.08333
lbr,1991,19.35806
lbr,1992,19.583
lbr,1993,19.3666
lbr,1994,19.17925
lbr,1995,18.88754
lbr,1996,18.88754
lbr,1997,20.67192
lbr,1998,20.67192
lbr,1999,20.46515
lbr,2000,20.67192
lbr,2001,24.05195
lbr,2002,24.8241
lbr,2003,27.95496
lbr,2004,27.95496
lbr,2005,31.9535
lbr,2006,31.9535
lbr,2007,34.27734
lbr,2008,35.20084
lbr,2009,35.20084
lbr,2010,35.20084
lbr,2011,37.35503
lbr,2012,37.86066
lbr,2013,38.03803
lbr,2014,37.93613
lbr,2015,39.97522
lbr,2016,39.97522
lbr,2017,40.45951
lbr,2018,40.59375
lbr,2019,40.63025
lby,1975,35.94883
lby,1976,38.17933
lby,1977,38.33076
lby,1978,38.33076
lby,1979,41.19634
lby,1980,41.19634
lby,1981,41.19634
lby,1982,41.19634
lby,1983,44.13581
lby,1984,44.25016
lby,1985,44.25016
lby,1986,46.53153
lby,1987,46.62708
lby,1988,47.30539
lby,1989,49.73628
lby,1990,49.91838
lby,1991,49.91838
lby,1992,50.68477
lby,1993,53.11518
lby,1994,53.11518
lby,1995,53.22365
lby,1996,53.30961
lby,1997,53.93909
lby,1998,54.06148
lby,1999,56.39369
lby,2000,56.39369
lby,2001,56.48114
lby,2002,56.60526
lby,2003,57.20206
lby,2004,57.20206
lby,2005,59.40116
lby,2006,59.53375
lby,2007,59.62086
lby,2008,61.65387
lby,2009,61.80507
lby,2010,61.80507
lby,2011,63.87037
lby,2012,64.24248
lby,2013,63.83039
lby,2014,64.01965
lby,2015,64.14553
lby,2016,66.36723
lby,2017,67.29823
lby,2018,67.41738
lby,2019,67.58994
lka,1975,45.72558
lka,1976,45.79985
lka,1977,45.79985
lka,1978,48.03448
lka,1979,48.74566
lka,1980,48.90407
lka,1981,51.30411
lka,1982,51.35994
lka,1983,51.24981
lka,1984,54.19385
lka,1985,56.5201
lka,1986,56.5201
lka,1987,58.79705
lka,1988,58.79705
lka,1989,58.79705
lka,1990,58.85879
lka,1991,58.88429
lka,1992,58.85879
lka,1993,58.83993
lka,1994,58.91743
lka,1995,58.88429
lka,1996,61.19733
lka,1997,61.22921
lka,1998,61.22921
lka,1999,61.74132
lka,2000,62.42634
lka,2001,64.41378
lka,2002,65.24176
lka,2003,65.8759
lka,2004,63.82587
lka,2005,66.47517
lka,2006,66.33938
lka,2007,66.54667
lka,2008,68.73324
lka,2009,68.73324
lka,2010,69.3964
lka,2011,69.42904
lka,2012,69.65846
lka,2013,71.93281
lka,2014,71.97081
lka,2015,72.01222
lka,2016,72.01222
lka,2017,75.6262
lka,2018,75.6262
lka,2019,75.88251
lso,1975,28.02701
lso,1976,28.50019
lso,1977,29.04312
lso,1978,32.26856
lso,1979,32.11497
lso,1980,32.11497
lso,1981,34.08627
lso,1982,34.92814
lso,1983,35.36084
lso,1984,35.21103
lso,1985,37.10457
lso,1986,37.10457
lso,1987,37.10457
lso,1988,37.10457
lso,1989,37.42138
lso,1990,37.50879
lso,1991,37.63139
lso,1992,37.63139
lso,1993,37.69709
lso,1994,37.02889
lso,1995,36.92319
lso,1996,36.43901
lso,1997,34.19658
lso,1998,33.51988
lso,1999,33.1181
lso,2000,33.3274
lso,2001,33.43023
lso,2002,33.27812
lso,2003,33.21753
lso,2004,33.21753
lso,2005,33.27054
lso,2006,33.27105
lso,2007,33.18956
lso,2008,33.18956
lso,2009,33.08585
lso,2010,36.05331
lso,2011,36.11699
lso,2012,36.11699
lso,2013,36.13637
lso,2014,35.97304
lso,2015,35.82556
lso,2016,35.44856
lso,2017,38.91485
lso,2018,39.45678
lso,2019,39.6486
ltu,1991,67.18676
ltu,1992,64.70714
ltu,1993,64.09068
ltu,1994,66.74131
ltu,1995,66.74131
ltu,1996,69.77368
ltu,1997,70.02218
ltu,1998,70.2931
ltu,1999,70.41752
ltu,2000,73.27311
ltu,2001,73.42381
ltu,2002,73.42381
ltu,2003,73.70393
ltu,2004,74.17915
ltu,2005,74.28014
ltu,2006,74.28014
ltu,2007,78.19686
ltu,2008,78.01008
ltu,2009,77.87878
ltu,2010,82.49975
ltu,2011,82.53445
ltu,2012,82.53445
ltu,2013,82.24008
ltu,2014,82.06089
ltu,2015,81.9582
ltu,2016,81.85634
ltu,2017,81.68515
ltu,2018,87.49191
ltu,2019,87.36522
lux,1975,63.59934
