country,time,non_net_users_prc
lao,2013,87.5
lao,2014,85.74
lao,2015,81.8
lao,2016,78.13
lao,2017,74.49
lao,2018,74.49
lao,2019,74.49
lbn,1990,100
lbn,1991,100
lbn,1992,100
lbn,1993,100
lbn,1994,100
lbn,1995,99.93
lbn,1996,99.86
lbn,1997,98.76
lbn,1998,97.28
lbn,1999,94.62
lbn,2000,92.05
lbn,2001,93.22
lbn,2002,93
lbn,2003,92
lbn,2004,91
lbn,2005,89.86
lbn,2006,85
lbn,2007,81.26
lbn,2008,77.47
lbn,2009,69.86
lbn,2010,56.32
lbn,2011,48
lbn,2012,38.75
lbn,2013,29.5
lbn,2014,27
lbn,2015,26
lbn,2016,23.89
lbn,2017,21.82
lbn,2018,21.82
lbn,2019,21.82
lbr,1990,100
lbr,1991,100
lbr,1992,100
lbr,1993,100
lbr,1994,100
lbr,1995,100
lbr,1997,100
lbr,1998,100
lbr,1999,99.99
lbr,2000,99.98
lbr,2001,99.97
lbr,2002,99.97
lbr,2003,99.97
lbr,2004,99.97
lbr,2005,99.97
lbr,2006,99.97
lbr,2007,99.45
lbr,2008,99.47
lbr,2009,98
lbr,2010,97.7
lbr,2011,97.5
lbr,2012,97.4
lbr,2013,96.8
lbr,2014,94.59
lbr,2015,67
lbr,2016,92.68
lbr,2017,92.02
lbr,2018,92.02
lbr,2019,92.02
lby,1990,100
lby,1991,100
lby,1992,100
lby,1993,100
lby,1994,100
lby,1995,100
lby,1999,99.87
lby,2000,99.81
lby,2001,99.63
lby,2002,97.76
lby,2003,97.19
lby,2004,96.47
lby,2005,96.08
lby,2006,95.7
lby,2007,95.28
lby,2008,91
lby,2009,89.2
lby,2010,86
lby,2011,86
lby,2012,86
lby,2013,83.5
lby,2014,82.24
lby,2015,80.98
lby,2016,79.73
lby,2017,78.24
lby,2018,78.24
lby,2019,78.24
lca,1990,100
lca,1991,100
lca,1992,100
lca,1993,100
lca,1994,100
lca,1995,99.69
lca,1996,99.33
lca,1997,99.01
lca,1998,98.7
lca,1999,98.07
lca,2000,94.91
lca,2001,91.82
lca,2002,85.36
lca,2003,79.02
lca,2004,78.6
lca,2005,78.43
lca,2006,75.5
lca,2007,72.1
lca,2008,70
lca,2009,69
lca,2010,67.5
lca,2011,66
lca,2012,65.18
lca,2013,64
lca,2014,60.3
lca,2015,57.47
lca,2016,53.27
lca,2017,49.18
lca,2018,49.18
lca,2019,49.18
lie,1990,100
lie,1991,100
lie,1992,100
lie,1993,100
lie,1994,100
lie,1995,100
lie,2000,63.48
lie,2001,54.88
lie,2002,40.53
lie,2003,41.19
lie,2004,35.99
lie,2005,36.63
lie,2006,35.79
lie,2007,34.92
lie,2008,30
lie,2009,25
lie,2010,20
lie,2011,15
lie,2012,10.59
lie,2013,6.2
lie,2014,4.79
lie,2015,3.36
lie,2016,1.91
lie,2017,1.9
lie,2018,1.9
lie,2019,1.9
lka,1990,100
lka,1991,100
lka,1992,100
lka,1993,100
lka,1994,100
lka,1995,99.99
lka,1996,99.95
lka,1997,99.84
lka,1998,99.7
lka,1999,99.65
lka,2000,99.35
lka,2001,99.21
lka,2002,98.95
lka,2003,98.54
lka,2004,98.55
lka,2005,98.21
lka,2006,97.46
lka,2007,96.12
lka,2008,94.2
lka,2009,91.22
lka,2010,88
lka,2011,85
lka,2012,81.71
lka,2013,78.1
lka,2014,74.2
lka,2015,87.9
lka,2016,83.6
lka,2017,65.89
lka,2018,65.89
lka,2019,65.89
lso,1990,100
lso,1991,100
lso,1992,100
lso,1993,100
lso,1994,100
lso,1995,100
lso,1996,100
lso,1997,99.99
lso,1998,99.99
lso,1999,99.95
lso,2000,99.79
lso,2001,99.74
lso,2002,98.92
lso,2003,98.47
lso,2004,97.82
lso,2005,97.42
lso,2006,97.02
lso,2007,96.55
lso,2008,96.42
lso,2009,96.28
lso,2010,96.14
lso,2011,93
lso,2012,90
lso,2013,85
lso,2014,78
lso,2015,75
lso,2016,72.64
lso,2017,71
lso,2018,71
lso,2019,71
ltu,1990,100
ltu,1991,100
ltu,1992,100
ltu,1993,100
ltu,1994,100
ltu,1995,100
ltu,1996,99.72
ltu,1997,99.02
ltu,1998,98.03
ltu,1999,97.08
ltu,2000,93.57
ltu,2001,92.82
ltu,2002,82.31
ltu,2003,74.09
ltu,2004,68.77
ltu,2005,63.78
ltu,2006,56.1
ltu,2007,50.1
ltu,2008,44.78
ltu,2009,40.24
ltu,2010,37.88
ltu,2011,36.36
ltu,2012,32.77
ltu,2013,31.55
ltu,2014,27.87
ltu,2015,28.62
ltu,2016,25.62
ltu,2017,22.38
ltu,2018,20.28
ltu,2019,18.42
lux,1990,100
lux,1991,100
lux,1992,99.85
lux,1993,99.7
lux,1994,99.5
lux,1995,98.41
lux,1996,94.45
lux,1997,92.86
lux,1998,88.25
lux,1999,82.61
lux,2000,77.11
lux,2001,63.84
lux,2002,60.16
lux,2003,45.45
lux,2004,34.12
lux,2005,30
lux,2006,27.49
lux,2007,21.08
lux,2008,17.77
lux,2009,12.69
lux,2010,9.38
lux,2011,9.97
lux,2012,8.05
lux,2013,6.22
lux,2014,5.33
lux,2015,3.62
lux,2016,1.86
lux,2017,2.64
lux,2018,2.94
lux,2019,2.94
lva,1990,100
lva,1991,100
lva,1992,100
lva,1993,100
lva,1994,100
lva,1995,100
lva,1996,99.19
lva,1997,97.95
lva,1998,96.68
lva,1999,95.61
lva,2000,93.68
lva,2001,92.78
lva,2002,78.06
lva,2003,73.02
lva,2004,61.42
lva,2005,54
lva,2006,46.37
lva,2007,40.83
lva,2008,36.59
lva,2009,33.16
lva,2010,31.58
lva,2011,30.25
lva,2012,26.88
lva,2013,24.77
lva,2014,24.17
lva,2015,20.8
lva,2016,20.16
lva,2017,19.89
lva,2018,16.42
lva,2019,13.86
mar,1990,100
mar,1991,100
mar,1992,100
mar,1993,100
mar,1994,100
mar,1995,100
mar,1996,99.99
mar,1997,99.98
mar,1998,99.86
mar,1999,99.82
mar,2000,99.31
mar,2001,98.63
mar,2002,97.63
mar,2003,96.65
mar,2004,88.39
mar,2005,84.92
mar,2006,80.23
mar,2007,78.5
mar,2008,66.9
mar,2009,58.7
mar,2010,48
mar,2011,53.89
mar,2012,44.58
mar,2013,44
mar,2014,43.2
mar,2015,42.92
mar,2016,41.73
mar,2017,38.24
mar,2018,35.2
mar,2019,25.62
mco,1990,100
mco,1991,100
mco,1992,100
mco,1993,100
mco,1994,100
mco,1995,100
mco,2000,57.82
mco,2001,53.35
mco,2002,51.95
mco,2003,50.51
mco,2004,47.51
mco,2005,44.54
mco,2006,38.52
mco,2007,35.62
mco,2008,32.75
mco,2009,29.9
mco,2010,25
mco,2011,19.7
mco,2012,13
mco,2013,9.3
mco,2014,7.6
mco,2015,6.64
mco,2016,4.79
mco,2017,2.95
mco,2018,2.95
mco,2019,2.95
mda,1990,100
mda,1991,100
mda,1992,100
mda,1993,100
mda,1994,100
mda,1995,100
mda,1996,100
mda,1997,99.97
mda,1998,99.74
mda,1999,99.4
mda,2000,98.72
mda,2001,98.51
mda,2002,96.21
mda,2003,92.59
mda,2004,89.37
mda,2005,85.37
mda,2006,80.38
mda,2007,79.55
mda,2008,76.61
mda,2009,72.5
mda,2010,67.7
mda,2011,62
mda,2012,56.63
mda,2013,40
mda,2014,33
mda,2015,31
mda,2016,29
mda,2017,23.88
mda,2018,23.88
mda,2019,23.88
mdg,1990,100
mdg,1991,100
mdg,1992,100
mdg,1993,100
mdg,1994,100
mdg,1995,100
mdg,1996,100
mdg,1997,99.99
mdg,1998,99.94
mdg,1999,99.83
mdg,2000,99.8
mdg,2001,99.78
mdg,2002,99.66
mdg,2003,99.58
mdg,2004,99.47
mdg,2005,99.43
mdg,2006,99.39
mdg,2007,99.35
mdg,2008,98.35
mdg,2009,98.37
mdg,2010,98.3
mdg,2011,98.1
mdg,2012,97.7
mdg,2013,97
mdg,2014,96.3
mdg,2015,95.83
mdg,2016,95.29
mdg,2017,90.2
mdg,2018,90.2
mdg,2019,90.2
mdv,1990,100
mdv,1991,100
mdv,1992,100
mdv,1993,100
mdv,1994,100
mdv,1995,100
mdv,1996,99.77
mdv,1997,99.69
mdv,1998,99.43
mdv,1999,98.88
mdv,2000,97.8
mdv,2001,96.38
mdv,2002,94.65
mdv,2003,94.02
mdv,2004,93.41
mdv,2005,93.13
mdv,2006,88.96
mdv,2007,83.7
mdv,2008,76.8
mdv,2009,75.2
mdv,2010,73.47
mdv,2011,66
mdv,2012,61.07
mdv,2013,55.9
mdv,2014,50.72
mdv,2015,45.54
mdv,2016,40.91
mdv,2017,36.81
mdv,2018,36.81
mdv,2019,36.81
mex,1990,100
mex,1991,99.99
mex,1992,99.98
mex,1993,99.97
mex,1994,99.96
mex,1995,99.9
mex,1996,99.8
mex,1997,99.37
mex,1998,98.73
mex,1999,98.14
mex,2000,94.92
mex,2001,92.96
mex,2002,88.1
mex,2003,87.1
mex,2004,85.9
mex,2005,82.79
mex,2006,80.48
mex,2007,79.19
mex,2008,78.29
mex,2009,73.66
mex,2010,68.95
mex,2011,62.82
mex,2012,60.25
mex,2013,56.54
mex,2014,55.61
mex,2015,42.57
mex,2016,40.46
mex,2017,36.15
mex,2018,34.23
mex,2019,29.93
mhl,1990,100
mhl,1991,100
mhl,1992,100
mhl,1993,100
mhl,1994,100
mhl,1995,100
mhl,1996,99.96
mhl,1997,99.96
mhl,1998,99.96
mhl,1999,99.03
mhl,2000,98.47
mhl,2001,98.29
mhl,2002,97.66
mhl,2003,97.43
mhl,2004,96.4
mhl,2005,96.12
mhl,2006,96.2
mhl,2007,96.05
mhl,2008,95.4
mhl,2009,94.4
mhl,2010,93
mhl,2011,90
mhl,2012,87.5
mhl,2013,86
mhl,2014,83.2
mhl,2015,80.72
mhl,2016,70.21
mhl,2017,61.3
mhl,2018,61.3
mhl,2019,61.3
mkd,1990,100
mkd,1991,100
mkd,1992,100
mkd,1993,100
mkd,1994,100
mkd,1995,99.96
mkd,1996,99.92
mkd,1997,99.5
mkd,1998,99
mkd,1999,98.5
mkd,2000,97.51
mkd,2001,96.53
mkd,2002,82.67
mkd,2003,80.93
mkd,2004,75.56
mkd,2005,73.55
mkd,2006,71.38
mkd,2007,63.7
mkd,2008,53.96
mkd,2009,48.23
mkd,2010,48.1
mkd,2011,43.3
mkd,2012,42.55
mkd,2013,34.76
mkd,2014,31.94
mkd,2015,29.62
mkd,2016,27.84
mkd,2017,25.48
mkd,2018,20.83
mkd,2019,20.83
mli,1990,100
mli,1991,100
mli,1992,100
mli,1993,100
mli,1994,100
mli,1995,100
mli,1996,100
mli,1997,99.99
mli,1998,99.98
mli,1999,99.94
mli,2000,99.86
mli,2001,99.81
mli,2002,99.77
mli,2003,99.69
mli,2004,99.57
mli,2005,99.49
mli,2006,99.27
mli,2007,99.19
mli,2008,98.43
mli,2009,98.2
mli,2010,98
mli,2011,97.8
mli,2012,97.2
mli,2013,96.5
mli,2014,93
mli,2015,89.67
mli,2016,88.89
mli,2017,87
mli,2018,87
mli,2019,87
mlt,1990,100
mlt,1991,100
mlt,1992,100
mlt,1993,100
mlt,1994,100
mlt,1995,99.78
mlt,1996,98.95
mlt,1997,96.08
mlt,1998,93.5
mlt,1999,92.24
mlt,2000,86.89
mlt,2001,82.12
mlt,2002,71.08
mlt,2003,68.36
mlt,2004,65.38
mlt,2005,58.76
mlt,2006,59.59
mlt,2007,53.1
mlt,2008,49.92
mlt,2009,41.14
mlt,2010,37
mlt,2011,31.98
mlt,2012,31.8
mlt,2013,31.09
mlt,2014,26.83
mlt,2015,24.04
mlt,2016,21.92
mlt,2017,18.99
mlt,2018,18.6
mlt,2019,14.22
mmr,1990,100
mmr,1991,100
mmr,1992,100
mmr,1993,100
mmr,1994,100
mmr,1995,100
mmr,1999,100
mmr,2000,100
mmr,2001,100
mmr,2002,100
mmr,2003,99.98
mmr,2004,99.98
mmr,2005,99.93
mmr,2006,99.82
mmr,2007,99.78
mmr,2008,99.78
mmr,2009,99.78
mmr,2010,99.75
mmr,2011,99.02
mmr,2012,96
mmr,2013,92
mmr,2014,88.48
mmr,2015,78.27
mmr,2016,74.93
mmr,2017,69.32
mmr,2018,69.32
mmr,2019,69.32
mne,2004,74.65
mne,2005,72.9
mne,2006,71.1
mne,2007,69.2
mne,2008,67.1
mne,2009,64.9
mne,2010,62.5
mne,2011,64.39
mne,2012,43.16
mne,2013,39.69
mne,2014,39
mne,2015,31.88
mne,2016,30.12
mne,2017,28.73
mne,2018,28.48
mne,2019,26.52
mng,1990,100
mng,1991,100
mng,1992,100
mng,1993,100
mng,1994,100
mng,1995,99.99
mng,1996,99.98
mng,1997,99.89
mng,1998,99.85
mng,1999,99.49
mng,2000,98.74
mng,2001,98.35
mng,2002,97.96
mng,2003,97.96
mng,2004,97.96
mng,2005,97.96
mng,2006,97.96
mng,2007,91
mng,2008,90.2
mng,2009,90
mng,2010,89.8
mng,2011,87.5
mng,2012,83.6
mng,2013,82.3
mng,2014,80.06
mng,2015,77.5
mng,2016,77.73
mng,2017,76.29
mng,2018,76.29
mng,2019,48.92
moz,1990,100
moz,1991,100
moz,1992,100
moz,1993,100
moz,1994,100
moz,1995,100
moz,1996,100
moz,1997,99.99
moz,1998,99.98
moz,1999,99.94
moz,2000,99.89
moz,2001,99.84
moz,2002,99.74
moz,2003,99.58
moz,2004,99.32
moz,2005,99.15
moz,2006,99.16
moz,2007,99.09
moz,2008,98.44
moz,2009,97.32
moz,2010,95.83
moz,2011,95.7
moz,2012,94
moz,2013,92.71
moz,2014,90.76
moz,2015,83.07
moz,2016,82.48
moz,2017,90
moz,2018,90
moz,2019,90
mrt,1990,100
mrt,1991,100
mrt,1992,100
mrt,1993,100
mrt,1994,100
mrt,1995,100
mrt,1997,100
mrt,1998,99.96
mrt,1999,99.88
mrt,2000,99.81
mrt,2001,99.74
mrt,2002,99.64
mrt,2003,99.58
mrt,2004,99.52
mrt,2005,99.33
mrt,2006,99.02
mrt,2007,98.57
mrt,2008,98.13
mrt,2009,97.72
mrt,2010,96
mrt,2011,95.5
mrt,2012,95
mrt,2013,93.8
mrt,2014,89.3
mrt,2015,84.8
mrt,2016,82
mrt,2017,79.2
mrt,2018,79.2
mrt,2019,79.2
mus,1990,100
mus,1991,100
mus,1992,100
mus,1993,100
mus,1994,100
mus,1995,100
mus,1996,99.82
mus,1997,99.52
mus,1998,97.43
mus,1999,95.35
mus,2000,92.72
mus,2001,91.22
mus,2002,89.75
mus,2003,87.81
mus,2004,86.31
mus,2005,84.83
mus,2006,83.3
mus,2007,79.78
mus,2008,78.19
mus,2009,77.49
mus,2010,71.67
mus,2011,65.05
mus,2012,64.58
mus,2013,59.88
mus,2014,55.2
mus,2015,49.86
mus,2016,47.81
mus,2017,44.6
mus,2018,41.4
mus,2019,36
mwi,1990,100
mwi,1991,100
mwi,1992,100
mwi,1993,100
mwi,1994,100
mwi,1995,100
mwi,1997,100
mwi,1998,99.98
mwi,1999,99.91
mwi,2000,99.87
mwi,2001,99.84
mwi,2002,99.78
mwi,2003,99.72
mwi,2004,99.65
mwi,2005,99.62
mwi,2006,99.57
mwi,2007,99.03
mwi,2008,99.3
mwi,2009,98.93
mwi,2010,97.74
mwi,2011,96.67
mwi,2012,95.65
mwi,2013,94.95
mwi,2014,94.17
mwi,2015,94.7
mwi,2016,88.53
mwi,2017,86.22
mwi,2018,86.22
mwi,2019,86.22
mys,1990,100
mys,1991,100
mys,1992,100
mys,1993,99.97
mys,1994,99.9
mys,1995,99.85
mys,1996,99.15
mys,1997,97.69
mys,1998,93.25
mys,1999,87.69
mys,2000,78.62
mys,2001,73.3
mys,2002,67.66
mys,2003,65.03
mys,2004,57.75
mys,2005,51.37
mys,2006,48.36
mys,2007,44.3
mys,2008,44.2
mys,2009,44.1
mys,2010,43.7
mys,2011,39
mys,2012,34.2
mys,2013,42.94
mys,2014,36.33
mys,2015,28.94
mys,2016,21.21
mys,2017,19.86
mys,2018,18.8
mys,2019,15.79
nam,1990,100
nam,1991,100
nam,1992,100
nam,1993,100
nam,1994,100
nam,1995,99.99
nam,1996,99.99
nam,1997,99.94
nam,1998,99.71
nam,1999,99.66
nam,2000,98.36
nam,2001,97.58
nam,2002,97.37
nam,2003,96.64
nam,2004,96.2
nam,2005,95.99
nam,2006,95.6
nam,2007,95.16
nam,2008,94.67
nam,2009,93.5
nam,2010,88.4
nam,2011,88
nam,2012,87.06
nam,2013,86.1
nam,2014,85.16
nam,2015,74.31
nam,2016,68.97
nam,2017,49
nam,2018,49
nam,2019,49
ner,1990,100
ner,1991,100
ner,1992,100
ner,1993,100
ner,1994,100
ner,1995,100
ner,1996,100
ner,1997,100
ner,1998,100
ner,1999,99.97
ner,2000,99.96
ner,2001,99.89
ner,2002,99.87
ner,2003,99.84
ner,2004,99.81
ner,2005,99.78
ner,2006,99.71
ner,2007,99.61
ner,2008,99.3
ner,2009,99.24
ner,2010,99.17
ner,2011,99.1
ner,2012,98.95
ner,2013,98.85
ner,2014,98.75
ner,2015,97.52
ner,2016,95.68
ner,2017,89.78
ner,2018,94.75
ner,2019,94.75
nga,1990,100
nga,1991,100
nga,1992,100
nga,1993,100
nga,1994,100
nga,1995,100
nga,1996,99.99
nga,1997,99.98
nga,1998,99.97
nga,1999,99.96
nga,2000,99.94
nga,2001,99.91
nga,2002,99.68
nga,2003,99.44
nga,2004,98.71
nga,2005,96.45
nga,2006,94.45
nga,2007,93.23
nga,2008,92
nga,2009,90.7
nga,2010,88.5
nga,2011,86.2
nga,2012,83.9
nga,2013,80.9
nga,2014,79
nga,2015,64
nga,2016,74.33
nga,2017,58
nga,2018,58
nga,2019,58
nic,1990,100
nic,1991,100
nic,1992,100
nic,1993,100
nic,1994,99.99
nic,1995,99.97
nic,1996,99.92
nic,1997,99.79
nic,1998,99.7
nic,1999,99.5
nic,2000,99.02
nic,2001,98.55
nic,2002,98.29
nic,2003,98.12
nic,2004,97.68
nic,2005,97.43
nic,2006,97.19
nic,2007,96.1
nic,2008,94.7
nic,2009,92.7
nic,2010,90
nic,2011,89.4
nic,2012,86.5
nic,2013,84.5
nic,2014,82.4
nic,2015,80.3
nic,2016,75.43
nic,2017,72.14
nic,2018,72.14
nic,2019,72.14
nld,1990,99.67
nld,1991,99.47
nld,1992,98.68
nld,1993,98.03
nld,1994,96.74
nld,1995,93.53
nld,1996,90.35
nld,1997,85.93
nld,1998,77.76
nld,1999,60.82
nld,2000,56.02
nld,2001,50.63
nld,2002,38.71
nld,2003,35.65
nld,2004,31.48
nld,2005,19
nld,2006,16.3
nld,2007,14.18
nld,2008,12.58
nld,2009,10.37
nld,2010,9.28
nld,2011,8.58
nld,2012,7.14
nld,2013,6.04
nld,2014,8.33
nld,2015,8.28
nld,2016,9.59
nld,2017,6.8
nld,2018,5.29
nld,2019,6.71
nor,1990,99.29
nor,1991,98.59
nor,1992,97.78
nor,1993,97.22
nor,1994,95.85
nor,1995,93.58
nor,1996,81.75
nor,1997,79.58
nor,1998,77.44
nor,1999,60
nor,2000,48
nor,2001,36
nor,2002,27.16
nor,2003,21.87
nor,2004,22.31
nor,2005,18.01
nor,2006,17.45
nor,2007,13.07
nor,2008,9.43
nor,2009,7.92
nor,2010,6.61
nor,2011,6.51
nor,2012,5.35
nor,2013,4.95
nor,2014,3.7
nor,2015,3.19
nor,2016,2.7
nor,2017,3.64
nor,2018,3.51
nor,2019,2
npl,1990,100
npl,1991,100
npl,1992,100
npl,1993,100
npl,1994,100
npl,1995,100
npl,1996,100
npl,1997,99.98
npl,1998,99.94
npl,1999,99.85
npl,2000,99.8
npl,2001,99.76
npl,2002,99.69
npl,2003,99.62
npl,2004,99.55
npl,2005,99.17
npl,2006,98.86
npl,2007,98.59
npl,2008,98.27
npl,2009,98.03
npl,2010,92.07
npl,2011,91
npl,2012,88.85
npl,2013,86.7
npl,2014,84.56
npl,2015,82.42
npl,2016,80.31
npl,2017,66
npl,2018,66
npl,2019,66
nru,1990,100
nru,1991,100
nru,1992,100
nru,1993,100
nru,1994,100
nru,1995,100
nru,2001,97.01
nru,2002,97.01
nru,2003,97.01
nru,2004,97.01
nru,2005,97.01
nru,2006,97.01
nru,2011,46
nru,2012,46
nru,2013,46
nru,2014,46
nru,2015,46
nru,2016,46
nru,2017,43
nru,2018,43
nru,2019,43
nzl,1990,100
nzl,1991,100
nzl,1992,99.71
nzl,1993,99.37
nzl,1994,96.83
nzl,1995,95.12
nzl,1996,91.96
nzl,1997,85.4
nzl,1998,68.36
nzl,1999,58.51
nzl,2000,52.62
nzl,2001,46.76
nzl,2002,40.92
nzl,2003,39.04
nzl,2004,38.15
nzl,2005,37.28
nzl,2006,31
nzl,2007,30.24
nzl,2008,27.97
nzl,2009,20.3
nzl,2010,19.54
nzl,2011,18.77
nzl,2012,18.36
nzl,2013,17.22
nzl,2014,14.5
nzl,2015,11.78
nzl,2016,11.53
nzl,2017,9.19
nzl,2018,9.19
nzl,2019,9.19
omn,1990,100
omn,1991,100
omn,1992,100
omn,1993,100
omn,1994,100
omn,1995,100
omn,1996,100
omn,1997,99.56
omn,1998,99.14
omn,1999,97.48
omn,2000,96.48
omn,2001,94.11
omn,2002,93.13
omn,2003,92.74
omn,2004,93.24
omn,2005,93.32
omn,2006,91.7
omn,2007,83.32
omn,2008,80
omn,2009,73.2
omn,2010,64.17
omn,2011,52
omn,2012,40
omn,2013,33.55
omn,2014,29.78
omn,2015,26.47
omn,2016,23.15
omn,2017,19.81
omn,2018,19.81
omn,2019,7.59
pak,1990,100
pak,1991,100
pak,1992,100
pak,1993,100
pak,1994,100
pak,1995,100
pak,1996,100
pak,1997,99.97
pak,1998,99.96
pak,1999,99.94
pak,2000,99.94
pak,2001,98.68
pak,2002,97.42
pak,2003,94.96
pak,2004,93.84
pak,2005,93.67
pak,2006,93.5
pak,2007,93.2
pak,2008,93
pak,2009,92.5
pak,2010,92
pak,2011,91
pak,2012,90.04
pak,2013,89.1
pak,2014,88
pak,2015,86
pak,2016,87.61
pak,2017,84.49
pak,2018,84.49
pak,2019,82.93
pan,1990,100
pan,1991,100
pan,1992,100
pan,1993,100
pan,1994,99.99
pan,1995,99.94
pan,1996,99.78
pan,1997,99.46
pan,1998,97.25
pan,1999,96.16
pan,2000,93.45
pan,2001,92.73
pan,2002,91.48
pan,2003,90.01
pan,2004,88.86
pan,2005,88.52
pan,2006,82.65
pan,2007,77.71
pan,2008,66.18
pan,2009,60.92
pan,2010,59.9
pan,2011,57.3
pan,2012,59.7
pan,2013,55.97
pan,2014,55.08
pan,2015,48.79
pan,2016,46
pan,2017,42.13
pan,2018,42.13
pan,2019,36.37
per,1990,100
per,1991,100
per,1992,100
per,1993,100
per,1994,99.99
per,1995,99.97
per,1996,99.75
per,1997,99.6
per,1998,98.81
per,1999,98.05
per,2000,96.92
per,2001,92.42
per,2002,91.03
per,2003,88.4
per,2004,85.9
per,2005,82.9
per,2006,79.3
per,2007,74.8
per,2008,69.43
per,2009,68.6
per,2010,65.23
per,2011,63.99
per,2012,61.8
per,2013,60.8
per,2014,59.8
per,2015,59.15
per,2016,54.54
per,2017,51.27
per,2018,47.46
per,2019,40.05
phl,1990,100
phl,1991,100
phl,1992,100
phl,1993,100
phl,1994,99.99
phl,1995,99.97
phl,1996,99.94
phl,1997,99.86
phl,1998,98.9
phl,1999,98.57
phl,2000,98.02
phl,2001,97.48
phl,2002,95.67
phl,2003,95.14
phl,2004,94.76
phl,2005,94.6
phl,2006,94.26
phl,2007,94.03
phl,2008,93.78
phl,2009,91
phl,2010,75
phl,2011,71
phl,2012,63.76
phl,2013,51.9
phl,2014,50.4
phl,2015,64
phl,2016,44.5
phl,2017,39.95
phl,2018,39.95
phl,2019,56.97
plw,1990,100
plw,1991,100
plw,1992,100
plw,1993,100
plw,1994,100
plw,1995,100
plw,2002,79.76
plw,2003,78.4
plw,2004,73.03
plw,2005,73.03
plw,2006,73.03
plw,2007,73.03
plw,2008,73.03
plw,2009,73.03
png,1990,100
png,1991,100
png,1992,100
png,1993,100
png,1994,100
png,1995,100
png,1996,100
png,1997,99.9
png,1998,99.77
png,1999,99.33
png,2000,99.16
png,2001,99.1
png,2002,98.68
png,2003,98.63
png,2004,98.49
png,2005,98.28
png,2006,98.25
png,2007,98.21
png,2008,98.85
png,2009,98.39
png,2010,98.72
png,2011,98
png,2012,96.5
png,2013,94.9
png,2014,93.5
png,2015,92.1
png,2016,90.4
png,2017,88.79
png,2018,88.79
png,2019,88.79
pol,1990,100
pol,1991,99.99
pol,1992,99.95
pol,1993,99.87
pol,1994,99.61
pol,1995,99.35
pol,1996,98.7
pol,1997,97.93
pol,1998,95.9
pol,1999,94.54
pol,2000,92.71
pol,2001,90.1
pol,2002,78.85
pol,2003,75.13
pol,2004,67.47
pol,2005,61.19
pol,2006,55.42
pol,2007,51.4
pol,2008,46.87
pol,2009,41.03
pol,2010,37.68
pol,2011,38.05
pol,2012,37.69
pol,2013,37.15
pol,2014,33.4
pol,2015,32
pol,2016,26.7
pol,2017,24.01
pol,2018,22.46
pol,2019,15.48
prk,1990,100
prk,1991,100
prk,1992,100
prk,1993,100
prk,1994,100
prk,1995,100
prk,1997,100
prk,1998,100
prk,1999,100
prk,2000,100
prk,2001,100
prk,2002,100
prk,2003,100
prk,2004,100
prk,2005,100
prk,2006,100
prk,2007,100
prk,2008,100
prk,2009,100
prk,2010,100
prk,2011,100
prk,2012,100
prk,2013,100
prk,2014,100
prk,2015,100
prk,2016,100
prk,2017,100
prk,2019,100
prt,1990,100
prt,1991,99.9
prt,1992,99.75
prt,1993,99.55
prt,1994,99.28
prt,1995,98.51
prt,1996,97.02
prt,1997,95.05
prt,1998,90.13
prt,1999,85.26
prt,2000,83.57
prt,2001,81.91
prt,2002,80.63
prt,2003,70.33
prt,2004,68.22
prt,2005,65.01
prt,2006,61.99
prt,2007,57.91
prt,2008,55.87
prt,2009,51.73
prt,2010,46.7
prt,2011,44.75
prt,2012,39.66
prt,2013,37.9
prt,2014,35.41
prt,2015,31.37
prt,2016,29.58
prt,2017,26.21
prt,2018,25.34
prt,2019,24.65
pry,1990,100
pry,1991,100
pry,1992,100
pry,1993,100
pry,1994,100
pry,1995,100
pry,1996,99.98
pry,1997,99.9
pry,1998,99.81
pry,1999,99.62
pry,2000,99.25
pry,2001,98.9
pry,2002,98.21
pry,2003,97.89
pry,2004,96.55
pry,2005,92.09
pry,2006,92.04
pry,2007,88.79
pry,2008,85.73
pry,2009,81.1
pry,2010,80.2
pry,2011,75.24
pry,2012,70.66
pry,2013,63.1
pry,2014,57
pry,2015,50.28
pry,2016,46.6
pry,2017,38.92
pry,2018,35.01
pry,2019,31.48
pse,1990,100
pse,1991,100
pse,1992,100
pse,1993,100
pse,1994,100
pse,1995,100
pse,2000,98.89
pse,2001,98.16
pse,2002,96.9
pse,2003,95.87
pse,2004,95.6
pse,2005,84
pse,2006,81.59
pse,2007,78.82
pse,2008,75.64
pse,2009,67.77
pse,2010,62.6
pse,2011,58.92
pse,2012,56.6
pse,2013,53.4
pse,2014,46.33
pse,2015,42.58
pse,2016,38.82
pse,2017,34.8
pse,2018,35.6
pse,2019,29.38
qat,1990,100
qat,1991,100
qat,1992,100
qat,1993,100
qat,1994,100
qat,1995,99.81
qat,1996,99.07
qat,1997,96.92
qat,1998,96.48
qat,1999,95.93
qat,2000,95.14
qat,2001,93.83
qat,2002,89.77
qat,2003,80.76
qat,2004,79.3
qat,2005,75.27
qat,2006,71.03
qat,2007,63
qat,2008,55.7
qat,2009,46.9
qat,2010,31
qat,2011,31
qat,2012,30.7
qat,2013,14.7
qat,2014,8.51
qat,2015,7.12
qat,2016,4.88
qat,2017,2.61
qat,2018,0.35
qat,2019,0.35
rou,1990,100
rou,1991,100
rou,1992,100
rou,1993,100
rou,1994,99.97
