country,time,female_hos
grc,2005,Never had a female head of state
grc,2006,Never had a female head of state
grc,2007,Never had a female head of state
grc,2008,Never had a female head of state
grc,2009,Never had a female head of state
grc,2010,Never had a female head of state
grc,2011,Never had a female head of state
grc,2012,Never had a female head of state
grc,2013,Never had a female head of state
grc,2014,Never had a female head of state
grc,2015,Had a female head of state
grc,2016,Had a female head of state
grc,2017,Had a female head of state
grc,2018,Had a female head of state
grc,2019,Had a female head of state
grd,1953,Never had a female head of state
grd,1954,Never had a female head of state
grd,1955,Never had a female head of state
grd,1956,Never had a female head of state
grd,1957,Never had a female head of state
grd,1958,Never had a female head of state
grd,1959,Never had a female head of state
grd,1960,Never had a female head of state
grd,1961,Never had a female head of state
grd,1962,Never had a female head of state
grd,1963,Never had a female head of state
grd,1964,Never had a female head of state
grd,1965,Never had a female head of state
grd,1966,Never had a female head of state
grd,1967,Never had a female head of state
grd,1968,Never had a female head of state
grd,1969,Never had a female head of state
grd,1970,Never had a female head of state
grd,1971,Never had a female head of state
grd,1972,Never had a female head of state
grd,1973,Never had a female head of state
grd,1974,Never had a female head of state
grd,1975,Never had a female head of state
grd,1976,Never had a female head of state
grd,1977,Never had a female head of state
grd,1978,Never had a female head of state
grd,1979,Never had a female head of state
grd,1980,Never had a female head of state
grd,1981,Never had a female head of state
grd,1982,Never had a female head of state
grd,1983,Never had a female head of state
grd,1984,Never had a female head of state
grd,1985,Never had a female head of state
grd,1986,Never had a female head of state
grd,1987,Never had a female head of state
grd,1988,Never had a female head of state
grd,1989,Never had a female head of state
grd,1990,Never had a female head of state
grd,1991,Never had a female head of state
grd,1992,Never had a female head of state
grd,1993,Never had a female head of state
grd,1994,Never had a female head of state
grd,1995,Never had a female head of state
grd,1996,Never had a female head of state
grd,1997,Never had a female head of state
grd,1998,Never had a female head of state
grd,1999,Never had a female head of state
grd,2000,Never had a female head of state
grd,2001,Never had a female head of state
grd,2002,Never had a female head of state
grd,2003,Never had a female head of state
grd,2004,Never had a female head of state
grd,2005,Never had a female head of state
grd,2006,Never had a female head of state
grd,2007,Never had a female head of state
grd,2008,Never had a female head of state
grd,2009,Never had a female head of state
grd,2010,Never had a female head of state
grd,2011,Never had a female head of state
grd,2012,Never had a female head of state
grd,2013,Never had a female head of state
grd,2014,Never had a female head of state
grd,2015,Never had a female head of state
grd,2016,Never had a female head of state
grd,2017,Never had a female head of state
grd,2018,Never had a female head of state
grd,2019,Never had a female head of state
grd,2020,Never had a female head of state
grd,2021,Never had a female head of state
gtm,1953,Never had a female head of state
gtm,1954,Never had a female head of state
gtm,1955,Never had a female head of state
gtm,1956,Never had a female head of state
gtm,1957,Never had a female head of state
gtm,1958,Never had a female head of state
gtm,1959,Never had a female head of state
gtm,1960,Never had a female head of state
gtm,1961,Never had a female head of state
gtm,1962,Never had a female head of state
gtm,1963,Never had a female head of state
gtm,1964,Never had a female head of state
gtm,1965,Never had a female head of state
gtm,1966,Never had a female head of state
gtm,1967,Never had a female head of state
gtm,1968,Never had a female head of state
gtm,1969,Never had a female head of state
gtm,1970,Never had a female head of state
gtm,1971,Never had a female head of state
gtm,1972,Never had a female head of state
gtm,1973,Never had a female head of state
gtm,1974,Never had a female head of state
gtm,1975,Never had a female head of state
gtm,1976,Never had a female head of state
gtm,1977,Never had a female head of state
gtm,1978,Never had a female head of state
gtm,1979,Never had a female head of state
gtm,1980,Never had a female head of state
gtm,1981,Never had a female head of state
gtm,1982,Never had a female head of state
gtm,1983,Never had a female head of state
gtm,1984,Never had a female head of state
gtm,1985,Never had a female head of state
gtm,1986,Never had a female head of state
gtm,1987,Never had a female head of state
gtm,1988,Never had a female head of state
gtm,1989,Never had a female head of state
gtm,1990,Never had a female head of state
gtm,1991,Never had a female head of state
gtm,1992,Never had a female head of state
gtm,1993,Never had a female head of state
gtm,1994,Never had a female head of state
gtm,1995,Never had a female head of state
gtm,1996,Never had a female head of state
gtm,1997,Never had a female head of state
gtm,1998,Never had a female head of state
gtm,1999,Never had a female head of state
gtm,2000,Never had a female head of state
gtm,2001,Never had a female head of state
gtm,2002,Never had a female head of state
gtm,2003,Never had a female head of state
gtm,2004,Never had a female head of state
gtm,2005,Never had a female head of state
gtm,2006,Never had a female head of state
gtm,2007,Never had a female head of state
gtm,2008,Never had a female head of state
gtm,2009,Never had a female head of state
gtm,2010,Never had a female head of state
gtm,2011,Never had a female head of state
gtm,2012,Never had a female head of state
gtm,2013,Never had a female head of state
gtm,2014,Never had a female head of state
gtm,2015,Never had a female head of state
gtm,2016,Never had a female head of state
gtm,2017,Never had a female head of state
gtm,2018,Never had a female head of state
gtm,2019,Never had a female head of state
gtm,2020,Never had a female head of state
gtm,2021,Never had a female head of state
guy,1953,Never had a female head of state
guy,1954,Never had a female head of state
guy,1955,Never had a female head of state
guy,1956,Never had a female head of state
guy,1957,Never had a female head of state
guy,1958,Never had a female head of state
guy,1959,Never had a female head of state
guy,1960,Never had a female head of state
guy,1961,Never had a female head of state
guy,1962,Never had a female head of state
guy,1963,Never had a female head of state
guy,1964,Never had a female head of state
guy,1965,Never had a female head of state
guy,1966,Never had a female head of state
guy,1967,Never had a female head of state
guy,1968,Never had a female head of state
guy,1969,Never had a female head of state
guy,1970,Never had a female head of state
guy,1971,Never had a female head of state
guy,1972,Never had a female head of state
guy,1973,Never had a female head of state
guy,1974,Never had a female head of state
