country,time,percit_less_300k
stp,2035,81.38
sur,1950,46.89
sur,1955,47.28
sur,1960,47.6
sur,1965,47.52
sur,1970,46.37
sur,1975,54.26
sur,1980,65.55
sur,1985,65.84
sur,1990,66.08
sur,1995,66.36
sur,2000,66.65
sur,2005,66.61
sur,2010,65.96
sur,2015,65.36
sur,2020,65.15
sur,2025,65.35
sur,2030,65.94
sur,2035,66.88
svk,1950,30.01
svk,1955,31.71
svk,1960,33.46
svk,1965,37.04
svk,1970,41.06
svk,1975,39.42
svk,1980,44.1
svk,1985,46.3
svk,1990,48.23
svk,1995,48.43
svk,2000,48.27
svk,2005,47.68
svk,2010,47.03
svk,2015,46.16
svk,2020,45.71
svk,2025,46.09
svk,2030,47.14
svk,2035,48.77
svn,1950,19.92
svn,1955,23.82
svn,1960,28.2
svn,1965,32.5
svn,1970,37
svn,1975,42.37
svn,1980,48.05
svn,1985,49.58
svn,1990,50.39
svn,1995,50.63
svn,2000,50.77
svn,2005,51.57
svn,2010,52.71
svn,2015,53.87
svn,2020,55.2
svn,2025,56.88
svn,2030,44
svn,2035,45.71
swe,1950,50.13
swe,1955,53.48
swe,1960,56.41
swe,1965,58.27
swe,1970,61.22
swe,1975,64.42
swe,1980,65.55
swe,1985,65.42
swe,1990,65.55
swe,1995,65.53
swe,2000,64.88
swe,2005,64.88
swe,2010,64.76
swe,2015,62.31
swe,2020,62.77
swe,2025,63.43
swe,2030,64.26
swe,2035,65.06
swz,1950,2.2
swz,1955,2.56
swz,1960,4.06
swz,1965,6.8
swz,1970,10.03
swz,1975,14.49
swz,1980,16.91
swz,1985,18.42
swz,1990,21.16
swz,1995,23.1
swz,2000,23.95
swz,2005,23.65
swz,2010,25.39
swz,2015,27.84
swz,2020,29.99
swz,2025,32.09
swz,2030,34.07
swz,2035,35.53
syc,1950,27.4
syc,1955,27.42
syc,1960,27.63
syc,1965,33.11
syc,1970,39.06
syc,1975,46.27
syc,1980,49.41
syc,1985,49.34
syc,1990,49.31
syc,1995,49.67
syc,2000,50.53
syc,2005,51.72
syc,2010,53.41
syc,2015,54.68
syc,2020,56.24
syc,2025,57.67
syc,2030,59.02
syc,2035,60.33
syr,1950,9.48
syr,1955,11.28
syr,1960,13.58
syr,1965,15.52
syr,1970,17.6
syr,1975,14.38
syr,1980,14.98
syr,1985,16.83
syr,1990,13.34
syr,1995,14.36
syr,2000,15.27
syr,2005,12.96
syr,2010,6.14
syr,2015,12.9
syr,2020,7.5
syr,2025,12.09
syr,2030,11.76
syr,2035,12.12
tcd,1950,4.5
tcd,1955,5.49
tcd,1960,6.69
tcd,1965,8.41
tcd,1970,11.57
tcd,1975,15.56
tcd,1980,11.61
tcd,1985,12.06
tcd,1990,12.79
tcd,1995,13.23
tcd,2000,13.35
tcd,2005,13.55
tcd,2010,13.58
tcd,2015,13.94
tcd,2020,14.66
tcd,2025,15.71
tcd,2030,17.04
tcd,2035,17.49
tgo,1950,4.38
tgo,1955,6.7
tgo,1960,10.1
tgo,1965,14.95
tgo,1970,21.28
tgo,1975,22.93
tgo,1980,12.02
tgo,1985,12.25
tgo,1990,12.28
tgo,1995,12.22
tgo,2000,12.44
tgo,2005,12.2
tgo,2010,15.17
tgo,2015,18.28
tgo,2020,21.27
tgo,2025,23.49
tgo,2030,25.05
tgo,2035,26.49
tha,1950,9.91
tha,1955,10.82
tha,1960,11.82
tha,1965,12.1
tha,1970,12.46
tha,1975,14.69
tha,1980,16.83
tha,1985,17.96
tha,1990,19.02
tha,1995,17.68
tha,2000,15.09
tha,2005,15.72
tha,2010,13.06
tha,2015,13.26
tha,2020,11.68
tha,2025,11.45
tha,2030,11.25
tha,2035,10.98
tjk,1950,29.38
tjk,1955,31.24
tjk,1960,33.17
tjk,1965,22.98
tjk,1970,23.93
tjk,1975,22.5
tjk,1980,21.33
tjk,1985,21.02
tjk,1990,20.54
tjk,1995,18.92
tjk,2000,17.36
tjk,2005,17.34
tjk,2010,17.34
tjk,2015,17.43
tjk,2020,17.73
tjk,2025,18.44
tjk,2030,19.47
tjk,2035,20.73
tkm,1950,44.96
tkm,1955,45.69
tkm,1960,46.41
tkm,1965,47.14
tkm,1970,47.78
tkm,1975,47.56
tkm,1980,35.84
tkm,1985,34.73
tkm,1990,33.9
tkm,1995,33.75
tkm,2000,34.31
tkm,2005,34.61
tkm,2010,35.37
tkm,2015,36.78
tkm,2020,33.05
tkm,2025,29.13
tkm,2030,26.02
tkm,2035,27.25
tls,1950,10.34
tls,1955,10.49
tls,1960,10.63
tls,1965,11.98
tls,1970,13.64
tls,1975,15.42
tls,1980,16.14
tls,1985,18.84
tls,1990,21.24
tls,1995,23.26
tls,2000,23.91
tls,2005,26.86
tls,2010,28.14
tls,2015,30.59
tls,2020,9.76
tls,2025,10.09
tls,2030,10.81
tls,2035,11.7
ton,1950,12.89
ton,1955,15.48
ton,1960,17.56
ton,1965,19.5
ton,1970,20.19
ton,1975,20.34
ton,1980,21.16
ton,1985,22.28
ton,1990,22.72
ton,1995,22.89
ton,2000,23.04
ton,2005,23.19
ton,2010,23.42
ton,2015,24.56
ton,2020,24.27
ton,2025,24.38
ton,2030,24.94
ton,2035,25.95
tto,1950,26.26
tto,1955,30.07
tto,1960,34.18
tto,1965,38.53
tto,1970,43.06
tto,1975,12.49
tto,1980,11.29
tto,1985,13.16
tto,1990,13.68
tto,1995,13.54
tto,2000,12.67
tto,2005,12.78
tto,2010,12.9
tto,2015,13.15
tto,2020,13.5
tto,2025,13.81
tto,2030,14.1
tto,2035,14.51
tun,1950,19.2
tun,1955,21.85
tun,1960,23.41
tun,1965,25.3
tun,1970,28.42
tun,1975,31.77
tun,1980,29.32
tun,1985,32.25
tun,1990,35.29
tun,1995,37.95
tun,2000,40.03
tun,2005,41.37
tun,2010,42.33
tun,2015,43.72
tun,2020,44.72
tun,2025,45.71
tun,2030,44.39
tun,2035,45.47
tur,1950,20.25
tur,1955,21.6
tur,1960,22.61
tur,1965,20.8
tur,1970,21.85
tur,1975,23.33
tur,1980,21.33
tur,1985,26.59
tur,1990,30.14
tur,1995,29.48
tur,2000,28.62
tur,2005,26.9
tur,2010,24.13
tur,2015,24.19
tur,2020,24.82
tur,2025,23.32
tur,2030,22.93
tur,2035,22.32
twn,1950,12.78
twn,1955,10.08
twn,1960,8.5
twn,1965,9.85
twn,1970,10.95
twn,1975,6.52
twn,1980,9.67
twn,1985,12.94
twn,1990,14.68
twn,1995,15.24
twn,2000,14.96
twn,2005,17.18
twn,2010,18.8
twn,2015,19.88
twn,2020,20.61
twn,2025,21.04
twn,2030,21.47
twn,2035,21.85
tza,1950,3.49
tza,1955,4.41
tza,1960,5.26
tza,1965,6.05
tza,1970,5.26
tza,1975,7.61
tza,1980,10.06
tza,1985,11.67
tza,1990,13.23
tza,1995,14.59
tza,2000,14.96
tza,2005,14.78
tza,2010,16.4
tza,2015,18.03
tza,2020,19.17
tza,2025,17.57
tza,2030,17.48
tza,2035,18.12
uga,1950,2.82
uga,1955,3.54
uga,1960,4.43
uga,1965,5.53
uga,1970,3.08
uga,1975,3.4
uga,1980,3.83
uga,1985,5.12
uga,1990,6.78
uga,1995,8.21
uga,2000,9.82
uga,2005,11.79
uga,2010,14.06
uga,2015,16.43
uga,2020,17.83
uga,2025,18.18
uga,2030,20.01
uga,2035,21.48
ukr,1950,24.1
ukr,1955,28.48
ukr,1960,32.28
ukr,1965,33.44
ukr,1970,35.15
ukr,1975,36.77
ukr,1980,36.8
ukr,1985,38.31
ukr,1990,39.8
ukr,1995,40.25
ukr,2000,39.85
ukr,2005,39.68
ukr,2010,40.54
ukr,2015,41.49
ukr,2020,41.6
ukr,2025,42.31
ukr,2030,43.3
ukr,2035,44.45
ury,1950,23.78
ury,1955,26.51
ury,1960,29.63
ury,1965,32.23
ury,1970,33.88
ury,1975,33.82
ury,1980,35.52
ury,1985,37.15
ury,1990,39.19
ury,1995,41.25
ury,2000,43.86
ury,2005,44.88
ury,2010,45.44
ury,2015,45.55
ury,2020,45.64
ury,2025,45.84
ury,2030,46.01
ury,2035,46.15
usa,1950,28.77
usa,1955,28.54
usa,1960,28.17
usa,1965,28.12
usa,1970,27.3
usa,1975,26.88
usa,1980,26.03
usa,1985,26.32
usa,1990,25.75
usa,1995,25.5
usa,2000,24.7
usa,2005,24.19
usa,2010,23.28
usa,2015,20.81
usa,2020,19.85
usa,2025,19.5
usa,2030,19.23
usa,2035,18.94
uzb,1950,16.82
uzb,1955,20.09
uzb,1960,22.77
uzb,1965,23.86
uzb,1970,25.19
uzb,1975,24.82
uzb,1980,26.56
uzb,1985,27.71
uzb,1990,27.82
uzb,1995,30.07
uzb,2000,33.3
uzb,2005,36.04
uzb,2010,38.73
uzb,2015,38.56
uzb,2020,35.99
uzb,2025,34.22
uzb,2030,34.7
uzb,2035,34.01
vct,1950,21.71
vct,1955,23.75
vct,1960,25.94
vct,1965,28.24
vct,1970,30.67
vct,1975,33.21
vct,1980,35.85
vct,1985,38.59
vct,1990,41.42
vct,1995,43.41
vct,2000,45.23
vct,2005,47.09
vct,2010,49.44
vct,2015,51.11
vct,2020,52.94
vct,2025,54.85
vct,2030,56.82
vct,2035,58.93
ven,1950,34.66
ven,1955,35.06
ven,1960,39.62
ven,1965,41.83
ven,1970,42.11
ven,1975,42.72
ven,1980,45.47
ven,1985,44.52
ven,1990,47.19
ven,1995,47.15
ven,2000,47.85
ven,2005,46.57
ven,2010,45.47
ven,2015,44.01
ven,2020,48.12
ven,2025,42.91
ven,2030,42.26
ven,2035,41.78
vnm,1950,6.75
vnm,1955,7.29
vnm,1960,9.14
vnm,1965,10.7
vnm,1970,12.34
vnm,1975,11.78
vnm,1980,11.31
vnm,1985,12.07
vnm,1990,12.93
vnm,1995,13.32
vnm,2000,14.34
vnm,2005,15.57
vnm,2010,16.33
vnm,2015,16.77
vnm,2020,16.65
vnm,2025,16.64
vnm,2030,15.83
vnm,2035,16.48
vut,1950,8.75
vut,1955,9.55
vut,1960,10.41
vut,1965,11.33
vut,1970,12.33
vut,1975,13.4
vut,1980,14.75
vut,1985,16.73
vut,1990,18.72
vut,1995,20.17
vut,2000,21.68
vut,2005,23.11
vut,2010,24.47
vut,2015,24.36
vut,2020,24.43
vut,2025,24.76
vut,2030,25.3
vut,2035,26.04
wsm,1950,12.88
wsm,1955,17.41
wsm,1960,18.93
wsm,1965,19.3
wsm,1970,20.36
wsm,1975,21
wsm,1980,21.18
wsm,1985,21.21
wsm,1990,21.21
wsm,1995,21.54
wsm,2000,22
wsm,2005,21.24
wsm,2010,20.11
wsm,2015,18.94
wsm,2020,18.04
wsm,2025,17.08
wsm,2030,16.64
wsm,2035,16.87
yem,1950,5.48
yem,1955,6.99
yem,1960,8.85
yem,1965,10.86
yem,1970,13.3
yem,1975,14.94
yem,1980,16.91
yem,1985,14.7
yem,1990,13.19
yem,1995,10.54
yem,2000,12.09
yem,2005,13.53
yem,2010,14.36
yem,2015,14.85
yem,2020,14.01
yem,2025,14.96
yem,2030,15.99
yem,2035,17.06
zaf,1950,23.46
zaf,1955,23.54
zaf,1960,23.98
zaf,1965,22.82
zaf,1970,21.92
zaf,1975,23.06
zaf,1980,23.73
zaf,1985,24.6
zaf,1990,24.45
zaf,1995,22.76
zaf,2000,22.28
zaf,2005,22.86
zaf,2010,22.95
zaf,2015,21.41
zaf,2020,21.18
zaf,2025,20.94
zaf,2030,19.96
zaf,2035,20.4
zmb,1950,11.5
zmb,1955,14.45
zmb,1960,17.99
zmb,1965,23.33
zmb,1970,30.31
zmb,1975,27.31
zmb,1980,30.96
zmb,1985,21.76
zmb,1990,21.58
zmb,1995,19.62
zmb,2000,17.81
zmb,2005,19.06
zmb,2010,20.45
zmb,2015,21.94
zmb,2020,23.57
zmb,2025,25.16
zmb,2030,22.61
zmb,2035,20.45
zwe,1950,10.64
zwe,1955,11.55
zwe,1960,12.51
zwe,1965,7.3
zwe,1970,9.11
zwe,1975,5.64
zwe,1980,8.1
zwe,1985,10.79
zwe,1990,12.79
zwe,1995,14.9
zwe,2000,14.9
zwe,2005,16.24
zwe,2010,17.28
zwe,2015,18.79
zwe,2020,21.17
zwe,2025,23.02
zwe,2030,22.69
zwe,2035,24.25
