country,time,popcit_less_300k
syr,1990,1659990
syr,1995,2060391
syr,2000,2505958
syr,2005,2379609
syr,2010,1312614
syr,2015,2322188
syr,2020,1312267
syr,2025,2788411
syr,2030,3138266
syr,2035,3464107
tcd,1950,112604
tcd,1955,150299
tcd,1960,200952
tcd,1965,278207
tcd,1970,421481
tcd,1975,636342
tcd,1980,524066
tcd,1985,614253
tcd,1990,762824
tcd,1995,927650
tcd,2000,1115234
tcd,2005,1368126
tcd,2010,1622848
tcd,2015,1967455
tcd,2020,2407713
tcd,2025,2978200
tcd,2030,3696978
tcd,2035,4302731
tgo,1950,61172
tgo,1955,98676
tgo,1960,159599
tgo,1965,255436
tgo,1970,450180
tgo,1975,552648
tgo,1980,327066
tgo,1985,398441
tgo,1990,463515
tgo,1995,516506
tgo,2000,612516
tgo,2005,684646
tgo,2010,974342
tgo,2015,1338892
tgo,2020,1760586
tgo,2025,2186834
tgo,2030,2610276
tgo,2035,3074931
tha,1950,2052898
tha,1955,2565933
tha,1960,3238798
tha,1965,3850410
tha,1970,4594986
tha,1975,6216114
tha,1980,7971922
tha,1985,9342137
tha,1990,10759886
tha,1995,10511409
tha,2000,9501179
tha,2005,10284624
tha,2010,8773414
tha,2015,9114708
tha,2020,8156029
tha,2025,8052541
tha,2030,7911326
tha,2035,7673226
tjk,1950,449924
tjk,1955,560602
tjk,1960,692233
tjk,1965,571774
tjk,1970,701216
tjk,1975,762802
tjk,1980,832913
tjk,1985,953849
tjk,1990,1085499
tjk,1995,1090833
tjk,2000,1079452
tjk,2005,1177197
tjk,2010,1305560
tjk,2015,1473749
tjk,2020,1690561
tjk,2025,1947612
tjk,2030,2249649
tjk,2035,2620336
tkm,1950,544495
tkm,1955,623450
tkm,1960,744101
tkm,1965,892144
tkm,1970,1048846
tkm,1975,1200996
tkm,1980,1031137
tkm,1985,1126749
tkm,1990,1248923
tkm,1995,1420326
tkm,2000,1549273
tkm,2005,1645539
tkm,2010,1799166
tkm,2015,2046808
tkm,2020,1993223
tkm,2025,1875107
tkm,2030,1764898
tkm,2035,1934620
tls,1950,42871
tls,1955,46096
tls,1960,50449
tls,1965,62237
tls,1970,77977
tls,1975,97038
tls,1980,96847
tls,1985,123808
tls,1990,156717
tls,1995,196370
tls,2000,211480
tls,2005,267304
tls,2010,307717
tls,2015,365966
tls,2020,128642
tls,2025,145896
tls,2030,170173
tls,2035,198433
ton,1950,6084
ton,1955,8566
ton,1960,10812
ton,1965,14500
ton,1970,17032
ton,1975,17968
ton,1980,19674
ton,1985,20921
ton,1990,21604
ton,1995,21967
ton,2000,22571
ton,2005,23396
ton,2010,24357
ton,2015,24756
ton,2020,25648
ton,2025,26950
ton,2030,28840
ton,2035,31350
tto,1950,169545
tto,1955,222449
tto,1960,289795
tto,1965,351265
tto,1970,407105
tto,1975,126262
tto,1980,122486
tto,1985,154033
tto,1990,167076
tto,1995,169821
tto,2000,160597
tto,2005,165685
tto,2010,171374
tto,2015,180136
tto,2020,188939
tto,2025,195052
tto,2030,199310
tto,2035,203997
tun,1950,692265
tun,1955,861754
tun,1960,978306
tun,1965,1150766
tun,1970,1439018
tun,1975,1797003
tun,1980,1868937
tun,1985,2363453
tun,1990,2908897
tun,1995,3462846
tun,2000,3886633
tun,2005,4181389
tun,2010,4502315
tun,2015,4887424
tun,2020,5285423
tun,2025,5643352
tun,2030,5662685
tun,2035,5945939
tur,1950,4336233
tur,1955,5242409
tur,1960,6212615
tur,1965,6443878
tur,1970,7618830
tur,1975,9163196
tur,1980,9379870
tur,1985,13062883
tur,1990,16253384
tur,1995,17241742
tur,2000,18098576
tur,2005,18263931
tur,2010,17451409
tur,2015,18999301
tur,2020,20934588
tur,2025,20218017
tur,2030,20441923
tur,2035,20500562
twn,1950,971201
twn,1955,926349
twn,1960,924692
twn,1965,1270240
twn,1970,1633881
twn,1975,1074069
twn,1980,1732319
twn,1985,2498712
twn,1990,3006845
twn,1995,3254511
twn,2000,3285210
twn,2005,3900111
twn,2010,4358165
twn,2015,4682581
twn,2020,4909590
twn,2025,5042794
twn,2030,5154291
twn,2035,5224495
tza,1950,267063
tza,1955,385389
tza,1960,528498
tza,1965,704473
tza,1970,711567
tza,1975,1209616
tza,1980,1864328
tza,1985,2524748
tza,1990,3333970
tza,1995,4324901
tza,2000,5010273
tza,2005,5684307
tza,2010,7270844
tza,2015,9284508
tza,2020,11452283
tza,2025,12111725
tza,2030,13841166
tza,2035,16386231
uga,1950,145449
uga,1955,208359
uga,1960,299817
uga,1965,441548
uga,1970,289605
uga,1975,364713
uga,1980,476871
uga,1985,745681
uga,1990,1176641
uga,1995,1675438
uga,2000,2321285
uga,2005,3264728
uga,2010,4558213
uga,2015,6278849
uga,2020,8154192
uga,2025,9507938
uga,2030,11895630
uga,2035,14367477
ukr,1950,8989675
ukr,1955,11399373
ukr,1960,13773322
ukr,1965,15137091
ukr,1970,16549406
ukr,1975,17927813
ukr,1980,18388791
ukr,1985,19507719
ukr,1990,20483261
ukr,1995,20488707
ukr,2000,19463141
ukr,2005,18605430
ukr,2010,18562968
ukr,2015,18639271
ukr,2020,18191494
ukr,2025,17914222
ukr,2030,17700201
ukr,2035,17525576
ury,1950,532397
ury,1955,628937
ury,1960,752088
ury,1965,868348
ury,1970,952077
ury,1975,957098
ury,1980,1035596
ury,1985,1118670
ury,1990,1218549
ury,1995,1330172
ury,2000,1456082
ury,2005,1490689
ury,2010,1526513
ury,2015,1554058
ury,2020,1585283
ury,2025,1616357
ury,2030,1642158
ury,2035,1662547
usa,1950,45686467
usa,1955,49001465
usa,1960,52601884
usa,1965,56170900
usa,1970,57207063
usa,1975,58879541
usa,1980,59725633
usa,1985,63307684
usa,1990,64926339
usa,1995,67614148
usa,2000,69571709
usa,2005,71359708
usa,2010,71947361
usa,2015,66783281
usa,2020,65707338
usa,2025,66371094
usa,2030,67232890
usa,2035,67936798
uzb,1950,1053869
uzb,1955,1462269
uzb,1960,1941059
uzb,1965,2414156
uzb,1970,3043349
uzb,1975,3438980
uzb,1980,4222334
uzb,1985,5005674
uzb,1990,5675464
uzb,1995,6853355
uzb,2000,8248320
uzb,2005,9524795
uzb,2010,11043193
uzb,2015,11925950
uzb,2020,12045577
uzb,2025,12187935
uzb,2030,12985283
uzb,2035,13286579
vct,1950,14542
vct,1955,17468
vct,1960,21001
vct,1965,24288
vct,1970,27753
vct,1975,31767
vct,1980,36051
vct,1985,40331
vct,1990,44517
vct,1995,46904
vct,2000,48754
vct,2005,51145
vct,2010,53522
vct,2015,55783
vct,2020,58737
vct,2025,61573
vct,2030,64229
vct,2035,66669
ven,1950,1899807
ven,1955,2364481
ven,1960,3225459
ven,1965,4054539
ven,1970,4799096
ven,1975,5634643
ven,1980,6903569
ven,1985,7711070
ven,1990,9265298
ven,1995,10341113
ven,2000,11575599
ven,2005,12308480
ven,2010,12932900
ven,2015,13238421
ven,2020,13683512
ven,2025,13506978
ven,2030,14209046
ven,2035,14572992
vnm,1950,1674839
vnm,1955,2052939
vnm,1960,2985982
vnm,1965,4049234
vnm,1970,5356627
vnm,1975,5739046
vnm,1980,6137406
vnm,1985,7347255
vnm,1990,8789160
vnm,1995,9977842
vnm,2000,11456341
vnm,2005,13051046
vnm,2010,14365996
vnm,2015,15539150
vnm,2020,16207490
vnm,2025,16822747
vnm,2030,16492547
vnm,2035,17519508
vut,1950,4175
vut,1955,5243
vut,1960,6627
vut,1965,8416
vut,1970,10524
vut,1975,13378
vut,1980,17045
vut,1985,21743
vut,1990,27443
vut,1995,33923
vut,2000,40109
vut,2005,48362
vut,2010,57802
vut,2015,66048
vut,2020,75025
vut,2025,85244
vut,2030,96979
vut,2035,110539
wsm,1950,10579
wsm,1955,16398
wsm,1960,20562
wsm,1965,24526
wsm,1970,29140
wsm,1975,31779
wsm,1980,32936
wsm,1985,33927
wsm,1990,34528
wsm,1995,36628
wsm,2000,38374
wsm,2005,38177
wsm,2010,37386
wsm,2015,36648
wsm,2020,35799
wsm,2025,35747
wsm,2030,36667
wsm,2035,39123
yem,1950,255335
yem,1955,347047
yem,1960,470664
yem,1965,622252
yem,1970,823777
yem,1975,1013953
yem,1980,1342619
yem,1985,1407518
yem,1990,1544159
yem,1995,1572489
yem,2000,2103902
yem,2005,2721374
yem,2010,3324852
yem,2015,3933982
yem,2020,4177858
yem,2025,4957544
yem,2030,5822145
yem,2035,6755574
zaf,1950,3196696
zaf,1955,3579910
zaf,1960,4101087
zaf,1965,4424469
zaf,1970,4838646
zaf,1975,5810502
zaf,1980,6776355
zaf,1985,8039627
zaf,1990,8996012
zaf,1995,9431367
zaf,2000,10019982
zaf,2005,10946906
zaf,2010,11752119
zaf,2015,11860757
zaf,2020,12561836
zaf,2025,13152573
zaf,2030,13166058
zaf,2035,14040453
zmb,1950,265701
zmb,1955,382236
zmb,1960,552492
zmb,1965,832850
zmb,1970,1266841
zmb,1975,1349890
zmb,1980,1811934
zmb,1985,1506407
zmb,1990,1734465
zmb,1995,1785100
zmb,2000,1855386
zmb,2005,2259511
zmb,2010,2782335
zmb,2015,3484327
zmb,2020,4333845
zmb,2025,5333582
zmb,2030,5499320
zmb,2035,5668314
zwe,1950,292368
zwe,1955,371106
zwe,1960,472478
zwe,1965,326191
zwe,1970,482037
zwe,1975,355229
zwe,1980,600368
zwe,1985,957492
zwe,1990,1334405
zwe,1995,1699979
zwe,2000,1769869
zwe,2005,1961632
zwe,2010,2193908
zwe,2015,2595861
zwe,2020,3145900
zwe,2025,3708182
zwe,2030,3993295
zwe,2035,4659668
