country,time,fisfod_cons_pc
gab,1975,35.83
gab,1976,31.19
gab,1977,34.68
gab,1978,36.06
gab,1979,42.8
gab,1980,44.7
gab,1981,42.82
gab,1982,42.94
gab,1983,38.11
gab,1984,45.22
gab,1985,42.33
gab,1986,40.26
gab,1987,42
gab,1988,39.52
gab,1989,33.51
gab,1990,31.87
gab,1991,33.54
gab,1992,34.3
gab,1993,46.46
gab,1994,39.57
gab,1995,41.91
gab,1996,50.57
gab,1997,49.97
gab,1998,50.31
gab,1999,47.75
gab,2000,46.16
gab,2001,42.87
gab,2002,33.89
gab,2003,37.2
gab,2004,39.1
gab,2005,37.25
gab,2006,37.06
gab,2007,34.52
gab,2008,30.15
gab,2009,30.64
gab,2010,30.68
gab,2011,35.54
gab,2012,33.81
gab,2013,35.62
gab,2014,36.87
gab,2015,34.31
gab,2016,33.44
gab,2017,30.94
gab,2018,30.14
gbr,1961,19.82
gbr,1962,20.78
gbr,1963,20.14
gbr,1964,21.55
gbr,1965,21.96
gbr,1966,20.48
gbr,1967,21.3
gbr,1968,21.86
gbr,1969,21.2
gbr,1970,20.94
gbr,1971,19.59
gbr,1972,18.66
gbr,1973,18.7
gbr,1974,17.36
gbr,1975,16.83
gbr,1976,17.8
gbr,1977,17.08
gbr,1978,16.17
gbr,1979,16.22
gbr,1980,16.02
gbr,1981,17.68
gbr,1982,17.52
gbr,1983,17.07
gbr,1984,17.64
gbr,1985,18.48
gbr,1986,17.92
gbr,1987,18.08
gbr,1988,18.81
gbr,1989,19.15
gbr,1990,18.46
gbr,1991,17.89
gbr,1992,18.39
gbr,1993,18.34
gbr,1994,18.91
gbr,1995,19.23
gbr,1996,20.04
gbr,1997,20.92
gbr,1998,19.39
gbr,1999,19.77
gbr,2000,20.37
gbr,2001,21.43
gbr,2002,20.86
gbr,2003,19.6
gbr,2004,21.45
gbr,2005,20.93
gbr,2006,22.58
gbr,2007,21.7
gbr,2008,21.25
gbr,2009,20.03
gbr,2010,19.65
gbr,2011,20.37
gbr,2012,20.23
gbr,2013,20.76
gbr,2014,20.12
gbr,2015,19.99
gbr,2016,19.85
gbr,2017,19.73
gbr,2018,18.61
geo,1992,7.32
geo,1993,3.81
geo,1994,1.54
geo,1995,1.22
geo,1996,1.56
geo,1997,1.51
geo,1998,2.12
geo,1999,1.28
geo,2000,0.9
geo,2001,0.86
geo,2002,1.12
geo,2003,1.87
geo,2004,5.01
geo,2005,5.98
geo,2006,6.21
geo,2007,8.46
geo,2008,9.54
geo,2009,8.11
geo,2010,10.29
geo,2011,10.54
geo,2012,10.58
geo,2013,10.62
geo,2014,7.99
geo,2015,6.45
geo,2016,8.03
geo,2017,8.04
geo,2018,8.91
gha,1961,17.18
gha,1962,15.02
gha,1963,17.27
gha,1964,15.87
gha,1965,14.89
gha,1966,17.54
gha,1967,17.86
gha,1968,13.16
gha,1969,19.26
gha,1970,28.63
gha,1971,34.69
gha,1972,39.25
gha,1973,32.32
gha,1974,31.79
gha,1975,33.57
gha,1976,38.7
gha,1977,33.35
gha,1978,30.12
gha,1979,25.32
gha,1980,22.08
gha,1981,21.2
gha,1982,20.28
gha,1983,20.74
gha,1984,21.01
gha,1985,21.97
gha,1986,25.09
gha,1987,28.35
gha,1988,25.31
gha,1989,26.11
gha,1990,26.83
gha,1991,23.8
gha,1992,28.62
gha,1993,24.73
gha,1994,21
gha,1995,21.94
gha,1996,31.02
gha,1997,34.2
gha,1998,31.96
gha,1999,32.6
gha,2000,31.11
gha,2001,28.39
gha,2002,27.04
gha,2003,22.18
gha,2004,30.82
gha,2005,27.44
gha,2006,30.68
gha,2007,30.44
gha,2008,27.35
gha,2009,25.04
gha,2010,24.19
gha,2011,27.96
gha,2012,24.82
gha,2013,26.25
gha,2014,22.51
gha,2015,24.71
gha,2016,26.08
gha,2017,25.51
gha,2018,24.79
gin,1961,1.1
gin,1962,1.08
gin,1963,1.07
gin,1964,1.31
gin,1965,1.29
gin,1966,1.27
gin,1967,1.49
gin,1968,1.47
gin,1969,2.17
gin,1970,2.14
gin,1971,2.68
gin,1972,3.59
gin,1973,4.1
gin,1974,4.72
gin,1975,5.13
gin,1976,4.81
gin,1977,5.01
gin,1978,4.94
gin,1979,6.33
gin,1980,6.84
gin,1981,6.99
gin,1982,7.63
gin,1983,8.02
gin,1984,8.47
gin,1985,7.63
gin,1986,9.11
gin,1987,8.18
gin,1988,8.56
gin,1989,8.52
gin,1990,9.28
gin,1991,10.35
gin,1992,10.92
gin,1993,10.94
gin,1994,10.75
gin,1995,11.07
gin,1996,10.22
gin,1997,9.99
gin,1998,10.71
gin,1999,12.64
gin,2000,10.35
gin,2001,11.67
gin,2002,9.95
gin,2003,12.83
gin,2004,9.53
gin,2005,9.52
gin,2006,9.1
gin,2007,7.4
gin,2008,8.39
gin,2009,11.5
gin,2010,9.81
gin,2011,9.66
gin,2012,9.42
gin,2013,9.18
gin,2014,10.88
gin,2015,10.28
gin,2016,10.37
gin,2017,10.09
gin,2018,10.26
gmb,1961,12.73
gmb,1962,14.32
gmb,1963,14.14
gmb,1964,13.92
gmb,1965,15.46
gmb,1966,12.75
gmb,1967,12.86
gmb,1968,14.73
gmb,1969,12.49
gmb,1970,13.26
gmb,1971,13.52
gmb,1972,12.44
gmb,1973,15.76
gmb,1974,16.04
gmb,1975,14.7
gmb,1976,15.58
gmb,1977,16.77
gmb,1978,18.39
gmb,1979,13.92
gmb,1980,18
gmb,1981,21.22
gmb,1982,10.81
gmb,1983,17.14
gmb,1984,17.67
gmb,1985,15.18
gmb,1986,16.46
gmb,1987,16.66
gmb,1988,14.25
gmb,1989,20.25
gmb,1990,21.3
gmb,1991,24.13
gmb,1992,16.17
gmb,1993,19.14
gmb,1994,18.95
gmb,1995,20
gmb,1996,26.48
gmb,1997,27.81
gmb,1998,24.43
gmb,1999,26.78
gmb,2000,23.04
gmb,2001,27.43
gmb,2002,29.99
gmb,2003,29.97
gmb,2004,25.86
gmb,2005,24.92
gmb,2006,27.8
gmb,2007,29.56
gmb,2008,28.97
gmb,2009,29.12
gmb,2010,28.97
gmb,2011,25.21
gmb,2012,20.58
gmb,2013,24.08
gmb,2014,25.46
gmb,2015,26.66
gmb,2016,26.86
gmb,2017,27.53
gmb,2018,26.73
gnb,1961,1.87
gnb,1962,1.7
gnb,1963,1.85
gnb,1964,1.68
gnb,1965,1.83
gnb,1966,1.52
gnb,1967,1.58
gnb,1968,2.4
gnb,1969,2.53
gnb,1970,3.37
gnb,1971,3.29
gnb,1972,3.62
gnb,1973,3.78
gnb,1974,2.62
gnb,1975,2.4
gnb,1976,4.08
gnb,1977,2.9
gnb,1978,3.45
gnb,1979,1.58
gnb,1980,4.41
gnb,1981,1.59
gnb,1982,3.17
gnb,1983,1.89
gnb,1984,1.58
gnb,1985,2.26
gnb,1986,3.95
gnb,1987,4.71
gnb,1988,4.66
gnb,1989,5.04
gnb,1990,3.95
gnb,1991,3.35
gnb,1992,5.21
gnb,1993,4.49
gnb,1994,4.52
gnb,1995,4.96
gnb,1996,5.15
gnb,1997,5.52
gnb,1998,4.59
gnb,1999,4.07
gnb,2000,3.13
gnb,2001,2.92
gnb,2002,3.1
gnb,2003,1.77
gnb,2004,1.09
gnb,2005,1.69
gnb,2006,1.31
gnb,2007,1.46
gnb,2008,2.66
gnb,2009,1.71
gnb,2010,1.13
gnb,2011,1.51
gnb,2012,1.95
gnb,2013,1.4
gnb,2014,1.41
gnb,2015,1.37
gnb,2016,1.34
gnb,2017,1.3
gnb,2018,1.22
grc,1961,16.23
grc,1962,15.87
grc,1963,16.87
grc,1964,16.15
grc,1965,18.14
grc,1966,17.93
grc,1967,17.25
grc,1968,18.96
grc,1969,17.51
grc,1970,14.69
grc,1971,15.2
grc,1972,13.29
grc,1973,16.42
grc,1974,14.12
grc,1975,14.59
grc,1976,15.45
grc,1977,14.82
grc,1978,15.79
grc,1979,16.33
grc,1980,16
grc,1981,17.4
grc,1982,18.58
grc,1983,16.35
grc,1984,17.09
grc,1985,17.85
grc,1986,18.48
grc,1987,18.87
grc,1988,17.27
grc,1989,19.48
grc,1990,20.36
grc,1991,20.55
grc,1992,21.33
grc,1993,22.46
grc,1994,24.96
grc,1995,22.21
grc,1996,24.16
grc,1997,25.11
grc,1998,22.96
grc,1999,22.93
grc,2000,21.91
grc,2001,22.21
grc,2002,20.83
grc,2003,21.35
grc,2004,20.12
grc,2005,21.12
grc,2006,22.09
grc,2007,21.26
grc,2008,22.06
grc,2009,21.33
grc,2010,18.82
grc,2011,19.93
grc,2012,18.1
grc,2013,19.29
grc,2014,17.77
grc,2015,17.94
grc,2016,20.53
grc,2017,19.44
grc,2018,19.52
grd,1961,21.43
grd,1962,25.54
grd,1963,25.81
grd,1964,27.13
grd,1965,28.95
grd,1966,30.53
grd,1967,25.79
grd,1968,21.05
grd,1969,32.11
grd,1970,31.38
grd,1971,36.17
grd,1972,36.17
grd,1973,32.45
grd,1974,32.09
grd,1975,33.15
grd,1976,36.81
grd,1977,40.09
grd,1978,37.59
grd,1979,29.13
grd,1980,28.78
grd,1981,20.65
grd,1982,22.11
grd,1983,23.96
grd,1984,27.86
grd,1985,30.25
grd,1986,33.42
grd,1987,35.93
grd,1988,34.05
grd,1989,32.96
grd,1990,34.11
grd,1991,37.02
grd,1992,33.03
grd,1993,31.14
grd,1994,23.95
grd,1995,20.89
grd,1996,30.29
grd,1997,19.59
grd,1998,24.06
grd,1999,22.92
grd,2000,19.33
grd,2001,34.2
grd,2002,35.16
grd,2003,39.85
grd,2004,38.46
grd,2005,36.95
grd,2006,38.27
grd,2007,40.18
grd,2008,39.88
grd,2009,36.74
grd,2010,31.1
grd,2011,28.65
grd,2012,28.65
grd,2013,28.38
grd,2014,27.67
grd,2015,27.27
grd,2016,24.82
grd,2017,27.1
grd,2018,27.07
gtm,1961,0.52
gtm,1962,0.41
gtm,1963,0.44
gtm,1964,0.51
gtm,1965,0.61
gtm,1966,0.45
gtm,1967,0.45
gtm,1968,0.4
gtm,1969,0.44
gtm,1970,0.45
gtm,1971,0.46
gtm,1972,0.59
gtm,1973,0.61
gtm,1974,0.73
gtm,1975,0.78
gtm,1976,0.68
gtm,1977,0.61
gtm,1978,0.89
gtm,1979,1.01
gtm,1980,0.75
gtm,1981,0.82
gtm,1982,0.62
gtm,1983,0.39
gtm,1984,0.34
gtm,1985,0.38
gtm,1986,0.24
gtm,1987,0.4
gtm,1988,0.68
gtm,1989,0.55
gtm,1990,0.93
gtm,1991,0.69
gtm,1992,0.82
gtm,1993,0.83
gtm,1994,0.84
gtm,1995,1.06
gtm,1996,0.85
gtm,1997,1.15
gtm,1998,1.44
gtm,1999,1.69
gtm,2000,1.55
gtm,2001,1.65
gtm,2002,2.93
gtm,2003,2.69
gtm,2004,1.53
gtm,2005,3.19
gtm,2006,2.75
gtm,2007,2.18
gtm,2008,2.02
gtm,2009,1.58
gtm,2010,1.41
gtm,2011,1.36
gtm,2012,1.33
gtm,2013,1.29
gtm,2014,2.75
gtm,2015,2.69
gtm,2016,2.64
gtm,2017,2.58
gtm,2018,3.09
guy,1961,25.31
guy,1962,22.23
guy,1963,23.78
guy,1964,25.09
guy,1965,24.58
guy,1966,24.72
guy,1967,25.82
guy,1968,26.63
guy,1969,28.05
guy,1970,29.06
guy,1971,22.39
guy,1972,17.4
guy,1973,18.38
guy,1974,24.22
guy,1975,21.53
guy,1976,23.03
guy,1977,37.37
guy,1978,38.84
guy,1979,39.52
guy,1980,38.13
guy,1981,39.79
guy,1982,39.8
guy,1983,43.06
guy,1984,46.39
guy,1985,47.31
guy,1986,46.12
guy,1987,45.66
guy,1988,45.43
guy,1989,43.76
guy,1990,45.73
guy,1991,48.76
guy,1992,50.2
guy,1993,54.25
guy,1994,58.23
guy,1995,58.88
guy,1996,58.94
guy,1997,59.23
guy,1998,50.83
guy,1999,52.43
guy,2000,41.83
guy,2001,37.69
guy,2002,35.17
guy,2003,40.48
guy,2004,37.95
guy,2005,33.43
guy,2006,25.49
guy,2007,22.9
guy,2008,18.39
guy,2009,24.55
guy,2010,30.28
guy,2011,29.5
guy,2012,31.92
guy,2013,29.54
guy,2014,30.96
guy,2015,30.79
guy,2016,30.64
guy,2017,30.48
guy,2018,25.21
hkg,1961,31.68
hkg,1962,32.94
hkg,1963,31.99
hkg,1964,36.13
hkg,1965,35.66
hkg,1966,37.9
hkg,1967,36.82
hkg,1968,45.88
hkg,1969,45.74
hkg,1970,52.73
hkg,1971,53.16
hkg,1972,52.94
hkg,1973,49.88
hkg,1974,51.09
hkg,1975,49.68
hkg,1976,47.97
hkg,1977,43.94
hkg,1978,43.7
hkg,1979,48.01
hkg,1980,47.7
hkg,1981,43.55
hkg,1982,48.13
hkg,1983,49.49
hkg,1984,48.61
hkg,1985,47.32
hkg,1986,52.76
hkg,1987,53.01
hkg,1988,51.83
hkg,1989,49.43
hkg,1990,56.75
hkg,1991,64.49
hkg,1992,64.85
hkg,1993,60.55
hkg,1994,60.47
hkg,1995,58.99
hkg,1996,58.1
hkg,1997,63.71
hkg,1998,58.32
hkg,1999,53.84
hkg,2000,62.49
hkg,2001,66.47
hkg,2002,67.08
hkg,2003,63.62
hkg,2004,68
hkg,2005,67.79
hkg,2006,68.85
hkg,2007,63.55
hkg,2008,63.94
hkg,2009,68.85
hkg,2010,69.59
hkg,2011,71.02
hkg,2012,70.38
hkg,2013,69.84
hkg,2014,67.71
hkg,2015,73.57
hkg,2016,71.36
hkg,2017,70.75
hkg,2018,65.02
hnd,1961,1.43
hnd,1962,1.07
hnd,1963,1.06
hnd,1964,1.62
hnd,1965,1.55
hnd,1966,0.62
hnd,1967,1.71
hnd,1968,2.58
hnd,1969,1.82
hnd,1970,1.52
hnd,1971,1.12
hnd,1972,1.27
hnd,1973,0.8
hnd,1974,1.19
hnd,1975,1.07
hnd,1976,1.13
hnd,1977,1.58
hnd,1978,1.51
hnd,1979,2.01
hnd,1980,1.59
hnd,1981,1.23
hnd,1982,1.35
hnd,1983,1.67
hnd,1984,1.59
hnd,1985,2.21
hnd,1986,2.83
hnd,1987,2.25
hnd,1988,2.42
hnd,1989,1.92
hnd,1990,2.22
hnd,1991,2.66
hnd,1992,3.67
hnd,1993,3.47
hnd,1994,1.88
hnd,1995,3.33
hnd,1996,4.38
hnd,1997,4.58
hnd,1998,2.91
hnd,1999,4.07
hnd,2000,2.95
hnd,2001,3.52
hnd,2002,2
hnd,2003,2.91
hnd,2004,2.53
hnd,2005,5.13
hnd,2006,4.7
hnd,2007,4.81
hnd,2008,3.37
hnd,2009,2.28
hnd,2010,3.01
hnd,2011,4.15
hnd,2012,4.06
hnd,2013,3.98
hnd,2014,3.32
hnd,2015,3.26
hnd,2016,3.21
hnd,2017,3.15
hnd,2018,2.67
hrv,1992,2.61
hrv,1993,1.59
hrv,1994,2.45
hrv,1995,2.8
hrv,1996,3.42
hrv,1997,3.38
hrv,1998,4.3
hrv,1999,4.16
hrv,2000,7.27
hrv,2001,10.59
hrv,2002,14.16
hrv,2003,14.68
hrv,2004,13.6
hrv,2005,17.35
hrv,2006,18
hrv,2007,16.4
hrv,2008,19.84
hrv,2009,18.64
hrv,2010,17.86
hrv,2011,19.6
hrv,2012,18.52
hrv,2013,18.98
hrv,2014,18.03
hrv,2015,16.81
hrv,2016,17.02
hrv,2017,18.74
hrv,2018,18.86
hti,1961,1.18
hti,1962,1.03
hti,1963,1.22
hti,1964,1.3
hti,1965,1.3
hti,1966,1.79
hti,1967,1.48
hti,1968,1.44
hti,1969,1.52
hti,1970,1.15
hti,1971,0.97
hti,1972,1.4
hti,1973,1.46
hti,1974,1.52
hti,1975,1.73
hti,1976,1.99
hti,1977,2.07
hti,1978,2.75
hti,1979,2.75
hti,1980,3.53
hti,1981,3.03
hti,1982,3.38
hti,1983,3.31
hti,1984,4.48
hti,1985,4.24
hti,1986,4.26
hti,1987,4
hti,1988,3.37
hti,1989,3.64
hti,1990,3.48
hti,1991,2.3
hti,1992,2.29
hti,1993,2.53
hti,1994,2.3
hti,1995,2.61
hti,1996,2.39
hti,1997,2.55
hti,1998,2.88
hti,1999,3.11
hti,2000,2.34
hti,2001,2.75
hti,2002,2.16
hti,2003,2.73
hti,2004,3.07
hti,2005,3.14
hti,2006,4.23
hti,2007,4.49
hti,2008,4.52
hti,2009,4.94
hti,2010,3.87
hti,2011,4.97
hti,2012,4.9
hti,2013,4.84
hti,2014,5.36
hti,2015,5.74
hti,2016,4.59
hti,2017,4.53
hti,2018,6.41
hun,1961,1.96
hun,1962,2.13
hun,1963,2.59
hun,1964,2.53
hun,1965,3.03
hun,1966,3.8
hun,1967,4.14
hun,1968,6.17
hun,1969,4.11
hun,1970,3.46
hun,1971,3.52
hun,1972,3.73
hun,1973,3.8
hun,1974,3.68
hun,1975,4.07
hun,1976,4.21
hun,1977,4.16
hun,1978,3.85
hun,1979,4
hun,1980,3.92
hun,1981,3.94
hun,1982,4.87
hun,1983,5.54
hun,1984,5
hun,1985,4.38
hun,1986,4.56
hun,1987,5.57
hun,1988,5.65
hun,1989,5.15
hun,1990,4.47
hun,1991,3.33
hun,1992,3.3
hun,1993,3.1
hun,1994,3.3
hun,1995,3.1
hun,1996,3.12
hun,1997,3.65
hun,1998,3.9
hun,1999,3.75
hun,2000,4.17
hun,2001,4.3
hun,2002,4.4
hun,2003,4.6
hun,2004,5.05
hun,2005,5.19
hun,2006,5.3
hun,2007,5.06
hun,2008,5.79
hun,2009,5.24
hun,2010,5.24
hun,2011,5.32
hun,2012,4.96
hun,2013,5.09
hun,2014,5.58
hun,2015,5.88
hun,2016,5.73
hun,2017,6.3
hun,2018,6.31
idn,1961,10.24
idn,1962,10.12
idn,1963,9.68
idn,1964,10.1
idn,1965,10.49
idn,1966,11.51
idn,1967,11.03
idn,1968,10.46
idn,1969,10.63
idn,1970,10.43
idn,1971,10.22
idn,1972,10.03
idn,1973,9.87
idn,1974,10.14
idn,1975,10.15
idn,1976,10.68
idn,1977,11.14
idn,1978,11.25
idn,1979,11.55
idn,1980,12.07
idn,1981,12.27
idn,1982,12.36
idn,1983,13.28
idn,1984,13.61
idn,1985,13.81
idn,1986,14.14
idn,1987,14.34
idn,1988,14.88
idn,1989,15.15
idn,1990,14.93
idn,1991,15.15
idn,1992,16
idn,1993,16.57
idn,1994,17.53
idn,1995,17.82
idn,1996,18.82
idn,1997,19.04
idn,1998,19.07
idn,1999,19.67
idn,2000,20.63
idn,2001,21.6
idn,2002,21.07
idn,2003,20.99
idn,2004,21.19
idn,2005,22.06
idn,2006,22.59
idn,2007,24.14
idn,2008,25.15
idn,2009,25.55
idn,2010,27.22
idn,2011,28.87
idn,2012,28.52
idn,2013,28.17
idn,2014,36.96
idn,2015,38.28
idn,2016,39.32
idn,2017,44.67
idn,2018,44.17
ind,1961,1.86
ind,1962,1.93
ind,1963,2.07
ind,1964,2.47
ind,1965,2.5
ind,1966,2.48
ind,1967,2.41
ind,1968,2.59
ind,1969,2.66
ind,1970,2.81
ind,1971,2.87
ind,1972,2.47
ind,1973,2.87
ind,1974,3.3
ind,1975,3.23
ind,1976,3.07
ind,1977,3.22
ind,1978,3.09
ind,1979,3.03
ind,1980,3.1
ind,1981,3.02
ind,1982,2.89
ind,1983,3.02
ind,1984,3.28
ind,1985,3.22
ind,1986,3.19
ind,1987,3.15
ind,1988,3.35
ind,1989,3.67
ind,1990,3.75
ind,1991,3.87
ind,1992,3.97
ind,1993,4.08
ind,1994,4.21
ind,1995,4.2
ind,1996,4.51
ind,1997,4.58
ind,1998,4.56
ind,1999,4.68
ind,2000,4.47
ind,2001,4.82
ind,2002,4.69
ind,2003,4.76
ind,2004,4.8
ind,2005,5.06
ind,2006,5.23
ind,2007,5.17
ind,2008,5.99
ind,2009,5.59
ind,2010,5.72
ind,2011,5.17
ind,2012,5.1
ind,2013,5.04
ind,2014,6.2
ind,2015,6.42
ind,2016,6.59
ind,2017,6.9
ind,2018,6.83
irl,1961,7.1
irl,1962,7.28
irl,1963,8.12
irl,1964,8.59
irl,1965,9.56
irl,1966,9.63
irl,1967,10.39
irl,1968,9.81
irl,1969,10.04
irl,1970,11.16
irl,1971,10.29
irl,1972,11.27
irl,1973,9.46
irl,1974,12.12
irl,1975,13.63
irl,1976,15.76
irl,1977,12.85
irl,1978,14.88
irl,1979,11.17
irl,1980,15.8
irl,1981,14.64
irl,1982,14.94
irl,1983,10.76
irl,1984,11.2
irl,1985,13.55
irl,1986,16.96
irl,1987,16.04
irl,1988,13.89
irl,1989,14.72
irl,1990,15.09
irl,1991,11.68
irl,1992,14.14
irl,1993,17.83
irl,1994,17.74
irl,1995,20.63
irl,1996,17.37
irl,1997,16.98
irl,1998,23.29
irl,1999,21.43
irl,2000,24.3
irl,2001,24.56
irl,2002,20.48
irl,2003,21.56
irl,2004,23.26
irl,2005,22.63
irl,2006,20.56
irl,2007,22.57
irl,2008,21.24
irl,2009,22.47
irl,2010,22.77
irl,2011,22.49
irl,2012,22.23
irl,2013,21.99
irl,2014,21.84
irl,2015,21.17
irl,2016,21.21
irl,2017,23.43
irl,2018,23.11
irn,1961,0.48
irn,1962,0.65
irn,1963,0.54
irn,1964,0.36
irn,1965,0.48
irn,1966,0.47
irn,1967,0.37
irn,1968,0.65
irn,1969,0.66
irn,1970,0.78
irn,1971,0.63
irn,1972,0.43
irn,1973,0.56
irn,1974,2.1
irn,1975,1.9
irn,1976,2.17
irn,1977,2.17
irn,1978,1.99
irn,1979,1.65
irn,1980,1.05
irn,1981,1.22
irn,1982,1.74
irn,1983,1.94
irn,1984,1.74
irn,1985,1.73
irn,1986,2.24
irn,1987,2.94
irn,1988,3.34
irn,1989,3.96
irn,1990,3.92
irn,1991,4.46
irn,1992,5.16
irn,1993,5.25
irn,1994,4.64
irn,1995,5.23
irn,1996,5.05
irn,1997,5.12
irn,1998,4.6
irn,1999,4.59
irn,2000,4.89
irn,2001,4.94
irn,2002,5.02
irn,2003,6.08
irn,2004,6.07
irn,2005,6.66
irn,2006,7.14
irn,2007,7.22
irn,2008,6.7
irn,2009,7.19
irn,2010,8.49
irn,2011,9.09
irn,2012,9.68
irn,2013,9.97
irn,2014,10.6
irn,2015,10.84
irn,2016,11.67
irn,2017,11.73
irn,2018,11.57
irq,1961,1.26
irq,1962,1.25
irq,1963,1.48
irq,1964,2.46
irq,1965,2.04
irq,1966,1.68
irq,1967,1.13
irq,1968,1.73
irq,1969,2.14
irq,1970,3.04
irq,1971,2.45
irq,1972,2.82
irq,1973,2.22
irq,1974,2.09
irq,1975,2.32
irq,1976,2.34
irq,1977,2.09
irq,1978,2.03
irq,1979,4.17
irq,1980,3.9
irq,1981,1.87
irq,1982,1.66
irq,1983,1.52
irq,1984,1.38
irq,1985,1.38
irq,1986,1.29
irq,1987,1.3
irq,1988,1.59
irq,1989,1.44
irq,1990,1.38
irq,1991,0.85
irq,1992,1.23
irq,1993,1.25
irq,1994,1.48
irq,1995,1.51
irq,1996,1.63
irq,1997,1.62
irq,1998,1.38
irq,1999,1.13
irq,2000,0.95
irq,2001,1.43
irq,2002,1.11
irq,2003,0.82
irq,2004,1.32
irq,2005,1.95
irq,2006,3.36
irq,2007,3.28
irq,2008,3.09
irq,2009,2.91
irq,2010,2.67
irq,2011,2.87
irq,2012,3.63
irq,2013,3.29
irq,2014,3.87
irq,2015,2.45
irq,2016,2.78
irq,2017,3.37
irq,2018,3.84
isl,1961,60.21
isl,1962,61.04
isl,1963,61.9
isl,1964,64.49
isl,1965,65.99
isl,1966,71.11
isl,1967,66.19
isl,1968,70.45
isl,1969,66.63
isl,1970,72.37
isl,1971,73.33
isl,1972,75.09
isl,1973,76.02
isl,1974,78.24
isl,1975,80.87
isl,1976,82.81
isl,1977,85.43
isl,1978,83.35
isl,1979,86.1
isl,1980,85.39
isl,1981,86.2
isl,1982,87.28
isl,1983,88.43
isl,1984,90.05
isl,1985,91.02
isl,1986,90.3
isl,1987,89.61
isl,1988,90.77
isl,1989,90.11
isl,1990,90.38
isl,1991,90.86
isl,1992,90.93
isl,1993,90.65
isl,1994,90.59
isl,1995,91.05
isl,1996,90.61
isl,1997,90.36
isl,1998,90.92
isl,1999,91.72
isl,2000,91.55
isl,2001,91.04
isl,2002,91.53
isl,2003,91.23
isl,2004,90.91
isl,2005,90.78
isl,2006,91.23
isl,2007,91.89
isl,2008,91.15
isl,2009,90.74
isl,2010,90.48
isl,2011,91.69
isl,2012,91.97
isl,2013,91.92
isl,2014,92.32
isl,2015,91.85
isl,2016,91.31
isl,2017,90.71
isl,2018,91.7
isr,1961,18.83
isr,1962,19.85
isr,1963,18.28
isr,1964,16.02
isr,1965,16.48
isr,1966,17.77
isr,1967,16.52
isr,1968,17.7
isr,1969,15.28
isr,1970,16.05
isr,1971,18.73
isr,1972,17.05
isr,1973,16.77
isr,1974,16.62
isr,1975,13.58
isr,1976,13.24
isr,1977,13.72
isr,1978,15.08
isr,1979,20.09
isr,1980,19.07
isr,1981,16.5
isr,1982,14.29
isr,1983,16.03
isr,1984,15.31
isr,1985,17.84
isr,1986,20.69
isr,1987,20.84
isr,1988,20.03
isr,1989,21.8
isr,1990,21.39
isr,1991,22.54
isr,1992,23.45
isr,1993,23.85
isr,1994,21.48
isr,1995,24.29
isr,1996,22.71
isr,1997,23.84
isr,1998,23.7
isr,1999,20.94
isr,2000,20.44
isr,2001,22.24
isr,2002,21.35
isr,2003,22.41
isr,2004,23.31
isr,2005,21.28
isr,2006,19.56
isr,2007,24.28
isr,2008,21.99
isr,2009,20.95
isr,2010,21.86
isr,2011,23.96
isr,2012,20.85
isr,2013,23.23
isr,2014,23.84
isr,2015,23.39
isr,2016,24.61
isr,2017,25.92
isr,2018,25.49
ita,1961,12.01
ita,1962,11.01
ita,1963,11.37
ita,1964,12.48
ita,1965,14.06
ita,1966,13.61
ita,1967,13.05
ita,1968,12.82
ita,1969,12.5
ita,1970,13.5
ita,1971,13.61
ita,1972,13.23
ita,1973,12.81
ita,1974,12.52
ita,1975,12.5
ita,1976,13.55
ita,1977,12.95
ita,1978,13.24
ita,1979,13.94
ita,1980,14.78
ita,1981,13.79
ita,1982,15.38
ita,1983,16.42
ita,1984,17.29
ita,1985,19.79
ita,1986,19.01
ita,1987,21.56
ita,1988,20.03
ita,1989,21.16
ita,1990,21.32
ita,1991,23.1
ita,1992,21.9
ita,1993,21.25
ita,1994,21.27
ita,1995,21.09
ita,1996,21.44
ita,1997,21.42
ita,1998,22.39
ita,1999,22.48
ita,2000,22.52
ita,2001,24.38
ita,2002,23.83
ita,2003,24.51
ita,2004,24.1
ita,2005,25.18
ita,2006,25.98
ita,2007,25.66
ita,2008,24.68
ita,2009,24.84
ita,2010,25.59
ita,2011,25.88
ita,2012,25.24
ita,2013,25.08
ita,2014,28.17
ita,2015,29.42
ita,2016,29.81
ita,2017,29.8
ita,2018,29.76
jam,1961,32.59
jam,1962,33.54
jam,1963,38.51
jam,1964,33.49
jam,1965,31.41
jam,1966,34.55
jam,1967,33.05
jam,1968,34.38
jam,1969,31.8
jam,1970,26.85
jam,1971,26.39
jam,1972,38.99
jam,1973,27.12
jam,1974,23.59
jam,1975,26.16
jam,1976,23.97
jam,1977,16.54
jam,1978,20.31
jam,1979,21.86
jam,1980,17.72
jam,1981,18.91
jam,1982,19.79
jam,1983,17.69
jam,1984,19.61
jam,1985,16.16
jam,1986,19.27
jam,1987,18.06
jam,1988,21.41
jam,1989,22.31
jam,1990,19.07
jam,1991,17.26
jam,1992,17.37
jam,1993,19.56
jam,1994,23.03
jam,1995,21.12
jam,1996,19.62
jam,1997,21.64
jam,1998,22.48
jam,1999,23.76
jam,2000,19.72
jam,2001,25.85
jam,2002,26.63
jam,2003,25.01
jam,2004,25.31
jam,2005,27.03
jam,2006,29.02
jam,2007,30.43
