country,time,checkgvt_idea
bwa,1983,65.05481
bwa,1984,66.71123
bwa,1985,66.88674
bwa,1986,66.71372
bwa,1987,67.04509
bwa,1988,67.82007
bwa,1989,68.40667
bwa,1990,68.78451
bwa,1991,69.05565
bwa,1992,68.29297
bwa,1993,68.19295
bwa,1994,69.15438
bwa,1995,69.4548
bwa,1996,68.8355
bwa,1997,69.4141
bwa,1998,69.3153
bwa,1999,68.68523
bwa,2000,68.10631
bwa,2001,68.92638
bwa,2002,69.14189
bwa,2003,68.90086
bwa,2004,68.86745
bwa,2005,68.55662
bwa,2006,68.38257
bwa,2007,69.13674
bwa,2008,68.80892
bwa,2009,69.00238
bwa,2010,68.84673
bwa,2011,68.48257
bwa,2012,67.65656
bwa,2013,69.20828
bwa,2014,69.26172
bwa,2015,67.21963
bwa,2016,67.31773
bwa,2017,67.58227
bwa,2018,67.38342
bwa,2019,66.28711
caf,1975,14.82466
caf,1976,13.29039
caf,1977,12.27905
caf,1978,12.10697
caf,1979,13.23441
caf,1980,28.7383
caf,1981,33.29913
caf,1982,22.94405
caf,1983,22.79997
caf,1984,22.69935
caf,1985,22.8927
caf,1986,27.34229
caf,1987,38.0535
caf,1988,37.34279
caf,1989,38.00167
caf,1990,40.54151
caf,1991,43.81681
caf,1992,48.81069
caf,1993,58.88653
caf,1994,59.16454
caf,1995,59.23351
caf,1996,59.47548
caf,1997,59.30915
caf,1998,59.4143
caf,1999,59.87247
caf,2000,59.66044
caf,2001,58.59726
caf,2002,58.69303
caf,2003,46.03154
caf,2004,39.30937
caf,2005,55.43743
caf,2006,55.93273
caf,2007,55.56984
caf,2008,55.01036
caf,2009,55.2885
caf,2010,55.97029
caf,2011,55.79566
caf,2012,55.843
caf,2013,54.87777
caf,2014,38.47114
caf,2015,57.6725
caf,2016,58.16967
caf,2017,57.0641
caf,2018,59.2575
caf,2019,61.00018
can,1975,82.16707
can,1976,82.87332
can,1977,82.49834
can,1978,82.33566
can,1979,82.19902
can,1980,82.19459
can,1981,81.41653
can,1982,81.4015
can,1983,81.40085
can,1984,81.86205
can,1985,81.49369
can,1986,81.78449
can,1987,81.38628
can,1988,81.34354
can,1989,79.36393
can,1990,81.6407
can,1991,81.86935
can,1992,80.78011
can,1993,80.30975
can,1994,80.40616
can,1995,80.51143
can,1996,80.27768
can,1997,80.22769
can,1998,80.46999
can,1999,80.35675
can,2000,81.43023
can,2001,81.0921
can,2002,80.84075
can,2003,81.79448
can,2004,82.18483
can,2005,82.157
can,2006,81.32702
can,2007,81.2032
can,2008,81.96537
can,2009,81.59623
can,2010,80.82518
can,2011,81.06054
can,2012,81.76325
can,2013,81.4453
can,2014,81.30848
can,2015,79.70224
can,2016,80.08132
can,2017,78.16751
can,2018,76.96607
can,2019,76.27953
che,1975,87.64294
che,1976,87.62021
che,1977,87.70772
che,1978,87.84329
che,1979,87.88547
che,1980,87.63945
che,1981,89.57854
che,1982,89.52517
che,1983,89.62602
che,1984,89.74465
che,1985,89.61683
che,1986,89.80928
che,1987,89.76778
che,1988,90.006
che,1989,89.19494
che,1990,89.69194
che,1991,90.89425
che,1992,91.01832
che,1993,90.90105
che,1994,91.16751
che,1995,90.80571
che,1996,90.85699
che,1997,91.19408
che,1998,90.8982
che,1999,90.75658
che,2000,91.06915
che,2001,90.77795
che,2002,90.41267
che,2003,90.78981
che,2004,91.30712
che,2005,90.94738
che,2006,91.54582
che,2007,91.32801
che,2008,90.82409
che,2009,91.32077
che,2010,91.26542
che,2011,91.33392
che,2012,90.90139
che,2013,91.38099
che,2014,91.65754
che,2015,91.70227
che,2016,90.78656
che,2017,91.47224
che,2018,90.83475
che,2019,90.82574
chl,1975,13.74421
chl,1976,13.82365
chl,1977,14.25821
chl,1978,14.10245
chl,1979,15.00607
chl,1980,15.50732
chl,1981,15.39532
chl,1982,15.5452
chl,1983,15.78505
chl,1984,15.74045
chl,1985,16.56264
chl,1986,16.23351
chl,1987,18.48277
chl,1988,20.53319
chl,1989,44.95115
chl,1990,73.89525
chl,1991,78.89016
chl,1992,78.52792
chl,1993,77.80725
chl,1994,79.02366
chl,1995,78.949
chl,1996,78.95939
chl,1997,78.77261
chl,1998,79.09015
chl,1999,77.99607
chl,2000,81.18582
chl,2001,81.50766
chl,2002,81.82382
chl,2003,81.76768
chl,2004,81.41989
chl,2005,85.45907
chl,2006,85.8571
chl,2007,86.44383
chl,2008,86.0246
chl,2009,85.59491
chl,2010,86.99176
chl,2011,87.38915
chl,2012,87.06573
chl,2013,87.46389
chl,2014,90.31347
chl,2015,86.72552
chl,2016,87.10233
chl,2017,86.90078
chl,2018,78.11577
chl,2019,75.47062
chn,1975,10.41791
chn,1976,10.49979
chn,1977,10.85015
chn,1978,12.35529
chn,1979,18.15387
chn,1980,17.48152
chn,1981,18.08136
chn,1982,18.18048
chn,1983,18.24448
chn,1984,18.13433
chn,1985,18.03846
chn,1986,18.32377
chn,1987,18.15389
chn,1988,17.79956
chn,1989,17.82495
chn,1990,17.84524
chn,1991,17.28161
chn,1992,17.41282
chn,1993,18.60371
chn,1994,18.31458
chn,1995,18.5902
chn,1996,18.43587
chn,1997,19.19511
chn,1998,18.29315
chn,1999,18.82921
chn,2000,17.95297
chn,2001,17.15928
chn,2002,17.87506
chn,2003,17.62052
chn,2004,17.10735
chn,2005,17.35354
chn,2006,17.29867
chn,2007,17.51979
chn,2008,17.29319
chn,2009,17.17104
chn,2010,17.43209
chn,2011,17.63631
chn,2012,17.4314
chn,2013,15.49694
chn,2014,15.18106
chn,2015,14.48837
chn,2016,14.52891
chn,2017,15.53304
chn,2018,12.66919
chn,2019,11.52259
civ,1975,27.4935
civ,1976,26.90713
civ,1977,26.86106
civ,1978,26.87771
civ,1979,27.14019
civ,1980,26.77617
civ,1981,27.11159
civ,1982,27.26974
civ,1983,26.4862
civ,1984,27.57692
civ,1985,27.42788
civ,1986,27.23162
civ,1987,26.69095
civ,1988,27.43176
civ,1989,27.31512
civ,1990,42.95823
civ,1991,43.26975
civ,1992,43.88905
civ,1993,46.23892
civ,1994,50.99039
civ,1995,49.85627
civ,1996,50.32983
civ,1997,50.68524
civ,1998,50.63408
civ,1999,50.75933
civ,2000,55.38959
civ,2001,54.66031
civ,2002,56.03587
civ,2003,55.26938
civ,2004,55.90605
civ,2005,55.78415
civ,2006,55.77525
civ,2007,55.34324
civ,2008,55.57501
civ,2009,55.22832
civ,2010,55.05226
civ,2011,55.48827
civ,2012,56.51204
civ,2013,54.61036
civ,2014,54.94345
civ,2015,54.59474
civ,2016,54.7292
civ,2017,53.91438
civ,2018,55.82815
civ,2019,52.32663
cmr,1975,19.74299
cmr,1976,20.00736
cmr,1977,19.60956
cmr,1978,19.70843
cmr,1979,19.64956
cmr,1980,24.08072
cmr,1981,24.31869
cmr,1982,25.60278
cmr,1983,27.79926
cmr,1984,27.21127
cmr,1985,27.85911
cmr,1986,27.60088
cmr,1987,27.73151
cmr,1988,27.5591
cmr,1989,27.96584
cmr,1990,37.43989
cmr,1991,37.45805
cmr,1992,39.7794
cmr,1993,40.51131
cmr,1994,40.76929
cmr,1995,40.76936
cmr,1996,41.34915
cmr,1997,40.67075
cmr,1998,40.86009
cmr,1999,40.43525
cmr,2000,44.38069
cmr,2001,44.79895
cmr,2002,44.48788
cmr,2003,44.56865
cmr,2004,44.46006
cmr,2005,43.10779
cmr,2006,42.88208
cmr,2007,43.30786
cmr,2008,44.20856
cmr,2009,44.23791
cmr,2010,44.10849
cmr,2011,44.00318
cmr,2012,45.2822
cmr,2013,44.90825
cmr,2014,44.9507
cmr,2015,45.12747
cmr,2016,43.25254
cmr,2017,43.45578
cmr,2018,42.39616
cmr,2019,44.31403
cod,1975,19.68565
cod,1976,19.41918
cod,1977,19.919
cod,1978,20.63827
cod,1979,19.94841
cod,1980,21.17033
cod,1981,20.92346
cod,1982,20.58108
cod,1983,20.67303
cod,1984,19.65976
cod,1985,20.15267
cod,1986,20.12009
cod,1987,19.56677
cod,1988,19.60037
cod,1989,19.85972
cod,1990,27.91299
cod,1991,31.89029
cod,1993,25.21595
cod,1994,25.71664
